value_component_environment_variable_time,value_component_total_calcium_variable_Ca_Pr,value_component_total_calcium_variable_Ca_tot,value_component_total_protein_variable_Pr,value_component_total_protein_variable_Pr_tot,value_component_cytosolic_calcium_variable_Ca_cyt,value_component_cytosolic_calcium_variable_k_plus,value_component_cytosolic_calcium_variable_k_minus,value_component_ER_calcium_variable_Ca_ER,value_component_ER_calcium_variable_rho_ER,value_component_ER_calcium_variable_beta_ER,value_component_mitochondrial_calcium_variable_Ca_m,value_component_mitochondrial_calcium_variable_rho_m,value_component_mitochondrial_calcium_variable_beta_m,value_component_ATP_dependent_Ca_uptake_into_the_ER_variable_J_pump,value_component_ATP_dependent_Ca_uptake_into_the_ER_variable_k_pump,value_component_Ca_efflux_from_the_ER_variable_J_ch,value_component_Ca_efflux_from_the_ER_variable_k_ch,value_component_Ca_efflux_from_the_ER_variable_K1,value_component_Ca_leak_flux_from_the_ER_variable_J_leak,value_component_Ca_leak_flux_from_the_ER_variable_k_leak,value_component_mitochondrial_Ca_uptake_variable_J_in,value_component_mitochondrial_Ca_uptake_variable_k_in,value_component_mitochondrial_Ca_uptake_variable_K2,value_component_mitochondrial_Ca_release_variable_J_out,value_component_mitochondrial_Ca_release_variable_k_out,value_component_mitochondrial_Ca_release_variable_k_m,value_component_mitochondrial_Ca_release_variable_K3
0.0,84.35000000000001,90.0,35.64999999999999,120.0,0.05,0.1,0.01,1.0,0.01,0.0025,0.4,0.01,0.0025,1.0,20.0,0.38946105389461055,4100.0,5.0,0.0475,0.05,6.984919307989786e-08,300.0,0.8,0.007499500049995,125.0,0.00625,5.0
0.1,84.28510030030554,90.0,35.714899699694456,120.0,0.05802650957639083,0.1,0.01,1.0144290402265366,0.01,0.0025,0.3997892573029779,0.01,0.0025,1.1605301915278166,20.0,0.5280547719438833,4100.0,5.0,0.04782012653250729,0.05,2.298332927051375e-07,300.0,0.8,0.009228380176148469,125.0,0.00625,5.0
0.2,84.22254067476526,90.0,35.777459325234744,120.0,0.0630836054653497,0.1,0.01,1.0290511889044458,0.01,0.0025,0.3995427410379008,0.01,0.0025,1.261672109306994,20.0,0.630333353503431,4100.0,5.0,0.04829837917195481,0.05,4.48470017514203e-07,300.0,0.8,0.010445860993736527,125.0,0.00625,5.0
0.30000000000000004,84.16168824034914,90.0,35.838311759650864,120.0,0.06721057260159446,0.1,0.01,1.0435070826485677,0.01,0.0025,0.39926821411375096,0.01,0.0025,1.3442114520318893,20.0,0.7231398751335577,4100.0,5.0,0.04881482550234867,0.05,7.445641488328851e-07,300.0,0.8,0.011511790966686811,125.0,0.00625,5.0
0.4,84.10239030199577,90.0,35.89760969800423,120.0,0.07131532078050284,0.1,0.01,1.057606898875255,0.01,0.0025,0.398966695430679,0.01,0.0025,1.4263064156100569,20.0,0.8224822062565562,4100.0,5.0,0.04931457890473761,0.05,1.1963660417082708e-06,300.0,0.8,0.012636951988591483,125.0,0.00625,5.0
0.5,84.04476239481407,90.0,35.95523760518593,120.0,0.07607289792886408,0.1,0.01,1.071156891144024,0.01,0.0025,0.39863428567024245,0.01,0.0025,1.5214579585772816,20.0,0.9441978110338616,4100.0,5.0,0.049754199660757996,0.05,2.0055848526389856e-06,300.0,0.8,0.014023448890637735,125.0,0.00625,5.0
0.6000000000000001,83.9891911686275,90.0,36.0108088313725,120.0,0.08240163112123516,0.1,0.01,1.0838410345889697,0.01,0.0025,0.39826076547384687,0.01,0.0025,1.6480326224247033,20.0,1.114864795439724,4100.0,5.0,0.05007197017338673,0.05,3.8009120597176657e-06,300.0,0.8,0.01600646881951946,125.0,0.00625,5.0
0.7000000000000001,83.936546620619,90.0,36.063453379381,120.0,0.09229065334462543,0.1,0.01,1.0949680047029287,0.01,0.0025,0.39782267680616984,0.01,0.0025,1.8458130668925086,20.0,1.4001435176222494,4100.0,5.0,0.05013386756791516,0.05,9.411592366779015e-06,300.0,0.8,0.019423023309562155,125.0,0.00625,5.0
0.8,83.88902914033156,90.0,36.11097085966844,120.0,0.11228790311434916,0.1,0.01,1.1024164461720023,0.01,0.0025,0.3972542929665236,0.01,0.0025,2.245758062286983,20.0,2.0463616765169945,4100.0,5.0,0.049506427152882664,0.05,4.519236484382686e-05,300.0,0.8,0.02751426404026804,125.0,0.00625,5.0
0.9,83.85524450345237,90.0,36.14475549654763,120.0,0.18496566128962677,0.1,0.01,1.0937164230062089,0.01,0.0025,0.39623103580829017,0.01,0.0025,3.6993132257925354,20.0,5.0918656102881945,4100.0,5.0,0.04543753808582911,0.05,0.0024497777641415523,300.0,0.8,0.070163681664364,125.0,0.00625,5.0
1.0,83.90481203255139,90.0,36.09518796744861,120.0,0.5087144675540813,0.1,0.01,0.9316794001143147,0.01,0.0025,0.4649389748593164,0.01,0.0025,10.174289351081626,20.0,17.7673986734122,4100.0,5.0,0.02114824662801167,0.05,7.811526225937557,300.0,0.8,0.5983507896735017,125.0,0.00625,5.0
