CD4_T_cells_4_task1,CD8_T_cells_3_task1,Circulating_lymphocytes_5_task1,IL_2_6_task1,NK_cells_2_task1,Tumor_cells_1_task1,time_task1
197585.85041077214,141.26656454502935,60643504200.810776,1.4966654285354078e-12,184368.69958059653,1.0772272948250946e-14,24.8
195619.83836613456,138.30680892628226,60645730659.62734,1.2178785378687713e-12,184869.4762929665,8.973408523271515e-15,24.9
193673.3884645512,135.4109819858252,60647954448.29573,9.94220978151447e-13,185368.2402369909,7.500163640761005e-15,25.0
191746.30606474928,132.5776310898113,60650175570.01821,8.240599480641811e-13,185864.9996328093,6.3457271952110475e-15,25.1
189838.39847212532,129.80534126937874,60652394027.99319,7.150192291099712e-13,186359.76266680195,5.617864860622534e-15,25.2
187949.47487996574,127.09272674127848,60654609825.415245,6.453431244658507e-13,186852.53749184142,5.099604768282179e-15,25.3
186079.34638568954,124.43843668801,60656822965.475136,5.983081662996714e-13,187343.33222732978,4.653661275799882e-15,25.4
184227.82597499774,121.84115480383218,60659033451.35977,5.657635647131984e-13,187832.15495932693,4.227051720025755e-15,25.5
182394.72852800912,119.2996029167448,60661241286.252266,5.733676407140497e-13,188319.01374061548,4.073182957633037e-15,25.6
180579.87070694266,116.81252315053767,60663446473.33189,5.875262756035756e-13,188803.916591109,3.947191688625641e-15,25.7
178783.07101360933,114.3786908509699,60665649015.77412,5.919187882874257e-13,189286.87149776824,3.773188567279459e-15,25.8
177004.14975852778,111.99691138264039,60667848916.75061,5.741289225344338e-13,189767.8864147729,3.4970436410561363e-15,25.9
175242.92909680033,109.66602845591242,60670046179.42923,5.711444482035638e-13,190246.96926349818,3.2865874020072914e-15,26.0
173499.2328726784,107.38490014381672,60672240806.97403,5.56257512045259e-13,190724.12793305356,3.0353938786774793e-15,26.1
171772.8867058254,105.15241571863518,60674432802.54528,5.263353477199933e-13,191199.37028011118,2.7464009046402854e-15,26.2
170063.71794726056,102.96749043719946,60676622169.299446,4.794979231449878e-13,191672.70412911722,2.4324274990419793e-15,26.3
168371.5557302427,100.82907495757298,60678808910.38923,4.196547179706408e-13,192144.13727221824,2.0722520493809388e-15,26.4
166696.2308072055,98.73613305432717,60680993028.96352,3.474901598811196e-13,192613.67746983466,1.7042788831815494e-15,26.5
165037.5756375199,96.68765649970811,60683174528.16746,2.673362953428143e-13,193081.3324504757,1.3588998468038219e-15,26.6
163395.4243427781,94.68266031505576,60685353411.1424,1.856543685276763e-13,193547.1099109549,1.0760516438683284e-15,26.7
161769.61274564549,92.72018910301793,60687529681.025955,1.0362853201124861e-13,194011.0175163471,7.879654123336507e-16,26.8
160159.97824743617,90.79930317216176,60689703340.95193,3.123288931470008e-14,194473.06290044996,5.35383905769937e-16,26.9
158566.35987445115,88.91908580723835,60691874394.0504,-2.1171601265970413e-14,194933.25366571726,3.3483127434293313e-16,27.0
156988.59825347667,87.07864166326866,60694042843.447685,-4.180807253079467e-14,195391.59738341416,1.9235832458165734e-16,27.1
155426.5356348317,85.27710056433469,60696208692.26636,-5.68953764503754e-14,195848.1015936198,1.0333775142867024e-16,27.2
153880.01580769743,83.5136092092359,60698371943.62524,-6.916497732526551e-14,196302.77380557623,6.090401112932005e-17,27.3
152348.88410600062,81.78733307914796,60700532600.6394,-7.898179291972844e-14,196755.62149774676,5.165158956020688e-17,27.4
150832.98740545817,80.09745734957042,60702690666.42019,-9.740293101545757e-14,197206.65211790218,5.2576844878279567e-17,27.5
149332.17414185876,78.44318999582012,60704846144.075226,-1.0159253219068519e-13,197655.8730831365,8.980492198002327e-17,27.6
147846.2942403356,76.82375532299432,60706999036.70841,-8.41368537765036e-14,198103.29178017462,1.6257969694776875e-16,27.7
146375.1990913335,75.23839253764571,60709149347.41989,-6.0198179693325e-14,198548.91556552678,2.3196657118557307e-16,27.8
144918.74157313246,73.6863593462765,60711297079.30613,-3.263209436949899e-14,198992.75176549086,2.7407696255224617e-16,27.9
143476.7760240378,72.16693010551593,60713442235.45985,-4.9144557637026865e-15,199434.80767631932,2.6312772027850075e-16,28.0
142049.15831821118,70.67940471677657,60715584818.97008,2.262459657626998e-14,199875.09056404396,2.848212109373569e-16,28.1
140635.74564871567,69.22308737088649,60717724832.922134,4.4454511809225026e-14,200313.60766526862,2.8763643173560594e-16,28.2
139236.39666421968,67.79730171124736,60719862280.397644,5.61285553806736e-14,200750.36618679267,2.7149114715506075e-16,28.3
137850.97141421225,66.4013862781448,60721997164.47453,5.2646414649895304e-14,201185.37330586766,2.395890365377156e-16,28.4
136479.33136879592,65.034697249808,60724129488.227036,3.8262255867590666e-14,201618.63617020365,1.9223515543836996e-16,28.5
135121.3394023148,63.69660785258853,60726259254.72569,2.621280081976521e-14,202050.16189809894,1.27532834421496e-16,28.6
133776.8596792637,62.38649877101135,60728386467.03736,1.1209035398598242e-14,202479.9575789027,6.067440015703686e-17,28.7
132445.75774107903,61.103767059508165,60730511128.22524,-2.081916057537494e-15,202908.0302727931,5.008327573065489e-18,28.8
131127.9004616509,59.84782296302323,60732633241.34885,-7.145332790953555e-15,203334.38701100295,-2.191393015981104e-17,28.9
129823.15610314818,58.618095065792055,60734752809.46401,-1.8199661070584754e-14,203759.03479569455,-5.834857343122338e-17,29.0
128531.39417864032,57.41402014197932,60736869835.62291,-3.0346666672146024e-14,204181.9806005168,-9.28906312793973e-17,29.1
127252.48549489552,56.235047272958006,60738984322.87408,-3.794272145681882e-14,204603.23137052607,-1.133268945222482e-16,29.2
125986.30215029714,55.08063841077316,60741096274.26236,-3.8467226856062906e-14,205022.7940222659,-1.1704735570985622e-16,29.3
124732.71752247182,53.95026800807814,60743205692.82897,-3.1183110935142584e-14,205440.67544388116,-1.0399393553784929e-16,29.4
123491.60630243678,52.8434259752496,60745312581.61148,-2.5183767562935477e-14,205856.8824950641,-8.352204091445461e-17,29.5
122262.84434503976,51.75960790429694,60747416943.6438,-1.6804042491042478e-14,206271.4220076701,-5.586024395397386e-17,29.6
121046.30876637406,50.69832241118065,60749518781.956215,-8.217922368350753e-15,206684.30078543295,-2.7720021335878618e-17,29.7
119841.87790062783,49.6590887352222,60751618099.57538,-2.594894322269055e-15,207095.52560419263,-8.469055247039895e-18,29.8
118649.43132693309,48.641439010789114,60753714899.5243,3.617047113104516e-15,207505.10321186457,1.1662700722070852e-17,29.9
117468.8498154424,47.644915300811874,60755809184.82237,1.2683812752986775e-14,207913.04032871005,3.9061136518566234e-17,30.0
116300.01528431763,46.66906733790582,60757900958.485374,1.9701805182082524e-14,208319.34364756598,6.019255579196716e-17,30.1
115142.81084059717,45.71345570520194,60759990223.52545,2.3044100130580375e-14,208724.01983376188,7.108914852678188e-17,30.2
113997.1207493463,44.77765036620679,60762076982.95116,2.0844765998025695e-14,209127.07552530416,6.748642814186596e-17,30.3
112862.83049871135,43.86123517488977,60764161239.76741,1.977466374116979e-14,209528.51733269703,6.40381168594613e-17,30.4
111739.8266269926,42.963797683611716,60766242996.975555,1.698328721242181e-14,209928.35183966893,5.49084689916776e-17,30.5
110627.99682556323,42.0849359924498,60768322257.57331,1.3144072618600845e-14,210326.58560284929,4.231450099087096e-17,30.6
109527.22990044167,41.22425686632875,60770399024.55482,9.56195821381793e-15,210723.22515198292,3.0249963561380466e-17,30.7
108437.41578038652,40.38137661058173,60772473300.91062,6.144136149950653e-15,211118.2769899657,1.861758790979915e-17,30.8
107358.44551832936,39.555921577583156,60774545089.627686,2.3610426131519684e-16,211511.74759290583,-2.0331511861357243e-19,30.9
106290.21118857249,38.74752279098246,60776614393.68938,-5.1892225295475e-15,211903.64341059278,-1.7240616328767442e-17,31.0
105232.6059598825,37.95582049645457,60778681216.0755,-9.125638824697546e-15,212293.97086627886,-2.9301311205204423e-17,31.1
104185.52405974545,37.1804625702597,60780745559.762276,-1.0361644867812956e-14,212682.73635688584,-3.2578158328118546e-17,31.2
103148.8608120099,36.42110674412955,60782807427.72236,-1.1273304748146101e-14,213069.94625291892,-3.456965389280897e-17,31.3
102122.5125477651,35.6774165124893,60784866822.924835,-1.1837101315361841e-14,213455.60689889177,-3.528017876907057e-17,31.4
101106.37661616786,34.94906202088472,60786923748.33525,-1.1353901104830992e-14,213839.72461334866,-3.264140214342377e-17,31.5
100100.35139495529,34.23572093875813,60788978206.91556,-1.0148690084768865e-14,214222.30568888754,-2.785757923884005e-17,31.6
99104.33627503578,33.53707800743324,60791030201.6242,-8.572879928103472e-15,214603.35639228707,-2.2221788574969267e-17,31.7
98118.23169917065,32.85282706254629,60793079735.41603,-5.489143954187575e-15,214982.8829644102,-1.1928813109066472e-17,31.8
97141.93902781873,32.182665324658764,60795126811.242386,-2.115407327493471e-15,215360.89162082612,-1.2277940076644589e-18,31.9
96175.36062550452,31.526297554935066,60797171432.05105,9.689339212931815e-16,215737.38855151544,7.824921350522624e-18,32.0
95218.39982457369,30.88343472576665,60799213600.786285,3.0149393446827116e-15,216112.3799210851,1.2602455408013255e-17,32.1
94270.96094280602,30.253795017937282,60801253320.38882,4.566370236840764e-15,216485.87186875666,1.5312110616153272e-17,32.2
93332.94925374891,29.63710284125748,60803290593.79583,6.451254245811818e-15,216857.87050855547,1.9277873663208306e-17,32.3
92404.2709354208,29.033086950967306,60805325423.941,7.643152331928336e-15,217228.38192959313,2.104965503815768e-17,32.4
91484.83311272268,28.441482481587194,60807357813.7545,8.019270972206367e-15,217597.41219594935,2.0592572521542782e-17,32.5
90574.54383077742,27.862030093225133,60809387766.16296,7.509119036593115e-15,217964.96734684883,1.8149468644828602e-17,32.6
89673.3121003646,27.29447799716542,60811415284.0895,6.406497733596086e-15,218331.0533965251,1.3701912749124736e-17,32.7
88781.04777996975,26.738577546855378,60813440370.453766,4.7962873694978776e-15,218695.6763347975,8.149145487740622e-18,32.8
87897.6616343502,26.1940857806378,60815463028.17187,2.9375803690717476e-15,219058.8421268778,2.63101121892148e-18,32.9
87023.06531660877,25.660764951984216,60817483260.15644,1.2323870879460216e-15,219420.55671351033,-1.3448173191040397e-18,33.0
86157.17136822856,25.138382725840568,60819501069.31663,-2.018171113005448e-16,219780.82601103242,-3.5373321216700944e-18,33.1
85299.89323057454,24.62671280250596,60821516458.55805,-2.185116727440866e-15,220139.65591138354,-7.644235982975139e-18,33.2
84451.14515233791,24.12553176397808,60823529430.78289,-3.858561973512345e-15,220497.05228258183,-1.0661582348469063e-17,33.3
83610.84225276504,23.6346215756685,60825539988.88982,-4.962542752682537e-15,220853.0209685012,-1.2173506026543073e-17,33.4
82778.90049234084,23.15376872846653,60827548135.77404,-5.207238296787918e-15,221207.56778906364,-1.1802204427053986e-17,33.5
81955.23669814251,22.682765251032382,60829553874.327286,-5.060309485693503e-15,221560.69854018203,-1.0327504689205119e-17,33.6
81139.76850718082,22.221407016000022,60831557207.43783,-4.669781006053016e-15,221912.4189940814,-8.190760249855796e-18,33.7
80332.41435814489,21.769493643298656,60833558137.990456,-3.8875234197016724e-15,222262.73489939692,-5.542500680832692e-18,33.8
79533.09350885949,21.326829251895578,60835556668.866516,-2.8773961455597284e-15,222611.65198115289,-3.1101544597288924e-18,33.9
78741.72601959655,20.89322207801103,60837552802.9439,-1.8498036409002058e-15,222959.17594089903,-1.7045840645797632e-18,34.0
77958.23279178084,20.468485800586826,60839546543.09702,-3.411880609481251e-16,223305.3124565855,1.3091106220224644e-18,34.1
77182.53545208002,20.052436179250314,60841537892.196884,1.1310130280397618e-15,223650.06718317178,3.971750830851671e-18,34.2
76414.55642594217,19.644893435772946,60843526853.11102,2.3240130227313756e-15,223993.44575233595,5.865520475792082e-18,34.3
75654.21890782217,19.245681503443123,60845513428.70354,2.9380901958753208e-15,224335.4537726748,6.519236003869401e-18,34.4
74901.4468718774,18.854628465730354,60847497621.83511,3.1327671835772037e-15,224676.09682970893,6.242171808331896e-18,34.5
74156.16505885051,18.471566319805582,60849479435.362976,3.396003052029737e-15,225015.38048600426,5.9218576499374156e-18,34.6
73418.29892275058,18.096329600228504,60851458872.14094,3.3210876253528647e-15,225353.31028148968,5.0727678314246515e-18,34.7
72687.77467138202,17.728756663473124,60853435935.019394,2.9334068346870244e-15,225689.89173331673,3.968146565347468e-18,34.8
71964.51924375947,17.368689183003188,60855410626.84531,2.302385067479621e-15,226025.13033602727,3.0258686255127857e-18,34.9
71248.46034179063,17.01597311273919,60857382950.46225,1.4029874037272495e-15,226359.0315614511,1.405927632342501e-18,35.0
70539.52635053598,16.67045668828587,60859352908.71034,3.833400528030865e-16,226691.6008591619,-4.11715872318876e-19,35.1
69837.64636782998,16.331991335594655,60861320504.42635,-5.662538091677069e-16,227022.8436563853,-1.9560054219883586e-18,35.2
69142.75019932118,16.00043166026378,60863285740.443596,-1.2182551248760953e-15,227352.76535807984,-2.8583128810822895e-18,35.3
68454.76835390253,15.675635432280222,60865248619.59203,-1.4777204763528083e-15,227681.37134701567,-2.9877722407523416e-18,35.4
67773.6320606181,15.357464110559889,60867209144.6982,-1.971140724482839e-15,228008.6669837424,-3.4118544810721225e-18,35.5
67099.27318645267,15.045780918049372,60869167318.58524,-2.2433565861401955e-15,228334.65760706784,-3.4701711793750905e-18,35.6
66431.62429095655,14.740452298388554,60871123144.072945,-2.256632686575369e-15,228659.3485338321,-3.2141424472283087e-18,35.7
65770.61860211493,14.441347426314007,60873076623.9777,-1.989172425962491e-15,228982.74505908712,-2.7583386056021742e-18,35.8
65116.19003312479,14.148338684774604,60875027761.11251,-1.5218578177914169e-15,229304.85245606236,-2.0106029781632065e-18,35.9
64468.273147902015,13.861300968987052,60876976558.28701,-9.477916142967355e-16,229625.67597640137,-9.949724737989334e-19,36.0
63826.80314195588,13.580111342102443,60878923018.30748,-3.3495238567271673e-16,229945.22085031736,3.086074391979705e-21,36.1
63191.71586306172,13.304649601453999,60880867143.976814,1.7360171332343013e-16,230263.49228653812,7.515953838160983e-19,36.2
62562.9477946439,13.034797991510754,60882808938.09455,3.8983034203818673e-16,230580.49547244824,9.569967226251916e-19,36.3
61940.43609226681,12.770442063630538,60884748403.45689,8.654395826284828e-16,230896.23557394382,1.5308914325624051e-18,36.4
61324.118485167084,12.5114686601509,60886685542.856636,1.228949869887074e-15,231210.71773602138,1.911595557836143e-18,36.5
60713.93333787796,12.257767309674376,60888620359.0833,1.426250480087088e-15,231523.94708249575,2.0655903510246962e-18,36.6
60109.81962597283,12.009229792431604,60890552854.92299,1.403589772144199e-15,231835.92871618544,1.9784605541880507e-18,36.7
59511.71694199657,11.765750332529656,60892483033.158516,1.1936779906722886e-15,232146.66771893168,1.674649969706502e-18,36.8
58919.5654929402,11.527225620949014,60894410896.569336,9.45024049612645e-16,232456.16915166486,1.2266304620543406e-18,36.9
58333.30604862049,11.293553855928211,60896336447.931564,6.217089801350319e-16,232764.43805474503,7.026091017553402e-19,37.0
57752.87997880058,11.064635559447686,60898259690.018005,2.9885424443348555e-16,233071.4794478068,2.2532932126720795e-19,37.1
57178.22923425688,10.840373271834133,60900180625.59812,8.181723512386067e-17,233377.29832991754,-3.930086317217498e-20,37.2
56609.29637420492,10.620672127486628,60902099257.438065,-2.498813177429881e-16,233681.89967947087,-4.955301174875284e-19,37.3
56046.024500548796,10.40543869441688,60904015588.30066,-6.088898416859216e-16,233985.28845461574,-1.0300302463993177e-18,37.4
55488.35727609737,10.194581378363258,60905929620.94543,-8.582682822005602e-16,234287.469593203,-1.457077775054513e-18,37.5
54936.23892846609,9.98801056019218,60907841358.12857,-9.176868114045178e-16,234588.4480128142,-1.7024198725549717e-18,37.6
54389.614237302,9.785638422546073,60909750802.603,-6.92474592584053e-16,234888.22861088623,-1.6826747243859257e-18,37.7
53848.42856257281,9.58737951317289,60911657957.1183,-4.623060339592511e-16,235186.81626459592,-1.5859230602082984e-18,37.8
53312.62779092112,9.393149849257242,60913562824.42079,-3.438166542217558e-16,235484.21583122518,-1.4850515646094148e-18,37.9
52782.15832601191,9.202866805124552,60915465407.25347,-2.5044941294679865e-16,235780.4321482681,-1.3093585707651554e-18,38.0
52256.967114942694,9.016449642117342,60917365708.35607,-2.599072376899645e-16,236075.47003332656,-1.1098463579390274e-18,38.1
51737.00162983673,8.833819240417515,60919263730.46501,-4.750564608804962e-16,236369.33428426873,-9.59536951595996e-19,38.2
51222.20988955952,8.654898511360287,60921159476.31345,-7.025881467069e-16,236662.02967914692,-7.7193038680214445e-19,38.3
50712.54043122927,8.47961197757203,60923052948.63127,-7.211031390961181e-16,236953.56097641954,-4.541644500999883e-19,38.4
50207.94226774197,8.307885121289097,60924944150.14506,-7.133928018412708e-16,237243.93291525752,-1.5341217031538005e-19,38.5
49708.364934094905,8.13964520454324,60926833083.57815,-6.562081265701673e-16,237533.15021531328,8.870600124488854e-20,38.6
49213.75846493257,7.974820949336511,60928719751.650604,-5.174893830234143e-16,237821.2175769062,2.2319735212875287e-19,38.7
48724.07340739152,7.813342785552839,60930604157.07923,-3.444292076767155e-16,238108.13968099156,2.799148123707376e-19,38.8
48239.26081729074,7.6551428385218205,60932486302.577576,-2.7086059090047754e-16,238393.92118923302,3.754851036310254e-19,38.9
47759.272192216726,7.500153930075437,60934366190.85593,-2.1895155412887025e-16,238678.56674446512,4.2458211188712185e-19,39.0
47284.05952927361,7.348310528450789,60936243824.62132,-2.047973314544394e-16,238962.08097038462,4.372421305805871e-19,39.1
46813.57530106648,7.199548419960631,60938119206.57755,-2.4792111560244636e-16,239244.46847174782,4.317990324751322e-19,39.2
46347.77246076462,7.053804817267028,60939992339.42517,-3.348536448927716e-16,239525.7338343845,4.0916705361934945e-19,39.3
45886.60445624255,6.911018593762064,60941863225.86149,-3.5045504022187116e-16,239805.8816251529,3.036087369168549e-19,39.4
45430.025149987116,6.771129208881529,60943731868.58058,-3.440913217437911e-16,240084.91639250788,1.7760094058686535e-19,39.5
44977.98888048648,6.6340775988364085,60945598270.2733,-2.930640722240025e-16,240362.84266614847,5.021490072968762e-20,39.6
44530.45043852888,6.499805885300861,60947462433.62726,-1.6840260359016513e-16,240639.66495721892,-5.4091370846066757e-20,39.7
44087.3650671293,6.368257409120165,60949324361.32685,3.7901452230164255e-17,240915.38775835544,-1.1849846880258628e-19,39.8
43648.68849069376,6.239377151204369,60951184056.05326,1.211718338463515e-16,241190.0155435382,-2.262140825179847e-19,39.9
43214.376819712845,6.113110505094785,60953041520.484436,1.7258247261352234e-16,241463.5527687722,-3.14996861496642e-19,40.0
42784.38661960169,5.989404223269687,60954896757.295135,1.6422493894264662e-16,241736.00387167517,-3.7724083639037553e-19,40.1
42358.67488598969,5.868206124592697,60956749769.156906,6.047835324370991e-17,242007.37327168803,-4.061259981954372e-19,40.2
41937.199040342355,5.749465070804875,60958600558.73807,-1.798832821688593e-16,242277.66537015044,-3.9612889898111693e-19,40.3
41519.916972737155,5.633131542714929,60960449128.70377,-2.6039452831417486e-16,242546.884550055,-3.7330300840903947e-19,40.4
41106.78693182335,5.519156272897487,60962295481.71596,-3.093224082784538e-16,242815.03517684183,-3.290817325518605e-19,40.5
40697.76760143639,5.407491252235854,60964139620.433365,-2.9152726957647875e-16,243082.12159792255,-2.719220005825336e-19,40.6
40292.818074696566,5.298089432685581,60965981547.511566,-1.620891607873303e-16,243348.1481429021,-2.1422664477063422e-19,40.7
39891.897849473266,5.190904701761917,60967821265.60293,1.3465899668611074e-16,243613.11912365493,-1.727554889365185e-19,40.8
39494.966863636,5.0858923333848445,60969658777.35665,2.8380674923792207e-16,243877.03883412294,-9.954620810507339e-20,40.9
39101.985411291615,4.983008013801701,60971494085.41875,3.6208511724404405e-16,244139.91155094662,-2.0700425907946077e-20,41.0
38712.914188012386,4.882208411884318,60973327192.43206,3.6067799327937736e-16,244401.74153319295,5.0120891688748524e-20,41.1
38327.71428231138,4.783451105859083,60975158101.03626,2.245157251521505e-16,244662.53302245965,1.043195829196665e-19,41.2
37946.347167814805,4.68669451838135,60976986813.867874,-1.1512788620215566e-16,244922.29024297462,1.3219969439437804e-19,41.3
37568.77472931146,4.591898229223165,60978813333.560234,-3.441597847649807e-16,245181.0174014504,1.556163303658105e-19,41.4
37194.9592066263,4.499022379863914,60980637662.74353,-4.459707631922476e-16,245438.718687535,1.7221696712298342e-19,41.5
36824.86320927225,4.408027860226732,60982459804.04479,-4.543068166055517e-16,245695.3982737491,1.7582834782272326e-19,41.6
36458.44972381909,4.318876414933501,60984279760.08792,-3.015716074737416e-16,245951.06031547603,1.6900812977223054e-19,41.7
36095.68210324272,4.231530550431507,60986097533.49364,9.675404965207783e-17,246205.70895108258,1.5621045017098476e-19,41.8
35736.52408537226,4.145953745391469,60987913126.87953,4.4381106749286033e-16,246459.34830182313,1.3105746929434545e-19,41.9
35380.93975926881,4.062110127950353,60989726542.86008,5.869958800090435e-16,246711.98247213443,9.354297342299386e-20,42.0
35028.893555537674,3.979964398021738,60991537784.04658,6.189027112417388e-16,246963.61554975068,5.3477549659546446e-20,42.1
34680.350266114685,3.8994820514065927,60993346853.04723,4.552589180009446e-16,247214.2516055978,1.6990278781787358e-20,42.2
34335.275031509605,3.8206292706801137,60995153752.467094,-9.67708401068759e-18,247463.89469393133,-8.261928892678526e-21,42.3
33993.63335324819,3.7433730648547896,60996958484.908104,-5.148568264209777e-16,247712.5488522823,-2.960249268607617e-20,42.4
33655.39107830275,3.6676811380810723,60998761052.96906,-7.137354686272156e-16,247960.21810161893,-5.733379892714253e-20,42.5
33320.51436981272,3.5935216257299736,61000561459.24568,-7.832667928191047e-16,248206.90644661442,-7.878233154228452e-20,42.6
32988.969736969775,3.520863402786078,61002359706.33054,-6.187097859489967e-16,248452.61787545786,-9.255987968166344e-20,42.7
32660.72402057167,3.4496759634140894,61004155796.813126,-8.807250132480375e-17,248697.35636000746,-9.770543912701512e-20,42.8
32335.74440046755,3.379929507092694,61005949733.27979,6.153468785507469e-16,248941.12585577226,-9.476566285731915e-20,42.9
32013.998394973554,3.311594950819041,61007741518.31382,8.76447961255694e-16,249183.93030195756,-8.615876030184003e-20,43.0
31695.45381556252,3.244643529531933,61009531154.49538,9.878777196993115e-16,249425.7736218656,-7.254726112471868e-20,43.1
31380.078804944762,3.179047164299706,61011318644.401535,8.20693152134855e-16,249666.65972263398,-5.665223697847462e-20,43.2
31067.841821309252,3.1147783348169606,61013103990.606285,2.1167851190279186e-16,249906.5924954017,-4.2263101995896417e-20,43.3
30758.71164148728,3.05181012263247,61014887195.68053,-7.555841199095768e-16,250145.57581532333,-3.0276993049537645e-20,43.4
30452.65737271234,2.990116329027078,61016668262.19208,-1.1032394945679648e-15,250383.6135415128,-9.502306898553903e-21,43.5
30149.64839482298,2.929670988839949,61018447192.70566,-1.2765541090802997e-15,250620.70951755598,1.0170422270486316e-20,43.6
29849.654404401004,2.8704487695302885,61020223989.78295,-1.116304429938369e-15,250856.8675711899,2.6686830227562313e-20,43.7
29552.645398171037,2.8124248427667062,61021998655.98253,-4.20160990734204e-16,251092.0915144785,3.7750851466109115e-20,43.8
29258.591672589835,2.755574894960383,61023771193.85992,8.935481278659002e-16,251326.38514385506,4.1859611899983414e-20,43.9
28967.463845404887,2.6998753161445603,61025541605.96757,1.3587498054624219e-15,251559.75223997972,4.708967974110738e-20,44.0
28679.232788714915,2.6453026704223372,61027309894.85487,1.6235815995114742e-15,251792.19656834318,4.8658550344382143e-20,44.1
28393.86967717854,2.591834101194056,61029076063.06818,1.4907939857920171e-15,252023.72187889926,4.711389732505754e-20,44.2
28111.345971002156,2.539447206917831,61030840113.15076,7.086551299023785e-16,252254.33190624753,4.3510921595812525e-20,44.3
27831.633412774954,2.488120029283224,61032602047.642845,-1.0344281754363439e-15,252484.03036969923,3.9475447172156935e-20,44.4
27554.70405597536,2.437831282287452,61034361869.08163,-1.6552015529432127e-15,252712.82097306714,2.982399274188974e-20,44.5
27280.530192846385,2.3885598158767913,61036119580.00125,-2.037447971418382e-15,252940.7074053321,1.8833036789980044e-20,44.6
27009.084403866844,2.340285004489013,61037875182.932816,-1.9488148599111168e-15,253167.6933402505,7.932153063618642e-21,44.7
26740.339541314304,2.2929866342743273,61039628680.40439,-1.0771192571467798e-15,253393.7824365356,-1.1138150421785293e-21,44.8
26474.268726115428,2.2466448913852908,61041380074.94101,9.654599678518459e-16,253618.97833792347,-6.145249483341782e-21,44.9
26210.845369910057,2.201240531518793,61043129369.06469,2.0340844009869692e-15,253843.2846730122,-1.3176354840933331e-20,45.0
25950.043123025618,2.1567545170290323,61044876565.2944,2.571281380211627e-15,254066.70505576656,-1.9565129550000857e-20,45.1
25691.835900829952,2.1131682172900947,61046621666.146126,2.5512784842816137e-15,254289.2430853187,-2.4052208057395625e-20,45.2
25436.197879758605,2.070463391130849,61048364674.1328,1.5876058521578585e-15,254510.90234604146,-2.6403830991814868e-20,45.3
25183.103491829675,2.0286221584010367,61050105591.76434,-8.015384876410332e-16,254731.68640763516,-2.6536337562230296e-20,45.4
24932.52744121945,1.9876271227718103,61051844421.5477,-2.485782123324183e-15,254951.59882501108,-2.4733800485363154e-20,45.5
24684.444669184057,1.947461142740714,61053581165.98676,-3.235232501036537e-15,255170.64313865232,-2.135475951363863e-20,45.6
24438.830361233493,1.9081073904015675,61055315827.58246,-3.327118873498354e-15,255388.8228745842,-1.6956866704532504e-20,45.7
24195.6599533758,1.869549403881906,61057048408.832695,-2.2823995952987016e-15,255606.14154435342,-1.2412335291121437e-20,45.8
23954.90912477301,1.8317710472360196,61058778912.2324,4.98273404653646e-16,255822.60264513255,-8.888989295381208e-21,45.9
23716.55380960618,1.7947565956448708,61060507340.27348,3.0074212767466067e-15,256038.20965964318,-4.683982923828374e-21,46.0
23480.570176290767,1.7584906106104208,61062233695.444885,4.036033865528661e-15,256252.9660563896,7.915564587543093e-22,46.1
23246.934618861913,1.7229578934276553,61063957980.23256,4.293057605926443e-15,256466.8752897768,5.6933277787367326e-21,46.2
23015.62377146532,1.6881435872748216,61065680197.119484,3.1850429596901903e-15,256679.94080000866,9.48527159686735e-21,46.3
22786.61449957742,1.6540331296238737,61067400348.58564,-3.336856638851771e-17,256892.16601320737,1.1584221996292749e-20,46.4
22559.883907866548,1.6206123077456667,61069118437.108055,-3.634704270630752e-15,257103.5543413715,1.2518070405503784e-20,46.5
22335.409331313687,1.58786721285987,61070834465.16077,-5.025814742376222e-15,257314.10918249842,1.3231391619693879e-20,46.6
22113.16831383173,1.5557841185935448,61072548435.21487,-5.515376056967023e-15,257523.83392082932,1.3007608252024377e-20,46.7
21893.138629259298,1.5243496159991092,61074260349.73846,-4.369245323930646e-15,257732.73192667827,1.2080463002654348e-20,46.8
21675.298271516047,1.4935505618591323,61075970211.19672,-6.616672000436722e-16,257940.80655656438,1.0832809410134276e-20,46.9
21459.6254590931,1.463374111285767,61077678022.05183,4.5423907950933324e-15,258148.0611532003,9.2005645958069e-21,47.0
21246.098635947776,1.433807729844881,61079383784.76305,7.145036740725132e-15,258354.49904551808,6.3943678329573966e-21,47.1
21034.69644003928,1.404839021403013,61081087501.78667,9.234437641180084e-15,258560.1235490219,3.480586207840732e-21,47.2
20825.397729284537,1.3764558829673337,61082789175.57604,1.0095712219351204e-14,258764.93796555992,8.885153156278421e-22,47.3
20618.181570974033,1.3486464514403846,61084488808.58159,8.808721078205448e-15,258968.94558346574,-8.536543864253609e-22,47.4
20413.027243516903,1.3213991195196244,61086186403.25078,5.412804848103571e-15,259172.14967757426,-1.6184336417058435e-21,47.5
20209.91424537076,1.29470259063303,61087881962.028145,4.162597063073774e-15,259374.55350916265,-3.0713495546649647e-21,47.6
20008.82225533373,1.2685456696241573,61089575487.355286,2.628530047895763e-15,259576.16032639676,-4.020094188146515e-21,47.7
19809.73116256816,1.2429174322904615,61091266981.67089,1.0916567746962975e-15,259776.97336405286,-4.4276980230120466e-21,47.8
19612.621055434523,1.2178071711372578,61092956447.4107,-4.915097821297307e-17,259976.9958436679,-4.30796158733146e-21,47.9
