Time,Tumor_cells,NK_cells,CD8_T_cells,CD4_T_cells,Circulating_lymphocytes,IL_2,a,a_1,b,c,c_1,d,e,f,g,g_i,h,j,k,l,m,p,p_i,q,r_1,r_2,s,u,alpha,alpha_1,alpha_2,beta,beta_1,beta_2,mu_1,mu_i,delta_2,D,Tumor_microenvironment,Tumour_growth,Tumour_death,NK_cell_production,NK_cell_depletion,CD8_T_cell_production,CD8_T_cell_depletion,CD4_T_cell_production,CD4_T_cell_depletion,Circulating_lymphocyte_production,Circulating_lymphocyte_depletion,IL_2_production,IL_2_depletion
0.0,10000000.0,1000.0,100.0,1000000.0,60000000000.0,100000.0,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,9.895868062639442e-10,1.0,4266038.0,19802.631093887867,12492.499997475,34241.2,39001100.06218906,1440.4029999999998,83491.65083491651,1100000.0,750000000.0,720000000.0,5399460.053994601,1000000.0
0.1,10067022.05665804,380.98431068279416,2061177.0673865255,915296.0055053018,60002998200.71979,360442.7160155452,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,0.7072757081936932,1.0,4294333.246934924,7191539.900722668,12485.385928684032,13132.687462984604,39319654.22630605,30370937.36346753,300939.7742487729,1012960.1081298173,750000000.0,720035978.4086375,4942107.509227868,3604427.160155452
0.2,9621866.552169498,374.048745426667,2520289.5377724366,853160.6366356759,60005992805.75655,432198.2975234005,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,0.983372514046277,1.0,4106324.3254881,9547429.865260597,12485.922111895032,12324.151933067771,37598842.560007334,35661753.81196667,360848.0755137067,906215.8429908121,750000000.0,720071913.6690787,4606588.675354457,4321982.975234006
0.3,9033159.226991603,395.4988540654002,2617736.1145096673,804243.2092114754,60008983819.422516,440177.8844036536,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,1.1054067246094903,1.0,3857419.5291874357,10072386.84831712,12486.812368891855,12234.60065298742,35307217.07153091,34924996.49721155,367507.8491671729,806910.0175245453,750000000.0,720107805.8330702,4342432.608379789,4401778.844036536
0.4,8391228.473090885,423.682531153385,2633287.8783929185,764406.0493757307,60011971246.02476,428292.4051837301,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,1.2027025663055373,1.0,3585664.634007432,10176801.940120013,12487.786049293243,12176.297583145531,32805181.512080766,32795619.90807311,357581.54459840537,717871.1855900278,750000000.0,720143654.9522971,4127300.8076811275,4282924.051837301
0.5,7719391.913654238,458.0395577852358,2627714.6855908553,731757.779636927,60014955089.86516,411784.5382382516,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,1.3015933161950373,1.0,3300861.3935420536,10128812.814906852,12488.836151223393,12111.262285854555,30185577.73914317,30288657.347847883,343795.55281819875,638048.28665198,750000000.0,720179461.0783819,3950980.1847261013,4117845.382382516
0.6,7029048.547007119,499.6677617934464,2614408.0312929563,705304.8501035838,60017935355.24046,395817.48584403726,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,1.407157784453794,1.0,3007799.388289469,9969033.666866442,12489.976398358855,12032.272537956082,27493311.02179497,27652984.756735448,330460.58712097845,566292.6881921253,750000000.0,720215224.2628856,3808104.423861002,3958174.8584403726
0.7,6330967.9580284925,550.185892220087,2595983.249284614,684413.176144447,60020912046.44225,382031.36380161066,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,1.518805880451763,1.0,2711026.712423632,9690729.760534273,12491.227025846727,11935.243309507501,24770485.962472774,24979735.912929993,318945.81009414804,501741.10643674515,750000000.0,720250944.557307,3695247.473060403,3820313.6380161066
0.8,5637516.688068479,611.5851354598497,2572324.6360150194,668598.8825089263,60023885167.75696,370846.290716049,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,1.6335435547946162,1.0,2415797.868023759,9282005.823368298,12492.612924227747,11816.746520647917,22065351.214550097,22330947.845766682,309601.73464268306,443783.62402769347,750000000.0,720286622.0130835,3609793.6492797076,3708462.9071604903
0.9,4962423.829653163,686.1810467533547,2542468.0034502875,657443.8168785711,60026854723.46588,362265.8738252766,0.431,100000.0,1.02e-09,6.41e-11,0.2,2.34,2.08e-07,0.0412,0.0125,20000000.0,20200000.0,0.0249,36600000.0,2.09,0.204,3.42e-06,0.125,1.42e-06,1.1e-07,6.5e-11,0.0839,3e-10,750000000.0,1000.0,1000.0,0.012,0.835,5.4,0.1,10.0,1e-07,1.746983343022481,1.0,2127978.742210966,8740293.969098952,12494.163038529545,11673.785087425218,19431451.258754626,19765196.71382248,302431.0604219267,391995.86804149224,750000000.0,720322256.6815906,3549481.3394421306,3622658.7382527664
