value_component_environment_variable_time,value_component_S1_variable_S1,value_component_S2_variable_S2,value_component_S3_variable_S3,value_component_S4_variable_S4,value_component_S4_ex_variable_S4_ex,value_component_S4_ex_variable_phi,value_component_A3_variable_A3,value_component_A2_variable_A,value_component_A2_variable_A2,value_component_N2_variable_N2,value_component_N1_variable_N,value_component_N1_variable_N1,value_component_v1_variable_v1,value_component_v1_variable_K_I,value_component_v1_variable_k_1,value_component_v1_variable_q,value_component_v1_variable_f_A3,value_component_v2_variable_v2,value_component_v2_variable_k_2,value_component_v3_variable_v3,value_component_v3_variable_k_3,value_component_v4_variable_v4,value_component_v4_variable_k_4,value_component_v5_variable_v5,value_component_v5_variable_k_5,value_component_v6_variable_v6,value_component_v6_variable_k_6,value_component_v7_variable_v7,value_component_v7_variable_k,value_component_glucose_influx_rate_variable_Jo,value_component_S4_flux_rate_across_the_plasma_membrane_variable_J,value_component_S4_flux_rate_across_the_plasma_membrane_variable_kappa
0.0,5.8,0.9,0.2,0.2,0.1,0.1,2.4,4.0,1.6,0.1,1.0,0.9,3.060917371832031,0.52,100.0,4.0,0.0021989348935574932,4.86,6.0,5.120000000000001,16.0,2.0,100.0,3.072,1.28,1.08,12.0,0.13,1.3,3.0,1.3,13.0
0.1,5.807136832887917,0.8802766874591804,0.18719852331853415,0.22664690582068114,0.10294586461607545,0.1,2.4619053495369343,4.0,1.5380946504630657,0.1365667024946192,1.0,0.8634332975053808,2.8398659586235353,0.52,100.0,4.0,0.0019863895895866506,4.5603612178199615,6.0,4.606864756653166,16.0,3.095242055853894,100.0,3.151238847407276,1.28,1.442597813870241,12.0,0.1338296240008981,1.3,3.0,1.608113535659874,13.0
0.2,5.8278986545791005,0.8491205879944033,0.18338523827427874,0.2190755502800658,0.10482717815961091,0.1,2.488996301544366,4.0,1.5110036984556339,0.13708802016781677,1.0,0.8629119798321833,2.758201732861183,0.52,100.0,4.0,0.0019014713439978001,4.3962979662151085,6.0,4.433532372393645,16.0,3.0032633455069218,100.0,3.1859152659767886,1.28,1.3968511235026222,12.0,0.1362753316074942,1.3,3.0,1.4852288375659137,13.0
0.30000000000000004,5.853046642287429,0.8277033644478023,0.17960297248441134,0.21489978587503564,0.10563355897655653,0.1,2.4949283316146156,4.0,1.5050716683853844,0.13658621690404324,1.0,0.8634137830959567,2.75044127374919,0.52,100.0,4.0,0.0018834856545893778,4.287902959074771,6.0,4.325045527105396,16.0,2.935234876616007,100.0,3.193508264466708,1.28,1.3566344552240868,12.0,0.1373236266695235,1.3,3.0,1.4204609496802283,13.0
0.4,5.875649875702177,0.8212041873776504,0.1762452318121426,0.2127864371339117,0.10590521437950737,0.1,2.4811187479035284,4.0,1.5188812520964716,0.13654037160985238,1.0,0.8634596283901477,2.80730442302335,0.52,100.0,4.0,0.0019256885620158493,4.254459974793235,6.0,4.283129253933761,16.0,2.90539391998008,100.0,3.1758319973165166,1.28,1.3455302989453348,12.0,0.1376767786933596,1.3,3.0,1.3894558958072565,13.0
0.5,5.889881484573271,0.830327689378449,0.17408752873858885,0.21257042640928867,0.10598573329726368,0.1,2.4520568493334496,4.0,1.5479431506665504,0.1372990989568872,1.0,0.8627009010431128,2.915082479395162,0.52,100.0,4.0,0.0020184302967847538,4.297946674727004,6.0,4.311641563637838,16.0,2.918572801087663,100.0,3.1386327671468157,1.28,1.368038923087382,12.0,0.13778145328644278,1.3,3.0,1.3856010104563248,13.0
0.6000000000000001,5.891603989467018,0.8529044496583953,0.1735973288545394,0.21426283871364857,0.10613758543821676,0.1,2.414573824036444,4.0,1.5854261759635562,0.13870402410007118,1.0,0.8612959758999288,3.0534602426662705,0.52,100.0,4.0,0.002146437434142295,4.407619021907515,6.0,4.403611987893445,16.0,2.9719117944687574,100.0,3.0906544947666483,1.28,1.419615352085712,12.0,0.1379788610696818,1.3,3.0,1.4056282925806134,13.0
0.7000000000000001,5.879113842977779,0.8843223848320699,0.17484597180559286,0.21766447395775174,0.1065539477951535,0.1,2.3768823394403493,4.0,1.6231176605596507,0.14036601691170295,1.0,0.8596339830882971,3.193805463371294,0.52,100.0,4.0,0.002285540417414449,4.5611614440440045,6.0,4.5407293554459605,16.0,3.0552695232630707,100.0,3.0424093944836472,1.28,1.4895457298968298,12.0,0.13852013213369954,1.3,3.0,1.444436840113777,13.0
0.8,5.854000059437256,0.9175573529690909,0.17751857680301228,0.22220740857800877,0.10734000481401464,0.1,2.3478206008315006,4.0,1.6521793991684994,0.14181497912612337,1.0,0.8581850208738766,3.2993438042726453,0.52,100.0,4.0,0.002400545497449272,4.724603856664549,6.0,4.692680569018367,16.0,3.151233900916028,100.0,3.005210369064321,1.28,1.5614805222999917,12.0,0.13954200625821903,1.3,3.0,1.4932762489319238,13.0
0.9,5.821668434904302,0.9437163549173176,0.18096731628511567,0.226907475410382,0.10848670106167405,0.1,2.3356094886816234,4.0,1.6643905113183766,0.14261598739269246,1.0,0.8573840126073076,3.3326858546678304,0.52,100.0,4.0,0.002451019012313554,4.854763890852911,6.0,4.8192045453391685,16.0,3.236063365243471,100.0,2.989580145512478,1.28,1.6150684773019903,12.0,0.14103271138017626,1.3,3.0,1.5394700665332035,13.0
1.0,5.790574927702016,0.9542217918807641,0.18431760426047966,0.23051750364100299,0.10985586419145761,0.1,2.3453533930980206,4.0,1.6546466069019794,0.14248169897410193,1.0,0.8575183010258981,3.2738742764391158,0.52,100.0,4.0,0.0024106381284888785,4.909575898652886,6.0,4.879687975710472,16.0,3.2844525562038833,100.0,3.0020523431654667,1.28,1.631509705263398,12.0,0.1428126234488949,1.3,3.0,1.5686013128440899,13.0
