Time,M,N,Z,q,r,alpha,k1,beta,d1,s,k2,d2,compartment,Increase_in_the_density_of_tumor_cel,Removal_of_tumor_cell_from_the_system,Activation_and_transfer_of_predator_cells_like_CTL_NK_and_macrophage,Removal_of_hunting_predator_cell,Converstion_of_hunting_to_resting_predator_cell,Removal_of_resting_predator_cells
0.0,2.5,1.5,0.5,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,5.21875,1.125,0.07500000000000001,0.03,0.11428571428571428,0.09000000000000001
0.25,3.0459351321025068,1.5114012573508997,0.5056198437357516,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.3039056862939002,1.3810890565407021,0.07641944675637805,0.030228025147017994,0.11232281626932598,0.09158804206845059
0.5,3.1589666034845223,1.5230868299875566,0.5103976968755519,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6166161909642138,1.4434141290413398,0.07773800101671342,0.030461736599751134,0.11059723295659263,0.09304993192297997
0.75,3.1791338937863554,1.5350313658182588,0.5144222814697846,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.4909666504588763,1.4640210729293965,0.07896543373319083,0.03070062731636518,0.10910321526430962,0.09439810217728437
1.0,3.181507422162469,1.5472120272699086,0.5177771106663941,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.476118518011985,1.4767399645254762,0.08011109730681075,0.030944240545398172,0.10782953272735603,0.09564441062680257
1.25,3.180526483379346,1.559608355092023,0.5205395410152704,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.4822565346293501,1.4881127031209636,0.08118378173231827,0.03119216710184046,0.10676144565748674,0.09679996796277639
1.5,3.1788977168702317,1.5722021044335799,0.5227802974308022,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.49244341407009,1.4993609040727442,0.08219162837771202,0.031444042088671596,0.10588225007968399,0.09787503730063608
1.75,3.1771274792494055,1.5849770662363445,0.5245633530655343,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.5035083344975728,1.5107022573358784,0.08314208843969102,0.03169954132472689,0.10517444087602013,0.09887898903165705
2.0,3.175312046574776,1.5979188826553956,0.5259460657262006,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.5148484246540441,1.522167323263495,0.08404191496822118,0.03195837765310791,0.10462055080625313,0.0998202969400072
2.25,3.1734706147758374,1.6110148663728074,0.5269794838872408,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.5263433425968067,1.533752501520338,0.08489717828158144,0.03222029732745615,0.10420372832343529,0.10070656279819867
2.5,3.1716082933515657,1.6242538244714444,0.5277087662387566,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.5379609017529248,1.5454490700604893,0.08571329817704079,0.03248507648942889,0.10390810788788452,0.10154456116420349
2.75,3.169727127910338,1.6376258954145073,0.5281736538021237,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.5496880915322446,1.5572481678191463,0.08649508527420548,0.032752517908290146,0.10371902753234395,0.10234029488826918
3.0,3.1678286775755105,1.6511223953551726,0.52840897294736,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.5615149630394267,1.5691418622579856,0.08724678891400117,0.03302244790710345,0.10362312956784932,0.10309905810242197
3.25,3.165914097274204,1.6647356771771304,0.5284451401124525,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.573434107312302,1.5811230445831188,0.08797214781760672,0.03329471354354261,0.10360837939456821,0.10382550202098029
3.5,3.163984508721085,1.6784590076325747,0.5283086290963155,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.5854383399935958,1.5931854896018496,0.08867443773167277,0.03356918015265149,0.10366403747404868,0.10452369660456223
3.75,3.162040821901324,1.6922864496720915,0.5280224383238821,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.597521810419492,1.6053236508640842,0.08935652174983233,0.033845728993441834,0.10378058451796525,0.10519719489954879
4.0,3.1600838503571125,1.7062127635784885,0.5276064982388806,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6096792813725909,1.6175326198372677,0.09002089414421294,0.03412425527156977,0.10394963632379711,0.10584908909137936
4.25,3.158114380012927,1.7202333177401787,0.5270780471059524,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6219057001116433,1.6298080733197815,0.09066972176810867,0.034404666354803576,0.10416384598073383,0.10648206318128724
4.5,3.156133000384147,1.7343440056422634,0.5264519869559131,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6341972447176634,1.642146105067793,0.0913048847835447,0.03468688011284527,0.1044167957706403,0.1070984443922221
4.75,3.1541402915341523,1.7485411764183845,0.5257411855691143,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6465501613666973,1.6545432527843258,0.09192801111066154,0.03497082352836769,0.104702897936871,0.10770024667773496
5.0,3.1521367226423465,1.7628215757338082,0.5249567371245482,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6589613923688749,1.666996387301035,0.09254050625299745,0.03525643151467616,0.105017303011122,0.10828920836673389
5.25,3.150122873139921,1.7771822958348866,0.5241081821015415,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.671427205461704,1.6795027799546383,0.09314357823330666,0.03554364591669773,0.10535581820033876,0.1088668236963529
5.5,3.1480990804158737,1.7916207181185173,0.523203760268121,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6839453747446083,1.6920598605488795,0.09373826966938796,0.03583241436237035,0.1057148084902666,0.10943438247743159
5.75,3.146065738112968,1.8061344787549822,0.5222505644679412,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6965133322073385,1.7046653406106722,0.09432547510348002,0.03612268957509965,0.10609113490340072,0.10999299203751825
6.0,3.1440231817260824,1.8207214306189243,0.5212547096577098,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7091288754186014,1.7173171155994125,0.09490596206848374,0.03641442861237849,0.10648208505148972,0.11054360335821503
6.25,3.1419717180520115,1.8353796207907882,0.5202214305264499,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7217899845782636,1.7300132581241046,0.0954803811886877,0.03670759241581577,0.10688533095946173,0.1110870241044812
6.5,3.1399116341533624,1.850107250890503,0.5191552576747008,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7344947666599317,1.7427519844507753,0.09604929065618915,0.03700214501781006,0.10729885577257779,0.11162394838643018
6.75,3.137843193308217,1.8649026604469485,0.5180600905246726,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7472414799628488,1.7555316357797528,0.0966131641090849,0.03729805320893897,0.10772092111181583,0.11215496682482508
7.0,3.1357666367018395,1.8797643090183302,0.5169392746357345,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7600285231977448,1.7683506615247702,0.09717239983900784,0.03759528618036661,0.10815003266753692,0.11268057807807988
7.25,3.133682196813599,1.894690751043016,0.5157957121096959,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.772854352677422,1.7812076025032657,0.0977273365161887,0.03789381502086032,0.1085848935383301,0.11320120787947957
7.5,3.131590084263651,1.9096806289895374,0.5146318901442505,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.785717562996565,1.794101076556202,0.09827825516687468,0.03819361257979075,0.10902438942575023,0.11371721187120219
7.75,3.1294904998379267,1.9247326548634849,0.513449960777177,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7986168127063191,1.8070297674369322,0.09882539061462081,0.038494653097269696,0.10946755465364491,0.11422888943793612
8.0,3.1273836420247307,1.9398456012867324,0.5122517783736061,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.8115507778679056,1.8199924204553264,0.09936893590293461,0.038796912025734646,0.10991355475954533,0.11473648925414279
8.25,3.1252697099437534,1.9550182845054898,0.5110389771598192,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.824518134070976,1.832987828085362,0.09990905444424299,0.039100365690109794,0.11036165466893624,0.11524022375903756
8.5,3.1231488575869872,1.9702495735074284,0.5098129213373263,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.8375178368505214,1.846014811398292,0.10044586908334432,0.039404991470148566,0.11081123448414808,0.11574025672346411
8.75,3.1210212714917644,1.9855383629898127,0.5085748295565932,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.8505486451005098,1.8590722398762423,0.1009794834535621,0.039710767259796255,0.11126174106411132,0.11623672834025989
9.0,3.1188871160692178,2.0008835767564137,0.5073257531334611,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.863609456331913,1.8721590024900217,0.10150997675103209,0.04001767153512827,0.11171269417255912,0.11672974934503591
9.25,3.1167465544427366,2.0162841662731283,0.5060665899780828,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.876699178788959,1.8852740184027654,0.10203740524526439,0.04032568332546257,0.11216367942012909,0.11721940294460688
9.5,3.114599749155617,2.031739095595306,0.5047981374855021,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.8898167271197934,1.89841622324724,0.10256181113129888,0.040634781911906115,0.11261432757830811,0.11770575525586394
9.75,3.112446858584272,2.047247342876183,0.5035210908482086,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.9029610442758553,1.9115845683239923,0.10308322153211123,0.04094494685752366,0.11306431390260122,0.11818885425755749
10.0,3.110288038960422,2.062807897340857,0.5022360564980426,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.9161310891015777,1.9247780189317096,0.10360165036734913,0.04125615794681714,0.11351335211648544,0.11866873206229041
10.25,3.1081234450532595,2.0784197553745467,0.5009435677013835,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.929325832146974,1.9379955511024467,0.10411710074383623,0.041568395107490934,0.11396118785094608,0.11914540777487774
10.5,3.1059532305205173,2.0940819175913137,0.4996440937450658,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.942544253515024,1.9512361490752022,0.10462956619428415,0.041881638351826275,0.11440759452253481,0.11961888900663613
10.75,3.1037775481807235,2.109793386856821,0.4983380504730027,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.955785341198066,1.9644988036279107,0.10513903233070619,0.04219586773713642,0.11485236889356447,0.12008917384489627
11.0,3.1015965502439777,2.1255531667413443,0.49702580723729717,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.969048089673569,1.9777825107975346,0.105645477852541,0.04251106333482689,0.11529532800710986,0.12055625206965992
11.25,3.0994103885512008,2.1413602600853867,0.4957076931129273,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.9823314984545863,1.9910862707218047,0.10614887546506252,0.042827205201707734,0.11573630647738171,0.12102010625845033
11.5,3.097219214915372,2.1572136670463435,0.4943840023691623,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.9956345700277165,2.004409086076196,0.10664919266798288,0.043144273340926874,0.11617515412555626,0.12148071273905775
11.75,3.095023181255948,2.1731123838849,0.49305499996226104,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.008956309054706,2.017749961079442,0.10714639263543585,0.043462247677698004,0.11661173369805423,0.12193804263430368
12.0,3.092822439691707,2.1890554021784516,0.4917209259888142,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.022295721829403,2.0311079008757607,0.10764043494000042,0.043781108043569036,0.11704591901356917,0.12239206271966484
12.25,3.0906171426640037,2.205041708115247,0.4903819991790721,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.0356518155529173,2.044481911017029,0.10813127610987908,0.04410083416230494,0.11747759349312797,0.12284273608525124
12.5,3.088407443054364,2.221070281814402,0.48903841983454377,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.0490235976461344,2.0578709969707356,0.10861887009599801,0.04442140563628804,0.11790664892561502,0.12329002269103431
12.75,3.086193494269382,2.2371400967315305,0.48769037243872243,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.062410075262954,2.0712741636906076,0.10910316869725996,0.04474280193463061,0.11833298438592674,0.12373387987042163
13.0,3.083975450301174,2.2532501191865055,0.48633802797192033,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.075810254953188,2.084690415287813,0.10958412194926595,0.04506500238373011,0.1187565052899747,0.12417426278842356
13.25,3.0817534657768055,2.2693993080039574,0.48498154591131976,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.0892231423933545,2.0981187548018037,0.11006167846858386,0.04538798616007915,0.11917712258673173,0.12461112484592346
13.5,3.079527695998864,2.2855866142407915,0.4836210759322574,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.1026477421718974,2.1115581840476367,0.11053578575154971,0.04571173228481583,0.11959475207623532,0.12504441802951743
13.75,3.077298296974712,2.3018109809816627,0.4822567593574419,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.1160830576433476,2.1250077035197683,0.11100639043415911,0.04603621961963326,0.1200093138334488,0.12547409321488237
14.0,3.075065425434873,2.31807134319312,0.4808887304012761,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.12952809084831,2.1384663123433616,0.11147343852077203,0.0463614268638624,0.1204207317187909,0.1259001004328103
14.25,3.0728292388431737,2.3343666276313666,0.47951711724266033,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.142981842483149,2.1519330082696193,0.11193687558692636,0.04668733255262733,0.12082893296131537,0.12632238910420618
14.5,3.070589895400373,2.3506957527986625,0.4781420429488078,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.1564433119086024,2.1654067877112437,0.11239664695942382,0.04701391505597325,0.12123384780446389,0.12674090824788806
14.75,3.0683475540417176,2.3670576289427974,0.4767636262685381,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.169911497194531,2.178886645812726,0.11285269787613757,0.04734115257885595,0.12163540920600045,0.1271556066641937
15.0,3.0661023744287412,2.3834511580942888,0.4753819823124743,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.1833853951986057,2.1923715765503493,0.11330497362798256,0.047669023161885773,0.1220335525844507,0.1275664330973568
15.25,3.06385451693604,2.399875234136744,0.4739972231362402,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.19686400167439,2.2058605728578398,0.1137534196854251,0.04799750468273488,0.1224282156051445,0.1279733363795123
15.5,3.061604142633819,2.4163287429066305,0.4726094582405582,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.210346311403806,2.2193526267744326,0.11419798181161918,0.04832657485813261,0.12281933799995061,0.1283762655588359
15.75,3.0593514132667647,2.432810562319252,0.47121879499985697,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.2238313183505687,2.2328467296125147,0.11463860616390023,0.04865621124638504,0.12320686141575157,0.12877517001389593
16.0,3.057096491229616,2.4493195625181223,0.4698253390291654,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.2373180158321704,2.246341872142263,0.1150752393850844,0.04898639125036245,0.12359072928748065,0.12916999955595937
16.25,3.0548395395397807,2.4658546060452333,0.46842919449770337,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.250805396708232,2.2598370447909804,0.11550782868582204,0.04931709212090467,0.12397088673214303,0.12956070452075313
16.5,3.052580721807356,2.482414548030017,0.4670304643964733,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.2642924535829616,2.2733312378551647,0.11593632191910203,0.04964829096060034,0.12434728046073804,0.1299472358509962
16.75,3.0503202022028826,2.4989982363950665,0.46562925076617195,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.2777781790196814,2.2868234417235738,0.116360667647862,0.04997996472790133,0.1247198587054328,0.13032954517084716
17.0,3.048058145423087,2.515604512076916,0.4642256548908572,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.2912615657657467,2.300312647109734,0.11678081520653016,0.05031209024153832,0.12508857115971972,0.13070758485325587
17.25,3.045794716654848,2.532232209260385,0.4628197774620337,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.3047416069864566,2.313797845292554,0.11719671475720853,0.0506446441852077,0.12545336892961964,0.13108130808106955
17.5,3.0435300815375848,2.5488801556251603,0.4614117187171697,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,2.318217296506627,2.327278028363813,0.11760831734110921,0.05097760311250321,0.12581420449427,0.1314506689026243
