Time,H,T,b1,u1,b2,u2,bone_marrow,HSC_growth,HSC_death,Tumor_growth,Tumor_death,Tumor_inhibition
0.0,0.5,0.0001,0.2,0.1,0.8,0.1,1.0,1.9998e-05,1e-05,0.19996000000000003,0.05,1e-05
4.0,0.8366763617996342,0.00014916786648943125,0.2,0.1,0.8,0.1,1.0,2.982912308740765e-05,1.4916786648943126e-05,0.10921937774202399,0.08366763617996342,2.4961045566358186e-05
8.0,0.8723399546110936,0.00022249967496809324,0.2,0.1,0.8,0.1,1.0,4.449003377254647e-05,2.2249967496809325e-05,0.08893509027507687,0.08723399546110937,3.8819071272529906e-05
12.0,0.8744901960182917,0.00033185792088343186,0.2,0.1,0.8,0.1,1.0,6.634955824075576e-05,3.3185792088343186e-05,0.08757350927031832,0.08744901960182917,5.804129965671501e-05
16.0,0.8744491504000285,0.0004949123298647709,0.2,0.1,0.8,0.1,1.0,9.893347833010375e-05,4.9491232986477094e-05,0.0874840464786593,0.08744491504000285,8.655513327454952e-05
20.0,0.8741905182792571,0.000737963943286692,0.2,0.1,0.8,0.1,1.0,0.00014748387050102018,7.379639432866921e-05,0.08746906795827819,0.08741905182792571,0.00012902421641063953
24.0,0.8737964816359391,0.0011001156024461885,0.2,0.1,0.8,0.1,1.0,0.0002197810696214886,0.00011001156024461885,0.08745193053902621,0.08737964816359392,0.0001922554285620562
28.0,0.873206718478871,0.0016394074251074766,0.2,0.1,0.8,0.1,1.0,0.0003273439536803958,0.00016394074251074766,0.0874281629634438,0.08732067184788711,0.00028630831558559903
32.0,0.872328746430293,0.002441773261278173,0.2,0.1,0.8,0.1,1.0,0.0004871622009237361,0.00024417732612781734,0.08739302045885505,0.08723287464302931,0.0004260058016155595
36.0,0.8710241219803289,0.0036339727667939986,0.2,0.1,0.8,0.1,1.0,0.0007241534017448397,0.0003633972766793999,0.0873406583761831,0.08710241219803289,0.0006330555876994338
40.0,0.8690889496234654,0.005401944859797646,0.2,0.1,0.8,0.1,1.0,0.0010745527703058704,0.0005401944859797646,0.08726286134537732,0.08690889496234655,0.0009389541168250828
44.0,0.8662264108414429,0.008016163916961487,0.2,0.1,0.8,0.1,1.0,0.0015903810066035787,0.0008016163916961488,0.08714752248295077,0.0866226410841443,0.0013887625797012464
48.0,0.8620094752567675,0.011865156001543455,0.2,0.1,0.8,0.1,1.0,0.0023448748149204985,0.0011865156001543455,0.08697701034047171,0.08620094752567675,0.002045575379746032
52.0,0.855834729018415,0.017496503732015903,0.2,0.1,0.8,0.1,1.0,0.0034380752178342915,0.0017496503732015905,0.08672602407530532,0.0855834729018415,0.0029948231060519036
56.0,0.8468725710322633,0.0256599609252581,0.2,0.1,0.8,0.1,1.0,0.005000305466114466,0.00256599609252581,0.08635896190728534,0.08468725710322633,0.004346143416272148
60.0,0.8340291367052539,0.03733765661631879,0.2,0.1,0.8,0.1,1.0,0.0071887112029441315,0.0037337656616318795,0.08582707385410976,0.0834029136705254,0.006228138702861115
64.0,0.8159546850603173,0.05372775377626279,0.2,0.1,0.8,0.1,1.0,0.010168216450084016,0.00537277537762628,0.08506657966154152,0.08159546850603173,0.008767882482301757
