APCC,APCCYCdk1Y00YCdk1Y01YInt,APCCYCdk1Y10YCdk1Y11YInt,APCCYCdk2Y000YCdk2Y002YInt,APCCYCdk2Y010YCdk2Y012YInt,APCCYCdk2Y100YCdk2Y102YInt,APCCYCdk2Y110YCdk2Y112YInt,APCCYCyclinAYInt,APCCYEmi1,Cdk1Y00,Cdk1Y01,Cdk1Y10,Cdk1Y11,Cdk1Y11YpRbY10YpRbY20YInt,Cdk1Y11YpRbY11YpRbY21YInt,Cdk2Y000,Cdk2Y001,Cdk2Y002,Cdk2Y010,Cdk2Y011,Cdk2Y011YpRbY10YpRbY20YInt,Cdk2Y011YpRbY11YpRbY21YInt,Cdk2Y012,Cdk2Y012YpRbY10YpRbY20YInt,Cdk2Y012YpRbY11YpRbY21YInt,Cdk2Y100,Cdk2Y101,Cdk2Y102,Cdk2Y110,Cdk2Y111,Cdk2Y112,Cdk4Y00,Cdk4Y01,Cdk4Y01YpRbY00YpRbY10YInt,Cdk4Y01YpRbY01YpRbY11YInt,Cdk4Y10,Cdk4Y11,CyclinA,CyclinD,CyclinE,E2F,Emi1,activeYCdk2,hyperphosphorylatedYpRb,hypophosphorylatedYpRb,p27,pRbY00,pRbY01,pRbY10,pRbY11,pRbY20,pRbY21,totalYCyclinYA,totalYCyclinYD,totalYCyclinYE,totalYEmi1,totalYp27,Time
24582.9,104.388,0.0,52.8191,0.0,90.5091,0.0,8.79462,5160.61,98550.6,1345.01,0.0,0.0,0.0,0.0,33942.0,2176.46,680.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58162.0,3729.51,1166.18,0.0,0.0,0.0,46551.9,6547.64,0.0,0.0,41117.2,5783.23,113.316,14753.7,191.985,546.211,248.046,0.0,0.0,29999.99,14150.9,30000.0,0.0,28583.4,1416.59,0.0,0.0,3305.063,27084.57,6097.955,5408.656,124109.01999999999,0.0
24578.193630469366,104.38751488016894,0.0,52.81884591292953,4.499412969819838,90.50866292921725,-5.1930274586242476e-06,8.794560322065085,5160.609422029018,98550.60028757977,1345.0101975401333,0.0,0.0,0.0,0.0,33942.000041808904,2176.4599859670243,680.5571051411188,0.10992825156316144,3.52233916800809e-06,1.4360581150533717e-08,7.116993336656571e-10,-4.562528083919421,-0.04087055687872963,-0.0020255200429522393,58162.00033090985,3729.510023693587,1166.180203637436,6.198753107648246e-05,3.0314729811986597e-09,-0.003977395488437438,46551.85407776027,6486.740354454314,60.97134634419906,0.0016081912679433246,41117.20006858377,5783.202544666184,113.30237720194265,14753.66948682495,191.98428903157676,544.6349590159692,248.04526249994478,-4.562524561580253,-2.8670791771016276e-05,30000.55210294732,14150.931185110592,29936.931356504334,1.5765107455122607,28583.96223454655,1416.5898684007686,-2.7317334466652768e-05,-1.353457304363508e-06,3300.4833780412227,27023.61238594545,6097.9543022175585,5408.654684528963,124109.0204411965,0.01
24573.715425612678,104.38608473481219,0.0,52.81811409590742,8.774288016047,90.50740743252446,-4.0714569095232795e-05,8.794320659500542,5160.607670733295,98550.60219736122,1345.0097179040313,0.0,0.0,0.0,0.0,33942.00067006125,2176.4599319614936,680.5568624646667,0.43195939315986065,2.766578065546016e-05,2.242266696995889e-07,1.111206432717537e-08,-9.020861113054028,-0.1620759345797167,-0.008032149691998239,58162.00236530782,3729.5100235570426,1166.179825119359,0.0004885666333197019,4.782975053077057e-08,-0.01575401289447938,46551.71820637425,6427.7527124189355,120.17111057012617,0.006338158012341539,41117.20019168525,5783.121440793417,113.26435852084454,14753.579105935356,191.9822368463346,543.072539302426,248.04308276574082,-9.020833447273374,-0.00022786603253332802,30002.21691723719,14151.023150069219,29874.625631647337,3.1403381023011194,28585.627411346974,1416.5895058902163,-0.00021711225204685433,-1.0753780486473696e-05,3295.9741488829527,26964.45325914771,6097.952220078481,5408.650753499036,124109.02173113367,0.02
24569.45405891965,104.38379793896482,0.0,52.81694921402547,12.8358244299996,90.50541011652118,-0.00013467986157102895,8.793827364459197,5160.604767247695,98550.60711675143,1345.0070853096774,0.0,0.0,0.0,0.0,33942.00236188843,2176.4597999511943,680.5555203341582,0.9549032549024614,9.168714844685781e-05,1.10794067626514e-06,5.490296825636926e-08,-13.377737328995062,-0.3615550896604742,-0.017917062136899774,58162.00759117748,3729.5099774115474,1166.1775899067238,0.0016246921303213954,2.3879670930489567e-07,-0.0351013051671664,46551.495172556395,6370.619661050951,177.65219331381454,0.014052783537551895,41117.20042068844,5782.98849960686,113.20570406338399,14753.430809669624,191.97889600470833,541.523537268891,248.03946187457208,-13.377645641846616,-0.0007640388370038706,30004.95292504433,14151.173218890393,29813.059385709406,4.691678176709677,28588.3639616726,1416.5889633717318,-0.0007279918703342784,-3.604696666959226e-05,3291.533060979781,26907.038970327434,6097.948765293395,5408.6442291222675,124109.0238213072,0.03
24565.398778889292,104.38073091938074,0.0,52.81538987085084,16.694658176280914,90.50273724805055,-0.00031292295617979516,8.793023698269957,5160.600730019203,98550.61621303942,1345.0010560413061,0.0,0.0,0.0,0.0,33942.00549369485,2176.459553625209,680.5524447936912,1.6681329464822274,0.0002134448061407274,3.4182496224608833e-06,1.693729535174222e-07,-17.635804390270437,-0.6373094410371525,-0.03158011788687036,58162.01729228396,3729.509864003431,1166.1724244800175,0.0037949359462538883,7.4436960667156e-07,-0.06179696335707094,46551.18768174222,6315.285584169919,233.46583319806896,0.024621106752504913,41117.200803165746,5782.805476617293,113.12962401674531,14753.22649167735,191.97431729430662,539.9877545768646,248.03440327260753,-17.635590945464298,-0.0017993090779977097,30008.729549162028,14151.378812004366,29752.209961193385,6.230720620149286,28592.141259928798,1416.588289233229,-0.001714444608040707,-8.486446995700257e-05,3287.1579479781326,26851.317552464563,6097.943949112122,5408.635133291811,124109.02667127177,0.04
24561.539379312082,104.37694969700316,0.0,52.81346939066494,20.360890719091394,90.49944608984931,-0.0005991357328352244,8.791867027749465,5160.595575003012,98550.63046566716,1344.9905846359377,0.0,0.0,0.0,0.0,33942.010357103245,2176.4591583255456,680.5471024464787,2.561556472919055,0.0004094914688959639,8.147869915653389e-06,4.0367763728991606e-07,-21.797623576144986,-0.9874004000842227,-0.04892377909237957,58162.032576659905,3729.5096629611808,1166.163427023193,0.007304575094120864,1.7925608676327906e-06,-0.09562471162745093,46550.798360583096,6261.696602148203,287.6616627678765,0.037918038518718535,41117.201383040236,5782.574073422086,113.0388586995589,14752.9679887494,191.9685497935673,538.4649979632724,248.02791258701427,-21.79721408467609,-0.003491579253000766,30013.517123013095,14151.63744268197,29692.055454490754,7.757648896660644,28596.929593551577,1416.5875294615173,-0.003326951094326715,-0.0001646281586740507,3282.846724517396,26797.238664319688,6097.9377823643235,5408.623487590026,124109.0302474446,0.05
24557.866171149453,104.37251122540907,0.0,52.81121649733286,23.8441163101307,90.49558605939434,-0.001014999054843344,8.790326448005539,5160.589315846891,98550.65069380034,1344.9747949743578,0.0,0.0,0.0,0.0,33942.01717253425,2176.4585809823266,680.5390458158687,3.6255897914852433,0.0006951608693116142,1.649820141398669e-05,8.17272881939121e-07,-25.865673702540413,-1.409947026747243,-0.06985302763170882,58162.05440099454,3729.509354755813,1166.1498423605467,0.01244062279801136,3.6667682453795954e-06,-0.13637411155159235,46550.32975935934,6209.8005140087225,340.28776235696085,0.053824091308076555,41117.20220074125,5782.295939442426,112.93574698061187,14752.657082587442,191.96164093090644,536.9550790706044,248.01999744943268,-25.8649785416711,-0.005994647012395837,30019.286861704422,14151.946713604784,29632.57468869476,9.272640538492459,28602.70013395228,1416.5867277521418,-0.0057120918343491955,-0.00028255517804664116,3278.597382317293,26744.75353603859,6097.930275496684,5408.609313296323,124109.03452207737,0.06
24554.369955924547,104.367464552872,0.0,52.808655903800044,27.153447820536634,90.4911997349117,-0.0015803064619434573,8.788380769503652,5160.581964064418,98550.67757987182,1344.952955575421,0.0,0.0,0.0,0.0,33942.026100760995,2176.4577900522277,680.5279008339952,4.851131243770867,0.0010846486611445565,2.9850942541771496e-05,1.4784893330451067e-06,-29.842354777010502,-1.9031238042668799,-0.09427528674349532,58162.08359151141,3729.5089206641765,1166.1310405385495,0.019472805388179932,6.7018404468834184e-06,-0.1838403751463189,46549.78435431397,6159.546741657391,391.39071195441875,0.07222512160674577,41117.20329335383,5781.972673598798,112.82228473020373,14752.295501514482,191.95363653999382,535.4578142835223,248.01066733031865,-29.841270128349358,-0.009458314411133106,30026.01083409308,14152.304313575056,29573.747187516714,10.775867390194042,28609.424908478304,1416.5859256147733,-0.009012651694082092,-0.00044566271705101334,3274.4079865260123,26693.814916770672,6097.921438606899,5408.592631394737,124109.0394723739,0.07
24551.042000531874,104.36185183233064,0.0,52.805808824515594,30.29754120605654,90.48632372960365,-0.0023130808377629314,8.786016815295719,5160.5735291977435,98550.71168968563,1344.9244584821458,0.0,0.0,0.0,0.0,33942.037252735485,2176.4567554598843,680.5133561485402,6.229537287624176,0.0015910879582971913,4.9742364071368484e-05,2.4632370728736423e-06,-33.72999141807594,-2.465158524645917,-0.12210034596853495,58162.12086184494,3729.508342734788,1166.1064985223213,0.02865448795797218,1.128038227959082e-05,-0.23782418605224964,46549.164549909954,6110.88627615266,441.01564116341814,0.09301208440339148,41117.20469476211,5781.605825927462,112.70017475600982,14751.884922128915,191.94458091171316,533.9730245716396,247.99993338350777,-33.728400330117644,-0.014028493999964713,30033.661935818956,14152.70801435852,29515.55315025044,12.267495841812888,28617.076773344663,1416.5851624742954,-0.013367721319167395,-0.0006607726807973178,3270.276672304889,26644.37702420904,6097.911281474726,5408.573462581251,124109.04507973242,0.08
24547.874013375265,104.35570920085802,0.0,52.80269342171749,33.28461869255484,90.48098945281326,-0.0032296844868567633,8.783227980692237,5160.564018970545,98550.75348960025,1344.8888011990077,0.0,0.0,0.0,0.0,33942.05069794889,2176.4554485419926,680.495153973992,7.752599453916814,0.002226619900185782,7.784000566230472e-05,3.8538293512730145e-06,-37.53083606198759,-3.0943302773028174,-0.15324028917899257,58162.16682836683,3729.5076037558815,1166.0757845379608,0.04022355177304512,1.7829283479803947e-05,-0.2981315283070878,46548.472681014515,6063.771625916339,489.206277342287,0.11608079910005528,41117.20643578716,5781.19689914061,112.57086950664453,14751.426970904395,191.93451684328417,532.5005353381796,247.9878083003586,-37.52860944208741,-0.019847311867443977,30042.213863260447,14153.155667653298,29457.973427730907,13.74768705178615,28625.629387492703,1416.5844757677455,-0.01891279559793465,-0.0009345162695093287,3266.20164162731,26596.395495961344,6097.899813590342,5408.551827270903,124109.0513290945,0.09
