T,X,Y
131.0,-1.0846438,-6.3799052
132.0,-1.0763469,-6.2879014
133.0,-1.0679246,-6.195365
134.0,-1.0593686,-6.1022511
135.0,-1.0505469,-6.0078454
136.0,-1.0415604,-5.9126945
137.0,-1.0324091,-5.8167973
138.0,-1.023093,-5.7201548
139.0,-1.0136122,-5.622766
140.0,-1.0039665,-5.524632
141.0,-0.99403805,-5.4252195
142.0,-0.98383737,-5.3245769
143.0,-0.97342014,-5.2229552
144.0,-0.96278632,-5.1203542
145.0,-0.95193601,-5.0167742
146.0,-0.94086909,-4.9122148
147.0,-0.92951751,-4.8064537
148.0,-0.91766185,-4.6987753
149.0,-0.90549928,-4.5898228
150.0,-0.89302975,-4.4795961
151.0,-0.88025337,-4.3680954
152.0,-0.8671701,-4.2553205
153.0,-0.85377985,-4.1412716
154.0,-0.83916366,-4.0252695
155.0,-0.82341242,-3.9073808
156.0,-0.80689549,-3.7876353
157.0,-0.79044956,-3.6657071
158.0,-0.77364784,-3.5417626
159.0,-0.75606525,-3.4155612
160.0,-0.73760718,-3.2870498
161.0,-0.71835983,-3.1562545
162.0,-0.69783539,-3.0226822
163.0,-0.67626268,-2.8865643
164.0,-0.65332133,-2.7475536
165.0,-0.62879205,-2.6054122
166.0,-0.60284686,-2.4603269
167.0,-0.57421774,-2.3118379
168.0,-0.54304987,-2.1597745
169.0,-0.50915664,-2.0038357
170.0,-0.47166726,-1.8437235
171.0,-0.42958546,-1.6793716
172.0,-0.38108635,-1.51041
173.0,-0.32363871,-1.3366413
174.0,-0.25221276,-1.1581335
175.0,-0.15653211,-0.97549182
176.0,-0.004824827,-0.79249418
177.0,0.39953363,-0.64103782
178.0,3.3446088,-2.6692619
179.0,2.7708542,-7.3614993
180.0,0.80719256,-9.0763283
181.0,-1.2761449,-8.767601
182.0,-1.2704602,-8.6859827
183.0,-1.2641364,-8.6042719
184.0,-1.2586442,-8.5223656
185.0,-1.2515953,-8.4404497
186.0,-1.2460029,-8.3581905
187.0,-1.2394915,-8.2757607
188.0,-1.2330657,-8.1931515
189.0,-1.2268804,-8.1101913
190.0,-1.220543,-8.026969
191.0,-1.2142458,-7.9435682
192.0,-1.2076104,-7.8599339
193.0,-1.2011316,-7.7759976
194.0,-1.1945171,-7.6917596
195.0,-1.1878223,-7.6072092
196.0,-1.1811293,-7.5223217
197.0,-1.1742579,-7.4370842
198.0,-1.167256,-7.3514619
199.0,-1.1601542,-7.2654009
200.0,-1.1530118,-7.1788549
201.0,-1.1457709,-7.0918627
202.0,-1.1384317,-7.0044241
203.0,-1.1309941,-6.9165382
204.0,-1.1234394,-6.8280401
205.0,-1.1157752,-6.7389951
206.0,-1.1080045,-6.6494298
207.0,-1.100127,-6.5593438
208.0,-1.092106,-6.468574
209.0,-1.0838822,-6.3768554
210.0,-1.0755216,-6.2844825
211.0,-1.0670241,-6.1914549
212.0,-1.0583898,-6.0977726
213.0,-1.0496187,-6.0034356
214.0,-1.0407108,-5.9084439
215.0,-1.0316368,-5.8126793
216.0,-1.0222325,-5.7154775
217.0,-1.0126388,-5.6174088
218.0,-1.0028558,-5.5184731
219.0,-0.99288332,-5.4186697
220.0,-0.98272151,-5.3179998
221.0,-0.97237027,-5.2164621
222.0,-0.96182972,-5.1140575
223.0,-0.95074415,-5.0095778
224.0,-0.93937355,-4.9039054
225.0,-0.92772442,-4.7970634
226.0,-0.91579688,-4.6890512
227.0,-0.90359086,-4.5798693
228.0,-0.89110637,-4.4695172
229.0,-0.8783434,-4.3579955
230.0,-0.86482608,-4.2447305
231.0,-0.85063761,-4.1298218
232.0,-0.83586246,-4.0133719
233.0,-0.82064748,-3.8949604
234.0,-0.80497479,-3.7746391
235.0,-0.78881413,-3.6524944
236.0,-0.77182597,-3.5281026
237.0,-0.75403333,-3.4014926
238.0,-0.73551577,-3.2727633
239.0,-0.71595097,-3.1414135
240.0,-0.69534147,-3.0074468
241.0,-0.67377323,-2.8709972
242.0,-0.65068519,-2.7314603
243.0,-0.62604666,-2.5888028
244.0,-0.60002589,-2.4432061
245.0,-0.57128304,-2.2944226
246.0,-0.53928667,-2.1420379
247.0,-0.5049156,-1.9856746
248.0,-0.46696931,-1.8251373
249.0,-0.42427424,-1.6601774
250.0,-0.37508947,-1.4905218
251.0,-0.31609815,-1.3162464
252.0,-0.24249725,-1.1371883
253.0,-0.14284371,-0.9541766
254.0,0.020533064,-0.77186453
255.0,0.51391309,-0.63519639
256.0,3.3200316,-3.3372548
257.0,2.6785543,-7.7325335
258.0,-0.054102257,-8.9503632
259.0,-1.2749835,-8.7337027
260.0,-1.2673446,-8.6517611
261.0,-1.2613924,-8.5698938
262.0,-1.2553332,-8.4877815
263.0,-1.2491877,-8.4052792
264.0,-1.2429897,-8.3225393
265.0,-1.2367916,-8.2397985
266.0,-1.2304981,-8.1566515
267.0,-1.2241216,-8.0731506
268.0,-1.2177451,-7.9896498
269.0,-1.2112982,-7.9058933
270.0,-1.2047273,-7.8216877
271.0,-1.1981039,-7.7372918
272.0,-1.1914282,-7.6527061
273.0,-1.1847,-7.5679307
274.0,-1.1779195,-7.4829655
275.0,-1.1709976,-7.3973322
276.0,-1.163987,-7.3113141
277.0,-1.1568943,-7.2249451
278.0,-1.1497191,-7.1382256
279.0,-1.1424618,-7.0511556
280.0,-1.1350955,-6.9635782
281.0,-1.1275904,-6.8753176
282.0,-1.1199803,-6.7865729
283.0,-1.1122652,-6.6973433
284.0,-1.1044451,-6.6076298
285.0,-1.0965201,-6.5174317
286.0,-1.0884161,-6.4263692
287.0,-1.0801711,-6.3346372
288.0,-1.0717944,-6.2422833
289.0,-1.0632862,-6.1493087
290.0,-1.0546464,-6.0557127
291.0,-1.0458373,-5.9613347
292.0,-1.0367987,-5.8659167
293.0,-1.027591,-5.7697167
294.0,-1.018214,-5.6727347
295.0,-1.0086678,-5.5749707
296.0,-0.99895251,-5.4764252
297.0,-0.98892748,-5.3765802
298.0,-0.97865182,-5.2756538
299.0,-0.96815258,-5.1737452
300.0,-0.95742971,-5.0708542
301.0,-0.94648319,-4.9669809
302.0,-0.93521893,-4.8618698
303.0,-0.92342448,-4.7549453
304.0,-0.91129357,-4.6467323
305.0,-0.89882618,-4.537231
306.0,-0.88602233,-4.4264412
307.0,-0.87288201,-4.3143635
308.0,-0.85912216,-4.2001519
309.0,-0.84483212,-4.0840735
310.0,-0.83008713,-3.9663532
311.0,-0.81488717,-3.8469906
312.0,-0.79923218,-3.7259858
313.0,-0.78297758,-3.6032107
314.0,-0.76549089,-3.478106
315.0,-0.74706304,-3.3509288
316.0,-0.7278955,-3.2212207
317.0,-0.70793891,-3.0890939
318.0,-0.6868726,-2.9543154
319.0,-0.66449261,-2.8167078
320.0,-0.64082193,-2.6762724
321.0,-0.61538148,-2.5325189
322.0,-0.58839482,-2.3856759
323.0,-0.55874848,-2.2353811
324.0,-0.5262931,-2.0813854
325.0,-0.49068233,-1.9233955
326.0,-0.45099649,-1.7611533
327.0,-0.4058148,-1.5943511
328.0,-0.35308668,-1.4229931
329.0,-0.28900525,-1.2467698
330.0,-0.20775178,-1.0659145
331.0,-0.090858512,-0.88213837
332.0,0.13124934,-0.70517522
333.0,1.4492188,-0.75109899
334.0,3.1119127,-5.3588195
335.0,2.2649302,-8.7068262
336.0,-1.2654676,-8.7942219
337.0,-1.271583,-8.7101488
338.0,-1.2656618,-8.6283188
339.0,-1.2596414,-8.5462904
340.0,-1.2535807,-8.4641256
341.0,-1.2474556,-8.3817472
342.0,-1.2412864,-8.2992344
343.0,-1.2350402,-8.2164888
344.0,-1.2287508,-8.1336136
345.0,-1.2224181,-8.0506067
346.0,-1.2160088,-7.9672527
347.0,-1.2095369,-7.8836432
348.0,-1.2030054,-7.7997966
349.0,-1.1964009,-7.7156239
350.0,-1.1896967,-7.630949
351.0,-1.1829185,-7.5459428
352.0,-1.1760665,-7.4606042
353.0,-1.1691406,-7.3749342
354.0,-1.1621407,-7.2889318
355.0,-1.1550348,-7.2024541
356.0,-1.147796,-7.1153803
357.0,-1.1404599,-7.0278687
358.0,-1.1330261,-6.9399204
359.0,-1.1254951,-6.8515344
360.0,-1.1178665,-6.762711
361.0,-1.1101081,-6.673223
362.0,-1.1022134,-6.5830235
363.0,-1.0942032,-6.4922609
364.0,-1.0860779,-6.4009356
365.0,-1.0778372,-6.3090472
366.0,-1.0694813,-6.2165961
367.0,-1.0609385,-6.1232963
368.0,-1.0522151,-6.0291729
369.0,-1.0433341,-5.9343176
370.0,-1.0342925,-5.8387179
371.0,-1.0250866,-5.7423601
372.0,-1.0157138,-5.6452327
373.0,-1.0061705,-5.5473223
374.0,-0.99645376,-5.4486165
375.0,-0.98656029,-5.349102
376.0,-0.97626179,-5.248126
377.0,-0.96566808,-5.1459975
378.0,-0.95479578,-5.0427599
379.0,-0.94363296,-4.9383755
380.0,-0.93216783,-4.8328071
381.0,-0.92038858,-4.7260175
382.0,-0.90828341,-4.617969
383.0,-0.89584047,-4.508625
384.0,-0.88303524,-4.3979182
385.0,-0.86957741,-4.2851558
386.0,-0.85564947,-4.1707578
387.0,-0.84122986,-4.0546641
388.0,-0.82629687,-3.9368143
389.0,-0.81082898,-3.817148
390.0,-0.79480445,-3.6956046
391.0,-0.77820176,-3.5721238
392.0,-0.76099914,-3.4466455
393.0,-0.74306709,-3.3190353
394.0,-0.72389078,-3.1888964
395.0,-0.70360518,-3.0562754
396.0,-0.68210554,-2.9210548
397.0,-0.65925181,-2.7830501
398.0,-0.6348303,-2.641933
399.0,-0.60877186,-2.4976556
400.0,-0.58095115,-2.3500607
401.0,-0.55101573,-2.198957
402.0,-0.51804626,-2.0440676
403.0,-0.48158914,-1.885182
404.0,-0.44054088,-1.7219782
405.0,-0.39404121,-1.55423
406.0,-0.33934063,-1.3817428
407.0,-0.27250063,-1.2044187
408.0,-0.18462481,-1.0227323
409.0,-0.053317856,-0.83902544
410.0,0.23031703,-0.66963834
411.0,2.8070085,-1.2990838
412.0,2.9595113,-6.3919768
413.0,1.8383149,-9.032567
414.0,-1.2734705,-8.7809267
415.0,-1.2708224,-8.6990633
416.0,-1.2645142,-8.6173983
417.0,-1.2588137,-8.5355024
418.0,-1.2527996,-8.4534693
419.0,-1.2466367,-8.3707371
420.0,-1.2403264,-8.287426
421.0,-1.2340159,-8.2041149
422.0,-1.2277055,-8.1208029
423.0,-1.2213951,-8.0374918
424.0,-1.2148784,-7.9532447
425.0,-1.2082409,-7.8684487
426.0,-1.2016032,-7.7836528
427.0,-1.1949656,-7.6988568
428.0,-1.1883279,-7.6140609
429.0,-1.1814157,-7.5278482
430.0,-1.1744184,-7.4411964
431.0,-1.1674212,-7.3545446
432.0,-1.160424,-7.2678928
433.0,-1.1534268,-7.1812415
434.0,-1.1459844,-7.0924659
435.0,-1.1384908,-7.0034466
436.0,-1.1309973,-6.9144273
437.0,-1.1235037,-6.8254075
438.0,-1.1159923,-6.7363558
439.0,-1.1079105,-6.6462665
440.0,-1.0998222,-6.5558157
441.0,-1.0917214,-6.4646502
442.0,-1.0835075,-6.3727722
443.0,-1.0752304,-6.2804952
444.0,-1.0667036,-6.1870866
445.0,-1.0580893,-6.0932889
446.0,-1.0492576,-5.9985242
447.0,-1.0402601,-5.903039
448.0,-1.031028,-5.8065329
449.0,-1.0216637,-5.7094522
450.0,-1.012167,-5.6117959
451.0,-1.0024534,-5.513166
452.0,-0.99250674,-5.4134851
453.0,-0.98236775,-5.3129454
454.0,-0.97203642,-5.2115479
455.0,-0.96139669,-5.1089478
456.0,-0.9504475,-5.0051413
457.0,-0.93923199,-4.9002571
458.0,-0.92775005,-4.7942953
459.0,-0.91587055,-4.6868582
460.0,-0.90361249,-4.5780044
461.0,-0.89101231,-4.4678435
462.0,-0.87806988,-4.3563752
463.0,-0.86461294,-4.2431045
464.0,-0.85068899,-4.1281676
465.0,-0.83633196,-4.011662
466.0,-0.82154191,-3.8935885
467.0,-0.80589664,-3.7732279
468.0,-0.7895599,-3.6508589
469.0,-0.77258575,-3.5265734
470.0,-0.75497419,-3.400372
471.0,-0.73613405,-3.271244
472.0,-0.7163524,-3.1396801
473.0,-0.69566923,-3.0057487
474.0,-0.67408466,-2.8694501
475.0,-0.65057737,-2.7301903
476.0,-0.62541342,-2.587986
477.0,-0.59874076,-2.4424551
478.0,-0.57002336,-2.2934787
479.0,-0.53892249,-2.1408875
480.0,-0.50463289,-1.9842609
481.0,-0.46696472,-1.8236582
482.0,-0.42377779,-1.658777
483.0,-0.37388656,-1.4891343
484.0,-0.31539166,-1.3146964
485.0,-0.24171723,-1.1355807
486.0,-0.14180717,-0.95254058
487.0,0.022543924,-0.77029413
488.0,0.52290839,-0.63481486
489.0,3.3106453,-3.3833461
490.0,2.6747909,-7.7603312
491.0,-0.13234557,-8.9493265
492.0,-1.274387,-8.7424746
493.0,-1.2680527,-8.6608515
494.0,-1.2620577,-8.5789995
495.0,-1.2558711,-8.4961309
496.0,-1.2496846,-8.4132624
497.0,-1.243498,-8.3303938
498.0,-1.2373114,-8.2475252
499.0,-1.2311248,-8.1646566
500.0,-1.2246398,-8.0805216
501.0,-1.218117,-7.9962254
502.0,-1.2115942,-7.9119301
503.0,-1.2050713,-7.8276343
504.0,-1.1985486,-7.7433386
505.0,-1.1917138,-7.6576099
506.0,-1.1847751,-7.5714025
507.0,-1.1778363,-7.4851952
508.0,-1.1708975,-7.3989878
509.0,-1.1639588,-7.3127804
510.0,-1.1567293,-7.2250919
511.0,-1.1493158,-7.1364646
512.0,-1.1419022,-7.0478373
513.0,-1.1344886,-6.9592099
514.0,-1.127075,-6.8705821
515.0,-1.1194863,-6.7814798
516.0,-1.1117036,-6.6918502
517.0,-1.1037977,-6.6015
518.0,-1.0958308,-6.5107932
519.0,-1.0876518,-6.4190836
520.0,-1.0794293,-6.3271737
521.0,-1.0709857,-6.2343678
522.0,-1.0624374,-6.1411376
523.0,-1.0537846,-6.047483
524.0,-1.0449338,-5.9529705
525.0,-1.0358952,-5.8576469
526.0,-1.0266913,-5.7616172
527.0,-1.0172926,-5.6647329
528.0,-1.0076685,-5.5668416
529.0,-0.99784458,-5.4680719
530.0,-0.98781157,-5.3683858
531.0,-0.97750759,-5.2675352
532.0,-0.96696895,-5.1656661
533.0,-0.95619559,-5.062778
534.0,-0.94510174,-4.9586034
535.0,-0.93371397,-4.8532257
536.0,-0.92204326,-4.7466788
537.0,-0.91001248,-4.638751
538.0,-0.89756721,-4.5292912
539.0,-0.88474011,-4.4183903
540.0,-0.87152028,-4.3060179
541.0,-0.85789692,-4.1921444
542.0,-0.84383041,-4.0766726
543.0,-0.82919484,-3.9593034
544.0,-0.81404036,-3.8401494
545.0,-0.7983433,-3.719151
546.0,-0.78208023,-3.5962489
547.0,-0.76522768,-3.4713836
548.0,-0.74721265,-3.3440444
549.0,-0.7281943,-3.2143226
550.0,-0.70814663,-3.0821557
551.0,-0.68699503,-2.9474428
552.0,-0.66466492,-2.8100822
553.0,-0.64080048,-2.6698127
554.0,-0.61502272,-2.5263593
555.0,-0.587255,-2.3796194
556.0,-0.55716234,-2.2293177
557.0,-0.52442932,-2.0751939
558.0,-0.48884252,-1.9170663
559.0,-0.44926497,-1.7547176
560.0,-0.40388536,-1.5879205
561.0,-0.35099879,-1.4163823
562.0,-0.28710967,-1.2400104
563.0,-0.2048756,-1.0590678
564.0,-0.085245505,-0.87538975
565.0,0.14492024,-0.69934982
566.0,1.6393754,-0.79616427
567.0,3.0871363,-5.5357175
568.0,2.2067952,-8.7731705
569.0,-1.2698702,-8.7879467
570.0,-1.2713133,-8.7055063
571.0,-1.2653394,-8.6237411
572.0,-1.2592126,-8.5411777
573.0,-1.2530859,-8.4586143
574.0,-1.2469591,-8.3760509
575.0,-1.2408323,-8.2934875
576.0,-1.234522,-8.2101746
577.0,-1.2281346,-8.1265488
578.0,-1.2217474,-8.042923
579.0,-1.2153602,-7.9592967
580.0,-1.2088588,-7.8751268
581.0,-1.2021908,-7.7901626
582.0,-1.1955227,-7.7051983
583.0,-1.1888547,-7.6202345
584.0,-1.1821634,-7.5351725
585.0,-1.1752441,-7.4491553
586.0,-1.1682615,-7.3628731
587.0,-1.1612158,-7.2763252
588.0,-1.1541067,-7.1895127
589.0,-1.1469345,-7.1024346
590.0,-1.1396989,-7.0150914
591.0,-1.1323361,-6.9272046
592.0,-1.1247737,-6.8384585
593.0,-1.117101,-6.7492418
594.0,-1.1093178,-6.6595545
595.0,-1.101424,-6.569396
596.0,-1.0934199,-6.4787669
597.0,-1.0853053,-6.3876672
598.0,-1.0769966,-6.2956214
599.0,-1.0685047,-6.2026916
600.0,-1.0598677,-6.1090941
601.0,-1.0510857,-6.0148296
602.0,-1.0421586,-5.919898
603.0,-1.0330864,-5.8242984
604.0,-1.0238692,-5.7280316
605.0,-1.0143406,-5.6303139
606.0,-1.0046093,-5.5316553
607.0,-0.99468625,-5.4321094
608.0,-0.98457128,-5.3316755
609.0,-0.97426456,-5.2303538
610.0,-0.96376604,-5.1281438
611.0,-0.95301908,-5.0248489
612.0,-0.94180912,-4.9197216
613.0,-0.93032664,-4.8134255
614.0,-0.91857177,-4.7059608
615.0,-0.90654445,-4.5973272
616.0,-0.89424467,-4.487525
617.0,-0.88167244,-4.376554
618.0,-0.86840159,-4.2640638
619.0,-0.85398197,-4.149684
620.0,-0.83873731,-4.0336814
621.0,-0.82328045,-3.9157591
622.0,-0.80766612,-3.7958915
623.0,-0.79172009,-3.6741624
624.0,-0.77486598,-3.5501797
625.0,-0.75733382,-3.4241002
626.0,-0.73906815,-3.2958498
627.0,-0.71966255,-3.1649592
628.0,-0.69932991,-3.0316744
629.0,-0.67784637,-2.8957233
630.0,-0.6549049,-2.7567339
631.0,-0.63070977,-2.614954
632.0,-0.60456282,-2.4700978
633.0,-0.57600087,-2.3219228
634.0,-0.54512948,-2.1700418
635.0,-0.5114395,-2.0143051
636.0,-0.47444943,-1.8545232
637.0,-0.43259594,-1.6904737
638.0,-0.38458458,-1.5218328
639.0,-0.32797164,-1.3483806
640.0,-0.2573469,-1.1702079
641.0,-0.16401614,-0.98776037
642.0,-0.018294955,-0.80447423
643.0,0.34612596,-0.64675498
644.0,3.3273005,-2.2779565
645.0,2.8271122,-7.1236768
646.0,1.1865214,-9.0973387
647.0,-1.2756864,-8.7639666
648.0,-1.269618,-8.6823473
649.0,-1.2636281,-8.6004667
650.0,-1.2575257,-8.5180473
651.0,-1.2513554,-8.4353018
652.0,-1.245185,-8.3525572
653.0,-1.2390147,-8.2698116
654.0,-1.2327992,-8.1868782
655.0,-1.2263492,-8.1029644
656.0,-1.2198992,-8.0190506
657.0,-1.2134492,-7.9351363
658.0,-1.2069992,-7.851223
659.0,-1.20034,-7.766283
660.0,-1.193591,-7.680903
661.0,-1.186842,-7.5955224
662.0,-1.1800929,-7.5101423
663.0,-1.1732889,-7.4245262
664.0,-1.1662675,-7.3379765
665.0,-1.1591799,-7.2511425
666.0,-1.1520259,-7.1640239
667.0,-1.1448057,-7.0766206
668.0,-1.1375192,-6.9889326
669.0,-1.1301664,-6.90096
670.0,-1.1226557,-6.8123245
671.0,-1.1149466,-6.7228599
672.0,-1.10712,-6.6328993
673.0,-1.0991758,-6.5424423
674.0,-1.0911142,-6.4514894
675.0,-1.082935,-6.3600407
676.0,-1.0746382,-6.268096
677.0,-1.0661205,-6.1750722
678.0,-1.0574188,-6.0811777
679.0,-1.0485629,-5.9865804
680.0,-1.0395526,-5.8912802
681.0,-1.030388,-5.7952766
682.0,-1.0210692,-5.6985698
683.0,-1.0115947,-5.6011534
684.0,-1.0017769,-5.5021381
685.0,-0.9917559,-5.4021869
686.0,-0.98153156,-5.3013
687.0,-0.97110385,-5.1994772
688.0,-0.96047276,-5.0967188
689.0,-0.94963837,-4.9930248
690.0,-0.93851948,-4.8881192
691.0,-0.92691767,-4.7813272
692.0,-0.91502529,-4.6733031
693.0,-0.9028424,-4.5640469
694.0,-0.89036894,-4.4535584
695.0,-0.87760496,-4.3418379
696.0,-0.86455041,-4.2288852
697.0,-0.85062808,-4.1143026
698.0,-0.83535171,-3.9977567
699.0,-0.81908023,-3.8794935
700.0,-0.80291402,-3.7591004
701.0,-0.78651547,-3.6367037
702.0,-0.76963407,-3.5122395
703.0,-0.75177753,-3.3854423
704.0,-0.73321289,-3.2564559
705.0,-0.71359628,-3.124928
706.0,-0.69285911,-2.9907882
707.0,-0.67107463,-2.8541079
708.0,-0.64764851,-2.7142212
709.0,-0.6228568,-2.5714376
710.0,-0.59625429,-2.4255869
711.0,-0.56702513,-2.2763488
712.0,-0.53529948,-2.1233296
713.0,-0.5006007,-1.9664012
714.0,-0.46230453,-1.8053352
715.0,-0.41877544,-1.6399211
716.0,-0.36848342,-1.4698466
717.0,-0.30840915,-1.29493
718.0,-0.23241787,-1.1153531
719.0,-0.12803774,-0.93203837
720.0,0.04967067,-0.75078124
721.0,0.68017375,-0.63881952
722.0,3.2679665,-3.988616
723.0,2.5768135,-8.0800438
724.0,-0.84785211,-8.8744202
725.0,-1.2740566,-8.7477169
726.0,-1.2684302,-8.6660872
727.0,-1.2624054,-8.5840387
728.0,-1.2563612,-8.5019035
729.0,-1.2502556,-8.4195118
730.0,-1.2440277,-8.336606
731.0,-1.2377999,-8.2537003
732.0,-1.231572,-8.1707954
733.0,-1.2252008,-8.0872583
734.0,-1.2187543,-8.0033894
735.0,-1.2123077,-7.9195199
736.0,-1.2058611,-7.8356509
737.0,-1.1992217,-7.7510362
738.0,-1.192523,-7.6661921
739.0,-1.1857687,-7.5811334
740.0,-1.1789591,-7.4958601
741.0,-1.1720941,-7.4103727
742.0,-1.1651735,-7.3246708
743.0,-1.1580937,-7.2382483
744.0,-1.1509043,-7.1513481
745.0,-1.1436236,-7.0640588
746.0,-1.1362516,-6.9763799
747.0,-1.1287882,-6.8883123
748.0,-1.1212336,-6.7998552
749.0,-1.1135267,-6.7106447
750.0,-1.1056786,-6.6207461
751.0,-1.097713,-6.5303025
752.0,-1.0896301,-6.4393139
753.0,-1.0814298,-6.3477802
754.0,-1.0731122,-6.2557015
755.0,-1.0646169,-6.1627769
756.0,-1.0559268,-6.0689192
757.0,-1.0470858,-5.9743495
758.0,-1.0380939,-5.8790669
759.0,-1.0289512,-5.7830715
760.0,-1.0196575,-5.6863642
761.0,-1.0101243,-5.588645
762.0,-1.0002549,-5.4895868
763.0,-0.99016529,-5.3895826
764.0,-0.97985578,-5.2886329
765.0,-0.9693262,-5.1867366
766.0,-0.95857656,-5.0838947
767.0,-0.94754916,-4.9798903
768.0,-0.93607831,-4.8741007
769.0,-0.92431378,-4.7670894
770.0,-0.91225559,-4.6588554
771.0,-0.89990377,-4.5493989
772.0,-0.88725823,-4.4387202
773.0,-0.87428999,-4.3267694
774.0,-0.8606655,-4.2129726
775.0,-0.84656698,-4.0976439
776.0,-0.83199447,-3.980783
777.0,-0.81681281,-3.8618467
778.0,-0.80108309,-3.7410808
779.0,-0.78481019,-3.618505
780.0,-0.76765966,-3.4936051
781.0,-0.74969745,-3.3664827
782.0,-0.73098284,-3.2372289
783.0,-0.71112525,-3.1053269
