data_generator_T_morris_lecar_with_snic_figure_11,data_generator_V_morris_lecar_with_snic_figure_11
3400.0,-31.73287
3410.0,-31.727436
3420.0,-31.722105
3430.0,-31.717031
3440.0,-31.711946
3450.0,-31.70656
3460.0,-31.70141
3470.0,-31.696085
3480.0,-31.691006
3490.0,-31.686285
3500.0,-31.681871
3510.0,-31.677687
3520.0,-31.673687
3530.0,-31.669689
3540.0,-31.665398
3550.0,-31.661024
3560.0,-31.656456
3570.0,-31.651752
3580.0,-31.647074
3590.0,-31.642584
3600.0,-31.638126
3610.0,-31.633799
3620.0,-31.629536
3630.0,-31.625195
3640.0,-31.62076
3650.0,-31.616268
3660.0,-31.61167
3670.0,-31.607037
3680.0,-31.602478
3690.0,-31.59791
3700.0,-31.593405
3710.0,-31.588951
3720.0,-31.584499
3730.0,-31.580021
3740.0,-31.575649
3750.0,-31.57127
3760.0,-31.566776
3770.0,-31.56226
3780.0,-31.557858
3790.0,-31.553371
3800.0,-31.548676
3810.0,-31.544027
3820.0,-31.53941
3830.0,-31.53474
3840.0,-31.529995
3850.0,-31.525291
3860.0,-31.520597
3870.0,-31.515934
3880.0,-31.511286
3890.0,-31.506556
3900.0,-31.501816
3910.0,-31.497084
3920.0,-31.492373
3930.0,-31.487709
3940.0,-31.483118
3950.0,-31.478636
3960.0,-31.473963
3970.0,-31.469276
3980.0,-31.464605
3990.0,-31.459963
4000.0,-31.455362
4010.0,-31.450817
4020.0,-31.446344
4030.0,-31.441833
4040.0,-31.437246
4050.0,-31.432661
4060.0,-31.428074
4070.0,-31.423485
4080.0,-31.418892
4090.0,-31.414295
4100.0,-31.409691
4110.0,-31.405056
4120.0,-31.400402
4130.0,-31.395725
4140.0,-31.39102
4150.0,-31.386284
4160.0,-31.381514
4170.0,-31.376701
4180.0,-31.371931
4190.0,-31.367159
4200.0,-31.362375
4210.0,-31.357578
4220.0,-31.352766
4230.0,-31.347939
4240.0,-31.343094
4250.0,-31.33823
4260.0,-31.333345
4270.0,-31.328436
4280.0,-31.323502
4290.0,-31.318539
4300.0,-31.313568
4310.0,-31.308687
4320.0,-31.303801
4330.0,-31.298908
4340.0,-31.294006
4350.0,-31.289099
4360.0,-31.284182
4370.0,-31.279255
4380.0,-31.274319
4390.0,-31.269373
4400.0,-31.264418
4410.0,-31.259449
4420.0,-31.254471
4430.0,-31.249477
4440.0,-31.244473
4450.0,-31.239454
4460.0,-31.234423
4470.0,-31.229376
4480.0,-31.224314
4490.0,-31.219236
4500.0,-31.214142
4510.0,-31.209078
4520.0,-31.20405
4530.0,-31.19902
4540.0,-31.193985
4550.0,-31.188948
4560.0,-31.183905
4570.0,-31.178858
4580.0,-31.173807
4590.0,-31.168755
4600.0,-31.163696
4610.0,-31.158634
4620.0,-31.15357
4630.0,-31.1485
4640.0,-31.143429
4650.0,-31.138353
4660.0,-31.133274
4670.0,-31.128193
4680.0,-31.123108
4690.0,-31.118019
4700.0,-31.112928
4710.0,-31.107834
4720.0,-31.102716
4730.0,-31.097591
4740.0,-31.092461
4750.0,-31.087324
4760.0,-31.082182
4770.0,-31.077034
4780.0,-31.07188
4790.0,-31.066723
4800.0,-31.06156
4810.0,-31.056391
4820.0,-31.051218
4830.0,-31.046038
4840.0,-31.040854
4850.0,-31.035664
4860.0,-31.03047
4870.0,-31.02527
4880.0,-31.020065
4890.0,-31.014854
4900.0,-31.00964
4910.0,-31.004419
4920.0,-30.999193
4930.0,-30.993963
4940.0,-30.988728
4950.0,-30.983486
4960.0,-30.978241
4970.0,-30.97299
4980.0,-30.967733
4990.0,-30.962473
5000.0,-30.957207
5010.0,-30.951937
5020.0,-30.946661
5030.0,-30.941381
5040.0,-30.936094
5050.0,-30.930805
5060.0,-30.92551
5070.0,-30.920174
5080.0,-30.914795
5090.0,-30.909405
5100.0,-30.904003
5110.0,-30.89859
5120.0,-30.893166
5130.0,-30.88773
5140.0,-30.882282
5150.0,-30.876823
5160.0,-30.871353
5170.0,-30.86587
5180.0,-30.860374
5190.0,-30.854866
5200.0,-30.849346
5210.0,-30.843813
5220.0,-30.838266
5230.0,-30.832708
5240.0,-30.827135
5250.0,-30.82155
5260.0,-30.815952
5270.0,-30.810339
5280.0,-30.804714
5290.0,-30.799074
5300.0,-30.793419
5310.0,-30.787752
5320.0,-30.782068
5330.0,-30.776371
5340.0,-30.77066
5350.0,-30.764935
5360.0,-30.759192
5370.0,-30.753435
5380.0,-30.747663
5390.0,-30.741877
5400.0,-30.736074
5410.0,-30.730257
5420.0,-30.724413
5430.0,-30.71851
5440.0,-30.712585
5450.0,-30.70664
5460.0,-30.700674
5470.0,-30.694687
5480.0,-30.688679
5490.0,-30.682648
5500.0,-30.676596
5510.0,-30.670521
5520.0,-30.664421
5530.0,-30.6583
5540.0,-30.652157
5550.0,-30.645988
5560.0,-30.639797
5570.0,-30.633581
5580.0,-30.627342
5590.0,-30.621077
5600.0,-30.614788
5610.0,-30.608473
5620.0,-30.602135
5630.0,-30.595768
5640.0,-30.589376
5650.0,-30.582958
5660.0,-30.576515
5670.0,-30.570044
5680.0,-30.563545
5690.0,-30.55702
5700.0,-30.550468
5710.0,-30.543886
5720.0,-30.537279
5730.0,-30.530642
5740.0,-30.523975
5750.0,-30.517281
5760.0,-30.510557
5770.0,-30.503803
5780.0,-30.496998
5790.0,-30.490154
5800.0,-30.48328
5810.0,-30.476374
5820.0,-30.469433
5830.0,-30.46246
5840.0,-30.45545
5850.0,-30.448408
5860.0,-30.441332
5870.0,-30.434219
5880.0,-30.427073
5890.0,-30.419891
5900.0,-30.412672
5910.0,-30.405418
5920.0,-30.398127
5930.0,-30.390799
5940.0,-30.383434
5950.0,-30.376032
5960.0,-30.368591
5970.0,-30.361113
5980.0,-30.353594
5990.0,-30.346039
6000.0,-30.338444
6010.0,-30.330809
6020.0,-30.323133
6030.0,-30.315418
6040.0,-30.307663
6050.0,-30.299866
6060.0,-30.292028
6070.0,-30.284149
6080.0,-30.27623
6090.0,-30.268267
6100.0,-30.26026
6110.0,-30.252213
6120.0,-30.24412
6130.0,-30.235872
6140.0,-30.227478
6150.0,-30.219021
6160.0,-30.210501
6170.0,-30.201918
6180.0,-30.19327
6190.0,-30.184557
6200.0,-30.175777
6210.0,-30.166931
6220.0,-30.158016
6230.0,-30.149033
6240.0,-30.139978
6250.0,-30.130856
6260.0,-30.12166
6270.0,-30.112392
6280.0,-30.103052
6290.0,-30.093639
6300.0,-30.08415
6310.0,-30.074585
6320.0,-30.064945
6330.0,-30.055227
6340.0,-30.045431
6350.0,-30.035555
6360.0,-30.0256
6370.0,-30.015566
6380.0,-30.005449
6390.0,-29.995251
6400.0,-29.984968
6410.0,-29.974602
6420.0,-29.964151
6430.0,-29.953615
6440.0,-29.942991
6450.0,-29.932281
6460.0,-29.921484
6470.0,-29.910429
6480.0,-29.898987
6490.0,-29.887396
6500.0,-29.875648
6510.0,-29.863743
6520.0,-29.851675
6530.0,-29.839443
6540.0,-29.827042
6550.0,-29.814466
6560.0,-29.801716
6570.0,-29.788784
6580.0,-29.775669
6590.0,-29.762367
6600.0,-29.748873
6610.0,-29.735184
6620.0,-29.721298
6630.0,-29.707209
6640.0,-29.692913
6650.0,-29.67841
6660.0,-29.663692
6670.0,-29.648758
6680.0,-29.633202
6690.0,-29.616123
6700.0,-29.598589
6710.0,-29.580582
6720.0,-29.56209
6730.0,-29.543098
6740.0,-29.523592
6750.0,-29.503559
6760.0,-29.482983
6770.0,-29.461853
6780.0,-29.440153
6790.0,-29.417871
6800.0,-29.394991
6810.0,-29.371498
6820.0,-29.347382
6830.0,-29.322626
6840.0,-29.297218
6850.0,-29.271143
6860.0,-29.244387
6870.0,-29.216936
6880.0,-29.188776
6890.0,-29.159765
6900.0,-29.128664
6910.0,-29.095963
6920.0,-29.061554
6930.0,-29.025333
6940.0,-28.987192
6950.0,-28.946047
6960.0,-28.902012
6970.0,-28.855022
6980.0,-28.804873
6990.0,-28.751358
7000.0,-28.692137
7010.0,-28.625759
7020.0,-28.552961
7030.0,-28.473181
7040.0,-28.385853
7050.0,-28.289383
7060.0,-28.178522
7070.0,-28.052729
7080.0,-27.904758
7090.0,-27.728407
7100.0,-27.520124
7110.0,-27.261133
7120.0,-26.932631
7130.0,-26.494884
7140.0,-25.894453
7150.0,-24.982954
7160.0,-23.414104
7170.0,-19.842304
7180.0,2.0928612
7190.0,15.909463
7200.0,-31.566504
7210.0,-46.270802
7220.0,-42.777752
7230.0,-39.406525
7240.0,-37.161922
7250.0,-35.693386
7260.0,-34.702374
7270.0,-34.00761
7280.0,-33.50798
7290.0,-33.13879
7300.0,-32.857563
7310.0,-32.640961
7320.0,-32.474186
7330.0,-32.344025
7340.0,-32.239922
7350.0,-32.153492
7360.0,-32.079155
7370.0,-32.01564
7380.0,-31.962906
7390.0,-31.920761
7400.0,-31.887617
7410.0,-31.862352
7420.0,-31.843367
7430.0,-31.82905
7440.0,-31.817732
7450.0,-31.807487
7460.0,-31.797098
7470.0,-31.78558
7480.0,-31.772377
7490.0,-31.758471
7500.0,-31.743862
7510.0,-31.730766
7520.0,-31.719576
7530.0,-31.711632
7540.0,-31.707499
7550.0,-31.706221
7560.0,-31.708113
7570.0,-31.710611
7580.0,-31.713354
7590.0,-31.714273
7600.0,-31.712339
7610.0,-31.707621
7620.0,-31.699043
7630.0,-31.69211
7640.0,-31.685312
7650.0,-31.678951
7660.0,-31.672678
7670.0,-31.66679
7680.0,-31.661478
7690.0,-31.656342
7700.0,-31.6514
7710.0,-31.646734
7720.0,-31.642199
7730.0,-31.637701
7740.0,-31.633238
7750.0,-31.628794
7760.0,-31.624363
7770.0,-31.619886
7780.0,-31.615456
7790.0,-31.61116
7800.0,-31.606878
7810.0,-31.602581
7820.0,-31.59824
7830.0,-31.593826
7840.0,-31.589314
7850.0,-31.584673
7860.0,-31.580105
7870.0,-31.575687
7880.0,-31.571236
7890.0,-31.566744
7900.0,-31.562201
7910.0,-31.557596
7920.0,-31.552923
7930.0,-31.54817
7940.0,-31.54352
7950.0,-31.539003
7960.0,-31.534496
7970.0,-31.529997
7980.0,-31.525497
7990.0,-31.520996
8000.0,-31.516483
8010.0,-31.511955
8020.0,-31.507402
8030.0,-31.502815
8040.0,-31.498182
8050.0,-31.493492
8060.0,-31.488735
8070.0,-31.483894
8080.0,-31.479364
8090.0,-31.47484
8100.0,-31.47031
8110.0,-31.465773
8120.0,-31.461222
8130.0,-31.456654
8140.0,-31.452059
8150.0,-31.447433
8160.0,-31.442772
8170.0,-31.438065
8180.0,-31.433304
8190.0,-31.428482
8200.0,-31.423592
8210.0,-31.418736
8220.0,-31.414013
8230.0,-31.409275
8240.0,-31.404522
8250.0,-31.39975
8260.0,-31.39496
8270.0,-31.390148
8280.0,-31.385315
8290.0,-31.380457
8300.0,-31.375572
8310.0,-31.370661
8320.0,-31.365717
8330.0,-31.360743
8340.0,-31.355734
8350.0,-31.350796
8360.0,-31.345875
8370.0,-31.340952
8380.0,-31.336029
8390.0,-31.331108
8400.0,-31.326189
8410.0,-31.321278
8420.0,-31.316372
8430.0,-31.311478
8440.0,-31.306595
8450.0,-31.301727
8460.0,-31.296877
8470.0,-31.292048
8480.0,-31.287224
8490.0,-31.282352
8500.0,-31.277487
8510.0,-31.272629
8520.0,-31.267776
8530.0,-31.262932
8540.0,-31.258095
8550.0,-31.253267
8560.0,-31.248447
8570.0,-31.243637
8580.0,-31.238836
8590.0,-31.234045
8600.0,-31.229265
8610.0,-31.224497
8620.0,-31.219666
8630.0,-31.214794
8640.0,-31.209917
8650.0,-31.205032
8660.0,-31.200142
8670.0,-31.195246
8680.0,-31.190342
8690.0,-31.185434
8700.0,-31.180517
8710.0,-31.175596
8720.0,-31.170668
8730.0,-31.165731
8740.0,-31.160789
8750.0,-31.155842
8760.0,-31.150887
8770.0,-31.145924
8780.0,-31.140955
8790.0,-31.135981
8800.0,-31.130999
8810.0,-31.126009
8820.0,-31.121012
8830.0,-31.116009
8840.0,-31.110991
8850.0,-31.10593
8860.0,-31.100857
8870.0,-31.09577
8880.0,-31.09067
8890.0,-31.085554
8900.0,-31.080427
8910.0,-31.075285
8920.0,-31.070129
8930.0,-31.064957
8940.0,-31.059771
8950.0,-31.054569
8960.0,-31.049353
8970.0,-31.044119
8980.0,-31.03887
8990.0,-31.033606
9000.0,-31.028322
9010.0,-31.023024
9020.0,-31.017708
9030.0,-31.012373
9040.0,-31.007021
9050.0,-31.001652
9060.0,-30.996264
9070.0,-30.990891
9080.0,-30.985519
9090.0,-30.980135
9100.0,-30.974735
9110.0,-30.969322
9120.0,-30.963894
9130.0,-30.95845
9140.0,-30.952993
9150.0,-30.947519
9160.0,-30.94203
9170.0,-30.936525
9180.0,-30.931005
9190.0,-30.92547
9200.0,-30.919918
9210.0,-30.914351
9220.0,-30.908766
9230.0,-30.903164
9240.0,-30.897545
9250.0,-30.891909
9260.0,-30.886257
9270.0,-30.880587
9280.0,-30.874899
9290.0,-30.869192
9300.0,-30.86347
9310.0,-30.857727
9320.0,-30.851967
9330.0,-30.846188
9340.0,-30.840391
9350.0,-30.834574
9360.0,-30.828737
9370.0,-30.822884
9380.0,-30.817009
9390.0,-30.811113
9400.0,-30.805199
9410.0,-30.799265
9420.0,-30.79331
9430.0,-30.787334
9440.0,-30.781363
9450.0,-30.775412
9460.0,-30.769445
9470.0,-30.763462
9480.0,-30.757462
9490.0,-30.751446
9500.0,-30.745415
9510.0,-30.739367
9520.0,-30.733303
9530.0,-30.727222
9540.0,-30.721125
9550.0,-30.715012
9560.0,-30.708881
9570.0,-30.702736
9580.0,-30.696571
9590.0,-30.690392
9600.0,-30.684195
9610.0,-30.677982
9620.0,-30.671751
9630.0,-30.665504
9640.0,-30.659239
9650.0,-30.652958
9660.0,-30.64666
9670.0,-30.640345
9680.0,-30.63401
9690.0,-30.627661
9700.0,-30.621292
9710.0,-30.614908
9720.0,-30.608505
9730.0,-30.602085
9740.0,-30.595648
9750.0,-30.589193
9760.0,-30.58272
9770.0,-30.576229
9780.0,-30.569721
9790.0,-30.563194
9800.0,-30.55665
9810.0,-30.550087
9820.0,-30.543486
9830.0,-30.536863
9840.0,-30.530222
9850.0,-30.52356
9860.0,-30.516878
9870.0,-30.510176
9880.0,-30.503454
9890.0,-30.496712
9900.0,-30.489948
9910.0,-30.483164
9920.0,-30.47636
9930.0,-30.469534
9940.0,-30.462688
9950.0,-30.45582
9960.0,-30.448933
9970.0,-30.442022
9980.0,-30.435091
9990.0,-30.428139
10000.0,-30.421165
