data_set_T_morris_lecar_with_hopf_bifurcation_figure_12,data_set_V_morris_lecar_with_hopf_bifurcation_figure_12,data_set_W_morris_lecar_with_hopf_bifurcation_figure_12,data_set_Z_morris_lecar_with_hopf_bifurcation_figure_12
1260.0,-48.645733,0.12118685,0.0051520295
1270.0,-42.467602,0.039712381,0.0051468811
1280.0,-35.546722,0.023073565,0.0051417369
1290.0,-30.100124,0.024934839,0.0051365974
1300.0,-25.682846,0.034521986,0.0051314635
1310.0,-21.54665,0.049602617,0.0051263347
1320.0,-15.968779,0.074015692,0.0051212111
1330.0,9.9522467,0.17937477,0.0051161209
1340.0,3.6226816,0.45799759,0.0054687127
1350.0,-46.911575,0.21755262,0.0054632472
1360.0,-45.738892,0.062982298,0.0054577864
1370.0,-38.506054,0.027180165,0.0054523316
1380.0,-32.442772,0.022872036,0.005446882
1390.0,-27.678211,0.029397134,0.0054414379
1400.0,-23.59189,0.041723948,0.005435999
1410.0,-19.253878,0.060065228,0.0054305657
1420.0,-10.56397,0.096558705,0.0054251379
1430.0,19.683313,0.35026929,0.0056638848
1440.0,-26.682072,0.3868303,0.0057621212
1450.0,-48.677773,0.12135706,0.0057564704
1460.0,-42.54229,0.039580874,0.0057507171
1470.0,-35.627476,0.022782233,0.0057449681
1480.0,-30.172218,0.024670525,0.0057392251
1490.0,-25.793329,0.034240454,0.0057334891
1500.0,-21.790367,0.048939444,0.0057277582
1510.0,-16.774281,0.071450591,0.0057220333
1520.0,2.5050476,0.14619562,0.0057163141
1530.0,8.8595371,0.44775307,0.0060520121
1540.0,-44.644016,0.25448328,0.0060464884
1550.0,-46.731438,0.072830841,0.0060404446
1560.0,-39.483349,0.029035334,0.0060344073
1570.0,-33.212341,0.022341697,0.0060283761
1580.0,-28.319483,0.027901566,0.0060223509
1590.0,-24.231619,0.039377905,0.0060163313
1600.0,-20.161137,0.056342635,0.0060103182
1610.0,-14.012236,0.084181406,0.0060043107
1620.0,17.981382,0.24861014,0.0060232235
1630.0,-6.5629778,0.44665691,0.006324572
1640.0,-48.296108,0.17176434,0.0063179466
1650.0,-44.637695,0.051181126,0.0063116378
1660.0,-37.385494,0.02463644,0.0063053295
1670.0,-31.583033,0.023164736,0.0062990277
1680.0,-27.027361,0.030888665,0.0062927315
1690.0,-23.092421,0.04385696,0.0062864418
1700.0,-18.882792,0.062498055,0.0062801586
1710.0,-10.083404,0.099855773,0.0062738815
1720.0,19.243948,0.3569262,0.0065173744
1730.0,-28.164135,0.37930846,0.0065948018
1740.0,-48.610134,0.11727338,0.0065882104
1750.0,-42.298012,0.038884535,0.0065816254
1760.0,-35.495182,0.022908026,0.006575047
1770.0,-30.167233,0.024836902,0.0065684756
1780.0,-25.902336,0.034156129,0.0065619103
1790.0,-22.079962,0.048253894,0.0065553514
1800.0,-17.613873,0.068848446,0.0065487996
1810.0,-4.8699012,0.12006346,0.0065422542
1820.0,14.418571,0.4166829,0.0068580355
1830.0,-39.514633,0.30977893,0.006851749
1840.0,-47.719158,0.089621603,0.0068449005
1850.0,-40.733032,0.032741673,0.0068380591
1860.0,-34.253937,0.022368886,0.0068312245
1870.0,-29.219589,0.026314363,0.0068243966
1880.0,-25.131174,0.036644351,0.0068175755
1890.0,-21.372307,0.051568978,0.0068107615
1900.0,-16.729597,0.07354416,0.006803954
1910.0,0.036987633,0.13962792,0.0067971535
1920.0,10.496766,0.43979558,0.0070970608
1930.0,-43.237072,0.26983464,0.0070916424
1940.0,-47.049713,0.077385284,0.0070845527
1950.0,-39.843624,0.030066261,0.0070774714
1960.0,-33.553677,0.022283901,0.0070703975
1970.0,-28.681675,0.027282977,0.0070633302
1980.0,-24.698662,0.038154431,0.0070562707
1990.0,-20.99283,0.053503487,0.0070492178
2000.0,-16.114363,0.076572619,0.0070421719
2010.0,3.0158486,0.15270177,0.0070351334
2020.0,8.256424,0.44748929,0.0073314072
2030.0,-45.053185,0.24909861,0.0073265764
2040.0,-46.549458,0.071449451,0.0073192595
2050.0,-39.411472,0.028714949,0.0073119448
2060.0,-33.233749,0.022250004,0.0073046363
2070.0,-28.445095,0.027782036,0.0072973352
2080.0,-24.526415,0.038886148,0.0072900415
2090.0,-20.844463,0.054372232,0.0072827553
2100.0,-16.013166,0.077556707,0.0072754761
2110.0,4.3308783,0.15870965,0.0072682048
2120.0,7.2938104,0.44972017,0.0075573619
2130.0,-45.359287,0.24233221,0.0075502163
2140.0,-46.501125,0.069474965,0.0075426679
2150.0,-39.298721,0.028135376,0.0075351293
2160.0,-33.139347,0.022180982,0.0075275977
2170.0,-28.381073,0.027830187,0.007520074
2180.0,-24.483549,0.039020773,0.0075125578
2190.0,-20.82584,0.054503042,0.007505049
2200.0,-15.990471,0.077746563,0.0074975477
2210.0,4.1621714,0.1582302,0.0074900542
2220.0,7.4060502,0.44932076,0.0077823265
2230.0,-45.290981,0.24300924,0.0077748015
2240.0,-46.565552,0.069950677,0.0077670459
2250.0,-39.323273,0.028344214,0.0077592824
2260.0,-33.191265,0.022219162,0.0077515272
2270.0,-28.453226,0.027735533,0.0077437796
2280.0,-24.582678,0.038776372,0.0077360393
2290.0,-21.001129,0.053971492,0.0077283075
2300.0,-16.52593,0.075949542,0.0077205831
2310.0,-0.77848625,0.13917843,0.0077128662
2320.0,10.918616,0.43639797,0.0080036512
2330.0,-42.976921,0.273469,0.0079950029
2340.0,-47.069031,0.078643963,0.0079870122
2350.0,-40.004456,0.030353945,0.0079790289
2360.0,-33.750805,0.022147223,0.0079710539
2370.0,-28.907429,0.026859947,0.0079630865
2380.0,-24.998703,0.037333619,0.0079551274
2390.0,-21.465401,0.051912893,0.0079471767
2400.0,-17.502459,0.071809143,0.0079392334
2410.0,-7.6465197,0.11435132,0.0079312976
2420.0,16.902994,0.38729224,0.0081846192
2430.0,-34.345638,0.34489027,0.0081952084
2440.0,-48.202324,0.10276995,0.0081870193
2450.0,-41.598747,0.035551302,0.0081788357
2460.0,-35.00309,0.022422154,0.0081706615
2470.0,-29.899485,0.025203116,0.0081624947
2480.0,-25.856476,0.034618173,0.0081543364
2490.0,-22.344917,0.048113324,0.0081461864
2500.0,-18.66847,0.066146068,0.0081380438
2510.0,-12.031141,0.097376689,0.0081299096
2520.0,19.336235,0.29879761,0.0082092155
2530.0,-16.146955,0.42036986,0.008389594
2540.0,-48.726269,0.14364699,0.0083812084
2550.0,-43.55444,0.044796374,0.0083728312
2560.0,-36.617119,0.023495717,0.0083644623
2570.0,-31.139097,0.023541804,0.0083561018
2580.0,-26.874569,0.031547491,0.0083477506
2590.0,-23.283844,0.044037018,0.0083394069
2600.0,-19.777023,0.060560852,0.0083310716
2610.0,-14.704228,0.085777797,0.0083227446
2620.0,10.883489,0.19693348,0.0083145089
2630.0,1.930782,0.45417279,0.008561356
2640.0,-47.259743,0.20670797,0.0085528763
2650.0,-45.714321,0.060020324,0.0085443435
2660.0,-38.522686,0.025998278,0.0085358052
2670.0,-32.572918,0.022225251,0.0085272742
2680.0,-28.007084,0.028670235,0.0085187508
2690.0,-24.289097,0.040028848,0.0085102366
2700.0,-20.883005,0.055158999,0.0085017309
2710.0,-16.780235,0.076170653,0.0084932325
2720.0,-4.4120107,0.12787955,0.0084847435
2730.0,13.833808,0.41632751,0.0087383576
2740.0,-39.527241,0.3055869,0.0087306583
2750.0,-47.720592,0.088708192,0.0087219514
2760.0,-40.78989,0.032226954,0.0087132342
2770.0,-34.353397,0.022072805,0.0087045273
2780.0,-29.426327,0.025921488,0.0086958269
2790.0,-25.519859,0.035770968,0.0086871358
2800.0,-22.123466,0.049410399,0.0086784521
2810.0,-18.624792,0.067214303,0.0086697787
2820.0,-12.507537,0.096991681,0.0086611127
2830.0,18.438408,0.2777791,0.0086935265
2840.0,-11.794433,0.43132475,0.0088967923
2850.0,-48.598217,0.15471874,0.0088880043
2860.0,-44.13765,0.046996202,0.0088791344
2870.0,-37.039818,0.023693942,0.0088702608
2880.0,-31.477924,0.023069352,0.0088613946
2890.0,-27.18347,0.030771475,0.0088525377
2900.0,-23.664038,0.042691804,0.0088436892
2910.0,-20.347614,0.058265697,0.00883485
2920.0,-16.189291,0.080044203,0.0088260202
2930.0,-2.0688188,0.13858576,0.0088171978
2940.0,11.795758,0.42965433,0.0090623703
2950.0,-42.071304,0.28264314,0.0090526389
2960.0,-47.485802,0.081401423,0.0090435874
2970.0,-40.434792,0.030295359,0.0090345489
2980.0,-34.027954,0.021846948,0.0090255188
2990.0,-29.184633,0.02631822,0.0090164971
3000.0,-25.352911,0.036405686,0.0090074856
3010.0,-22.03422,0.050067257,0.0089984825
3020.0,-18.64085,0.067655459,0.0089894887
3030.0,-13.077579,0.095692717,0.0089805033
3040.0,16.674303,0.25219131,0.0089819236
3050.0,-6.9300909,0.44175553,0.0092082042
3060.0,-48.459961,0.16847305,0.009199
3070.0,-44.618721,0.050309915,0.009189805
3080.0,-37.522797,0.024083149,0.0091806203
3090.0,-31.840517,0.022656513,0.009171444
3100.0,-27.485813,0.029962849,0.009162277
3110.0,-23.932623,0.041679159,0.0091531193
3120.0,-20.665466,0.056806467,0.0091439709
3130.0,-16.779873,0.077428214,0.0091348318
3140.0,-6.1548171,0.12366118,0.0091257012
3150.0,15.349412,0.40060601,0.0093499226
3160.0,-37.005421,0.32527021,0.0093265241
3170.0,-48.040031,0.095546909,0.0093172062
3180.0,-41.267567,0.033632245,0.0093078949
3190.0,-34.769028,0.021937476,0.0092985928
3200.0,-29.771791,0.025271855,0.0092892982
3210.0,-25.855474,0.034752097,0.0092800139
3220.0,-22.54808,0.047839236,0.0092707388
3230.0,-19.316038,0.064370476,0.0092614722
3240.0,-14.733085,0.088610604,0.0092522157
3250.0,6.9887319,0.1805398,0.0092429705
3260.0,4.7067914,0.45048386,0.0094625074
3270.0,-46.313709,0.22319694,0.0094539346
3280.0,-46.198128,0.064332321,0.0094444947
3290.0,-38.996582,0.026913507,0.0094350548
3300.0,-33.013351,0.021940617,0.0094256243
3310.0,-28.437321,0.027700961,0.0094162039
3320.0,-24.749424,0.038553257,0.009406792
3330.0,-21.547112,0.052654348,0.0093973903
3340.0,-18.200726,0.070608519,0.009387997
3350.0,-12.153783,0.10072106,0.0093786139
3360.0,18.090586,0.28133291,0.0094054127
3370.0,-12.444093,0.42842731,0.0095846513
3380.0,-48.605061,0.15245314,0.0095750196
3390.0,-43.939438,0.047031052,0.0095677394
3400.0,-37.013248,0.023786232,0.0095588574
3410.0,-31.473272,0.023019407,0.0095479675
3420.0,-27.239204,0.030673482,0.0095382733
3430.0,-23.781099,0.042491842,0.009528799
3440.0,-20.660627,0.057399269,0.0095191244
3450.0,-17.143728,0.076872885,0.009509488
3460.0,-9.1611614,0.11431529,0.0094999857
3470.0,18.025532,0.35781112,0.0096609434
3480.0,-28.724634,0.37201795,0.0097037852
3490.0,-48.510853,0.11509477,0.0096940864
3500.0,-42.382458,0.038041305,0.0096843969
3510.0,-35.669205,0.022349581,0.0096747177
3520.0,-30.47892,0.024128655,0.0096650477
3530.0,-26.457899,0.032904055,0.0096553871
3540.0,-23.123623,0.045311857,0.0096457368
3550.0,-20.0467,0.060844056,0.0096360957
3560.0,-16.496178,0.081134535,0.0096264649
3570.0,-7.0164385,0.12416323,0.0096168434
3580.0,16.101694,0.38858056,0.0098035289
3590.0,-34.872784,0.33889794,0.0098017845
3600.0,-48.156002,0.10101118,0.0097919665
3610.0,-41.652859,0.034880798,0.0097821876
3620.0,-35.06712,0.022141095,0.0097724106
3630.0,-30.050995,0.024906117,0.0097626429
3640.0,-26.154991,0.033995342,0.0097528854
3650.0,-22.923109,0.04657257,0.0097431373
3660.0,-19.930731,0.062021796,0.0097333994
3670.0,-16.473434,0.082059465,0.0097236708
3680.0,-7.5940862,0.1232023,0.0097139515
3690.0,16.597857,0.38001493,0.0098840147
3700.0,-33.346661,0.34749728,0.0098938523
3710.0,-48.294647,0.10455062,0.0098839626
3720.0,-41.779896,0.035928596,0.0098740831
3730.0,-35.2327,0.022290533,0.0098642139
3740.0,-30.195368,0.024737671,0.0098543549
3750.0,-26.278507,0.033620276,0.0098445052
3760.0,-23.033888,0.046001341,0.0098346658
3770.0,-20.039408,0.061256252,0.0098248357
3780.0,-16.50737,0.081432745,0.0098150158
3790.0,-7.2833843,0.123714,0.0098052062
3800.0,16.40044,0.38509518,0.0099847903
3810.0,-34.327934,0.34240383,0.0099876281
3820.0,-48.183681,0.10206739,0.0099776452
3830.0,-41.663425,0.035200294,0.0099676726
3840.0,-35.128456,0.022175753,0.0099577103
3850.0,-30.115732,0.024837943,0.0099477572
3860.0,-26.223345,0.033808421,0.0099378144
3870.0,-22.999132,0.046228681,0.0099278819
3880.0,-20.058313,0.061439224,0.0099179586
3890.0,-16.722963,0.080965467,0.0099080456
3900.0,-9.235424,0.11736082,0.0098981429
3910.0,17.916357,0.35120299,0.010024624
3920.0,-27.361248,0.3771444,0.010056342
3930.0,-48.52095,0.11834918,0.010046288
3940.0,-42.526226,0.038867224,0.010036247
3950.0,-35.822941,0.022564583,0.010026216
3960.0,-30.645346,0.02404115,0.010016195
3970.0,-26.647261,0.03245908,0.010006184
3980.0,-23.363203,0.044471983,0.0099961823
3990.0,-20.399609,0.059543334,0.0099861911
4000.0,-17.318933,0.07806997,0.0099762101
4010.0,-11.984386,0.10687032,0.0099662384
4020.0,16.744051,0.27041256,0.0099692214
4030.0,-9.9218645,0.4321683,0.010114098
4040.0,-48.545109,0.15878606,0.010103988
4050.0,-44.273415,0.048041809,0.010093889
4060.0,-37.219898,0.023873441,0.0100838
4070.0,-31.69681,0.022878231,0.010073721
4080.0,-27.476715,0.030203074,0.010063653
4090.0,-24.078537,0.041585509,0.010053594
4100.0,-21.105888,0.055772815,0.010043546
4110.0,-18.118925,0.073114164,0.010033507
4120.0,-13.645325,0.098346449,0.010023478
4130.0,9.7943983,0.20456989,0.010013492
4140.0,1.5902336,0.44920054,0.010171084
4150.0,-47.148991,0.20444281,0.010161354
4160.0,-45.629292,0.059597209,0.010151196
4170.0,-38.548882,0.025904335,0.010141048
4180.0,-32.698891,0.022151291,0.010130912
4190.0,-28.257757,0.028294967,0.010120786
4200.0,-24.731401,0.038986214,0.010110671
4210.0,-21.714981,0.052569505,0.010100565
4220.0,-18.817579,0.069026276,0.010090469
4230.0,-15.118786,0.091024213,0.010080384
4240.0,-1.6815141,0.14965239,0.010070308
4250.0,11.154753,0.42770413,0.010228042
4260.0,-42.022804,0.27871627,0.010218596
4270.0,-47.26474,0.080362447,0.010208382
4280.0,-40.297195,0.030352576,0.01019818
4290.0,-34.059761,0.021803552,0.010187986
4300.0,-29.306688,0.026121231,0.010177803
4310.0,-25.589893,0.035910878,0.01016763
4320.0,-22.489891,0.048847344,0.010157468
4330.0,-19.641769,0.064162426,0.010147315
4340.0,-16.351793,0.083893903,0.010137173
4350.0,-9.4655581,0.11921131,0.010127041
4360.0,17.881172,0.34184435,0.010219248
4370.0,-25.377682,0.38416839,0.010267106
4380.0,-48.502209,0.12254372,0.010256845
4390.0,-42.662941,0.040086288,0.010246593
4400.0,-35.965755,0.022865968,0.010236351
4410.0,-30.791286,0.023981135,0.010226119
4420.0,-26.798845,0.032163985,0.010215899
4430.0,-23.547647,0.043960419,0.010205688
4440.0,-20.683344,0.058381911,0.010195487
4450.0,-17.791187,0.07585258,0.010185297
4460.0,-13.463649,0.10094649,0.010175116
4470.0,9.2722425,0.20429315,0.010164971
4480.0,1.8110534,0.44830641,0.010305663
4490.0,-46.973282,0.20553546,0.010295406
4500.0,-45.707195,0.059741791,0.010285115
4510.0,-38.587692,0.026047206,0.010274835
4520.0,-32.741604,0.022144677,0.010264565
4530.0,-28.310219,0.02819006,0.010254306
4540.0,-24.794722,0.038824022,0.010244057
4550.0,-21.812643,0.052269574,0.010233818
4560.0,-18.994192,0.068359949,0.010223589
4570.0,-15.560674,0.0893199,0.01021337
4580.0,-5.4214144,0.13599108,0.010203162
4590.0,14.436751,0.40178809,0.010347775
4600.0,-37.559551,0.31802922,0.010334055
4610.0,-47.886375,0.093600906,0.010323728
4620.0,-41.210659,0.033192318,0.010313409
4630.0,-34.771225,0.021916453,0.010303101
4640.0,-29.859392,0.025192749,0.010292803
4650.0,-26.049429,0.034388188,0.010282516
4660.0,-22.903807,0.046686716,0.010272237
4670.0,-20.048197,0.061808571,0.010261971
4680.0,-16.955929,0.080602661,0.010251714
4690.0,-11.200754,0.11120909,0.010241468
4700.0,17.723816,0.29578453,0.010266328
4710.0,-15.168925,0.41850337,0.01037791
4720.0,-48.588444,0.14526203,0.010367638
4730.0,-43.710476,0.045262314,0.010357347
4740.0,-36.844971,0.023363138,0.010346996
4750.0,-31.400679,0.022985838,0.010336653
4760.0,-27.25037,0.030721685,0.010326321
4770.0,-23.894411,0.042261962,0.010316
4780.0,-21.00602,0.056547638,0.01030569
4790.0,-18.186689,0.073658757,0.010295389
4800.0,-14.414411,0.096732661,0.010285099
4810.0,1.2542508,0.16507283,0.010274819
4820.0,8.5526638,0.43744165,0.010405715
4830.0,-44.032764,0.25373447,0.010390724
4840.0,-46.879486,0.072928064,0.010380339
4850.0,-39.816135,0.028562142,0.010369964
4860.0,-33.670181,0.021663118,0.010359599
4870.0,-29.005764,0.026624301,0.010349245
4880.0,-25.353937,0.036691066,0.010338901
4890.0,-22.305111,0.049721453,0.010328567
4900.0,-19.519644,0.065228611,0.010318243
4910.0,-16.369053,0.084749907,0.01030793
4920.0,-9.4540997,0.11982477,0.010297627
4930.0,17.817524,0.34088904,0.010383682
4940.0,-25.238745,0.38436016,0.010430929
4950.0,-48.575146,0.12251017,0.010420504
4960.0,-42.742737,0.039788377,0.010410088
4970.0,-36.016621,0.022576477,0.010399683
4980.0,-30.805794,0.023766365,0.010389289
4990.0,-26.797472,0.032046333,0.010378905
5000.0,-23.548328,0.043937847,0.010368532
5010.0,-20.702843,0.058330163,0.010358168
5020.0,-17.881149,0.075599909,0.010347815
5030.0,-13.930557,0.09941943,0.010337472
5040.0,4.760313,0.18141678,0.010327141
5050.0,5.6629858,0.44460189,0.010457563
5060.0,-45.789459,0.22983107,0.010447686
5070.0,-46.119019,0.066428199,0.010437244
5080.0,-39.123974,0.027559746,0.010426811
5090.0,-33.197029,0.022054201,0.010416389
5100.0,-28.681217,0.027456922,0.010405978
5110.0,-25.126984,0.037681006,0.010395578
5120.0,-22.141811,0.050736874,0.010385187
5130.0,-19.403204,0.066231541,0.010374808
5140.0,-16.33534,0.085569955,0.010364437
5150.0,-9.6031408,0.12014463,0.010354078
5160.0,17.824413,0.33588257,0.010427396
5170.0,-24.049955,0.38886923,0.01047599
5180.0,-48.593632,0.12513739,0.010465516
5190.0,-42.841137,0.040434767,0.010455056
5200.0,-36.118496,0.022652986,0.010444607
5210.0,-30.895102,0.023691161,0.010434167
5220.0,-26.877729,0.03186721,0.010423738
5230.0,-23.635658,0.043609187,0.010413319
5240.0,-20.798954,0.057884093,0.010402911
5250.0,-18.027056,0.074921891,0.010392513
5260.0,-14.359383,0.097681031,0.010382126
5270.0,0.7063871,0.16392568,0.010371749
5280.0,8.971446,0.43614313,0.010500316
5290.0,-43.862209,0.25719696,0.010489593
5300.0,-46.825245,0.074047618,0.010479108
5310.0,-39.807377,0.029146355,0.010468635
5320.0,-33.713573,0.021914806,0.010458171
5330.0,-29.076372,0.026635675,0.010447718
5340.0,-25.446854,0.036488812,0.010437276
5350.0,-22.427376,0.049314879,0.010426844
5360.0,-19.70623,0.064493917,0.010416422
5370.0,-16.820122,0.082940102,0.010406011
5380.0,-11.532041,0.1122681,0.010395611
5390.0,16.437693,0.27553606,0.010396245
5400.0,-10.764882,0.42866364,0.010504863
5410.0,-48.451717,0.1562258,0.01049437
5420.0,-44.089249,0.047815222,0.010483881
5430.0,-37.179832,0.023958212,0.010473402
5440.0,-31.707821,0.022963097,0.010462933
5450.0,-27.538448,0.030092144,0.010452476
5460.0,-24.185219,0.041258238,0.010442029
5470.0,-21.305092,0.05510458,0.010431591
5480.0,-18.57411,0.071449146,0.010421165
5490.0,-15.228556,0.092572391,0.010410749
5500.0,-5.829011,0.13732523,0.010400344
5510.0,14.742697,0.39590549,0.010522343
5520.0,-36.50227,0.32475838,0.010513838
5530.0,-47.966702,0.096164979,0.01050333
5540.0,-41.348618,0.033837426,0.010492832
5550.0,-34.901588,0.022069331,0.010482345
5560.0,-29.985653,0.025058901,0.010471867
5570.0,-26.180101,0.034068637,0.0104614
5580.0,-23.059191,0.046302091,0.010450944
5590.0,-20.30253,0.060918864,0.010440499
5600.0,-17.551096,0.078343682,0.010430063
5610.0,-13.541499,0.10271315,0.010419639
5620.0,6.2840633,0.19139522,0.010409226
5630.0,4.2612867,0.44581968,0.01052798
5640.0,-46.213558,0.22044754,0.010517713
5650.0,-45.976097,0.063938633,0.0105072
5660.0,-38.932739,0.027009211,0.010496698
5670.0,-33.043873,0.022070102,0.010486207
5680.0,-28.564825,0.027681502,0.010475726
5690.0,-25.037304,0.037921928,0.010465256
5700.0,-22.062275,0.051038098,0.010454795
5710.0,-19.324106,0.066699065,0.010444346
5720.0,-16.253511,0.08607842,0.010433907
5730.0,-9.8805599,0.11969744,0.010423478
5740.0,17.768164,0.32793358,0.010482216
5750.0,-22.291393,0.39444897,0.010541538
5760.0,-48.584068,0.12884966,0.010531045
5770.0,-42.915298,0.041608214,0.01052052
5780.0,-36.206711,0.02303401,0.010510004
5790.0,-31.001652,0.023656672,0.0104995
5800.0,-26.981333,0.031643085,0.010489006
5810.0,-23.751925,0.043210633,0.010478522
5820.0,-20.958296,0.057238422,0.010468048
5830.0,-18.286087,0.073728286,0.010457586
5840.0,-14.884116,0.095307231,0.010447133
5850.0,-3.6452436,0.14695381,0.010436691
5860.0,12.683661,0.41426814,0.010553528
