Time,cLc,cLm,cLn,cP7c,cP7m,cP7n,cP9c,cP9m,cP9n,cPn,cTc,cTm,cTn,cXc,cXm,cXn,cYc,cYm,cYn,q1,n1,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,g2,g3,m4,k4,p2,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,m12,k10,r3,r4,m5,m6,k5,m7,m8,k6,n3,g4,m9,k7,p4,r7,r8,m13,k11,m14,k12,p5,k13,q3,m15,g7,g8,n6,g9,m16,k14,p6,r9,r10,m17,k15,m18,k16,n7,g10,m19,k17,p7,r11,r12,m20,k18,m21,k19,q4,n8,ld,lmax,a,b,c,d,e,f,h,i,j,k,Day_in_hours,cytoplasm,nucleus,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31a,R31b,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45
0.9,0.0765772186498012,0.1317441853423032,0.25048355955838786,0.02394791926063975,0.017507900627306065,1.3699830308977725,0.6889309633508831,0.0015258660434988732,1.0477755442793897,0.0,5.20888212484087,3.6257626541277714,4.521148163867869,2.4453533556454663,0.6560399925190219,14.895820748931007,48.95335042639805,0.29700586216192143,17.326693491437503,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07346354083570017,0.04711874169913781,0.16196630145982757,2.4134535692983246,2.282857065103235,0.02437469935408713,0.10917843673169868,3.9639945098894187,4.021170610646051,3.8048753292416837,153.25677165349305,151.99105474327726,2.5662751512606046,1.2886656259816365,0.18873925252419882,0.18498067732472537,5.630791255790765,68.02483964734559,63.84795647614297,1.4247738909716883,3.9922718535810775,0.15177090032967558,0.15336515027719086,4.36087767295106,449.96451111432305,448.697252662313,3.4401003869286946,1.3899564712692596,0.0,0.0,0.0,0.0003493912988359174,0.0032745303606605686,0.11859501726924582,0.7431470409123206,0.6243012671801149,0.0026190263568295867,0.2708808483097069,5.3686925320538515e-05,0.0005014089336904135,0.01595018292590242,23.855336895565692,23.9290978802527,0.1389774550389986,0.0010619112692745302
0.91,0.07664741516092968,0.1320080752897459,0.25069854132156577,0.02391923501038634,0.017478680413871496,1.3684631476296027,0.6884383990937629,0.0015213969628467998,1.0470274630022511,0.0,5.2086097866934145,3.625190456735282,4.520917656813243,2.4456446345387803,0.6560774940507915,14.897666593565326,48.94988542024241,0.2969900139553041,17.325466428256114,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07364574737503472,0.04721256973774896,0.16229072776121362,2.4156659246609564,2.284816365896486,0.02439699094985554,0.10927134012035462,3.963572217800513,4.020835550381827,3.804274865298005,153.248758866051,151.98330560321625,2.5661725688493005,1.2886060835924378,0.18873222584081928,0.18499050896502442,5.631113131437944,68.0329424435998,63.855868319999054,1.424917463033628,3.9925167548879856,0.1517817332450835,0.15335711480432773,4.36064497690294,449.9326618172422,448.6654762660488,3.4399790926494993,1.3899000281010072,0.0,0.0,0.0,0.0003501588280112314,0.003269067132393253,0.11839708538748274,0.7422569169953069,0.62360865637481,0.0026158908670160124,0.2705897064450215,5.3843529951676095e-05,0.0004999404864528216,0.01590346673203017,23.838281070060095,23.91201320004541,0.13888213122003182,0.001061181829794728
0.92,0.0767181027845363,0.13227284996193878,0.2509151255723017,0.023890577940614447,0.017449522486098722,1.366944201877799,0.6879460326213989,0.0015169441148921144,1.0462796779614625,0.0,5.20833510767133,3.62461738903891,4.520685109906202,2.445935786086451,0.6561148269160013,14.899511893230136,48.94642003938518,0.29697435443515857,17.324239204155234,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.0738284488897443,0.04730671013753603,0.16261624174320755,2.4178937582191167,2.2867902714408435,0.024419438407016738,0.10936493463966845,3.9631497664637414,4.0204999304527815,3.8036734880574326,153.24067720492738,151.97548788780472,2.566069102135432,1.2885460137111964,0.1887251367735693,0.18500029630823384,5.6314335594200395,68.0410416973529,63.863777827952326,1.4250609670625571,3.992761553260735,0.15179266353006454,0.15334917498540873,4.360415051300547,449.9008090760168,448.63369570256515,3.439857776633934,1.38984357411922,0.0,0.0,0.0,0.00035093311585785466,0.003263615543270922,0.11819957541633552,0.7413676365375594,0.622916472795713,0.002612758344680896,0.2702987240031203,5.400162751413892e-05,0.0004984773722415885,0.01585692022179025,23.82123209316813,23.894935285283882,0.1387868401336516,0.0010604526396875515
0.93,0.07678928207610103,0.13253851114880488,0.2511333140502566,0.023861948078908915,0.01742042679192387,1.3654261962856875,0.6874538644891841,0.0015125074593964997,1.0455321900138002,0.0,5.208058090345632,3.6240434550252347,4.520450525328449,2.4462268085482695,0.6561519909242838,14.901356636839868,48.942954304564466,0.2969588836266902,17.32301182648937,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07401164641423102,0.04740116351277676,0.16294284560634073,2.4201370874796457,2.2887787975912284,0.02444204189995498,0.10945922101075073,3.9627271581808547,4.020163752954789,3.8030712017034816,153.23252674576725,151.96760167038673,2.5659647520217037,1.2884854168862285,0.18871798538361642,0.18501003930550763,5.631752538103128,68.04913736019576,63.871684952486724,1.425204402207996,3.993006247261862,0.15180369110638012,0.15334133083376125,4.360187896513967,449.86895308126526,448.6019111623167,3.4397364396043586,1.3897871096605945,0.0,0.0,0.0,0.00035171419222842766,0.003258175583599266,0.1180024870031339,0.7404792003950856,0.6222247176473877,0.002609628792849886,0.27000790152566573,5.416122693391997e-05,0.0004970195778428785,0.015810542974563493,23.804189984121184,23.877864155535168,0.13869158189355266,0.001059723699832249
0.94,0.07686095359462572,0.13280506064460731,0.25135310850487486,0.02383334545278705,0.017391393279667662,1.363909133487523,0.6869618952504414,0.0015080869563406888,1.0447850000126566,0.0,5.207778737299112,3.623468658683017,4.520213905277737,2.4465177001851686,0.6561889858863995,14.903200813314605,48.93948823651303,0.296943601554147,17.321784302611263,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07419534098302769,0.04749593047915908,0.16327054155648024,2.422395930060381,2.2907819602917283,0.02446480160415582,0.10955419995866902,3.9623043952525037,4.019827019985952,3.802468010421958,153.22430756456194,151.95964702484594,2.5658595194147895,1.2884242936698858,0.18871077173257803,0.18501973790829251,5.632070065862967,68.05722938375102,63.87958964611039,1.4253477676201496,3.993250835455366,0.15181481589521842,0.15333358236222094,4.359963512899229,449.83709402355686,448.5701228357121,3.4396150822831535,1.3897306350618277,0.0,0.0,0.0,0.00035250208723800396,0.003252747243755756,0.11780581979781281,0.7395916094217971,0.6215333921302643,0.0026065022145412564,0.2697172395527068,5.43223372263691e-05,0.0004955670901147779,0.015764334572020488,23.787154762078934,23.860799830289054,0.13859635661305234,0.0010589950111049384
0.95,0.07693311790263406,0.13307250024794903,0.2515745106953842,0.02380477008969863,0.017362421898035375,1.3623930161084887,0.6864701254564224,0.0015036825659244637,1.0440381088080404,0.0,5.2074970511263485,3.6228930040031986,4.51997525196788,2.4468084592592185,0.6562258116142374,14.90504441158006,48.93602185595837,0.2969285082408198,17.3205566398719,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07437953363078162,0.04759101165378043,0.16359933180482855,2.4246703036901565,2.2927997755755927,0.024487717696206127,0.10964987221244668,3.961881479978238,4.019489733646596,3.801863918400957,153.21601973764965,151.9516240256058,2.565753405225339,1.2883626446185559,0.18870349588252186,0.18502939206832747,5.632386141085,68.06531771967295,63.88749186135561,1.4254910624499058,3.9934953164067077,0.15182603781719267,0.1533259295831315,4.3597419007983085,449.8052320934126,448.5383309131147,3.439493705392719,1.3896741506596162,0.0,0.0,0.0,0.0003532968312653515,0.0032473305141896332,0.11760957345291201,0.73870486446951,0.6208424974406384,0.002603378612765899,0.26942673862267835,5.448496749683236e-05,0.0004941198959872955,0.015718294598121605,23.770126446129357,23.843742328958026,0.13850116440509033,0.001058266574378605
0.96,0.0770057759376479,0.13334083226919027,0.25179752362465657,0.023776222012237228,0.017333512645017087,1.3608778457304682,0.6859785554123891,0.0014992942751292997,1.0432915168723107,0.0,5.2072130362715985,3.6223164951947147,4.519734569055631,2.4470990841875664,0.6562624680578326,14.906887421341066,48.93255518283109,0.29691360359431235,17.319328845356655,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.0745642255147314,0.047686407835539624,0.16392921919174253,2.426960237916474,2.294832270810395,0.024510790471757075,0.10974623903822521,3.9614584145154232,4.019151896165767,3.801258930057334,153.20766339579023,151.9435327955984,2.565646411060361,1.2883004706612633,0.18869615793946962,0.18503900177356408,5.632700763340377,68.07340232392973,63.89539155409421,1.425634285924695,3.993739688785361,0.15183735672155144,0.15331837245017313,4.3595230588545695,449.77336747402853,448.50653557800956,3.4393723096277555,1.389617656778518,0.0,0.0,0.0,0.00035409845939248674,0.0032419253945647182,0.11741374795481674,0.7378189662393432,0.6201520342993744,0.0026002579900038757,0.26913639907421244,5.464912785051034e-05,0.0004926779911903208,0.015672422916781597,23.753105046842634,23.826691662329832,0.13840600533500907,0.001057538390158054
0.97,0.07707892817108393,0.1336100583815454,0.2520221487454784,0.0237477012489828,0.017304665457166933,1.3593636252337638,0.6854871857298992,0.0014949220375747557,1.042545225147596,0.0,5.206926694867393,3.621739136195848,4.519491858409906,2.4473895731938904,0.6562989549951276,14.908729831330266,48.92908823805724,0.2968988876663148,17.318100926482693,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07474941763846286,0.04778211959667647,0.16426020577427194,2.4292657475967836,2.296879459236541,0.02453402007842842,0.10984330103204262,3.961035201198573,4.01881350961491,3.8006530495239237,153.19923860172742,151.93537339765257,2.565538537655567,1.2882377722650902,0.18868875795489923,0.18504856696683478,5.63301393072318,68.08148314710765,63.90328867603092,1.425777437176721,3.9939839511325776,0.15184877254642815,0.15331091099007552,4.359306987826967,449.7415003577508,448.47473702247373,3.439250895718023,1.3895611537584354,0.0,0.0,0.0,0.000354907001373783,0.003236531873058143,0.11721834287375736,0.7369339156181844,0.6194620040190262,0.0025971403493896266,0.2688462214948401,5.481482733977504e-05,0.0004912413604916385,0.01562671904317644,23.73609058539493,23.809647851920797,0.13831087952746154,0.0010568104594064036
0.98,0.0771525750546297,0.133880180230809,0.25224838744319145,0.02371920782874749,0.017275880268362923,1.3578503575543384,0.6849960170337067,0.0014905658054368638,1.0417992345960652,0.0,5.2066380289430105,3.6211609309335566,4.51924712182637,2.4476799244933756,0.6563352721966171,14.91057163023754,48.92562104260708,0.29688436051474104,17.31687289068193,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07493511099748447,0.04787814749955235,0.16459229357575658,2.4315868469667428,2.298941353479758,0.024557406657558123,0.1099410587605277,3.960611842369958,4.018474576059783,3.800046280921675,153.19074541516704,151.92714589213458,2.565429785707293,1.2881745498780823,0.1886812959780153,0.18505808758901673,5.633325641263565,68.08956013955672,63.91118317868716,1.4259205153341237,3.9942281019846657,0.15186028523381878,0.1533035452327178,4.35909368856584,449.7096309373315,448.4429354389664,3.439129464395037,1.3895046419400334,0.0,0.0,0.0,0.00035572248694645234,0.0032311499373465463,0.11702335776183675,0.7360497135001264,0.618772407937512,0.002594025694082981,0.26855620648289646,5.498207504982685e-05,0.0004898099881846639,0.015581182477392626,23.719083083419353,23.792610919704938,0.1382157871096815,0.0010560827831065064
0.99,0.07722671718110428,0.13415119965508326,0.25247624156999193,0.023690741778502,0.01724715703098222,1.356338045235965,0.6845050498561377,0.0014862255409505696,1.0410535460378612,0.0,5.206347041220342,3.6205818834169228,4.51900036164532,2.4479701363593707,0.6563714194846814,14.912412807044939,48.922153617152354,0.29687002215404734,17.315644745286782,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07512130663265551,0.04797449217476088,0.16492548485595937,2.4339235547099913,2.301017970420592,0.024580950395283487,0.11003951299176697,3.9601883403184766,4.018135097615249,3.799438628457719,153.18218391619314,151.91885035772006,2.5653201561723447,1.288110804088868,0.18867377207458885,0.18506756359458557,5.63363589343702,68.09763325324498,63.91907501483672,1.4260635195538296,3.9944721399173813,0.15187189469891677,0.1532962751859381,4.358883161283447,449.6777594027793,448.4111310173701,3.4390080163800656,1.3894481216594798,0.0,0.0,0.0,0.0003565449477597672,0.0032257795785652,0.11682879229646735,0.7351663607221184,0.6180832472140293,0.0025909140270424773,0.26826635456168546,5.515088049496145e-05,0.0004883838618679187,0.015535812824664494,23.70208255934854,23.775580884412673,0.13812072819103316,0.001055355362102856
1.0,0.07730135514754544,0.13442311849776228,0.2527057129901743,0.023662303125140508,0.01721849569787832,1.3548266908114042,0.6840142847269893,0.0014819012066196989,1.0403081602890403,0.0,5.206053734436506,3.620001997657617,4.518751580225782,2.448260207066653,0.6564073966830852,14.9142533507416,48.91868598235805,0.29685587259751745,17.314416497627402,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07530800558517878,0.048071154254639446,0.16525978188114895,2.4362758896431305,2.3031093270498504,0.02460465147906385,0.11013866449879554,3.9597646973316354,4.017795076398675,3.798830096341904,153.17355418533776,151.91048687371432,2.565209650012813,1.2880465354908066,0.18866618631092397,0.18507699493837665,5.6339446857309206,68.10570244018015,63.92696413728372,1.4262064489935884,3.9947160635081254,0.15188360085619737,0.15328910085697336,4.35867540617483,449.6458859440405,448.3793239475085,3.4388865523943455,1.389391593252919,0.0,0.0,0.0,0.0003573744157429869,0.003220420787938311,0.11663464615828817,0.7342838581187352,0.6173945230027569,0.002587805351218295,0.2679766662525183,5.532125328487581e-05,0.00048696296922822363,0.015490609693037038,23.68508903152757,23.758557764681104,0.1380257028804133,0.0010546281972361208
1.01,0.07737648955520968,0.134695938607532,0.252936803580131,0.02363389189548068,0.017189896222381016,1.353316296802406,0.683523722173531,0.0014775927652169575,1.039563078161573,0.0,5.205758111343853,3.619421277669894,4.518500779945519,2.4485501348914274,0.6564432036169792,14.916093250323758,48.915218158882325,0.29684191185726266,17.313188155031696,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07549520889658849,0.0481681343732684,0.16559518692409986,2.438643870715721,2.3052154404685976,0.024628510097680544,0.11023851405959609,3.9593409156955524,4.0174545145299385,3.7982206887867873,153.1648563035811,151.9020555200525,2.565098268196083,1.287981744681991,0.18865853875385852,0.18508638157558505,5.634252016644532,68.11376765240973,63.93485049886272,1.4263493028119723,3.9949598713359444,0.15189540361941567,0.15328202225245968,4.358470423417816,449.6140107509987,448.34751441914733,3.4387650731590798,1.389335057056474,0.0,0.0,0.0,0.0003582109231068069,0.003215073556779013,0.11644091903116452,0.7334022065221774,0.6167062364528564,0.002584699669552255,0.26768714207471317,5.549320312537274e-05,0.0004855472980406982,0.0154455726933659,23.66810251821399,23.741541579054005,0.13793071128625128,0.0010539012893431418
1.02,0.07745212100957218,0.13496966183837025,0.2531695152283524,0.023605508116263663,0.01716135855829641,1.3518068657197075,0.6830333627205032,0.0014733001797839309,1.0388183004633438,0.0,5.205460174709959,3.618839727470597,4.518247963201027,2.4488399181113287,0.6564788401128987,14.917932494794746,48.91175016737658,0.29682813994422197,17.3119597248253,7.9798,2.3023,16.3389,8.0568,22.3951,1.2294,31.5166,9.1138,10.4609,32.7881,12.7853,29.0823,7.5433,16.7487,11.5922,8.5185,4.0551,1.0494,8.583,27.818,4.2863,9.2511,13.4324,7.9066,14.605,2.5505,1.5293,2.6296,0.5061,7.8469,8.4753,16.1162,29.4222,33.6178,9.3024,10.899,16.9133,0.7527,13.7459,43.7049,0.6703,11.3625,2.6345,8.6873,14.6828,9.1917,25.8963,6.8544,48.5862,3.2581,23.2876,0.5,1.2,1.0,1.2,0.4444,11.0459,11.3117,14.5219,9.531,50.9418,6.7738,31.0318,0.4557,5.4062,49.4094,8.671,42.4837,0.0833,5.6855,6.1155,18.6089,10.4532,34.6266,22.838,3.4152,16.2407,0.028,26.5795,7.4548,2.0738,1.0,1.0,2.2802,3.1075,1.6808,1.0164,1.4943,1.9491,2.2116,1.1065,2.5579,3.3953,24.0,1.0,1.0,0.0,0.07568291760873906,0.048265433166470376,0.1659317022640924,2.4410275170102826,2.307336327888158,0.024652526441236767,0.11033906245709725,3.9589169976949403,4.017113414131437,3.797610410007645,153.15609035235136,151.8935563772995,2.5649860116948346,1.2879164322652474,0.18865082947076411,0.18509572346176537,5.63455788468901,68.12182884202095,63.942734052438716,1.4264920801683783,3.9952035619815276,0.15190730290160498,0.15327503937843212,4.358268213173022,449.58213401347535,448.3157026219934,3.4386435793954395,1.3892785134062442,0.0,0.0,0.0,0.00035905450234482013,0.0032097378764893766,0.11624761060218822,0.7325214067622707,0.6160183887084707,0.002581596984977814,0.2673977825455934,5.56667398190732e-05,0.0004841368361687613,0.015400701439317387,23.65112303757778,23.724532345981846,0.13783575351650895,0.0010531746392569328
