Time,Asp,AK1,Lys,AdoMet,AspP,AK2,AKHSDHI,AKHSDHII,Thr,ASADH,ASA,DHDPS1,DHDPS2,Hser,PHser,HSK,TS1,Phosphate,Cys,CGS,Cysta,TD,Ile,Val,LysTRNA,ThrTRNA,IleTRNA,LKR,Sacc,THA,Gly,V_Lys_RS,V_Thr_RS,V_Ile_RS,V_AA_RS,c1,Vak1,Vak2,VakI,VakII,Vasadh,Vdhdps1,Vdhdps2,Vhsdh1,Vhsdh2,Vhsk,Vts1,Vcgs,Vtd,VlysTRNA,VthrTRNA,VileTRNA,VlysKR,Vtha
0.1,1500.0,0.25,0.012010842620851888,20.0,0.20399002455905196,0.25,0.63,0.63,2.3426213519497737e-08,11.6,0.09816813126583988,1.6,1.6,0.0034266026407455724,7.466412129478041e-05,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.8154293583784798e-12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.3309039615630807,0.7434506670954338,0.20752294267916957,0.8222269825961155,1.8677432821792415,0.15706878343738206,0.15706898921834117,0.051950575063265905,0.03958139052630483,0.0027406113278812165,1.1061606527185644e-06,1.0452975333626795e-07,1.0457461715103788e-10,0.00020648728962509674,1.0073271811024241e-10,3.903173120513378e-14,0.0,0.0
0.11,1500.0,0.25,0.01538522270941305,20.0,0.21587013739540195,0.25,0.63,0.63,3.669602616169786e-08,11.6,0.11291710563371127,1.6,1.6,0.004379369222935205,0.00010577817659158396,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,3.139703196847539e-12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.3261518982602358,0.740837383325307,0.2064002720161345,0.8205803989569973,1.9524213965772548,0.1806669413661139,0.180667329744081,0.059755732296645485,0.045528176991364966,0.0035023997853605624,1.5671202235171297e-06,1.4808941415844687e-07,1.6381106078581925e-10,0.0002644630776679709,1.577929124373971e-10,6.750361873221149e-14,0.0,0.0
0.12,1500.0,0.25,0.019234154807652795,20.0,0.22685620374869025,0.25,0.63,0.63,5.516361046610995e-08,11.6,0.12784897181395827,1.6,1.6,0.0054624521526885576,0.00014502437141029182,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,5.167520197018994e-12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.3217574456265864,0.7384066807631016,0.20536208874574877,0.8190577301604316,2.0272777103366857,0.20455759813595306,0.2045582854102375,0.0676576758759224,0.051548705435137065,0.004368257336672831,2.1485586796747204e-06,2.0303405781298123e-07,2.462503571207148e-10,0.00033057313090062836,2.3720352487342276e-10,1.1110168423587964e-13,0.0,0.0
0.13,1500.0,0.25,0.023561809893633955,20.0,0.2370468970626504,0.25,0.63,0.63,8.011031502206746e-08,11.6,0.14286662052718177,1.6,1.6,0.006676049210186224,0.00019344314039081427,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,8.158754436529943e-12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.317681132156019,0.7361370635720521,0.20439906822757953,0.8176453000671167,2.093601461767549,0.22858532383175473,0.22858647631290002,0.07560501556996259,0.05760382139615252,0.005338293745881411,2.865890201406796e-06,2.708202859495616e-07,3.576124462585091e-10,0.0004048815404950406,3.4447435431893057e-10,1.7541322038532223e-13,0.0,0.0
0.14,1500.0,0.25,0.0283695065397473,20.0,0.24652810849651485,0.25,0.63,0.63,1.1297139003650574e-07,11.6,0.15788862357404385,1.6,1.6,0.008019529690215027,0.0002520724241756639,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.24338589203933e-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.313888599008597,0.7340098546597051,0.20350309374707937,0.816331204162383,2.152506605008066,0.2526197645615946,0.2526216110176679,0.08355465957508955,0.0636606930244199,0.006411950835736351,3.7344920114278676e-06,3.529012060485308e-07,5.043042851229616e-10,0.00048740241784043706,4.857769766081856e-10,2.6732796678828975e-13,0.0,0.0
0.15,1500.0,0.25,0.03365617799074558,20.0,0.2553746837068806,0.25,0.63,0.63,1.553351642292772e-07,11.6,0.17284699628969818,1.6,1.6,0.009491576529407256,0.0003219415489937233,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.838069921209037e-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.310349905314188,0.7320088139191734,0.2026670923896998,0.8151050688382264,2.2049559117989186,0.27655206145235073,0.2765549064011303,0.09147063040595979,0.06969190890305112,0.007588116709921069,4.769613698099676e-06,4.5071786225884287e-07,6.934161731194934e-10,0.0005781079852308718,6.679412051483445e-10,3.9518503305957973e-13,0.0,0.0
0.16,1500.0,0.25,0.0394187705991503,20.0,0.26365191459587894,0.25,0.63,0.63,2.0894136203681659e-07,11.6,0.1876852793837063,1.6,1.6,0.011090307365313086,0.00040406619963509114,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,2.646133937930877e-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.3070389314919593,0.7301198099378041,0.20188489407068944,0.8139578446370113,2.251781662985248,0.3002917809616957,0.30029601853660415,0.09932304980523908,0.07567470464611524,0.008865223174402881,5.98630273718745e-06,5.6569219693748e-07,9.327142401323492e-10,0.0006769354957047607,8.984478548810822e-10,5.689187966543859e-13,0.0,0.0
0.17,1500.0,0.25,0.04565258559338015,20.0,0.27141682835539416,0.25,0.63,0.63,2.7567875184788407e-07,11.6,0.20235688482839387,1.6,1.6,0.0128133782085869,0.0004994442887173018,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,3.721873374148759e-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.3039328636529712,0.7283305359992261,0.20115110972041525,0.8128816275899424,2.29370351930816,0.3237642679646884,0.32377039608461644,0.10708726338771442,0.08159029596082376,0.010241329279339887,7.399343292184019e-06,6.992212669576338e-07,1.2306299482489543e-09,0.0007837931847878971,1.1854186296779541e-09,8.002027754404941e-13,0.0,0.0
0.18,1500.0,0.25,0.05235157177959276,20.0,0.2787193007007567,0.25,0.63,0.63,3.5758224393917143e-07,11.6,0.2168236706501605,1.6,1.6,0.014658072064167527,0.0006090525975136294,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,5.128329865507193e-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.301011748327803,0.7266302645634689,0.20046102608377847,0.8118695049228752,2.3313439460212715,0.3469083653675501,0.3469169999539985,0.11474308641985026,0.08742330400338638,0.011714192831141704,9.023206445341196e-06,8.526725401717385e-07,1.5962471369444612e-09,0.0008985653822047895,1.5376036434402396e-09,1.1025909210812191e-12,0.0,0.0
0.19,1500.0,0.25,0.05950857528106637,20.0,0.2856030149047725,0.25,0.63,0.63,4.5682953211119414e-07,11.6,0.2310547163879603,1.6,1.6,0.01662137437704678,0.0007338440882689554,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,6.937934573779143e-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.298258108874296,0.7250096355464007,0.199810515091499,0.8109154221341986,2.365241492282747,0.3696744550481956,0.36968634405420187,0.12227415579241294,0.09316126164387041,0.01328133136015437,1.0872010376812203e-05,1.0273801319321055e-06,2.0392870313443704e-09,0.001021116886390161,1.9643669791043265e-09,1.491655933357341e-12,0.0,0.0
0.2,1500.0,0.25,0.06711555509767597,20.0,0.2921062976941038,0.25,0.63,0.63,5.757374172960846e-07,11.6,0.24502525862081137,1.6,1.6,0.01870003800196683,0.0008747457436809631,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,9.233134495906513e-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2956566111400993,0.7234604716165666,0.19919595486790717,0.8100140671395972,2.395862357926119,0.39202275513716817,0.3920387921791092,0.1296673667016265,0.09879418427089237,0.014940074689826893,1.2959488353772191e-05,1.2246417796251816e-06,2.5700918308097216e-09,0.0011512967508593836,2.4756708801198003e-09,1.9851239166107356e-12,0.0,0.0
0.21,1500.0,0.25,0.07516376294596494,20.0,0.2982628266512282,0.25,0.63,0.63,7.167577811613339e-07,11.6,0.2587157936032866,1.6,1.6,0.020890637222771166,0.0010326569594101458,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.2107003555926198e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2931937805225102,0.721975621736913,0.19861416288145894,0.8091607722261399,2.4236101729052537,0.4139218848706269,0.4139431222818373,0.13691239776387326,0.10431420797424798,0.016687608722507113,1.5298964912709238e-05,1.4457165914345719e-06,3.1996067351041936e-09,0.0012889414550713884,3.082058436902842e-09,2.6030057645083754e-12,0.0,0.0
0.22,1500.0,0.25,0.08364389985898098,20.0,0.3041022531975704,0.25,0.63,0.63,8.824734115225338e-07,11.6,0.2721112893760193,1.6,1.6,0.023189614657765246,0.001208448284162199,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.5663833128042794e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.290857752794946,0.7205488232743744,0.19806233707282958,0.8083514277068169,2.4488346033274158,0.43534760476852286,0.435375265924646,0.1440012940645732,0.10971527186786796,0.018521013500059507,1.7903337191039133e-05,1.6918232817006457e-06,3.939361309036591e-09,0.0014338776727556726,3.794635636060245e-09,3.367724122502825e-12,0.0,0.0
0.23,1500.0,0.25,0.09254624725867548,20.0,0.30965073322977965,0.25,0.63,0.63,1.0755936295037699e-06,11.6,0.28520051778171784,1.6,1.6,0.02559332034644457,0.0014029605458711163,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,2.00197050565503e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2886380618711994,0.7191745844506027,0.1975380057097858,0.8075824083743526,2.4718386734772766,0.4562817487955651,0.456317239589876,0.15092811366105982,0.11499284875867521,0.020437294974491586,2.0785061978865198e-05,1.9641389468218367e-06,4.8014499621048285e-09,0.001585924598049829,4.6250525571194396e-09,4.304236587115229e-12,0.0,0.0
0.24,1500.0,0.25,0.10186078004098129,20.0,0.3149313919958791,0.25,0.63,0.63,1.2989498442336042e-06,11.6,0.2979754716023745,1.6,1.6,0.028098045336027996,0.0016170042397126087,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,2.5303043313911657e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2865254538725497,0.7178480812937512,0.1970389834563894,0.8068505090693711,2.4928851742018425,0.47671129281865954,0.47675621219412034,0.15768861913159293,0.12014371013630736,0.022433412337614957,2.3956146649817126e-05,2.263798207724908e-06,5.798512104658809e-09,0.001744895958169299,5.585484257651859e-09,5.44015431242218e-12,0.0,0.0
0.25,1500.0,0.25,0.11157726113638108,20.0,0.3199647214338201,0.25,0.63,0.63,1.555491015963443e-06,11.6,0.3104308691929062,1.6,1.6,0.030700049601494955,0.0018513591874491058,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,3.165514618961926e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2845117282087257,0.716565069497021,0.19656333382450397,0.8061528896092726,2.5122021327624076,0.49662756313366513,0.4966837126034796,0.16428001542748336,0.1251657264414009,0.02450630077766571,2.7428144111746695e-05,2.5918927322105216e-06,6.943711895260809e-09,0.001910601703338514,6.688611264602058e-09,6.8058564306604206e-12,0.0,0.0
0.26,1500.0,0.25,0.12168532306837591,20.0,0.32476892958378845,0.25,0.63,0.63,1.8482791074877168e-06,11.6,0.32256372100978525,1.6,1.6,0.03339558599595277,0.0021067743781723785,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,3.923069809145917e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2825895978280486,0.7153218068722943,0.19610933615433193,0.8054870263596868,2.529987617200644,0.516025544073157,0.5160949361852056,0.17070072048004784,0.1300576922899352,0.026652891017190403,3.1212150444910644e-05,2.9494710112714235e-06,8.250717935825167e-09,0.0020828494683576694,7.947600015303352e-09,8.434600089498273e-12,0.0,0.0
0.27,1500.0,0.25,0.13217453200683849,20.0,0.32936022604609666,0.25,0.63,0.63,2.180484462032666e-06,11.6,0.33437297894304663,1.6,1.6,0.03618091884827749,0.0023839680635138073,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,4.819826117348529e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.280752575048273,0.7141149899347465,0.19567545863864383,0.8048506726700106,2.546413652101201,0.534903318127326,0.5349881838471959,0.17695017962711046,0.13481918508389776,0.028870124533416048,3.531880631019361e-05,3.337538491683961e-06,9.73368263851382e-09,0.0022614457292805612,9.376082982296431e-09,1.0362626152049607e-11,0.0,0.0
0.28,1500.0,0.25,0.1430344480593767,20.0,0.3337530923886834,0.25,0.63,0.63,2.5553812977765437e-06,11.6,0.34585920465392755,1.6,1.6,0.03905234142986482,0.002683627883952228,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,5.874074584522558e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2789948634060566,0.7129416938490211,0.19526033276926935,0.8042418213949281,2.5616299265211757,0.5532615364799953,0.5533643314869665,0.18302869009728606,0.13945043128502105,0.031154967826691537,3.975829881812692e-05,3.7570577521604565e-06,1.140722211327449e-08,0.002446196889742524,1.0988139299650282e-08,1.2629260356352575e-11,0.0,0.0
0.29,1500.0,0.25,0.154254669538953,20.0,0.33796049381699134,0.25,0.63,0.63,2.9763431554564556e-06,11.6,0.357024313889934,1.6,1.6,0.042006188524949035,0.0030064112241708738,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,7.105586033786125e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2773112730005567,0.7117993253603737,0.19486273333429416,0.8036586755569646,2.5757666859910455,0.5711030111003592,0.571226421003664,0.18893726570151748,0.14395220332261685,0.03350442274152351,4.454036679138741e-05,4.208949000194911e-06,1.3286395845957618e-08,0.002636910088299012,1.2798275187542172e-08,1.5277009972097412e-11,0.0,0.0
0.3,1500.0,0.25,0.16582487470656615,20.0,0.3419940804725128,0.25,0.63,0.63,3.446838452123045e-06,11.6,0.367871333806431,1.6,1.6,0.04503884824638495,0.0033529455841000266,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,8.535654263556661e-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2756971399841517,0.7106855780598537,0.19448155939534742,0.803099620446509,2.5889374815374757,0.5884323276215796,0.5885792721182652,0.19467750840766615,0.14832572174564226,0.03591553614125413,4.9674306259780495e-05,4.694090590898254e-06,1.5386686850277272e-08,0.002833393957036143,1.4821404833259213e-08,1.8351656665863603e-11,0.0,0.0
0.31,1500.0,0.25,0.1777348538837216,20.0,0.3458643525447128,0.25,0.63,0.63,3.970426097939433e-06,11.6,0.37840420677194475,1.6,1.6,0.048146770923082,0.003723829070682513,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.0187136850796127e-09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2741482605268337,0.7095983956644529,0.1941158186845244,0.8025632007373018,2.6012414168992533,0.6052555325595735,0.6054291685645338,0.20025150451428297,0.1525725761169971,0.03838540720934434,5.5168977743851016e-05,5.213319714875665e-06,1.7723982101201625e-08,0.0030354592108277527,1.7072831543275404e-08,2.1902344228096065e-11,0.0,0.0
0.32,1500.0,0.25,0.18997452939092765,20.0,0.34958078081790933,0.25,0.63,0.63,4.550751069395601e-06,11.6,0.38862765183975123,1.6,1.6,0.05132647426505421,0.0041196310659392344,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.2084494432059487e-09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2726608426059935,0.7085359451536447,0.19376461621270732,0.8020481037786364,2.6127647766305175,0.6215799127527378,0.6217836365418175,0.20566175134137818,0.15669466915886904,0.04091119175271135,6.103281615050479e-05,5.767433332953477e-06,2.031455277378196e-08,0.0032429190248996283,1.9568228707899706e-08,2.5981663027358017e-11,0.0,0.0
0.33,1500.0,0.25,0.20253398751171303,20.0,0.353151967692064,0.25,0.63,0.63,5.191540391392384e-06,11.6,0.39854697254705657,1.6,1.6,0.054574552263789676,0.004540892653273557,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.4253826944342502e-09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2712314416046626,0.7074965810387893,0.1934271390530996,0.8015531372778781,2.6235832199496008,0.6374136888775059,0.6376511372874888,0.21091105551775285,0.16069413925736292,0.043490109436005085,6.727383708703283e-05,6.357188772480306e-06,2.3175036307175597e-08,0.0034555896114728383,2.232362252404737e-08,3.064572792815228e-11,0.0,0.0
0.34,1500.0,0.25,0.21540349455650945,20.0,0.3565857533391086,0.25,0.63,0.63,5.8965987183336795e-06,11.6,0.40816793693229503,1.6,1.6,0.057887679176334396,0.004988127337312219,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.6722912161325688e-09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.269856917855255,0.7064788217735972,0.1931026463094538,0.8010772145871973,2.63376320912493,0.6527658244604967,0.6530408751935045,0.21600246948615878,0.16457331208547582,0.04611944707278613,7.389964752402425e-05,6.983304734609131e-06,2.632241667864154e-08,0.0036732905217754927,2.535537299373022e-08,3.595426114384393e-11,0.0,0.0
0.35,1500.0,0.25,0.22857350119748668,20.0,0.35988927177495017,0.25,0.63,0.63,6.669804613327025e-06,11.6,0.4174967197431262,1.6,1.6,0.06126261004371231,0.0054618217948598675,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,1.9521233632450897e-09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.268534414216829,0.7054813371746633,0.19279046381726664,0.8006193469319889,2.643362749055819,0.6676459343260028,0.6679627054216248,0.22093926091977573,0.16833467730136148,0.04879655913683592,8.091745691934653e-05,7.6464623451728e-06,2.9774007793891835e-08,0.003895844745651356,2.8680157924395705e-08,4.197065230567283e-11,0.0,0.0
0.36,1500.0,0.25,0.24203466552160507,20.0,0.3630690815709127,0.25,0.63,0.63,7.515106260379089e-06,11.6,0.42653975030222696,1.6,1.6,0.06469618682885761,0.0059624364740858,4.0,7.4,10000.0,15.0,0.7,0.0,0.36,2.268001877243144e-09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.43,1.0,1.2672613037943108,0.7045029195224896,0.19248997179154803,0.8001786252942679,2.652433157793987,0.6820640420523073,0.6824268905670577,0.22572483221279444,0.17198082720781782,0.05151887270496234,8.83340860937969e-05,8.34730599312539e-06,3.354743434633225e-08,0.004123079123904672,3.2314954491126915e-08,4.8762040355197975e-11,0.0,0.0
