Time,M,Ma,Bn,Ba,Cy,J,c,b,d,k,e1,e2,Amax,kc,alpha,delta,g,f1,f2,Wmax,W,parameter_1,compartment1
5.04,13901.107322730608,779649.8204718987,196602.66396158663,3093000.1074269684,30.5716805921985,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7003986.270004534,1.7424000000000002,1.0
5.05,13906.693418490528,780769.4571942232,196467.57776265527,3095813.203169057,30.593020094485794,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7065814.83129572,1.733611111111111,1.0
5.0600000000000005,13912.11846185379,781890.0786742448,196335.16317668208,3098663.1850300026,30.614757015682954,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7128030.78946951,1.7248444444444442,1.0
5.07,13917.382916533721,783011.68511615,196205.4062920182,3101549.9943523644,30.63689100339334,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7190634.778338715,1.7160999999999995,1.0
5.08,13922.487266805942,784134.2767034271,196078.29313191792,3104473.5705595976,30.65942168764629,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7253627.411307902,1.7073777777777777,1.0
5.09,13927.432017508365,785257.8535988667,195953.80965453896,3107433.851156049,30.68234868089712,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7317009.2811394045,1.6986777777777782,1.0
5.1000000000000005,13932.2176940412,786382.4159445622,195831.94175294228,3110430.77172696,30.70567157802713,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7380780.959719574,1.6899999999999995,1.0
5.11,13936.844842366947,787507.9638619081,195712.6752550922,3113464.2659384646,30.72938995634357,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7444942.997825272,1.6813444444444443,1.0
5.12,13941.314029010402,788634.4974516019,195595.99592385633,3116534.2655375907,30.753503375579704,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7509495.924890782,1.6727111111111108,1.0
5.13,13945.625841058652,789762.0167936431,195481.88945700557,3119640.7003522604,30.778011377894742,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7574440.248774964,1.6641000000000001,1.0
5.14,13949.780660332679,790890.521975899,195370.3381977541,3122783.3980020555,30.80291265711644,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7639776.455528874,1.6555111111111116,1.0
5.15,13953.779113792374,792020.0130371316,195261.32769544577,3125962.283920776,30.828206715651028,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7705505.009163764,1.646944444444444,1.0
5.16,13957.621961808363,793150.4899811309,195154.84507809987,3129177.3317385255,30.853893453467524,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7771626.351419526,1.6384,1.0
5.17,13961.309860450987,794281.9528067833,195050.87558986648,3132428.4577154703,30.879972293627553,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7838140.901533697,1.6298777777777778,1.0
5.18,13964.843485740348,795414.4014923546,194949.40440087687,3135715.5759206507,30.906442639365416,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7905049.056010897,1.621377777777778,1.0
5.19,13968.22353364632,796547.8359954907,194850.4166072435,3139038.598231982,30.933303874088082,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,7972351.18839291,1.6128999999999996,1.0
5.2,13971.450720088545,797682.2562532166,194753.8972310599,3142397.4343362534,30.960555361375196,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8040047.649029276,1.6044444444444443,1.0
5.21,13974.525780936436,798817.6621819375,194659.83122040087,3145791.991729129,30.988196444979085,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8108138.764848619,1.5960111111111113,1.0
5.22,13977.449472009172,799954.0536774381,194568.20344932223,3149222.1757151466,31.016226448824746,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8176624.839130558,1.5876000000000001,1.0
5.23,13980.222569075702,801091.4306148827,194478.99871786102,3152687.889407719,31.044644677009856,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8245506.151278358,1.579211111111111,1.0
5.24,13982.845867854741,802229.7928488152,194392.20175203544,3156189.033729133,31.073450413804753,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8314782.956592311,1.570844444444444,1.0
5.25,13985.320184014778,803369.1402131595,194307.79720384488,3159725.50741055,31.102642923652468,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8384455.486043912,1.5625,1.0
5.26,13987.646353174066,804509.4725212188,194225.76965126977,3163297.2069920055,31.132221451168693,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8454523.946050847,1.554177777777778,1.0
5.2700000000000005,13989.825203597116,805650.7893928272,194146.10437331253,3166903.9999688985,31.162183919917396,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8524988.518252812,1.5458777777777775,1.0
5.28,13991.85760799134,806793.0905822556,194068.785879692,3170545.7757349457,31.192529400922815,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8595849.359288214,1.5376,1.0
5.29,13993.744477240647,807936.3759385423,193993.79808872155,3174222.4394190777,31.223257814027793,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8667106.600571869,1.5293444444444442,1.0
5.3,13995.486725070643,809080.6451817995,193921.1253303279,3177933.877132985,31.254368243914847,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8738760.348073553,1.5211111111111113,1.0
5.3100000000000005,13997.085285078478,810225.8980110241,193850.75186263915,3181679.972720299,31.285859751711335,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8810810.682097673,1.5128999999999995,1.0
5.32,13998.541110732851,811372.1341040973,193782.66187198512,3185460.6077565937,31.31773137498946,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8883257.65706385,1.5047111111111109,1.0
5.33,13999.855175374008,812519.3531177848,193716.839472897,3189275.6615493884,31.349982127766268,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,8956101.301288702,1.4965444444444447,1.0
5.34,14001.028472213746,813667.5546877373,193653.26870810767,3193125.011138142,31.382611000503655,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9029341.616768675,1.4884,1.0
5.3500000000000005,14002.062014335406,814816.7384284892,193591.9335485514,3197008.531294259,31.415616960108355,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9102978.578964006,1.4802777777777776,1.0
5.36,14002.95683469388,815966.9039334598,193532.81789336412,3200926.0945210834,31.44899894993195,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9177012.136583945,1.4721777777777774,1.0
5.37,14003.713986115603,817118.050774953,193475.90556988327,3204877.571053905,31.482755889770864,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9251442.211373147,1.4641,1.0
5.38,14004.334541298562,818270.1785041568,193421.18033364776,3208862.8288599546,31.51688667586637,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9326268.697899386,1.4560444444444447,1.0
5.39,14004.819592812291,819423.2866511442,193368.62586839817,3212881.7336384063,31.551390180904576,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9401491.463342529,1.4480111111111111,1.0
5.4,14005.169134325984,820577.3756786197,193318.22298001865,3216934.0606185975,31.58626552747524,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9477110.34728487,1.44,1.0
5.41,14005.38406213909,821732.4452756252,193269.95461669427,3221019.6523567713,31.621511598842314,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9553125.16150287,1.432011111111111,1.0
5.42,14005.46624756239,822888.4942958348,193223.80605045403,3225138.42444246,31.657127021252013,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9629535.689760292,1.4240444444444444,1.0
5.43,14005.416789338959,824045.5222473581,193179.76049396477,3229290.2277227826,31.69311059108946,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9706341.68760283,1.4161000000000004,1.0
5.44,14005.2368026889,825203.5286200827,193137.80107958097,3233474.910509186,31.72946108201436,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9783542.88215422,1.4081777777777775,1.0
5.45,14004.927419309344,826362.5128856741,193097.91085934453,3237692.318577438,31.766177244960947,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9861138.971913878,1.4002777777777777,1.0
5.46,14004.489787374443,827522.4744975771,193060.072804985,3241942.295167636,31.803257808138035,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,9939129.62655617,1.3923999999999999,1.0
5.47,14003.925071535383,828683.4128910138,193024.26980791937,3246224.6809842004,31.840701477028997,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10017514.48673124,1.3845444444444446,1.0
5.48,14003.234452920367,829845.3274829854,192990.4846792523,3250539.3141958774,31.878506934391755,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10096293.163867574,1.3767111111111106,1.0
5.49,14002.419129134632,831008.2176722707,192958.70014977583,3254886.0304357386,31.916672840258798,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10175465.239976153,1.3688999999999998,1.0
5.5,14001.480314260438,832172.0828394273,192928.89886996968,3259264.662801181,31.95519783193717,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10255030.267456489,1.3611111111111114,1.0
5.51,14000.419238857074,833336.9223467909,192901.06341000105,3263675.0418539266,31.994080524008474,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10334987.76890432,1.3533444444444445,1.0
5.5200000000000005,13999.23714996085,834502.7355384756,192875.17625972466,3268116.9956200235,32.03331950832889,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10415337.236921161,1.3456,1.0
5.53,13997.934938246597,835669.5219815803,192851.22209474043,3272590.350162642,32.07291208385347,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10496078.13392575,1.3378777777777775,1.0
5.54,13996.513760120284,836837.2810637282,192829.1839954059,3277094.928626344,32.11285637596371,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10577209.89196734,1.3301777777777777,1.0
5.55,13994.97518420679,838006.0118982968,192809.04255650536,3281630.5510120345,32.153151835517825,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10658731.912540961,1.3225000000000002,1.0
5.5600000000000005,13993.320497533261,839175.7137732806,192790.78010416502,3286197.0352428798,32.19379687517601,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10740643.566404674,1.314844444444444,1.0
5.57,13991.55100240217,840346.3859592293,192774.37889150248,3290794.1967082163,32.23478988077907,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10822944.193398755,1.307211111111111,1.0
5.58,13989.66801639131,841518.027709249,192759.82109862662,3295421.8482635533,32.27612921134844,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10905633.102267079,1.2995999999999999,1.0
5.59,13987.672872353805,842690.6382590011,192747.08883263764,3300079.800230572,32.31781319908621,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,10988709.570480466,1.2920111111111112,1.0
5.6000000000000005,13985.566918418097,843864.2168267029,192736.16412762704,3304767.8603971247,32.3598401493751,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11072172.84406226,1.2844444444444438,1.0
5.61,13983.351517987952,845038.7626131274,192727.02894467762,3309485.834017234,32.40220834077845,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11156022.137415996,1.2768999999999997,1.0
5.62,13981.028049742466,846214.2748016032,192719.66517186354,3314233.523811096,32.44491602504025,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11240256.63315539,1.269377777777778,1.0
5.63,13978.59790763605,847390.7525580149,192714.0546242502,3319010.729965077,32.4879614270851,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11324875.481936507,1.2618777777777777,1.0
5.64,13976.062500898448,848568.1950308029,192710.17904389437,3323817.2501317146,32.53134274501826,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11409877.802292205,1.2544000000000002,1.0
5.65,13973.423254034718,849746.6013509629,192708.0200998441,3328652.87942972,32.57505815012561,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11495262.680469027,1.246944444444444,1.0
5.66,13970.680399632509,850925.9717378198,192707.5580434546,3333517.368110107,32.619106207718254,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11581029.170266308,1.239511111111111,1.0
5.67,13967.834829268273,852106.3058036208,192708.77377010058,3338410.486463823,32.663485231880244,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11667176.292877859,1.2321000000000002,1.0
5.68,13964.889012622192,853287.6017116382,192711.64984297263,3343332.0570532945,32.70819296505201,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11753703.036735987,1.224711111111111,1.0
5.69,13961.84434598302,854469.8586049045,192716.16753959373,3348281.8617297257,32.75322750237935,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11840608.357358038,1.2173444444444443,1.0
5.7,13958.70223676764,855653.075612807,192722.30805985868,3353259.679665057,32.79858691363449,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,11927891.177195497,1.2099999999999997,1.0
5.71,13955.464103521075,856837.2518510871,192730.05252603404,3358265.287351968,32.844269243216026,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12015550.385485629,1.2026777777777777,1.0
5.72,13952.131375916486,858022.3864218415,192739.38198275812,3363298.4586038766,32.89027251014898,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12103584.83810575,1.195377777777778,1.0
5.73,13948.705494755166,859208.4784135206,192750.2773970411,3368358.964554937,32.936594708084776,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12191993.357430136,1.1880999999999997,1.0
5.74,13945.18791196655,860395.5269009296,192762.7196582649,3373446.573660042,32.983233805301225,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12280774.732189575,1.1808444444444444,1.0
5.75,13941.580090608206,861583.5309452285,192776.68957818317,3378561.0516948225,33.030187744702545,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12369927.717333753,1.173611111111111,1.0
5.76,13937.88350486584,862772.4895939314,192792.16789092147,3383702.161755647,33.077454443819356,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12459451.033896282,1.1664,1.0
5.7700000000000005,13934.099640053295,863962.401880907,192809.13525297705,3388869.664259623,33.125031794808706,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12549343.368862629,1.1592111111111105,1.0
5.78,13930.229992612549,865153.2668263785,192827.57224321898,3394063.3169445926,33.17291766445399,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12639603.375040758,1.1520444444444442,1.0
5.79,13926.27528720466,866345.08414438,192847.46209690016,3399282.875061705,33.221109036526656,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12730229.67093483,1.1449,1.0
5.8,13922.236557311742,867537.8532662974,192868.78693206602,3404528.091109624,33.269603195532476,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12821220.84062165,1.1377777777777778,1.0
5.8100000000000005,13918.116067510107,868731.5725074789,192891.5245288664,3409798.7146076886,33.31839873701654,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,12912575.43363015,1.1306777777777777,1.0
5.82,13913.915296865807,869926.2408894897,192915.65537177946,3415094.492591915,33.36749335847209,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13004291.964823835,1.1235999999999997,1.0
5.83,13909.635732695382,871121.8574228499,192941.15987770417,3420415.169419768,33.416884728866464,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13096368.914286278,1.1165444444444443,1.0
5.84,13905.278870565882,872318.4211070344,192968.01839596045,3425760.486770155,33.466570488641096,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13188804.727209661,1.1095111111111113,1.0
5.8500000000000005,13900.846214294848,873515.9309304731,192996.21120828894,3431130.183643433,33.516548249711526,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13281597.813786432,1.1024999999999996,1.0
5.86,13896.339275950328,874714.3858705503,193025.7185288512,3436523.9963614005,33.56681559546734,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13374746.549104024,1.095511111111111,1.0
5.87,13891.75957585086,875913.7848936054,193056.5205042296,3441941.6585673043,33.61737008077226,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13468249.273042914,1.0885444444444443,1.0
5.88,13887.108642565487,877114.1269549326,193088.59721342733,3447382.9012258365,33.66820923196409,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13562104.290177688,1.0816000000000001,1.0
5.89,13882.388012913749,878315.4109987807,193121.9286678685,3452847.4526231335,33.71933054685471,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13656309.86968151,1.074677777777778,1.0
5.9,13877.599231965687,879517.6359583538,193156.49481139798,3458335.03836678,33.7707314947301,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13750864.245233787,1.0677777777777775,1.0
5.91,13872.743853041839,880720.8007558101,193192.2755202815,3463845.3813858028,33.82240951635033,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13845765.614931148,1.0609,1.0
5.92,13867.822827894497,881924.9048581867,193229.25203763723,3469378.2266109767,33.874362341471034,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,13941012.141201848,1.0540444444444443,1.0
5.93,13862.837242048228,883129.9476070474,193267.4052437486,3474933.311214462,33.92658760596501,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14036601.950723454,1.0472111111111113,1.0
5.94,13857.789322802357,884335.9272995658,193306.71328501447,3480510.3238144014,33.97908232697387,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14132533.13434406,1.0403999999999995,1.0
5.95,13852.680604753745,885542.8428608738,193347.1558890544,3486108.978719022,34.03184385808663,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14228803.747006804,1.033611111111111,1.0
5.96,13847.51262834127,886750.693207254,193388.7127215741,3491728.987655474,34.084869525620505,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14325411.807678064,1.0268444444444447,1.0
5.97,13842.286939845832,887959.4772461394,193431.3633863654,3497370.0597698265,34.138156628620834,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14422355.299279023,1.0201,1.0
5.98,13837.005091390347,889169.1938761134,193475.08742530635,3503031.9016270703,34.19170243886109,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14519632.16862083,1.0133777777777777,1.0
5.99,13831.668640939752,890379.8419869095,193519.86431836095,3508714.217211115,34.245504200842895,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14617240.326343386,1.0066777777777776,1.0
6.0,13826.279152301,891591.4204594122,193565.67348357948,3514416.707924792,34.29955913179601,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14715177.646857694,1.0,1.0
6.01,13820.838195123068,892803.9281656559,193612.49427709827,3520139.072589854,34.353864421678345,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14813441.968291905,0.9933444444444445,1.0
6.0200000000000005,13815.347344896947,894017.3639688261,193660.30599313986,3525881.007446972,34.40841723317597,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,14912031.092441022,0.9867111111111108,1.0
6.03,13809.808182955652,895231.726723258,193709.08786401286,3531642.2061557393,34.46321470170305,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,15010942.784720298,0.9800999999999997,1.0
6.04,13804.222296474212,896447.0152744376,193758.819060112,3537422.359794669,34.51825393540194,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,15110174.774122432,0.9735111111111112,1.0
6.05,13798.590262069369,897663.2294445146,193809.48202149503,3543221.158812137,34.573531870945494,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,15209724.753178518,0.9669444444444446,1.0
