Time,x,y,y0,beta_x,psi,alpha_x,beta_y,alpha_y,alpha_0,k,alpha_k,compartment,R1,R2,R3,R4,R5,R6
0.0,0.0,0.8,0.1,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.0,0.0,0.08000000000000002,0.6400000000000001
0.01,0.00019949498424429068,0.79441916531906,0.09920526282374154,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8995826315976317,0.00021944448266871978,0.07936421025899323,0.635535332255248
0.02,0.00020374230225181814,0.7888764928440387,0.0984169956938087,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8995677250412291,0.00022411653247699997,0.07873359655504697,0.631101194275231
0.03,0.00020814292523858714,0.7833717291717791,0.09763505691639451,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8995519897973312,0.00022895721776244586,0.07810804553311562,0.6266973833374233
0.04,0.00021270517566496206,0.7779046225352899,0.09685939781018012,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8995354053851724,0.00023397569323145828,0.0774875182481441,0.622323698028232
0.05,0.00021743799777142387,0.7724749229661565,0.0960899702303637,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8995179625247053,0.0002391817975485663,0.07687197618429097,0.6179799383729252
0.06,0.00022235083383684675,0.7670823817419709,0.09532672640805599,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.899499432937577,0.0002445859172205314,0.0762613811264448,0.6136659053935767
0.07,0.00022745398021916334,0.7617267517456849,0.09456961906358416,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.899479763213191,0.0002501993782410797,0.07565569525086734,0.609381401396548
0.08,0.0002327586184618248,0.7564077875884917,0.09381860145228194,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.899458998716223,0.0002560344803080073,0.07505488116182556,0.6051262300707934
0.09,0.00023827670925772907,0.7511252454129347,0.09307362731248396,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8994370572753971,0.000262104380183502,0.07445890184998717,0.6009001963303477
0.1,0.00024402106154766852,0.7458788828268653,0.09233465085000021,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8994137310163132,0.0002684231677024354,0.07386772068000018,0.5967031062614923
0.11,0.0002500056095303218,0.7406684591960403,0.09160162684092568,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8993888947792779,0.000275006170483354,0.07328130147274055,0.5925347673568323
0.12,0.00025624547564415763,0.7354937354352926,0.09087451057819909,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8993624436619833,0.0002818700232085734,0.07269960846255928,0.5883949883482341
0.13,0.00026275707556833974,0.7303544740042418,0.09015325788221513,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8993342699347917,0.00028903278312517375,0.07212260630577211,0.5842835792033935
0.14,0.00026955857478322095,0.7252504385091948,0.08943782497776477,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8993045472052872,0.0002965144322615431,0.07155025998221182,0.5802003508073559
0.15,0.0002766693633025157,0.7201813949855994,0.08872816895569498,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8992730777258024,0.00030433629963276727,0.07098253516455598,0.5761451159884795
0.16,0.0002841094574796577,0.7151471106958146,0.0880242473611274,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8992387228652865,0.00031252040322762354,0.07041939788890193,0.5721176885566517
0.17,0.0002919028539864167,0.7101473533159397,0.08732601791035277,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8992020931409529,0.0003210931393850584,0.06986081432828221,0.5681178826527518
0.18,0.0003000749544120313,0.7051818933363452,0.08663343941146,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8991630635072845,0.00033008244985323446,0.069306751529168,0.5641455146690761
0.19,0.00030865279409413927,0.7002505024151957,0.085946471159399,0.9,1.0,0.0,1.1,0.8,0.8,0.0001,1.7,1.0,0.9,0.0,0.8991208951504803,0.0003395180735035532,0.0687571769275192,0.5602004019321566
