value_component_environment_variable_time,value_component_membrane_variable_Cm,value_component_membrane_variable_V,value_component_Ca_current_variable_Vm,value_component_Ca_current_variable_VCa,value_component_Ca_current_variable_gCa,value_component_Ca_current_variable_minf,value_component_Ca_current_variable_sm,value_component_Ca_current_variable_ICa,value_component_rapid_K_current_variable_IK,value_component_rapid_K_current_variable_VK,value_component_rapid_K_current_variable_gK,value_component_rapid_K_current_variable_n,value_component_rapid_K_current_variable_lambda,value_component_rapid_K_current_variable_tnbar,value_component_rapid_K_current_variable_Vn,value_component_rapid_K_current_variable_sn,value_component_rapid_K_current_variable_taun,value_component_rapid_K_current_variable_ninf,value_component_slow_K_current_variable_Is1,value_component_slow_K_current_variable_gs1,value_component_slow_K_current_variable_s1,value_component_slow_K_current_variable_s1inf,value_component_slow_K_current_variable_Vs1,value_component_slow_K_current_variable_ss1,value_component_slow_K_current_variable_taus1,value_component_very_slow_K_current_variable_Vs2,value_component_very_slow_K_current_variable_s2,value_component_very_slow_K_current_variable_s2inf,value_component_very_slow_K_current_variable_ss2,value_component_very_slow_K_current_variable_gs2,value_component_very_slow_K_current_variable_taus2,value_component_very_slow_K_current_variable_Is2,value_component_leak_current_variable_Il,value_component_leak_current_variable_gl,value_component_leak_current_variable_Vl
0.0,4524.0,-43.0,-22.0,100.0,280.0,0.057324175898868755,7.5,-2295.2600029907053,1443.0,-80.0,1300.0,0.03,1.1,9.09,-9.0,10.0,8.796434225891083,0.032295464698450516,74.0,20.0,0.1,0.0024726231566347743,-40.0,0.5,1000.0,-42.0,0.434,0.07585818002124355,0.4,32.0,120000.0,513.856,-75.0,25.0,-40.0
0.1,4524.0,-42.99249551363093,-22.0,100.0,280.0,0.05737827029437414,7.5,-2297.305376141495,1444.66990679373,-80.0,1300.0,0.03002862687206598,1.1,9.09,-9.0,10.0,8.796220959897994,0.03231892630385101,74.00779484927827,20.0,0.09999025316140604,0.0025099207422353107,-40.0,0.5,1000.0,-42.0,0.43399970294006845,0.07718392157539956,0.4,32.0,120000.0,513.9598705163977,-74.8123878407732,25.0,-40.0
0.2,4524.0,-42.984989164021194,-22.0,100.0,280.0,0.0574324260750677,7.5,-2299.352949601961,1446.337382198129,-80.0,1300.0,0.03005719009526973,1.1,9.09,-9.0,10.0,8.796007491145929,0.0323424102149694,74.0155941184327,20.0,0.09998051121261474,0.0025477889658656943,-40.0,0.5,1000.0,-42.0,0.4339994070361115,0.078531200766247,0.4,32.0,120000.0,514.0637681360014,-74.62472910052983,25.0,-40.0
0.30000000000000004,4524.0,-42.97748159675099,-22.0,100.0,280.0,0.05748663864947586,7.5,-2301.402549478062,1448.0034607166917,-80.0,1300.0,0.03008571172290019,1.1,9.09,-9.0,10.0,8.795793837804208,0.03236591443298052,74.02339526329696,20.0,0.0999707724593917,0.002586233323913556,-40.0,0.5,1000.0,-42.0,0.4339991118876033,0.07990018490310022,0.4,32.0,120000.0,514.1676834192806,-74.43703991877477,25.0,-40.0
0.4,4524.0,-42.96997256098194,-22.0,100.0,280.0,0.05754090989136657,7.5,-2303.4542463247317,1449.6679197530013,-80.0,1300.0,0.030114186949420755,1.1,9.09,-9.0,10.0,8.79557999255605,0.03238943976281072,74.0311991509425,20.0,0.09996103739439413,0.0026252639438477596,-40.0,0.5,1000.0,-42.0,0.4339988176153605,0.08129120253297822,0.4,32.0,120000.0,514.2716199935422,-74.24931402454843,25.0,-40.0
0.5,4524.0,-42.962461066801296,-22.0,100.0,280.0,0.057595247029728985,7.5,-2305.508313113721,1451.3298837762215,-80.0,1300.0,0.030142596810180892,1.1,9.09,-9.0,10.0,8.7953659269946,0.03241298932952689,74.03900920122491,20.0,0.0999513079618525,0.0026648950957044136,-40.0,0.5,1000.0,-42.0,0.4339985246961751,0.08270472650931902,0.4,32.0,120000.0,514.3755921723323,-74.0615266700324,25.0,-40.0
0.6000000000000001,4524.0,-42.95494774380585,-22.0,100.0,280.0,0.05764964558812852,7.5,-2307.564580299955,1452.9899073264376,-80.0,1300.0,0.030170953366933807,1.1,9.09,-9.0,10.0,8.795151658835568,0.032436561184206,74.04682324062485,20.0,0.09994158292521209,0.0027051327668804388,-40.0,0.5,1000.0,-42.0,0.43399823282680144,0.08414093065523831,0.4,32.0,120000.0,514.4795908532727,-73.87369359514634,25.0,-40.0
0.7000000000000001,4524.0,-42.94743259199563,-22.0,100.0,280.0,0.05770410563857811,7.5,-2309.623050294571,1454.6479890439857,-80.0,1300.0,0.030199256619679492,1.1,9.09,-9.0,10.0,8.794937187870833,0.032460155349743385,74.05464127005683,20.0,0.0999318622844729,0.0027459863364102566,-40.0,0.5,1000.0,-42.0,0.43399794200723946,0.08560010561676314,0.4,32.0,120000.0,514.5836160370692,-73.68581479989072,25.0,-40.0
0.8,4524.0,-42.93991491196356,-22.0,100.0,280.0,0.05775863232830751,7.5,-2311.683917323106,1456.3040214360544,-80.0,1300.0,0.030227503795039783,1.1,9.09,-9.0,10.0,8.794722493910989,0.03248377404719595,74.06246536189774,20.0,0.09992214694861322,0.0027874692173182085,-40.0,0.5,1000.0,-42.0,0.433997652476415,0.08708268205083781,0.4,32.0,120000.0,514.6876777210882,-73.49787279908907,25.0,-40.0
0.9,4524.0,-42.9323948451381,-22.0,100.0,280.0,0.05781322471583133,7.5,-2313.7471454590923,1457.9580245985678,-80.0,1300.0,0.030255695453824828,1.1,9.09,-9.0,10.0,8.794507580748562,0.032507416859344156,74.07029509819223,20.0,0.0999124367338268,0.0028295904599571985,-40.0,0.5,1000.0,-42.0,0.4339973641860143,0.08858893047000974,0.4,32.0,120000.0,514.7917738847354,-73.30987112845247,25.0,-40.0
