H2_1_task1,_1_task1
1.0,0.0
0.9407327179774359,3.0
0.8734947037992647,6.0
0.8057143116043296,9.0
0.7406699125367389,12.0
0.679677821729535,15.0
0.6231369755784893,18.0
0.5710268770007888,21.0
0.5231441621102765,24.0
0.47921427017377277,27.0
0.4389434920886487,30.0
0.40204261478004616,33.0
0.3682370832276053,36.0
0.337270809650755,39.0
0.3089070322387348,42.0
0.2829278435307885,45.0
0.2591331566169917,48.0
0.23733947038707073,51.0
0.21737860090924888,54.0
0.19909645362180795,57.0
0.18235186727465238,60.0
0.16701554002246802,63.0
0.15296903862772454,66.0
0.14010388754121358,69.0
0.12832073294389884,72.0
0.11752857630617473,75.0
0.10764407202898592,78.0
0.09859088397536359,81.0
0.09029909601059624,84.0
0.08270467243445424,87.0
0.07574896237147698,90.0
0.06937824821609796,93.0
0.06354333009603774,96.0
0.05819914603366812,99.0
0.05330442389148826,102.0
0.04882136236778165,105.0
0.04471533952573964,108.0
0.04095464595271524,111.0
0.03751023760851579,114.0
0.03435551415665725,117.0
0.03146611232344931,120.0
0.028819717232794043,123.0
0.02639589260108776,126.0
0.024175919343363935,129.0
0.02214265199918157,132.0
0.020280389412335082,135.0
0.01857474821323216,138.0
0.017012556391091456,141.0
0.015581749648626415,144.0
0.014271277851440382,147.0
0.013071020771257866,150.0
0.011971708814083062,153.0
0.010964852344181198,156.0
0.010042675534242238,159.0
0.009198056658988039,162.0
0.008424472581285815,165.0
0.007715949353162587,168.0
0.00706701484493299,171.0
0.0064726576171399005,174.0
0.0059282877881551505,177.0
0.005429701078790064,180.0
0.004973046990170463,183.0
0.004554798880772258,186.0
0.004171726674811174,189.0
0.003820872015909387,192.0
0.0034995251514145604,195.0
0.003205204640923355,198.0
0.002935637465291348,201.0
0.0026887414676365507,204.0
0.0024626102444058524,207.0
0.002255497313363261,210.0
0.002065803202319192,213.0
0.0018920629694421066,216.0
0.0017329347722147511,219.0
0.001587189795915478,222.0
0.001453702450599147,225.0
0.0013314417124080948,228.0
0.0012194634951998749,231.0
0.0011169029623605657,234.0
0.0010229680785611738,237.0
0.0009369333765918058,240.0
0.0008581344437571757,243.0
0.0007859627690970615,246.0
0.0007198609306037408,249.0
0.0006593184977383304,252.0
0.0006038678461312407,255.0
0.0005530807466008431,258.0
0.0005065650003328873,261.0
0.0004639613768606861,264.0
0.0004249408287033784,267.0
0.00038920202769771446,270.0
0.00035646896917599074,273.0
0.0003264888615778415,276.0
0.00029903017044198246,279.0
0.00027388083830744354,282.0
0.0002508466414172653,285.0
0.00022974968885868563,288.0
0.00021042705384612776,291.0
0.00019272951012960977,294.0
0.000176520382017604,297.0
0.0001616744886391816,300.0
0.00014807718104669677,303.0
0.00013562344828183296,306.0
0.0001242171111807733,309.0
0.00011377008134926873,312.0
0.00010420167779982411,315.0
9.543800534705025e-05,318.0
8.74113836604545e-05,321.0
8.00598251539595e-05,324.0
7.33265532359791e-05,327.0
6.715957022913569e-05,330.0
6.151125068733703e-05,333.0
5.6337969995974086e-05,336.0
5.159978103953998e-05,339.0
4.7260085368068746e-05,342.0
4.328537078812678e-05,345.0
3.9644940889240375e-05,348.0
3.631068320584253e-05,351.0
3.3256848398629976e-05,354.0
3.0459848710413577e-05,357.0
