_1_task1,x_1_task1,y_2_task1
0.0,0.3,0.8
0.1,0.37563686345921476,0.7948433816790246
0.2,0.466969677318354,0.7850311448682666
0.3,0.5755024564657646,0.7698699920511166
0.4,0.7021477107784951,0.7487724856752191
0.5,0.8469856937162507,0.7213534146430082
0.6,1.009085864969312,0.6875280930293591
0.7,1.1864394347125373,0.6475916382303188
0.8,1.3760339317842867,0.6022559947067102
0.9,1.5740674922573572,0.5526285681198798
1.0,1.776270847968408,0.5001281012459421
1.1,1.9782798922129077,0.44635034357260195
1.2,2.1759944619014546,0.39290927507733825
1.3,2.365868458872627,0.34128479165520936
1.4,2.5450977336697327,0.2927036644906916
1.5,2.7116978257553614,0.2480692879374481
1.6,2.8644842002703315,0.20794271658105376
1.7,3.0029821290393026,0.1725662635680098
1.8,3.1272960053299044,0.14191555574179548
1.9,3.237965337546677,0.11576488039380263
2.0,3.3358274846900073,0.09375330953744813
2.1,3.4218984319505292,0.07544370490358351
2.2,3.4972782129497957,0.060369680500024725
2.3,3.5630802565917676,0.04807010397874155
2.4,3.6203826020590752,0.03811188655896211
2.5,3.670196871766474,0.030103265274557544
2.6,3.713451037786045,0.023699805591468594
2.7,3.7509820771852236,0.018605376046780486
2.8,3.783535417767583,0.014569874786729005
2.9,3.8117686889404276,0.011385114767692576
3.0,3.83625798439466,0.008879848245969341
3.1,3.857505366848124,0.00691459092557264
3.2,3.875946756949282,0.00537665939883052
3.3,3.891959670850396,0.004175647096448759
3.4,3.9058704957609565,0.0032394388914881926
3.5,3.9179611314283407,0.0025107929147619086
3.6,3.9284749396468324,0.0019444621904237474
3.7,3.937621997884593,0.0015048081134579816
3.8,3.945583692237407,0.0011638454257947705
3.9,3.9525167046982785,0.0008996558128162357
4.0,3.9585564567944376,0.0006951112021238183
4.1,3.9638200744560246,0.0005368524933696813
4.2,3.9684089341848248,0.0004144776361134381
4.3,3.9724108477304982,0.0003198986080553421
4.4,3.975901934951414,0.000246834523129513
4.5,3.978948229875508,0.00019041304269403335
4.6,3.981607058118061,0.00014685805955994835
4.7,3.983928219302792,0.00011324539008409388
4.8,3.985955002772714,8.731218419865558e-05
4.9,3.98772506112168,6.73084200876708e-05
5.0,3.98927116219735,5.1881405138957586e-05
5.1,3.990621837252545,3.998604304499818e-05
5.2,3.9918019401795193,3.081521888660712e-05
5.3,3.992833130597917,2.374582374259194e-05
5.4,3.993734291589441,1.8296952839787153e-05
5.5,3.9945218912960536,1.4097550834539664e-05
5.6,3.9952102962226888,1.086138744771012e-05
5.7,3.995812042946643,8.367709639481455e-06
5.8,3.9963380739420096,6.446293961689216e-06
5.9,3.9967979424202045,4.965901074192695e-06
6.0,3.997199990384361,3.825361052582763e-06
6.1,3.997551503496207,2.946693118054754e-06
6.2,3.9978588458540076,2.2697968633779664e-06
6.3,3.998127577351436,1.7483564946213578e-06
6.4,3.9983625559159113,1.3466819600690272e-06
6.5,3.998568026612351,1.0372731590732041e-06
6.6,3.998747699330572,7.98941841237161e-07
6.7,3.998904816542661,6.15363709140599e-07
6.8,3.9990422124168856,4.739624540882483e-07
6.9,3.9991623644054513,3.650496523277182e-07
7.0,3.9992674382760747,2.811618475102047e-07
7.1,3.9993593274282913,2.1654976910532725e-07
7.2,3.9994396872265927,1.6678478137905102e-07
7.3,3.9995099649905455,1.2845545456539325e-07
7.4,3.999571426186117,9.893419905350282e-08
7.5,3.999625177313144,7.619712551130963e-08
7.6,3.9996721859056503,5.868527670953241e-08
7.7,3.999713298005901,4.519791757036098e-08
7.8,3.9997492534393384,3.481016378209852e-08
7.9,3.999780699156335,2.6809767349276466e-08
8.0,3.9998082009098,2.0648049561927196e-08
8.1,3.9998322534493065,1.5902452947324806e-08
8.2,3.9998532894398475,1.2247535152723456e-08
8.3,3.999871687257409,9.43262177663061e-09
8.4,3.9998877778044215,7.264661927033482e-09
8.5,3.999901850468915,5.59495878540983e-09
8.6,3.9999141583208626,4.309072926827541e-09
8.7,3.9999249227074705,3.3187333677522757e-09
8.8,3.9999343372099196,2.5559677856457594e-09
8.9,3.999942571118613,1.968512745851162e-09
9.0,3.999949772490609,1.5160750592118955e-09
9.1,3.9999560708036648,1.1676369778088359e-09
9.2,3.9999615793111194,8.99280807479285e-10
9.3,3.999966397065203,6.925829084559498e-10
9.4,3.999970610689553,5.333857104511323e-10
9.5,3.9999742959426716,4.107854701586969e-10
9.6,3.9999775190771873,3.1636787092536466e-10
9.7,3.999980338042532,2.4364791946523866e-10
9.8,3.9999828035255547,1.8764317636151552e-10
9.9,3.9999849598465214,1.44516348489939e-10
10.0,3.999986845765183,1.1130767619288843e-10
