Time,x,y,u,ystar,R,phi_1,phi_2,delta,nu_1,sigma_1,sigma_2,nu_2,nu_3,myu_1,rho,myu_2,gamma,compartment,x_logistic_growth,x_proliferation,x_immune_inactivation,y_logistic_growth,y_tumour_lysis,u_production,u_decay,ystar_formation,ystar_decay
0.0,0.3,0.8,1e-06,0.1,0.8,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,0.3717945,0.3126,0.0005232,0.144,0.174696,72.0,1e-06,0.024,0.024
0.1,0.37563686345921476,0.7948433816790246,7.67891954883606,0.10028263896690112,0.7693054778084091,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,0.4560158019968407,0.3766122980568507,0.000650887995140789,0.14368661429386523,0.21733090443255976,89.57174245056729,7.67891954883606,0.02985724748352243,0.02406783335205627
0.2,0.466969677318354,0.7850311448682666,16.437286329112638,0.10118450578173781,0.7417327780144491,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,0.5526065490609469,0.445421108450042,0.0007991569140807036,0.14306825869850276,0.26683776044006613,109.97572212119775,16.437286329112638,0.03665857404039925,0.02428428138761707
0.3,0.5755024564657646,0.7698699920511166,26.430444634842615,0.1027802960895199,0.7177898567861882,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,0.6601217203983281,0.5158326722363074,0.0009658753160546379,0.14205602691621702,0.3225048819065004,132.91862147540888,26.430444634842615,0.04430620715846963,0.024667271061484773
0.4,0.7021477107784951,0.7487724856752191,37.75309964941062,0.10512714265789848,0.6976041798293601,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,0.7756033318746692,0.5836229898811344,0.0011461325730294976,0.1405327104069288,0.38269261463677584,157.7246660132336,37.75309964941062,0.05257488867107787,0.025230514237895633
0.5,0.8469856937162507,0.7213534146430082,50.406136142165685,0.10825156008822785,0.6809777701034446,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,0.8945034052837012,0.6439681049964798,0.001331927728648868,0.1383534120703333,0.44472944664381237,183.29280669479834,50.406136142165685,0.06109760223159945,0.025980374421174682
0.6,1.009085864969312,0.6875280930293591,64.26607567217918,0.11213650192477283,0.6675111254451509,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,1.0109089698349387,0.6921061426400478,0.001512429239370607,0.13535419610311966,0.5049987354760846,208.13246413356973,64.26607567217918,0.06937748804452325,0.02691276046194548
0.7,1.1864394347125373,0.6475916382303188,79.06551937743242,0.11671149947567966,0.6567284144701825,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,1.118103028253733,0.724084884445806,0.001674955600666669,0.13137125198322142,0.5592661384060864,230.49847715596363,79.06551937743242,0.07683282571865455,0.028010759874163117
0.8,1.3760339317842867,0.6022559947067102,94.3930528103674,0.12184910881704518,0.6481638370294887,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,1.2093926924973815,0.7374014221976877,0.0018066198118545098,0.1262699559379877,0.603228697728852,248.61740530107932,94.3930528103674,0.0828724684336931,0.029243786116090843
0.9,1.5740674922573572,0.5526285681198798,109.71734880801547,0.1273698045886544,0.6414064321215647,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,1.279033873039159,0.7313683636872971,0.0018963267683271088,0.11997882029062963,0.6331817681950929,260.96239931107,109.71734880801547,0.08698746643702333,0.030568753101277057
1.0,1.776270847968408,0.5001281012459421,124.43487363985592,0.1330557217314686,0.6361134861935386,1.3398,0.25,3.0218,0.00218,0.3,0.5,0.7279,300.0,1.0,0.1,0.24,2.02,1.0,1.323034167024634,0.7071295278062215,0.0019366312669546516,0.11251921272540193,0.6466394033102252,266.5088899478878,124.43487363985592,0.08883629664929595,0.03193337321555246
