Time,Z,Y,Wt,W_star,v0,Vm2,n,Kp,Vm3,m,Kr,K_A,kf,k,p,vk,vMK,vp,Ka,q,K1,K2,v1_beta,cytosol,store,R0,R1,R2,R3,Rf,R_eff,Protein_Phosphorylation
0.0,0.15,1.6,1.0,0.0,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.1320754716981132,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,1.430317848410758,0.1504409801229855,1.6,1.5,1.1208668036614982
0.01,0.17230395382522676,1.5985344256078051,1.0,0.005859629024321569,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.2895535597931143,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,1.874122248560226,0.2614860304287173,1.5985344256078051,1.7230395382522676,0.3530406276101572
0.02,0.1896738582247676,1.600029609011158,1.0,0.008679265386653992,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.4103855576746818,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,2.257244205213937,0.3841668801446462,1.600029609011158,1.8967385822476759,0.23468270292151316
0.03,0.20325056985001616,1.6037792129950348,1.0,0.01078322258952076,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.5037493905812296,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,2.5786745268395936,0.5076721760328283,1.6037792129950348,2.0325056985001617,0.19159344797420153
0.04,0.21394513125521508,1.6092040544086073,1.0,0.012573772163234844,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.5766356422708092,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,2.844991327098936,0.6254495217373546,1.6092040544086073,2.1394513125521506,0.1683085491756256
0.05,0.22245606211386987,1.6158572898022616,1.0,0.014172008483226755,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.6342306875736485,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,3.0649606835826217,0.7343415867311788,1.6158572898022616,2.2245606211386986,0.15207406119020273
0.06,0.22930962642296626,1.6234034508552861,1.0,0.015625671557899855,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.6803489366173487,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,3.247144519045447,0.8333856593571298,1.6234034508552861,2.2930962642296624,0.1390345703589807
0.07,0.23490020349707375,1.6315932634072061,1.0,0.016958830883550997,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.7177972578064131,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,3.399025098367952,0.9228598360358972,1.6315932634072061,2.3490020349707375,0.1278388261677546
0.08,0.23952331059591372,1.6402419791840097,1.0,0.018186817169633385,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.7486495527852364,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,3.5268043027931513,1.003649294165334,1.6402419791840097,2.395233105959137,0.11795816265165932
0.09,0.24340159464878486,1.6492120431064183,1.0,0.019321549223625244,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.7744510692387023,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,3.635499125324592,1.0768784415368002,1.6492120431064183,2.4340159464878486,0.10915484512592111
0.1,0.24670367876836805,1.6584005015918455,1.0,0.020373094199524197,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.796361803971449,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,3.72911198930359,1.1437040328414603,1.6584005015918455,2.4670367876836803,0.10130680503188577
0.11,0.24955812128618762,1.6677297232987822,1.0,0.02135059170504421,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.8152598365111072,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,3.810816798887434,1.2052131324575919,1.6677297232987822,2.495581212861876,0.09433194484191804
0.12,0.2520635820518668,1.677140701966244,1.0,0.022262427837525398,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.8318151055502487,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,3.8831248015856277,1.2623789796419003,1.677140701966244,2.520635820518668,0.0881647262268409
0.13,0.2542959058369772,1.6865884560363884,1.0,0.02311636865060165,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.8465402014218335,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,3.9480127029969205,1.316041517887326,1.6865884560363884,2.542959058369772,0.08274306966031264
0.14,0.25631427486284675,1.6960380431821476,1.0,0.02391958331508414,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.8598334536840933,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.007054028822067,1.3669241515436006,1.6960380431821476,2.5631427486284677,0.07800993960256353
0.15,0.258164957608106,1.7054622079161987,1.0,0.024678678521134607,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.8720052032855052,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.061499009145872,1.4156396981141346,1.7054622079161987,2.58164957608106,0.07391032797363334
0.16,0.2598843669423422,1.7148394628809496,1.0,0.025399725408388207,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.8832989530664024,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.112345156204021,1.4627052060122734,1.7148394628809496,2.598843669423422,0.0703915718326284
0.17,0.2615010267051098,1.7241528976615477,1.0,0.0260882733105754,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.8939049754192574,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.1603825961327265,1.5085495317311386,1.7241528976615477,2.6150102670510975,0.06740205336667332
0.18,0.2630375669346329,1.7333889000582448,1.0,0.02674936909631492,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.90397387340956,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.206244647033601,1.5535321237531414,1.7333889000582448,2.6303756693463294,0.06489358621948993
0.19,0.2645123326971111,1.7425361721180097,1.0,0.02738759814764775,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.9136274385077372,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.250450041585697,1.5979617973596185,1.7425361721180097,2.645123326971111,0.06282347181813114
0.2,0.26594021095195186,1.7515852900825164,1.0,0.028007144959826577,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.9229642773834463,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.293423782803569,1.6421035092956926,1.7515852900825164,2.659402109519519,0.06115307322197561
0.21,0.2673331072717554,1.760528463816978,1.0,0.02861183994847302,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.932063086798484,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.335508614013544,1.686180082240369,1.760528463816978,2.673331072717554,0.0598458363512977
0.22,0.2687005841900326,1.7693591278848084,1.0,0.02920516443775675,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.9409869432930353,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.376982129361231,1.7303799182646382,1.7693591278848084,2.6870058419003264,0.05886809635159973
0.23,0.27005055178933407,1.7780714842096763,1.0,0.02979024775904476,1.0,65.0,2.0,1.0,500.0,2.0,2.0,0.9,1.0,10.0,4.0,1.9497878954944918,20.0,2.5,2.5,1.0,0.01,0.01,2.7,1.0,1.0,1.0,2.7,4.4180761656517005,1.7748683084088852,1.7780714842096763,2.700505517893341,0.05819101338414817
