Time,Carrier_Cytosol,Carrier_RanGTP_Cytosol,RanGAP_Cytosol,RanBP1_Cytosol,RanBP1_Carrier_RanGTP_Cytosol,NTF2_Nucleus,RanGDP_Nucleus,RCC1_Nucleus,RanGTP_Nucleus,NTF2_RanGDP_Nucleus,Carrier_Nucleus,RanGDP_Cytosol,Carrier_RanGTP_Nucleus,NTF2_RanGDP_Cytosol,FRanGTP_Cytosol,FCarrier_RanGTP_Cytosol,FRanGDP_Cytosol,FNTF2_RanGDP_Cytosol,FRanBP1_Carrier_RanGTP_Cytosol,FCarrier_RanGTP_Nucleus,FRanGDP_Nucleus,FNTF2_RanGDP_Nucleus,FRanGTP_Nucleus,NTF2_Cytosol,Pipet_Cytosol,RanGTP_Cytosol,RanGAP_Kcat_FRanGTP_dephosphorylation,Vmax_RanGTP_dephosphorylation_FRanGTP_dephosphorylation,RanGAP_Kcat_dephosphorylationF,Vmax_dephosphorylation_dephosphorylationF,RanGAP_Kcat_RanGTP_dephosphorylation,Vmax_RanGTP_dephosphorylation_RanGTP_dephosphorylation,RanGAP_Kcat_dephosphorylation,Vmax_dephosphorylation_dephosphorylation,kinj,start,tau,ar_for_Microinj,Cytosol,EC,Nucleus,Nuc_membrane,PM,Carrier_FRanGTP_binding,FRanGTP_dephosphorylation,dephosphorylationF,FRanGTP_Carrier_binding,NTF2_FRanGDP_Unbinding,RanBP1_bindingF,NTF2_FRanGDP_unbinding,Microinj,FRanGDP_to_FRanGTP,RanGTP_dephosphorylation,RanGTP_Carrier_binding,NTF2_RanGDP_Unbinding,dephosphorylation,RanGDP_to_RanGTP,NTF2_RAN_Nuc_Exchange,NTF2_RanGDP_unbinding,Carrier_RanGTP_binding,NTF2_FRAN_Nuc_Exchange,RanBP1_binding,Carrier_RanGTP_flux,NTF2_flux,NTF2_RanGDP_flux,Carrier_flux,FRanGDP_flux,Carrier_FRanGTP_flux,FNTF2_RanGDP_flux,FRanGTP_flux,RanGDP_flux,RanGTP_flux
0.1,11.895252945046016,0.0018296667885165957,0.5,2.9157724679664336,0.0842266561251092,0.5610144329415206,0.047174687166961674,0.4,0.011799000678434781,0.9264118617564121,10.820201749003719,1.874882042410717,11.569370126654597,1.3617670626835854,0.0,1.3584184866278752e-07,0.8713236139309217,0.12289953513188594,8.759084516521855e-07,0.0010133016063280922,0.0005271602319528807,0.012573705252834784,2.6680055480803998e-05,0.01533340198803867,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,6.110976749535753e-06,0.01137741752182435,1.0287866855776284,3.917043800703578e-05,0.0007596420407783213,0.0,0.00027088302232807594,0.0,0.4890734208616239,-0.529585653065114,0.4913785883434475,0.023695544428878303,0.15511025614221544,-0.13500863515694872,0.0,0.0037640732929560077,0.49137587668837074,-0.49137513993269566,-0.49925926931321624,0.3983189943891196,0.4917989464848331,0.0,-4.303805731420452e-05,0.1009402747893665,-0.0,0.0,-0.0
0.11,11.895248317229948,0.0018296583801020538,0.5,2.915772129400081,0.08422661788769821,0.5610772797871125,0.04708161624348159,0.4,0.011797812502900575,0.9242137028048779,10.81997493869503,1.8848997098881963,11.569306437274037,1.3527117955913988,0.0,1.7794874353942986e-07,0.8612275628802037,0.1319541887258583,1.2527122203222244e-06,0.0013142200589352016,0.0006348632795863964,0.014709017355521391,3.1349099829286176e-05,0.015334015487576933,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,8.7398272383216e-06,0.01331770977959298,0.9907222069386723,5.125944257724212e-05,0.0004704564595609278,0.0,0.00032656338495725876,0.0,0.48846502248159906,-0.4914713545830094,0.49137840180470266,0.023674955372786008,0.15491338881023908,-0.13524140196167816,0.0,0.004395561536683381,0.4913733821586377,-0.4913724348419542,-0.49931620839138674,0.3920452289369434,0.4919005873333811,0.0,-5.58189208858283e-05,0.10727097932390334,-0.0,0.0,-0.0
0.12,11.895242633135636,0.001829647796411887,0.5,2.91577171530382,0.08422655403056739,0.5611687267004358,0.046978945654508275,0.4,0.01179655977740343,0.9218932468913417,10.819717617704152,1.8945444881466442,11.569227467410698,1.344089586473054,0.0,2.27137786373936e-07,0.8515038160721132,0.1405756970364391,1.7306656173405628e-06,0.0016633188055770816,0.0007491522837907264,0.01693802635263216,3.624567169440593e-05,0.015334716297551091,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,1.2074362686831013e-05,0.015338743086915066,0.9543177019837006,6.536286048991412e-05,0.00012457034207171775,0.0,0.0003857721137104666,0.0,0.4878196596551935,-0.4549937423008412,0.4913780902817439,0.023650995909262354,0.15470542606718654,-0.135433428632661,0.0,0.005052419214225595,0.49137025235929055,-0.49136908074717317,-0.49939923461125,0.3862795736878916,0.4920157025586686,0.0,-7.064612428345205e-05,0.11311966079767874,-0.0,0.0,-0.0
0.13,11.895235762926577,0.0018296349059529356,0.5,2.9157712178010744,0.0842264593872923,0.5612889989742099,0.0468674270709344,0.4,0.011795249719040368,0.9194626662954363,10.8194291590461,1.9038323362304488,11.569132368510878,1.3358795464299145,0.0,2.8370526337253357e-07,0.8421361696946348,0.148784937760106,2.3228116627701505e-06,0.0020623715730170604,0.0008692014594768703,0.01924833467179416,4.134378294051019e-05,0.015335515619306864,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,1.6205575222817026e-05,0.01742828173787054,0.9194968939932675,8.156055829664561e-05,-0.00027222627993434483,0.0,0.0004481027015677675,0.0,0.48714057300831004,-0.42007381319443393,0.49137762857039247,0.02362388072322687,0.15448736799048182,-0.13558948234494902,0.0,0.005730731624871906,0.49136645009252844,-0.4913650416084022,-0.49950854385116095,0.3809917800191074,0.4921445195890262,0.0,-8.75950006906406e-05,0.11851676371117958,-0.0,0.0,-0.0
0.14,11.895227575652374,0.0018296195884539514,0.5,2.9157706292866816,0.08422632869145416,0.5614380943087843,0.04674773934401,0.4,0.011793888939381244,0.9169334092613337,10.819109150137987,1.9127784572769977,11.569020369752886,1.3280618365327832,0.0,3.479039152222403e-07,0.8331091689139395,0.15660174536931631,3.0420219552746826e-06,0.0025128634246649765,0.0009942409628590431,0.021628496368455208,4.661946225722886e-05,0.015336417909329922,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,2.122325884698761e-05,0.01957509869945968,0.8861866744325803,9.991979080424787e-05,-0.0007144759514620021,0.0,0.0005131754721637784,0.0,0.4864308073591779,-0.3866376124556177,0.49137699097856735,0.02359379743606014,0.15426015905829388,-0.13571291170609984,0.0,0.006426909549814149,0.4913619415324346,-0.4913602846871766,-0.4996441299297364,0.3761532223958387,0.49228716726163296,0.0,-0.00010672862307029901,0.12349090741757023,-0.0,0.0,-0.0
0.15,11.895217940161157,0.0018296017341820799,0.5,2.915769942495001,0.08422615661323042,0.5616158276085567,0.046620511233143286,0.4,0.011792483492689371,0.9143162207406041,10.818757371257613,1.9213973410204295,11.568890773337577,1.3206176094305013,0.0,4.1994634907146485e-07,0.8244080666779913,0.16404496998552776,3.900891942322459e-06,0.0030160149377120382,0.0011235553457181993,0.024067951586617065,5.205063224490214e-05,0.015337420396914906,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,2.721527828629675e-05,0.021768911753704195,0.8543168847610013,0.00012049624823714784,-0.0011970740772386185,0.0,0.000580636689313067,0.0,0.48569322447766394,-0.354616146701773,0.49137615150475633,0.023560917659530063,0.15402468871775216,-0.13580624359915433,0.0,0.007137668366925382,0.4913566960198685,-0.49135478034649305,-0.49980582603268436,0.3717368259692274,0.4924436860943671,0.0,-0.0001280988310352077,0.1280689999510727,-0.0,0.0,-0.0
0.16,11.895206725896323,0.0018295812433165711,0.5,2.9157691505533276,0.08422593779189078,0.5618218580926874,0.04648632984779647,0.4,0.01179103892070644,0.9116211752559144,10.818373775629524,1.9297027982319266,11.56874295012149,1.3135289597718443,0.0,5.000082295609667e-07,0.8160188006942181,0.17113251687768613,4.911655019668397e-06,0.003572804657732051,0.0012564810602379156,0.026556966584458008,5.7616990322530705e-05,0.015338523164475582,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,3.4266969189474336e-05,0.024000322008733414,0.8238210355153692,0.00014333502956783112,-0.0017152625633533468,0.0,0.0006501572310361195,0.0,0.4849305149767585,-0.32394329230623464,0.49137508399650587,0.023525400882147097,0.15378179399383182,-0.13587140571608525,0.0,0.007860008216258403,0.4913506858734006,-0.4913485018653378,-0.4999933202944109,0.3677169911479335,0.49261403776023494,0.0,-0.0001517471845567962,0.1322763290375517,-0.0,0.0,-0.0
0.17,11.895193803611551,0.0018295580253561673,0.5,2.915768247025689,0.08422566686544503,0.5620557183690154,0.046345752020817664,0.4,0.011789560294117834,0.908857704782791,10.817958470768033,1.937707991493748,11.568576335492523,1.3067788790363177,0.0,5.882312973248044e-07,0.8079279636729246,0.17788139189291277,6.086109137718952e-06,0.004183990230684119,0.0013924041953761667,0.029086576778625448,6.329989298509715e-05,0.015339728885782195,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,4.246062556547816e-05,0.026260754401535226,0.7946361124661929,0.0001684715592957797,-0.002264627188689904,0.0,0.0007214314291791751,0.0,0.484145209251071,-0.29455567265803007,0.49137376229501173,0.023487399857970274,0.15353226128572303,-0.13591002457669146,0.0,0.008591194580923603,0.4913438862097308,-0.4913414252635158,-0.500206182638076,0.3640695267617037,0.4927981139493906,0.0,-0.00017770586149885856,0.13613665577077208,-0.0,0.0,-0.0
0.18,11.89517904600596,0.0018295319985617083,0.5,2.9157672259473806,0.08422533849749872,0.562316839446984,0.04619931310144567,0.4,0.011788052250855389,0.9060346273408346,10.817511701082635,1.9454254701173992,11.56839042548069,1.3003512068929886,0.0,6.84726213403012e-07,0.8001227634044734,0.18430775622709222,7.435555417907458e-06,0.004850128210647314,0.0015307581746940098,0.03164853314007192,6.908224497118663e-05,0.01534103669601083,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,5.187507100873739e-05,0.02854240088026121,0.7667018769024312,0.00019593244746980175,-0.0028410920242864486,0.0,0.0007941759259036093,0.0,0.48333968753809625,-0.2663936645899576,0.49137216036608283,0.023447064721925908,0.15327682831502104,-0.13592365533079628,0.0,0.009328739562167902,0.4913362747740746,-0.49133352913646305,-0.5004438932691073,0.36077157939924337,0.49299574461712076,0.0,-0.00020599849890535847,0.1396723137675759,-0.0,0.0,-0.0
0.19,11.895162328269837,0.001829503089442317,0.5,2.9157660818491196,0.08422494740095687,0.5626045647719746,0.046047527152740624,0.4,0.011786519031352744,0.9031601822103639,10.817033831896344,1.952867203370132,11.568184773132076,1.294230584952557,0.0,7.895752080128132e-07,0.7925909925660627,0.19042697045530632,8.970750255744328e-06,0.00557159238539266,0.0016710210220557539,0.03423525294308812,7.49483926633319e-05,0.015342444409279461,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,6.258532402307325e-05,0.030838166030585916,0.739960898135779,0.00022573628593140023,-0.0034409002909542873,0.0,0.0008681283321711312,0.0,0.48251618921443373,-0.23940081174026284,0.49137025241572413,0.023404542769852855,0.15301618725695587,-0.13591378606013038,0.0,0.010070384316614158,0.49132783178292994,-0.4913247945012391,-0.5007058534867276,0.3578015588739364,0.4932067055445606,0.0,-0.00023664097133606446,0.14290429451371925,-0.0,0.0,-0.0
0.2,11.89514352854008,0.001829471232282364,0.5,2.9157648097714057,0.08422448835854446,0.5629181608969078,0.045890885538879114,0.4,0.011784964510470564,0.9002420644526735,10.816525334978927,1.9600446066296617,11.567958985152814,1.2884024184275196,0.0,9.028345174926581e-07,0.7853210059225019,0.1962536301550787,1.0701870433418634e-05,0.006348590514501578,0.0018127125996148373,0.036839774573453624,8.088402315479317e-05,0.015343951235488026,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,7.466235412422282e-05,0.033141615823395726,0.7143586465202305,0.0002578943762984946,-0.004060591374269576,0.0,0.0009430458912570275,0.0,0.48167682124834205,-0.21352315971811464,0.4913680129901866,0.023359977422626344,0.15275098786734398,-0.135881798685388,0.0,0.010814082630284582,0.4913185397785324,-0.4913152046539873,-0.5009913929619948,0.3551390715620485,0.4934307251650909,0.0,-0.00026964210177807653,0.14585232130392578,-0.0,0.0,-0.0
0.21,11.895122528317584,0.0018294363686849463,0.5,2.915763405275169,0.08422395624198313,0.5632568297671258,0.04572985757839096,0.4,0.01178339222789427,0.8972874562743777,10.81598677476926,1.9669685681834843,11.567712718669332,1.2828528375473829,0.0,1.0245367233078721e-06,0.7783016934521018,0.20180160518509033,1.2638483330447605e-05,0.007181180346236584,0.001955392034680044,0.039455713879211554,8.687606714129277e-05,0.01534555708647365,0.0,0.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,25.0,1.0,0.4,0.0,1.0,1.40845070422535,0.408450704225352,0.245070422535211,1.40845070422535,0.0,0.0,8.81728735347685e-05,0.0354469283150322,0.6898432937741086,0.00029241142685293865,-0.00469698179061829,0.0,0.0010187042551668625,0.0,0.4808235662700979,-0.18870924883255746,0.4913654170694592,0.02331350822809548,0.152481840111864,-0.13582898275347802,0.0,0.011557984953258684,0.49130838348811434,-0.4913047450323335,-0.5012997816124127,0.3527648564042574,0.49366749105807334,0.0,-0.00030500434192377916,0.1485349251150448,-0.0,0.0,-0.0
