Time,x1,x2,x3,G,Ii,Ip,Vp,Vi,Vg,E,Ip_conc,tp,td,f1_G,Rm,C1,a1,Ii_conc,ti,G_conc,Gin,f2_G,f3_G,f4_Ii,f5_x3,C2,C3,C4,C5,U0,Um,Ub,beta,Rg,alpha,COMpartment
0.0,110.420253,112.7601171,104.5878705,12342.61665,243.2865183,93.36441699,3.0,11.0,10.0,0.2,31.12147233,6.0,36.0,15.174877041142954,210.0,2000.0,300.0,22.11695620909091,100.0,123.4261665,216.0,71.98635791042271,1.234261665,204.19021496396246,12.795063229731458,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
0.01,110.40603581861072,112.75816082501896,104.59467614053837,12341.664615901984,243.28019068171042,93.34255261464004,3.0,11.0,10.0,0.2,31.114184204880015,6.0,36.0,15.170409967187068,210.0,2000.0,300.0,22.116380971064583,100.0,123.41664615901985,216.0,71.98634888818054,1.2341664615901984,204.184035296362,12.78724619157598,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
0.02,110.39181285235432,112.75619526848581,104.601475145749,12340.712756904904,243.27385144382575,93.32069296411069,3.0,11.0,10.0,0.2,31.106897654703562,6.0,36.0,15.165944927116488,210.0,2000.0,300.0,22.11580467671143,100.0,123.40712756904904,216.0,71.98633986163253,1.2340712756904904,204.17784430087195,12.779441179132666,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
0.03,110.37758371893254,112.75421980701269,104.6082670661212,12339.761085008586,243.26749980841947,93.29883836315219,3.0,11.0,10.0,0.2,31.099612787717394,6.0,36.0,15.161481976260179,210.0,2000.0,300.0,22.11522725531086,100.0,123.39761085008585,216.0,71.98633083089194,1.2339761085008585,204.1716412178759,12.77164869306511,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
0.04,110.36334825568595,112.75223416630473,104.61505170043259,12338.809605704631,243.26113543541777,93.27698896065526,3.0,11.0,10.0,0.2,31.092329653551754,6.0,36.0,15.157021139378008,210.0,2000.0,300.0,22.11464867594707,100.0,123.38809605704633,216.0,71.98632179601049,1.233880960570463,204.16542571537747,12.76386894827643,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
0.05,110.3491064558927,112.75023832391983,104.62182902814514,12337.858319693458,243.25475829962699,93.2551447759893,3.0,11.0,10.0,0.2,31.085048258663097,6.0,36.0,15.15256241874892,210.0,2000.0,300.0,22.114068936329726,100.0,123.3785831969346,216.0,71.98631275699454,1.2337858319693458,204.15919776889825,12.756101952167645,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
0.06,110.33485832678956,112.74823227981763,104.6285990447355,12336.907227252677,243.2483684038951,93.23330581708748,3.0,11.0,10.0,0.2,31.077768605695827,6.0,36.0,15.148105814667923,210.0,2000.0,300.0,22.113488036717737,100.0,123.36907227252678,216.0,71.98630371384638,1.2336907227252678,204.1529573813458,12.74834769377772,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
0.07,110.3206038772073,112.7462160361397,104.63536174709286,12335.956328627666,243.2419657538934,93.21147209101956,3.0,11.0,10.0,0.2,31.07049069700652,6.0,36.0,15.14365132727811,210.0,2000.0,300.0,22.11290597762667,100.0,123.35956328627667,216.0,71.98629466656811,1.2335956328627666,204.14670455838544,12.740606160546085,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
0.08,110.30634311650658,112.74418959575858,104.64211713258041,12335.005624052863,243.23555035623602,93.1896436045583,3.0,11.0,10.0,0.2,31.063214534852765,6.0,36.0,15.139198956670594,210.0,2000.0,300.0,22.11232275965782,100.0,123.35005624052864,216.0,71.98628561516163,1.2335005624052864,204.14043930660318,12.732877339390715,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
0.09,110.29207605422309,112.74215296179402,104.6488651987224,12334.055113758855,243.22912221785305,93.16782036436847,3.0,11.0,10.0,0.2,31.055940121456157,6.0,36.0,15.13474870291781,210.0,2000.0,300.0,22.111738383441185,100.0,123.34055113758856,216.0,71.98627655962888,1.2334055113758855,204.13416163289395,12.725161217067253,144.0,1000.0,80.0,26.0,40.0,940.0,72.0,1.77,180.0,0.29,1.0
