Time,G3P,PYR,ATP,NADHm,NADHc,Vm,Cam,ai,am,Ao,ATP_init,Cac_init,Cam_init,Cmit,Cmp,F,fi,fm,G3P_init,gKCa,Glu,gmVCa,hgl,hp,hpc,kat,kATP,kATPCa,kbt,kCaA,KCaj,KCam,KgNc,kgpd,Klnc,klp,Kmadp,KmATP,Kmg3p,Kmgl,KmLD,KmNh,Kmph,Kmpyr,knadhc,knadhm,KNaj,KpCam,KPNm,ksg,KTNc,KTNm,NADHc_init,NADHm_init,Nam,Ni,Ntc,Ntm,PCa,Plb,Plr,PYR_init,Tnadh,Tv,u1,u2,Vci,Vi,Vm_init,Vme,Vmglu,Vmgpd,Vmldh,Vmmit,Vmnc,Vmpdh,Vmph,Vp_init,ZCa,ACa,AD,ADP,AT,DelJNCa,FDe,FLNADc,FNADc,FPCa,FPNAD,FPYR,FTe,hCa,IKCa,IVCa,JGlu,Jgpd,Jhl,Jhres,JLDH,JNCa,JO2,Jph,JPYR,Jtnadh,Juni,MgADP,NADc,NADm,nKCa,PVCa,Vp,Cac,compartment
0.0,30.0,10.0,3700.0,50.0,10.0,100.0,0.2,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.7024345898524347,0.4049832651543325,300.0,0.10114129435809824,3.2866455078125,0.01639344262295082,0.005000000000000001,0.7153075822603719,0.46168051708217905,0.3467741935483871,0.17391304347826086,0.9120287253141832,0.9998955467677858,7.518796992481205,-15.773866389173381,0.00539283131352329,0.0651879093353017,0.050676826614097455,0.3289283927362628,0.0010434782608695653,0.0007707638140504071,0.03289283927362628,0.23017675389131212,0.008352985512426522,0.025726184373700233,0.001020476660673536,16.5,1990.0,2150.0,0.060150375939849635,0.004639857115476659,-70.0,0.1,1.0
0.01,29.99897056292793,10.001024820420847,3699.9993937378235,50.021646852664276,10.000714878066248,100.00024910885614,0.20000005202353915,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.7024346836730608,0.40498423910105646,300.00060626217646,0.10114310612366685,3.2866455255701656,0.01640042355249574,0.005000357439033124,0.7153222126353688,0.4616805229370427,0.3466738711758684,0.17392776653380784,0.9120283318767143,0.9998955465344364,7.518815179439682,-15.773887296861801,0.005392831208327983,0.06518596208332136,0.05067721164897263,0.3290683205623939,0.001043641201490091,0.0007707660076227406,0.03290683205623939,0.23018146140413848,0.008351276024086196,0.025723511812889534,0.0010204791094821505,16.500033344419705,1989.9992851219338,2149.978353147336,0.060150360167089974,0.004639863632400935,-69.99998659455845,0.09999999069985445,1.0
0.02,29.997941160918906,10.002049633808367,3699.998787495513,50.04327748213775,10.001429765520413,100.00049892244147,0.2000001040471291,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.702434777493749,0.404985213014646,300.00121250448683,0.10114492303911435,3.2866455433278525,0.016407399151217722,0.005000714882760206,0.715336841709339,0.4616805287919084,0.3465736799384558,0.17394248896351783,0.9120279373246443,0.9998955463010862,7.518833366397473,-15.773908204584261,0.005392831103136093,0.06518401488027889,0.05067759777604972,0.3292081409044388,0.0010438041519650598,0.0007707682068653561,0.03292081409044388,0.23018618063935642,0.008349569255780797,0.02572084220193531,0.0010204815654872728,16.500066687746777,1989.9985702344795,2149.956722517862,0.06015034439435862,0.004639870149336371,-69.99997318911268,0.09999998139972416,1.0
0.03,29.996911795614615,10.003074439778588,3699.9981812740557,50.06489114860582,10.002144662741259,100.00074947303371,0.20000015607077257,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.7024348713145042,0.40498618689351584,300.0018187259443,0.10114674533941094,3.286645561085561,0.016414369180765914,0.0050010723313706285,0.7153514694902021,0.4616805346467768,0.3464736230874666,0.17395721076191392,0.9120275416069816,0.9998955460677355,7.518851553354986,-15.77392911234104,0.005392830997947793,0.06518206772927676,0.05067798504524458,0.3293478489611935,0.0010439671123005799,0.000770770412037905,0.032934784896119354,0.2301909121309026,0.00834786528641245,0.02571817564870378,0.0010204840290185362,16.500100029926937,1989.9978553372587,2149.935108851394,0.06015032862165679,0.004639876666283056,-69.99995978366252,0.09999997209960985,1.0
0.04,29.995882467091523,10.004099238271642,3699.9975750735425,50.08648783283499,10.00285956969961,100.00100076158144,0.20000020809446997,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.7024349651353271,0.40498716073751917,300.0024249264575,0.10114857303167295,3.286645578843293,0.016421333635172664,0.005001429784849805,0.7153660959775285,0.4616805405016477,0.34637370053392713,0.1739719319281755,0.9120271447222132,0.9998955458343842,7.518869740312247,-15.773950020132148,0.005392830892763094,0.06518012063046114,0.050678373458049576,0.3294874446119821,0.0010441300824881275,0.0007707726231480283,0.032948744461198214,0.2301956558949816,0.008346164114646294,0.025715512154271085,0.0010204865000856243,16.50013337095516,1989.9971404303003,2149.913512167165,0.060150312848984526,0.004639883183240993,-69.99994637820795,0.09999996279951157,1.0
0.05,29.99485317538596,10.005124029231297,3699.9969688940464,50.10806753577365,10.003574486350592,100.00125278816738,0.2000002601182217,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.7024350589562184,0.40498813454653937,300.0030311059536,0.10115040611671987,3.286645596601047,0.016428292514978553,0.0050017872431752965,0.7153807211705677,0.4616805463565212,0.3462739120957412,0.1739866524615344,0.9120267466701955,0.9998955456010324,7.518887927269259,-15.773970927957592,0.005392830787582012,0.06517817358390249,0.05067876301461884,0.3296269278672087,0.001044293062517852,0.0007707748401963997,0.03296269278672087,0.23020041193348464,0.008344465736905183,0.025712851716722437,0.0010204889786893808,16.500166710827447,1989.9964255136495,2149.8919324642266,0.06015029707634185,0.004639889700210182,-69.99993297274898,0.0999999534994293,1.0
0.06,29.993823920509364,10.006148812605174,3699.9963627356274,50.12963027030202,10.004289412641372,100.00150555235855,0.20000031214202804,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.7024351527771785,0.4049891083204801,300.0036372643726,0.10115224459162107,3.2866456143588234,0.016435245824571575,0.005002144706320685,0.715395345068407,0.46168055221139737,0.34617425753606734,0.17400137236127794,0.9120263474515973,0.9998955453676799,7.518906114226044,-15.77399183581737,0.005392830682404559,0.06517622658962419,0.050679153714309415,0.3297662988147688,0.0010444560523794008,0.0007707770631795457,0.032976629881476885,0.23020518023977996,0.008342770148293764,0.02571019433237867,0.0010204914648253814,16.500200049540496,1989.9957105873586,2149.870369729698,0.06015028130372877,0.004639896217190626,-69.99991956728559,0.09999994419936309,1.0
0.07,29.9927947024649,10.007173588342242,3699.9957565983404,50.151176053259,10.005004348516515,100.00175905355049,0.20000036416588937,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.7024352465982082,0.40499008205925296,300.00424340165955,0.10115408845219886,3.286645632116623,0.01644219356961581,0.005002502174258258,0.7154099676700805,0.4616805580662761,0.3460747366002888,0.1740160916267128,0.9120259470673601,0.9998955451343267,7.518924301182609,-15.774012743711522,0.005392830577230738,0.06517427964763405,0.05067954555621334,0.3299055575682618,0.001044619052062266,0.0007707792920926154,0.03299055575682618,0.23020996080440212,0.008341077343487224,0.025707539996978567,0.001020493958487451,16.500233387091274,1989.9949956514836,2149.848823946741,0.060150265531145324,0.004639902734182335,-69.99990616181778,0.09999993489931291,1.0
0.08,29.991765521252916,10.00819835639704,3699.9951504822343,50.172704900969784,10.005719293925399,100.00201329114815,0.200000416189806,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.7024353404193082,0.40499105576278016,300.0048495177657,0.10115593769434465,3.286645649874445,0.016449135755609204,0.0050028596469627,0.7154245889747215,0.4616805639211577,0.3459753490367033,0.17403081025722583,0.9120255455184086,0.999895544900973,7.518942488138945,-15.774033651640021,0.005392830472060565,0.06517233275793445,0.05067993853943733,0.33004470423794857,0.0010447820615569169,0.0007707815269308306,0.03300447042379486,0.2302147536180488,0.00833938731723274,0.025704888706344735,0.0010204964596695106,16.500266723477115,1989.9942807060745,2149.8272950990304,0.06015024975859147,0.0046399092511853,-69.99989275634555,0.09999992559927878,1.0
0.09,29.990736376872963,10.009223116721284,3699.9945443873607,50.19421683122373,10.006434248813822,100.00226826450016,0.20000046821377823,0.341,0.2,4000.0,3700.0,0.1,0.2,1.82,6158.0,96480.0,0.01,0.0003,30.0,25.0,8.0,20.0,1.7,8.0,8.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,2e-05,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.764,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,-70.0,2.0,0.7024354342404788,0.4049920294309784,300.00545561263925,0.10115779231354047,3.2866456676322904,0.016456072388521325,0.005003217124406912,0.7154392089813901,0.46168056977604205,0.34587609458739227,0.1740455282521634,0.9120251428057583,0.9998955446676187,7.51896067509506,-15.774054559602874,0.005392830366894047,0.06517038592052636,0.050680332663000996,0.33018373894358727,0.0010449450808532052,0.0007707837676889637,0.03301837389435873,0.23021955867048272,0.008337700064123611,0.025702240456085632,0.001020498968364906,16.50030005869516,1989.9935657511862,2149.805783168776,0.06015023398606724,0.004639915768199525,-69.9998793508689,0.0999999162992607,1.0
