data_generator_IKCA,data_generator_T
0.0,0.0
1.0865855e-05,0.017999999
2.1679076e-05,0.035999998
3.2439915e-05,0.054000001
4.314863e-05,0.071999997
5.3805466e-05,0.090000004
6.4410684e-05,0.108
7.4964526e-05,0.126
8.5467247e-05,0.14399999
9.5919095e-05,0.162
0.00010632031,0.18000001
0.00011667114,0.198
0.00012697182,0.21600001
0.00013722261,0.234
0.00014742375,0.252
0.00015757547,0.27000001
0.00016767802,0.28799999
0.00017773162,0.30599999
0.00018773653,0.324
0.00019769298,0.34200001
0.00020760119,0.36000001
0.00021746141,0.37799999
0.00022727385,0.396
0.00023703877,0.414
0.00024675639,0.43200001
0.00025642692,0.44999999
0.00026605063,0.46799999
0.00027562771,0.486
0.0002851584,0.50400001
0.00029464293,0.52200001
0.00030408151,0.54000002
0.00031347436,0.55800003
0.00032282172,0.57599998
0.00033212377,0.59399998
0.0003413808,0.61199999
0.00035059298,0.63
0.00035976054,0.648
0.00036888366,0.66600001
0.00037796263,0.68400002
0.00038699759,0.70200002
0.00039598878,0.72000003
0.00040493644,0.73799998
0.00041384075,0.75599998
0.00042270191,0.77399999
0.00043152017,0.792
0.0004402957,0.81
0.00044902871,0.82800001
0.00045771943,0.84600002
0.00046636804,0.86400002
0.00047497477,0.88200003
0.0004835398,0.89999998
0.00049206335,0.91799998
0.0005005456,0.93599999
0.00050898676,0.954
0.00051738706,0.972
0.00052574661,0.99000001
0.00053406571,1.008
0.00054234453,1.026
0.00055058318,1.044
0.00055878196,1.062
0.00056694105,1.08
0.00057506055,1.098
0.00058314076,1.1160001
0.00059118186,1.1339999
0.00059918396,1.152
0.00060714729,1.17
0.00061507209,1.188
0.00062295847,1.206
0.00063080667,1.224
0.00063861685,1.242
0.00064638915,1.26
0.00065412384,1.278
0.00066182105,1.296
0.000669481,1.314
0.00067710382,1.332
0.00068468973,1.35
0.00069223886,1.368
0.00069975149,1.386
0.00070722768,1.404
0.00071466761,1.4220001
0.00072207156,1.4400001
0.00072943966,1.4579999
0.00073677202,1.476
0.00074406888,1.494
0.0007513304,1.512
0.00075855671,1.53
0.00076574809,1.548
0.00077290455,1.566
0.00078002643,1.584
0.00078711373,1.602
0.00079416676,1.62
0.00080118555,1.638
0.00080817041,1.656
0.0008151214,1.674
0.00082203874,1.692
0.00082892255,1.71
0.00083577301,1.728
0.00084259035,1.7460001
0.00084937457,1.7640001
0.00085612602,1.7819999
0.0008628447,1.8
0.00086953084,1.818
0.00087618461,1.836
0.00088280614,1.854
0.0008893956,1.872
0.00089595316,1.89
0.00090247893,1.908
0.0009089731,1.926
0.00091543578,1.944
0.00092186721,1.962
0.00092826743,1.98
0.00093463669,1.998
0.0085415374,2.016
0.014465746,2.0339999
0.020354666,2.052
0.026208512,2.0699999
0.03202749,2.0880001
0.037811808,2.1059999
0.043561675,2.1240001
0.049277294,2.142
0.054958869,2.1600001
0.060606603,2.178
0.066220701,2.1960001
0.071801357,2.214
0.077348769,2.2320001
0.082863145,2.25
0.088344678,2.2679999
