Time,Cyclin_Cdk1_MPF,Cyclin_Cdk1_preMPF,Cyclin_total,Cdc25,Cdc25_phosphorylated,Wee1,Wee1_phosphorylated,Cyclin,Cdk1,IE,IE_phosphorylated,APC_active,Cdk1_total,Cdc25_total,Wee1_total,IE_total,APC_total,ppase,k1,v2,v2_,k3,v25,v25_,vwee,vwee_,ka,KKa,kb,KKb,kc,KKc,kd,KKd,ke,KKe,kf,KKf,kg,KKg,kh,KKh,k25,kwee,k2,nuclear,R1_Dephosphorylation,R2_Phosphorylation,R3_Dephosphorylation,R4_Phosphorylation,R5_Dephosphorylation,R6_Phosphorylation,R7_Protein_Complex__Formation_by_binding,R8_Synthesis,R9_Dephosphorylation,R10_Phosphorylation,R11_Inactivation,R12_Activation,R13_Degradation,R14_Degradation,R15_Degradation
22.0,1.1352449121536028,5.697834669737163,8.580030797991007,0.8578021855125219,0.14219781448747812,0.8578021855125219,0.14219781448747815,1.7469512161002427,100.0,0.9982454856077208,0.0017545143922792115,0.22802038527918744,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.03875626561658416,0.8592241636573966,0.06086499439340092,1.0,0.012449491032451722,0.020334377629682286,0.22082679389971555,0.975429860191494,0.012449491032451722,0.020334377629682286,0.8734756080501214,1.0,0.02238945396287455,0.022479706079385983,0.024138565158716953,0.0002251700830557611,0.06909667521336596,0.10632817597348619,0.34679867522807784
24.0,1.2401109143861333,6.5525721372795465,9.577800117635073,0.841455701209994,0.15854429879000595,0.841455701209994,0.15854429879000598,1.7851170659693931,100.0,0.9980523093678952,0.0019476906321047062,0.18420532032267184,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.041257277714870914,0.8430411441978941,0.0501303034790546,1.0,0.013684785204639222,0.022167764191173465,0.27034128841446753,1.0454645241963825,0.013684785204639222,0.022167764191173465,0.8925585329846966,1.0,0.024452725117493284,0.024556177302971834,0.020221739618111457,0.0002501336473533615,0.06216713648586476,0.08948846026268521,0.3284824298102211
26.0,1.357145127889932,7.482728027063617,10.658605275632356,0.8237759919658898,0.17622400803411026,0.8237759919658897,0.17622400803411029,1.8187321206788056,100.0,0.9978292919355728,0.002170708064427228,0.14784390883974982,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.043962273229218876,0.8255382320462308,0.041221757665738705,1.0,0.01498218084569141,0.02420464666092955,0.3289577340257046,1.1203751895084102,0.014982180845691412,0.024204646660929554,0.9093660603394028,1.0,0.026753267594658032,0.026873582120548106,0.016744182724805257,0.0002789189514123693,0.05594390757911674,0.07497133473751677,0.3084512014102475
28.0,1.4892397111560032,8.481761706985177,11.818802190743614,0.8044503206957153,0.19554967930428468,0.8044503206957153,0.1955496793042847,1.8478007726024344,100.0,0.9975676735954605,0.0024323264045394586,0.11804212566522236,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.04691910093355556,0.8064058174887582,0.03392032078797948,1.0,0.01635646620875505,0.026491656552472855,0.397956633624404,1.2009315667114788,0.01635646620875505,0.026491656552472855,0.9239003863012172,1.0,0.02934679711656382,0.029489183367356554,0.013725311403046215,0.0003126573948513692,0.050515488732609526,0.06267799495895089,0.28770407794813757
30.0,1.6402805795263729,9.54015717147835,13.052942244415464,0.7830897991212344,0.2169102008787655,0.7830897991212344,0.21691020087876553,1.8725044934107407,100.0,0.9972548813359305,0.0027451186640694977,0.09389647344523679,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.05018726073445112,0.7852589011300221,0.028004635994083014,1.0,0.01782466781214657,0.029090744583437984,0.4787943554126277,1.2880449254237953,0.017824667812146575,0.029090744583437984,0.9362522467053703,1.0,0.03230788276387438,0.032479918340503025,0.011158772191152761,0.00035296995582832487,0.04593546055779961,0.052438806735252606,0.26716862891359183
32.0,1.8155422008698274,10.645446498990994,14.35414842800447,0.7591989542067243,0.2408010457932756,0.7591989542067243,0.24080104579327566,1.8931597281436472,100.0,0.9968723454301526,0.003127654569847466,0.07454118985168891,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.05384256000637117,0.761606964664657,0.023262591513663784,1.0,0.019406902227369207,0.03208471643197352,0.5731780919165365,1.3827295848250603,0.01940690222736921,0.03208471643197352,0.9465798640718236,1.0,0.035737395662031886,0.03595021395160719,0.009018132364062327,0.00040224861629120515,0.042234216594652915,0.044039801425924445,0.24764067338658974
34.0,2.0222990738415842,11.782049243910446,15.714517973319497,0.7321333751007761,0.26786662489922386,0.732133375100776,0.26786662489922397,1.9101696555674663,100.0,0.9963917593517291,0.00360824064827097,0.05918369839616545,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.05798359360958126,0.7348120413497683,0.019500006107060534,1.0,0.021127350435659206,0.03558546479920972,0.6831655552469774,1.4860097106692802,0.021127350435659213,0.03558546479920972,0.9550848277837332,1.0,0.03977267239975019,0.04004409045277476,0.007263972059947408,0.00046413793086632894,0.03943484429021375,0.03724831994908731,0.22975003220994164
36.0,2.270840342210591,12.930658498497671,17.125475623145714,0.7010386564045423,0.2989613435954576,0.7010386564045423,0.2989613435954577,1.9239767824374545,100.0,0.9957676557678875,0.004232344232112486,0.047126808097789206,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.06274108557010502,0.7040282698404969,0.016546067983958357,1.0,0.02301541497516378,0.03974706712802072,0.8112835513320481,1.5987357972105245,0.023015414975163788,0.03974706712802072,0.9619883912187273,1.0,0.044606259128025794,0.04496524323920071,0.005850757525577988,0.0005444905527621098,0.037573478682931705,0.03183425064176758,0.21395155459349136
38.0,2.5761946944157574,14.066818118049254,18.5780352802686,0.6647589270202283,0.3352410729797717,0.6647589270202283,0.33524107297977174,1.9350224678035928,100.0,0.9949225338698725,0.005077466130127476,0.037780767531166104,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.06829188416590506,0.6681113377500261,0.014256288045135696,1.0,0.025107157034320083,0.04478662125665454,0.9606495135006743,1.7211848835906314,0.025107157034320086,0.04478662125665454,0.9675112339017964,1.0,0.05051378745910551,0.05101117880678641,0.00473269493202869,0.0006532812784699454,0.036726973623941374,0.027586237674817334,0.20054061096944378
40.0,2.96118893811724,15.158009370481688,20.062912653645487,0.621694846247931,0.37830515375206897,0.621694846247931,0.378305153752069,1.9437143450465573,100.0,0.993713484298491,0.0062865157015089,0.030670905281103007,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.07488068852406657,0.6254778977854517,0.012514371793870237,1.0,0.027447126111531536,0.05101757096271211,1.1350421783159217,1.8521582319591052,0.027447126111531536,0.05101757096271211,0.9718571725232786,1.0,0.05789926909529032,0.05863373210372351,0.0038685652870505023,0.0008089020727314885,0.03705741932349495,0.024324363974991596,0.18969296491717677
42.0,3.462137655188552,16.15784218067059,21.570378601248848,0.569581810202223,0.43041818979777696,0.569581810202223,0.4304181897977771,1.9503987653897088,100.0,0.9918472920097935,0.008152707990206487,0.02544990747237252,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.08285398303905987,0.5738859921002007,0.011235227330731267,1.0,0.030090374470044083,0.05890155923489057,1.3387415819850872,1.986872303035345,0.03009037447004409,0.05890155923489057,0.9751993826948544,1.0,0.06736770068635155,0.06855160233003521,0.003226376975900761,0.001049087202617734,0.038897903606328284,0.021913173514730978,0.1815370300739127
44.0,4.140061866416855,16.994210791434682,23.089600364755864,0.5051475125549937,0.4948524874450063,0.5051475125549937,0.4948524874450063,1.9553277069043278,100.0,0.9886326045104827,0.011367395489517245,0.021937525103743197,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.09271243057908597,0.5100960374294438,0.010374693650417082,1.0,0.0331037672011909,0.06911841857580815,1.5755745882472416,2.111829152771985,0.0331037672011909,0.06911841857580815,0.9776638534521639,1.0,0.07979958644300408,0.08197209118435629,0.002790658130688668,0.0014628052600418693,0.04295187355784884,0.020285925945304924,0.17630973079174686
46.0,5.104046648372083,17.544026951836443,24.60666159855544,0.42365176711858876,0.5763482328814112,0.42365176711858876,0.5763482328814112,1.9585879983469145,100.0,0.982105934138077,0.017894065861922964,0.02026243662089968,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.10518127963085593,0.4294152494474029,0.009964296972120422,1.0,0.036562240554417515,0.08258688379633976,1.8453032046723818,2.191755464701879,0.036562240554417515,0.08258688379633976,0.9792939991734573,1.0,0.09622512159306298,0.1010520011824894,0.002581803138260319,0.0023027250733665015,0.05085823656393534,0.019515952461559558,0.17481389463498295
48.0,6.561239766022452,17.57706225113306,26.09817283302011,0.318756977681963,0.681243022318037,0.318756977681963,0.681243022318037,1.9598708158645974,100.0,0.9654832325813522,0.034516767418647835,0.021415447021414274,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.12123018241465967,0.3255694079051433,0.010246784520246497,1.0,0.040520199237987845,0.09988805293424537,2.1308704630186894,2.1361389457476108,0.040520199237987845,0.09988805293424537,0.9799354079322987,1.0,0.1163048310338082,0.12987956671028422,0.002725637370085209,0.004441789820277262,0.06723161006810462,0.02008237393768423,0.1801083693863193
50.0,8.906849428016198,16.643243086549788,27.507685538950046,0.18661714339690494,0.8133828566030951,0.18661714339690494,0.8133828566030951,1.9575930243840618,100.0,0.9148751512898883,0.08512484871011178,0.029390944669837743,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.14144757706027355,0.1947509719629359,0.012200781444110248,1.0,0.04485444723607667,0.11598544157011427,2.3541464090176163,1.734617583233674,0.04485444723607667,0.11598544157011427,0.9787965121920309,1.0,0.13423124955950075,0.1762109233145242,0.0037117315115924015,0.010953379749585735,0.108670523226824,0.02388416464702472,0.20306057142019282
52.0,12.613681006733527,14.1065897203109,28.66646551428145,0.05884113106561828,0.9411588689343817,0.05884113106561828,0.9411588689343817,1.9461947872370216,100.0,0.7733014964347088,0.2266985035652912,0.05665573304168038,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.1609973069469604,0.0682527197549621,0.018880654595211693,1.0,0.04848438136601566,0.0934522755356732,2.27112295517573,0.8609180348310715,0.04848438136601566,0.0934522755356732,0.9730973936185108,1.0,0.14366282432120978,0.24905297493888162,0.0069703358105264015,0.029161674685814903,0.23815455426231782,0.03674543155282371,0.26634164802555405
54.0,16.620582586570208,10.600779706919266,29.13368789908395,0.019442286715800727,0.9805577132841993,0.019442286715800727,0.9805577132841993,1.9123256055944748,100.0,0.4857399828824813,0.5142600171175187,0.1279312074402948,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.1670253301324825,0.02924786384864272,0.03634314582287222,1.0,0.04950917141708632,0.05410849723609569,1.7705987302099113,0.4861165365771275,0.04950917141708632,0.05410849723609569,0.9561628027972374,1.0,0.1471388243409305,0.3257062887748277,0.014744744056670372,0.06609588172305365,0.6040442566048119,0.06949992834493243,0.3852656827247115
56.0,18.706302365576512,7.60330557871883,28.147908349006713,0.015518285209827787,0.9844817147901722,0.015518285209827787,0.9844817147901722,1.8383004047113687,100.0,0.09518175176050125,0.9048182482394987,0.26782086853618936,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.16762570236289637,0.02536310235772951,0.0706161127913664,1.0,0.04960900911572601,0.05025866421112624,1.2745094379124722,0.47444986163275477,0.04960900911572601,0.05025866421112624,0.9191502023556843,1.0,0.14836033004054452,0.33855656486333763,0.027461855041007153,0.11604149380602441,1.320966357756955,0.12981362872351251,0.5369158843340343
58.0,18.208232647514546,5.237908189705619,25.16983591836437,0.015547900018210381,0.9844520999817896,0.015547900018210381,0.9844520999817896,1.7236950811442082,100.0,0.006844023002946509,0.9931559769970535,0.4504966609153243,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.16762117129721382,0.02539242101802828,0.11537168192425445,1.0,0.04960825710990069,0.04900128529679093,0.8779843059057247,0.46235110937989704,0.04960825710990069,0.04900128529679093,0.8618475405721041,1.0,0.14850471907221222,0.14796650783579657,0.04037552618841291,0.1268026897623123,2.1007144254118737,0.19886560063617156,0.6043062776111642
60.0,15.794644501374366,3.5258993654010924,20.92866416997273,0.017847481969872514,0.9821525180301275,0.017847481969872514,0.9821525180301275,1.6081203031972715,100.0,0.008708680638956579,0.9912913193610434,0.612774784490475,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.16726933525860951,0.02766900715017379,0.15512982220016636,1.0,0.04954979544188635,0.047840586535551205,0.5897748430393939,0.4370221316429804,0.04954979544188635,0.047840586535551205,0.8040601515986358,1.0,0.1485019344810088,0.14704459114225635,0.049393581019391376,0.12562366982768397,2.4502203932130406,0.24946741671147035,0.5469721416503508
62.0,12.581905760693267,2.3927365938989187,16.486015732050415,0.0225721793582091,0.9774278206417909,0.0225721793582091,0.9774278206417909,1.51137337745823,100.0,0.01354197564733195,0.986458024352668,0.7562147515360943,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.16654645655819403,0.03234645756462701,0.1902726141263431,1.0,0.04942925402579591,0.04634021112873881,0.3985018011909874,0.4069800807704009,0.04942925402579591,0.04634021112873881,0.755686688729115,1.0,0.1484946681512506,0.1447489913002638,0.05597716202628754,0.1231864699891336,2.3939920997784037,0.2875729634499377,0.4552722466369095
64.0,9.430736643441621,1.6866720770832877,12.551871208952104,0.030588891808352336,0.9694111081916477,0.030588891808352336,0.9694111081916477,1.4344624884271955,100.0,0.026888371298461444,0.9731116287015386,0.8802477023053383,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.1653198995533221,0.040283002890268815,0.2206606870648079,1.0,0.04922340003869381,0.044180753640616896,0.2788404583628023,0.37989839146512283,0.04922340003869381,0.044180753640616896,0.7172312442135977,1.0,0.14847423226802722,0.13748351556927674,0.06086017345448193,0.11675481835552695,2.0809928272690885,0.316529478265039,0.3721822193822249
66.0,6.828501647030743,1.2686033925368199,9.474325563057624,0.04321640414956118,0.9567835958504388,0.04321640414956118,0.9567835958504388,1.377220523490062,100.0,0.06564024569471216,0.9343597543052878,0.9693965920936228,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.25,0.005,0.017,0.17,0.01,1.0,0.02,0.1,0.1,1.0,0.13,0.01,0.13,1.0,0.02,0.1,0.1,1.0,0.02,0.01,0.15,0.01,0.16338789016511715,0.052784240108065573,0.2425021650629376,1.0,0.04889572857618988,0.04121082199576072,0.20727443176290092,0.360437270515192,0.04889572857618988,0.04121082199576072,0.688610261745031,1.0,0.14841162227301452,0.1185148254665648,0.06398993350455642,0.09155135594951085,1.6559264335407904,0.33397895871545236,0.3076390692963665
