AMP,ATP,C,CYR1,Cdc25,Cdc25f,GDP,GTP,IIIcAMP_PKA,IIcAMP_PKA,IVcAMP_PKA,Ira2,Ira2P,PKA,PPA2,Pde1,Pde1f,Pde2,R,R_2cAMP,R_C,Ras2_Cdc25,Ras2_GDP,Ras2_GDP_Cdc25,Ras2_GTP,Ras2_GTP_CYR1,Ras2_GTP_Cdc25,Ras2_GTP_Ira2,Ras2_GTP_Ira2P,cAMP,cAMP_PKA,cAMP_Pde1f,cAMP_Pde2,Time
0.0,24000000.0,0.0,200.0,300.0,0.0,1500000.0,5000000.0,0.0,0.0,0.0,200.0,0.0,2500.0,4000.0,1400.0,0.0,6500.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.181153351303187e-12,24000000.0,1.5486234381174915e-55,199.99998877003222,0.015227638246077816,1.6364131737175244e-60,1500000.0,5000000.0,1.2355867435907552e-38,1.0659399064876916e-24,1.0742704397304901e-52,199.999887714344,2.19452951415484e-59,2499.99999999993,4000.0,1400.0,1.5466123009739901e-61,6499.999999998181,1.104254711323153e-58,1.5475191834061656e-55,4.585952906502343e-117,6.896544795061128e-05,19699.998230483987,296.5813645632161,0.01687363867619643,1.1229967855929974e-05,3.403338832544241,0.0001122856561217675,2.2397652662905143e-64,1.4093856853655985e-06,7.036504502429307e-11,1.0175177951801946e-71,1.8215681996387578e-09,0.01
3.3060116783867965e-10,24000000.0,2.149403773525041e-49,199.99991055569916,0.015227638915420694,3.549600957371417e-54,1500000.0,5000000.0,3.4566062577099684e-34,1.042432492054672e-21,9.264423786573289e-47,199.99910578268944,4.815269852261078e-53,2499.9999999977445,4000.0,1400.0,3.406874363881745e-55,6499.999999941856,2.4318633661966014e-52,2.146971910158845e-49,4.5762419562681844e-104,6.870850733653511e-05,19699.947436685303,293.2411372929755,0.06680729203820535,8.944430090229298e-05,6.743566359056065,0.0008942173106863992,3.952580172744092e-57,2.2530226618267008e-05,2.2558452230538967e-09,7.594697215420971e-64,5.81464957058583e-08,0.02
3.733807528426005e-09,24000000.0,7.04746540386507e-46,199.999700955052,0.015227640702636274,1.5174749034738276e-50,1500000.0,5000000.0,1.3459292144331506e-31,5.830912029063113e-20,2.2951304460811698e-43,199.99701069658659,2.0790601501480016e-49,2499.9999999829624,4000.0,1400.0,1.4761102125309485e-51,6499.999999562734,1.053439051890619e-48,7.036931013346168e-46,4.745007302000903e-97,6.845762052902256e-05,19699.863649445233,289.9796094934591,0.14828984714637677,0.00029904494806463135,10.00509440767219,0.002989303413520393,4.1607625262339562e-53,0.00011320308818338454,1.703751729761432e-08,1.7199326418029171e-59,4.372673767517717e-07,0.03
2.0782812722697796e-08,24000000.0,3.0789529616231528e-43,199.99929866418006,0.01522764412396962,9.056070557546065e-48,1500000.0,5000000.0,9.966000671353507e-30,1.0224670809489784e-18,7.121170018340248e-41,199.9929902815957,1.2596999088361107e-46,2499.999999928719,4000.0,1400.0,8.99301969563651e-49,6499.9999981784495,6.415814733881199e-46,3.0725371468892716e-43,1.3882490494570602e-91,6.821264451890827e-05,19699.747655497795,286.7949220469495,0.25986109214409486,0.0007013358199851327,13.18978209573642,0.007009718404428718,5.603941875473817e-50,0.00035450319745710263,7.128146395549848e-08,4.157912718852989e-56,1.8215508342757107e-06,0.04
7.847442796338623e-08,24000000.0,2.9486756958168876e-41,199.9986453696013,0.01522764967449364,1.0024725771073405e-45,1500000.0,5000000.0,2.7168815942842315e-28,9.34111133714268e-18,5.848018074492627e-39,199.9864626483772,1.4073888395442895e-44,2499.9999997841937,4000.0,1400.0,1.0086342162414075e-46,6499.999994508964,7.194265800706513e-44,2.941481430016181e-41,1.8742090649754858e-87,6.797343968352769e-05,19699.60022460019,283.6852598601879,0.40011106750096204,0.001354630398764998,16.299444516152334,0.013537351622901888,1.2932014432300567e-47,0.0008570070528138653,2.1580655240631306e-07,1.4853113542622296e-53,5.491036888120686e-06,0.05
2.3184849347578046e-07,24000000.0,1.2851828592680717e-39,199.99768564390106,0.015227657824320246,5.032201316872386e-44,1500000.0,5000000.0,4.059768481129207e-27,5.680886922870463e-17,2.165829070372202e-37,199.9768751894686,7.131500789435377e-43,2499.999999467476,4000.0,1400.0,5.1328861851818454e-45,6499.999986508656,3.660297063582697e-42,1.281522562204489e-39,5.357184092858869e-84,6.773986970632242e-05,19699.42210989508,280.6488508192356,0.567678596157945,0.0023143560989652007,19.335853782524985,0.023124810531545578,1.1686761570836257e-45,0.001759124612526136,5.325242614695937e-07,1.9329859570338326e-51,1.349134512781566e-05,0.06
5.783204647812503e-07,24000000.0,3.1246632143131584e-38,199.99636684460026,0.015227669019513794,1.388773123568626e-42,1500000.0,5000000.0,3.9844236778794163e-26,2.607576064586556e-16,4.5559776289207464e-36,199.96370361902262,1.987363075826658e-41,2499.9999988588415,4000.0,1400.0,1.4373091484771411e-43,6499.999971213458,1.0247061484782504e-40,3.1144161528283736e-38,4.317208363789414e-81,6.751180149839613e-05,19699.21404826473,277.68396476970344,0.7612498679594268,0.0036331553997674695,22.300740048930162,0.036296380977512956,5.223342685766042e-44,0.003225496755267141,1.1411592412424401e-06,1.1791972128921201e-49,2.87865422570259e-05,0.07
1.2744945960349866e-06,24000000.0,4.947449315384386e-37,199.9946390160267,0.015227683682886566,2.4590122775903345e-41,1500000.0,5000000.0,2.8727400120861757e-25,9.739122452504429e-16,6.341409289587538e-35,199.9464510510931,3.55266339881094e-40,2499.999997794428,4000.0,1400.0,2.582791178820221e-42,6499.999944602082,1.8408990896332383e-39,4.929040324488052e-37,1.3828693421936166e-78,6.728910512190918e-05,19698.976760677564,274.78891252088573,0.9795570732867088,0.005360983973327089,25.195792505780876,0.05354894890704238,1.3900670330479786e-42,0.005445454469674561,2.2055728841128053e-06,4.115810647653734e-48,5.5397917844013085e-05,0.08
2.555225153390128e-06,24000000.0,5.810810886938734e-36,199.99245479411726,0.015227702214757537,3.2234501699954587e-40,1500000.0,5000000.0,1.6430698747375342e-24,3.108420158486606e-15,6.5521613390889915e-34,199.92464711376064,4.7062569003372934e-39,2499.999996060299,4000.0,1400.0,3.442453607211693e-41,6499.999901470673,2.452928427119968e-38,5.786281602667535e-36,2.952520291502e-76,6.70716537153072e-05,19698.710952527,271.96204487373035,1.2213770831448727,0.007545205882760546,28.02266035185587,0.0753528862394788,2.6218701381430705e-41,0.008631538609614933,3.9397014394435306e-06,1.00438696399874e-46,9.852932746468067e-05,0.09
