Time,Ras2_GDP,Cdc25,Ras2_GDP_Cdc25,Ras2_Cdc25,GDP,GTP,Ras2_GTP_Cdc25,Ras2_GTP,Ira2,Ras2_GTP_Ira2,CYR1,Ras2_GTP_CYR1,ATP,cAMP,PKA,cAMP_PKA,IIcAMP_PKA,IIIcAMP_PKA,IVcAMP_PKA,C,R_2cAMP,R,R_C,Pde1,Pde1f,cAMP_Pde1f,AMP,PPA2,Pde2,cAMP_Pde2,Cdc25f,Ira2P,Ras2_GTP_Ira2P,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32,K33,K34,K35,K36,K37,K38,compartment01,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38
5.6000000000000005,19126.85314991225,0.015449630869583694,153.1228041815985,5.793013741225744e-05,1500000.0,5000000.0,146.86168687581096,290.0808207958772,17.20023409199409,182.79974157048562,99.71828526959185,100.28171473040864,24000000.0,6132.623978042332,2293.6182930541695,197.05711671233016,9.035733235595432,0.28199761440399984,0.004954397488081365,0.0038093421221283017,0.002794883936940805,0.001014458185187451,6.299119111013601e-07,1399.99999810362,3.166440914848189e-08,1.864715337137491e-06,2895.3129185569564,4000.0,5425.441046729858,1074.55895327014,1.381038155180645e-06,3.348816510996372e-07,2.4002659463532103e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.5028208628784,153.1228041815985,229.68420627239774,86.89520611838616,289.6506870612872,146.86168687581096,146.86168687581096,4.481641603642159,49.89458023286875,45.699935392621406,28.92636203936063,5054.1984224125945,1.7248689685096006,140.65898540460526,12.084771989939224,0.5541275429980658,0.017293853318447055,0.0004954397488081366,0.028199761440399984,0.9035733235595432,19.70571167123302,0.004954397488081365,0.002794883936940805,2.8983137219792933e-06,-3.149557571561722e-07,5.3330789637556625e-06,1.9418591479452306e-05,1.8647153371374911e-07,1.3985365028531183e-05,1.2665763659392757e-08,3327.2189854630615,1074.55895327014,1826.7502205592377,5.885292964283887e-05,5.5241526207225805e-05,6.552157623710034e-05,0.00012142843027557666,6.000664865883026e-05,3.3488165109963725e-06
5.61,19125.9036821081,0.015449880513816771,153.11871364728094,5.792982271179147e-05,1500000.0,5000000.0,146.8657771242477,290.7165211826433,17.15840086131383,182.8415741720402,99.44635078910673,100.55364921089375,24000000.0,6159.340401684184,2292.4066192985865,198.15643088130622,9.142791163357597,0.2871293949478387,0.005074132052958113,0.003909593343272533,0.0028668576083926735,0.001042735734879814,6.661632765930275e-07,1399.9999980497184,3.240779407807521e-08,1.917873590749218e-06,2913.6166336390306,4000.0,5421.180115259348,1078.819884740649,1.4175894476605302e-06,3.4246880932597924e-07,2.462419797332191e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.49292660733835,153.11871364728094,229.6780704709214,86.8947340676872,289.64911355895737,146.8657771242477,146.8657771242477,4.491535515664322,49.88230607458427,45.71039354301005,28.910697145717922,5067.903920229045,1.725339821228448,141.1971270733404,12.20512910580769,0.563135629966296,0.017685276828133575,0.0005074132052958113,0.02871293949478387,0.9142791163357598,19.815643088130624,0.005074132052958113,0.0028668576083926735,3.0575045159088853e-06,-3.3308141640975824e-07,5.473430672956738e-06,1.9961063539455013e-05,1.917873590749218e-07,1.4384051930619135e-05,1.2963117631230086e-08,3339.0893708723825,1078.819884740649,1833.9938040591032,6.040275001117407e-05,5.6703577906421206e-05,6.708236978859424e-05,0.00012445167607601335,6.156049493330478e-05,3.4246880932597925e-06
5.62,19124.954381361218,0.015450129856513022,153.11462171167435,5.7929507903443926e-05,1500000.0,5000000.0,146.86986877338782,291.3524434355788,17.116793827069415,182.88318056214823,99.17457903488078,100.8254209651197,24000000.0,6186.112267206404,2291.190663235762,199.25892688088553,9.250864034571274,0.2923428755761891,0.005196489097557012,0.004012263802962837,0.0029405239660197776,0.0010717398369430137,7.04421121903599e-07,1399.9999979943996,3.316708390906426e-08,1.972433358657143e-06,2931.992815523808,4000.0,5416.915549066649,1083.0844509333479,1.4550280755854896e-06,3.5021262937697897e-07,2.526059058460974e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.4830286919185,153.11462171167435,229.67193256751153,86.8942618551659,289.6475395172196,146.86986877338782,146.86986877338782,4.501433085092057,49.870197052997064,45.72079514053706,28.894755928507436,5081.601216642033,1.725807943187436,141.73562668351522,12.326380919282299,0.5722688348651989,0.018084658488322587,0.0005196489097557013,0.02923428755761891,0.9250864034571274,19.925892688088553,0.005196489097557012,0.0029405239660197776,3.2250772154698105e-06,-3.52210312847241e-07,5.617169316100974e-06,2.0517530463732653e-05,1.9724333586571432e-07,1.4793250189928573e-05,1.3266833563625704e-08,3350.964772850231,1083.0844509333479,1841.2435665866913,6.198999677436261e-05,5.8201123023419584e-05,6.867709229512835e-05,0.00012754413161372697,6.315147646152435e-05,3.5021262937697898e-06
5.63,19124.005247104407,0.01545037889721974,153.11052837154958,5.79291929869635e-05,1500000.0,5000000.0,146.87396182644133,291.98858865002074,17.075410786851293,182.92456294289266,98.90297273744261,101.09702726255787,24000000.0,6212.939468948077,2289.9704245035837,200.3645971256805,9.3599586210579,0.2976391543703278,0.0053215197520933575,0.004117406328592817,0.003015918835136805,0.0011014874934559657,7.447913346012638e-07,1399.999997937629,3.3942737107007155e-08,2.028428317563014e-06,2950.4415255932936,4000.0,5412.647396119766,1087.3526038802315,1.4933735402346469e-06,3.581160051577362e-07,2.591216088531666e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.4731271001815,153.11052837154958,229.66579255732438,86.89378948044525,289.6459649348175,146.87396182644133,146.87396182644133,4.511334328307256,49.85825096272049,45.731140735723166,28.878539422897347,5095.290174032916,1.7262732698376801,142.274476331221,12.448531136620208,0.5815285634449145,0.018492140496917393,0.0005321519752093357,0.02976391543703278,0.9359958621057901,20.03645971256805,0.0053215197520933575,0.003015918835136805,3.401453682316074e-06,-3.7239538994356583e-07,5.764368851538323e-06,2.1088417105625323e-05,2.028428317563014e-07,1.5213212381722604e-05,1.3577094842802863e-08,3362.8450638851536,1087.3526038802315,1848.4994265963935,6.361548785056946e-05,5.9734941609385875e-05,7.030640443710357e-05,0.00013070723364873868,6.478040221329166e-05,3.581160051577362e-06
5.64,19123.056278775253,0.015450627635472032,153.10643362359113,5.792887796209215e-05,1500000.0,5000000.0,146.87805628670435,292.6249579317295,17.034249564567542,182.9657234900323,98.63153461620523,101.36846538379525,24000000.0,6239.821900706746,2288.745902811683,201.47343392865818,9.47008171122282,0.3030193412861869,0.005449276048073751,0.004225074825677001,0.0030930787425062604,0.001131996083170696,7.873859025668887e-07,1399.999997879372,3.4734972976133524e-08,2.085893171717681e-06,2968.9628244150417,4000.0,5408.375704359213,1091.6242956407843,1.532645743913056e-06,3.661818799059567e-07,2.6579239111996185e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.4632218155319,153.10643362359113,229.6596504353867,86.89331694313823,289.6443898104608,146.87805628670435,146.87805628670435,4.521239261848821,49.846465622301594,45.741430872508076,28.862048667808978,5108.97065534328,1.7267357373247945,142.81366809517178,12.571583454386351,0.5909162326317058,0.018907867220952813,0.0005449276048073751,0.03030193412861869,0.947008171122282,20.14734339286582,0.005449276048073751,0.0030930787425062604,3.5870761153271074e-06,-3.936926412951646e-07,5.915104746987989e-06,2.1674004509693498e-05,2.0858931717176812e-07,1.5644198787882607e-05,1.3893989190453411e-08,3374.7301167310898,1091.6242956407843,1855.7613025893334,6.528005786354226e-05,6.130582975652224e-05,7.197097900955375e-05,0.00013394244650355276,6.644809777999047e-05,3.661818799059567e-06
5.65,19122.107475816254,0.015450876070792149,153.10233746439656,5.7928562828565104e-05,1500000.0,5000000.0,146.88215215755952,293.26155239759294,16.993308011210576,183.00666435223508,98.36026737953924,101.63973262046125,24000000.0,6266.759455731409,2287.5170979412546,202.58542950109072,9.581240110501684,0.30848455798168667,0.005579810893254561,0.0043353242426355625,0.0031720408944322137,0.001163283348203304,8.323224417792592e-07,1399.9999978195926,3.5543879998846664e-08,2.144863515163434e-06,2987.5567717416798,4000.0,5404.100521702615,1095.8994782973823,1.5728649767541742e-06,3.7441324440320504e-07,2.7262161929502194e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.45331282120503,153.10233746439656,229.65350619659483,86.89284424284766,289.6428141428255,146.88215215755952,146.88215215755952,4.531147902423327,49.83483887738066,45.75166608805877,28.845284705965998,5122.642524071246,1.727195282596585,143.3531940367063,12.695541559193689,0.6004332706011948,0.01933198520678859,0.0005579810893254561,0.030848455798168667,0.9581240110501684,20.258542950109074,0.005579810893254561,0.0031720408944322137,3.7824078753900378e-06,-4.1616087450930607e-07,6.069453930237015e-06,2.227449460761548e-05,2.144863515163434e-07,1.6086476363725756e-05,1.4217551999538666e-08,3386.6198044102903,1095.8994782973823,1863.0291131055499,6.69845575996629e-05,6.291459907016697e-05,7.367150018357432e-05,0.00013725126161487908,6.815540482375549e-05,3.7441324440320503e-06
5.66,19121.15883767489,0.015451124202689152,153.09823989047655,5.792824758611084e-05,1500000.0,5000000.0,146.88624944247593,293.89837317601535,16.95258400527767,183.0473876506577,98.08917372481505,101.91082627518543,24000000.0,6293.752026718904,2286.2840097449457,203.70057595255852,9.693440641573158,0.3140359377285192,0.0057131780597192905,0.004448210554346634,0.003252843166469285,0.0011953673878773038,8.797240297927026e-07,1399.9999977582547,3.6369781120841506e-08,2.2053754527608126e-06,3006.2234265108896,4000.0,5399.821896047164,1100.1781039528328,1.6140519105710814e-06,3.8281313429019053e-07,2.7961272328088593e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.44340010026207,153.09823989047655,229.64735983571484,86.89237137916626,289.6412379305542,146.88624944247593,146.88624944247593,4.5410602669108995,49.823368602808465,45.761846912664424,28.828248583902695,5136.305644269345,1.7276518434773398,143.89304619987277,12.820409127452233,0.6100811168378046,0.01976464319541439,0.0005713178059719291,0.03140359377285192,0.9693440641573159,20.370057595255854,0.0057131780597192905,0.003252843166469285,3.987934373308192e-06,-4.39861627939167e-07,6.227494766113532e-06,2.2890238364061917e-05,2.2053754527608126e-07,1.6540315895706096e-05,1.4547912448336604e-08,3398.5140002167955,1100.1781039528328,1870.3027767198157,6.87298537549226e-05,6.456207642284326e-05,7.540866309572406e-05,0.00014063519674787313,6.990318082022148e-05,3.828131342901906e-06
5.67,19120.210363803235,0.015451372030660918,153.0941408982568,5.792793223445125e-05,1500000.0,5000000.0,146.89034814500732,294.53542140477265,16.912075450432912,183.08789548128297,97.8182563381856,102.18174366181488,24000000.0,6320.799505835612,2285.0466381473875,204.81886529116935,9.80669014293706,0.3196746259497409,0.005849432263594559,0.004563790874830465,0.003335524173400055,0.0012282667014303652,9.297208245358451e-07,1399.999997695321,3.721341720444399e-08,2.267465511255752e-06,3024.9628468474043,4000.0,5395.53987525549,1104.4601247445069,1.6562276411112372e-06,3.913846335145036e-07,2.8676920328649537e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.43348363562234,153.0941408982568,229.6412113473852,86.89189835167687,289.63966117225624,146.89034814500732,146.89034814500732,4.550976372332631,49.812052696225685,45.77197387032074,28.810941351647575,5149.959880555469,1.7281053584654082,144.43321661213335,12.946189825182342,0.6198612220935954,0.020205992177313066,0.0005849432263594559,0.03196746259497409,0.980669014293706,20.481886529116935,0.005849432263594559,0.003335524173400055,4.204164272884512e-06,-4.648599800775168e-07,6.389307214244578e-06,2.3521854907630403e-05,2.2674655112557523e-07,1.700599133441814e-05,1.4885366881777597e-08,3410.4125777231243,1104.4601247445069,1877.5822120656617,7.051683067714096e-05,6.624910564444948e-05,7.718317561513005e-05,0.00014409579745443355,7.169230082162384e-05,3.913846335145036e-06
5.68,19119.262053658225,0.015451619554192667,153.09004048407655,5.7927616773301516e-05,1500000.0,5000000.0,146.89444826879347,295.1726982325626,16.871780277198443,183.12818991322908,97.54751789474456,102.45248210525592,24000000.0,6347.90178470155,2283.8049831448116,205.94028942339006,9.92099546995779,0.325401779827063,0.0059886291064423485,0.00468212337441152,0.0034201232178070174,0.0012620001566044576,9.824488565060815e-07,1399.9999976307536,3.807522159803386e-08,2.3311712955082803e-06,3043.775090061477,4000.0,5391.254507165923,1108.7454928340733,1.6994136569752114e-06,4.0013087525703265e-07,2.9409462464141363e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.42356341003926,153.09004048407655,229.63506072611483,86.89142515995228,289.6380838665076,146.89444826879347,146.89444826879347,4.560896235874075,49.800889084075976,45.78204747830727,28.793364062880936,5163.6050981048975,1.7285557669334835,144.97369728415245,13.072887307726917,0.6297750484976106,0.02065618538909274,0.0005988629106442349,0.0325401779827063,0.992099546995779,20.59402894233901,0.0059886291064423485,0.0034201232178070174,4.431630323811547e-06,-4.91223945650163e-07,6.554972713083024e-06,2.4169776713506614e-05,2.3311712955082804e-07,1.74837847163121e-05,1.5230088639213546e-08,3422.3154107818846,1108.7454928340733,1884.8673378179244,7.23463890871996e-05,6.797654627900845e-05,7.89957568038061e-05,0.00014763463761971907,7.352365616035341e-05,4.0013087525703265e-06
5.69,19118.313906701427,0.01545186677275821,153.08593864419115,5.79273012023703e-05,1500000.0,5000000.0,146.89854981755767,295.8102048176647,16.83169644148342,183.1682729902201,97.27696105840259,102.72303894159789,24000000.0,6375.058754404911,2282.5590448053376,207.06484015433136,10.036363493829342,0.3312185686658499,0.006130825132938768,0.004803267363560934,0.003506680341842635,0.0012965870217182549,1.0380514814151956e-06,1399.9999975645133,3.895479501103761e-08,2.396532085924343e-06,3062.660212651345,4000.0,5386.965839583376,1113.0341604166213,1.7436318710621496e-06,4.090550489425973e-07,3.0159262303229295e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.413639406121,153.08593864419115,229.6289079662867,86.89095180355545,289.6365060118515,146.89854981755767,146.89854981755767,4.570819874864874,49.78987571783969,45.79206824755502,28.775517774726065,5177.241162656534,1.729003009011656,145.51448021032382,13.20050521955324,0.6398240695372661,0.021115378357946912,0.0006130825132938768,0.033121856866584996,1.0036363493829341,20.706484015433137,0.006130825132938768,0.003506680341842635,4.670890594076974e-06,-5.190252019321588e-07,6.724574297287013e-06,2.4833910696116413e-05,2.396532085924343e-07,1.7973990644432574e-05,1.5581918004415047e-08,3434.2223735316206,1113.0341604166213,1892.158072708256,7.421944737568113e-05,6.974527484248599e-05,8.084713819074202e-05,0.00015125332226176196,7.539815575807324e-05,4.090550489425973e-06
5.7,19117.36592239899,0.015452113685820138,153.0818353747707,5.792698552135965e-05,1500000.0,5000000.0,146.902652795108,296.4479423277672,16.79182192440541,183.20814673076464,97.00658848185716,102.99341151814332,24000000.0,6402.270305502866,2281.308823269059,208.1925091876177,10.152801101604274,0.33712617391026006,0.006276077829710359,0.004927283288655508,0.0035952363249014923,0.0013320469637539713,1.0966790693523253e-06,1399.9999974965601,3.985221267929485e-08,2.4635875251702426e-06,3081.6182703021627,4000.0,5382.673920278473,1117.326079721524,1.78890461899289e-06,4.181603916763255e-07,3.092669042537715e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.40371160633293,153.0818353747707,229.62275306215605,86.89047828203948,289.63492760679827,146.902652795108,146.902652795108,4.58074730677611,49.77901057424272,45.80203668269116,28.757403547683037,5190.867940514422,1.729447025599668,146.05555736897182,13.329047194000175,0.6500097701047783,0.021583728924334532,0.000627607782971036,0.03371261739102601,1.0152801101604274,20.81925091876177,0.006276077829710359,0.0035952363249014923,4.922529558156939e-06,-5.48338933323672e-07,6.898196591782553e-06,2.551446378452342e-05,2.4635875251702427e-07,1.8476906438776818e-05,1.5940885071717942e-08,3446.133340400357,1117.326079721524,1899.4543355265905,7.613694153854664e-05,7.15561847597156e-05,8.273806355420195e-05,0.00015495348459427483,7.731672606344288e-05,4.181603916763255e-06
5.71,19116.41810022173,0.01545236029282949,153.0777306719022,5.792666972996512e-05,1500000.0,5000000.0,146.90675720533525,297.0859119403192,16.752154732657786,183.24781312778842,96.73640280665253,103.26359719334795,24000000.0,6429.536328019539,2280.0543187478697,209.3232881256156,10.270315196179967,0.3431257891010969,0.006424445625359565,0.005054232736313011,0.0036858326857599185,0.0013684000505530477,1.1584895459735467e-06,1399.9999974268542,4.0769035791821726e-08,2.5323766107369637e-06,3100.649317887807,4000.0,5378.378796989426,1121.6212030105708,1.835254660752613e-06,4.2745018601826226e-07,3.171212446208905e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.3937799929932,153.0777306719022,229.6165960078533,86.89000459494767,289.63334864982556,146.90675720533525,146.90675720533525,4.590678549225626,49.768291657169726,45.811953281947105,28.739022445640423,5204.485298544736,1.7298877584338113,146.5969207224727,13.458516853041465,0.6603336465405021,0.022061397261058734,0.0006424445625359566,0.03431257891010969,1.0270315196179967,20.93232881256156,0.006424445625359565,0.0036858326857599185,5.187159248908195e-06,-5.792441019377593e-07,7.075925817832938e-06,2.6212599668184666e-05,2.5323766107369636e-07,1.899282458052723e-05,1.630761431672869e-08,3458.048186109354,1121.6212030105708,1906.7560451179702,7.809982524532211e-05,7.341018643010453e-05,8.466928885357993e-05,0.00015873678540286816,7.928031115522263e-05,4.274501860182623e-06
5.72,19115.470439644912,0.01545260659322675,153.0736245315889,5.792635382787579e-05,1500000.0,5000000.0,146.9108630522135,297.7241148414488,16.712692897340403,183.28727414980335,96.46640666305407,103.53359333694641,24000000.0,6456.856711455944,2278.7955315257914,210.45716846937017,10.388912695741046,0.3492186201180106,0.006575987922189144,0.00518417847541263,0.0037785117090436185,0.0014056667663689668,1.2236486615365933e-06,1399.9999973553538,4.170619159226551e-08,2.6029398517138264e-06,3119.7534094704956,4000.0,5374.080517415183,1125.9194825848144,1.8827051964213743e-06,4.3692777051684584e-07,3.251594934242907e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.383844548288,153.0736245315889,229.61043679738336,86.88953074181369,289.63176913937895,146.9108630522135,146.9108630522135,4.600613619961569,49.7577169947764,45.82181853745084,28.720375535693012,5218.093104182099,1.7303251499985142,147.1385622176812,13.58891780705467,0.6707972066422544,0.022548545910743602,0.0006575987922189144,0.03492186201180106,1.0388912695741046,21.04571684693702,0.006575987922189144,0.0037785117090436185,5.465420545359653e-06,-6.118235821102732e-07,7.257849851867363e-06,2.69290903091787e-05,2.602939851713826e-07,1.9522048887853696e-05,1.6682476636906205e-08,3469.9667856776855,1125.9194825848144,1914.0631203941846,8.01090704896254e-05,7.530820785685497e-05,8.664158278457366e-05,0.00016260491715846948,8.128987335607268e-05,4.3692777051684585e-06
5.73,19114.522940148312,0.015452852586441594,153.0695169497518,5.792603781477435e-05,1500000.0,5000000.0,146.91497033979874,298.36255222623726,16.673434474246644,183.32653174062037,96.19660267009625,103.80339732990423,24000000.0,6484.231344788191,2277.5324619588278,211.5941416187929,10.508600533747936,0.35540588514406785,0.006730765096506125,0.005317184460349528,0.003873316446798025,0.0014438680135514575,1.2923304852562095e-06,1399.9999972820167,4.266283907690382e-08,2.6753204091883347e-06,3138.930598302182,4000.0,5369.779129216897,1130.2208707831,1.9312798674697047e-06,4.4659653713043516e-07,3.333855732097991e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.37390525426804,153.0695169497518,229.6042754246277,86.88905672216153,289.63018907387175,146.91497033979874,146.91497033979874,4.610552536866526,49.747284641131586,45.83163293515509,28.701463888143188,5231.691225427173,1.730759143584347,147.6804737860605,13.720253654581283,0.6814019697078628,0.023045339805733565,0.0006730765096506125,0.035540588514406786,1.0508600533747936,21.15941416187929,0.006730765096506125,0.003873316446798025,5.757984423338663e-06,-6.461644075690632e-07,7.444058230037319e-06,2.7663571840011425e-05,2.675320409188335e-07,2.006490306891251e-05,1.706513563076153e-08,3481.889014425764,1130.2208707831,1921.37548033127,8.216566764069925e-05,7.725119469878819e-05,8.865572668712035e-05,0.00016655960329204522,8.334639330244978e-05,4.465965371304352e-06
5.74,19113.575601216122,0.015453098271893298,153.06540792222978,5.79257216903371e-05,1500000.0,5000000.0,146.91907907222856,299.0012252982919,16.63437754339901,183.36558781981384,95.92699343553677,104.07300656446371,24000000.0,6511.6601164717395,2276.265110475085,212.7341988726747,10.629385658678018,0.361688814769452,0.006888838513095913,0.005453315851265863,0.003970290731116866,0.0014830251201489516,1.3647176127794947e-06,1399.9999972067994,4.363752970058423e-08,2.749562950599428e-06,3158.1809368247395,4000.0,5365.474680015154,1134.5253199848428,1.9810027643167688e-06,4.56459931111218e-07,3.4180348105686246e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.36396209285476,153.06540792222978,229.59811188334467,86.88858253550565,289.6286084516855,146.91907907222856,146.91907907222856,4.620495317951013,49.736992675506954,45.84139695495346,28.6822885764067,5245.27953084897,1.7311896832699332,148.2226473439675,13.852527982087633,0.6921494665621035,0.023551946297081756,0.0006888838513095913,0.036168881476945205,1.0629385658678019,21.273419887267472,0.006888838513095913,0.003970290731116866,6.065553296650304e-06,-6.82357875162666e-07,7.634642176540002e-06,2.841527617326453e-05,2.749562950599428e-07,2.0621722129495708e-05,1.745501188023369e-08,3493.814747979365,1134.5253199848428,1928.6930439742328,8.427062575728483e-05,7.924011057267075e-05,9.071251473335873e-05,0.00017060259837728512,8.545087026421561e-05,4.56459931111218e-06
5.75,19112.628422336904,0.015453343648991074,153.06129744478042,5.792540545423403e-05,1500000.0,5000000.0,146.92318925372135,299.6401352693753,16.595520208641005,183.4044442831294,95.65758155582509,104.3424184441754,24000000.0,6539.142914445502,2274.9934775748347,213.87733142879404,10.751275033718612,0.36806865209444,0.00705027054242405,0.00559263903907588,0.004069479189543684,0.001523159849532151,1.441001690065639e-06,1399.999997129658,4.463109577126407e-08,2.825710780242127e-06,3177.5044766708265,4000.0,5361.16721738742,1138.832782612577,2.03189843573736e-06,4.6652144853778766e-07,3.504172901755237e-05,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,295.35401504584627,153.06129744478042,229.59194616717065,86.88810818135104,289.62702727117016,146.92318925372135,146.92318925372135,4.630441981347827,49.726839201828426,45.85111107078235,28.662850676928734,5258.857889586439,1.7316167139087888,148.76507479293215,13.985744363731111,0.703041239579959,0.024068535183728645,0.000705027054242405,0.036806865209444005,1.0751275033718612,21.387733142879405,0.00705027054242405,0.004069479189543684,6.388862427934839e-06,-7.204998067898841e-07,7.829694638653444e-06,2.9184911367660007e-05,2.825710780242127e-07,2.1192830851815953e-05,1.7852438308505626e-08,3505.7438622736463,1138.832782612577,1936.0157304413808,8.642497297560278e-05,8.127593742949439e-05,9.281275419261838e-05,0.00017473568743240953,8.760432254388092e-05,4.665214485377876e-06
