Pi_curve_1_task1,_1_task1,hplc_curve_2_task1
0.0,0.0,100.0
1.4774358334079807e-05,0.001,98.81125803839858
0.00021516454008008168,0.002,97.64303106580799
0.000995395444064684,0.003,96.49323878630672
0.002885411836970775,0.004,95.36045190209008
0.006483200956935775,0.005,94.24366582524512
0.012411814911445163,0.006,93.14215348195783
0.021292410103342263,0.007,92.05536955360434
0.0337276589113884,0.008,90.98288817045285
0.05029186456594914,0.009000000000000001,89.92436236290406
0.07152539281688064,0.01,88.8794976582227
0.09793187580228846,0.011,87.84803489067441
0.12997717671873943,0.012,86.8297389896469
0.1680894681882421,0.013000000000000001,85.8243916720242
0.21265999438911365,0.014,84.83178665210241
0.2640442565385399,0.015,83.85172653302719
0.3225634256000234,0.016,82.88402073134718
0.38850588749849635,0.017,81.92848412482519
0.4621288402342003,0.018000000000000002,80.98493616780767
0.5436598955267442,0.019,80.05320027119605
0.6332986553766204,0.02,79.1331033949895
0.7312182549234194,0.021,78.22447576594843
0.8375668524633966,0.022,77.32715068217894
0.9524690630509696,0.023,76.44096436073463
1.076027335167936,0.024,75.5657558321207
1.2083232675773559,0.025,74.70136685071208
1.3494188674850705,0.026000000000000002,73.84764182546806
1.499357752573971,0.027,73.00442775909495
1.6581662965841701,0.028,72.17157419488116
1.8258547109218881,0.029,71.3489331692719
2.002418098658282,0.03,70.53635916566701
2.187837440574853,0.031,69.73370907264187
2.3820804955656314,0.032,68.94084214479699
2.5851027436588225,0.033,68.15761996120692
2.7968482010350897,0.034,67.38390638895602
3.0172504704748775,0.035,66.61956753525685
3.246232949018804,0.036000000000000004,65.86447173386975
3.483710080458849,0.037,65.11848948767874
3.7295877758539717,0.038,64.38149344370476
3.983764231456405,0.039,63.65335835201472
4.246130298575565,0.04,62.93396104196359
4.51657059859491,0.041,62.22318036344804
4.794963578064554,0.042,61.52089717609389
5.08118210892215,0.043000000000000003,60.826994313063906
5.375094131995084,0.044,60.14135654131364
5.676563040680634,0.045,59.46387053917227
5.985448292879283,0.046,58.7944248230219
6.3016055506551965,0.047,58.13290981123416
6.624887431617694,0.048,57.47921764663742
6.95514353361888,0.049,56.833242328088794
7.292221105235555,0.05,56.19487953609985
7.6359651130932065,0.051000000000000004,55.56402673291901
7.986218810742514,0.052000000000000005,54.940583001196686
8.34282388922017,0.053,54.32444908644697
8.705620775432806,0.054,53.71552737180804
9.074448913029471,0.055,53.11372184608051
9.449147032568789,0.056,52.51893804554254
9.829553367169709,0.057,51.93108306455226
10.215505868825232,0.058,51.35006552059335
10.60684245401464,0.059000000000000004,50.77579547510087
11.00340115012915,0.06,50.20818445660531
11.405020315037248,0.061,49.64714544574199
11.811538773763814,0.062,49.0925927930475
12.222796006529563,0.063,48.54444224859208
12.638632280903451,0.064,48.0026109085166
13.05888878824652,0.065,47.46701719047903
13.483407793501527,0.066,46.9375808181689
13.912032715988929,0.067,46.41422278775908
14.344608292204427,0.068,45.896865350490835
14.78098060293118,0.069,45.38543198791979
15.220997213181505,0.07,44.879847384323455
15.664506953210534,0.07100000000000001,44.380037412951125
16.11136147951791,0.07200000000000001,43.88592909303939
16.561412878078244,0.073,43.39745059728684
17.01451534420319,0.074,42.91453121181943
17.470525238865136,0.075,42.43710131489373
17.929300520125608,0.076,41.96509236274324
18.390701247512368,0.077,41.498436864450795
18.854589501934953,0.078,41.03706836448564
19.320829269048474,0.079,40.58092142006954
19.78928673793368,0.08,40.12993158513855
20.259830094133193,0.081,39.68403538838981
20.732329738509875,0.082,39.243170315938045
21.206658185792776,0.083,38.807274793284634
21.68269010395288,0.084,38.37628816966272
22.16030235726309,0.085,37.95015069796945
22.63937401723004,0.08600000000000001,37.52880351666097
23.11978636153998,0.08700000000000001,37.11218863356362
23.601422876102248,0.088,36.700248910714414
24.084169260217593,0.089,36.29292804759437
24.5679134300905,0.09,35.89017056400747
25.05254551839407,0.091,35.491921785175805
25.537957870031548,0.092,35.09812782732698
26.02404503586125,0.093,34.70873558308418
26.510703765197576,0.094,34.32369270658737
26.997832996898552,0.095,33.942947598929344
27.485333848594024,0.096,33.56644939416905
27.97310960405008,0.097,33.19414794582457
28.461065698993906,0.098,32.82599381362507
28.949109705694497,0.099,32.461938250443254
29.43715131639496,0.1,32.10193318946246
29.925102325592206,0.101,31.74593123164719
30.412876611245196,0.10200000000000001,31.393885633511026
30.900390114837904,0.10300000000000001,31.045750295200687
31.387560820639493,0.10400000000000001,30.70147974880169
31.874308734223007,0.105,30.361029146869377
32.360555860204414,0.106,30.024354251220913
32.846226179243985,0.107,29.691411421993724
33.33124562442379,0.108,29.36215760694844
33.815542057096906,0.109,29.036550330999155
34.29904524225563,0.11,28.714547685969304
34.781686823450684,0.111,28.396108320576076
