Time,cLc,cLm,cLn,cP7c,cP7m,cP7n,cP9c,cP9m,cP9n,cPn,cTc,cTm,cTn,cXc,cXm,cXn,cYc,cYm,cYn,q1,n1,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,g2,g3,m4,k4,p2,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,m12,k10,r3,r4,m5,m6,k5,m7,m8,k6,n3,g4,m9,k7,p4,r7,r8,m13,k11,m14,k12,p5,k13,q3,m15,g7,g8,n6,g9,m16,k14,p6,r9,r10,m17,k15,m18,k16,n7,g10,m19,k17,p7,r11,r12,m20,k18,m21,k19,ld,lmax,a,b,c,d,e,f,h,i,j,k,cytoplasm,nucleus,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31a,R31b,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45
1.9000000000000001,7.234558987142932,0.7494576703606401,7.323040102523142,26.58734197693714,4.9482684802296975,2.777821166222689,6.89072983162649,1.390129166662624,4.2999486298252005,0.5060391783848398,0.11746862964373993,0.2194835685957053,5.883079113522262,14.50702587582562,8.276113184043822,35.62860483632288,5.207056175300029,0.14035895716278213,0.7872184891364589,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.4937114385736716,0.581080340522639,5.651510400655515,71.89560030242902,70.62486335675368,4.426876371502886,1.2849473009578631,0.25541718645866546,0.31479067202590183,0.31719765333451333,1.733919201582352,1.5054799451503469,0.11118433281304006,1.2516272390631127,0.9308097332663732,1.273371345710808,26.047411024141123,449.8353090601884,445.49651201289765,21.239311043819445,3.100168675857749,0.010311873975290436,0.029322187729380087,0.4014125815898406,29.86246716534567,29.386944921312924,0.7821309093622262,0.605155352650353,0.5,0.35593966525241655,0.0,2.903082220672891,2.6426319823708027,10.019254018769091,87.72759358710178,85.46911277080618,4.154406343980532,1.8783944900947709,0.9132285533747395,0.806400475541174,1.519272166245582,67.39409404523973,66.467315935249,0.06611990000190139,0.5982901779218186
1.9100000000000001,7.2340822047941655,0.7485825781796875,7.322882031472746,26.623409714944266,4.950867706762606,2.781622505659119,6.895995658883479,1.3911944862216885,4.303234902898537,0.5074762215977464,0.11724456049033327,0.21889074844110726,5.87285361477095,14.511698128156551,8.272674497796324,35.64094128414758,5.198500499225438,0.14016936948756722,0.785923175520999,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.4928573017339624,0.5805065421227017,5.6449115055373875,71.89086213480346,70.62333888792945,4.42664197272252,1.2849273897996425,0.25478708441031955,0.3139777135437786,0.3163409096470882,1.7306117840296624,1.5028632400198862,0.11098017571559238,1.2496603435378588,0.927782986338677,1.2729586931425447,26.03658844691437,449.98018672769115,445.6507657228529,21.242023322640858,3.1007684698467415,0.010375708574468175,0.029282916800284435,0.4008703797974935,29.813400363057887,29.338590734516448,0.7809554386805297,0.6042392505148483,0.5,0.3566500418655666,0.0,2.9030528428214297,2.643658045344709,10.024516932652926,87.8466026954301,85.58607390312204,4.156809979055591,1.8803475032676258,0.9132047368447543,0.8069692220442127,1.5204364539916833,67.44559594214398,66.51811415853471,0.06616413813879371,0.5987155721371232
1.92,7.233573911649326,0.7477046892719967,7.3226920169861875,26.659485487391986,4.953456371437866,2.785424786457231,6.901265628786908,1.3922538722087168,4.306523945691966,0.5089061838026423,0.11702087244476657,0.21829975435259819,5.862640880569792,14.516328717173648,8.269209670458629,35.65317778582809,5.189958282953574,0.1399808139507592,0.7846298968973258,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.4920024479749988,0.5799307018773566,5.638291520862273,71.88581081918866,70.62150635021818,4.426392075714686,1.2849034546183806,0.25415879493472554,0.31316706699299046,0.3154868049903749,1.727309991895466,1.5002498013378098,0.11077633677184481,1.247695247713836,0.9247531135121505,1.2725428272048223,26.025683595834444,450.1237724949922,445.80376971621587,21.24471037582366,3.1013632235259245,0.010439976879007825,0.02924385877420023,0.40033112981777624,29.76441075273875,29.29031251416686,0.7797814878747142,0.6033243466335099,0.5,0.35735573219372097,0.0,2.9030175270948195,2.644679659691723,10.029758460887392,87.9656383141986,85.70306399963066,4.159210416224292,1.8822997177312224,0.9131761073330487,0.8075347319529529,1.5215942569369065,67.49713835578748,66.5689551953227,0.06620840265848679,0.599141279563007
1.93,7.23303410290451,0.7468240169317563,7.322470048826033,26.695569136848746,4.956034459356582,2.7892279920566527,6.906539699149515,1.3933073088894907,4.309815732077842,0.5103291121297806,0.11679756514056457,0.21771058134242233,5.852440916451055,14.520917494341516,8.265718703445993,35.66531397010412,5.181429528563523,0.13979329277263638,0.7833386535402714,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.491146890831317,0.5793528264064496,5.631650546878988,71.88044630784444,70.61936564488802,4.426126676833398,1.2848754939477427,0.2535323140858042,0.3123587272408028,0.31463533215606876,1.7240138197703314,1.4976396305198252,0.11057281579011238,1.2457319547855141,0.921720189965891,1.272123746311209,26.014696475355574,450.26606175629115,445.9555193507849,21.24737214575422,3.1019529233554466,0.010504681964725884,0.029205014125648757,0.39979483800046284,29.715498346311808,29.24211027052369,0.7786090586482445,0.6024106422426304,0.5,0.35805677995690216,0.0,2.902976270974877,2.645696823058909,10.034978573305207,88.08469992394612,85.82008255079592,4.161607651235193,1.8842511253017804,0.9131426632578951,0.8080969980352738,1.5227455578853244,67.54872087356192,66.61983864173966,0.06625269318927768,0.5995672967109714
1.94,7.232462774295501,0.7459405745237375,7.322216117289785,26.731660505720637,4.958601955617268,2.793032105879353,6.91181782770307,1.3943547805869267,4.31311023587598,0.5117450533529831,0.11657463821138521,0.21712322443467538,5.842253727845949,14.52546431138446,8.26220159897236,35.677349466217265,5.17291423816472,0.13960680819950116,0.7820494457290298,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.49029064384659576,0.5787729223802853,5.6249886843686,71.87476855839382,70.61691667836614,4.425845772618021,1.2848435063589578,0.2529076379238274,0.31155268916003165,0.31378648395299286,1.7207232622467936,1.4950327289557785,0.11036961257845004,1.2437704679284838,0.9186842912573641,1.2717014489572398,26.00362709244571,450.40704991384047,446.10600999063405,21.25000857481603,3.10253755580124,0.010569826929331673,0.029166383334504734,0.3992615107697534,29.666663155874673,29.193984014009256,0.7774381527078554,0.6014981385808519,0.5,0.35875322836229984,0.0,2.902929071938992,2.6467095330819137,10.040177239733843,88.2037870046758,85.93712904653829,4.164001679874994,1.8862017178087473,0.9131044031115597,0.8086560130866964,1.5238903397034522,67.6003430820671,66.67076409310015,0.06629700935904843,0.5999936200871002
1.95,7.231859922099852,0.7450543754830327,7.321930213212148,26.76775943625075,4.9611588453158335,2.7968371113295705,6.917099972098755,1.3953962716815353,4.316407430853878,0.5131540538997468,0.1163520912910471,0.2165376786653107,5.832079320085008,14.52996902029332,8.258658360055488,35.689283903927084,5.164412413897525,0.13942136250382817,0.7807622737472423,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.4894337205730313,0.5781909965196362,5.618306034642453,71.8687775338439,70.6141593622606,4.425549359794282,1.2848074904610773,0.25228476251548687,0.3107489476291059,0.31294025320710706,1.7174383139197589,1.4924290980097537,0.11016672694467843,1.241810790299493,0.915645493315373,1.2712759337211066,25.992475456602637,450.5467323781573,446.25523700631385,21.25261960539097,3.103117107335377,0.010635414892574637,0.029127966886027055,0.3987311546246982,29.617905193702306,29.14593375521193,0.7762687717636337,0.6005868368892268,0.5,0.35944512011511814,0.0,2.902875927460435,2.647717787384924,10.0453544299955,88.32289903585297,86.05420297623276,4.166392497968286,1.8881514870947511,0.9130613254606428,0.8092117699305578,1.52502858532075,67.65200456711466,66.72173114390999,0.0663413507952703,0.6004202461920947
1.96,7.231225543138958,0.7441654333147922,7.321612327967305,26.80386577051854,4.963705113545574,2.800642991793747,6.922386089907536,1.3964317666118837,4.319707290726939,0.5145561598613502,0.11612992401355716,0.21595393908214555,5.821917698398476,14.534431473332315,8.25508899052207,35.70111691352722,5.155924057933797,0.13923695798441266,0.7794771378830844,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.4885761345707128,0.5776070555957532,5.611602699540185,71.86247320260634,70.61109361338228,4.42523743527529,1.2847674449012345,0.25166368393396144,0.30994749753213063,0.3120966327615168,1.7141589693869133,1.48982873902017,0.10996415869640974,1.2398529250364791,0.91260387243294,1.2708471992643482,25.98124157987011,450.6851045682358,446.403195775053,21.255205179860543,3.1036915644364296,0.010701448996392386,0.02908976527088954,0.39820377613962177,29.569224472250326,29.097959504889328,0.7751009175290975,0.5996767384112809,0.5,0.3601324974292779,0.0,2.9028168350086743,2.6487215835806186,10.050510113907078,88.44203549640298,86.17130382870673,4.16878010137731,1.8901004250155558,0.9130134289464251,0.8097642614181851,1.5261602777301277,67.70370491373167,66.7727393878698,0.06638571712500779,0.6008471715213087
1.97,7.230559633434394,0.7432737612706702,7.321262452209126,26.839979350709577,4.966240745547109,2.804449730668109,6.927676138742959,1.3974612498835846,4.323009789235847,0.5159514052997425,0.11590813578255107,0.2153720007496052,5.811768868060842,14.538851524234943,8.251493490961241,35.71284812955967,5.147449172552735,0.13905359700680017,0.7781940384401831,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.48771789940228516,0.5770211062178902,5.60487877898987,71.85585552514432,70.60771934159526,4.424909995500806,1.2847233682059125,0.25104439827763586,0.30914833376545736,0.3112556154833294,1.7108852198455016,1.4872316533367695,0.10976190743078322,1.2378968752863924,0.9095595053033877,1.2704152438457468,25.969925464102314,450.8221619486295,446.5498817272011,21.257765241295708,3.1042609137692803,0.010767932404521674,0.0290517789935567,0.39767938207974785,29.520621004589934,29.05006127437588,0.7739345917316348,0.5987678444007475,0.5,0.360815396314524,0.0,2.9027517918150623,2.649720919329218,10.055644261583787,88.56119586560132,86.28843109308865,4.171164486019532,1.8920485234541553,0.9129607120950545,0.8103134804336221,1.5272853999977696,67.75544370736164,66.82378841907097,0.06643010797594996,0.6012743925747633
1.98,7.229862191646195,0.7423793731740466,7.320880579095935,26.876100018424495,4.968765726325485,2.8082573112880027,6.9329700759489565,1.3984847060479801,4.326314899949805,0.5173398421402261,0.11568672636009383,0.21479185873663154,5.801632834023164,14.54322902517472,8.247871869074984,35.72447718138811,5.138987759949286,0.13887128190058212,0.7769129757100459,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.48685902864430675,0.576433155375677,5.59813437723085,71.84892448814155,70.604036480917,4.424567038127888,1.2846752591871664,0.25042690162245274,0.30835145122113433,0.3104171942461799,1.707617061783437,1.4846378422265278,0.10955997307136549,1.2359426441343007,0.906512468902748,1.2699800665647758,25.958527133539697,450.9578999355202,446.6952902283588,21.260299731699327,3.104825141727133,0.010834868304009405,0.029014008551007015,0.3971579791074748,29.472094803309158,29.002239074553586,0.7727697960861433,0.5978601561020416,0.5,0.3614938612235262,0.0,2.902680795472217,2.6507157921875173,10.060756842663842,88.68037962079346,86.40558425663379,4.173545647821796,1.8939957742845919,0.912903173803434,0.8108594198821831,1.5284039352398375,67.80722053081118,66.87487782895411,0.06647452297379153,0.6017019058316977
1.99,7.229133216248235,0.7414822827407024,7.320466701641882,26.912227615246312,4.97128004096513,2.8120657169858996,6.938267858857348,1.3995021197205184,4.3296225964288055,0.5187215155994683,0.11546569538236913,0.2142135081266413,5.7915096012162275,14.547563829269587,8.244224131172992,35.7360037009819,5.130539822392806,0.13869001504415318,0.7756339499948984,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.4859995358767932,0.5758432099930924,5.591369597691089,71.84168007643171,70.60004496397464,4.424208560642038,1.284623116608944,0.24981119006128807,0.3075568448006327,0.30958136194462205,1.704354489830536,1.4820473069512328,0.10935835542657736,1.2339902346617593,0.9034628405729784,1.269541666340126,25.947046608040758,451.09231397437424,446.8394166767075,21.262808593454597,3.105384234808993,0.01090225990425084,0.02897645445029136,0.3966395740247737,29.423645881422743,28.95449291670456,0.7716065323168575,0.5969536747664316,0.5,0.36216793300702577,0.0,2.9026038434415713,2.651706199733015,10.065847826946195,88.79958623926673,86.52276280650895,4.175923582757635,1.8959421694016478,0.9128408129401556,0.8114020727001886,1.5295158666425546,67.8590349667684,66.92600720881755,0.066518961744395,0.6021297077715698
2.0,7.2283727061640795,0.7405825037308067,7.320020813313564,26.94836198261244,4.973783674559227,2.815874931078309,6.943569444730571,1.4005134755771964,4.332932852187518,0.5200964697070448,0.11524504246829818,0.21363694401530078,5.781399174483048,14.55185579002878,8.240550284085835,35.74742732119051,5.1221053621921895,0.13850979884588982,0.7743569616026692,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.4851394346847848,0.5752512770284377,5.584584544133267,71.83412227931738,70.59574472775867,4.423834560669859,1.2845669392622237,0.2491972596951853,0.30676450941184535,0.3087481114909127,1.701097498361809,1.479460048750212,0.10915705428871293,1.2320396499337705,0.9004106979942424,1.2691000421395393,25.935483909103347,451.2253995227914,446.982256481434,21.26529176900167,3.105938179535434,0.01097011043738773,0.028939117204634032,0.3961241737193603,29.375274252172208,28.906822812323803,0.7704448021525553,0.5960484016484916,0.5,0.3628376516316838,0.0,2.902520933164186,2.652692139536022,10.070917184247524,88.918815197828,86.63996622938984,4.178298286838595,1.897887700714129,0.9127736284354001,0.8119414318529953,1.5306211774583178,67.91088659724288,66.97717614925901,0.06656342391331085,0.6025577948693901
2.0100000000000002,7.227580660863464,0.7396800499713355,7.31954290812083,26.984502961795076,4.9762766121991815,2.8196849368637715,6.948874790753468,1.4015187583544233,4.336245640690108,0.521464748136587,0.1150247672357442,0.21306216151019977,5.771301558569145,14.556104761276263,8.236850335454337,35.75874767550024,5.1136843816911695,0.13833063574147272,0.773082010846316,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.4842787386580475,0.574657363489248,5.577779320823847,71.82625109152893,70.5911357144989,4.423445036026507,1.2845067259764387,0.2485851066321085,0.30597443996869317,0.30791743581454073,1.6978460817366494,1.4768760688378444,0.10895606944871547,1.2300908929968708,0.8973561191743455,1.2686551930146541,25.923839060775435,451.35715204813044,447.1238050596874,21.26774920079055,3.106486962436356,0.011038423158497679,0.028901997332877974,0.3956117851570379,29.32697992899886,28.859228773094063,0.7692846073259128,0.595144338005624,0.5,0.3635030565925098,0.0,2.9024320620775437,2.6536736091554674,10.075964884380902,89.03806597273903,86.75719401139926,4.180669756112728,1.8998323601438207,0.91270161929463,0.8124774903348515,1.5317198510055492,67.96277500348522,67.02838424009549,0.0666079091057096,0.6029861635950555
2.02,7.2267570803640915,0.7387749353557372,7.319032980618778,27.020650393900635,4.9787588389746364,2.8234957176227944,6.954183854033694,1.402517952849484,4.339560935350475,0.5228263942132803,0.11480486930148856,0.2124891557308589,5.7612167581229565,14.560310597157821,8.233124293733797,35.76996439805114,5.1052768832689095,0.13815252819404414,0.7718090980439148,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.4834174613904435,0.5740614764322545,5.570954032530543,71.81806651324226,70.58621787168362,4.423039984716604,1.2844424756197126,0.24797472698701134,0.3051866313911884,0.30708932786223725,1.6946002342984823,1.4742953684036646,0.10875540069615543,1.2281439668791738,0.8942991824411293,1.2682071181016026,25.912112089668376,451.4875670277294,447.2640578367916,21.270180831282413,3.10703057005137,0.01110720134574681,0.028865095359517395,0.39510241538214685,29.2787629255472,28.811710810889146,0.7681259495735879,0.5942414850981254,0.5,0.36416418692170743,0.0,2.902337227615841,2.654650606138866,10.080990897155843,89.15733803971453,86.87444563810519,4.183037986664358,1.901776139625444,0.9126247845988997,0.8130102411690752,1.532811870669201,68.01469976599114,67.07963107036704,0.06665241694638606,0.6034148104133878
