Time,cLc,cLm,cLn,cP7c,cP7m,cP7n,cP9c,cP9m,cP9n,cPn,cTc,cTm,cTn,cXc,cXm,cXn,cYc,cYm,cYn,q1,n1,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,g2,g3,m4,k4,p2,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,m12,k10,r3,r4,m5,m6,k5,m7,m8,k6,n3,g4,m9,k7,p4,r7,r8,m13,k11,m14,k12,p5,k13,q3,m15,g7,g8,n6,g9,m16,k14,p6,r9,r10,m17,k15,m18,k16,n7,g10,m19,k17,p7,r11,r12,m20,k18,m21,k19,ld,lmax,a,b,c,d,e,f,h,i,j,k,cytoplasm,nucleus,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31a,R31b,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45
0.0,6.7846,0.8539,6.8104,20.0554,4.28,2.091,6.0091,1.1006,3.7528,0.0,0.1724,0.3717,8.0398,13.0372,8.487,31.8995,7.075,0.1937,1.07,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.6289736146747898,0.6481081705939316,6.43908912,67.42399788,65.68085968,4.202929495745846,1.21907281509517,0.4127942236724665,0.5173309689960152,0.53718084,2.54474468,2.0573848200000002,0.1603695815585066,1.652302147285697,1.3906071166751597,1.298534929300303,26.7111351,404.25880132,398.86815805,20.33032687415546,2.910054850447405,0.003447817258867865,0.04033554305062689,0.55396263,40.575125,39.943207,1.0311015307064748,0.7995314818111685,0.5,0.0,0.0,2.8031784956425096,2.369162998481754,8.666144000000001,66.17479784,64.33672440000001,3.647365027199004,1.5031456923232343,0.835748131050235,0.6492124767051808,1.20284574,58.77140164,58.00965656,0.05859283145902511,0.5268272858988663
0.01,6.7895183176312495,0.8537067008256373,6.815629456755977,20.08722687776979,4.284336301151536,2.094349276789976,6.012929664781615,1.1024641747415613,3.755153064630588,0.004975156566199902,0.1713551674894791,0.3706561348427304,8.028097544300133,13.047098527036066,8.48791223247266,31.924284185430235,7.06391642508061,0.1933315889308046,1.0683243689873856,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.6284614325976527,0.6479867263447008,6.437631489585965,67.47287513695582,65.731293606846,4.205407330964955,1.2197582009059424,0.4117463336165719,0.5159828180723043,0.535672246074714,2.529322220761954,2.054390161586404,0.15944983895618003,1.6502016155012944,1.389014344534344,1.2986431695765135,26.7140061692612,404.56573583618706,399.1780570262011,20.33684418724078,2.9113791152743658,0.003465244919754684,0.04025971978069213,0.5529090111832081,40.5115606978373,39.88065552673601,1.029667928699794,0.798411728158105,0.5,0.004954614912105772,0.0,2.804246330828523,2.3710018278824876,8.67492414257163,66.27981380588919,64.4397762879847,3.6502382032507765,1.5050904148043767,0.8365405057988395,0.6502415072521776,1.2048830965750523,58.80885729343011,58.04602952714024,0.05862605438910363,0.5271373537001163
0.02,6.79441286011457,0.8535094937808501,6.820836412853095,20.11909257599714,4.288664884980469,2.097699287546619,6.0167686622027015,1.1043259734919266,3.757513719193134,0.00990120895314241,0.17042002979645035,0.36961526641248377,8.016300140183962,13.056988688748437,8.488807359495153,31.949026834778156,7.0528466171670035,0.192964110747048,1.0666499730395698,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.627946685302157,0.6478628171323354,6.436144390702634,67.52151612124658,65.78151053283781,4.207872522887188,1.220440357920821,0.4107005965555738,0.514637992447914,0.5341679830193216,2.5155189338164647,2.051371205873076,0.15862614743826395,1.6480832560059824,1.3874004374179358,1.298749375141019,26.716823402539095,404.8724109595804,399.48743663938257,20.343350288520714,2.912700311316086,0.0034829356897471075,0.0401840851560395,0.5518580603254826,40.448075349452765,39.81815015856444,1.0282356021751453,0.7972924289803847,0.5,0.009820182553624542,0.0,2.805308532520864,2.3728365165097554,8.683688659108453,66.38495786376016,64.54285075894938,3.6531102938463045,1.5070343674360636,0.8373294396620979,0.6512690032882187,1.2069178564293266,58.846404223807305,58.08251981717171,0.05865935359652489,0.5274483976918297
0.03,6.799283643047357,0.8533083778462576,6.826020716122308,20.15099605941326,4.292985736414756,2.1010509268590454,6.0206171957310985,1.1061853770401697,3.7598817236497255,0.014779037356636993,0.16957854717444873,0.3685773838116851,8.004423146357503,13.066868017541655,8.489685199619123,31.973730023605025,7.041790322603411,0.1925975660873209,1.064977074451478,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.6274293699415618,0.6477364417289185,6.434627815663059,67.56992098787602,65.83150899042676,4.21032508930487,1.2211192700062021,0.40965716060315416,0.5132964824055616,0.5326680350846473,2.5030980612778855,2.048331883152885,0.15788453673277003,1.645949808705278,1.385767276774876,1.2988535247553883,26.719586228761266,405.17875017473335,399.7963228421549,20.3498435787949,2.914018554385121,0.003500869501612756,0.04010863933339759,0.550809779253129,40.38466750013057,39.755700686981115,1.0268045199116977,0.7961737603401723,0.5,0.014599235155189598,0.0,2.806365084480584,2.3746670632323954,8.692437519092596,66.49022659763999,64.64597533796986,3.655981200123762,1.508978069171162,0.8381149096951648,0.6522949551399212,1.2089499985672014,58.884044421128436,58.119123719660365,0.05869273081256889,0.5277603860212676
0.04,6.804130668650104,0.853103352012286,6.831182228128191,20.182936530143202,4.297298840309117,2.104404848883019,6.024475423046995,1.1080423661230785,3.762256883894131,0.019609497352851897,0.16881682998472278,0.36754247732034256,7.992479866132231,13.076734802975603,8.490545587690882,31.99839507743256,7.030747370319673,0.19223195542062377,1.0633058518545233,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.62690948720015,0.6476075989007253,6.433081756854246,67.618089758911,65.8812876445139,4.2127650412141575,1.221794922837991,0.4086161254125224,0.5119582797201593,0.5311723882233591,2.4918545823554976,2.045275597743238,0.15721288698235936,1.6438036480817795,1.384116499856024,1.298955599112676,26.722294128139513,405.4847004441478,400.104732208709,20.356322961456126,2.9153339200082633,0.0035190289520581793,0.04003338243454769,0.549764169307442,40.321336168783326,39.69331378031454,1.0253746613370494,0.7950558425582805,0.5,0.019294205952394512,0.0,2.8074159732891704,2.3764934668848543,8.7011706918579,66.59561737486051,64.74917015237229,3.658850845152072,1.5109218983818065,0.8388968950440474,0.6533193531125536,1.2109795019359124,58.92177942756883,58.15583823417031,0.05872618737042911,0.5280732928956833
0.05,6.808953925768161,0.8528944153027098,6.8363208239230655,20.21491340178977,4.301604181416018,2.1077614933610938,6.02834345811857,1.1098969213874839,3.764639049579831,0.024393418462430247,0.16812318025611098,0.36651053819866086,7.980481507877006,13.086587965425363,8.491388375094761,32.02302269531899,7.019717658245033,0.19186727904268144,1.0616364139834953,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.6263870407975387,0.647476287423004,6.4315062069146745,67.66602232349882,65.93084529007882,4.215192382825045,1.222467303865461,0.40757755023394493,0.5106233774065806,0.5296810298047047,2.4816158268063773,2.042205217865726,0.15660097704559964,1.641646775453251,1.3824494879092941,1.299055580865665,26.72494663293574,405.7902282907062,400.41267347999917,20.362787757433352,2.916646450139886,0.0035373994510685372,0.039958314545557365,0.5487212313341647,40.258080770035264,39.63099349764528,1.023946014786012,0.7939387493349365,0.5,0.023907431805436887,0.0,2.8084611882838892,2.378315726254943,8.709888146531155,66.70112826054552,64.85244873233148,3.6617191714359736,1.5128661083556836,0.8396753769078724,0.6543421874692585,1.2130063453843811,58.959610357782864,58.19266103669016,0.058759724223483585,0.5283870982939362
0.06,6.813753392795142,0.8526815667996426,6.841436389058371,20.24692622703923,4.305901744402166,2.1111211589329444,6.032221382799474,1.1117490233967302,3.7670281024409444,0.029131606551305998,0.16748768743374265,0.36548155828875395,7.968437571539002,13.096426794867774,8.49221342667974,32.04761320778061,7.008701124912284,0.19150353710868623,1.0599688284293802,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.6258620361298672,0.6473425060956757,6.429901158922744,67.71371846691956,65.98018082335675,4.217607113041011,1.2231364019165698,0.40654147050201567,0.5092917692067521,0.5281939480389072,2.472235507903245,2.039123174556831,0.15604013705973901,1.6394808878286637,1.380767413565316,1.2991534542616807,26.727543317789145,406.0953116979394,400.7201507887679,20.369237532205744,2.9179561670022305,0.0035559687018636064,0.039883435723513036,0.5476809657771318,40.194900951371956,39.56874236215161,1.0225185738363867,0.7928225269216198,0.5,0.028441159331710666,0.0,2.8095007209365526,2.380133840090879,8.718589852065506,66.80675777873864,64.9558202665124,3.664586134284876,1.5148108701017526,0.8404503380856612,0.6553634484346372,1.2150305076702865,58.99753801233197,58.22959029910139,0.05879334204609169,0.5287017864259821
0.07,6.818529040229426,0.8524648056529367,6.8465288170451535,20.278974646589894,4.310191513871228,2.114484054919451,6.0361092561016445,1.1135986526475965,3.769423946978266,0.03382484605492697,0.16690185763952758,0.3644555297640112,7.956356203086984,13.106250787147463,8.493020618020255,32.072166738824464,6.997697731577902,0.19114072966279314,1.0583031397415632,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.6253344793743794,0.6472062537492421,6.428266606467665,67.76117789599198,66.02929321734686,4.220009226751675,1.2238022068629786,0.4055079082737948,0.5079634492666886,0.526711131614949,2.4635882500597748,2.0360315523699595,0.1555229279590432,1.637307441134555,1.3790712851505187,1.299249204817166,26.730083791095147,406.3999350329472,401.0271656855872,20.375671987540734,2.9192630817702403,0.0035747262119527503,0.039808746002585736,0.5466433727626221,40.13179649059927,39.506562036866534,1.021092335000259,0.7917072061984489,0.5,0.0328975505686205,0.0,2.810534564327115,2.381947807110945,8.727275777286462,66.91250474388801,65.05929119538364,3.6674516971494366,1.516756302549753,0.8412217625912397,0.6563831262040921,1.2170519674785583,59.035562968376524,58.26662454520595,0.058827041314158536,0.5290173445045645
0.08,6.823280831785997,0.8522441310891127,6.8515980082775165,20.311058366675706,4.314473474376009,2.1178503241196505,6.0400071183374155,1.1154457895787422,3.771826506288017,0.03847389986939692,0.1663584673338617,0.36343244502826,7.944244334411047,13.116059577077728,8.493809834335845,32.09668327208687,6.986707454888921,0.1907788566504103,1.056639376848348,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.6248043771026521,0.6470675292504015,6.426602543716781,67.80840025012287,66.07818151143002,4.222398715396948,1.2244647094770607,0.40447687652085196,0.506638412006785,0.5252325695548413,2.4555674287749323,2.032932125175787,0.15504301723717873,1.6351276749572166,1.3773619620211488,1.2993428191891203,26.732567691605205,406.7040869719839,401.33371796584703,20.382090917139394,2.9205671981237633,0.00359366313031356,0.03973424539655645,0.5456084521345085,40.06876725378797,39.44445360168652,1.0196672967781737,0.790592807619785,0.5,0.03727868617024954,0.0,2.811562712916958,2.3837576260086557,8.735945890916543,67.01836818668316,65.16286591264306,3.67031582955294,1.5187024858852958,0.841989635489843,0.6574012109484842,1.2190707034306074,59.07368562018726,58.30376258624829,0.05886082234116936,0.5293337621947377
0.09,6.828008725476861,0.852019542419061,6.856643868997573,20.34317714015845,4.318747610431008,2.121220061989499,6.04391499494854,1.11729041457925,3.7742357182012034,0.04307950891654334,0.16585141911419315,0.36241229664012276,7.932107821162114,13.12585288816852,8.49458096942184,32.1211627005473,6.975730281347866,0.19041791793063728,1.0549775586555497,13.1446,1.0988,11.7992,3.7622,4.1029,7.5408,9.9378,9.6442,22.5198,29.5681,4.5545,18.6335,13.5067,8.733,17.9887,7.1601,4.7728,1.4452,3.1473,31.0081,12.5039,35.1982,9.5343,7.0274,45.1336,12.7437,1.8828,1.506,1.5091,20.7577,3.4563,16.4042,14.7607,0.2559,1.5511,1.4189,3.0204,1.6789,11.3548,55.3798,1.7236,5.6552,5.7847,29.3208,2.8599,5.735,37.3301,9.1535,55.7326,7.5549,9.0406,0.5,1.2,1.0,1.2,4.6434,4.7985,4.6039,4.8052,10.1357,14.0306,2.0248,3.2996,30.7684,7.2481,19.799,7.8275,8.7977,4.4383,17.7951,10.1288,16.0706,1.0929,9.7804,15.4577,0.5315,48.4999,8.5942,57.4671,0.0,1.0,1.8775,1.5408,1.4723,4.0627,3.5723,2.0127,3.3286,3.5898,1.269,1.5212,1.0,1.0,0.0,0.6242717359750938,0.646926331506896,6.424908965473655,67.85538511204395,66.12684480138638,4.224775567514441,1.2251239012946984,0.40344838236412267,0.505316652024444,0.5237582511043054,2.448083042118871,2.029826391435385,0.15459505543542293,1.6329426369635338,1.3756401700867344,1.2994342850478968,26.734994685061356,407.00775894161825,401.6398062913734,20.388494173380415,2.9218685149132813,0.003612772081438517,0.03965993390137255,0.5445762034898296,40.005813163530014,39.38241776236754,1.0182434589445624,0.7894793449487628,0.5,0.04158656813908005,0.0,2.812585162331948,2.385563295458076,8.744600161600705,67.12434729166682,65.2665473553177,3.6731785053599717,1.5206494727462516,0.8427539427410418,0.6584176928188389,1.2210866940936622,59.1119062165947,58.34100346123874,0.058894685311481294,0.5296510311045436
