A,AK,B,BN,Bp,D,Dusp,ERKa,ERKi,ERKt,F,Fgf,K,Kt,MAx,MDusp,MF,N,Na,Nan,Rasa,Rasi,Rast,Xa,Xi,Xt,Time
0.1,0.0,0.1,0.001,0.1,2.0,0.1,0.2,1.8,2.0,0.001,1.0,3.0,3.0,0.1,0.1,0.1,0.5,0.2,0.0,0.5,1.5,2.0,0.1,1.9,2.0,0.0
0.09112709636139334,0.00771909570355378,0.11144540275314455,0.0020763260886349825,0.07931126760676042,2.0,0.09915342567095123,0.20210949881760415,1.7978905011823958,2.0,0.0010864122325159322,1.0,2.992280904296446,3.0,0.1047839060101887,0.09985347017781838,0.09933835245358438,0.49333426555639265,0.20504980043392454,5.2781666595706525e-05,0.5101279384900618,1.4898720615099381,2.0,0.09947103614465068,1.9005289638553493,2.0,0.01
0.08306080855603576,0.014725227642255145,0.1220604040774702,0.0032433350264431263,0.06140516896654442,2.0,0.09831367714578527,0.2042697387767426,1.7957302612232575,2.0,0.0011719604398031304,1.0,2.985274772357745,3.0,0.10947548212783548,0.0997062016081285,0.0986805918889527,0.4867589299663795,0.2100295818482115,9.430476747791547e-05,0.5202476311416284,1.4797523688583716,2.0,0.09894883236470423,1.9010511676352957,2.0,0.02
0.07572690895890452,0.021086127686420042,0.13169063697164152,0.004489605326378465,0.0461595490377237,2.0,0.09748071608224235,0.20648066005440982,1.7935193399455902,2.0,0.0012566509440178001,1.0,2.97891387231358,3.0,0.11407767859142258,0.09955821410439963,0.09802670500264919,0.4802729170894095,0.21494029238021853,0.0001279059291969397,0.5303591300439889,1.469640869956011,2.0,0.09843349663211197,1.9015665033678881,2.0,0.03
0.06905822832293286,0.02686278756808269,0.14016076719239715,0.005802247604795941,0.0334857290125548,2.0,0.0966545040943753,0.20874220354193207,1.7912577964580678,2.0,0.001340490030583718,1.0,2.9731372124319173,3.0,0.1185933298208651,0.09940952748402232,0.0973766762210344,0.4738751608151525,0.21978286959555343,0.00015573087808877183,0.5404624807616997,1.4595375192383004,2.0,0.09792513605732049,1.9020748639426794,2.0,0.04
0.06299393060125205,0.032110189789456456,0.14729736201037466,0.0071668182908519295,0.023303315575048774,2.0,0.09583500275686374,0.21105431078365794,1.788945689216342,2.0,0.0014234839469545774,1.0,2.9678898102105435,3.0,0.12302515924223718,0.09926016156442857,0.09673048889613281,0.4675646049971323,0.2245582403291641,0.00017923611298916985,0.5505577226639381,1.449442277336062,2.0,0.09742385688357205,1.9025761431164279,2.0,0.05
0.057478877302500245,0.03687794486182305,0.15297621606267106,0.00856760063091694,0.015494000520019592,2.0,0.09502217360927222,0.21341692391513736,1.7865830760848627,2.0,0.0015056389021381447,1.0,2.963122055138177,3.0,0.1273757814086729,0.09911013615920741,0.09608812587794546,0.4613402033939799,0.22926732062652794,0.00019944986863417092,0.5606448892233625,1.4393551107766376,2.0,0.09692976447962805,1.903070235520372,2.0,0.06
0.0524630640312767,0.041210852766217165,0.15718595415381395,0.00998846935594968,0.009844139563215825,2.0,0.094215978160274,0.2158299856033523,1.7841700143966477,2.0,0.0015869610665866748,1.0,2.958789147233783,3.0,0.13164770220012817,0.09895947107439772,0.09544956981189258,0.45520091961128506,0.2339110157477533,0.00021711762796329957,0.570724008288565,1.429275991711435,2.0,0.0964429633327337,1.9035570366672663,2.0,0.07
0.04790111845191716,0.04514939997116807,0.16006886503630277,0.011414328613023111,0.006014655519432306,2.0,0.09341637789185801,0.21829343898873982,1.7817065610112601,2.0,0.0016674565722845575,1.0,2.954850600028832,3.0,0.13584331847543932,0.09880818610494613,0.09481480328796298,0.44914572704382527,0.23849022020150695,0.0002327927960825444,0.5807951023333257,1.4192048976666745,2.0,0.0959635570418237,1.9040364429581762,2.0,0.08
0.043751853469792615,0.04873019869215911,0.16189439445918008,0.012832621458471671,0.003578087442022939,2.0,0.09262333426350207,0.22080722762916008,1.7791927723708398,2.0,0.0017471315129299295,1.0,2.951269801307841,3.0,0.13996491888454987,0.09865630103134804,0.09418380891585537,0.44317360881834833,0.24300581780156894,0.00024689278784187233,0.5908581886835649,1.4091418113164351,2.0,0.09549164831102401,1.904508351688976,2.0,0.09
