Time,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rasi,ERKi,Xi,Rast,ERKt,Xt,D,AK,Kt,Fgf,KdN,vsN,vdN,KdNa,VdNa,kt1,kt2,KdNan,VdNan,KdMF,KIG1,vsFK,vsF,vmF,KA,KdF,vdF,ksF,kd1,vsB,kd2,v0,vMB,vmd,KaB,KaXa,Kmd,n,m,vMXa,ksAx,vdAx,KdAx,d1,a1,K1,K2,kt3,kt4,ksDusp,vdDusp,KdDusp,kcDusp,KaFgf,KaRas,KdRas,KdErk,KaErk,KaX,KIF,KID,KdX,KaMDusp,KdMDusp,q,r,kc,j,p,epsilon,theta,eta,VMsMDusp,VMdMDusp,VMK,VMP,VMaRas,VMdRas,VMaErk,VMaX,VMdX,cytosol,n_synth,N_degradation,N_activation,Na_degradation,Na_transport,Nan_degradation,MF_transkription,MF_degradation,F_translation,F_degradation,AK_dissoc,B_synth,B_degradation,B_phosphorylation,BP_dephosphorylation,B_shuttling,Bp_degradation,MAx_trans_basal,MAx_trans_BN,MAx_trans_Xa,MAx_degradation,A_translation,A_degradation,Ras_activation,Ras_inactivation,Erk_activation,Erk_inactivation,X_activation,X_inactivation,MDusp_transkription,MDusp_degradation,Dusp_translation,Dusp_degradation
2.07,0.060792636614945994,0.5551898666840458,0.0012041508729954964,0.023559153111378364,0.0073207595421843465,0.0004321234655730701,0.12421589204832982,0.003409650029055755,2.901804479815986,0.3045499694628461,0.5916252907470417,1.9866448893522886,1.546975886388097,0.24556441285673716,0.08812325223876853,0.02050045155972031,0.013355110647711443,0.4530241136119031,1.7544355871432629,2.0,2.0,2.0,2.0,0.09819552018401412,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3884249287481596,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03520730409445583,0.06290689328902553,0.002994606158472671,0.016619571474331508,0.01638931646306532,0.00024144245828017054,0.017143472018249187,0.0021203237800240526,0.0022700284698748702,-0.011984843840478362,0.1305,0.0,0.02598916375286532,0.02129937462605517,-0.04029171082724632,0.004577483870815531,0.09,0.07509806903533535,0.7201442062837285,0.6624986877656984,0.017748758722411252,0.004844708358973394,0.1368531681920798,0.11710536979111091,0.885641498637243,0.008042732717365053,0.3609863915612904,0.124624820601676,0.05246989733816646,0.022475710296264204,0.013218487835815279,0.02363162394763244
2.08,0.0605037968504865,0.5556212309967324,0.0012064469520485825,0.023390732781156387,0.007319188966758714,0.00043324757421092305,0.12461876632079724,0.0034188465303930924,2.9016843667215095,0.30540513672321157,0.5938522537649886,1.9868336281010082,1.5557438580742597,0.24793718115643712,0.08842694864482845,0.020397120685106022,0.013166371898991835,0.44425614192574026,1.752062818843563,2.0,2.0,2.0,2.0,0.09831563327849047,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3884558020838302,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.035046955883231826,0.062608013963011,0.0029946103385337496,0.016632443521340516,0.016403480050972263,0.00024236895574867765,0.017024538605093557,0.0021051659503040746,0.0022695509111417397,-0.01203777153777305,0.1305,0.0,0.02605590137539705,0.021353993185633083,-0.04028316933757835,0.004589391553616308,0.09,0.07557100695446832,0.7206906895174285,0.6636133620984541,0.017815567612949657,0.004857704967586787,0.1351383217533558,0.11710590291704621,0.8839914547557408,0.00800360624318712,0.36301877260310145,0.12482690823988833,0.0532876897288638,0.02254152758855097,0.013264042296724267,0.023517179332106702
2.09,0.060219513361193744,0.5560495018514268,0.001208730195633824,0.02322350706192088,0.007317472349221682,0.0004343738012971526,0.12502155594311876,0.0034280517805739706,2.901563724458811,0.3062602673263136,0.596078242661375,1.9870060523287174,1.5644953801838983,0.2503282399832494,0.0887381969261933,0.020295386830304702,0.01299394767128259,0.43550461981610167,1.7496717600167506,2.0,2.0,2.0,2.0,0.09843627554118894,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3884868128166783,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03488907512699989,0.0623138498483786,0.002994614482213826,0.016645223149673788,0.016417535261072886,0.00024329210491405684,0.01690639869553265,0.002090115635572879,0.002269028941407046,-0.012090677537437304,0.1305,0.0,0.02612276124606649,0.02140871063093661,-0.04027477982061209,0.004601321677140738,0.09,0.07604518804708302,0.7212265446054342,0.6647229381987811,0.01788234727984125,0.004870713562248953,0.13356682825667252,0.11710638987545077,0.8822746244539255,0.007965074367220088,0.3650470197332818,0.12502732343645637,0.054113454585480496,0.022608911071889705,0.013310729538928994,0.02340445909460744
2.1,0.059939714863111934,0.5564747269553785,0.0012110007626828596,0.02305746800826345,0.007315611202979231,0.000435502156007629,0.12542426240776477,0.0034372655875392322,2.901442553251793,0.3071153595456374,0.5983032154152161,1.9871636048693644,1.5732297744440193,0.2527375642396267,0.08905706068747607,0.02019524415170136,0.012836395130635614,0.42677022555598065,1.7472624357603732,2.0,2.0,2.0,2.0,0.09855744674820688,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3885179609074667,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03473362513393049,0.06202432717005488,0.002994618590126257,0.01665791178578087,0.016431483649242355,0.000244211940657065,0.01678904771128589,0.0020751721207437103,0.0022684630196446315,-0.012143560322557726,0.1305,0.0,0.02618974387663649,0.021463527385320258,-0.0402665371054485,0.004613274338588814,0.09,0.07652061151838713,0.7217519556335388,0.6658274298308544,0.017949096462456484,0.004883733870497694,0.13212678644651357,0.11710683476307078,0.8804887472670901,0.007927135615821649,0.3670709718974797,0.1252260674395084,0.054947111075201366,0.022677869419867266,0.01335855910312141,0.02329345880656911
2.11,0.05966433117030958,0.5568969532686407,0.001213258810810642,0.022892607720818435,0.007313607029732048,0.0004366326474091182,0.125826887157546,0.0034464877635655344,2.901320853338745,0.3079704117034585,0.6005271316939016,1.9873077306589815,1.5819463396076383,0.25516512713638223,0.08938360261665165,0.02009668694366769,0.012692269341018525,0.4180536603923617,1.7448348728636178,2.0,2.0,2.0,2.0,0.09867914666125488,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3885492463133324,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03458056971880099,0.06173937328950943,0.0029946226628727343,0.016670510833734904,0.01644532674919658,0.00024512849796860033,0.016672481090942333,0.002060334694873659,0.00226785360118545,-0.012196418412677417,0.1305,0.0,0.02625684977339142,0.02151844386666831,-0.040258436184152896,0.0046252496340047885,0.09,0.07699727653308475,0.7222671051829612,0.6669268516219241,0.01801581395081705,0.004896765626028295,0.13080603109336483,0.11710724167819912,0.8786313707356352,0.007889788548041241,0.3690904626932015,0.1254231419874914,0.05578857430915691,0.022748410938093763,0.013407540392497747,0.02318417415242376
2.12,0.059393293209250374,0.5573162269928397,0.001215504496419631,0.022728918345983222,0.007311461319494278,0.0004377652845212332,0.12622943158180278,0.003455718127042605,2.90119862497498,0.3088254221745876,0.6027499527431035,1.9874393194539706,1.5906443260469478,0.2576108992971954,0.08971788448150124,0.019999709630868015,0.012560680546029435,0.40935567395305217,1.7423891007028045,2.0,2.0,2.0,2.0,0.09880137502501984,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3885806689871067,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03442987321432164,0.06145891671961638,0.0029946267010433165,0.016683021674892603,0.01645906607344668,0.0002460418119801932,0.01655669428996145,0.00204560265113849,0.0022672011377265658,-0.012249250378135245,0.1305,0.0,0.026324079436567102,0.021573460490405334,-0.04025047222426072,0.004637247658933423,0.09,0.0774751822099704,0.7227721740604589,0.6680212189889946,0.018082498582293105,0.0049098085712040085,0.1295972865327366,0.11710761314814293,0.8766995947868,0.007853031749452217,0.3711053144492654,0.12561854922197038,0.056637755059912906,0.022820543562211294,0.013457682672225186,0.023076600921641127
2.13,0.05912653296004708,0.5577325936140859,0.0012177379745754145,0.022566392075908666,0.007309175550752231,0.0004389000762594031,0.1266318970246876,0.003464956501355467,2.9010758684293174,0.3096803893781804,0.6049716414846481,1.9875591832827144,1.599322960524292,0.26007484978278217,0.09005996705549807,0.019904306773005805,0.012440816717285585,0.400677039475708,1.7399251502172177,2.0,2.0,2.0,2.0,0.09892413157068258,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3886122288782197,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03428150044172316,0.06118288706385564,0.002994630705216972,0.016695445669185315,0.01647270311284475,0.00024695191790275524,0.01644168278086292,0.0020309752868317796,0.002266506077382634,-0.012302054830744591,0.1305,0.0,0.02639143336093309,0.021628577666726528,-0.04024264054154225,0.004649268507815857,0.09,0.07795432763086811,0.7232673414448815,0.669110548168968,0.018149149244539444,0.004922862455475463,0.1284938465454642,0.11710795147821479,0.8746902626371376,0.00781686383862234,0.3731153440017369,0.1258122917571225,0.057494560148886334,0.022894274840804654,0.01350899505832471,0.0229707350145451
2.14,0.058863983415980786,0.5581460979323916,0.0012199593989347941,0.022405021148421814,0.007306751190588121,0.0004400370314029826,0.1270342847906985,0.0034742027142621334,2.9009525839819323,0.31053531177226096,0.6071921625633818,1.9876683215852187,1.6079814590192365,0.26255694664345786,0.09040991006022277,0.019810473066424885,0.012331678414781333,0.3920185409807635,1.7374430533565421,2.0,2.0,2.0,2.0,0.09904741601806766,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3886439259332497,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03413541669135858,0.060911214974415054,0.002994634675961983,0.016707784156003703,0.016486239336451405,0.0002478588509861725,0.016327442053366732,0.0020164519033579634,0.0022657688647266783,-0.012354830418572453,0.1305,0.0,0.026458912036130235,0.02168379579905038,-0.040234936581802355,0.004661312273651795,0.09,0.07843471184645225,0.7237527849143068,0.6701948562231106,0.018215764876901453,0.00493592703450041,0.12748714845398149,0.11710825950040746,0.8726000557760276,0.007781283470227782,0.37512036568475526,0.1260043727053827,0.05835889267752537,0.0229696119220799,0.013561486509033415,0.022866572444637953
2.15,0.05860557861079819,0.5585567840410136,0.0012221689218685223,0.022244797846698056,0.007304189694674033,0.00044117615865664283,0.1274365961400111,0.003483456599109802,2.900828771927267,0.3113901878583077,0.6094114822047638,1.987767398529054,1.6166189952354963,0.2650571557217008,0.09076777216911314,0.01971820333403981,0.012232601470945959,0.38338100476450365,1.7349428442782993,2.0,2.0,2.0,2.0,0.09917122807273282,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3886757600951771,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.033991587740913785,0.060643832180428674,0.0029946386138358745,0.01672003845357435,0.016499676192584696,0.00024876264655769966,0.01621396761435399,0.002002031806202825,0.002264989940791333,-0.012407575835925654,0.1305,0.0,0.026526515946067638,0.0217391152870017,-0.04022735593619811,0.004673379048649818,0.09,0.07891633386995198,0.7242286801338438,0.6712741609494658,0.018282344466142915,0.004949002071861251,0.1265716056016986,0.11710853909843306,0.870425251184341,0.007746289327018176,0.3771201839922978,0.12619479556710983,0.05923065165390409,0.023046561553918845,0.01361516582536697,0.022764109327953953
2.16,0.05835125361840958,0.5589646953248654,0.0012243666945178575,0.022085714499009555,0.0073014925073232205,0.00044231746666200544,0.1278388322820577,0.0034927179949490418,2.9007044325733764,0.31224501618769435,0.6116295680743498,1.9878574423987756,1.6252346970180478,0.2675754403006401,0.09113361096974057,0.019627492521019512,0.012142557601224402,0.3747653029819522,1.73242455969936,2.0,2.0,2.0,2.0,0.0992955674266236,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3887077313035499,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03384997985820728,0.06038067148765567,0.002994642519385513,0.016732209858910427,0.01651301510945224,0.00024966334003424714,0.016101254987879482,0.00198771430491086,0.0022641697430874482,-0.012460289824135655,0.1305,0.0,0.02659424556934142,0.021794536526977434,-0.04021989436244924,0.004685468924350624,0.09,0.07939919266865911,0.7246952007414059,0.6723484807982326,0.01834888704223049,0.004962087339225264,0.12573816823865588,0.11710879318184275,0.8681620079853691,0.007711880118379133,0.3791145927474677,0.12638356419218075,0.060109731916176135,0.023125130075137678,0.013670041645461085,0.022663341878769692
2.17,0.058100944545813965,0.5593698744648271,0.0012265528668228135,0.021927763478516243,0.007298661061551333,0.0004434609640079226,0.12824099437412362,0.0035019867467034256,2.900579566241784,0.3130997953630967,0.6138463892070748,1.9879400137002,1.6338276405235215,0.27011176083718197,0.09150748293112335,0.019538335690959807,0.012059986299800096,0.3661723594764785,1.729888239162818,2.0,2.0,2.0,2.0,0.09942043375821585,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3887398394945198,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03371055980014435,0.060121666771151314,0.002994646393147267,0.01674429964794013,0.016526257495601892,0.0002505609669234885,0.015989299715212332,0.001973498713066462,0.0022633087056256377,-0.012512971172858866,0.1305,0.0,0.02666210137931305,0.021850059912646363,-0.04021254778947336,0.0046975819917359244,0.09,0.0798832871613598,0.7251525182632879,0.6734178348227304,0.018415391676212242,0.004975182616583141,0.12497274967086133,0.1171090261600944,0.8658064165622372,0.007678054578778567,0.3811033737475782,0.12657068275034508,0.06099602408979528,0.023205323407999568,0.013726122439668502,0.022564266405836798
2.18,0.057854588410244406,0.5597723635323355,0.0012287275871709436,0.021770937203577145,0.007295696779343221,0.0004446066591236712,0.1286430835585745,0.0035112627034670964,2.900454173264096,0.3139545240013395,0.6160619165297287,1.9880154837772788,1.6423968846941948,0.272666077205929,0.09188944332549036,0.019450728038399305,0.011984516222721231,0.35760311530580524,1.727333922794071,2.0,2.0,2.0,2.0,0.09954582673590417,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.388772084601713,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03357329474707083,0.059866752848130554,0.0029946502356480217,0.016756309078354938,0.01653940473807264,0.0002514555626701714,0.015878097355243672,0.001959384348321943,0.0022624072590002858,-0.012565618706198194,0.1305,0.0,0.026730083843511606,0.02190568582976409,-0.040205312194613804,0.0047097183400970485,0.09,0.08036861626243429,0.7256008024756362,0.674482242915903,0.018481857495891863,0.004988287689842663,0.12427219639726902,0.11710923908583812,0.8633537116664907,0.007644811478209938,0.38308630479481875,0.126756155884297,0.06188941542787323,0.023287147041147364,0.013783416498823553,0.02246687932676623
2.19,0.05761212322278834,0.5601722039229744,0.0012308910027228408,0.02161522813713367,0.007292601071553128,0.0004457545603809516,0.12904510093119156,0.003520545720140881,2.900328253984399,0.3148092007650081,0.6182761223255651,1.988084683035214,1.6509414338568058,0.27523834646549233,0.09227954623127584,0.019364664872189376,0.011915316964786093,0.3490585661431942,1.7247616535345076,2.0,2.0,2.0,2.0,0.09967174601560114,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3888044665556114,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.033438152352022736,0.059615865564489494,0.0029946540474046508,0.016768239387607548,0.01655245820464358,0.00025234716277807107,0.015767643484234727,0.0019453705323420301,0.002261465830361993,-0.012618231295894643,0.1305,0.0,0.026798193424256888,0.021961414661127096,-0.0401981837080775,0.00472187805811542,0.09,0.08085517884319988,0.7260402209521857,0.6755417255358898,0.018548283669766952,0.005001402353139278,0.12362904353130938,0.11710943430602588,0.8607989744250727,0.007612149610990546,0.3850631509884103,0.12693998852993263,0.0627897890922802,0.02337060603015711,0.013841931934691375,0.02237117715001443
2.2,0.05737348795842305,0.5605694363786486,0.0012330432593477415,0.021460628786604263,0.007289375338006248,0.0004469046760650738,0.12944704754768305,0.003529835656554893,2.900201808757872,0.31566382435596785,0.6204889802921341,1.9881482301611872,1.65946023589916,0.27782852304392924,0.0926778444921353,0.019280141615020275,0.011851769838812753,0.3405397641008401,1.7221714769560708,2.0,2.0,2.0,2.0,0.09979819124212819,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3888369852839098,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03330510072666467,0.059368941763790845,0.002994657828924334,0.016780091793579026,0.016565419243708326,0.0002532358027736412,0.015657933695925184,0.0019314565907943837,0.002260484843451192,-0.012670807854228805,0.1305,0.0,0.02686643057876219,0.022017246785174582,-0.04019115859147934,0.004734061233557327,0.09,0.0813429737390251,0.7264709390760759,0.6765963037202828,0.01861466940876402,0.005014526407595456,0.12303774015886162,0.11710961356941092,0.8581368091247148,0.007580067796078196,0.3870336643021144,0.12712218592097616,0.06369702428318832,0.023455704988825116,0.013901676673820295,0.022277156474796257
2.21,0.057138622606224605,0.5609641009473024,0.0012351845017600015,0.021307131703421963,0.00728602096745685,0.00044805701437123377,0.1298489244044196,0.003539132375510903,2.9000748379495147,0.31651839353465566,0.6227004652279424,1.9882055360317612,1.6679521386288336,0.28043655703082115,0.09308438970998599,0.01919715379206045,0.0117944639682388,0.3320478613711664,1.7195634429691788,2.0,2.0,2.0,2.0,0.0999251620504853,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.388869640711842,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.033174108471853446,0.059125919339212143,0.002994661580704278,0.016791867493366273,0.0165782891853546,0.0002541215182521252,0.015548963601386197,0.0019176418533079767,0.00225946471858808,-0.012723347318484696,0.1305,0.0,0.02693479576023955,0.022073182575808755,-0.04018423330144433,0.004746267953234479,0.09,0.08183199972516703,0.7268931197470442,0.6776459989241654,0.01868101395683827,0.005027659658554243,0.12250395003805549,0.11710977521715901,0.8553608962734655,0.007548564867579575,0.38899757342128016,0.1273027534622919,0.06461099571018962,0.023542448087911297,0.013962658456497898,0.02218481397887125
2.22,0.05690746797985724,0.5613562371292902,0.0012373148731558007,0.021154729483634824,0.0072825393379770545,0.0004492115834169976,0.130250732494652,0.003548435747927227,2.8999473419359867,0.31737290706382254,0.6249105537644136,1.9882574424247998,1.6764159938326502,0.2830623983826397,0.09349923213226613,0.019115697051446365,0.011742557575200152,0.32358400616734984,1.7169376016173603,2.0,2.0,2.0,2.0,0.10005265806401331,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.388902432761706,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.0330451445744287,0.05888673703743555,0.0029946653032332064,0.01680356766768403,0.016591069339433617,0.000255004344718375,0.015440728829625987,0.001903925653527134,0.002258405872793456,-0.012775848691524934,0.1305,0.0,0.027003289415148762,0.0221292224030019,-0.04017740430404668,0.004758498303136256,0.09,0.08232225558445491,0.7273069240542501,0.6786908333551737,0.01874731661293241,0.005040801922846437,0.12201999453329881,0.1171099216264649,0.8524650612872157,0.007517639697406165,0.39095460799014564,0.12748169701407241,0.06553157514049412,0.023630839031505875,0.01402488481983992,0.02209414644175392
2.23,0.056679965838980134,0.561745883781657,0.0012394345154980555,0.021003414767127738,0.007278931816787046,0.0004503683912337641,0.13065247276682798,0.0035577456487716065,2.8998193211034144,0.31822736375026417,0.6271192237420881,1.9883041463716353,1.6848505697675145,0.2857059934585496,0.0939224206763931,0.019035767143462043,0.011695853628364672,0.31514943023248554,1.7142940065414505,2.0,2.0,2.0,2.0,0.10018067889658555,3.0,1.0,1.4,0.23,2.82,0.001,0.01,0.1,0.1,0.001,0.1,0.768,2.5,1.3889353613534292,3.0,1.92,0.05,0.37,0.39,0.3,0.0,0.087,7.062,0.06,1.64,0.8,0.7,0.05,0.48,2.0,2.0,0.5,0.02,0.6,0.63,0.1,1.8,0.28,0.03,0.7,1.5,0.5,2.0,0.5,1.35,0.5,0.103,0.1,0.05,0.05,0.05,0.5,0.5,0.05,0.5,0.5,2.0,2.0,3.45,2.0,2.0,0.3,1.5,0.3,0.9,0.5,5.08,1.0,4.968,0.41,3.3,1.6,0.5,1.0,0.069,0.03291817847728791,0.05865133458427103,0.002994668996990542,0.01681519347798477,0.016603760997526678,0.0002558843176939195,0.015333225027215198,0.0018903073290414962,0.0022573087197396233,-0.012828311009586833,0.1305,0.0,0.027071911985454875,0.022185366632382953,-0.0401706682124144,0.004770752368339263,0.09,0.08281374005614818,0.7277125106841436,0.6797308296633973,0.01881357671226264,0.005053953023043833,0.12158417028183723,0.11711005335531662,0.8494423629175104,0.007487291175964687,0.3929044782279656,0.12765902263843246,0.06645863026506181,0.023720881062907716,0.014088363101458964,0.022005150721954626
