T,GABA,H,HG,N,NG,NMDA,Q,U,V,VGABA
663.0,0.99999928,0.98340577,0.23514843,0.00051606644,0.65412253,0.0,0.04448311,73.877365,-61.343338,31.897644
664.0,0.97033721,0.98306847,0.10861894,0.00052363798,0.73415792,0.0,0.044410352,73.789558,-61.241531,-18.020622
665.0,0.87799889,0.9827221,0.44907096,0.0005314055,0.66871589,0.0,0.044337273,73.701927,-61.138538,-75.55056
666.0,0.79444623,0.98236644,0.86735362,0.00053937867,0.57771111,0.0,0.044263873,73.614464,-61.034302,-84.024338
667.0,0.71884465,0.98200107,0.97552055,0.00054756767,0.49550721,0.0,0.044190157,73.527153,-60.928761,-85.339073
668.0,0.65043753,0.98162556,0.99486947,0.00055598369,0.42492667,0.0,0.044116125,73.44001,-60.821842,-85.104782
669.0,0.58854026,0.98123944,0.99806684,0.00056463853,0.36511225,0.0,0.044041771,73.353027,-60.713482,-84.310516
670.0,0.53253323,0.98084229,0.99847406,0.00057354535,0.31466973,0.0,0.043967098,73.26619,-60.6036,-83.247055
671.0,0.48185599,0.98043364,0.99834061,0.00058271794,0.27222607,0.0,0.0438921,73.179504,-60.492111,-82.04351
672.0,0.43600133,0.98001289,0.99804825,0.00059217151,0.23655623,0.0,0.043816786,73.092964,-60.378929,-80.773361
673.0,0.3945103,0.97957951,0.9976629,0.00060192251,0.2066071,0.0,0.043741144,73.006569,-60.26395,-79.482727
674.0,0.35696769,0.97913295,0.99719226,0.00061198918,0.18148933,0.0,0.043665178,72.920303,-60.147076,-78.200966
675.0,0.32299772,0.97867239,0.99663413,0.00062239077,0.16045861,0.0,0.043588888,72.834175,-60.028187,-76.946404
676.0,0.29226041,0.97819728,0.99598336,0.00063314842,0.14289442,0.0,0.043512266,72.748177,-59.907162,-75.729988
677.0,0.26444817,0.97770679,0.99523222,0.00064428727,0.12827991,0.0,0.043435309,72.6623,-59.783867,-74.557816
678.0,0.23928258,0.97720009,0.99437737,0.00065583177,0.11618387,0.0,0.04335802,72.576546,-59.65815,-73.432869
679.0,0.21651183,0.97667629,0.99341351,0.00066781079,0.10624556,0.0,0.043280397,72.490898,-59.52985,-72.356133
680.0,0.19590801,0.97613442,0.99233651,0.00068025582,0.0981621,0.0,0.043202426,72.405365,-59.398788,-71.327354
681.0,0.17726488,0.97557342,0.99114341,0.00069320167,0.091678046,0.0,0.043124113,72.319939,-59.264771,-70.345543
682.0,0.16039591,0.97499216,0.98982984,0.00070668926,0.086577043,0.0,0.04304545,72.234612,-59.127575,-69.409218
683.0,0.14513221,0.97438931,0.98839557,0.00072076055,0.082674824,0.0,0.042966433,72.149368,-58.986961,-68.516647
684.0,0.13132106,0.97376353,0.98683977,0.00073546474,0.079813763,0.0,0.042887051,72.064224,-58.842663,-67.665947
685.0,0.11882421,0.97311324,0.98516214,0.00075085758,0.077858351,0.0,0.042807303,71.979156,-58.694374,-66.855156
686.0,0.10751659,0.97243667,0.98336387,0.00076700107,0.076691598,0.0,0.042727184,71.894165,-58.541763,-66.08226
687.0,0.097285025,0.97173202,0.98144674,0.00078396604,0.076212026,0.0,0.04264668,71.809242,-58.384441,-65.345253
688.0,0.088027127,0.97099715,0.97941214,0.00080183533,0.076331332,0.0,0.042565785,71.724388,-58.221989,-64.64212
689.0,0.079650238,0.97022969,0.97726351,0.00082070031,0.076972432,0.0,0.042484492,71.639587,-58.053905,-63.970863
690.0,0.072070517,0.96942687,0.97500378,0.00084066915,0.078067884,0.0,0.042402785,71.55484,-57.879635,-63.329498
691.0,0.065212101,0.96858579,0.97263604,0.00086186704,0.079558589,0.0,0.042320658,71.470146,-57.698528,-62.716072
692.0,0.059006348,0.96770281,0.97016352,0.00088444015,0.08139275,0.0,0.04223809,71.38549,-57.509834,-62.128635
693.0,0.053391151,0.96677411,0.96758914,0.00090856123,0.083524987,0.0,0.042155072,71.30088,-57.312683,-61.565269
694.0,0.04831031,0.96579498,0.96491539,0.000934435,0.08591564,0.0,0.042071585,71.216309,-57.106041,-61.024063
695.0,0.043712977,0.96476012,0.96214408,0.00096230785,0.08853016,0.0,0.041987609,71.131783,-56.888691,-60.50312
696.0,0.039553136,0.96366328,0.95927626,0.00099247613,0.091338634,0.0,0.04190312,71.04731,-56.659168,-60.000549
697.0,0.035789154,0.96249688,0.95631152,0.0010253071,0.094315358,0.0,0.041818097,70.962906,-56.415714,-59.514454
698.0,0.032383367,0.96125197,0.95324874,0.0010612493,0.097438551,0.0,0.041732509,70.878593,-56.156155,-59.042912
699.0,0.029301681,0.95991772,0.95008492,0.0011008692,0.10069007,0.0,0.04164632,70.794411,-55.8778,-58.583973
700.0,0.026513258,0.9584806,0.9468146,0.0011448964,0.10405518,0.0,0.041559491,70.710442,-55.577271,-58.13562
701.0,0.023990188,0.95692384,0.94343078,0.0011942666,0.10752252,0.0,0.041471981,70.626778,-55.250202,-57.69574
702.0,0.021707218,0.95522577,0.93992323,0.0012502292,0.11108398,0.0,0.041383725,70.54361,-54.890869,-57.262085
703.0,0.019641504,0.95335805,0.9362781,0.0013144837,0.11473477,0.0,0.041294664,70.46122,-54.491558,-56.832199
704.0,0.017772367,0.95128256,0.93247736,0.0013894152,0.11847352,0.0,0.04120471,70.380096,-54.041508,-56.403339
705.0,0.016081102,0.94894576,0.92849696,0.0014784997,0.12230267,0.0,0.041113757,70.301079,-53.525074,-55.972363
706.0,0.014550784,0.94626898,0.92430562,0.001587052,0.12622891,0.0,0.041021667,70.225746,-52.918171,-55.53553
707.0,0.013166093,0.94312888,0.91986167,0.001723761,0.13026404,0.0,0.040928256,70.157173,-52.180737,-55.088261
708.0,0.011913173,0.9393127,0.9151094,0.0019041905,0.13442628,0.0,0.040833246,70.102196,-51.238117,-54.624714
709.0,0.010779485,0.93439233,0.90997243,0.0021605289,0.13874231,0.0,0.040736191,70.078552,-49.923729,-54.137146
710.0,0.0097536808,0.92722356,0.90434355,0.0025784345,0.14325081,0.0,0.040636223,70.148659,-47.725357,-53.614765
711.0,0.0088254958,0.91095454,0.8980664,0.00357438,0.1480082,0.0,0.040530678,70.772598,-41.250175,-53.041702
712.0,0.0079856385,0.43103758,0.89090198,0.087282203,0.15309934,0.0,0.040354326,73.428551,46.493412,-52.393021
713.0,0.0072257048,0.12353182,0.88245964,0.21270311,0.15865874,0.0,0.040135544,75.688148,33.88522,-51.625904
714.0,0.006538088,0.035511997,0.87203741,0.28673315,0.16491792,0.0,0.039943948,82.110573,15.198421,-50.657185
715.0,0.0059159067,0.01057774,0.85816807,0.31734088,0.17233436,0.0,0.03978033,92.308739,-3.1014695,-49.290344
716.0,0.0053529344,0.0040748585,0.83677149,0.31893885,0.18209068,0.0,0.039636064,103.50143,-15.169045,-46.843098
717.0,0.0049301856,0.0040155696,0.76254207,0.29367453,0.20538688,0.0,0.039506242,112.73419,-31.561985,-12.106677
718.0,0.99999309,0.020520808,0.28281945,0.11627349,0.61381966,0.0,0.03943149,113.61826,-70.355415,39.352055
719.0,0.98838896,0.069969803,0.11645263,0.0046953033,0.73246747,0.0,0.039550308,113.38744,-79.758934,-6.9772868
720.0,0.89460862,0.1285741,0.33869991,0.00010165329,0.6854915,0.0,0.039779998,113.16682,-81.224907,-71.205566
721.0,0.80947536,0.18539557,0.8204962,2.8091739e-05,0.59433371,0.0,0.040030949,112.94855,-81.410439,-83.357147
722.0,0.73244357,0.23865953,0.96634835,2.715112e-05,0.51002359,0.0,0.040283181,112.73136,-81.388374,-85.26757
723.0,0.66274232,0.28832272,0.99333471,2.7348638e-05,0.43729314,0.0,0.040533308,112.51503,-81.332298,-85.205605
724.0,0.59967405,0.33459675,0.99783206,2.7598644e-05,0.3755635,0.0,0.040780772,112.29952,-81.270508,-84.485435
725.0,0.54260755,0.37771624,0.9984653,2.7858203e-05,0.32347274,0.0,0.041025504,112.08484,-81.207642,-83.459991
726.0,0.49097157,0.41790426,0.99838352,2.8121829e-05,0.27962852,0.0,0.041267496,111.87096,-81.144493,-82.275986
727.0,0.44424945,0.45536843,0.99811125,2.83888e-05,0.24277471,0.0,0.041506764,111.6579,-81.081161,-81.014168
728.0,0.40197352,0.49030122,0.99774152,2.8658869e-05,0.21182604,0.0,0.041743312,111.44563,-81.0177,-79.724716
729.0,0.36372069,0.52288103,0.99728715,2.893206e-05,0.18586372,0.0,0.041977163,111.23418,-80.954094,-78.439613
730.0,0.32910806,0.55327314,0.99674594,2.9208421e-05,0.16411783,0.0,0.042208325,111.02351,-80.890358,-77.178932
731.0,0.29778931,0.58163095,0.99611211,2.9488023e-05,0.14594634,0.0,0.042436808,110.81364,-80.826485,-75.954781
732.0,0.2694509,0.60809642,0.99538046,2.9770868e-05,0.13081431,0.0,0.042662635,110.60456,-80.762482,-74.77401
733.0,0.24380925,0.63280147,0.99454576,3.0056966e-05,0.11827577,0.0,0.042885814,110.39626,-80.698341,-73.640083
734.0,0.22060773,0.65586835,0.99360317,3.0346369e-05,0.10795779,0.0,0.043106358,110.18875,-80.634079,-72.554298
735.0,0.19961412,0.67741042,0.99254727,3.0639188e-05,0.099547513,0.0,0.043324281,109.98202,-80.569679,-71.516594
736.0,0.18061833,0.69753307,0.99137551,3.0935353e-05,0.092781335,0.0,0.043539595,109.77605,-80.505157,-70.52607
737.0,0.16343021,0.71633399,0.99008483,3.1234966e-05,0.087436095,0.0,0.04375232,109.57086,-80.440506,-69.581345
738.0,0.14787778,0.73390383,0.98867357,3.1538017e-05,0.083321989,0.0,0.043962464,109.36644,-80.375732,-68.680717
739.0,0.13380533,0.75032693,0.98714095,3.184456e-05,0.080276757,0.0,0.044170041,109.16278,-80.310837,-67.822319
740.0,0.12107208,0.76568151,0.98548597,3.2154701e-05,0.078161076,0.0,0.044375066,108.95988,-80.245819,-67.004196
741.0,0.10955055,0.78004026,0.98371011,3.2468397e-05,0.076854706,0.0,0.044577554,108.75774,-80.180679,-66.22435
742.0,0.09912543,0.79347074,0.98181486,3.278568e-05,0.076253459,0.0,0.044777516,108.55634,-80.115417,-65.480774
743.0,0.089692399,0.8060357,0.97980261,3.3106589e-05,0.076266728,0.0,0.044974968,108.3557,-80.050049,-64.771439
744.0,0.081157036,0.81779349,0.97767496,3.3431326e-05,0.076815464,0.0,0.045169923,108.1558,-79.98455,-64.094353
745.0,0.073433921,0.82879847,0.97543567,3.3759734e-05,0.077830508,0.0,0.045362398,107.95665,-79.918938,-63.44754
746.0,0.06644576,0.83910102,0.97308797,3.4091907e-05,0.079251304,0.0,0.045552403,107.75823,-79.853218,-62.829021
747.0,0.060122609,0.84874803,0.97063488,3.4427907e-05,0.081024751,0.0,0.045739952,107.56055,-79.787384,-62.236862
748.0,0.054401185,0.85778332,0.96807939,3.4767767e-05,0.08310432,0.0,0.045925062,107.3636,-79.721436,-61.669128
749.0,0.049224228,0.86624736,0.96542406,3.5111534e-05,0.085449331,0.0,0.046107747,107.16737,-79.655373,-61.123913
750.0,0.044539925,0.87417811,0.96267092,3.5459241e-05,0.088024318,0.0,0.046288017,106.97188,-79.589211,-60.599316
751.0,0.04030139,0.88161069,0.95982105,3.5810939e-05,0.090798527,0.0,0.046465889,106.7771,-79.522934,-60.093445
752.0,0.036466204,0.88857794,0.95687467,3.6166653e-05,0.0937455,0.0,0.046641376,106.58304,-79.456558,-59.604404
753.0,0.032995984,0.89511037,0.95383048,3.6526457e-05,0.096842743,0.0,0.046814494,106.38969,-79.390076,-59.130283
754.0,0.029856002,0.90123641,0.95068574,3.6890404e-05,0.10007142,0.0,0.046985254,106.19706,-79.323486,-58.669136
755.0,0.027014827,0.9069826,0.94743592,3.7258484e-05,0.10341622,0.0,0.04715367,106.00513,-79.256798,-58.218956
756.0,0.024444027,0.91237366,0.94407409,3.7630758e-05,0.10686513,0.0,0.047319762,105.81391,-79.19001,-57.777653
757.0,0.02211787,0.91743255,0.94059074,3.8007285e-05,0.11040943,0.0,0.047483541,105.62339,-79.123123,-57.34301
758.0,0.020013075,0.92218077,0.93697262,3.838812e-05,0.11404368,0.0,0.047645018,105.43356,-79.056137,-56.912617
759.0,0.018108578,0.92663831,0.93320274,3.8773254e-05,0.1177659,0.0,0.047804207,105.24444,-78.989052,-56.483788
760.0,0.016385321,0.93082392,0.92925811,3.9162875e-05,0.12157772,0.0,0.047961127,105.056,-78.921875,-56.053474
761.0,0.014826051,0.93475491,0.92510909,3.9556871e-05,0.12548503,0.0,0.048115794,104.86825,-78.854599,-55.618057
762.0,0.013415165,0.93844754,0.92071623,3.9955346e-05,0.12949859,0.0,0.04826821,104.68118,-78.787231,-55.173141
763.0,0.012138544,0.941917,0.91602683,4.0358362e-05,0.13363525,0.0,0.048418403,104.49479,-78.71978,-54.713173
764.0,0.010983407,0.9451775,0.91096908,4.0765917e-05,0.13791996,0.0,0.048566379,104.30908,-78.652229,-54.230812
765.0,0.0099381981,0.94824219,0.90544248,4.1178188e-05,0.14238873,0.0,0.048712157,104.12405,-78.584595,-53.715973
766.0,0.008992454,0.95112342,0.89930183,4.1595067e-05,0.14709407,0.0,0.048855744,103.93969,-78.516869,-53.15395
767.0,0.0081367083,0.95383275,0.89232743,4.2016647e-05,0.15211436,0.0,0.048997164,103.756,-78.449059,-52.521969
768.0,0.0073623983,0.9563809,0.88416517,4.2443098e-05,0.15757234,0.0,0.049136423,103.57298,-78.381165,-51.781651
769.0,0.0066617732,0.95877796,0.87419176,4.2874301e-05,0.16367538,0.0,0.049273536,103.39061,-78.313179,-50.86042
770.0,0.0060278215,0.96103334,0.86115009,4.3310363e-05,0.17081973,0.0,0.049408522,103.2089,-78.245125,-49.594578
771.0,0.0054541989,0.96315581,0.84178728,4.3751435e-05,0.17996371,0.0,0.049541391,103.02785,-78.176979,-47.469307
772.0,0.0049351673,0.96515363,0.79859453,4.4197448e-05,0.19571488,0.0,0.04967216,102.84746,-78.108749,-39.539509
773.0,0.99993294,0.96703446,0.3407017,4.4648485e-05,0.56202787,0.0,0.049800839,102.66771,-78.040451,45.464275
774.0,0.99931753,0.96880549,0.13251039,4.5104603e-05,0.72537804,0.0,0.049927447,102.48861,-77.972069,2.5268216
775.0,0.9115513,0.97047341,0.23919381,4.5565863e-05,0.70143974,0.0,0.050051991,102.31016,-77.90361,-64.716331
776.0,0.82480574,0.97204459,0.75973815,4.6032303e-05,0.6112929,0.0,0.050174493,102.13235,-77.835083,-82.425888
777.0,0.74631506,0.97352487,0.95366019,4.6503999e-05,0.52498281,0.0,0.050294962,101.95517,-77.766472,-85.136581
778.0,0.6752938,0.97491974,0.99117488,4.6980964e-05,0.45007095,0.0,0.050413415,101.77863,-77.6978,-85.284882
779.0,0.61103112,0.97623444,0.99747223,4.7463342e-05,0.38637349,0.0,0.050529864,101.60271,-77.629044,-84.650085
780.0,0.5528838,0.97747368,0.99843115,4.7951093e-05,0.33258224,0.0,0.050644323,101.42744,-77.560226,-83.667656
781.0,0.50026995,0.97864217,0.99841744,4.8444334e-05,0.28729075,0.0,0.050756808,101.25278,-77.491333,-82.505997
782.0,0.45266297,0.97974396,0.99817014,4.8943086e-05,0.2492127,0.0,0.05086733,101.07875,-77.422379,-81.254272
783.0,0.40958637,0.98078316,0.9978174,4.9447397e-05,0.21723038,0.0,0.050975904,100.90534,-77.353355,-79.967133
784.0,0.37060907,0.98176348,0.9973793,4.9957333e-05,0.19039488,0.0,0.051082544,100.73255,-77.284264,-78.679398
785.0,0.33534095,0.98268831,0.99685419,5.047306e-05,0.16791001,0.0,0.051187266,100.56037,-77.215103,-77.413017
786.0,0.30342904,0.98356104,0.99623823,5.099448e-05,0.14911127,0.0,0.051290076,100.38881,-77.145889,-76.181358
787.0,0.27455395,0.98438472,0.99552542,5.1521747e-05,0.13344513,0.0,0.051390998,100.21785,-77.076607,-74.992104
788.0,0.24842669,0.98516214,0.99471051,5.2054856e-05,0.12045016,0.0,0.051490039,100.0475,-77.007263,-73.849236
789.0,0.22478576,0.98589611,0.9937883,5.259391e-05,0.10974082,0.0,0.051587217,99.877747,-76.937859,-72.754387
790.0,0.20339456,0.98658913,0.9927541,5.3138974e-05,0.10099389,0.0,0.051682539,99.708603,-76.868393,-71.70771
791.0,0.18403901,0.98724353,0.99160475,5.3690066e-05,0.093937188,0.0,0.051776025,99.540054,-76.798874,-70.708427
792.0,0.16652538,0.98786157,0.99033636,5.4247361e-05,0.088340588,0.0,0.051867686,99.372101,-76.729301,-69.755226
793.0,0.1506784,0.9884454,0.98894769,5.4810807e-05,0.0840085,0.0,0.05195754,99.204735,-76.659668,-68.846458
794.0,0.13633944,0.98899692,0.98743767,5.5380464e-05,0.080773875,0.0,0.052045591,99.037964,-76.589973,-67.980286
795.0,0.12336502,0.98951799,0.98580623,5.5956385e-05,0.078493387,0.0,0.052131861,98.871773,-76.520233,-67.154755
796.0,0.11162529,0.99001038,0.98405278,5.6538862e-05,0.077043474,0.0,0.052216358,98.706177,-76.450439,-66.367882
797.0,0.10100274,0.99047565,0.98217958,5.7127705e-05,0.076317146,0.0,0.052299101,98.541153,-76.380592,-65.617645
798.0,0.091391057,0.99091548,0.98018867,5.7723042e-05,0.076221406,0.0,0.0523801,98.376709,-76.310692,-64.902039
799.0,0.082694046,0.9913311,0.9780826,5.8324938e-05,0.076675169,0.0,0.052459367,98.212845,-76.240746,-64.219063
800.0,0.074824668,0.99172407,0.97586435,5.893347e-05,0.077607542,0.0,0.052536916,98.049553,-76.170753,-63.566711
801.0,0.067704156,0.99209547,0.97353667,5.954878e-05,0.078956433,0.0,0.052612759,97.886833,-76.100708,-62.943035
802.0,0.061261255,0.99244666,0.97110307,6.017086e-05,0.080667399,0.0,0.052686915,97.724678,-76.030617,-62.346073
803.0,0.055431478,0.99277872,0.9685666,6.0799772e-05,0.082692772,0.0,0.05275939,97.563087,-75.96048,-61.773903
804.0,0.050156474,0.99309266,0.96592987,6.1435596e-05,0.084990807,0.0,0.052830204,97.402069,-75.890305,-61.224606
805.0,0.045383453,0.99338949,0.96319497,6.2078419e-05,0.0875251,0.0,0.052899364,97.2416,-75.820076,-60.696285
806.0,0.041064646,0.99367017,0.96036321,6.2728315e-05,0.090264045,0.0,0.052966882,97.081696,-75.749809,-60.187046
807.0,0.037156828,0.99393559,0.95743495,6.3385341e-05,0.093180418,0.0,0.053032778,96.92234,-75.679497,-59.694992
808.0,0.033620887,0.99418658,0.9544093,6.4049585e-05,0.096250989,0.0,0.053097062,96.763542,-75.609146,-59.218216
809.0,0.030421438,0.99442387,0.95128375,6.4721105e-05,0.099456273,0.0,0.05315974,96.605293,-75.538757,-58.754784
810.0,0.027526455,0.99464822,0.94805413,6.5399989e-05,0.10278029,0.0,0.053220835,96.447594,-75.468323,-58.3027
811.0,0.024906965,0.99486041,0.94471407,6.6086272e-05,0.10621043,0.0,0.053280354,96.290436,-75.39785,-57.859898
812.0,0.022536755,0.99506098,0.94125432,6.6780151e-05,0.10973733,0.0,0.053338312,96.133827,-75.327347,-57.424183
813.0,0.020392098,0.99525058,0.93766266,6.7481575e-05,0.11335495,0.0,0.05339472,95.977753,-75.256798,-56.993183
814.0,0.018451534,0.99542981,0.93392271,6.8190631e-05,0.11706063,0.0,0.05344959,95.82222,-75.186218,-56.564285
815.0,0.016695637,0.99559921,0.93001294,6.890743e-05,0.12085534,0.0,0.053502936,95.667221,-75.115601,-56.134502
816.0,0.015106837,0.99575925,0.92590499,6.9632071e-05,0.12474407,0.0,0.05355477,95.512749,-75.044945,-55.700352
817.0,0.013669231,0.99591047,0.92156154,7.0364513e-05,0.12873662,0.0,0.053605102,95.358818,-74.974266,-55.257599
818.0,0.012368431,0.99605334,0.91693252,7.1105169e-05,0.13284855,0.0,0.053653948,95.205406,-74.903542,-54.800949
819.0,0.011191419,0.99618822,0.91195047,7.185377e-05,0.13710308,0.0,0.053701323,95.052521,-74.832794,-54.323467
820.0,0.010126416,0.9963156,0.90652126,7.2610484e-05,0.1415339,0.0,0.053747229,94.900162,-74.762009,-53.815666
821.0,0.0091627594,0.99643576,0.90050989,7.3375442e-05,0.14618982,0.0,0.053791687,94.748322,-74.6912,-53.263924
822.0,0.0082908077,0.99654919,0.89371371,7.4148724e-05,0.15114334,0.0,0.053834707,94.597008,-74.620354,-52.647373
823.0,0.0075018327,0.99665612,0.88581085,7.4930365e-05,0.15650676,0.0,0.053876299,94.446198,-74.549484,-51.931473
824.0,0.006787939,0.99675697,0.87624562,7.5720549e-05,0.16246659,0.0,0.053916477,94.295914,-74.478577,-51.052544
825.0,0.0061419811,0.99685198,0.86393088,7.6519311e-05,0.16936959,0.0,0.053955253,94.146133,-74.407646,-49.872513
826.0,0.0055574947,0.99694139,0.846223,7.7326695e-05,0.1780054,0.0,0.053992637,93.996864,-74.336693,-47.992367
827.0,0.0050286306,0.99702561,0.81208605,7.8142839e-05,0.19136935,0.0,0.054028641,93.848099,-74.265709,-42.897217
828.0,0.99935001,0.99710476,0.41062921,7.8967816e-05,0.49730039,0.0,0.054063279,93.699844,-74.194695,49.900959
829.0,0.99999219,0.99717915,0.15530172,7.9801721e-05,0.71246475,0.0,0.054096561,93.552086,-74.123665,11.659049
830.0,0.92881775,0.99724901,0.16448446,8.0644641e-05,0.71579552,0.0,0.054128498,93.404831,-74.052597,-54.888199
831.0,0.84042901,0.99731451,0.68327302,8.1496677e-05,0.62847465,0.0,0.054159105,93.258072,-73.981514,-81.126244
832.0,0.76045161,0.99737591,0.9361791,8.2357918e-05,0.54034454,0.0,0.054188389,93.111809,-73.9104,-84.932251
833.0,0.68808508,0.99743336,0.98809993,8.3228457e-05,0.46323493,0.0,0.054216363,92.966042,-73.839272,-85.339752
834.0,0.62260514,0.99748707,0.99697614,8.410836e-05,0.39752263,0.0,0.054243039,92.820763,-73.768112,-84.803474
835.0,0.5633564,0.9975372,0.99837178,8.4997831e-05,0.34198201,0.0,0.054268431,92.675972,-73.69693,-83.869476
836.0,0.50974596,0.99758393,0.99844593,8.5896849e-05,0.29519892,0.0,0.054292541,92.53167,-73.625732,-82.733139
837.0,0.46123722,0.99762738,0.99822623,8.6805543e-05,0.25585818,0.0,0.054315392,92.387848,-73.554512,-81.493355
838.0,0.41734469,0.99766767,0.99789023,8.7724082e-05,0.2228097,0.0,0.054336987,92.244514,-73.483269,-80.209702
839.0,0.3776291,0.99770498,0.99746764,8.8652465e-05,0.19507384,0.0,0.054357339,92.101654,-73.412003,-78.920067
840.0,0.34169292,0.99773943,0.99695933,8.9590867e-05,0.17182727,0.0,0.054376461,91.959274,-73.340714,-77.648438
841.0,0.30917653,0.99777114,0.99636108,9.0539339e-05,0.15238239,0.0,0.054394361,91.817375,-73.269409,-76.409531
842.0,0.27975452,0.99780023,0.99566698,9.1498041e-05,0.13616638,0.0,0.054411054,91.675949,-73.19809,-75.211914
843.0,0.25313234,0.99782681,0.99487162,9.2467046e-05,0.12270187,0.0,0.054426543,91.534988,-73.126747,-74.06015
844.0,0.22904362,0.99785101,0.9939698,9.344647e-05,0.11159019,0.0,0.054440849,91.394501,-73.055382,-72.956238
845.0,0.20724723,0.99787283,0.99295694,9.4436422e-05,0.10249733,0.0,0.054453973,91.254478,-72.984001,-71.900551
846.0,0.18752505,0.99789244,0.99182922,9.5437012e-05,0.095142312,0.0,0.054465931,91.114922,-72.912605,-70.892464
847.0,0.16967967,0.9979099,0.99058354,9.6448348e-05,0.089287713,0.0,0.054476734,90.97583,-72.841187,-69.930733
848.0,0.15353252,0.99792534,0.9892177,9.7470547e-05,0.084731974,0.0,0.05448639,90.837196,-72.769753,-69.013756
849.0,0.13892196,0.99793875,0.9877305,9.8503711e-05,0.08130309,0.0,0.05449491,90.699028,-72.698296,-68.139732
850.0,0.1257018,0.99795032,0.98612136,9.9547986e-05,0.078853615,0.0,0.054502305,90.56131,-72.626831,-67.306725
851.0,0.11373968,0.99795997,0.98439103,0.00010060343,0.077256538,0.0,0.054508585,90.424049,-72.555344,-66.512741
852.0,0.10291592,0.99796784,0.98254031,0.00010167024,0.076401971,0.0,0.05451376,90.287239,-72.483841,-65.755783
853.0,0.093122169,0.99797404,0.98057187,0.00010274834,0.076194473,0.0,0.054517839,90.150887,-72.412323,-65.033829
854.0,0.084260426,0.99797857,0.9784869,0.00010383834,0.076550856,0.0,0.054520834,90.014977,-72.340782,-64.344879
855.0,0.076241985,0.99798143,0.97628921,0.00010493983,0.077398442,0.0,0.054522753,89.879509,-72.269226,-63.686928
856.0,0.068986602,0.9979828,0.97398174,0.0001060532,0.078673571,0.0,0.054523606,89.744492,-72.197662,-63.058018
857.0,0.062421657,0.99798262,0.97156781,0.00010717847,0.080320455,0.0,0.054523405,89.609917,-72.126076,-62.456188
858.0,0.056481451,0.99798101,0.96905041,0.00010831583,0.08229021,0.0,0.05452216,89.475784,-72.054474,-61.879509
859.0,0.051106527,0.99797791,0.96643233,0.00010946537,0.084540032,0.0,0.054519877,89.342087,-71.982849,-61.326065
860.0,0.046243101,0.9979735,0.96371573,0.00011062726,0.087032557,0.0,0.054516569,89.208832,-71.911217,-60.793949
861.0,0.041842487,0.99796772,0.96090215,0.00011180159,0.089735329,0.0,0.054512247,89.076004,-71.839569,-60.281273
862.0,0.037860647,0.99796057,0.95799202,0.00011298856,0.092620313,0.0,0.054506913,88.943611,-71.767899,-59.786137
863.0,0.034257729,0.99795222,0.95498478,0.00011418825,0.095663562,0.0,0.054500584,88.811653,-71.696213,-59.306641
864.0,0.030997675,0.99794257,0.95187825,0.00011540084,0.098844901,0.0,0.054493267,88.680122,-71.624512,-58.840855
865.0,0.028047856,0.99793166,0.9486686,0.00011662642,0.10214771,0.0,0.054484971,88.549019,-71.552795,-58.386795
866.0,0.025378749,0.99791962,0.94534981,0.00011786519,0.10555875,0.0,0.054475706,88.418335,-71.481064,-57.942413
867.0,0.022963641,0.99790639,0.94191343,0.00011911723,0.10906808,0.0,0.05446548,88.288078,-71.409309,-57.505539
868.0,0.020778362,0.99789196,0.93834764,0.00012038281,0.112669,0.0,0.054454301,88.158241,-71.337547,-57.073849
869.0,0.018801039,0.99787647,0.93463701,0.00012166199,0.1163582,0.0,0.054442182,88.028831,-71.265762,-56.644768
870.0,0.017011885,0.99785984,0.93076104,0.00012295487,0.12013594,0.0,0.054429129,87.899834,-71.193954,-56.215401
871.0,0.015392989,0.99784213,0.92669278,0.0001242617,0.12400644,0.0,0.054415151,87.771248,-71.122131,-55.782368
872.0,0.013928153,0.9978233,0.92239684,0.00012558258,0.12797849,0.0,0.054400258,87.643082,-71.050293,-55.341599
873.0,0.012602713,0.99780345,0.91782606,0.00012691767,0.1320665,0.0,0.054384455,87.51532,-70.978439,-54.888027
874.0,0.011403406,0.99778253,0.91291648,0.00012826719,0.1362921,0.0,0.054367758,87.38797,-70.906563,-54.415081
875.0,0.010318229,0.99776059,0.90758008,0.0001296312,0.14068666,0.0,0.054350171,87.261032,-70.834663,-53.913853
876.0,0.0093363198,0.99773765,0.90169084,0.00013101003,0.14529566,0.0,0.054331701,87.134499,-70.762749,-53.371674
877.0,0.0084478511,0.99771369,0.89506191,0.00013240371,0.15018627,0.0,0.05431236,87.008377,-70.690811,-52.769382
878.0,0.0076439315,0.99768871,0.88739979,0.00013381241,0.15546149,0.0,0.054292154,86.882645,-70.618858,-52.075775
879.0,0.0069165155,0.99766272,0.87820673,0.00013523639,0.16128966,0.0,0.054271095,86.757324,-70.546883,-51.23465
880.0,0.0062583219,0.99763572,0.86653674,0.00013667566,0.16797554,0.0,0.054249186,86.632401,-70.474884,-50.128647
881.0,0.005662764,0.99760777,0.85020638,0.00013813077,0.17618087,0.0,0.054226436,86.507866,-70.402863,-48.441383
882.0,0.0051238816,0.99757886,0.8215341,0.00013960151,0.18803701,0.0,0.054202858,86.383736,-70.330818,-44.629189
883.0,0.99357897,0.99754894,0.4957312,0.00014108825,0.41752318,0.0,0.054178458,86.259995,-70.258751,52.532528
