data_generator_U,data_generator_V
50.0,-60.0
50.01088,-55.733833
50.034328,-50.14502
51.325516,-32.165577
61.165165,11.138277
71.324463,3.0834732
82.362556,-3.2161734
93.68586,-9.2012939
104.72839,-17.022306
113.30607,-35.271889
113.58991,-73.986382
113.36571,-82.52858
113.15105,-83.961975
112.93873,-84.159866
112.72746,-84.141487
112.51704,-84.08493
112.30742,-84.021553
112.09859,-83.956825
111.89053,-83.891762
111.68326,-83.826523
111.47676,-83.761131
111.27103,-83.695618
111.06607,-83.629974
110.86188,-83.564194
110.65844,-83.498291
110.45576,-83.432259
110.25384,-83.366104
110.05266,-83.299828
109.85223,-83.233421
109.65254,-83.166901
109.45359,-83.100266
109.25537,-83.033508
109.05789,-82.966637
108.86114,-82.899651
108.66511,-82.83255
108.4698,-82.765335
108.27521,-82.698013
108.08134,-82.630585
107.88817,-82.563049
107.69571,-82.495407
107.50396,-82.427666
107.31291,-82.359818
107.12256,-82.291862
106.9329,-82.223816
106.74393,-82.15567
106.55565,-82.087433
106.36806,-82.019089
106.18114,-81.950661
105.9949,-81.882133
105.80935,-81.813522
105.62446,-81.74482
105.44024,-81.676025
105.25668,-81.607147
105.07379,-81.538185
104.89156,-81.469139
104.70999,-81.400009
104.52907,-81.330803
104.34879,-81.261513
104.16917,-81.192146
103.99019,-81.122704
103.81185,-81.053185
103.63415,-80.983589
103.45708,-80.913925
103.28065,-80.844193
103.10485,-80.774391
102.92967,-80.704514
102.75512,-80.634575
102.58118,-80.564568
102.40787,-80.494499
102.23517,-80.42437
102.06308,-80.354172
101.89159,-80.28392
101.72073,-80.213608
101.55045,-80.143234
101.38078,-80.072807
101.21172,-80.002327
101.04324,-79.931786
100.87535,-79.861198
100.70806,-79.790558
100.54135,-79.719864
100.37523,-79.649124
100.20969,-79.578339
100.04472,-79.507507
99.880341,-79.436623
99.71653,-79.3657
99.553291,-79.294739
99.390617,-79.223732
99.228508,-79.152679
99.066971,-79.081596
98.905983,-79.010468
98.74556,-78.939308
98.585693,-78.868111
98.426376,-78.796875
98.267616,-78.725601
98.109398,-78.654305
97.951729,-78.58297
97.794601,-78.511612
97.638008,-78.440216
97.481964,-78.368797
97.326447,-78.297348
97.171471,-78.225876
97.017021,-78.154373
96.863098,-78.082848
96.709709,-78.011299
96.556839,-77.939735
96.404488,-77.868141
96.252655,-77.796532
96.101341,-77.724899
95.950546,-77.653244
95.800262,-77.581581
95.650482,-77.509895
95.501213,-77.438194
95.352448,-77.366478
95.204193,-77.294746
95.056427,-77.223007
94.909164,-77.151253
94.762405,-77.079483
94.616135,-77.007706
94.470352,-76.935921
94.325066,-76.86412
94.18026,-76.792313
94.035942,-76.720505
93.892113,-76.648682
93.748756,-76.576851
93.605888,-76.50502
93.463486,-76.433182
93.321564,-76.361343
93.180115,-76.289497
93.039139,-76.217651
92.898628,-76.145805
92.758583,-76.073952
92.619003,-76.002106
92.479881,-75.930252
92.341225,-75.858406
92.203026,-75.786552
92.065285,-75.714706
91.927994,-75.64286
91.791161,-75.571022
91.65477,-75.499176
91.518829,-75.427345
91.383339,-75.355515
91.248291,-75.283684
91.113686,-75.211868
90.979515,-75.140053
90.845787,-75.068245
90.712502,-74.996437
90.579643,-74.924644
90.44722,-74.852859
90.315224,-74.781075
90.183662,-74.709305
90.052521,-74.637543
89.921814,-74.565788
89.791519,-74.494049
89.661659,-74.42231
89.532211,-74.350586
89.403175,-74.27887
89.274567,-74.207169
89.146362,-74.135475
89.018578,-74.063789
88.891197,-73.992119
88.764229,-73.920456
88.637672,-73.848808
88.511513,-73.777168
88.385757,-73.705544
88.260406,-73.633934
88.13546,-73.562332
88.01091,-73.490746
87.886749,-73.419167
87.762985,-73.347603
87.639618,-73.276047
87.51664,-73.204506
87.394058,-73.13298
87.271858,-73.061462
87.15004,-72.98996
87.02861,-72.918472
86.90757,-72.846992
86.786903,-72.77552
86.666618,-72.704071
86.546707,-72.632622
86.427177,-72.561195
86.308022,-72.489777
86.18924,-72.418365
86.070824,-72.34697
85.952782,-72.275581
85.835106,-72.204208
85.717804,-72.132835
85.600861,-72.061485
85.484283,-71.990135
85.368065,-71.9188
85.252205,-71.847473
85.136703,-71.776154
85.021568,-71.704842
84.906776,-71.633537
84.792343,-71.562248
84.678268,-71.490959
84.564537,-71.41967
84.451157,-71.348396
84.338127,-71.277122
84.225441,-71.205856
84.113098,-71.134598
84.001106,-71.063332
83.88945,-70.992081
83.778137,-70.920822
83.66716,-70.849571
83.556519,-70.77832
83.446213,-70.707062
83.336243,-70.635811
83.226608,-70.564552
83.117302,-70.493294
83.008331,-70.422035
82.899681,-70.350769
82.791359,-70.279495
82.683365,-70.208221
82.575699,-70.136932
82.468346,-70.065636
82.36132,-69.994331
82.254616,-69.923019
82.148224,-69.851692
82.042152,-69.780357
81.936401,-69.709
81.830956,-69.637634
81.725822,-69.566246
81.62101,-69.494843
81.516495,-69.423416
81.4123,-69.351974
81.308403,-69.280502
81.204811,-69.209015
81.101532,-69.137497
80.99855,-69.065948
80.895866,-68.994377
80.793488,-68.922775
80.691406,-68.851135
80.589622,-68.779472
80.488136,-68.707764
80.38694,-68.636017
80.286034,-68.56424
80.185425,-68.492409
80.085106,-68.42054
79.985077,-68.348625
79.88533,-68.276665
79.785873,-68.204651
79.686707,-68.132584
79.587814,-68.060463
79.489204,-67.988289
79.390884,-67.916054
79.292831,-67.84375
79.195061,-67.771385
79.097572,-67.698952
79.000351,-67.62645
78.903412,-67.553871
78.80674,-67.481216
78.710335,-67.408485
78.614204,-67.33567
78.518341,-67.262772
78.422752,-67.189781
78.327415,-67.116699
78.232353,-67.043518
78.13755,-66.970245
78.043007,-66.896866
77.948723,-66.82338
77.854706,-66.749779
77.760941,-66.676064
77.667427,-66.602234
77.574173,-66.528282
77.481171,-66.454201
77.38842,-66.379982
77.295921,-66.305634
77.203667,-66.23114
77.111664,-66.156502
77.019905,-66.081711
76.928398,-66.006767
76.837128,-65.931656
76.746101,-65.856384
76.655312,-65.780937
76.564766,-65.705307
76.474457,-65.629494
76.384377,-65.55349
76.29454,-65.47728
76.204933,-65.400871
76.115555,-65.324249
76.026413,-65.247414
75.937492,-65.170341
75.848808,-65.09304
75.760345,-65.015495
75.672104,-64.937706
75.584091,-64.85965
75.496292,-64.781326
75.408714,-64.702728
75.321358,-64.62384
75.234215,-64.544662
75.147293,-64.465172
75.060577,-64.385361
74.974075,-64.305222
74.887787,-64.224747
74.801704,-64.143913
74.71582,-64.062721
74.63015,-63.981152
74.544685,-63.899185
74.459412,-63.816814
74.374344,-63.734028
74.289474,-63.650803
74.204803,-63.567123
74.120323,-63.482979
74.036034,-63.39835
73.951935,-63.313217
73.868027,-63.227558
73.784302,-63.141357
73.700768,-63.054592
73.617409,-62.967239
73.534241,-62.87928
73.451241,-62.790684
73.368423,-62.701431
73.285774,-62.611492
73.2033,-62.520836
73.120995,-62.429436
73.038857,-62.337261
72.956886,-62.244278
72.875069,-62.150448
72.793419,-62.055737
72.711929,-61.960102
72.630585,-61.863503
72.5494,-61.7659
72.468361,-61.667236
72.387466,-61.567467
72.306717,-61.466534
72.226112,-61.364388
72.145638,-61.260956
72.0653,-61.156178
71.985092,-61.04998
71.905006,-60.942291
71.82505,-60.833023
71.745209,-60.722092
71.665489,-60.609394
71.585876,-60.494831
71.506371,-60.378288
71.426971,-60.25964
71.347664,-60.138752
71.268456,-60.015476
71.189331,-59.889656
71.110298,-59.761108
71.031334,-59.629639
70.952446,-59.495029
70.873619,-59.35704
70.794861,-59.215401
70.716148,-59.069809
70.637489,-58.91993
70.558868,-58.765373
70.480278,-58.605713
70.401718,-58.440449
70.323174,-58.26902
70.244637,-58.090767
70.166107,-57.904934
70.08757,-57.710629
70.009026,-57.506813
69.930473,-57.29224
69.851898,-57.065418
69.773323,-56.824543
69.69474,-56.567394
69.616173,-56.291218
69.537674,-55.992531
69.459297,-55.666866
69.381157,-55.30835
69.303467,-54.909073
69.226562,-54.458046
69.151085,-53.939415
69.078232,-53.328976
69.01046,-52.58709
68.9533,-51.641445
68.921387,-50.335735
68.96611,-48.212524
69.439857,-42.56826
72.135704,47.411915
74.02356,35.707298
79.919868,17.66436
89.751747,-0.7157234
100.98851,-12.977768
111.05466,-26.133287
113.5831,-64.960175
113.34763,-79.297569
113.12736,-81.612183
112.91029,-81.942017
112.69443,-81.943993
112.47945,-81.891914
112.2653,-81.83065
112.05197,-81.767754
111.83944,-81.704445
111.62771,-81.640961
111.41678,-81.577332
111.20664,-81.513565
110.9973,-81.449661
110.78874,-81.385628
110.58097,-81.321457
110.37397,-81.257156
110.16776,-81.192734
109.9623,-81.128174
109.75763,-81.063492
109.55371,-80.998688
109.35056,-80.933754
109.14816,-80.868698
108.94653,-80.803528
108.74563,-80.738235
108.54549,-80.672813
108.34608,-80.607285
108.14742,-80.541641
107.94949,-80.475876
107.7523,-80.410004
107.55584,-80.344017
107.3601,-80.277924
107.16508,-80.211716
106.97079,-80.145401
106.77721,-80.078987
106.58434,-80.012459
106.39217,-79.945839
106.20072,-79.879105
106.00996,-79.812279
105.81991,-79.745346
105.63055,-79.678322
105.44188,-79.611198
105.25391,-79.543983
105.06661,-79.476669
104.88,-79.409256
104.69407,-79.341759
104.50881,-79.274178
104.32423,-79.206497
104.14032,-79.138741
103.95707,-79.070885
103.77449,-79.002953
103.59257,-78.934937
103.4113,-78.866837
103.23069,-78.798653
103.05073,-78.730392
102.87141,-78.662048
102.69275,-78.593636
102.51472,-78.525139
102.33733,-78.456573
102.16058,-78.387932
101.98447,-78.319221
101.80898,-78.250435
101.63412,-78.18158
101.45988,-78.112663
101.28627,-78.043671
101.11327,-77.974617
100.9409,-77.905495
100.76913,-77.836304
100.59797,-77.767059
100.42741,-77.697754
100.25747,-77.62838
100.08813,-77.558952
99.91938,-77.489464
99.751228,-77.419922
99.583672,-77.350319
99.416702,-77.28067
99.25032,-77.21096
99.084526,-77.141197
98.919319,-77.071388
98.754684,-77.001526
98.59063,-76.93161
98.427147,-76.861649
98.264244,-76.791649
98.101898,-76.721588
97.940125,-76.651489
97.778915,-76.581345
97.618271,-76.511162
97.458176,-76.440933
97.298645,-76.370659
97.139664,-76.300346
96.981239,-76.230003
96.823357,-76.159615
96.666023,-76.089188
96.509232,-76.018723
96.352982,-75.948219
96.197273,-75.877686
96.042091,-75.807121
95.887451,-75.736519
95.733345,-75.665886
95.579765,-75.595215
95.426712,-75.524521
95.274178,-75.453796
95.122169,-75.383041
94.97068,-75.312256
94.81971,-75.241447
94.66925,-75.170609
94.51931,-75.099739
94.369873,-75.028854
94.220947,-74.957939
94.072525,-74.887001
93.924606,-74.81604
93.777184,-74.745056
93.630264,-74.674049
93.483841,-74.60302
93.337914,-74.531967
93.192474,-74.460899
