Time,P1,P2,Target,Kd,Ksp,dsp1ksp,dsp1p2kd,h,k0,ka,ks,ku,s,univ,___r1,___r2,___r3,___r4,___r5,___r6
0.19,10.10039688920478,10.10039688920478,10.10039688920478,1e-05,0.001,10.100386685759354,10.090346714402905,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5384461996286802,1.0100396889204781,1.5384461996286802,1.0100396889204781,1.5384461996286802,1.0100396889204781
0.2,10.105680962328682,10.105680962328682,10.105680962328682,1e-05,0.001,10.105670753490761,10.095628156300524,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.538976244671358,1.0105680962328683,1.538976244671358,1.0105680962328683,1.538976244671358,1.0105680962328683
0.21,10.110965052884957,10.110965052884957,10.110965052884957,1e-05,0.001,10.110954838654493,10.100909616309718,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5395065024402181,1.0110965052884957,1.5395065024402181,1.0110965052884957,1.5395065024402181,1.0110965052884957
0.22,10.116249162982587,10.116249162982587,10.116249162982587,1e-05,0.001,10.116238943359466,10.106191096538291,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5400369730573913,1.0116249162982587,1.5400369730573913,1.0116249162982587,1.5400369730573913,1.0116249162982587
0.23,10.121533294729588,10.121533294729588,10.121533294729588,1e-05,0.001,10.121523069713788,10.111472599089534,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5405676566448696,1.0121533294729588,1.5405676566448696,1.0121533294729588,1.5405676566448696,1.0121533294729588
0.24,10.126817450233006,10.126817450233006,10.126817450233006,1e-05,0.001,10.126807219824405,10.11675412607052,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5410985533253412,1.0126817450233006,1.5410985533253412,1.0126817450233006,1.5410985533253412,1.0126817450233006
0.25,10.132101631599516,10.132101631599516,10.132101631599516,1e-05,0.001,10.132091395798081,10.122035679589256,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.541629663221903,1.0132101631599517,1.541629663221903,1.0132101631599517,1.541629663221903,1.0132101631599517
0.26,10.137385840936549,10.137385840936549,10.137385840936549,1e-05,0.001,10.13737559974211,10.12731726174713,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5421609864573,1.013738584093655,1.5421609864573,1.013738584093655,1.5421609864573,1.013738584093655
0.27,10.142670080349227,10.142670080349227,10.142670080349227,1e-05,0.001,10.142659833761748,10.132598874649407,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5426925231549833,1.0142670080349228,1.5426925231549833,1.0142670080349228,1.5426925231549833,1.0142670080349228
0.28,10.147954351941646,10.147954351941646,10.147954351941646,1e-05,0.001,10.147944099961023,10.137880520399628,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5432242734385426,1.0147954351941646,1.5432242734385426,1.0147954351941646,1.5432242734385426,1.0147954351941646
0.29,10.15323865781701,10.15323865781701,10.15323865781701,1e-05,0.001,10.153228400443156,10.143162201098063,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5437562374315519,1.015323865781701,1.5437562374315519,1.015323865781701,1.5437562374315519,1.015323865781701
0.3,10.158523000077633,10.158523000077633,10.158523000077633,1e-05,0.001,10.158512737310433,10.14844391884528,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5442884152579277,1.0158523000077633,1.5442884152579277,1.0158523000077633,1.5442884152579277,1.0158523000077633
0.31,10.163807380824936,10.163807380824936,10.163807380824936,1e-05,0.001,10.163797112664325,10.153725675745232,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5448208070422405,1.0163807380824936,1.5448208070422405,1.0163807380824936,1.5448208070422405,1.0163807380824936
0.32,10.16909180215945,10.16909180215945,10.16909180215945,1e-05,0.001,10.169081528605311,10.159007473890645,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5453534129082402,1.0169091802159451,1.5453534129082402,1.0169091802159451,1.5453534129082402,1.0169091802159451
0.33,10.17437626618081,10.17437626618081,10.17437626618081,1e-05,0.001,10.174365987233061,10.164289315383682,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5458862329809395,1.017437626618081,1.5458862329809395,1.017437626618081,1.5458862329809395,1.017437626618081
0.34,10.179660774987761,10.179660774987761,10.179660774987761,1e-05,0.001,10.179650490646308,10.169571202319545,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5464192673849608,1.0179660774987762,1.5464192673849608,1.0179660774987762,1.5464192673849608,1.0179660774987762
0.35,10.18494533067841,10.18494533067841,10.18494533067841,1e-05,0.001,10.184935040943092,10.174853136795189,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5469525162454119,1.018494533067841,1.5469525162454119,1.018494533067841,1.5469525162454119,1.018494533067841
0.36,10.190229935350676,10.190229935350676,10.190229935350676,1e-05,0.001,10.19021964022139,10.180135120908654,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5474859796878218,1.0190229935350676,1.5474859796878218,1.0190229935350676,1.5474859796878218,1.0190229935350676
0.37,10.195514591101036,10.195514591101036,10.195514591101036,1e-05,0.001,10.195504290577723,10.185417156752306,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5480196578374548,1.0195514591101036,1.5480196578374548,1.0195514591101036,1.5480196578374548,1.0195514591101036
0.38,10.200799300025054,10.200799300025054,10.200799300025054,1e-05,0.001,10.20078899410757,10.190699246422366,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5485535508202746,1.0200799300025054,1.5485535508202746,1.0200799300025054,1.5485535508202746,1.0200799300025054
0.39,10.206084064217427,10.206084064217427,10.206084064217427,1e-05,0.001,10.20607375290565,10.195981392010015,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5490876587620441,1.0206084064217427,1.5490876587620441,1.0206084064217427,1.5490876587620441,1.0206084064217427
0.4,10.211368885771995,10.211368885771995,10.211368885771995,1e-05,0.001,10.211358569065865,10.201263595608014,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5496219817889927,1.0211368885771994,1.5496219817889927,1.0211368885771994,1.5496219817889927,1.0211368885771994
0.41,10.216653766781738,10.216653766781738,10.216653766781738,1e-05,0.001,10.216643444681075,10.206545859309987,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5501565200277463,1.0216653766781738,1.5501565200277463,1.0216653766781738,1.5501565200277463,1.0216653766781738
0.42,10.221938709338774,10.221938709338774,10.221938709338774,1e-05,0.001,10.221928381843492,10.211828185205787,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.550691273604855,1.0221938709338774,1.550691273604855,1.0221938709338774,1.550691273604855,1.0221938709338774
0.43,10.22722371553436,10.22722371553436,10.22722371553436,1e-05,0.001,10.227213382644345,10.217110575383137,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.551226242646962,1.022722371553436,1.551226242646962,1.022722371553436,1.551226242646962,1.022722371553436
0.44,10.232508787458897,10.232508787458897,10.232508787458897,1e-05,0.001,10.232498449173988,10.222393031931311,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.551761427281172,1.0232508787458898,1.551761427281172,1.0232508787458898,1.551761427281172,1.0232508787458898
0.45,10.237793927200341,10.237793927200341,10.237793927200341,1e-05,0.001,10.237783583520446,10.22767555693841,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5522968276347762,1.0237793927200343,1.5522968276347762,1.0237793927200343,1.5522968276347762,1.0237793927200343
0.46,10.243079136852757,10.243079136852757,10.243079136852757,1e-05,0.001,10.24306878777768,10.232958152496135,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5528324438357384,1.0243079136852757,1.5528324438357384,1.0243079136852757,1.5528324438357384,1.0243079136852757
0.47,10.24836441850144,10.24836441850144,10.24836441850144,1e-05,0.001,10.248354064031098,10.23824082068814,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.55336827601151,1.024836441850144,1.55336827601151,1.024836441850144,1.55336827601151,1.024836441850144
0.48,10.253649774233825,10.253649774233825,10.253649774233825,1e-05,0.001,10.253639414368081,10.243523563599531,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5539043242899941,1.0253649774233826,1.5539043242899941,1.0253649774233826,1.5539043242899941,1.0253649774233826
0.49,10.258935206136483,10.258935206136483,10.258935206136483,1e-05,0.001,10.258924840875203,10.248806383315788,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5544405887994366,1.0258935206136484,1.5544405887994366,1.0258935206136484,1.5544405887994366,1.0258935206136484
0.5,10.264220716295144,10.264220716295144,10.264220716295144,1e-05,0.001,10.264210345638217,10.254089281922157,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5549770696683622,1.0264220716295145,1.5549770696683622,1.0264220716295145,1.5549770696683622,1.0264220716295145
0.51,10.269506306794687,10.269506306794687,10.269506306794687,1e-05,0.001,10.26949593074189,10.25937226150117,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5555137670253243,1.0269506306794687,1.5555137670253243,1.0269506306794687,1.5555137670253243,1.0269506306794687
0.52,10.274791979719147,10.274791979719147,10.274791979719147,1e-05,0.001,10.274781598270405,10.264655324136442,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.556050680999288,1.0274791979719147,1.556050680999288,1.0274791979719147,1.556050680999288,1.0274791979719147
0.53,10.280077737151727,10.280077737151727,10.280077737151727,1e-05,0.001,10.280067350306956,10.26993847190768,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5565878117191234,1.0280077737151727,1.5565878117191234,1.0280077737151727,1.5565878117191234,1.0280077737151727
0.54,10.285363581174781,10.285363581174781,10.285363581174781,1e-05,0.001,10.285353188933748,10.275221706896678,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5571251593142166,1.0285363581174782,1.5571251593142166,1.0285363581174782,1.5571251593142166,1.0285363581174782
0.55,10.290649513874504,10.290649513874504,10.290649513874504,1e-05,0.001,10.290639116237056,10.280505031189188,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5576627239146545,1.0290649513874504,1.5576627239146545,1.0290649513874504,1.5576627239146545,1.0290649513874504
0.56,10.29593553734703,10.29593553734703,10.29593553734703,1e-05,0.001,10.29592513431306,10.285788446877872,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5582005056515322,1.029593553734703,1.5582005056515322,1.029593553734703,1.5582005056515322,1.029593553734703
0.57,10.301221653674139,10.301221653674139,10.301221653674139,1e-05,0.001,10.301211245243438,10.291071956043984,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5587385046550843,1.030122165367414,1.5587385046550843,1.030122165367414,1.5587385046550843,1.030122165367414
0.58,10.306507864935666,10.306507864935666,10.306507864935666,1e-05,0.001,10.306497451108124,10.296355560766326,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5592767210555971,1.0306507864935666,1.5592767210555971,1.0306507864935666,1.5592767210555971,1.0306507864935666
0.59,10.311794173210636,10.311794173210636,10.311794173210636,1e-05,0.001,10.311783753986122,10.301639263122231,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5598151549835049,1.0311794173210636,1.5598151549835049,1.0311794173210636,1.5598151549835049,1.0311794173210636
0.6,10.317080580577262,10.317080580577262,10.317080580577262,1e-05,0.001,10.31707015595556,10.306923065186393,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5603538065692748,1.0317080580577263,1.5603538065692748,1.0317080580577263,1.5603538065692748,1.0317080580577263
0.61,10.322367089112964,10.322367089112964,10.322367089112964,1e-05,0.001,10.32235665909393,10.312206969038188,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5608926759441475,1.0322367089112965,1.5608926759441475,1.0322367089112965,1.5608926759441475,1.0322367089112965
0.62,10.327653700894357,10.327653700894357,10.327653700894357,1e-05,0.001,10.327643265477848,10.317490976750163,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5614317632389683,1.0327653700894357,1.5614317632389683,1.0327653700894357,1.5614317632389683,1.0327653700894357
0.63,10.33294041799726,10.33294041799726,10.33294041799726,1e-05,0.001,10.332929977183056,10.322775090398219,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5619710685852202,1.033294041799726,1.5619710685852202,1.033294041799726,1.5619710685852202,1.033294041799726
0.64,10.338227242496705,10.338227242496705,10.338227242496705,1e-05,0.001,10.338216796284716,10.328059312056382,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5625105921144935,1.0338227242496705,1.5625105921144935,1.0338227242496705,1.5625105921144935,1.0338227242496705
0.65,10.343514176466929,10.343514176466929,10.343514176466929,1e-05,0.001,10.343503724856943,10.333343643793562,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5630503339581534,1.034351417646693,1.5630503339581534,1.034351417646693,1.5630503339581534,1.034351417646693
0.66,10.348801221981383,10.348801221981383,10.348801221981383,1e-05,0.001,10.348790764973208,10.33862808768335,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.563590294248339,1.0348801221981383,1.563590294248339,1.0348801221981383,1.563590294248339,1.0348801221981383
0.67,10.354088381112737,10.354088381112737,10.354088381112737,1e-05,0.001,10.35407791870623,10.343912645801572,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5641304731177137,1.0354088381112738,1.5641304731177137,1.0354088381112738,1.5641304731177137,1.0354088381112738
0.68,10.359375655932878,10.359375655932878,10.359375655932878,1e-05,0.001,10.359365188127908,10.34919732021306,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5646708706981143,1.0359375655932879,1.5646708706981143,1.0359375655932879,1.5646708706981143,1.0359375655932879
0.69,10.364663048512922,10.364663048512922,10.364663048512922,1e-05,0.001,10.364652575309213,10.35448211298899,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5652114871223208,1.0364663048512923,1.5652114871223208,1.0364663048512923,1.5652114871223208,1.0364663048512923
0.7,10.369950560923206,10.369950560923206,10.369950560923206,1e-05,0.001,10.369940082320653,10.359767026198126,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5657523225231604,1.0369950560923207,1.5657523225231604,1.0369950560923207,1.5657523225231604,1.0369950560923207
0.71,10.375238195233296,10.375238195233296,10.375238195233296,1e-05,0.001,10.37522771123168,10.365052061912507,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5662933770340914,1.0375238195233296,1.5662933770340914,1.0375238195233296,1.5662933770340914,1.0375238195233296
0.72,10.380525953511993,10.380525953511993,10.380525953511993,1e-05,0.001,10.380515464111115,10.370337222192703,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5668346507876914,1.0380525953511994,1.5668346507876914,1.0380525953511994,1.5668346507876914,1.0380525953511994
0.73,10.385813837827335,10.385813837827335,10.385813837827335,1e-05,0.001,10.385803343027074,10.375622509108123,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.567376143917736,1.0385813837827336,1.567376143917736,1.0385813837827336,1.567376143917736,1.0385813837827336
0.74,10.391101850246597,10.391101850246597,10.391101850246597,1e-05,0.001,10.391091350046743,10.380907924724944,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.567917856557964,1.0391101850246598,1.567917856557964,1.0391101850246598,1.567917856557964,1.0391101850246598
0.75,10.396389992836298,10.396389992836298,10.396389992836298,1e-05,0.001,10.396379487236613,10.386193471109815,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5684597888424536,1.03963899928363,1.5684597888424536,1.03963899928363,1.5684597888424536,1.03963899928363
0.76,10.401678267662197,10.401678267662197,10.401678267662197,1e-05,0.001,10.40166775666253,10.391479150327479,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.569001940905382,1.0401678267662198,1.569001940905382,1.0401678267662198,1.569001940905382,1.0401678267662198
0.77,10.406966676789308,10.406966676789308,10.406966676789308,1e-05,0.001,10.406956160389411,10.396764964436471,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5695443128805806,1.0406966676789309,1.5695443128805806,1.0406966676789309,1.5695443128805806,1.0406966676789309
0.78,10.412255222281896,10.412255222281896,10.412255222281896,1e-05,0.001,10.412244700481649,10.402050915503656,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5700869049030255,1.0412255222281896,1.5700869049030255,1.0412255222281896,1.5700869049030255,1.0412255222281896
0.79,10.417543906203477,10.417543906203477,10.417543906203477,1e-05,0.001,10.417533379002649,10.407337005589053,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5706297171072834,1.0417543906203477,1.5706297171072834,1.0417543906203477,1.5706297171072834,1.0417543906203477
0.8,10.422832730616825,10.422832730616825,10.422832730616825,1e-05,0.001,10.422822198015172,10.412623236754985,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5711727496284464,1.0422832730616827,1.5711727496284464,1.0422832730616827,1.5711727496284464,1.0422832730616827
0.81,10.428121697583984,10.428121697583984,10.428121697583984,1e-05,0.001,10.428111159581341,10.417909611063678,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5717160026018873,1.0428121697583985,1.5717160026018873,1.0428121697583985,1.5717160026018873,1.0428121697583985
0.82,10.43341080916625,10.43341080916625,10.43341080916625,1e-05,0.001,10.433400265762467,10.423196130570618,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.572259476162576,1.043341080916625,1.572259476162576,1.043341080916625,1.572259476162576,1.043341080916625
0.83,10.438700067424195,10.438700067424195,10.438700067424195,1e-05,0.001,10.438689518618979,10.42848279734123,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5728031704467935,1.0438700067424196,1.5728031704467935,1.0438700067424196,1.5728031704467935,1.0438700067424196
0.84,10.44398947441766,10.44398947441766,10.44398947441766,1e-05,0.001,10.443978920210851,10.43376961342841,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5733470855898213,1.0443989474417659,1.5733470855898213,1.0443989474417659,1.5733470855898213,1.0443989474417659
0.85,10.449279032205757,10.449279032205757,10.449279032205757,1e-05,0.001,10.449268472597119,10.439056580890792,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5738912217278194,1.0449279032205758,1.5738912217278194,1.0449279032205758,1.5738912217278194,1.0449279032205758
0.86,10.45456874284688,10.45456874284688,10.45456874284688,1e-05,0.001,10.454558177836182,10.444343701786327,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5744355789971647,1.045456874284688,1.5744355789971647,1.045456874284688,1.5744355789971647,1.045456874284688
0.87,10.459858608398697,10.459858608398697,10.459858608398697,1e-05,0.001,10.459848037985736,10.44963097817226,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5749801575344498,1.0459858608398698,1.5749801575344498,1.0459858608398698,1.5749801575344498,1.0459858608398698
0.88,10.465148630918168,10.465148630918168,10.465148630918168,1e-05,0.001,10.465138055102726,10.454918412102716,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5755249574762342,1.0465148630918168,1.5755249574762342,1.0465148630918168,1.5755249574762342,1.0465148630918168
0.89,10.47043881246153,10.47043881246153,10.47043881246153,1e-05,0.001,10.470428231243394,10.460206005630516,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.576069978959228,1.047043881246153,1.576069978959228,1.047043881246153,1.576069978959228,1.047043881246153
0.9,10.47572915508432,10.47572915508432,10.47572915508432,1e-05,0.001,10.475718568463286,10.465493760814937,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.576615222121093,1.0475729155084321,1.576615222121093,1.0475729155084321,1.576615222121093,1.0475729155084321
0.91,10.481019660841357,10.481019660841357,10.481019660841357,1e-05,0.001,10.481009068817192,10.470781679706176,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.577160687098842,1.0481019660841357,1.577160687098842,1.0481019660841357,1.577160687098842,1.0481019660841357
0.92,10.486310331786767,10.486310331786767,10.486310331786767,1e-05,0.001,10.486299734359259,10.47606976435734,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5777063740300739,1.0486310331786768,1.5777063740300739,1.0486310331786768,1.5777063740300739,1.0486310331786768
0.93,10.491601169973963,10.491601169973963,10.491601169973963,1e-05,0.001,10.491590567142877,10.481358016817232,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5782522830522252,1.0491601169973963,1.5782522830522252,1.0491601169973963,1.5782522830522252,1.0491601169973963
0.94,10.496892177455676,10.496892177455676,10.496892177455676,1e-05,0.001,10.496881569220744,10.4866464391417,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5787984143037477,1.0496892177455677,1.5787984143037477,1.0496892177455677,1.5787984143037477,1.0496892177455677
0.95,10.502183356283927,10.502183356283927,10.502183356283927,1e-05,0.001,10.502172742644907,10.491935033379976,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5793447679226928,1.0502183356283927,1.5793447679226928,1.0502183356283927,1.5793447679226928,1.0502183356283927
0.96,10.50747470851006,10.50747470851006,10.50747470851006,1e-05,0.001,10.507464089466783,10.49722380158181,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5798913440474498,1.050747470851006,1.5798913440474498,1.050747470851006,1.5798913440474498,1.050747470851006
0.97,10.512766236184717,10.512766236184717,10.512766236184717,1e-05,0.001,10.51275561173691,10.502512745797377,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5804381428167342,1.0512766236184719,1.5804381428167342,1.0512766236184719,1.5804381428167342,1.0512766236184719
0.98,10.518057941357869,10.518057941357869,10.518057941357869,1e-05,0.001,10.518047311505244,10.507801868071445,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5809851643689872,1.051805794135787,1.5809851643689872,1.051805794135787,1.5809851643689872,1.051805794135787
0.99,10.523349826078796,10.523349826078796,10.523349826078796,1e-05,0.001,10.523339190821163,10.513091170456493,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5815324088437277,1.0523349826078796,1.5815324088437277,1.0523349826078796,1.5815324088437277,1.0523349826078796
1.0,10.528641892396102,10.528641892396102,10.528641892396102,1e-05,0.001,10.528631251733227,10.518380654998293,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5820798763800659,1.0528641892396102,1.5820798763800659,1.0528641892396102,1.5820798763800659,1.0528641892396102
1.01,10.533934142357717,10.533934142357717,10.533934142357717,1e-05,0.001,10.533923496289354,10.523670323744351,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.582627567117571,1.0533934142357717,1.582627567117571,1.0533934142357717,1.582627567117571,1.0533934142357717
