P1,P2,Target,Time
10.0,10.0,10.0,0.0
10.005284143885557,10.005284143885557,10.005284143885557,0.01
10.010568264956214,10.010568264956214,10.010568264956214,0.02
10.015852365337308,10.015852365337308,10.015852365337308,0.03
10.021136447152443,10.021136447152443,10.021136447152443,0.04
10.026420512526327,10.026420512526327,10.026420512526327,0.05
10.0317045635823,10.0317045635823,10.0317045635823,0.06
10.03698860244374,10.03698860244374,10.03698860244374,0.07
10.042272631233116,10.042272631233116,10.042272631233116,0.08
10.047556652071899,10.047556652071899,10.047556652071899,0.09
10.052840667080565,10.052840667080565,10.052840667080565,0.1
10.0581246783786,10.0581246783786,10.0581246783786,0.11
10.063408688084488,10.063408688084488,10.063408688084488,0.12
10.068692698315724,10.068692698315724,10.068692698315724,0.13
10.073976711188807,10.073976711188807,10.073976711188807,0.14
10.079260728819454,10.079260728819454,10.079260728819454,0.15
10.084544753323012,10.084544753323012,10.084544753323012,0.16
10.089828786813346,10.089828786813346,10.089828786813346,0.17
10.095112831403307,10.095112831403307,10.095112831403307,0.18
10.10039688920478,10.10039688920478,10.10039688920478,0.19
10.105680962328682,10.105680962328682,10.105680962328682,0.2
10.110965052884957,10.110965052884957,10.110965052884957,0.21
10.116249162982587,10.116249162982587,10.116249162982587,0.22
10.121533294729588,10.121533294729588,10.121533294729588,0.23
10.126817450233006,10.126817450233006,10.126817450233006,0.24
10.132101631599516,10.132101631599516,10.132101631599516,0.25
10.137385840936549,10.137385840936549,10.137385840936549,0.26
10.142670080349227,10.142670080349227,10.142670080349227,0.27
10.147954351941646,10.147954351941646,10.147954351941646,0.28
10.15323865781701,10.15323865781701,10.15323865781701,0.29
10.158523000077633,10.158523000077633,10.158523000077633,0.3
10.163807380824936,10.163807380824936,10.163807380824936,0.31
10.16909180215945,10.16909180215945,10.16909180215945,0.32
10.17437626618081,10.17437626618081,10.17437626618081,0.33
10.179660774987761,10.179660774987761,10.179660774987761,0.34
10.18494533067841,10.18494533067841,10.18494533067841,0.35
10.190229935350676,10.190229935350676,10.190229935350676,0.36
10.195514591101036,10.195514591101036,10.195514591101036,0.37
10.200799300025054,10.200799300025054,10.200799300025054,0.38
10.206084064217427,10.206084064217427,10.206084064217427,0.39
10.211368885771995,10.211368885771995,10.211368885771995,0.4
10.216653766781738,10.216653766781738,10.216653766781738,0.41
10.221938709338774,10.221938709338774,10.221938709338774,0.42
10.22722371553436,10.22722371553436,10.22722371553436,0.43
10.232508787458897,10.232508787458897,10.232508787458897,0.44
10.237793927200341,10.237793927200341,10.237793927200341,0.45
10.243079136852757,10.243079136852757,10.243079136852757,0.46
10.24836441850144,10.24836441850144,10.24836441850144,0.47
10.253649774233825,10.253649774233825,10.253649774233825,0.48
10.258935206136483,10.258935206136483,10.258935206136483,0.49
10.264220716295144,10.264220716295144,10.264220716295144,0.5
10.269506306794687,10.269506306794687,10.269506306794687,0.51
10.274791979719147,10.274791979719147,10.274791979719147,0.52
10.280077737151727,10.280077737151727,10.280077737151727,0.53
10.285363581174781,10.285363581174781,10.285363581174781,0.54
10.290649513874504,10.290649513874504,10.290649513874504,0.55
10.29593553734703,10.29593553734703,10.29593553734703,0.56
10.301221653674139,10.301221653674139,10.301221653674139,0.57
10.306507864935666,10.306507864935666,10.306507864935666,0.58
10.311794173210636,10.311794173210636,10.311794173210636,0.59
10.317080580577262,10.317080580577262,10.317080580577262,0.6
10.322367089112964,10.322367089112964,10.322367089112964,0.61
10.327653700894357,10.327653700894357,10.327653700894357,0.62
10.33294041799726,10.33294041799726,10.33294041799726,0.63
10.338227242496705,10.338227242496705,10.338227242496705,0.64
10.343514176466929,10.343514176466929,10.343514176466929,0.65
10.348801221981383,10.348801221981383,10.348801221981383,0.66
10.354088381112737,10.354088381112737,10.354088381112737,0.67
10.359375655932878,10.359375655932878,10.359375655932878,0.68
10.364663048512922,10.364663048512922,10.364663048512922,0.69
10.369950560923206,10.369950560923206,10.369950560923206,0.7
10.375238195233296,10.375238195233296,10.375238195233296,0.71
10.380525953511993,10.380525953511993,10.380525953511993,0.72
10.385813837827335,10.385813837827335,10.385813837827335,0.73
