H_5_task1,L_2_task1,R_1_task1,T_3_task1,_1_task1,x_4_task1
1.0,22.0,0.5,15.0,0.0,6.666666666666666
1.0,18.918334806889813,0.3862969943705519,13.847595177539572,0.2,5.5142618442062385
1.0,16.198655521904616,0.2984510442131265,12.621551087523565,0.4,4.2882177541902315
1.0,13.81839400671336,0.23058160531405503,11.382627976473653,0.6000000000000001,3.0492946431403194
1.0,11.749576810136174,0.17814552365455927,10.173690384430133,0.8,1.8403570510967988
1.0,9.961898500954614,0.13763453925554714,9.023582400793831,1.0,0.6902490674604973
0.0,8.464448031187327,0.2699802845248626,7.950945977743844,1.2000000000000002,-0.3823873555894899
0.0,8.891530100384424,2.0692844887074893,7.046712642658147,1.4000000000000001,-1.2866206906751874
0.0,13.680096563089515,4.860220653520015,6.681464172851755,1.6,-1.6518691604815787
0.0,22.211055457323145,6.801405945525882,7.254360111801701,1.8,-1.0789732215316326
1.0,30.449132769558247,6.12231789927314,8.766827638723326,2.0,0.433494305389992
1.0,34.849095331948845,4.730068679047283,10.678917901877824,2.2,2.3455845685444903
1.0,36.25156009653431,3.654427011332149,12.460728224884672,2.4000000000000004,4.127394891551338
1.0,35.69030360917523,2.823391946335887,13.847121015358228,2.6,5.513787682024894
1.0,33.90190714041259,2.1813393289286225,14.743747042037397,2.8000000000000003,6.410413708704063
1.0,31.404310413022806,1.6852945403864286,15.154523849959618,3.0,6.8211905166262845
1.0,28.555646245593387,1.3020505550588843,15.134855550727375,3.2,6.801522217394041
1.0,25.59776665034737,1.0059585333524177,14.762831900157936,3.4000000000000004,6.429498566824602
1.0,22.689009228076696,0.7771992549368527,14.121445066813791,3.6,5.7881117334804575
1.0,19.92811553715759,0.600462855240419,13.288926099634718,3.8000000000000003,4.955592766301384
1.0,17.37208007489695,0.463916427104037,12.33368288930189,4.0,4.0003495559685565
1.0,15.048910990104591,0.35842045234030645,11.312575237947428,4.2,2.979241904614094
1.0,12.967072321093648,0.2769148340991019,10.270766708974497,4.4,1.937433375641163
1.0,11.122296962957837,0.2139436665311673,9.242600550783886,4.6000000000000005,0.9092672174505516
0.0,9.502796453819279,0.17325160284640942,8.253025582773768,4.800000000000001,-0.08030775055956596
0.0,8.942747752816873,1.3288585698417263,7.350479385485898,5.0,-0.9828539478474356
0.0,12.003607104394911,3.8040554872184202,6.810343703414548,5.2,-1.5229896299187855
0.0,19.099818673468583,6.065800367523665,7.045882302208123,5.4,-1.2874510311252108
0.0,27.388332202417047,6.271897224811728,8.212429806349384,5.6000000000000005,-0.12090352698395002
1.0,32.58418568160368,4.854313470685132,9.938139191887494,5.800000000000001,1.60480585855416
1.0,34.58432659666296,3.75041715065458,11.662855951880637,6.0,3.329522618547303
1.0,34.47027809307759,2.8975520128319068,13.06900205176995,6.2,4.7356687184366155
1.0,33.015392755263456,2.2386335116902876,14.027659758625564,6.4,5.69432642529223
1.0,30.76558902051216,1.7295578630849844,14.520426552846988,6.6000000000000005,6.187093219513654
1.0,28.1001336887546,1.3362507522049176,14.58893493724344,6.800000000000001,6.255601603910106
1.0,25.277158890063678,1.0323812092058693,14.302773494150982,7.0,5.969440160817648
1.0,22.467127031434767,0.7976121888328276,13.740443107269831,7.2,5.407109773936497
1.0,19.77794353556352,0.6162333540171516,12.978077940372259,7.4,4.644744607038925
1.0,17.273589317726927,0.4760989202867469,12.083381805823086,7.6000000000000005,3.750048472489752
1.0,14.98723223564471,0.3678323290556011,11.113467605574026,7.800000000000001,2.7801342722406925
1.0,12.931302552027685,0.28418567714404885,10.114189071142764,8.0,1.7808557378094303
1.0,11.10444283151064,0.21956073538176168,9.120867149547953,8.200000000000001,0.7875338162146193
0.0,9.5012609166784,0.20753353288784396,8.159508548672308,8.4,-0.1738247846610257
0.0,9.168810858481763,1.5193719327869648,7.291310946924549,8.6,-1.0420223864087852
0.0,12.57551863994748,4.010788822984322,6.815633410380612,8.8,-1.5176999229527217
0.0,19.83126203284084,6.123603789028242,7.133370521662749,9.0,-1.1999628116705852
1.0,27.853018423824345,6.060573155502284,8.356039340540057,9.200000000000001,0.022706007206723555
1.0,32.612200600559575,4.682370132068531,10.073965375292557,9.4,1.7406320419592234
1.0,34.33299310892661,3.617576967246133,11.749973917441457,9.600000000000001,3.416640584108123
1.0,34.05128018735824,2.794920773194343,13.092606051885314,9.8,4.75927271855198
1.0,32.50648056798248,2.1593426642210867,13.98795022576755,10.0,5.654616892434216
1.0,30.219867239641616,1.668299389327741,14.425392538884989,10.200000000000001,6.092059205551655
1.0,27.552930997425417,1.2889211077272495,14.449841424850886,10.4,6.116508091517552
1.0,24.750920808487855,0.9958148091257005,14.131729343831175,10.600000000000001,5.798396010497841
1.0,21.97531437648165,0.7693621241058408,13.548735238553347,10.8,5.215401905220013
1.0,19.32781272516507,0.594405820192979,12.775387503569245,11.0,4.442054170235911
1.0,16.867999958525825,0.45923531716699956,11.877706598038593,11.200000000000001,3.544373264705259
1.0,14.626263956341317,0.3548031879244937,10.910996347382486,11.4,2.5776630140491523
1.0,12.613197890168616,0.27411939012994263,9.9195045397983,11.600000000000001,1.5861712064649662
1.0,10.826373048160447,0.21178343486399517,8.937144458492508,11.8,0.603811125159174
0.0,9.291303121463661,0.3117948572411512,7.98919916848403,12.0,-0.34413416484930437
0.0,9.49316773095393,1.9220075036243998,7.165823058938736,12.200000000000001,-1.1675102743945978
0.0,13.67227936717955,4.468404645185804,6.8100643755623285,12.4,-1.5232689577710055
