Inh,Inh_T1,T1,T1_alpha,T2,T2_beta,T3,T3_Inh,alpha,alpha_T1,alpha_T1_alpha,alpha_T2,alpha_T2_beta,alpha_alpha_T1,alpha_beta_T2,beta,beta_Inh_T3,beta_T3,beta_T3_Inh,empty,Time
0.0,0.0,38.5,0.0,3.89,0.0,38.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6430321726889658e-16,1.9604005234329417e-19,38.28105964054444,0.10926864935985649,3.8789208097359316,4.703687390092495e-08,38.49999999982075,1.8293942201122684e-17,9.729154075748088,0.10137487541443405,0.0003784544141741093,0.010441897353818853,5.393489374799563e-06,0.007918380303342909,0.0006318523852395085,1.346085220028367e-07,4.999160396991068e-12,1.7424687666252168e-10,2.3134347198747653e-14,0.0,0.01
3.8195785056636287e-14,8.97417692375193e-17,38.075992899571446,0.21108037513301117,3.868499575121343,7.02730703682696e-07,38.49999999459357,4.314934399695715e-15,9.473527770105482,0.18205977235442888,0.0016485640725530256,0.019098159530622077,3.9669853788003e-05,0.029218388992553163,0.002361892768395968,2.009814843628635e-06,2.9463343252376855e-10,5.109103627353455e-09,2.713378957094598e-12,0.0,0.02
9.092856572843293e-13,3.218760336309589e-15,37.88344630430963,0.3059815776763241,3.8586598187597003,3.3246068033863585e-06,38.49999996125735,1.0424750519651068e-13,9.231911112023758,0.24587228606342798,0.003924535659572209,0.026240436179995722,0.0001232200831174321,0.06077529621189054,0.004973200368669024,9.502258685892914e-06,3.1025973593687796e-09,3.5597051172311864e-08,4.291994562140441e-11,0.0,0.03
8.44099477301571e-12,3.996862184095818e-14,37.702245878973585,0.3944776056186547,3.84933541187867,9.82760164018055e-06,38.4999998458193,9.82014421148105e-13,9.003283357933903,0.2959508260987217,0.007232824262782027,0.032100400505829865,0.000269086174496129,0.1000928645412351,0.008285273821473078,2.8069883487638966e-05,1.6130473086656322e-08,1.377513404497314e-07,2.97927583894773e-10,0.0,0.04
4.6837122002695216e-11,2.785939840284516e-13,37.53136819965877,0.4770353246936125,3.8404690460429616,2.2459780454262997e-05,38.499999555339855,5.529622218305043e-12,8.786771581931795,0.33487347013280316,0.011541048464039038,0.03687561660260291,0.0004846875404084177,0.14518195626124672,0.012148190004670928,6.41051142526893e-05,5.6981181978177524e-08,3.86355930259174e-07,1.3175263669320982e-09,0.0,0.05
1.8760967819297102e-10,1.3461238169430897e-12,37.36991654525131,0.5540857338280265,3.832010944307485,4.363258563220399e-05,38.49999895364115,2.2477176569978696e-11,8.581618746582839,0.36475621975910566,0.01677931018178464,0.04073453449104145,0.0007732020047439479,0.19446219020439512,0.01643768658263575,0.00012444582034279686,1.5767327522790332e-07,8.842820993766352e-07,4.381020676175834e-09,0.0,0.06
6.000933764562264e-10,5.048431223433988e-12,37.21710120507964,0.6260265586478861,3.8239177719364643,7.579444806951172e-05,38.499997859790405,7.295742207265343e-11,8.387159138757683,0.38733423390599564,0.022855707799259557,0.043820747023074966,0.0011346653994186479,0.24668229377804277,0.021051021164129963,0.00021601181495310034,3.6871603911205686e-07,1.7594534384361338e-06,1.1967179326567852e-08,0.0,0.07
1.6284449112346694e-09,1.57356524982155e-11,37.07222321041495,0.6932247705129695,3.81615171526991,0.00012133896160924386,38.499996048622556,2.0090030015643977e-10,8.202799553122913,0.4040288742071862,0.029667406597283875,0.04625661587796049,0.0015668405727368776,0.3008557374699588,0.02590348928902516,0.0003455414484664114,7.624427428029076e-07,3.160421648157163e-06,2.831216428659034e-08,0.0,0.08
3.897849572763644e-09,4.258713316053954e-11,36.93466083278795,0.7560189970421757,3.8086796997276955,0.00018253986241087143,38.499993252687304,4.87956238293242e-10,8.028004855603644,0.41600316096788537,0.03710840643677198,0.04814636834682795,0.002065901787070186,0.35620860194089343,0.03092549024724223,0.0005194058391730977,1.4354724242642294e-06,5.251328756112088e-06,6.002357795459418e-08,0.0,0.09
8.451401967637223e-09,1.0312279228282976e-10,36.80385838659722,0.8147218005467152,3.8014727264592563,0.00026150728120713127,38.49998916518473,1.073560957435552e-09,7.862286977270261,0.4242074913231411,0.0450747952205808,0.049578737360364736,0.002626967343375682,0.4121375254278066,0.036060061527058616,0.0007434847117348451,2.5102637876107785e-06,8.206757733352242e-06,1.1672021128423243e-07,0.0,0.1
1.6916473638142297e-08,2.2820445388130503e-10,36.6793168789929,0.8696218144430978,3.7945053065106142,0.0003601600535083746,38.49998344351544,2.180405215352233e-09,7.705196477357116,0.42941748958540726,0.053468186871701545,0.050629221732866166,0.0032445127038023894,0.468175629097418,0.04126079897047732,0.0010230887227261007,4.13582115259094e-06,1.2206814790132003e-05,2.1166823196358217e-07,0.0,0.11
3.169927776467803e-08,4.688321397321338e-10,36.560586222031496,0.9209857290261004,3.78775497950485,0.0004802106995157512,38.49997571319411,4.145627017840913e-09,7.556316132777134,0.43226516358213457,0.06219778715938741,0.0513620139184943,0.003912684747876326,0.5239650969510282,0.04649011110053943,0.0013629184370643887,6.487616273141753e-06,1.7432654995333553e-05,3.623890139988861e-07,0.0,0.12
