Time,T1,alpha,alpha_T1,alpha_T1_alpha,T1_alpha,alpha_alpha_T1,T2,alpha_T2,alpha_T2_beta,beta,T2_beta,alpha_beta_T2,T3,beta_T3,beta_T3_Inh,Inh,T3_Inh,beta_Inh_T3,Inh_T1,empty,k0d,k0r,k1d,k1r,k2d,k2r,k3d,k3r,k4d,k5d,k6d,k7d,k7r,k8d,k8r,k9d,k9r,k10d,k10r,k11d,k12d,k13d,k14d,k14r,k15d,k15r,k16d,k16r,k17d,k17r,k18d,k19d,k20d,k21d,k21r,k22d,k22r,k23d,k23r,k24d,k25d,k26d,Bp_concentration,fluorescence,Inh_total,beta_total,alpha_total,sample,ass_aa_l,m_ass_aa_lr,m_ass_aa_r,m_ass_aa_rl,pol_aa,dis_aa,nick_aa,ass_ab_l,m_ass_ab_lr,m_ass_ab_r,m_ass_ab_rl,pol_ab,dis_ab,nick_ab,ass_bc_l,m_ass_bc_lr,ass_bc_r,ass_bc_rl,pol_bc,dis_bc,nick_bc,inh_ac,inh_displ_ac,m_inh_displ_ca,exo_a,exo_b,exo_c
0.0,38.5,10.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,0.0,-0.38,0.0,0.0,10.0,1.0,11.318999999999999,0.0,-11.318999999999999,0.0,0.0,0.0,0.0,1.14366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.109999999999999,0.0,0.0
0.01,38.28105964054444,9.729154075748088,0.10137487541443405,0.0003784544141741093,0.10926864935985649,0.007918380303342909,3.8789208097359316,0.010441897353818853,5.393489374799563e-06,1.346085220028367e-07,4.703687390092495e-08,0.0006318523852395085,38.49999999982075,1.7424687666252168e-10,2.3134347198747653e-14,1.6430321726889658e-16,1.8293942201122684e-17,4.999160396991068e-12,1.9604005234329417e-19,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,2.6284899358940232,-0.37755550435961854,2.3317140398270015e-14,5.575309040714334e-06,9.961443697547738,1.0,10.601624363562356,-0.02769714665049799,-10.57451256987132,-0.02995505909334973,1.5408981062993974,0.004481203027352793,0.026447390213165316,1.0736518492848794,3.293856975817641e-06,1.9797568715108205e-08,1.851091342009326e-05,0.12364041818709827,4.9749455382529666e-05,0.0016439914470592675,8.85131054033361e-08,4.309855615507631e-17,1.7075911331527966e-16,-1.412847632490074e-14,2.966378828302769e-09,1.2878539443465399e-13,1.602930789691216e-11,1.6982074186845352e-16,3.8674021769960454e-19,-3.587956491706803e-19,3.998682325132464,6.539308920602208e-08,2.8362021364956925e-16
0.02,38.075992899571446,9.473527770105482,0.18205977235442888,0.0016485640725530256,0.21108037513301117,0.029218388992553163,3.868499575121343,0.019098159530622077,3.9669853788003e-05,2.009814843628635e-06,7.02730703682696e-07,0.002361892768395968,38.49999999459357,5.109103627353455e-09,2.713378957094598e-12,3.8195785056636287e-14,4.314934399695715e-15,2.9463343252376855e-10,8.97417692375193e-17,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,5.266536516585382,-0.3751021210395756,2.7559794183201678e-12,4.2387511152320644e-05,9.90820103465306,1.0,9.979692146744762,-0.04504547602315481,-9.880018581126803,-0.05312834412120093,2.7673085397873187,0.019520317470285865,0.09758941923512755,1.011866995663076,2.422629005814594e-05,2.962157291949602e-07,0.00013605353841654328,0.2261374873701899,0.000365914064886996,0.006145314318378733,1.3200413995446869e-06,5.054939057838563e-15,3.969647997466717e-14,-1.6570992915051308e-12,8.697738015206523e-08,1.510496822054415e-11,9.447126380442114e-10,3.9266700169496005e-14,1.7367673785783723e-16,-1.497937573035516e-16,3.893619913513353,9.763720706644783e-07,6.593356416476556e-14
0.03,37.88344630430963,9.231911112023758,0.24587228606342798,0.003924535659572209,0.3059815776763241,0.06077529621189054,3.8586598187597003,0.026240436179995722,0.0001232200831174321,9.502258685892914e-06,3.3246068033863585e-06,0.004973200368669024,38.49999996125735,3.5597051172311864e-08,4.291994562140441e-11,9.092856572843293e-13,1.0424750519651068e-13,3.1025973593687796e-09,3.218760336309589e-15,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,7.894591897401796,-0.3726580295354163,4.393669754422156e-11,0.0001360825885778293,9.844218139525765,1.0,9.437788403221392,-0.053255080556550614,-9.231338266139856,-0.06956983548955359,3.737258748164105,0.04646964183786261,0.20298948934771438,0.9571855884940563,7.524800127432657e-05,1.403396546593972e-06,0.00042230680522776435,0.3107077567200933,0.0011365799765777973,0.012939571111225186,6.234072371882137e-06,7.995849852432243e-14,9.45008229995286e-13,-2.6211823916120683e-11,6.060041991574372e-07,2.389288134426239e-10,9.948168173080055e-09,9.300460345286784e-13,5.993394175557289e-15,-4.81576486602532e-15,3.794315467041764,4.616216274124149e-06,1.5696089016042093e-12
0.04,37.702245878973585,9.003283357933903,0.2959508260987217,0.007232824262782027,0.3944776056186547,0.1000928645412351,3.84933541187867,0.032100400505829865,0.000269086174496129,2.8069883487638966e-05,9.82760164018055e-06,0.008285273821473078,38.4999998458193,1.377513404497314e-07,2.97927583894773e-10,8.44099477301571e-12,9.82014421148105e-13,1.6130473086656322e-08,3.996862184095818e-14,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,10.497288290520924,-0.37023752188981557,3.0739056171077776e-10,0.00030712170889198216,9.772647325362996,1.0,8.96318706229179,-0.0534954474323538,-8.62478901113711,-0.07957514415461528,4.4984525567005695,0.08564242553074942,0.33431016756772525,0.9086543535454488,0.00016431936282093018,4.154194935536263e-06,0.0009215965102513565,0.38009442230943025,0.0024820463529045622,0.021557122545137943,1.8395681008592247e-05,5.550296218978581e-13,8.772584569645242e-12,-1.8194863112143207e-10,2.3450788198162273e-06,1.6585175745494492e-09,5.172074890505483e-08,8.592357378244853e-12,7.172856548026242e-14,-5.3809532269848385e-14,3.700349460110834,1.3636405538061985e-05,1.457084517717972e-11
0.05,37.53136819965877,8.786771581931795,0.33487347013280316,0.011541048464039038,0.4770353246936125,0.14518195626124672,3.8404690460429616,0.03687561660260291,0.0004846875404084177,6.41051142526893e-05,2.2459780454262997e-05,0.012148190004670928,38.499999555339855,3.86355930259174e-07,1.3175263669320982e-09,4.6837122002695216e-11,5.529622218305043e-12,5.6981181978177524e-08,2.785939840284516e-13,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,13.062710817325524,-0.36785167893988724,1.370171705137127e-09,0.0005716401085719961,9.695998394431903,1.0,8.54536951484832,-0.04686957895065426,-8.057103332128115,-0.08359440501512969,5.090076746018608,0.13665524665299345,0.48490773391256403,0.8654602990937689,0.00029596518207797816,9.506596388051921e-06,0.001658895801304826,0.43663680106810054,0.004470749729976566,0.0316078896455531,4.196764839484308e-05,2.4545094063418006e-12,4.867688624841641e-11,-8.0463216802874e-10,6.577323356732179e-06,7.334469020703218e-09,1.8270446189482842e-07,4.746056017237274e-11,4.812997674559584e-13,-3.378367579449816e-13,3.6113631201739675,3.1142392714184964e-05,8.085024000105248e-11
0.06,37.36991654525131,8.581618746582839,0.36475621975910566,0.01677931018178464,0.5540857338280265,0.19446219020439512,3.832010944307485,0.04073453449104145,0.0007732020047439479,0.00012444582034279686,4.363258563220399e-05,0.01643768658263575,38.49999895364115,8.842820993766352e-07,4.381020676175834e-09,1.8760967819297102e-10,2.2477176569978696e-11,1.5767327522790332e-07,1.3461238169430897e-12,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,15.581787987670426,-0.3655089371714665,4.592453654755727e-09,0.0009421690738390016,9.616261591520368,1.0,8.175630452935986,-0.03439797135931674,-7.525363196671677,-0.0821657303514457,5.544294540338406,0.19868045600047557,0.6495037152826797,0.8269087998989727,0.0004721188259920395,1.8492433919716058e-05,0.002644615224364642,0.48232947600152365,0.007132002301964495,0.042768559211896644,8.138885988531359e-05,8.161698291478733e-12,1.9497838091321577e-10,-2.6755518651170294e-09,1.5054018459787838e-05,2.438847618912809e-08,5.055635896907492e-07,1.892876805750491e-10,2.239266621720528e-12,-1.473951641508621e-12,3.5270453048455463,6.04560284141714e-05,3.238518264967066e-10
0.07,37.21710120507964,8.387159138757683,0.38733423390599564,0.022855707799259557,0.6260265586478861,0.24668229377804277,3.8239177719364643,0.043820747023074966,0.0011346653994186479,0.00021601181495310034,7.579444806951172e-05,0.021051021164129963,38.499997859790405,1.7594534384361338e-06,1.1967179326567852e-08,6.000933764562264e-10,7.295742207265343e-11,3.6871603911205686e-07,5.048431223433988e-12,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,18.047781447056824,-0.36321556325423715,1.2645278556320165e-08,0.0014282430830590226,9.535007506355655,1.0,7.846754868522265,-0.01701009139711354,-7.026947117656983,-0.0758674364737353,5.8874803553711335,0.27062986490947255,0.8239188612186628,0.7924052857325632,0.0006927945037657904,3.216395696353799e-05,0.003878408868396554,0.5188727013508261,0.010466134581858896,0.05477180992610318,0.0001411368471189615,2.2294447571740163e-11,6.236611127827299e-10,-7.308527104945959e-09,2.9952935335936745e-05,6.66194682997456e-08,1.1822511078088992e-06,6.029801700302701e-10,8.092521585705525e-12,-5.0063224658796906e-12,3.4471224060294077,0.00010493897172784606,1.035881186438738e-09
0.08,37.07222321041495,8.202799553122913,0.4040288742071862,0.029667406597283875,0.6932247705129695,0.3008557374699588,3.81615171526991,0.04625661587796049,0.0015668405727368776,0.0003455414484664114,0.00012133896160924386,0.02590348928902516,38.499996048622556,3.160421648157163e-06,2.831216428659034e-08,1.6284449112346694e-09,2.0090030015643977e-10,7.624427428029076e-07,1.57356524982155e-11,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,20.45586014008188,-0.36097605006972383,3.0157245150479663e-08,0.0020369097166249767,9.453468083366294,1.0,7.552753605704414,0.004458529372314474,-6.559487326337095,-0.06528462011575809,6.14123888794923,0.3512858280371189,1.0048581631496625,0.7614399291654304,0.0009566186020220341,5.1554717357888574e-05,0.005352176031810872,0.5477153372877546,0.014452511120003335,0.067397252641543,0.00022555707460071648,5.27445264491924e-11,1.692394040597639e-09,-1.729064200223103e-08,5.3803018138227546e-05,1.5760951513447686e-07,2.444696410523243e-06,1.629896287570507e-09,2.431745120443486e-11,-1.4170586891177473e-11,3.371350616333517,0.00016786472674787959,2.811021605773286e-09
0.09,36.93466083278795,8.028004855603644,0.41600316096788537,0.03710840643677198,0.7560189970421757,0.35620860194089343,3.8086796997276955,0.04814636834682795,0.002065901787070186,0.0005194058391730977,0.00018253986241087143,0.03092549024724223,38.499993252687304,5.251328756112088e-06,6.002357795459418e-08,3.897849572763644e-09,4.87956238293242e-10,1.4354724242642294e-06,4.258713316053954e-11,0.0,0.0294,3.43457943925,3.43457943925,0.0294,3.43457943925,0.0294,3.43457943925,0.0294,15.2,11.8408,3.34,0.0294,3.43457943925,0.610714285714,0.0171,0.610714285714,0.0171,3.43457943925,0.0294,11.8408,9.2239832,2.60186,0.0171,0.610714285714,0.00186296832954,0.027,0.027,0.00186296832954,0.0171,0.610714285714,17.024,5.566848,3.2064,0.027,0.00608108108108,0.021546,4.15391351351e-05,4.15391351351e-05,0.021546,0.411,0.485802,1.7262,22.802744688972883,-0.35879344743925523,6.445197089881159e-08,0.002773158840988222,9.372602464967976,1.0,7.288646209944137,0.02926531312288798,-6.120834810343981,-0.05098636109691615,6.323248046711857,0.4393932189365297,1.189736730482584,0.7335747874133048,0.0012612481059128358,7.765161855419303e-05,0.007052420132868887,0.5700915183211204,0.019055843376785373,0.08046379605468966,0.00033874371280071967,1.1182147209506648e-10,4.0509048737693985e-09,-3.665725220258942e-08,8.939862074405219e-05,3.341421348893767e-07,4.602698781160825e-06,3.8868163267660605e-09,6.347859219936681e-11,-3.492301949306008e-11,3.2995099956530973,0.0002523283954819692,6.728467932504602e-09
