B_Raf,B_Raf_Rap1_GTP,B_Raf_Rap1_GTP_MEK,B_Raf_Rap1_GTP_MEK_ERK,B_Raf_Rap1_GTP_pMEK,B_Raf_Rap1_GTP_pMEK_ERK,B_Raf_Ras_GTP,B_Raf_Ras_GTP_MEK,B_Raf_Ras_GTP_MEK_ERK,B_Raf_Ras_GTP_pMEK,B_Raf_Ras_GTP_pMEK_ERK,C3G,Crk,Crk_C3G,Crk_C3G_pFRS2_dpEGFR,Crk_C3G_pFRS2_dpEGFR_c_Cbl,Crk_C3G_pFRS2_dpEGFR_c_Cbl_ubiq,Crk_C3G_pFRS2_pTrkA,Crk_C3G_pFRS2_pTrkA_endo,Dok,EGF,EGFR,ERK,FRS2,FRS2_dpEGFR,FRS2_dpEGFR_c_Cbl,FRS2_dpEGFR_c_Cbl_ubiq,FRS2_pTrkA,FRS2_pTrkA_endo,Grb2,Grb2_SOS_pShc,Grb2_SOS_pShc_dpEGFR,Grb2_SOS_pShc_dpEGFR_c_Cbl,Grb2_SOS_pShc_dpEGFR_c_Cbl_ubiq,Grb2_SOS_pShc_pTrkA,Grb2_SOS_pShc_pTrkA_endo,L_EGFR,L_EGFR_dimer,L_NGFR,L_dpEGFR,MEK,MEK_ERK,MKP3,NGF,NGFR,PP2A,Rap1GAP,Rap1_GDP,Rap1_GTP,RasGAP,Ras_GDP,Ras_GTP,SOS,SOS_Grb2,Shc,Shc_dpEGFR,Shc_dpEGFR_c_Cbl,Shc_dpEGFR_c_Cbl_ubiq,Shc_pTrkA,Shc_pTrkA_endo,c_Cbl,c_Raf,c_Raf_Ras_GTP,c_Raf_Ras_GTP_MEK,c_Raf_Ras_GTP_MEK_ERK,c_Raf_Ras_GTP_pMEK,c_Raf_Ras_GTP_pMEK_ERK,degradation,dpEGFR_c_Cbl,dpEGFR_c_Cbl_ubiq,dppERK,dppERK_MKP3,pDok,pDok_RasGAP,pFRS2,pFRS2_dpEGFR,pFRS2_dpEGFR_c_Cbl,pFRS2_dpEGFR_c_Cbl_ubiq,pFRS2_pTrkA,pFRS2_pTrkA_endo,pMEK,pMEK_ERK,pSOS,pSOS_Grb2,pShc,pShc_dpEGFR,pShc_dpEGFR_c_Cbl,pShc_dpEGFR_c_Cbl_ubiq,pShc_pTrkA,pShc_pTrkA_endo,pTrkA,pTrkA_endo,ppERK,ppERK_MKP3,ppMEK,ppMEK_ERK,pro_EGFR,pro_TrkA,proteosome,Time
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.001613,0.3,0.26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.018,0.0,0.061894,0.24,0.012,0.2,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.020631,0.0,0.0
0.2,1.0498041064925057e-30,1.0368896091136982e-32,3.1779036049489385e-34,2.168244253304793e-65,3.641900979012766e-67,4.4316235768771625e-29,2.9212406036440858e-31,8.943761297978427e-33,6.100077186983257e-64,1.0246016134248312e-65,0.4950372806605251,0.9950372806605253,0.004962719339474796,1.4781327180351453e-24,2.569521647055812e-27,2.072358982929144e-31,0.0,0.0,0.2999999700003015,0.001613,0.29998895148416743,0.23331438160814136,0.9999999999999999,8.874974326015662e-17,8.612704308999981e-20,7.854883248776429e-24,0.0,0.0,0.99997000746867,6.134874605131739e-28,8.931820113890526e-25,1.552679539111805e-27,1.252149914418787e-31,0.0,0.0,1.1048513218903046e-05,4.02738270975253e-12,0.0,4.059922520280601e-14,0.6533143816081415,0.026685618391858613,0.018,0.0,0.061893999988969814,0.24,0.012,0.2,5.462763347940047e-29,0.09999999999820015,0.1,2.297259407969692e-27,0.09997000746867017,2.9992531329817668e-05,0.9999999999999993,8.874974326015657e-16,8.61270430899998e-19,7.85488324877643e-23,0.0,0.0,0.5,0.5,1.0968550368997173e-28,1.80342905073455e-30,5.5203854963018e-32,3.764833859792425e-63,6.323615574978788e-65,0.0,2.1769479092188825e-17,2.139798834884828e-21,4.536043195446629e-98,1.9132683356735873e-101,2.999789867134451e-08,1.7998559542038454e-12,6.35579415552821e-23,1.740909022476742e-19,2.3625727556076105e-22,2.0486753289128106e-26,0.0,0.0,1.520909717048441e-33,5.56801500195174e-35,2.754004323013944e-103,1.543773242953416e-107,6.355836733498857e-22,1.740922905760836e-18,2.3625968878951878e-21,2.0486947921669516e-25,0.0,0.0,0.0,0.0,1.7184193287101926e-71,7.248187460166669e-75,3.122252927925287e-66,7.3329411503668715e-68,0.3,0.020631,4.054474970657715e-27,0.01
0.2,3.889644669654359e-28,5.507239018186611e-30,2.991120649273796e-31,4.076642495867681e-60,2.201667458416048e-61,1.6180284751724104e-26,1.5315755918204346e-28,8.337106614203856e-30,1.1340472130164866e-58,6.124577241595754e-60,0.49014806038851183,0.9901480603885121,0.009851939611488147,2.3001836739777686e-22,6.21139041269927e-25,7.638899978713941e-29,0.0,0.0,0.2999999400012055,0.001613,0.29997790371403577,0.21036348154079038,0.9999999999999974,2.5305314700799785e-15,4.374625567528657e-18,6.8392539253532e-22,0.0,0.0,0.9999400298693628,1.5045069543732748e-25,1.3977054178460277e-22,3.7736728295705212e-25,4.636981995350739e-29,0.0,0.0,2.209624296577152e-05,3.190308259522691e-11,0.0,6.159593563406611e-13,0.6303634815407905,0.04963651845920963,0.018,0.0,0.061893999977939665,0.24,0.012,0.2,1.3354334130106142e-26,0.09999999999280115,0.1,5.514355750433996e-25,0.09994002986936304,5.997013063695928e-05,0.9999999999999747,2.530531470079947e-14,4.3746255675286103e-17,6.83925392535315e-21,0.0,0.0,0.49999999999999944,0.5,3.9863202049046986e-26,9.406577285585049e-28,5.125267610121412e-29,6.972971613286674e-58,3.765869827311201e-59,0.0,6.115488079611359e-16,1.0821054105035398e-19,2.2961610908447175e-92,1.024406920347188e-95,5.999159565784635e-08,7.19884767464279e-12,5.573521489288176e-21,8.908234746926672e-18,2.0604095529119994e-20,2.9271646535874217e-24,0.0,0.0,1.1290311901764305e-30,6.810029386393816e-32,1.4744812766419697e-97,1.9747198003930925e-101,5.573626695309967e-20,8.908450668366275e-17,2.060467855245143e-19,2.927236361089875e-23,0.0,0.0,0.0,0.0,9.287601539412214e-66,4.1474766110396377e-69,6.139723741820736e-61,3.7431662065768607e-62,0.3,0.020631,3.6014274385693393e-25,0.02
0.2,1.5833049360430857e-26,2.813728042358365e-28,2.626673006110474e-29,1.6672066046257317e-56,1.4676084997164472e-57,6.504878720944548e-25,7.739093417167758e-27,7.234192815655507e-28,4.580721655165346e-55,4.0316967170843944e-56,0.4853307793622891,0.9853307793622895,0.014669220637710836,5.306445390576962e-21,2.020619793054412e-23,3.269999633064226e-27,0.0,0.0,0.29999991000271026,0.001613,0.29996685668955275,0.19047478741300897,0.9999999999999816,1.831415197590648e-14,4.572145591848864e-17,1.0203615611845971e-20,0.0,0.0,0.9999100671941055,4.872368276883384e-24,3.24397988763038e-21,1.2349337663564062e-23,1.9956222226279664e-27,0.0,0.0,3.314314049027504e-05,1.066156675106528e-10,0.0,3.0138107348001827e-12,0.6104747874130091,0.069525212586991,0.018,0.0,0.061893999966909544,0.24,0.012,0.2,4.1275399390385254e-25,0.09999999998380389,0.1,1.6781908257379388e-23,0.0999100671941056,8.993280589439875e-05,0.9999999999998155,1.8314151975904896e-13,4.572145591848534e-16,1.0203615611845508e-19,0.0,0.0,0.4999999999999952,0.5,1.5956953979920673e-24,4.729966471062128e-26,4.4252968109506675e-27,2.80356752464573e-54,2.467593618260528e-55,0.0,4.359712463927333e-15,1.1259483132820201e-18,1.489823081559163e-88,7.272853261293693e-92,8.998109369052635e-08,1.619611123721133e-11,8.374755916422717e-20,9.380022733585418e-17,3.0788884254646666e-19,6.108938686055002e-23,0.0,0.0,7.336167656855847e-29,6.985647338114083e-30,1.046639456797402e-93,3.672997788562528e-97,8.375082254664133e-19,9.380520564867253e-16,3.079077977115189e-18,6.109245485428377e-22,0.0,0.0,0.0,0.0,6.963255044743031e-62,3.3704275708476303e-65,2.758004674302345e-57,2.5766897478146587e-58,0.3,0.020631,5.481847779221674e-24,0.03
0.2,2.5992968306846455e-25,5.844687364386733e-27,7.260088039593126e-28,1.3108512748188955e-53,1.691746108622241e-54,1.0508147709705729e-23,1.5843517032954292e-25,1.972486219036543e-26,3.535435954032574e-52,4.5603448372020895e-53,0.4805839218931335,0.9805839218931339,0.019416078106866488,5.0923916602421725e-20,2.5567276996724357e-22,5.472422141475992e-26,0.0,0.0,0.299999880004811,0.001613,0.2999558104106647,0.1731276406362499,0.9999999999999244,7.484334469339908e-14,2.4618429306839263e-16,7.263884842725193e-20,0.0,0.0,0.9998801194349296,6.234490376432604e-23,3.1326957204535565e-20,1.5723692600839832e-22,3.3593477570347076e-26,0.0,0.0,4.418915706454403e-05,2.502344527104892e-10,0.0,9.2433387261356e-12,0.5931276406362501,0.08687235936375,0.018,0.0,0.06189399995587946,0.24,0.012,0.2,5.191439765403522e-24,0.09999999997120922,0.1,2.069193791101303e-22,0.09988011943492969,0.00011988056507029948,0.999999999999244,7.484334469337217e-13,2.4618429306831844e-15,7.263884842723812e-19,0.0,0.0,0.49999999999997985,0.5,2.563492850877628e-23,9.621250155029691e-25,1.1991394674068439e-25,2.14702125813477e-51,2.7690610726854784e-52,0.0,1.7541340358885458e-14,6.0340831439592635e-18,3.780487591426838e-85,2.7940369356389446e-88,1.199663983152648e-07,2.8790783282657106e-11,6.008230577022952e-19,5.09038384132674e-16,2.195625954892435e-18,5.7216985099594e-22,0.0,0.0,1.927998332185814e-27,2.5098904920604113e-28,4.018934617573621e-90,4.509031987332655e-93,6.0086454330995484e-18,5.090861279015007e-15,2.1958656348543637e-17,5.722211624360362e-21,0.0,0.0,0.0,0.0,1.6997370202779964e-58,1.2168003795633268e-61,3.084202114099163e-54,4.2507995650993506e-55,0.3,0.020631,3.988563366469315e-23,0.04
0.2,2.274904419741301e-24,6.143962753438124e-26,9.529681548719295e-27,1.769018713387394e-51,2.8336320407797765e-52,9.052188654667281e-23,1.6421877931933655e-24,2.5506113961224213e-25,4.692368748486415e-50,7.511034883977746e-51,0.4759060143242985,0.9759060143242989,0.024093985675701503,2.9308000277274684e-19,1.8269587043015214e-21,4.852983671578496e-25,0.0,0.0,0.29999985000749885,0.001613,0.29994476487731675,0.15791086320709255,0.999999999999775,2.2212965856485135e-13,9.068814950812517e-16,3.3422988371572757e-19,0.0,0.0,0.9998501865838718,4.501840277000297e-22,1.813894763816573e-19,1.1302626694844182e-21,2.9953943158267013e-25,0.0,0.0,5.523424398301834e-05,4.839570178469907e-10,0.0,2.1915313694586338e-11,0.5779108632070928,0.10208913679290736,0.018,0.0,0.06189399994484939,0.24,0.012,0.2,3.682172327755759e-23,0.099999999955018,0.1,1.4395424855786326e-21,0.09985018658387193,0.00014981341612807224,0.9999999999977506,2.2212965856461613e-12,9.06881495080454e-15,3.3422988371554372e-18,0.0,0.0,0.4999999999999387,0.5,2.1961343126570937e-22,9.909482786643061e-24,1.540455966816007e-24,2.8298884800572586e-49,4.528775647647328e-50,0.0,5.1256758123964497e-14,2.2122692619720944e-17,1.0985757030125469e-82,9.588891640029186e-86,1.4994751920805225e-07,4.498200143980824e-11,2.7860934261657857e-18,1.889948630023948e-15,1.0120046150681182e-17,3.280039192566018e-21,0.0,0.0,2.4442783227969215e-26,3.942190119401999e-27,1.3783658030393004e-87,2.699454215888874e-90,2.786390796033534e-17,1.890223231067725e-14,1.0121757696558215e-16,3.280493951582825e-20,0.0,0.0,0.0,0.0,4.394158920751872e-56,4.021121132363227e-59,5.0711322056230656e-52,8.691429734683975e-53,0.3,0.020631,1.8759813994101553e-22,0.05
0.2,1.3660118800832286e-23,4.323073199744082e-25,8.243968926866077e-26,1.2903348528186834e-49,2.422693382320405e-50,5.347017373719185e-22,1.1384207051258483e-23,2.16914436840289e-24,3.3663781876480716e-48,6.317227595594218e-49,0.4712956237555114,0.9712956237555117,0.02870437624448866,1.230648489160451e-18,9.241111186713031e-21,2.9580341193798332e-24,0.0,0.0,0.29999982001075975,0.001613,0.29993372008945224,0.14449580433833042,0.9999999999994538,5.380524187687766e-13,2.6226498332590772e-15,1.1641623342088608e-18,0.0,0.0,0.9998202686329735,2.300468592760506e-21,7.664219466979486e-19,5.752790568314125e-21,1.836470011212885e-24,0.0,0.0,6.627835256308764e-05,8.281394352552177e-10,0.0,4.414875214689593e-11,0.5644958043383307,0.11550419566166947,0.018,0.0,0.06189399993381936,0.24,0.012,0.2,1.842712731689338e-22,0.0999999999352311,0.1,7.065355161639933e-21,0.09982026863297365,0.00017973136702635693,0.9999999999945377,5.38052418767377e-12,2.6226498332533894e-14,1.1641623342072669e-17,0.0,0.0,0.49999999999984857,0.5,1.2895502872622164e-21,6.821839109777692e-23,1.3001860109167179e-23,2.0159338022481883e-47,3.7825138016420247e-48,0.0,1.2224288248493642e-13,6.367141471533911e-17,9.154297788863148e-81,9.862824267927017e-84,1.7992447146611006e-07,6.47689049127924e-11,9.781420498222241e-18,5.5088218794721265e-15,3.5310747436140615e-17,1.377361038132851e-20,0.0,0.0,2.044780893746733e-25,3.963501856789583e-26,1.4152322507214695e-85,5.582481428260382e-88,9.782924848114741e-17,5.5099741658554396e-14,3.5319398723145286e-16,1.3776380457438073e-19,0.0,0.0,0.0,0.0,5.045543982662372e-54,5.348984571638236e-57,4.286114660711062e-50,8.516335874213575e-51,0.3,0.020631,6.6827095924951725e-22,0.06
0.2,6.029946405406985e-23,2.166143236174285e-24,4.6039542102786895e-25,2.8404397888742933e-48,6.001366083685885e-49,2.3270496835762263e-21,5.631029294597624e-23,1.1969612584795036e-23,7.338089153168736e-47,1.5498815981010998e-47,0.4667513567091885,0.9667513567091889,0.0332486432908115,4.087488586311283e-18,3.5587575114615346e-20,1.3229239438785747e-23,0.0,0.0,0.2999997900145727,0.001613,0.2999226760470132,0.13261739151233579,0.9999999999988475,1.13236983738393e-12,6.403573618791325e-15,3.3218819622883068e-18,0.0,0.0,0.9997903655742808,8.950925117688e-21,2.560677463761097e-18,2.2281749217647603e-20,8.256171509172436e-24,0.0,0.0,7.73214341455944e-05,1.3023274533289778e-09,0.0,7.949040080782125e-11,0.5526173915123361,0.12738260848766408,0.018,0.0,0.06189399992278936,0.24,0.012,0.2,7.049733693077796e-22,0.09999999991184937,0.1,2.6566786715764917e-20,0.09979036557428098,0.00020963442571902895,0.9999999999884754,1.1323698373777927e-11,6.403573618762665e-14,3.32188196227904e-17,0.0,0.0,0.49999999999967504,0.5,5.582417512413582e-21,3.3534566373270716e-22,7.132524738301815e-23,4.375554786409551e-46,9.241506528477994e-47,0.0,2.533594016526834e-13,1.5473377057387056e-16,4.921543253312084e-79,5.248196796856753e-82,2.0989727676159275e-07,8.815063516069339e-11,2.8123987552829446e-17,1.3554024476428503e-14,1.0092523749083203e-16,4.587548346297128e-20,0.0,0.0,1.1588539451577193e-24,2.5297137456723774e-25,7.5507185461244055e-84,9.54654984691909e-87,2.812980257452959e-16,1.355784925193302e-13,1.009585318430173e-15,4.588786479402884e-19,0.0,0.0,0.0,0.0,1.4457301979612631e-52,1.6480466329867926e-55,1.0145602849846305e-48,2.2612764748864484e-49,0.3,0.020631,1.9485777176297005e-21,0.07
0.2,2.1478189434024994e-22,8.617536392848958e-24,1.9477791194947413e-24,4.366097658177498e-47,1.0003413600100827e-47,8.181943584121611e-21,2.2136749898084316e-22,5.012805813416325e-23,1.1150379877411935e-45,2.554062766499348e-46,0.4622718577872975,0.962271857787298,0.03772814221270248,1.1456981457474634e-17,1.128312557283273e-19,4.761701133242119e-23,0.0,0.0,0.29999976001890927,0.001613,0.2999116327499405,0.1220599667084277,0.9999999999978062,2.150082882654209e-12,1.3812612204157126e-14,8.194055313118019e-18,0.0,0.0,0.9997604773998446,2.8680608211074043e-20,7.219219188790028e-18,7.104475624261716e-20,2.9866052845394e-23,0.0,0.0,8.83634400953442e-05,1.925287955130151e-09,0.0,1.3184055556707165e-10,0.542059966708428,0.1379400332915722,0.018,0.0,0.061893999911759395,0.24,0.012,0.2,2.226024007413171e-21,0.09999999988487367,0.1,8.255904791486174e-20,0.0997604773998448,0.00023952260015520203,0.9999999999780632,2.1500828826323572e-11,1.3812612204042456e-13,8.194055313076342e-17,0.0,0.0,0.49999999999937117,0.5,1.9529292595590116e-20,1.3105597213264453e-21,2.971394368673208e-22,6.617245554148944e-45,1.515737659008058e-45,0.0,4.738647597087768e-13,3.3222771761864576e-16,1.1172550808431152e-77,1.2980205945673037e-80,2.398659645091691e-07,1.1512633674226821e-10,6.988637987006046e-17,2.9455378399770114e-14,2.4935025845642754e-16,1.291798323253173e-19,0.0,0.0,5.0966848289986055e-24,1.1998012303332417e-24,1.8679172045023883e-82,2.1014585988125316e-85,6.990492872859403e-16,2.94660922756189e-13,2.494557510260907e-15,1.2922437202158283e-18,0.0,0.0,0.0,0.0,2.5975377173694174e-51,3.109584872050654e-54,1.5991282530576535e-47,3.875003605272592e-48,0.3,0.020631,4.9085429013961535e-21,0.08
0.2,6.5747692440145985e-22,2.885029154163683e-23,7.176767299711231e-24,5.297441422647428e-46,1.296424452658579e-46,2.4741286638692484e-20,7.330792348614279e-22,1.8260772779621075e-22,1.3374229049448406e-44,3.2722186540954047e-45,0.45785580822869426,0.9578558082286946,0.04214419177130577,2.8467411396407303e-17,3.136613963003147e-19,1.4752964109294604e-22,0.0,0.0,0.2999997300237318,0.001613,0.299900590198173,0.11264389269816552,0.9999999999961391,3.774579792729176e-12,2.7128139804604197e-14,1.812931828980764e-17,0.0,0.0,0.9997306041017205,8.04551721919398e-20,1.8043002579131853e-17,1.9863205257457445e-19,9.300183748015797e-23,0.0,0.0,9.940432180173706e-05,2.7150428063447646e-09,0.0,2.0537790995514142e-10,0.5326438926981658,0.14735610730183435,0.018,0.0,0.061893999900729454,0.24,0.012,0.2,6.129707109539462e-21,0.09999999985430484,0.1,2.2396383036551234e-19,0.09973060410172076,0.0002693958982792311,0.9999999999613927,3.7745797926622065e-11,2.71281398042143e-13,1.812931828965033e-16,0.0,0.0,0.49999999999887523,0.5,5.876338641443184e-20,4.315280915225078e-21,1.076381575935658e-21,7.897874866932613e-44,1.932385978272681e-44,0.0,8.19557217975354e-13,6.495172708306565e-16,1.4470529501183763e-76,1.8280985132331213e-79,2.698305730982231e-07,1.4569515839799796e-10,1.5575423887090136e-16,5.827867692328989e-14,5.525524648063821e-16,3.2154639433467203e-19,0.0,0.0,1.8755931284897054e-23,4.752786899653925e-24,2.6298795731012255e-81,4.0906573263340365e-84,1.5580579517887075e-15,5.830528115517954e-13,5.528455373505887e-15,3.2168431087090574e-18,0.0,0.0,0.0,0.0,3.599992720539772e-50,4.49243130026495e-53,1.999738283634253e-46,5.1437265865172655e-47,0.3,0.020631,1.1088565560467502e-20,0.09
