E1,E1_KKK,E2,E2_P_KKK,K,KK,KKK,KKK_P_norm,KKPase,KKPase_PP_KK,KKPase_P_KK,KK_PP_norm,KPase,KPase_PP_K,KPase_P_K,K_PP_norm,PP_K,PP_KK,PP_KK_K,PP_KK_P_K,P_K,P_KK,P_KKK,P_KKK_KK,P_KKK_P_KK,rel_K_PP_max,Time
3e-05,0.0,0.0003,0.0,1.2,1.2,0.003,0.0,0.0003,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9717361448756285e-05,2.8263855124371947e-07,0.00029999994448006464,5.551993531517105e-11,1.1999999999999973,1.1999996538962339,0.002999411815736248,0.00010183964948097666,0.00029999994136630675,5.282180555472062e-19,5.86336927513216e-11,3.0763456759137703e-15,0.11999999999999997,2.5261050224180717e-33,4.355713727461005e-17,3.379605161152642e-32,3.802915691141363e-32,1.578214072868684e-15,2.112872520172296e-15,3.8652786084730985e-31,3.942354856937751e-16,1.23965388292262e-07,8.341041771967528e-08,2.2207972741281988e-07,1.3841893970463898e-14,3.7549124116049705e-32,0.01
2.970375264402953e-05,2.9624735597047123e-07,0.00029999985712921663,1.4287078322185327e-10,1.199999999999854,1.1999987118946516,0.0029989596673487425,0.00024800528465549073,0.000299999511131785,2.52863670737934e-17,4.888681896381997e-10,1.2371730389293889e-13,0.11999999999999293,5.146793015785116e-29,7.083401797726995e-15,3.8993138458344536e-28,4.164497313422834e-28,4.7289879340021425e-14,1.0114559896442946e-13,2.0337890630154642e-27,3.7853190551519604e-14,7.16133199230451e-07,1.724592148803402e-07,5.71482883010511e-07,2.4971399441315796e-13,4.332335068240122e-28,0.02
2.970313715019126e-05,2.9686284980874164e-07,0.000299999768206165,2.3179383489794285e-10,1.199999999998696,1.1999972336762779,0.002998514278265475,0.0003962482219195774,0.0002999985657439316,1.9501914885877481e-16,1.4342558733494824e-09,9.006530186266304e-13,0.11999999999989994,9.958618318483539e-27,1.0007144793754544e-13,5.773804994866406e-26,5.932704161991335e-26,3.0050887899746835e-13,7.800797242054366e-13,1.9278394295791187e-25,4.2377855041486754e-13,1.8377130470592605e-06,2.614516037545847e-07,9.271741964708072e-07,1.1422502494102607e-12,6.414989622638775e-26,0.03
2.9703145526128274e-05,2.9685447387172606e-07,0.00029999967924546273,3.2075453717678724e-10,1.1999999999942306,1.1999952233703528,0.002998069403250786,0.0005445277158461576,0.00029999708981738783,7.678414183997868e-16,2.910181844325267e-09,3.4488362968806704e-12,0.11999999999942866,3.3595931970194286e-25,5.713083177824465e-13,1.6632544061587632e-24,1.6599459676885737e-24,1.06644413261666e-12,3.071391582217663e-12,4.080408387808862e-24,2.127158401475115e-12,3.490697180558903e-06,3.5040318118055647e-07,1.2830149830203935e-06,3.1630838141396207e-12,1.8479598401406626e-24,0.04
2.9703187598792288e-05,2.9681240120771815e-07,0.0002999995903203494,4.096796505052788e-10,1.1999999999823059,1.1999926821620492,0.0029976247435134266,0.0006927466600982836,0.0002999950831419618,2.143290930130675e-15,4.916855894978084e-09,9.472646988166849e-12,0.11999999999794343,4.53956187379166e-24,2.0565160959180155e-12,2.028859796644267e-23,1.980675568593955e-23,2.791744216851571e-12,8.573288877978905e-12,3.9611189164738734e-23,7.064433680335864e-12,5.674191131353342e-06,4.3931548428046756e-07,1.638711812636387e-06,6.783548858707506e-12,2.2541659361259966e-23,0.05
2.9703232814804995e-05,2.967671851950206e-07,0.0002999995014347622,4.985652377326365e-10,1.1999999999566295,1.1999896110964383,0.002997180285106517,0.0008408996054327436,0.0002999925466991776,4.86344175897523e-15,7.453295959079887e-09,2.127040860136317e-11,0.11999999999437502,3.6177938960980706e-23,5.624934912658845e-12,1.5015595954138808e-22,1.4400921248868493e-22,6.065421049631215e-12,1.9454205830002305e-11,2.4329591292520874e-22,1.8291235746722697e-11,8.38716380104486e-06,5.28187905512522e-07,1.9942484666839894e-06,1.2473199173867631e-11,1.668308720318428e-22,0.06
2.9703275942733775e-05,2.967240572662409e-07,0.0002999994125891534,5.874108465439173e-10,1.1999999999085995,1.1999860112114076,0.0029967360242298974,0.0009889860201281206,0.00029998948153980837,9.612532736713179e-15,1.0518450579177136e-08,4.173290696157207e-11,0.1199999999871664,1.97566453367947e-22,1.2833538514870748e-11,7.762992411881572e-22,7.339926360578416e-22,1.161850546492513e-11,3.845137035514459e-11,1.0800320873710006e-21,4.011549727521799e-11,1.1628576694529246e-05,6.170206557643005e-07,2.349622667534355e-06,2.0699924422233844e-11,8.625077536758079e-22,0.07
2.970331911973257e-05,2.9668088026745287e-07,0.00029999932378323624,6.762167636039966e-10,1.1999999998268356,1.1999818835413136,0.0029962919618400923,0.0011370062953821617,0.00029998588873604234,1.723781728719527e-14,1.4111246719882549e-08,7.443037254521585e-11,0.11999999997415926,9.326312579305849e-22,2.5840701938387726e-11,3.460548418781308e-21,3.2200268446069854e-21,2.034490114980683e-11,6.895430808312092e-11,4.0440450392004404e-21,7.836946303987233e-11,1.5397391097751662e-05,7.058137638561964e-07,2.704835095308138e-06,3.192977938648545e-11,3.84484446822485e-21,0.08
2.970336268601636e-05,2.9663731398366204e-07,0.0002999992350169629,7.649830370073105e-10,1.1999999996981427,1.1999772291202044,0.002995848098087731,0.0012849604977424388,0.0002999817693620175,2.86907846341978e-14,1.8230609291622446e-08,1.2336754817102317e-10,0.11999999995279835,3.160620392865967e-21,4.720160996975997e-11,1.1369018726111238e-20,1.0482202078467516e-20,3.324267492765702e-11,1.1476969208101318e-10,1.192336781872133e-20,1.3988577797077444e-10,1.969256904013482e-05,7.945672380138199e-07,3.059885476970825e-06,4.6627688814192566e-11,1.2631555311001109e-20,0.09
