Time,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm,KK_PP_norm,KKK_P_norm,rel_K_PP_max,K_PP_norm_max,compartment,r1a,r1b,r2a,r2b,r3a,r3b,r4a,r4b,r5a,r5b,r6a,r6b,r7a,r7b,r8a,r8b,r9a,r9b,r10a,r10b
0.1,2.970340626546023e-05,0.00029999914629036357,0.002995404432707747,8.832810914448389e-07,1.1999720489811974,2.4513073017379734e-05,5.146632879917459e-11,1.1999999995065675,2.330230712076098e-10,2.957610690963039e-20,0.11999999991992137,0.0002999771244964,2.965937345397927e-07,8.53709636343896e-10,3.414773227560346e-06,6.52564785924672e-11,1.8033081915633763e-10,3.1580051213967064e-20,4.5079451086954124e-14,2.2875458520338787e-08,9.14696747664133e-21,8.007858489881052e-11,3.2269228655226433e-20,1.9320185619848274e-10,0.0014328485910085496,3.58527465229409e-20,0.900049,4e-12,1.7793861845243892e-16,1.779562407238756e-16,5.477085116651512e-19,5.122257818063376e-19,2.1907865479734393e-15,2.0488639365362076e-15,1.5688169513092183e-17,1.3725275112203272e-17,4.7453848402352496e-20,3.915388715548032e-20,3.470721463407814e-23,2.704767065217247e-23,1.388398866406548e-19,1.0819849149380257e-19,6.380392316572572e-20,4.804715093928631e-20,2.9023337273877034e-29,1.894803072838024e-29,8.708350821164136e-30,5.4881804859847976e-30
0.11,2.9703449889372558e-05,0.00029999905760341765,0.0029949609656328433,9.719553417201972e-07,1.1999663441564496,2.9857865714848196e-05,7.628459709405733e-11,1.1999999992341082,3.672757621589441e-10,7.453551480426499e-20,0.11999999987191241,0.00029997195522306623,2.965501106274684e-07,9.423965822018272e-10,3.769497967601323e-06,8.827747882642055e-11,2.705285704769148e-10,7.508418949895524e-20,6.762613849021579e-14,2.8044709307208256e-08,2.3552733303694918e-20,1.2808753250681968e-10,8.174020675663326e-20,2.890673281537889e-10,0.001580670608298146,9.081750744307618e-20,0.900049,4e-12,1.7791262547672695e-16,1.7793006637648105e-16,6.009047968735715e-19,5.654379493210963e-19,2.403556011788477e-15,2.261698780560794e-15,1.8999263844758114e-17,1.6826825584324953e-17,6.311556099979182e-20,5.296648729585233e-20,5.095727588070338e-23,4.057568309412947e-23,2.0384892353162328e-19,1.6231714228614886e-19,9.94398461440275e-20,7.68525195040918e-20,6.701942045545837e-29,4.5050513699373146e-29,2.1645407085641947e-29,1.4131639982216952e-29
0.12,2.970349340969181e-05,0.00029999896895612654,0.0029945176967042745,1.0605900055808648e-06,1.1999601156772977,3.5725910146880775e-05,1.0908254641188268e-10,1.1999999988606878,5.532890994067634e-10,1.6852402478445218e-19,0.11999999980469644,0.0002999662626297055,2.965065903082117e-07,1.0310438733688122e-09,4.124059231788274e-06,1.1615063979483876e-10,3.9071975679652593e-10,1.6226487612776557e-19,9.766951334919716e-14,3.373727262399759e-08,5.410966372083343e-20,1.9530351725080527e-10,1.8552807375440464e-19,4.1658331073668574e-10,0.0017284265534764321,2.0613108147934683e-19,0.900049,4e-12,1.7788659249211666e-16,1.7790395418492702e-16,6.540773086164406e-19,6.186263240212873e-19,2.6162272840590365e-15,2.4744355390729646e-15,2.2623907408819445e-17,2.0242363574398555e-17,8.187178909134379e-20,6.969038387690326e-20,7.228262705169706e-23,5.86017080095183e-23,2.89164368202005e-19,2.3443185407791554e-19,1.4839665693252601e-19,1.1718211035048317e-19,1.4405780978424883e-28,9.735892567665935e-29,4.8425733532383624e-29,3.2465798232500056e-29
0.13,2.970353685149881e-05,0.00029999888034846914,0.0029940746258461082,1.1491851010301501e-06,1.1999533645736364,4.2116169766857244e-05,1.5142934015456084e-10,1.1999999983629206,8.035451004409142e-10,3.5499428995409265e-19,0.11999999971346428,0.00029996004781064915,2.9646314850121203e-07,1.1196515307154243e-09,4.478456645261834e-06,1.4933378071200003e-10,5.469985100396979e-10,3.299059735754784e-19,1.367323053188266e-13,3.99520526170263e-08,1.1540919216740188e-19,2.8653565778734297e-10,3.9200290176791217e-19,5.821371523579033e-10,0.0018761164601919207,4.355350672773506e-19,0.900049,4e-12,1.778605348391023e-16,1.7787788910072722e-16,7.072260560594953e-19,6.717909184292545e-19,2.8288001268389915e-15,2.6870739871571e-15,2.6561441617255886e-17,2.3971231570215782e-17,1.0399683080691517e-19,8.960026842720001e-20,9.965162525949254e-23,8.203938319129596e-23,3.9866172572646586e-19,3.281991060238187e-19,2.137802526182556e-19,1.7192139467240577e-19,2.8877763323150476e-28,1.9794358414528702e-28,1.0115174347064918e-28,6.924551530044113e-29
0.14,2.9703580264941603e-05,0.0002999987917804216,0.0029936317529951255,1.2377406457797222e-06,1.1999460918740834,4.902760849267179e-05,2.0505507350681925e-10,1.199999997714504,1.1321492139125234e-09,7.174963255236843e-19,0.11999999959275667,0.00029995331186557605,2.9641973505842415e-07,1.2082195782739888e-09,4.83268984763457e-06,1.8828289024622737e-10,7.461034776565573e-10,6.420780898122815e-19,1.8649812819820823e-13,4.6687947923644325e-08,2.3619755462665893e-19,4.0724325935665643e-10,7.947449001252861e-19,7.927875416113776e-10,0.0020237403661882707,8.830018144848627e-19,0.900049,4e-12,1.7783448320001971e-16,1.778518410350545e-16,7.603510461213484e-19,7.249317469643932e-19,3.0412742940475848e-15,2.8996139085807417e-15,3.081120540671639e-17,2.8012768754186595e-17,1.2976412103928343e-19,1.1296973414773643e-19,1.341289167339134e-22,1.1189887691892493e-22,5.366022643641876e-19,4.476620865939344e-19,2.9908566521977656e-19,2.4434595561399386e-19,5.433649072307117e-28,3.8524685388736888e-28,2.026797023065907e-28,1.4171853277599535e-28
0.15,2.9703623654008515e-05,0.00029999870325196556,0.0029931890780650863,1.326256657525762e-06,1.1999382986060696,5.6459190712258515e-05,2.7183835988631984e-10,1.1999999968864432,1.5547036735604313e-09,1.411329607419047e-18,0.11999999943651493,0.00029994605589801396,2.9637634599150457e-07,1.296748034310304e-09,5.186758456861888e-06,2.3345253503752906e-10,9.953680155718345e-10,1.2050849889613964e-18,2.487989633901166e-13,5.394385318431438e-08,4.71735401777018e-19,5.634850114230203e-10,1.5692208409967209e-18,1.0562126463555248e-09,0.002171298301533673,1.743483789212277e-18,0.900049,4e-12,1.7780844000563344e-16,1.7782580759490274e-16,8.134522891618765e-19,7.780488205861824e-19,3.2536495544686095e-15,3.112055074117133e-15,3.5372534382754264e-17,3.236631191058863e-17,1.5944598922008063e-19,1.4007152102251744e-19,1.768679975246761e-22,1.4927937803406995e-22,7.076033147256977e-19,5.972208093431007e-19,4.081667529509856e-19,3.3809100685381216e-19,9.674613935427784e-28,7.2305099337683785e-28,3.9439696731387903e-28,2.8304124106621084e-28
0.16,2.9703667026550984e-05,0.00029999861476308223,0.002992746600971184,1.4147331540325066e-06,1.1999299857956358,6.440988133030463e-05,3.5383291918819883e-10,1.1999999958465752,2.088572991134683e-09,2.652328321187072e-18,0.11999999923797486,0.0002999382810167336,2.9633297344903413e-07,1.3852369176610062e-09,5.540662095008217e-06,2.8529544372377277e-10,1.3028267135009034e-09,2.1629268158500107e-18,3.2564178694034313e-13,6.17186576214369e-08,8.993210117750514e-19,7.620250955886424e-10,2.9597077774684362e-18,1.3808210638658087e-09,0.0023187902970723913,3.288385162883839e-18,0.900049,4e-12,1.777824100509407e-16,1.7779978406942047e-16,8.665297952800292e-19,8.311421505966037e-19,3.4659256766864315e-15,3.32439725700493e-15,4.024476177395136e-17,3.7031194572862143e-17,1.9331391202686164e-19,1.7117726623426366e-19,2.291270780295588e-22,1.9538507216420588e-22,9.167019781243387e-19,7.81696028100542e-19,5.45299972025282e-19,4.572150573531854e-19,1.6582674240532455e-27,1.2977560895100064e-27,7.335249790202002e-28,5.3959260706503085e-28
0.17,2.970371039812873e-05,0.0002999985263137518,0.0029923043216328053,1.5031701530321941e-06,1.1999211544705115,7.287864461530088e-05,4.5288035046449474e-10,1.1999999945665774,2.748985555509387e-09,4.5768432173402536e-18,0.11999999899122751,0.0002999299883243227,2.962896018712893e-07,1.4736862480599208e-09,5.894400385554113e-06,3.442665330029663e-10,1.6756647136249704e-09,3.6107720279924795e-18,4.1882160586435117e-13,7.001125685227715e-08,1.567215511803481e-18,1.0087724331283537e-09,5.120048940953112e-18,1.7741365744217517e-09,0.0024662163848316355,5.6886335532322265e-18,0.900049,4e-12,1.7775640284862597e-16,1.777737611227736e-16,9.195835739979475e-19,8.842117488359525e-19,3.678102430235555e-15,3.5366402313324675e-15,4.5427210002872325e-17,4.200675411136629e-17,2.3163609371486303e-19,2.0655991980177979e-19,2.9203662938991366e-22,2.512929635186107e-22,1.1684268442118307e-18,1.0053988281749822e-18,7.142495956750896e-19,6.052634598770123e-19,2.8133829504082125e-27,2.166463216795488e-27,1.256555418773259e-27,9.403293070820885e-28
0.18,2.970375375744857e-05,0.000299998437903958,0.002991862239955968,1.5915676722411608e-06,1.1999118056550018,8.18644461782945e-05,5.712444488460945e-10,1.19999999301047,3.5554295152039844e-09,7.621681492666666e-18,0.11999999868865814,0.0002999211789428589,2.962462425514486e-07,1.5620960418885718e-09,6.247972945208543e-06,4.108140367208088e-10,2.1227587175877737e-09,5.875383841286879e-18,5.305549114153076e-13,7.882052658275702e-08,2.6283440381193627e-18,1.3113418248422543e-09,8.541687942321692e-18,2.2454447726838905e-09,0.002613576592368393,9.490247689094362e-18,0.900049,4e-12,1.7773041147657313e-16,1.7774774553086916e-16,9.726136368300041e-19,9.37257625133143e-19,3.890179590558952e-15,3.748783767125125e-15,5.0919208895539e-17,4.729231594965421e-17,2.7468280214071464e-19,2.4648842203248526e-19,3.6698028740075257e-22,3.1833294684918457e-22,1.4683181079376677e-18,1.2736552305526642e-18,9.198010537430258e-19,7.868050949053526e-19,4.5988471905232196e-27,3.525230304772127e-27,2.0814006536298625e-27,1.5770064228716176e-27
0.19,2.9703797087035915e-05,0.00029999834953368514,0.0029914203558436795,1.6799257293651845e-06,1.1999019403727573,9.136625189206525e-05,7.112690425979894e-10,1.1999999911408206,4.528201284470411e-09,1.2294090249884522e-17,0.11999999832232817,0.0002999118539987951,2.9620291296410417e-07,1.6504663147445172e-09,6.6013793890221335e-06,4.853847012441776e-10,2.653306166787474e-09,9.340167240726267e-18,6.6313805420827e-13,8.81453380634355e-08,4.259914946046938e-18,1.6776717865700474e-09,1.3795004329942883e-17,2.8043652973165335e-09,0.00276087094619533,1.5326948121649913e-17,0.900049,4e-12,1.7770442522957516e-16,1.7772174777846251e-16,1.0256199957482e-18,9.902797888467102e-19,4.102156935976337e-15,3.96082763341328e-15,5.672008515341954e-17,5.28872028380613e-17,3.2272324865005695e-19,2.912308207465066e-19,4.553892365050819e-22,3.97882832524962e-22,1.8221076791928245e-18,1.5919837000724844e-18,1.166933514216426e-18,1.0066030719420284e-18,7.278977224749259e-27,5.60410034443576e-27,3.345214269814612e-27,2.555948967628163e-27
0.2,2.9703840396912247e-05,0.00029999826120291417,0.002990978669212849,1.7682443420897823e-06,1.1998915596458986,0.00010138302825493225,8.754757021695892e-10,1.1999999889169752,5.689389939688867e-09,1.946892156179814e-17,0.11999999788358098,0.00029990201461598735,2.961596030877727e-07,1.7387970856294567e-09,6.9546193451397575e-06,5.684257842676406e-10,3.277215558153157e-09,1.4534452651444412e-17,8.190448069436328e-13,9.798456496435177e-08,6.780020723052137e-18,2.116418955964833e-09,2.1874118570708565e-17,3.461258599720119e-09,0.0029080994773307877,2.430325301256772e-17,0.900049,4e-12,1.7767845023080617e-16,1.776957618526636e-16,1.0786026606576283e-18,1.043278251377674e-18,4.314034238776723e-15,4.172771607083855e-15,6.282915870748394e-17,5.879073897861106e-17,3.7602439382226564e-19,3.4105547056058435e-19,5.58800823145844e-22,4.914268841661797e-22,2.2359539967104593e-18,1.966329334891894e-18,1.4610557493072238e-18,1.2698513735788998e-18,1.120301901859618e-26,8.720671590866647e-27,5.277069751014242e-27,4.068012433831282e-27
0.21,2.970388368113911e-05,0.0002999981729116283,0.002990537179972484,1.8565235280884725e-06,1.1998806644952937,0.0001119137422612192,1.0665402533089419e-09,1.1999999862954809,7.062641700533721e-09,3.013584806879208e-17,0.1199999973631364,0.0002998916619275253,2.9611631886090647e-07,1.827088371543369e-09,7.3076924367879545e-06,6.603814349133034e-10,4.005013637646312e-09,2.2093409670554197e-17,1.000902862965426e-12,1.0833707156807386e-07,1.0545489550997509e-17,2.6368635549367477e-09,3.3901114683157995e-17,4.227129013259691e-09,0.0030552622141274874,3.766585450698573e-17,0.900049,4e-12,1.7765248283555388e-16,1.7766979131654387e-16,1.131561642649946e-18,1.0962530229260213e-18,4.525811276063001e-15,4.384615462072773e-15,6.924574969613867e-17,6.500224294084432e-17,4.3485312154954855e-19,3.9622886094798205e-19,6.78844398530434e-22,6.005417177792556e-22,2.716384974829449e-18,2.403008182587787e-18,1.807949808801246e-18,1.5821181329620487e-18,1.6874320870937602e-26,1.3256045802332518e-26,8.137913024565208e-27,6.3272937305985055e-27
0.22,2.9703926946471783e-05,0.0002999980846598088,0.0029900958880379174,1.9447633050382158e-06,1.1998692559409316,0.00012295736131967663,1.2872301434602147e-09,1.1999999832312285,8.67252337368177e-09,4.5855213609746386e-17,0.11999999675134548,0.0002998807970650127,2.96073053528235e-07,1.9153401910787737e-09,7.660598293308894e-06,7.616960332960021e-10,4.8475934277599754e-09,3.297394860571964e-17,1.211430736003172e-12,1.1920172355267305e-07,1.613064855159093e-17,3.2486544713938206e-09,5.165488513444778e-17,5.113362529108455e-09,0.0032023591870426844,5.73911921844786e-17,0.900049,4e-12,1.7762652716795488e-16,1.77643832116941e-16,1.1844969518653123e-18,1.1492041146472642e-18,4.7374878232043885e-15,4.596358975985336e-15,7.596917193861776e-17,7.152103413160383e-17,4.994742375377283e-19,4.570176199776013e-19,8.172039641059361e-22,7.268584416019032e-22,3.270148545611973e-18,2.908556056655985e-18,2.2136184238348284e-18,1.9491926828362925e-18,2.4869764862434018e-26,1.9784369163431783e-26,1.233211280585272e-26,9.678389130954559e-27
0.23,2.970397019569898e-05,0.0002999979964474375,0.0029896547933226233,2.0329636905979816e-06,1.1998573350012833,0.00013451285344127773,1.5404976692200005e-09,1.1999999796757548,1.0545468204747724e-08,6.837754588041444e-17,0.1199999960378118,0.00029986942116713136,2.9602980430102944e-07,2.0035525623122205e-09,8.013336544457808e-06,8.728114695693147e-10,5.816588516363614e-09,4.824013278093359e-17,1.4535315582953933e-12,1.3057737933331304e-07,2.4178189465689984e-17,3.962188124738856e-09,7.712977945508704e-17,6.1321164711517046e-09,0.00334939042583837,8.56950893285666e-17,0.900049,4e-12,1.7760058492451753e-16,1.7761788258061767e-16,1.2374085987317986e-18,1.2021315373873323e-18,4.9490636571463865e-15,4.808001926674685e-15,8.299873840391269e-17,7.834642759998782e-17,5.701521061177927e-19,5.236868817415888e-19,9.756736425360301e-22,8.72118934977236e-22,3.9044355772000246e-18,3.489953109818168e-18,2.6845116963030747e-18,2.3773128748433134e-18,3.60369970924298e-26,2.8944079668560154e-26,1.831430725948612e-26,1.4506913679413992e-26
0.24,2.9704013425734275e-05,0.0002999979082744972,0.0029892138957370454,2.1211247024407586e-06,1.1998449026941647,0.0001465791869920404,1.8293561436994385e-09,1.1999999755794915,1.2708523988038653e-08,1.0026155420045201e-16,0.11999999521189304,0.00029985753537752096,2.959865742657371e-07,2.091725502603441e-09,8.365906818928305e-06,9.941678259582774e-10,6.923877272534418e-09,6.940345404809042e-17,1.7301688365155244e-12,1.4246289230660134e-07,3.5634377177938784e-17,4.788106892641384e-09,1.1324660948199238e-16,7.29580304539486e-09,0.0034963559593309116,1.258227157432455e-16,0.900049,4e-12,1.7757465420601635e-16,1.7759194455944227e-16,1.2902965941243069e-18,1.2550353015620646e-18,5.160538557451901e-15,5.019544091356983e-15,9.033375961233523e-17,8.54777353839608e-17,6.471502419950337e-19,5.965006955749664e-19,1.1560835964004442e-21,1.0381013019093147e-21,4.626582947541426e-18,4.1543263635206505e-18,3.227227135274635e-18,2.87286413558483e-18,5.135159331062654e-26,4.164207242885425e-26,2.6744917789201515e-26,2.138062630676327e-26
0.25,2.970405663834691e-05,0.0002999978201409699,0.002988773195194167,2.2092463582269415e-06,1.1998319600359746,0.0001591553309318993,2.1569839823118388e-09,1.1999999708898748,1.5190405073380452e-08,1.4463624330870061e-16,0.1199999942622792,0.0002998451408431074,2.959433616530969e-07,2.1798590299037447e-09,8.718308749056297e-06,1.1262038758378613e-09,8.181999068626262e-09,9.827804195254692e-17,2.044470468017445e-12,1.5485711241886473e-07,5.166186692448258e-17,5.7377207311842725e-09,1.635817585276527e-16,8.617523016403471e-09,0.003643255817105088,1.817476143272785e-16,0.900049,4e-12,1.7754873608502424e-16,1.7756601699185815e-16,1.3431609485475881e-18,1.3079154179422468e-18,5.371912303341303e-15,5.230985249433778e-15,9.797354302550803e-17,9.291426745131884e-17,7.3073101551209235e-19,6.757223255027168e-19,1.360362383080013e-21,1.2266822808104669e-21,5.444323422760773e-18,4.909199441175757e-18,3.848761647878839e-18,3.4426324387105636e-18,7.209501654091234e-26,5.896682517152815e-26,3.842827331395722e-26,3.099712015468955e-26
