Time,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm,KK_PP_norm,KKK_P_norm,rel_K_PP_max,K_PP_norm_max,compartment,r1a,r1b,r2a,r2b,r3a,r3b,r4a,r4b,r5a,r5b,r6a,r6b,r7a,r7b,r8a,r8b,r9a,r9b,r10a,r10b
3.11,2.9715659528886178e-05,0.0002999741604682954,0.0028704843890151083,2.5867624264439243e-05,1.1787651858067822,0.020894645023567773,4.36087075675262e-05,1.1992330375734495,0.00042428650258389774,1.4600068924508366e-07,0.11983115339373537,0.0002804606613702233,2.843404711138436e-07,2.583953170444392e-08,0.00010154140724577632,1.79639919812063e-06,0.00017362213833424666,6.117867845093325e-08,4.060940220136049e-08,1.9498729225601045e-05,5.784495828303799e-08,0.00016878876130634515,1.6987137294010138e-07,0.0001811105283186873,0.04307293036059583,1.887356943234217e-07,0.900049,4e-12,1.7058906447951714e-16,1.7060428266830616e-16,1.5534756465471523e-17,1.550371902266635e-17,6.104257534234122e-14,6.09248443474658e-14,1.1741266314262823e-14,1.1699237535360627e-14,1.0841397875615676e-15,1.077839518872378e-15,2.4556466542739937e-17,2.4365641320816294e-17,1.0501472836287887e-13,1.04173283000548e-13,1.020977071122831e-13,1.0127325678380708e-13,3.7303136993558626e-17,3.670720707055995e-17,3.5274748984252054e-17,3.4706974969822795e-17
3.12,2.9715697565898368e-05,0.00029997408289169465,0.0028700967623595825,2.5945202919946688e-05,1.1786416857257802,0.021015084789155446,4.413911227775026e-05,1.1992236428142178,0.00042949175984121203,1.4961991924652448e-07,0.11982908178725094,0.00028035503538651575,2.843024341016548e-07,2.591710830518462e-08,0.00010183562378677029,1.8121911175583445e-06,0.00017573490909591683,6.2684176598327e-08,4.108841966480106e-08,1.9603876191831443e-05,5.9279512306449184e-08,0.00017085893323676518,1.740828596274781e-07,0.00018331482830827496,0.04320213999473381,1.9341486922098474e-07,0.900049,4e-12,1.7056624903957286e-16,1.705814604609929e-16,1.5581288822288934e-17,1.555026498311077e-17,6.121901655219143e-14,6.110137427206218e-14,1.1804413643758348e-14,1.1762325715098865e-14,1.0936478864030855e-15,1.0873146705350067e-15,2.4845437739351626e-17,2.4653051798880638e-17,1.0628972260768765e-13,1.054409454575501e-13,1.0334705292579262e-13,1.025153599420591e-13,3.821903408100304e-17,3.76105059589962e-17,3.6147562777705133e-17,3.556770738386951e-17
3.13,2.9715735585995936e-05,0.00029997400534909264,0.002869709309069372,2.6022747617885564e-05,1.1785179025399173,0.021135784622781897,4.467413331877095e-05,1.199214165612046,0.0004347427907079179,1.5331610468812726e-07,0.11982699199664833,0.0002802492577776033,2.842644140040862e-07,2.5994650907222625e-08,0.00010212961851565567,1.8280654584414265e-06,0.0001778660563602693,6.422142931247872e-08,4.157134788143282e-08,1.9709170872513473e-05,6.074456559007387e-08,0.00017294725878607429,1.7838389189850096e-07,0.00018553831871352818,0.04333129184331087,1.981935337948278e-07,0.900049,4e-12,1.7054344374545446e-16,1.7055864840245172e-16,1.5627800788169188e-17,1.5596790544333575e-17,6.139532465443109e-14,6.12777711093934e-14,1.1867649288819547e-14,1.1825502523508084e-14,1.103205480713704e-15,1.0968392750648558e-15,2.5136762088913336e-17,2.494280872885969e-17,1.0757578023308328e-13,1.0671963381616158e-13,1.0460732833938838e-13,1.0376835527164458e-13,3.915417197835301e-17,3.8532857587487236e-17,3.703889124364177e-17,3.6446739354044324e-17
3.14,2.9715773589186246e-05,0.00029997392784046856,0.002869322029068136,2.61002583789209e-05,1.1783938368023015,0.021256743854664552,4.521379429305283e-05,1.199204605539989,0.00044003983326572284,1.5709053551475888e-07,0.11982488392830178,0.0002801433294756015,2.842264108137754e-07,2.6072159531270418e-08,0.00010242339138336293,1.844022325502301e-06,0.00018001567354557332,6.579096593373131e-08,4.205820339199554e-08,1.9814612318990783e-05,6.224062970562352e-08,0.00017505383106852874,1.827759710169853e-07,0.00018778109750662624,0.04346038593176798,2.0307335602504454e-07,0.900049,4e-12,1.7052064859274754e-16,1.7053584648826525e-16,1.567429237554176e-17,1.5643295718762252e-17,6.15714996206543e-14,6.145403483001776e-14,1.1930972597628565e-14,1.188876739139447e-14,1.112812632303755e-15,1.1064133953013805e-15,2.543044945072575e-17,2.5234922035197325e-17,1.0887295727332249e-13,1.0800940412734399e-13,1.0587858913846076e-13,1.0503229864111724e-13,4.010890244786384e-17,3.947457956023879e-17,3.794904291378889e-17,3.7344377823374116e-17
3.15,2.971581157547666e-05,0.00029997385036580185,0.0028689349222795753,2.6177735223732387e-05,1.1782694890651941,0.021377961815541736,4.575811888685291e-05,1.199194962169361,0.00044538312662640347,1.6094458829037523e-07,0.11982275748827115,0.00028003725147833063,2.8418842452336636e-07,2.614963419805159e-08,0.00010271694234217876,1.8600618220606607e-06,0.0001821838543460717,6.739334920835377e-08,4.2549002728793646e-08,1.992019951691083e-05,6.376824957630472e-08,0.00017717874347928446,1.8726069822223335e-07,0.00019004326298738448,0.04358942228553217,2.0805611496955537e-07,0.900049,4e-12,1.7049786357703872e-16,1.7051305471401983e-16,1.5720763596846958e-17,1.5689780518830953e-17,6.174754142249712e-14,6.163016540530725e-14,1.1994382965985541e-14,1.1952119710146498e-14,1.1224694028848548e-15,1.1160370932363963e-15,2.572650974629573e-17,2.552940163727619e-17,1.1018130998219976e-13,1.0931031260764303e-13,1.0716089139692332e-13,1.0630724608757067e-13,4.1083566708464664e-17,4.043600952501226e-17,3.8878347741286264e-17,3.826094974578283e-17
3.16,2.9715849544874518e-05,0.0002999737729250716,0.002868547988627432,2.6255178173014962e-05,1.1781448598794078,0.021499437837468518,4.63071308133268e-05,1.1991852350709395,0.00045077291021545834,1.6487965856015306e-07,0.1198206125825134,0.00027993102478106487,2.8415045512550685e-07,2.622707492830491e-08,0.00010301027134505011,1.8761840507186216e-06,0.0001843706925500599,6.902914955342854e-08,4.304376240779822e-08,2.0025931454483546e-05,6.532797761442547e-08,0.0001793220895089991,1.918396968121488e-07,0.00019232491356278964,0.04371840093001643,2.1314361419450364e-07,0.900049,4e-12,1.704750886939166e-16,1.7049027307530412e-16,1.57672144645342e-17,1.5736244956982946e-17,6.192345003199231e-14,6.180616280703006e-14,1.2057879791547325e-14,1.2015558872690128e-14,1.1321758537384088e-15,1.1257104304311729e-15,2.602495288830266e-17,2.582625744467893e-17,1.1150089466932425e-13,1.1062241553003593e-13,1.0845429124507466e-13,1.0759325370539946e-13,4.2078510749747864e-17,4.1417489732057125e-17,3.982714019563748e-17,3.919678656865528e-17
3.17,2.9715887497387175e-05,0.00029997369551825707,0.0028681612280354917,2.6332587247478785e-05,1.1780199497943105,0.021621171253814877,4.686085381230755e-05,1.1991754238149681,0.0004562094237702263,1.6889716101767743e-07,0.1198184491168834,0.000279824650376538,2.84112502612849e-07,2.6304481742784284e-08,0.00010330337834558142,1.8923891133633374e-06,0.00018657628203887986,7.069894512346145e-08,4.35424989283535e-08,2.0131807122475765e-05,6.692037378694785e-08,0.00018148396274281505,1.9651461233718778e-07,0.00019462614774603236,0.04384732189061973,2.1833768198974475e-07,0.900049,4e-12,1.7045232393897268e-16,1.7046750156770938e-16,1.581364499106199e-17,1.578268904567057e-17,6.209922542156818e-14,6.198202700734885e-14,1.2121462473834549e-14,1.2079084273485459e-14,1.1419320457170393e-15,1.1354334680180025e-15,2.6325788780487984e-17,2.61254993570121e-17,1.1283176769949276e-13,1.1194576922332791e-13,1.0975884486893319e-13,1.0889037764568903e-13,4.30940853862977e-17,4.241936707407687e-17,4.079575930136187e-17,4.015222427216871e-17
3.18,2.9715925433021972e-05,0.0002999736181453376,0.002867774640427581,2.640996246784926e-05,1.177894759357828,0.02174316139926391,4.741931165008485e-05,1.1991655279711593,0.00046169290733801026,1.7299852967213228e-07,0.11981626699713498,0.00027971812925494933,2.8407456697804885e-07,2.6381854662258782e-08,0.00010359626329803217,1.908677111169631e-06,0.00018880071678591657,7.240332187699286e-08,4.40452287728838e-08,2.0237825514205787e-05,6.854600568104206e-08,0.0001836644568593441,2.0128711279431198e-07,0.00019694706415554245,0.04397618519272695,2.2364017158433817e-07,0.900049,4e-12,1.7042956930780026e-16,1.704447401868293e-16,1.5860055188897976e-17,1.582911279735527e-17,6.227486756404698e-14,6.21577579788193e-14,1.2185130414238639e-14,1.2142695308523472e-14,1.1517380392460162e-15,1.1452062667017787e-15,2.662902731754636e-17,2.642713726373028e-17,1.141739854920618e-13,1.1328043007154995e-13,1.1107460850957169e-13,1.1019867411560647e-13,4.413064631258371e-17,4.344199312619572e-17,4.1784548676606667e-17,4.1127603408625234e-17
3.19,2.9715963351786254e-05,0.00029997354080629236,0.002867388225727569,2.6487303854867004e-05,1.1777692891164475,0.02186540760980996,4.798252811918383e-05,1.1991555471087003,0.0004672236012741959,1.7718521801548813e-07,0.1198140661289218,0.0002796114624039696,2.840366482137669e-07,2.6459193707512632e-08,0.00010388892615731401,1.925048144602611e-06,0.00019104409085559203,7.414287364320764e-08,4.4551968406600025e-08,2.034398562553781e-05,7.020544856963898e-08,0.00018586366562965047,2.0615888882093925e-07,0.00019928776151402112,0.04410499086170896,2.2905296136203612e-07,0.900049,4e-12,1.7040682479599527e-16,1.7042198892826013e-16,1.5906445070518872e-17,1.587551622450758e-17,6.245037643264379e-14,6.23333556943884e-14,1.2248883016028706e-14,1.2206391375322685e-14,1.1615938943246642e-15,1.1550288867615666e-15,2.6934678385018322e-17,2.6731181043960013e-17,1.1552760452031873e-13,1.1462645451335522e-13,1.1240163846244772e-13,1.1151819937779029e-13,4.518855415841718e-17,4.448572418592459e-17,4.27938565717171e-17,4.212326914178339e-17
3.2,2.9716001253687358e-05,0.00029997346350110055,0.0028670019838593673,2.656461142928789e-05,1.177643539615221,0.021987909222756827,4.8550527038144315e-05,1.1991454807962538,0.00047280174624037463,1.8145869918969277e-07,0.11981184641779828,0.0002795046508087462,2.839987463126675e-07,2.653649889934521e-08,0.00010418136687898831,1.9415023134203e-06,0.00019330649840236126,7.591820218854629e-08,4.506273427720658e-08,2.0450286454876464e-05,7.189928547698417e-08,0.00018808168291623565,2.1113165388889755e-07,0.00020164833864747575,0.044233738922922476,2.3457795507677644e-07,0.900049,4e-12,1.7038409039915592e-16,1.703992477876005e-16,1.5952814648410516e-17,1.5921899339607125e-17,6.262575200096519e-14,6.250882012739298e-14,1.2312719684358349e-14,1.2270171872925879e-14,1.1714996705277825e-15,1.16490138805218e-15,2.7242751859184532e-17,2.7037640566323947e-17,1.168926813108516e-13,1.1598389904141675e-13,1.13739991076733e-13,1.128490097497414e-13,4.626817454497285e-17,4.555092131312777e-17,4.3824035907765216e-17,4.3139571286190504e-17
3.21,2.9716039138732607e-05,0.0002999733862297413,0.002866615914746929,2.6641885211883007e-05,1.1775175113977658,0.022110665576715913,4.9123332251299624e-05,1.1991353286019648,0.0004784275832024627,1.8582046615385864e-07,0.11980960776922074,0.00027939769545191,2.839608612674194e-07,2.661377025857104e-08,0.00010447358541926339,1.9580397166762535e-06,0.0001955880336697069,7.772991728331486e-08,4.5577542814607877e-08,2.055672700316128e-05,7.362810724419063e-08,0.0001903186026720212,2.1620714449837446e-07,0.0002040288944842534,0.04436242940171022,2.4021708206817013e-07,0.900049,4e-12,1.7036136611288246e-16,1.7037651676045163e-16,1.5999163935067835e-17,1.5968262155142623e-17,6.280099424300765e-14,6.268415125155803e-14,1.2376639826272442e-14,1.2334036201896767e-14,1.1814554270070411e-15,1.1748238300057521e-15,2.755325760696168e-17,2.7346525688764727e-17,1.1826927244291855e-13,1.1735282020182414e-13,1.1508972275464038e-13,1.1419116160321273e-13,4.7369878141374556e-17,4.663795036998892e-17,4.487544431503587e-17,4.417686434651438e-17
3.22,2.9716077006929328e-05,0.00029997330899219385,0.0028662300183142503,2.6719125223438684e-05,1.1773912050062711,0.022233676011604423,4.970096762855578e-05,1.1991250900934611,0.0004841013534288244,1.902720318514538e-07,0.11980735008854806,0.00027929059731358023,2.8392299307069535e-07,2.669100780601981e-08,0.00010476558173499198,1.974660452722187e-06,0.00019788879098913502,7.957863676829622e-08,4.6096410430615274e-08,2.06633062738612e-05,7.53925125947926e-08,0.00019257451893933374,2.2138712037187211e-07,0.0002064295280540744,0.04449106232340083,2.4597229747699527e-07,0.900049,4e-12,1.7033865193277767e-16,1.7035379584241722e-16,1.6045492942994876e-17,1.6014604683611887e-17,6.297610313315652e-14,6.285934904099519e-14,1.2440642850713756e-14,1.239798376431672e-14,1.1914612224923808e-15,1.1847962716333122e-15,2.7866205485799875e-17,2.7657846258369166e-17,1.1965743454781554e-13,1.18733274593481e-13,1.164508899507482e-13,1.1554471136360025e-13,4.849404072184644e-17,4.774718206097773e-17,4.594844417147041e-17,4.523550755687556e-17
3.23,2.971611485828485e-05,0.00029997323178843733,0.0028658442944853695,2.6796331484756465e-05,1.177264620981498,0.02235693986864352,5.028345706517036e-05,1.199114764837859,0.0004898232984883907,1.9481492937748915e-07,0.11980507328104291,0.0002791833573713706,2.8388514171517235e-07,2.676821156253635e-08,0.00010505735578366855,1.9913646192105946e-06,0.00020020886477916942,8.146498662135985e-08,4.661935351865356e-08,2.077002327296905e-05,7.719310820029837e-08,0.00019484952584888763,2.2667336464815637e-07,0.0002088503384870661,0.044619637713308825,2.518455824606842e-07,0.900049,4e-12,1.7031594785444683e-16,1.703310850291034e-16,1.6091801684704796e-17,1.606092693752181e-17,6.31510786461845e-14,6.303441347020113e-14,1.2504728168529558e-14,1.246201396378143e-14,1.2015171152934014e-15,1.1948187715263567e-15,2.8181605343581567e-17,2.7971612111192136e-17,1.2105722430824369e-13,1.2012531886750164e-13,1.1782354917132262e-13,1.1690971550933259e-13,4.964104322342857e-17,4.8878991972815906e-17,4.7043402641066135e-17,4.631586492017902e-17
3.24,2.9716152692806493e-05,0.0002999731546184509,0.002865458743184366,2.6873504016653146e-05,1.1771377598627846,0.022480456490356515,5.0870824481531685e-05,1.199104352401766,0.0004955936602487826,1.994507121457093e-07,0.1198027772518725,0.0002790759766003952,2.838473071935317e-07,2.6845381548980647e-08,0.0001053489075234266,2.008152313097379e-06,0.00020254834954434788,8.338960102407312e-08,4.714638845346786e-08,2.0876877008996056e-05,7.903050874574414e-08,0.00019714371761877006,2.320676840762113e-07,0.00021129142501279732,0.044748155596734646,2.57838944408817e-07,0.900049,4e-12,1.70293253873497e-16,1.7030838431611902e-16,1.6138090172719826e-17,1.6107228929388388e-17,6.332592075725055e-14,6.320934451405597e-14,1.2568895192478119e-14,1.2526126205397634e-14,1.2116231633007411e-15,1.2048913878584273e-15,2.8499467018522276e-17,2.8287833072080716e-17,1.2246869845767506e-13,1.2152900972660873e-13,1.1920775697363829e-13,1.1828623057126205e-13,5.0811271804258805e-17,5.003376061444387e-17,4.8160691712232506e-17,4.7418305247446486e-17
3.25,2.971619051050156e-05,0.0002999730774822136,0.0028650733643353636,2.6950642839960734e-05,1.1770106221880472,0.022604225220567015,5.146309382293766e-05,1.1990938523512842,0.0005014126808744301,2.0418095405578015e-07,0.11980046190610959,0.0002789684559732743,2.8380948949845866e-07,2.692251778622782e-08,0.00010564023691303612,2.0250236306444655e-06,0.00020490733987421625,8.53531224283111e-08,4.767753159083018e-08,2.0983866492966305e-05,8.090533699524677e-08,0.00019945718855342374,2.375719092091891e-07,0.00021375288695931046,0.04487661599896467,2.6395441715860926e-07,0.900049,4e-12,1.7027056998553806e-16,1.702856936990752e-16,1.6184358419571336e-17,1.6153510671736694e-17,6.350062944189841e-14,6.338414214782167e-14,1.2633143337235121e-14,1.2590319895779783e-14,1.2217794239874574e-15,1.2150141783866793e-15,2.881980033907257e-17,2.860651895449811e-17,1.2389191377971779e-13,1.2294440392452976e-13,1.2060356996529553e-13,1.1967431313205424e-13,5.2005117902419325e-17,5.1211873456986664e-17,4.930068823610234e-17,4.8543202197148063e-17
3.2600000000000002,2.971622831137738e-05,0.0002999730003797047,0.002864688157862526,2.7027747975526474e-05,1.1768832084937846,0.022728245404397128,5.206028905937498e-05,1.199083264252015,0.0005072806028246953,2.0900724966047952e-07,0.11979812714873353,0.00027886079646013983,2.837716886226429e-07,2.6999620295168167e-08,0.00010593134391190092,2.041978667422435e-06,0.00020728593044232456,8.735620162286792e-08,4.821279926724631e-08,2.1090990738411273e-05,8.28182238575577e-08,0.0002017900330426318,2.4318789459836444e-07,0.0002162348237521577,0.04500501894527116,2.701940612104057e-07,0.900049,4e-12,1.7024789618618186e-16,1.7026301317358573e-16,1.6230606437799758e-17,1.61997721771009e-17,6.36752046760554e-14,6.355880634714055e-14,1.269747201940002e-14,1.2654594443046763e-14,1.2319859544103924e-15,1.2251872004534611e-15,2.914261512382186e-17,2.892767956034778e-17,1.2532692710748056e-13,1.2437155826539473e-13,1.2201104480353704e-13,1.2107401982557908e-13,5.3222978295349753e-17,5.241372097372075e-17,5.046377396479824e-17,4.969093431453462e-17
3.27,2.9716266095441313e-05,0.0002999729233109032,0.00286430312369006,2.7104819444128743e-05,1.176755519316504,0.022852516386213367,5.2662434283103814e-05,1.1990725876669752,0.0005131976701013851,2.139313435525406e-07,0.11979577288427626,0.0002787529988505109,2.837339045587149e-07,2.7076689096631287e-08,0.0001062222284801156,2.059017518337381e-06,0.00020968421630892045,8.939954712671224e-08,4.8752208413741884e-08,2.1198248938880258e-05,8.476985715078193e-08,0.00020414234586658218,2.4891766725276886e-07,0.00021873733528963684,0.045133364460912206,2.765601286738487e-07,0.900049,4e-12,1.7022523247108137e-16,1.7024034273522892e-16,1.6276834239899262e-17,1.6246013457978772e-17,6.38496464357538e-14,6.373333708806936e-14,1.2761880532421508e-14,1.2718949363328155e-14,1.2422428109667985e-15,1.2354105110024286e-15,2.946792088448743e-17,2.9251325048245133e-17,1.2677379560938104e-13,1.2581052978535227e-13,1.2343023860887176e-13,1.2248540751994932e-13,5.44652260277974e-17,5.363972827602735e-17,5.1650368289723765e-17,5.0861914290469156e-17
3.2800000000000002,2.9716303862700645e-05,0.0002999728462757883,0.0028639182617422143,2.7181857266653995e-05,1.1766275551897285,0.02297703751394302,5.326955350264129e-05,1.199061822160991,0.0005191641256179938,2.1895485863753833e-07,0.11979339901756998,0.00027864506412810853,2.8369613729937924e-07,2.715372421154565e-08,0.00010651289057833749,2.076140277582531e-06,0.0002121022922809243,9.148382146617166e-08,4.9295775263469166e-08,2.1305640094419116e-05,8.676087919880025e-08,0.00020651422155081885,2.547631148636155e-07,0.00022126052115024566,0.045261652571131884,2.830547168694321e-07,0.900049,4e-12,1.7020257883584876e-16,1.7021768237962755e-16,1.6323041838434282e-17,1.629223452692739e-17,6.40239546977145e-14,6.390773434700249e-14,1.2826368309534961e-14,1.278338405665147e-14,1.2525500499086953e-15,1.2456841665495187e-15,2.979572744919527e-17,2.95774651580815e-17,1.2823257618576328e-13,1.2726137536855457e-13,1.2486120809256529e-13,1.239085329304913e-13,5.573227178533581e-17,5.4890292879703e-17,5.2860859471128886e-17,5.205652751928015e-17
3.29,2.9716341613162662e-05,0.00029997276927433897,0.002863533571943282,2.7258861464029383e-05,1.176499316645142,0.02310180813742802,5.388167072090461e-05,1.19905096729903,0.0005251802121988652,2.2407939983492662e-07,0.1197910054534636,0.0002785369933281392,2.8365838683736397e-07,2.7230725660877832e-08,0.00010680333016783162,2.0933470386602856e-06,0.00021454025315425468,9.36096807632198e-08,4.984351584342866e-08,2.141316315379473e-05,8.879192591574777e-08,0.00020890575461046437,2.6072610479222873e-07,0.00022380448089313797,0.0453898833011601,2.896799005301142e-07,0.900049,4e-12,1.7017993527608749e-16,1.7019503210241838e-16,1.6369229245995125e-17,1.63384353965267e-17,6.419812943912168e-14,6.408199810069897e-14,1.2890934823894125e-14,1.2847897892276839e-14,1.262907727150777e-15,1.2560082231961713e-15,3.012604472633322e-17,2.9906109506057197e-17,1.2970332569780118e-13,1.2872415189255282e-13,1.2630400988798311e-13,1.2534345276627862e-13,5.702454059340439e-17,5.616580845793188e-17,5.409563088108952e-17,5.3275155549448656e-17
3.3000000000000003,2.971637934683465e-05,0.0002999726923065343,0.0028631490542175967,2.7335832057157645e-05,1.1763708042136933,0.02322682760683389,5.449881001072926e-05,1.199040022644589,0.0005312461735448218,2.2930665431030657e-07,0.11978859209654917,0.0002784287873993598,2.8362065316537136e-07,2.7307693465573824e-08,0.00010709354721051454,2.1106378944036237e-06,0.00021699819394800245,9.577781299964027e-08,5.039544644970674e-08,2.152081715195427e-05,9.086366458321319e-08,0.00021131703978622814,2.6680859907793316e-07,0.00022636931434848382,0.045518056676212705,2.9643785958090413e-07,0.900049,4e-12,1.7015730178742094e-16,1.7017239189922281e-16,1.641539647515509e-17,1.6384616079344295e-17,6.437217063740727e-14,6.425612832630873e-14,1.2955579491646373e-14,1.2912490291172563e-14,1.273315898081682e-15,1.2663827366421743e-15,3.045888247415771e-17,3.023726786982404e-17,1.3118610118867037e-13,1.3019891636880147e-13,1.2775870087071605e-13,1.267902238717369e-13,5.834244932400044e-17,5.746668779978416e-17,5.535508636287898e-17,5.451819874992791e-17
3.31,2.971641706372392e-05,0.00029997261537235325,0.0028627647084895355,2.7412769066956357e-05,1.1762420184249343,0.0233520952736061,5.512099546898268e-05,1.1990289877606723,0.0005373622536479483,2.3463833131065494e-07,0.11978615885132833,0.00027832044728725127,2.835829362761078e-07,2.7384627646594383e-08,0.00010738354166892357,2.1280129369673973e-06,0.00021947620976162986,9.798891505329219e-08,5.0951583360471766e-08,2.162860112713845e-05,9.297677117841409e-08,0.0002137481719004812,2.7301258540755757e-07,0.0002289551214408548,0.04564617272149133,3.033308024424865e-07,0.900049,4e-12,1.701346783654756e-16,1.701497617656647e-16,1.646154353849634e-17,1.643077658795663e-17,6.454607827037925e-14,6.443012500135415e-14,1.3020301730295154e-14,1.297716067628307e-14,1.2837746176792695e-15,1.2768077621804383e-15,3.079425043910018e-17,3.057095001628306e-17,1.3268095974916172e-13,1.3168572585697792e-13,1.29225337964435e-13,1.282489031402887e-13,5.96864203621482e-17,5.879334903197531e-17,5.663963500090642e-17,5.578606270704845e-17
3.3200000000000003,2.971645476383774e-05,0.00029997253847177495,0.0028623805346835174,2.748967251435792e-05,1.1761129598070235,0.023477610490467957,5.5748251216357364e-05,1.1990178622097942,0.0005435286967898905,2.4007616234971917e-07,0.11978370562221324,0.00027821197393399996,2.8354523616228357e-07,2.7461528224915084e-08,0.00010767331350621435,2.1454722578309665e-06,0.0002219743957740093,1.0024369277167057e-07,5.1511942835767495e-08,2.173651412090102e-05,9.513193044661134e-08,0.00021619924585628445,2.7934007733027543e-07,0.00023156200218831132,0.04577423146218355,3.103609662699202e-07,0.900049,4e-12,1.7011206500587957e-16,1.7012714169737013e-16,1.650767044860985e-17,1.647691693494905e-17,6.471985231622049e-14,6.460398810372861e-14,1.3085100958686087e-14,1.3041908472540613e-14,1.2942839405118927e-15,1.2872833546985799e-15,3.113215835562469e-17,3.0907165701460496e-17,1.3418795851707988e-13,1.3318463746440558e-13,1.3070397814025108e-13,1.2971954751377066e-13,6.105688166476623e-17,6.014621566300234e-17,5.794969116327095e-17,5.70791582679668e-17
3.33,2.971649244718341e-05,0.00029997246160477835,0.0028619965327240033,2.756654242030955e-05,1.17598362888673,0.023603372611418486,5.638060139716339e-05,1.1990066455539825,0.0005497457475401505,2.4562190139340854e-07,0.11978123231352761,0.00027810336827847784,2.8350755281661286e-07,2.753839522152625e-08,0.00010796286268615813,2.1630159478008208e-06,0.00022449284724246034,1.0254286104546499e-07,5.2076541117306095e-08,2.184455517812826e-05,9.732983597352244e-08,0.0002186703566364147,2.8579311447244246e-07,0.00023419005670148835,0.04590223292346274,3.1753061719133344e-07,0.900049,4e-12,1.700894617042641e-16,1.701045316899677e-16,1.655377721809545e-17,1.652303713291575e-17,6.489349275348754e-14,6.477771761169488e-14,1.3149976596992853e-14,1.3106733106876955e-14,1.3048439207396685e-15,1.2978095686804924e-15,3.1472615946085907e-17,3.1245924670383656e-17,1.3570715467664003e-13,1.346957083454762e-13,1.321946784160738e-13,1.312022139818488e-13,6.245426682010836e-17,6.1525716627279e-17,5.928567454426349e-17,5.839790158411346e-17
3.34,2.971653011376821e-05,0.0002999723847713424,0.002861612702535497,2.7643378805773275e-05,1.1758540261894357,0.023729380991730328,5.7018070179121434e-05,1.1989953373547821,0.0005560136507543853,2.5127732504518936e-07,0.11977873882950735,0.0002779946312562234,2.8346988623181385e-07,2.7615228657432976e-08,0.00010825218917313913,2.1806440970132075e-06,0.00022703165950178854,1.0488714388211985e-07,5.264539442826155e-08,2.19527233470585e-05,9.957119025773603e-08,0.0002211615993023922,2.9237376275243785e-07,0.00023683938518268314,0.04603017713048818,3.248420505466234e-07,0.900049,4e-12,1.700668684562626e-16,1.700819317390883e-16,1.6599863859561783e-17,1.6569137194459786e-17,6.506699956110939e-14,6.495131350388348e-14,1.3214928066702938e-14,1.31716340082351e-14,1.3154546121157447e-15,1.3083864582079246e-15,3.1815632920588386e-17,3.158723665695693e-17,1.3723860545786423e-13,1.3621899570107312e-13,1.3369749585596644e-13,1.3269695958143532e-13,6.387901510778033e-17,6.293228632927191e-17,6.064801020681824e-17,5.974271415464162e-17
3.35,2.9716567763599415e-05,0.0002999723079714462,0.002861229044042545,2.772018169172591e-05,1.1757241522391384,0.02385563498794761,5.76606817531555e-05,1.1989839371732585,0.0005623326515727036,2.5704423273147735e-07,0.1197762250743017,0.0002778857637994224,2.834322364006086e-07,2.7692028553655118e-08,0.000108541292932152,2.1983567949367585e-06,0.000229590927963323,1.0727727447939373e-07,5.321851897306283e-08,2.2061017679301607e-05,1.0185670478312554e-07,0.00022367306899350766,2.9908411459550243e-07,0.00023951008792494197,0.04615806410840498,3.322975911261525e-07,0.900049,4e-12,1.700442852575111e-16,1.7005934184036515e-16,1.6645930385626327e-17,1.661521713219307e-17,6.524037271838613e-14,6.51247757592912e-14,1.3279954790603218e-14,1.3236610607580965e-14,1.3261160679875504e-15,1.319014076962055e-15,3.2161218976846436e-17,3.1931111383837696e-17,1.3878236813597677e-13,1.377545567779938e-13,1.3521248756949954e-13,1.3420384139610459e-13,6.533157155933072e-17,6.436636468763624e-17,6.203712862491118e-17,6.111402286987532e-17
3.36,2.9716605396684303e-05,0.0002999722312050686,0.0028608455571697356,2.779695109915905e-05,1.1755940075584561,0.02398213395788382,5.830846033318555e-05,1.1989724445699999,0.0005687029954179612,2.6292444688703e-07,0.11977369095197406,0.00027777676683688845,2.8339460331572313e-07,2.776879493122725e-08,0.000108830173928799,2.2161541303751156e-06,0.00023217074811395403,1.0971399529891845e-07,5.3795930937186983e-08,2.2169437229858473e-05,1.041871000912628e-07,0.00022620486092584855,3.059262891485774e-07,0.00024220226531114595,0.04628589388234406,3.398995934094448e-07,0.900049,4e-12,1.7002171210364804e-16,1.7003676198943388e-16,1.6691976808915348e-17,1.666127695873635e-17,6.541361220498787e-14,6.52981043572794e-14,1.3345056192765391e-14,1.3301662337915084e-14,1.336828341298044e-15,1.3296924782250693e-15,3.250938380004478e-17,3.227755856231219e-17,1.4033850003079698e-13,1.3930244886837242e-13,1.3673971071110206e-13,1.3572291655550912e-13,6.681238701941689e-17,6.582839717935107e-17,6.345346572590572e-17,6.251226005475767e-17
