E_1_task1,I_2_task1,T_3_task1,_1_task1
18503.560922347733,8451.575149702048,10557.247714728115,495.0
18481.029413314114,8450.252880900069,10693.691567150609,496.0
18466.03398913212,8452.531795778832,10836.017762533593,497.0
18458.628987113705,8458.396195164445,10983.744662214416,498.0
18458.841966969696,8467.82317353675,11136.351528656933,499.0
18466.675537151343,8480.78103979083,11293.281145308543,500.0
18482.104214212686,8497.210363592847,11453.936597250704,501.0
18505.0728684381,8517.081768154694,11617.680440028676,502.0
18535.494779347064,8540.301771887109,11783.833994607952,503.0
18573.250180235013,8566.794416576335,11951.678260950144,504.0
18618.18628312529,8596.461321272347,12120.45669939309,505.0
18670.119631600024,8629.192316236204,12289.381111860632,506.0
18728.83230865088,8664.862217119937,12457.631093771135,507.0
18794.06937865515,8703.329705437374,12624.357466522464,508.0
18865.550157967846,8744.44224799176,12788.694195578142,509.0
18942.94787229842,8788.02718462393,12949.748543241307,510.0
19025.903243376553,8833.896539693738,13106.620957414842,511.0
19114.01989574019,8881.846127799432,13258.403689998735,512.0
19206.873074906573,8931.658988391662,13404.19942214461,513.0
19304.00744397545,8983.104303184531,13543.126260348581,514.0
19404.938091331176,9035.93815607288,13674.326266001206,515.0
19509.152265425186,9089.904007826528,13796.969017118818,516.0
19616.11208835889,9144.733865462831,13910.268339927366,517.0
19725.25844289539,9200.150265092783,14013.49045643412,518.0
19836.013250422584,9255.86739921816,14105.959310731168,519.0
19947.782401249257,9311.592492057773,14187.06557513014,520.0
20059.963320054732,9367.029515086875,14256.281602413197,521.0
20171.946845837232,9421.880324152717,14313.165706117159,522.0
20283.123364125007,9475.84782294078,14357.370947689953,523.0
20392.88547956179,9528.636898003133,14388.642503363888,524.0
20500.63413842739,9579.957781585,14406.830941889959,525.0
20605.781936209452,9629.52762971477,14411.884215224794,526.0
20707.759200657587,9677.073505819082,14403.855402913525,527.0
20806.017826251864,9722.334532684668,14382.901765887464,528.0
20900.036605717454,9765.065170124206,14349.280927869067,529.0
20989.32493222912,9805.036034667139,14303.35298364067,530.0
21073.426360886555,9842.035601880312,14245.567127653345,531.0
21151.92287290705,9875.87480315349,14176.465129010081,532.0
21224.436662231117,9906.388662601583,14096.66345238083,533.0
21290.633642502904,9933.42976685288,14006.853005720333,534.0
21350.22508304366,9956.870306841834,13907.784238596581,535.0
21402.969533499127,9976.624058469555,13800.261810644355,536.0
21448.6727169867,9992.640210542166,13685.129526973546,537.0
21487.18831428534,10004.846197329733,13563.262406718835,538.0
21518.418054402176,10013.23449758518,13435.557691102184,539.0
21542.311191738136,10017.813632782738,13302.924424876175,540.0
21558.86339394647,10018.619194387229,13166.27361015148,541.0
21568.115245463956,10015.698021291777,13026.50939472963,542.0
21570.150284589014,10009.139524291137,12884.520503679927,543.0
21565.092837651646,9999.042825420178,12741.172953950749,544.0
21553.105553410034,9985.519526700351,12597.303733842331,545.0
21534.386711012095,9968.71943792217,12453.71527913501,546.0
21509.167326416267,9948.792199070835,12311.170815506377,547.0
21477.708167654502,9925.904023262447,12170.390724901436,548.0
21440.29671441866,9900.247223200668,12032.049869414423,549.0
21397.24406765525,9872.011462868883,11896.775757593427,550.0
21348.88190389437,9841.393200810438,11765.147496290338,551.0
21295.559461459015,9808.617725950631,11637.695453852011,552.0
21237.64064161412,9773.890294312005,11514.901581775372,553.0
21175.501204292923,9737.428883834422,11397.200283589205,554.0
21109.526102513864,9699.468318657633,11284.979740335293,555.0
21040.106985606693,9660.219355946629,11178.583604821793,556.0
20967.63984197021,9619.907673192105,11078.312982589656,557.0
20892.522854087125,9578.759735594813,10984.42861279742,558.0
20815.154323491097,9536.98388506217,10897.153284656873,559.0
20735.930864937804,9494.796277533811,10816.674174063453,560.0
20655.245913040544,9452.40563681609,10743.145074258637,561.0
20573.48821058072,9410.012841139269,10676.688771020403,562.0
20491.04032741374,9367.81256727739,10617.399502423705,563.0
20408.2770075811,9325.992426695753,10565.346039599783,564.0
20325.56573369695,9284.732626804464,10520.570700958715,565.0
20243.2642736924,9244.20500199434,10483.093958090678,566.0
20161.719882366036,9204.572813101837,10452.916139821622,567.0
20081.27031670694,9165.991241762571,10430.015432109658,568.0
20002.240665432913,9128.606307910295,10414.354176781208,569.0
19924.944488061643,9092.555463264885,10405.876591880535,570.0
19849.683230920036,9057.967373108473,10404.509865816588,571.0
19776.745012874348,9024.9619688251,10410.16622574728,572.0
19706.40535650522,8993.650488444087,10422.741435493943,573.0
19638.92564338248,8964.13553663757,10442.11712894405,574.0
19574.55346592252,8936.51126154813,10468.159709054935,575.0
19513.52182986554,8910.863439425788,10500.72129697969,576.0
19456.049654250346,8887.269542858876,10539.637467575425,577.0
19402.340555451254,8865.798836901513,10584.729645819614,578.0
19352.58332867332,8846.512692688426,10635.801965843217,579.0
19306.951206023892,8829.464428738924,10692.642732786824,580.0
19265.60134446688,8814.699235834674,10755.02325534984,581.0
19228.674585400047,8802.2545241083,10822.697490894307,582.0
19196.295004485502,8792.159806258425,10895.401732256918,583.0
19168.569788890974,8784.43680832557,10972.854334404552,584.0
19145.58827330954,8779.098813422574,11054.754295154222,585.0
19127.422094997673,8776.151624736345,11140.78207034462,586.0
19114.124558588668,8775.59302759593,11230.598691120616,587.0
19105.730037294034,8777.41169976864,11323.846353214192,588.0
19102.25394911365,8781.58911601881,11420.146335597947,589.0
19103.69213985617,8788.097954029814,11519.101551845612,590.0
19110.0205612401,8796.901869198566,11620.298554457437,591.0
19121.19480548768,8807.956609142473,11723.30066942682,592.0
19137.150248613023,8821.208942742547,11827.659000282301,593.0
19157.80146718733,8836.596836966568,11932.908499473997,594.0
19183.04180432444,8854.049382215167,12038.564911777945,595.0
19212.744458212903,8873.486258052499,12144.139692446399,596.0
19246.76145493546,8894.81832503346,12249.128604117981,597.0
19284.924320553604,8917.947126315234,12353.023862807315,598.0
19327.04452267166,8942.766711889173,12455.311326722815,599.0
19372.91335243306,8969.162964115858,12555.47383889954,600.0
