Time,E,I,T,a,b,c,aa,g2,s1,s2,u2,p1,g1,p2,g3,u3,tumor_microenvironment,tumor_growth,tumor_death,tumor_killing,immune_death,immune_stimulation_tumor,immune_stimulation_IL2,immune_injection,IL2_injection,IL2_loss,IL2_production
0.0,10.0,0.0,50.0,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,9.0,4.5e-07,0.004997501249375313,0.3,2.5,0.0,0.0,0.0,0.0,2.380952380952381
1.0,12.403969461413155,0.3373562502357919,59.854186974566545,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,10.773753655421977,6.448542657095469e-07,0.00741985398042768,0.3721190838423946,2.9927093487283276,2.6048864554609202e-08,0.0,0.0,3.373562502357919,3.502507781233366
2.0,15.268878724301791,0.49206109576193674,71.6485939108188,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,12.896746903947385,9.240337816915359e-07,0.010932104212956952,0.4580663617290537,3.5824296955409403,4.6769800795267015e-08,0.0,0.0,4.920610957619368,5.104255711280674
3.0,18.685831327774885,0.7119546227746716,85.76443311960936,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,15.437597961529685,1.3239968378990306e-06,0.016012064655469997,0.5605749398332466,4.288221655980468,8.281406041588435e-08,0.0,0.0,7.119546227746715,7.379960525096276
4.0,22.763807035830155,1.0229193918977852,102.65747179821585,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,18.478344923678854,1.896940172880267e-06,0.023344783623343128,0.6829142110749046,5.132873589910793,1.449524769098177e-07,0.0,0.0,10.229193918977852,10.596558489690285
5.0,27.633152837588224,1.4603594278373362,122.87246395445273,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,22.11704351180149,2.717575631682891e-06,0.03391186741278137,0.8289945851276467,6.143623197722636,2.5120571869604945e-07,0.0,0.0,14.603594278373361,15.119052630549536
6.0,33.449747308847485,2.072318921981632,147.06031139850722,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,26.4708560517313,3.892812333952665e-06,0.04911906790019483,1.0034924192654244,7.353015569925361,4.315078934544908e-07,0.0,0.0,20.72318921981632,21.44233483871061
7.0,40.39996469498544,2.9233832036821497,175.99844216033702,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,31.679719588860664,5.5755812957157895e-06,0.07097838763998363,1.2119989408495633,8.799922108016851,7.352008919475381e-07,0.0,0.0,29.233832036821497,30.231038557279916
8.0,48.7065872769246,4.099462091751025,210.61496998097695,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,37.91069459657585,7.984559804415807e-06,0.10236776234013022,1.461197618307738,10.530748499048848,1.242950526026534e-06,0.0,0.0,40.994620917510254,42.36828666246587
9.0,58.63583966477875,5.713501717040704,252.0172784649365,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,45.36311012368857,1.1432287556077203e-05,0.14740097141165662,1.7590751899433625,12.600863923246827,2.085473821247196e-06,0.0,0.0,57.13501717040704,59.013741211870034
10.0,70.50574762694012,7.9121050793237,301.52575917101143,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,54.27463665078206,1.636520101985786e-05,0.21195389519973504,2.1151724288082034,15.076287958550573,3.4726079286239668e-06,0.0,0.0,79.121050793237,81.67068123443698
11.0,84.69605604744821,10.882959215845098,360.71351658075884,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,64.92843298453658,2.3420563387930325e-05,0.3044120667032594,2.5408816814234463,18.03567582903794,5.737851557837776e-06,0.0,0.0,108.82959215845098,112.26100073645766
12.0,101.65997535946866,14.862884040171794,431.45292770162877,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,77.66152698629317,3.3507293188015244e-05,0.4367306528014995,3.04979926078406,21.57264638508144,9.405721657650774e-06,0.0,0.0,148.62884040171795,153.20620451467846
13.0,121.93806341989793,20.1462624639013,515.970002438219,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,92.87460043887941,4.792050781489723e-05,0.6259341961138143,3.6581419025969377,25.79850012191095,1.5292296127601412e-05,0.0,0.0,201.46262463901303,207.51196520671422
14.0,146.17458832774705,27.093615829605557,616.9075139746282,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,111.04335251543307,6.850347854370408e-05,0.8962330896426189,4.385237649832411,30.84537569873141,2.465344502521353e-05,0.0,0.0,270.93615829605557,278.85392674645624
15.0,175.1367534762921,36.140181768072964,737.3978270159847,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,132.73160886287724,9.787599995182129e-05,1.2820011657023116,5.2541026042887635,36.869891350799236,3.940090510522993e-05,0.0,0.0,361.40181768072966,371.66347118627954
16.0,209.73719951529515,47.804544165090334,881.1462280388928,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,158.6063210470007,0.00013975536153369033,1.8319492704274722,6.292115985458854,44.057311401944645,6.241413614367189e-05,0.0,0.0,478.04544165090334,491.21418494140073
17.0,251.06021776580118,62.697633897520724,1052.5252864826575,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,189.45455156687834,0.00019940570616337205,2.6149492739465012,7.531806532974035,52.626264324132876,9.798668090605508e-05,0.0,0.0,626.9763389752072,643.7124779134384
18.0,300.392114020289,81.53269388706157,1256.680310419423,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,226.20245587549613,0.0002842641724672543,3.7281180257666287,9.01176342060867,62.83401552097115,0.00015246069825711238,0.0,0.0,815.3269388706157,836.3986102763544
19.0,359.25612182032773,105.13703038309217,1499.6451575893868,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,269.93612836608963,0.00040480840776263344,5.307966373534787,10.777683654609831,74.98225787946934,0.00023512399716277784,0.0,0.0,1051.3703038309218,1077.666367537072
20.0,429.45251602772885,134.46657249116137,1788.4677588488792,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,321.92419659279824,0.0005757510463995479,7.545667950241385,12.883575480831865,89.42338794244397,0.0003594727071871232,0.0,0.0,1344.6657249116138,1377.211510577393
21.0,513.102179792509,170.62302239312402,2131.334325176255,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,383.64017853172584,0.0008176654810214139,10.707705870488688,15.393065393775268,106.56671625881275,0.0005449757040664571,0.0,0.0,1706.2302239312403,1746.20812495481
22.0,612.7001162537573,214.8772110251108,2537.7114158568716,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,456.78805485423686,0.0011591962614306518,15.163748615453715,18.38100348761272,126.88557079284358,0.0008195453887102972,0.0,0.0,2148.7721102511077,2197.545102950956
23.0,731.1635468906541,268.6920258683131,3018.4416894039978,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,543.3195040927196,0.0016399782418197709,21.423101490519283,21.93490640671962,150.9220844701999,0.0012229334666045348,0.0,0.0,2686.920258683131,2746.0576789339657
24.0,871.899262963796,333.7549314821202,3585.869541751559,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,645.4565175152807,0.0023145228666830767,30.182852394527888,26.15697788891388,179.29347708757797,0.001811448996340177,0.0,0.0,3337.5493148212017,3408.859521702994
25.0,1038.8556756727467,412.0059434778412,4253.872226771144,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,765.6970008188058,0.00325717720590508,42.38844286527211,31.1656702701824,212.6936113385572,0.002664336701007743,0.0,0.0,4120.059434778412,4205.6212214773805
26.0,1236.58736064276,505.67167537954685,5037.867448300849,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,906.8161406941528,0.004568419516796876,59.30968861519093,37.097620819282795,251.89337241504245,0.0038924389201929876,0.0,0.0,5056.716753795468,5158.910214992858
27.0,1470.3104516498202,617.2955102520974,5954.710514353865,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,1071.8478925836955,0.0063825439157561645,82.63222147747241,44.1093135494946,297.73552571769324,0.005649735474171928,0.0,0.0,6172.955102520974,6294.491400996137
28.0,1745.9483177470872,749.7636038158669,7022.466049349624,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,1264.0438888829324,0.00887670529456826,114.5634485720442,52.37844953241262,351.1233024674812,0.008148521456629,0.0,0.0,7497.636038158669,7641.57972740314
29.0,2070.1615145303563,906.322977195125,8260.014352197331,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,1486.8025833955196,0.01228101067773106,157.94902599733712,62.10484543591068,413.00071760986657,0.011679033297034984,0.0,0.0,9063.22977195125,9233.011511115916
30.0,2450.352308180155,1090.5871008952583,9686.44953678321,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,1743.5609166209777,0.016888914833156576,216.39148756080172,73.51056924540465,484.3224768391605,0.01663430125147113,0.0,0.0,10905.871008952583,11105.285201988612
31.0,2894.6335124546595,1306.523785836629,11320.23364251703,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,2037.6420556530654,0.02306658414981139,294.3573382685686,86.83900537363978,566.0116821258515,0.02354083657410783,0.0,0.0,13065.23785836629,13298.419746426162
32.0,3411.749876513003,1558.4195457151611,13178.079788468262,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,2372.054361924287,0.031259121644022426,397.25282647502655,102.35249629539008,658.9039894234131,0.03309535831407751,0.0,0.0,15584.19545715161,15855.571685932237
33.0,4010.940685458143,1850.8147892905347,15273.565919202356,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,2749.241865456424,0.04199072685987955,531.4433232706186,120.32822056374428,763.6782959601178,0.046207063378277693,0.0,0.0,18508.14789290535,18822.35499629154
34.0,4701.730741083324,2188.4034368213174,17615.487221931806,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,3170.787699947725,0.05585497021188769,704.1868358223588,141.0519222324997,880.7743610965904,0.06404378343036173,0.0,0.0,21884.034368213175,22245.79910348496
35.0,5493.642000811309,2575.892745354293,20206.023140190668,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,3637.08416523432,0.07349100680554572,923.4533719068064,164.80926002433927,1010.3011570095334,0.08807883370082278,0.0,0.0,25758.92745354293,26172.90772967595
36.0,6395.822939609578,3017.8224021568676,23038.810708484936,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,4146.985927527288,0.09554162379505203,1197.607106100621,191.8746881882873,1151.940535424247,0.12013344740701484,0.0,0.0,30178.224021568676,30648.802850017888
37.0,7416.59332369764,3518.3403120874277,26097.074288842385,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,4697.473371991629,0.12259031155872449,1534.9395537545477,222.49779971092917,1304.8537144421193,0.16240719776075346,0.0,0.0,35183.403120874274,35714.44372102699
38.0,8562.8941455112,4080.930144591296,29351.877629471364,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,5283.337973304845,0.15507588966758307,1943.04888123168,256.886824365336,1467.5938814735682,0.2174855887751598,0.0,0.0,40809.30144591296,41403.86703277886
39.0,9839.720359206505,4708.128886317122,32760.97009575638,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,5896.974617236148,0.1931906090907079,2428.1141076783497,295.19161077619515,1638.0485047878192,0.28831565969719125,0.0,0.0,47081.28886317122,47741.33911499907
40.0,11249.501388313916,5401.216256018611,36268.14902388616,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,6528.266824299509,0.23676815405138663,2994.086260937368,337.4850416494175,1813.4074511943081,0.37813504186563524,0.0,0.0,54012.16256018611,54738.2421024299
41.0,12791.479581281026,6159.900874460625,39803.3086361238,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,7164.595554502284,0.285174608108855,3641.8537919698897,383.74438743843075,1990.16543180619,0.4903431596954947,0.0,0.0,61599.00874460625,62389.94173571159
42.0,14461.146893076488,6982.032371836496,43283.52302661388,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,7791.034144790498,0.3372234058071746,4368.467296979152,433.8344067922946,2164.176151330694,0.6283076752634508,0.0,0.0,69820.32371836496,70672.94354172608
43.0,16249.769830495998,7863.354900870527,46615.08194188099,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,8390.714749538578,0.39113385560069025,5166.483162254395,487.4930949148799,2330.7540970940495,0.7951036184389507,0.0,0.0,78633.54900870527,79542.48121528621
44.0,18144.053004613696,8797.326666701505,49696.55709189543,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,8945.380276541178,0.444554601621844,6023.4983592082845,544.3215901384109,2484.827854594772,0.9931924074360416,0.0,0.0,87973.26666701505,88930.78916460686
45.0,20125.992497357896,9775.031331479104,52422.85660370519,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,9436.114188666934,0.4946680610086747,6921.940988413364,603.7797749207368,2621.1428301852598,1.2240597289513426,0.0,0.0,97750.31331479104,98746.31251214903
46.0,22172.946356857155,10785.192655232246,54690.122526109626,0.18,1e-09,0.05,1.0,100000.0,0.0,0.0,0.03,0.1245,20000000.0,5.0,1000.0,10.0,1.0,9844.222054699732,0.538381710345759,7839.163439906749,665.1883907057146,2734.5061263054813,1.4878410436355953,0.0,0.0,107851.92655232246,108873.98860119603
