Time,L_c,L_e,L_n,L_m,H_m,H_e,H_c,k_mi,k_mo,k_i,k_e,k_b,k_dl,k_dh,B_T,V_c,V_e,V_m,V_n,v0,v1,v2,D,k_om,k_cm,alpha,k_oc,k_cc,breast_cancer_cell
0.0,0.0,0.0,0.0,10.00015045,0.0,0.0,0.0,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
0.45,0.0007379381995339397,0.40798271401664726,9.63894175633684e-06,9.999442386902846,0.0007018938186595283,2.873215917890759e-05,1.4373467863157643e-08,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
0.9,0.002886699896042163,0.7966286241010259,7.53582568737184e-05,9.998734697933116,0.0014036442048461055,0.00011256688763109554,1.1307702763471447e-07,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
1.35,0.006353004045144486,1.1668665563610783,0.0002485769624526463,9.998027372116898,0.002105251234517011,0.0002481111994066647,3.7533885117137656e-07,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
1.8,0.011049046710652766,1.5195804853203898,0.0005759389737393064,9.997320399005902,0.0028067149809586317,0.000432163085910077,8.751173017251996e-07,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
2.25,0.016892196604735975,1.8556117090695223,0.0010996364197306855,9.996613768652082,0.0035080355149304256,0.0006617012625702067,1.6814109505666655e-06,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
2.7,0.02380470713296312,2.175760894614006,0.001857715789865698,9.995907471583763,0.004209212904799378,0.000933875468170229,2.858552033590281e-06,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
3.15,0.03171344282233838,2.4807900647623202,0.0028843631451105434,9.99520149878245,0.004910247216670903,0.0012459972095802533,4.466483617250717e-06,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
3.6,0.04054962199423918,2.7714244921719797,0.004210169299981339,9.99449584166071,0.005611138514513139,0.001595531031912027,6.561019477399362e-06,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
4.05,0.050248574054831435,3.0483544784971164,0.005862380751133763,9.993790492041398,0.0063118868602722,0.0019800862850548025,9.194089570379973e-06,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
4.5,0.06074950919518152,3.3122370298124655,0.007865137252031236,9.993085442138085,0.007012492313980644,0.0023974093049966686,1.2413972848023366e-05,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
4.95,0.07199529966599724,3.5636974637028054,0.010239694717297108,9.992380684536293,0.007712954933861477,0.002845375969394014,1.626551755129247e-05,1.3974e-06,0.085551,0.02211,0.0078915,0.00038085,0.055522,1.5639e-07,89.972,829.0,30089547.30276083,1999969910452.6973,326.0,1.5045e-05,0.36295516433955255,0.39324487334137515,10.0,0.00015599,0.00029553,24125.0,0.00012913,0.00031578,1.0
