L_c_1_task1,L_e_2_task1,L_n_3_task1,_1_task1
0.0,0.0,0.0,0.0
0.0007379381995339397,0.40798271401664726,9.63894175633684e-06,0.45
0.002886699896042163,0.7966286241010259,7.53582568737184e-05,0.9
0.006353004045144486,1.1668665563610783,0.0002485769624526463,1.35
0.011049046710652766,1.5195804853203898,0.0005759389737393064,1.8
0.016892196604735975,1.8556117090695223,0.0010996364197306855,2.25
0.02380470713296312,2.175760894614006,0.001857715789865698,2.7
0.03171344282233838,2.4807900647623202,0.0028843631451105434,3.15
0.04054962199423918,2.7714244921719797,0.004210169299981339,3.6
0.050248574054831435,3.0483544784971164,0.005862380751133763,4.05
0.06074950919518152,3.3122370298124655,0.007865137252031236,4.5
0.07199529966599724,3.5636974637028054,0.010239694717297108,4.95
0.08393227327552659,3.8033309488533127,0.013004632868641786,5.4
0.0965100183284627,4.031703972641573,0.01617604985640509,5.8500000000000005
0.10968119932453636,4.249355730107481,0.019767745331663197,6.3
0.12340138249142536,4.45679944184643,0.023791392524182525,6.75
0.1376288710214486,4.654523607255297,0.02825669905073174,7.2
0.15232455202941486,4.842993182260103,0.033171554310970325,7.65
0.16745174238146088,5.022650760112504,0.03854217847201985,8.1
0.18297604871286965,5.19391765826125,0.04437325539578438,8.55
0.1988652464834401,5.357194876243094,0.050668044460405307,9.0
0.21508913408240718,5.5128642186088435,0.0574285204367928,9.450000000000001
0.23161944084314678,5.6612890547376935,0.0646554530345434,9.9
0.24842970606768547,5.802815268081037,0.07234851949834503,10.35
0.26549516694266484,5.937772150170909,0.08050640687142675,10.8
0.2827926672469134,6.06647314553155,0.08912689187407058,11.25
0.30030056153507373,6.1892166295432505,0.09820692581826876,11.700000000000001
0.31799861900206006,6.306286687906476,0.1077427197962791,12.15
0.33586794830113653,6.417953748562672,0.11772980736351688,12.6
0.3538909184646019,6.524475239230137,0.12816311166106728,13.05
0.3720510769556922,6.626096265558811,0.13903701558881407,13.5
0.39033308844064274,6.7230501404002325,0.15034541010954877,13.950000000000001
0.40872267436853,6.815558904194529,0.16208174224493832,14.4
0.4272065084112014,6.903834170576453,0.1742391082470724,14.85
0.4457722402131901,6.988077030652465,0.18681021482926213,15.3
0.46440831747449607,7.068479436059628,0.19978754784527294,15.75
0.48310404506607474,7.145223842388947,0.21316329746496965,16.2
0.5018494893103592,7.218483989842694,0.22692944223840894,16.650000000000002
0.5206353984846016,7.2884255623730185,0.24107781694650865,17.1
0.5394532608646095,7.355205833839069,0.2556000398329983,17.55
0.5582951265090266,7.418975060622468,0.27048768020521863,18.0
0.5771537058804316,7.479875811902014,0.28573214729850055,18.45
0.5960222122945965,7.538044226016207,0.3013248338341956,18.900000000000002
0.6148944179066501,7.593609640498575,0.3172570510651458,19.35
0.6337645572038402,7.646695398178449,0.3335201100606578,19.8
0.6526273297121548,7.697418880060535,0.3501053093088237,20.25
0.6714778658335064,7.74589182684359,0.3670039568982458,20.7
0.6903116758952892,7.792220792123264,0.3842074083976307,21.150000000000002
0.7091246735633288,7.836507013290792,0.40170703501271354,21.6
0.7279130841856345,7.878847182348158,0.4194942998388564,22.05
0.7466734992071673,7.919333069075148,0.43756069785572016,22.5
0.7654027792765277,7.958052340102697,0.45589783577004167,22.95
0.7840980941430168,7.995088285297574,0.4744973875265404,23.400000000000002
0.8027568670455715,8.030520315739375,0.49335113505090694,23.85
0.8213767689425706,8.064424052060065,0.5124509657846945,24.3
0.8399557085652941,8.096871448589205,0.5317888735714742,24.75
0.8584918001479975,8.127931102889383,0.5513569785470548,25.2
0.8769833883252889,8.157668082611544,0.5711474998033707,25.650000000000002
0.8954289563555521,8.186144743212793,0.5911528233913923,26.1
0.913827148831573,8.213420572175758,0.6113654769915293,26.55
0.9321768656488676,8.239551423383912,0.6317780472105698,27.0
0.95047707615721,8.264591140230277,0.652383323273076,27.45
0.968726841004939,8.288591405919613,0.6731742726323097,27.900000000000002
0.9869253815505121,8.31160118373633,0.6941439788175394,28.35
1.0050721869105832,8.333665828101623,0.7152855502727741,28.8
1.0231666301094788,8.35483042810517,0.7365924187590116,29.25
1.0412082347816318,8.375137544053944,0.7580581211286803,29.7
1.0591967351542002,8.394626695876955,0.7796762506985622,30.150000000000002
1.0771318885357761,8.413336050150992,0.8014405932251744,30.6
1.0950134768788566,8.431302438661193,0.8233451198152343,31.05
1.1128413882253931,8.448560662681139,0.8453839210975578,31.5
1.1306156524891773,8.465143167022163,0.8675511819946418,31.95
1.1483362614188177,8.481081758658698,0.8898412942607191,32.4
1.1660032885855256,8.49640650600609,0.9122487733178906,32.85
1.1836168834036727,8.511145786175753,0.9347682637770862,33.300000000000004
1.2011772296280476,8.525326738126276,0.9573945549852372,33.75
1.218684530194451,8.538975440114468,0.9801225845226988,34.2
1.236139032203361,8.552116668251701,1.0029474231155147,34.65
1.2535410571371208,8.564773607820012,1.0258642557850934,35.1
1.270890898501782,8.576968924716303,1.0488684286110406,35.550000000000004
1.2881888865891191,8.588724120274398,1.0719554131637652,36.0
1.3054354039448517,8.600059402504789,1.0951207933847535,36.45
1.3226308493646004,8.610994067826018,1.1183602811428899,36.9
1.3397756091044715,8.6215468105996,1.141669727888576,37.35
1.3568700957639666,8.631735353617453,1.1650451000436763,37.800000000000004
1.373914780380651,8.64157612583066,1.1884824618391225,38.25
1.3909100921209134,8.65108533262729,1.211978017430475,38.7
1.407856484347463,8.660278283432358,1.2355280772155421,39.15
1.4247544309372473,8.669169426472987,1.2591290602016068,39.6
1.4416044144830114,8.677772505097494,1.282777493400983,40.050000000000004
1.4584069062926917,8.686100812003897,1.3064700127735818,40.5
1.4751623863572958,8.694166965119692,1.3302033568582783,40.95
1.491871354704712,8.701982754815846,1.3539743677794247,41.4
1.508534291341185,8.709559699865732,1.3777799845967407,41.85
1.525151681048167,8.716908722547204,1.4016172439022079,42.300000000000004
1.5417240228451552,8.724040038699071,1.425483277486615,42.75
1.558251816737208,8.730963345260191,1.4493753094749446,43.2
1.5747355348292493,8.73768821422059,1.473290652791031,43.65
1.5911756510497783,8.744223712727228,1.4972267081367947,44.1
1.6075726297279194,8.750578566466885,1.5211809612061191,44.550000000000004
1.623926924454755,8.756761187316494,1.5451509803298218,45.0
1.6402391178636295,8.762777849582635,1.5691344184749259,45.45
1.656509601625249,8.76863690695562,1.593129001036874,45.9
1.6727388215245667,8.774345585349568,1.6171325310923965,46.35
1.6889272104732604,8.779910875683042,1.6411428850097922,46.800000000000004
1.7050751869061525,8.785339567637434,1.6651580100795336,47.25
1.721183238051804,8.790637126166121,1.6891759325041813,47.7
1.7372518583827359,8.795808542612075,1.7131947477122584,48.15
1.7532814029554546,8.80086034629284,1.7372126002840096,48.6
1.7692722773195086,8.805798027006986,1.7612277049570624,49.050000000000004
1.785224875096117,8.810626898035808,1.7852383368339202,49.5
1.8011395771339092,8.815352119548459,1.8092428291052478,49.95
1.8170168962594448,8.819976566679676,1.833239619511192,50.4
1.8328571579163715,8.824505568128135,1.857227141440826,50.85
1.8486607363595595,8.828943420539147,1.881203901004342,51.300000000000004
1.8644280012165726,8.833294190494513,1.9051684571503333,51.75
1.880159313203183,8.837561788845392,1.9291194182374587,52.2
1.8958550419813518,8.841749617146057,1.9530554643317612,52.65
1.911515558681112,8.845860729091234,1.9769753354236088,53.1
1.9271411919888481,8.849898732534374,2.000877770636642,53.550000000000004
1.9427322788060604,8.853866769184284,2.0247615746464622,54.0
1.9582891483327625,8.857767847570406,2.0486255945466993,54.45
1.9738121219890299,8.86160485406805,2.072468718019469,54.9
1.989301516425605,8.865380219295169,2.096289927209562,55.35
2.0047576369250697,8.869096656579442,2.1200881793154793,55.800000000000004
2.0201807818148625,8.872756671895726,2.143862485752782,56.25
2.03557124169663,8.876362652116196,2.1676118978423755,56.7
2.0509292991822354,8.87991689673487,2.191335501635262,57.15
2.066255233729127,8.883421475833153,2.2150324324094375,57.6
2.081549321518847,8.886878241382977,2.2387018728917445,58.050000000000004
2.096811819331207,8.890289333636098,2.26234299893196,58.5
2.112042981589456,8.893656661385531,2.285955034088691,58.95
2.1272430551803683,8.896982069748441,2.309537231242677,59.4
2.14241227944692,8.900267347937847,2.333088871193473,59.85
2.157550909622732,8.903513721640792,2.356609299865331,60.300000000000004
2.1726591693348287,8.906722904908785,2.3800978486867495,60.75
2.187737280176254,8.909896457581459,2.4035538819060926,61.2
2.2027854599930494,8.913035830559842,2.426976792378938,61.65
2.2178039205271878,8.91614242523975,2.450365996294672,62.1
2.2327928717289645,8.919217471339477,2.4737209452828672,62.550000000000004
2.2477525238698006,8.922261971343115,2.497041131558552,63.0
2.2626830691947912,8.92527726459065,2.52032602831648,63.45
2.2775847003694056,8.928264477042578,2.543575146568657,63.9
2.292457605219783,8.931224689002535,2.5667880169576778,64.35000000000001
