Time,I,U,V,m,K,xi,gamma,compartment,Tumor_Growth,Conversion_Uninfected_to_Infected,Tumor_Cell_Death,Viral_Decay
12.0,131.8646445962525,61.34485732835771,11.392073938945709,0.1,100.0,0.01,0.1,1.0,2.9976707035112145,3.6170330314883476,1.3186464459625251,1.1392073938945708
13.0,134.14658134829594,60.74589213956376,11.573897072889585,0.1,100.0,0.01,0.1,1.0,3.0280048905028516,3.607459491081676,1.3414658134829593,1.1573897072889585
14.0,136.39756064201168,60.1843128554167,11.759981088010086,0.1,100.0,0.01,0.1,1.0,3.055909349573897,3.6003644099151466,1.363975606420117,1.1759981088010087
15.0,138.6201332979527,59.65559862926903,11.949638439580026,0.1,100.0,0.01,0.1,1.0,3.0817019419131495,3.5953105687090905,1.3862013329795269,1.1949638439580026
16.0,140.81642610822217,59.15591954284742,12.142269272198071,0.1,100.0,0.01,0.1,1.0,3.1056474652588446,3.591932183398358,1.4081642610822218,1.2142269272198072
17.0,142.9882112793648,58.68202329242985,12.33734929363716,0.1,100.0,0.01,0.1,1.0,3.127967516729566,3.589923025345228,1.429882112793648,1.233734929363716
18.0,145.13695894274886,58.231151318665965,12.534420173379173,0.1,100.0,0.01,0.1,1.0,3.148847926106934,3.5890273891494444,1.4513695894274887,1.2534420173379175
19.0,147.26389926185283,57.80093602462794,12.733078941178707,0.1,100.0,0.01,0.1,1.0,3.168446259499775,3.5890301730543883,1.4726389926185284,1.2733078941178708
20.0,149.37004978088842,57.38936045416345,12.932972168112295,0.1,100.0,0.01,0.1,1.0,3.186895793727138,3.5897519762495085,1.4937004978088844,1.2932972168112296
21.0,151.45625737623467,56.99468954690597,13.133788523930246,0.1,100.0,0.01,0.1,1.0,3.204310343431366,3.5910424516906896,1.5145625737623467,1.3133788523930248
22.0,153.52322154508505,56.61543508974414,13.335253910643136,0.1,100.0,0.01,0.1,1.0,3.2207871824137593,3.592776380479343,1.5352322154508506,1.3335253910643137
23.0,155.5715212594287,56.25031255821045,13.537126386321313,0.1,100.0,0.01,0.1,1.0,3.2364100426534015,3.594849391333906,1.555715212594287,1.3537126386321314
24.0,157.6016344829165,55.89821154299778,13.739192081710843,0.1,100.0,0.01,0.1,1.0,3.251251279714755,3.597174797588072,1.576016344829165,1.3739192081710845
25.0,159.61395689902696,55.55816649157721,13.941261413032016,0.1,100.0,0.01,0.1,1.0,3.265373839278725,3.5996806207176917,1.5961395689902695,1.3941261413032018
26.0,161.60881484142325,55.229336546875395,14.143166297695714,0.1,100.0,0.01,0.1,1.0,3.2788326892570896,3.602307464312824,1.6160881484142327,1.4143166297695715
27.0,163.5864770400685,54.91098734577147,14.344757593495121,0.1,100.0,0.01,0.1,1.0,3.2916760569095858,3.6050066068666777,1.635864770400685,1.434475759349512
28.0,165.5471660653755,54.6024733022046,14.54590260468542,0.1,100.0,0.01,0.1,1.0,3.3039465483483466,3.6077381771344683,1.6554716606537552,1.4545902604685421
29.0,167.4910662466762,54.30322529739999,14.746483228634704,0.1,100.0,0.01,0.1,1.0,3.31568196979556,3.6104698436287075,1.6749106624667622,1.4746483228634704
30.0,169.41833225494887,54.01273724432927,14.94639400930759,0.1,100.0,0.01,0.1,1.0,3.3269161295887013,3.6131754378840153,1.6941833225494887,1.494639400930759
31.0,171.32909150058924,53.730562467044855,15.145541277129924,0.1,100.0,0.01,0.1,1.0,3.3376792077218322,3.615834456961644,1.7132909150058924,1.5145541277129926
32.0,173.22345270924646,53.45629992623527,15.343841289390468,0.1,100.0,0.01,0.1,1.0,3.347998479288977,3.618430726387784,1.7322345270924646,1.534384128939047
33.0,175.10151102906443,53.189586181232535,15.541218922605522,0.1,100.0,0.01,0.1,1.0,3.3578987724531277,3.620951554163556,1.7510151102906444,1.5541218922605522
34.0,176.9633491995982,52.93009344075573,15.737607094593256,0.1,100.0,0.01,0.1,1.0,3.3674026719417327,3.6233874463042355,1.7696334919959822,1.5737607094593258
35.0,178.8090398690352,52.67752526586561,15.932946112349168,0.1,100.0,0.01,0.1,1.0,3.376530793806678,3.625731674336411,1.788090398690352,1.593294611234917
36.0,180.63865174190556,52.43160713544662,16.127182122857214,0.1,100.0,0.01,0.1,1.0,3.3853022235133676,3.627979311218817,1.8063865174190556,1.6127182122857215
37.0,182.45224594117758,52.192091144184445,16.320267634413604,0.1,100.0,0.01,0.1,1.0,3.3937344282224795,3.630127649587909,1.824522459411776,1.6320267634413606
38.0,184.24988222331922,51.95874630206049,16.51215998700019,0.1,100.0,0.01,0.1,1.0,3.401843674968436,3.632175238557781,1.8424988222331922,1.651215998700019
39.0,186.03161863240055,51.73135863717597,16.702821210188766,0.1,100.0,0.01,0.1,1.0,3.4096450847677993,3.6341218645543396,1.8603161863240056,1.6702821210188767
40.0,187.79751299410137,51.50972846065268,16.892217478126963,0.1,100.0,0.01,0.1,1.0,3.4171527797367305,3.635968264508719,1.8779751299410137,1.6892217478126963
41.0,189.54762462213844,51.29366719987925,17.080318520377972,0.1,100.0,0.01,0.1,1.0,3.42438003499081,3.6377158053929173,1.8954762462213846,1.7080318520377973
42.0,191.2820124207286,51.08299979711429,17.2670978984957,0.1,100.0,0.01,0.1,1.0,3.4313392378370025,3.639366715410219,1.912820124207286,1.72670978984957
43.0,193.00073855327327,50.87755847269964,17.452531859821416,0.1,100.0,0.01,0.1,1.0,3.4380421310803944,3.640923448387669,1.9300073855327327,1.7452531859821416
44.0,194.70386572263766,50.67718633647976,17.63659984885541,0.1,100.0,0.01,0.1,1.0,3.444499724195114,3.6423890491228628,1.9470386572263767,1.7636599848855412
45.0,196.39146054846367,50.481732200924995,17.819283620865203,0.1,100.0,0.01,0.1,1.0,3.4507224902005667,3.6437666388266607,1.9639146054846368,1.7819283620865205
46.0,198.0635928662507,50.29105123643898,18.000567282834794,0.1,100.0,0.01,0.1,1.0,3.456720366618412,3.6450594865127703,1.980635928662507,1.8000567282834794
47.0,199.72033324179392,50.10500626623698,18.180437091200304,0.1,100.0,0.01,0.1,1.0,3.4625027373091952,3.6462710955236606,1.9972033324179392,1.8180437091200305
48.0,201.361755336622,49.923466737162286,18.35888171293188,0.1,100.0,0.01,0.1,1.0,3.4680784872168444,3.6474051795132247,2.01361755336622,1.835888171293188
49.0,202.98793574683177,49.74630811983201,18.535891977112662,0.1,100.0,0.01,0.1,1.0,3.473456040972534,3.648465595567814,2.029879357468318,1.8535891977112664
50.0,204.59895457805766,49.573406583293355,18.711459191319655,0.1,100.0,0.01,0.1,1.0,3.4786435403557947,3.649455708007321,2.045989545780577,1.8711459191319655
51.0,206.19489463829305,49.4046444474475,18.885576808579735,0.1,100.0,0.01,0.1,1.0,3.483648692298726,3.6503790685626263,2.0619489463829304,1.8885576808579736
52.0,207.77584146124622,49.23990930449688,19.05824013721418,0.1,100.0,0.01,0.1,1.0,3.488478812217247,3.651239323130342,2.0777584146124624,1.9058240137214182
53.0,209.3418830213546,49.079089781216155,19.229444860927586,0.1,100.0,0.01,0.1,1.0,3.493140961715108,3.652039695297603,2.093418830213546,1.9229444860927587
54.0,210.8931100937686,48.92207905629446,19.399188292082957,0.1,100.0,0.01,0.1,1.0,3.49764185645266,3.652783451028632,2.108931100937686,1.9399188292082958
55.0,212.4296160742604,48.76877451369913,19.567469222074916,0.1,100.0,0.01,0.1,1.0,3.501987889386237,3.65347386768741,2.124296160742604,1.9567469222074916
56.0,213.95149536353253,48.61907563729745,19.734286918292483,0.1,100.0,0.01,0.1,1.0,3.5061852018824875,3.6541139575217625,2.1395149536353255,1.9734286918292483
57.0,215.45884482115264,48.47288555843062,19.899641909501444,0.1,100.0,0.01,0.1,1.0,3.5102396497885717,3.65470670595668,2.1545884482115265,1.9899641909501444
58.0,216.9517636538762,48.3301108729184,20.06353590323552,0.1,100.0,0.01,0.1,1.0,3.514156819195186,3.655255061944349,2.169517636538762,2.006353590323552
59.0,218.4303521703025,48.19065960947936,20.22597086774812,0.1,100.0,0.01,0.1,1.0,3.5179420913866175,3.6557616777928983,2.184303521703025,2.022597086774812
60.0,219.89471270372465,48.05444283659375,20.386949747552215,0.1,100.0,0.01,0.1,1.0,3.5216006067552237,3.6562291427294458,2.1989471270372465,2.0386949747552214
61.0,221.34494954243425,47.92137462082416,20.546476437344683,0.1,100.0,0.01,0.1,1.0,3.525137274782701,3.6566599910018853,2.2134494954243427,2.0546476437344685
62.0,222.78116754376637,47.79137061620317,20.70455505927986,0.1,100.0,0.01,0.1,1.0,3.5285568194479486,3.6570565180440093,2.2278116754376636,2.070455505927986
63.0,224.203473180269,47.664349040470164,20.86119047743315,0.1,100.0,0.01,0.1,1.0,3.5318637602450837,3.6574209341654647,2.24203473180269,2.086119047743315
64.0,225.61197225617676,47.540225914951556,21.016387140605396,0.1,100.0,0.01,0.1,1.0,3.535062541620569,3.6577549046649733,2.2561197225617677,2.1016387140605395
65.0,227.0067793656536,47.41893748916634,21.170154217125372,0.1,100.0,0.01,0.1,1.0,3.5381569647596294,3.6580617551559746,2.270067793656536,2.117015421712537
66.0,228.38799799178946,47.30039645842287,21.32249514958013,0.1,100.0,0.01,0.1,1.0,3.541151317262173,3.658342151359872,2.2838799799178946,2.1322495149580134
67.0,229.75573991348503,47.184532794201985,21.473417615280685,0.1,100.0,0.01,0.1,1.0,3.5440493308138272,3.6585981799088563,2.2975573991348504,2.1473417615280685
68.0,231.11011630474388,47.07127737859628,21.622929190279372,0.1,100.0,0.01,0.1,1.0,3.546854609286382,3.6588316859609655,2.311101163047439,2.162292919027937
69.0,232.4512384541671,46.9605609211833,21.771037469811947,0.1,100.0,0.01,0.1,1.0,3.549570659280013,3.659044226851152,2.3245123845416713,2.177103746981195
70.0,233.7792177854162,46.852313928220866,21.917750071723013,0.1,100.0,0.01,0.1,1.0,3.552200893606589,3.6592370810580257,2.337792177854162,2.1917750071723012
71.0,235.09416625378938,46.74647061332133,22.06307518388095,0.1,100.0,0.01,0.1,1.0,3.554748540270492,3.659411599360977,2.350941662537894,2.2063075183880954
72.0,236.3961966601719,46.642971086772256,22.207021900796597,0.1,100.0,0.01,0.1,1.0,3.5572165974707883,3.6595694111432993,2.3639619666017193,2.2207021900796597
73.0,237.6854211892251,46.54175116164243,22.349598656262526,0.1,100.0,0.01,0.1,1.0,3.559608082387626,3.659711527996607,2.376854211892251,2.234959865626253
74.0,238.961952009923,46.44274725521036,22.490813966830963,0.1,100.0,0.01,0.1,1.0,3.5619259147199305,3.659838787921078,2.38961952009923,2.2490813966830965
75.0,240.22590129813048,46.34590551295894,22.630677707255042,0.1,100.0,0.01,0.1,1.0,3.5641727090701925,3.6599526742910626,2.402259012981305,2.2630677707255042
76.0,241.47738122821914,46.25116997230553,22.76919945797083,0.1,100.0,0.01,0.1,1.0,3.5663510582617355,3.660054276400275,2.4147738122821916,2.2769199457970832
77.0,242.7165039731183,46.158482634467596,22.90638851513085,0.1,100.0,0.01,0.1,1.0,3.568463531567381,3.660144302941422,2.4271650397311832,2.290638851513085
78.0,243.94338135611363,46.06778950719812,23.042254588415144,0.1,100.0,0.01,0.1,1.0,3.570512538805199,3.660223607906085,2.4394338135611364,2.3042254588415143
79.0,245.1581246945021,45.97904239633014,23.17680798594243,0.1,100.0,0.01,0.1,1.0,3.5725002963146983,3.660293351225669,2.4515812469450213,2.317680798594243
80.0,246.3608456877096,45.89218872891468,23.310058563883103,0.1,100.0,0.01,0.1,1.0,3.5744290593497996,3.66035414835346,2.463608456877096,2.3310058563883103
81.0,247.55165588199588,45.807176559246706,23.44201621882427,0.1,100.0,0.01,0.1,1.0,3.576301009879976,3.6604064957051676,2.475516558819959,2.3442016218824273
82.0,248.7306649361996,45.72396234306351,23.57269142925991,0.1,100.0,0.01,0.1,1.0,3.5781180898669662,3.660451408745929,2.487306649361996,2.357269142925991
83.0,249.89798312744387,45.642499783944324,23.702094483062,0.1,100.0,0.01,0.1,1.0,3.5798822510055675,3.6604895263927273,2.498979831274439,2.3702094483062
84.0,251.05372113231437,45.56274080734792,23.83023554494504,0.1,100.0,0.01,0.1,1.0,3.581595432859021,3.660521194313375,2.5105372113231437,2.383023554494504
85.0,252.19798962140703,45.48463735293814,23.95712478036417,0.1,100.0,0.01,0.1,1.0,3.583259524748252,3.660546615465949,2.5219798962140705,2.3957124780364167
86.0,253.3308958145306,45.40814954408519,24.082772781466186,0.1,100.0,0.01,0.1,1.0,3.5848761952569754,3.6605665208051534,2.533308958145306,2.4082772781466186
87.0,254.4525457441796,45.333240319931626,24.20719028720994,0.1,100.0,0.01,0.1,1.0,3.586447012555148,3.6605817412761477,2.544525457441796,2.420719028720994
88.0,255.56304756002058,45.259867598645286,24.330387774764816,0.1,100.0,0.01,0.1,1.0,3.5879736102569453,3.660592573969115,2.5556304756002057,2.4330387774764817
89.0,256.66250941172024,45.187989298394015,24.45237572130019,0.1,100.0,0.01,0.1,1.0,3.5894575812230385,3.660599194422992,2.5666250941172026,2.445237572130019
90.0,257.7510376746131,45.117566452072445,24.573164654639246,0.1,100.0,0.01,0.1,1.0,3.5909004151753017,3.660601905041497,2.577510376746131,2.457316465463925
91.0,258.8287343574131,45.04856775789973,24.692765227263894,0.1,100.0,0.01,0.1,1.0,3.5923034100604854,3.660601498456747,2.588287343574131,2.4692765227263895
92.0,259.89570456604423,44.98095647713975,24.811188003236566,0.1,100.0,0.01,0.1,1.0,3.593667942301596,3.6605982363524925,2.5989570456604425,2.4811188003236566
93.0,260.9520536294115,44.914695479627724,24.92844354025403,0.1,100.0,0.01,0.1,1.0,3.5949953628980333,3.6605922469606345,2.609520536294115,2.492844354025403
94.0,261.99788631951503,44.8497484076249,25.044542379297912,0.1,100.0,0.01,0.1,1.0,3.596286975030489,3.660583617320166,2.61997886319515,2.5044542379297914
95.0,263.0333018377703,44.786086629783085,25.15949489415249,0.1,100.0,0.01,0.1,1.0,3.5975438987465655,3.660572920701101,2.630333018377703,2.515949489415249
96.0,264.05840142155256,44.72367869088191,25.27331151971001,0.1,100.0,0.01,0.1,1.0,3.5987672833295647,3.6605604297066128,2.6405840142155257,2.5273311519710013
97.0,265.07328737457453,44.66249165669268,25.38600272286811,0.1,100.0,0.01,0.1,1.0,3.5999582799645617,3.66054621895141,2.650732873745745,2.538600272286811
98.0,266.0780619763057,44.60249262022559,25.49757896937948,0.1,100.0,0.01,0.1,1.0,3.6011180124749416,3.6605302809899922,2.6607806197630572,2.549757896937948
99.0,267.07282226931136,44.54365455850979,25.608050477667486,0.1,100.0,0.01,0.1,1.0,3.6022474660656236,3.6605129677541575,2.6707282226931137,2.560805047766749
100.0,268.0576642655968,44.485951606478565,25.717427417484082,0.1,100.0,0.01,0.1,1.0,3.6033475816826925,3.6604946427879974,2.6805766426559683,2.5717427417484084
101.0,269.0326869443108,44.429354565277464,25.825720098713894,0.1,100.0,0.01,0.1,1.0,3.6044193421174304,3.660475347010315,2.690326869443108,2.58257200987139
102.0,269.99798928460206,44.373834236052026,25.932938831241565,0.1,100.0,0.01,0.1,1.0,3.605463707978671,3.6604550498959925,2.6999798928460206,2.5932938831241565
103.0,270.95366989250545,44.319361778029446,26.03909390500183,0.1,100.0,0.01,0.1,1.0,3.6064816116461107,3.6604336788115854,2.7095366989250547,2.603909390500183
104.0,271.8998193867333,44.265916015964194,26.144195182857953,0.1,100.0,0.01,0.1,1.0,3.607473822875121,3.660411672363316,2.7189981938673333,2.6144195182857954
105.0,272.8365301581246,44.21347407387987,26.24825262242645,0.1,100.0,0.01,0.1,1.0,3.6084411261361184,3.660389280288653,2.7283653015812463,2.624825262242645
106.0,273.7638970139248,44.162010756746454,26.35127631052585,0.1,100.0,0.01,0.1,1.0,3.6093843313369245,3.6603665175939923,2.737638970139248,2.635127631052585
107.0,274.6820147613794,44.11150086953391,26.45327633397471,0.1,100.0,0.01,0.1,1.0,3.6103042308380027,3.660343340731969,2.7468201476137937,2.6453276333974713
108.0,275.5909771393936,44.06192008177585,26.554262696463873,0.1,100.0,0.01,0.1,1.0,3.6112015843362126,3.6603197122049607,2.7559097713939362,2.6554262696463873
109.0,276.49086992768355,44.01325050404912,26.65424478237869,0.1,100.0,0.01,0.1,1.0,3.6120770198172916,3.66029600812248,2.7649086992768357,2.665424478237869
110.0,277.3817826534889,43.9654712142143,26.7532322676998,0.1,100.0,0.01,0.1,1.0,3.6129312063547974,3.660272334665685,2.773817826534889,2.6753232267699802
111.0,278.2638061437315,43.918560238353216,26.851234929536236,0.1,100.0,0.01,0.1,1.0,3.6137648177122017,3.660248672109156,2.7826380614373147,2.6851234929536236
112.0,279.1370312253325,43.87249560254768,26.948262544997036,0.1,100.0,0.01,0.1,1.0,3.614578513634667,3.6602249525342327,2.791370312253325,2.694826254499704
113.0,280.0015465795564,43.827256826683026,27.044324692610036,0.1,100.0,0.01,0.1,1.0,3.615372914073596,3.6602011666031684,2.800015465795564,2.704432469261004
114.0,280.8574338414686,43.78282833619755,27.13943029877541,0.1,100.0,0.01,0.1,1.0,3.6161485409262695,3.6601776068773395,2.808574338414686,2.713943029877541
115.0,281.70477939429117,43.739191250870064,27.233588729336542,0.1,100.0,0.01,0.1,1.0,3.6169059629342564,3.6601542917467507,2.8170477939429115,2.7233588729336544
116.0,282.54367017153294,43.69632630737062,27.326809401066022,0.1,100.0,0.01,0.1,1.0,3.617645744016247,3.660131171579141,2.8254367017153292,2.7326809401066026
117.0,283.3741931067025,43.654214242369285,27.419101730736422,0.1,100.0,0.01,0.1,1.0,3.618368436826426,3.6601081569322074,2.8337419310670247,2.7419101730736424
118.0,284.1964310995693,43.612838264673805,27.5104747563775,0.1,100.0,0.01,0.1,1.0,3.619074540982606,3.6600852942969184,2.8419643109956927,2.7510474756377503
119.0,285.01046166021604,43.5721848862423,27.60093700996124,0.1,100.0,0.01,0.1,1.0,3.6197644904472317,3.6600628276378506,2.8501046166021604,2.760093700996124
120.0,285.81636779149665,43.53223725270561,27.690497539196386,0.1,100.0,0.01,0.1,1.0,3.6204387675595493,3.6600407290626777,2.8581636779149666,2.7690497539196386
121.0,286.614232628751,43.492978428498624,27.779165404231286,0.1,100.0,0.01,0.1,1.0,3.6210978467088584,3.6600189308751325,2.86614232628751,2.7779165404231287
122.0,287.40413930731887,43.45439147805618,27.866949665214282,0.1,100.0,0.01,0.1,1.0,3.621742193187583,3.659997332325201,2.8740413930731887,2.7866949665214285
123.0,288.186170120608,43.416459939965655,27.95385930606955,0.1,100.0,0.01,0.1,1.0,3.6223722555736457,3.6599758346539852,2.88186170120608,2.795385930606955
124.0,288.96039734427325,43.37917299453116,28.039902403765854,0.1,100.0,0.01,0.1,1.0,3.622988381000499,3.6599547140375748,2.8896039734427323,2.8039902403765855
125.0,289.72689724474054,43.34251757456676,28.12508739657569,0.1,100.0,0.01,0.1,1.0,3.6235909471174823,3.6599340573905033,2.8972689724474057,2.812508739657569
126.0,290.485748427614,43.30647929552717,28.209422934548602,0.1,100.0,0.01,0.1,1.0,3.624180346121778,3.6599138289914817,2.90485748427614,2.8209422934548605
127.0,291.2370294984976,43.2710437728671,28.29291766773414,0.1,100.0,0.01,0.1,1.0,3.6247569630050456,3.659893965756346,2.9123702949849757,2.829291766773414
128.0,291.98081906299535,43.23619662204126,28.37558024618185,0.1,100.0,0.01,0.1,1.0,3.6253211757359534,3.659874378039196,2.919808190629954,2.8375580246181853
129.0,292.7171908416361,43.20192578934541,28.45741881972195,0.1,100.0,0.01,0.1,1.0,3.6258733179789333,3.659855111361534,2.927171908416361,2.845741881972195
130.0,293.4462134183254,43.168221671938745,28.538441012207432,0.1,100.0,0.01,0.1,1.0,3.6264136782593996,3.6598363568578582,2.9344621341832537,2.8538441012207434
131.0,294.1679611836878,43.13507189639078,28.61865504208462,0.1,100.0,0.01,0.1,1.0,3.626942584156131,3.6598180916008944,2.941679611836878,2.861865504208462
132.0,294.8825086057093,43.102464052359146,28.698069135721457,0.1,100.0,0.01,0.1,1.0,3.6274603580606444,3.6598002673507994,2.948825086057093,2.869806913572146
133.0,295.5899301523761,43.07038572950148,28.776691519485887,0.1,100.0,0.01,0.1,1.0,3.627967316723819,3.6597828137484925,2.955899301523761,2.877669151948589
134.0,296.2902993800725,43.038824891937054,28.854530318472086,0.1,100.0,0.01,0.1,1.0,3.6284637655193737,3.659765663734533,2.962902993800725,2.885453031847209
135.0,296.9836812073957,43.00777305195787,28.93159269816508,0.1,100.0,0.01,0.1,1.0,3.6289499491394435,3.659748964881912,2.969836812073957,2.893159269816508
136.0,297.67014446348065,42.97722011551124,29.007886258488462,0.1,100.0,0.01,0.1,1.0,3.6294261331384443,3.659732739625183,2.9767014446348066,2.9007886258488464
137.0,298.3497597304531,42.947155268462595,29.08341879411315,0.1,100.0,0.01,0.1,1.0,3.6298925897408036,3.65971694380088,2.983497597304531,2.9083418794113154
138.0,299.02259759043886,42.91756769667735,29.158198099710063,0.1,100.0,0.01,0.1,1.0,3.630349586600734,3.659701514756758,2.9902259759043885,2.9158198099710066
139.0,299.68872862556367,42.888446586020954,29.23223196995012,0.1,100.0,0.01,0.1,1.0,3.6307973869130654,3.6596863718636437,2.9968872862556366,2.9232231969950124
140.0,300.34821818422796,42.85978308718523,29.305527641465286,0.1,100.0,0.01,0.1,1.0,3.6312362195064827,3.659671549951512,3.00348218184228,2.9305527641465288
141.0,301.00112760463156,42.83156985635706,29.378091923305284,0.1,100.0,0.01,0.1,1.0,3.631666286583652,3.6596571697556417,3.0100112760463156,2.9378091923305285
142.0,301.64752371962413,42.803797486941725,29.449932210379483,0.1,100.0,0.01,0.1,1.0,3.632087818338432,3.659643196959283,3.0164752371962416,2.9449932210379486
143.0,302.28747339225714,42.77645656100614,29.521055900817494,0.1,100.0,0.01,0.1,1.0,3.6325010414265417,3.6596295809515436,3.0228747339225714,2.9521055900817497
144.0,302.9210434855821,42.74953766061724,29.59147039274893,0.1,100.0,0.01,0.1,1.0,3.632906178879472,3.6596162560123306,3.029210434855821,2.9591470392748933
145.0,303.54830086265065,42.72303136784195,29.661183084303417,0.1,100.0,0.01,0.1,1.0,3.633303450190703,3.659603141719183,3.0354830086265068,2.966118308430342
146.0,304.16930607154154,42.696930483764305,29.730200724614885,0.1,100.0,0.01,0.1,1.0,3.633693038346465,3.659590296863166,3.0416930607154153,2.973020072461489
147.0,304.7841164077309,42.671228952399886,29.79852972854422,0.1,100.0,0.01,0.1,1.0,3.634075106540965,3.659577846395422,3.047841164077309,2.979852972854422
148.0,305.3927947095942,42.64591877004578,29.866177080601307,0.1,100.0,0.01,0.1,1.0,3.634449844245085,3.6595657678916083,3.0539279470959424,2.986617708060131
149.0,305.9954038190727,42.620991931746175,29.933149765662467,0.1,100.0,0.01,0.1,1.0,3.634817438040466,3.6595540261564223,3.059954038190727,2.993314976566247
150.0,306.59200657810743,42.596440432545265,29.999454768604014,0.1,100.0,0.01,0.1,1.0,3.6351780716676734,3.659542573642744,3.0659200657810746,2.9999454768604017
151.0,307.1826658251474,42.57225626852183,30.065099073918248,0.1,100.0,0.01,0.1,1.0,3.635531926076761,3.6595313508427503,3.0718266582514744,3.006509907391825
152.0,307.7674380360259,42.548433320755855,30.13008896642034,0.1,100.0,0.01,0.1,1.0,3.635879152085413,3.6595204104541628,3.0776743803602593,3.0130088966420345
153.0,308.34637779067964,42.524966032009374,30.194430522439603,0.1,100.0,0.01,0.1,1.0,3.6362198901398664,3.6595098315338124,3.0834637779067964,3.0194430522439606
154.0,308.91954427353767,42.501847480908424,30.258130324647066,0.1,100.0,0.01,0.1,1.0,3.636554298319246,3.659499593053243,3.089195442735377,3.025813032464707
155.0,309.48699666902877,42.47907074607904,30.321194955713775,0.1,100.0,0.01,0.1,1.0,3.6368825323901683,3.659489663559918,3.094869966690288,3.0321194955713775
156.0,310.04879416158195,42.45662890614725,30.383630998310764,0.1,100.0,0.01,0.1,1.0,3.6372047458587256,3.659480001443095,3.1004879416158198,3.0383630998310767
157.0,310.60499590682093,42.43451504711092,30.445445031808674,0.1,100.0,0.01,0.1,1.0,3.637521089916281,3.659470555653638,3.1060499590682094,3.044544503180868
158.0,311.15565460767914,42.41272390633716,30.50664289625075,0.1,100.0,0.01,0.1,1.0,3.637831690100995,3.659461368988383,3.1115565460767916,3.0506642896250753
159.0,311.7008221493325,42.391250430473185,30.56723033798438,0.1,100.0,0.01,0.1,1.0,3.638136667209905,3.659452488678374,3.1170082214933252,3.056723033798438
160.0,312.2405543065887,42.370088570733586,30.62721354901775,0.1,100.0,0.01,0.1,1.0,3.638436154406991,3.659443890959545,3.122405543065887,3.0627213549017753
161.0,312.77490685425545,42.34923227833299,30.68659872135905,0.1,100.0,0.01,0.1,1.0,3.638730282998978,3.6594355434611328,3.1277490685425544,3.068659872135905
162.0,313.30393556714023,42.328675504486014,30.745392047016466,0.1,100.0,0.01,0.1,1.0,3.6390191824762708,3.6594274054193927,3.1330393556714022,3.074539204701647
163.0,313.8276961409966,42.30841221940075,30.803599709314664,0.1,100.0,0.01,0.1,1.0,3.639302980287602,3.659419429114031,3.1382769614099657,3.0803599709314664
164.0,314.34623748290227,42.28843802432702,30.861227145891792,0.1,100.0,0.01,0.1,1.0,3.639581779421159,3.6594116644926995,3.143462374829023,3.0861227145891794
165.0,314.8596086554121,42.268748483159854,30.91827981146402,0.1,100.0,0.01,0.1,1.0,3.63985568199337,3.6594041519241247,3.148596086554121,3.0918279811464022
166.0,315.3678621961847,42.24933832486863,30.974763542462334,0.1,100.0,0.01,0.1,1.0,3.64012480030773,3.659396870540781,3.153678621961847,3.0974763542462336
167.0,315.87105064287886,42.230202278422745,31.03068417531772,0.1,100.0,0.01,0.1,1.0,3.6403892451739965,3.659389792332023,3.158710506428789,3.103068417531772
