I_1_task1,U_2_task1,V_3_task1,_1_task1
100.0,75.0,10.0,0.0
103.19941200720811,73.01353111005294,10.015609697586594,1.0
106.24467979096444,71.27747496041354,10.059414034118715,2.0
109.15965811962644,69.74976766645929,10.127382383363116,3.0
111.96390869814859,68.39628618255007,10.216072471161224,4.0
114.67352074595297,67.18921588955908,10.322539161360087,5.0
117.30177811545151,66.10575085310603,10.444256451901524,6.0
119.8596774631454,65.12710582171393,10.579053765890775,7.0
122.3563470740924,64.237732959954,10.72506202326207,8.0
124.79937632177662,63.424717659280994,10.880669197077689,9.0
127.19507018046072,62.67732443257028,11.044483863511216,10.0
129.54869494422155,61.98655423000651,11.215300525193385,11.0
131.8646445962525,61.34485732835771,11.392073938945709,12.0
134.14658134829594,60.74589213956376,11.573897072889585,13.0
136.39756064201168,60.1843128554167,11.759981088010086,14.0
138.6201332979527,59.65559862926903,11.949638439580026,15.0
140.81642610822217,59.15591954284742,12.142269272198071,16.0
142.9882112793648,58.68202329242985,12.33734929363716,17.0
145.13695894274886,58.231151318665965,12.534420173379173,18.0
147.26389926185283,57.80093602462794,12.733078941178707,19.0
149.37004978088842,57.38936045416345,12.932972168112295,20.0
151.45625737623467,56.99468954690597,13.133788523930246,21.0
153.52322154508505,56.61543508974414,13.335253910643136,22.0
155.5715212594287,56.25031255821045,13.537126386321313,23.0
157.6016344829165,55.89821154299778,13.739192081710843,24.0
159.61395689902696,55.55816649157721,13.941261413032016,25.0
161.60881484142325,55.229336546875395,14.143166297695714,26.0
163.5864770400685,54.91098734577147,14.344757593495121,27.0
165.5471660653755,54.6024733022046,14.54590260468542,28.0
167.4910662466762,54.30322529739999,14.746483228634704,29.0
169.41833225494887,54.01273724432927,14.94639400930759,30.0
171.32909150058924,53.730562467044855,15.145541277129924,31.0
173.22345270924646,53.45629992623527,15.343841289390468,32.0
175.10151102906443,53.189586181232535,15.541218922605522,33.0
176.9633491995982,52.93009344075573,15.737607094593256,34.0
178.8090398690352,52.67752526586561,15.932946112349168,35.0
180.63865174190556,52.43160713544662,16.127182122857214,36.0
182.45224594117758,52.192091144184445,16.320267634413604,37.0
184.24988222331922,51.95874630206049,16.51215998700019,38.0
186.03161863240055,51.73135863717597,16.702821210188766,39.0
187.79751299410137,51.50972846065268,16.892217478126963,40.0
189.54762462213844,51.29366719987925,17.080318520377972,41.0
191.2820124207286,51.08299979711429,17.2670978984957,42.0
193.00073855327327,50.87755847269964,17.452531859821416,43.0
194.70386572263766,50.67718633647976,17.63659984885541,44.0
196.39146054846367,50.481732200924995,17.819283620865203,45.0
198.0635928662507,50.29105123643898,18.000567282834794,46.0
199.72033324179392,50.10500626623698,18.180437091200304,47.0
201.361755336622,49.923466737162286,18.35888171293188,48.0
202.98793574683177,49.74630811983201,18.535891977112662,49.0
204.59895457805766,49.573406583293355,18.711459191319655,50.0
206.19489463829305,49.4046444474475,18.885576808579735,51.0
207.77584146124622,49.23990930449688,19.05824013721418,52.0
209.3418830213546,49.079089781216155,19.229444860927586,53.0
210.8931100937686,48.92207905629446,19.399188292082957,54.0
212.4296160742604,48.76877451369913,19.567469222074916,55.0
213.95149536353253,48.61907563729745,19.734286918292483,56.0
215.45884482115264,48.47288555843062,19.899641909501444,57.0
216.9517636538762,48.3301108729184,20.06353590323552,58.0
218.4303521703025,48.19065960947936,20.22597086774812,59.0
219.89471270372465,48.05444283659375,20.386949747552215,60.0
221.34494954243425,47.92137462082416,20.546476437344683,61.0
222.78116754376637,47.79137061620317,20.70455505927986,62.0
224.203473180269,47.664349040470164,20.86119047743315,63.0
225.61197225617676,47.540225914951556,21.016387140605396,64.0
227.0067793656536,47.41893748916634,21.170154217125372,65.0
228.38799799178946,47.30039645842287,21.32249514958013,66.0
229.75573991348503,47.184532794201985,21.473417615280685,67.0
231.11011630474388,47.07127737859628,21.622929190279372,68.0
232.4512384541671,46.9605609211833,21.771037469811947,69.0
233.7792177854162,46.852313928220866,21.917750071723013,70.0
235.09416625378938,46.74647061332133,22.06307518388095,71.0
236.3961966601719,46.642971086772256,22.207021900796597,72.0
237.6854211892251,46.54175116164243,22.349598656262526,73.0
238.961952009923,46.44274725521036,22.490813966830963,74.0
240.22590129813048,46.34590551295894,22.630677707255042,75.0
241.47738122821914,46.25116997230553,22.76919945797083,76.0
242.7165039731183,46.158482634467596,22.90638851513085,77.0
243.94338135611363,46.06778950719812,23.042254588415144,78.0
245.1581246945021,45.97904239633014,23.17680798594243,79.0
246.3608456877096,45.89218872891468,23.310058563883103,80.0
247.55165588199588,45.807176559246706,23.44201621882427,81.0
248.7306649361996,45.72396234306351,23.57269142925991,82.0
249.89798312744387,45.642499783944324,23.702094483062,83.0
251.05372113231437,45.56274080734792,23.83023554494504,84.0
252.19798962140703,45.48463735293814,23.95712478036417,85.0
253.3308958145306,45.40814954408519,24.082772781466186,86.0
254.4525457441796,45.333240319931626,24.20719028720994,87.0
255.56304756002058,45.259867598645286,24.330387774764816,88.0
256.66250941172024,45.187989298394015,24.45237572130019,89.0
257.7510376746131,45.117566452072445,24.573164654639246,90.0
258.8287343574131,45.04856775789973,24.692765227263894,91.0
259.89570456604423,44.98095647713975,24.811188003236566,92.0
260.9520536294115,44.914695479627724,24.92844354025403,93.0
261.99788631951503,44.8497484076249,25.044542379297912,94.0
263.0333018377703,44.786086629783085,25.15949489415249,95.0
264.05840142155256,44.72367869088191,25.27331151971001,96.0
265.07328737457453,44.66249165669268,25.38600272286811,97.0
266.0780619763057,44.60249262022559,25.49757896937948,98.0
267.07282226931136,44.54365455850979,25.608050477667486,99.0
268.0576642655968,44.485951606478565,25.717427417484082,100.0
269.0326869443108,44.429354565277464,25.825720098713894,101.0
269.99798928460206,44.373834236052026,25.932938831241565,102.0
270.95366989250545,44.319361778029446,26.03909390500183,103.0
271.8998193867333,44.265916015964194,26.144195182857953,104.0
272.8365301581246,44.21347407387987,26.24825262242645,105.0
273.7638970139248,44.162010756746454,26.35127631052585,106.0
274.6820147613794,44.11150086953391,26.45327633397471,107.0
275.5909771393936,44.06192008177585,26.554262696463873,108.0
276.49086992768355,44.01325050404912,26.65424478237869,109.0
277.3817826534889,43.9654712142143,26.7532322676998,110.0
278.2638061437315,43.918560238353216,26.851234929536236,111.0
279.1370312253325,43.87249560254768,26.948262544997036,112.0
280.0015465795564,43.827256826683026,27.044324692610036,113.0
280.8574338414686,43.78282833619755,27.13943029877541,114.0
