Cdc25_active_total_3_task1,MPF_1_task1,Wee1_2_task1,_1_task1
1e-06,1e-08,0.001,0.0
9.607904258617737e-07,1.3802137132555305e-08,0.0017999999936832187,4.0
9.23121946055202e-07,2.4837439612064575e-08,0.0025999999773132477,8.0
8.86939205294924e-07,4.237132491514017e-08,0.0033999999383115607,12.0
8.521918415346144e-07,6.566437670578331e-08,0.004199999858995515,16.0
8.188338265027424e-07,9.397645894283424e-08,0.004999999717555724,20.0
7.868228305493199e-07,1.265675300600111e-07,0.005799999488993278,24.0
7.561196150418133e-07,1.6270249184700698e-07,0.006599999146023898,28.0
7.26687457507867e-07,2.016579734757308e-07,0.007399998659944927,32.0
6.984916147694899e-07,2.4272978046148854e-07,0.008199998001458016,36.0
6.714988325672794e-07,2.8524023907734406e-07,0.008999997141433172,40.0
6.456769024412929e-07,3.2854508503162644e-07,0.009799996051610799,44.0
6.209942687927022e-07,3.7203966143431575e-07,0.010599994705234846,48.0
5.974197040968326e-07,4.1516405894118836e-07,0.011399993077584656,52.0
5.749220190614452e-07,4.574075653295311e-07,0.012199991146456398,56.0
5.53469840508425e-07,4.983121190398709e-07,0.012999988892539343,60.0
5.330314557040008e-07,5.374743060399525e-07,0.013799986299683877,64.0
5.13574693416318e-07,5.745468620626424e-07,0.014599983355107812,68.0
4.950668617080658e-07,6.092389989206016e-07,0.01539998004950727,72.0
4.774747329774292e-07,6.413157495610754e-07,0.01619997637708445,76.0
4.6076456865371685e-07,6.705966140390414e-07,0.01699997233550324,80.0
4.4490218147525017e-07,6.969533116356059e-07,0.017799967925775352,84.0
4.298530283039287e-07,7.203069394715854e-07,0.01859996315208711,88.0
4.155823276113614e-07,7.40624908262452e-07,0.01939995802159936,92.0
4.020552003134608e-07,7.579164866187362e-07,0.02019995254414486,96.0
3.8923681980735746e-07,7.722282388799362e-07,0.020999946731911003,100.0
3.770925775588785e-07,7.836414339579925e-07,0.021799940599236286,104.0
3.655882032864922e-07,7.922632541657097e-07,0.022599934162023237,108.0
3.5468994820374936e-07,7.982262141540841e-07,0.02339992743765355,112.0
3.4436477140671334e-07,8.016841290978607e-07,0.024199920444671882,116.0
3.345804602964819e-07,8.028059777538164e-07,0.024999913202363118,120.0
3.253057572018987e-07,8.017711455429743e-07,0.02579990573040665,124.0
3.1651047549945334e-07,7.987659544129354e-07,0.026599898048615386,128.0
3.0816561024564823e-07,7.939800853212694e-07,0.027399890176669897,132.0
3.002434164824493e-07,7.876035324456585e-07,0.028199882133897326,136.0
2.927174701561821e-07,7.798237481498355e-07,0.028999873939064936,140.0
2.8556267123944073e-07,7.70825239108069e-07,0.02979986561035098,144.0
2.787553744510407e-07,7.6078341946081e-07,0.03059985716489823,148.0
2.7227329223395724e-07,7.498666661662877e-07,0.03139984861898845,152.0
2.6609556953847134e-07,7.382323290519097e-07,0.03219983998775298,156.0
2.602027447547456e-07,7.260265815649159e-07,0.0329998312851624,160.0
2.5457671438672617e-07,7.133840409228623e-07,0.033799822524017864,164.0
2.4920069935771406e-07,7.004272430744242e-07,0.03459981371591983,168.0
2.440591642226314e-07,6.872673879660843e-07,0.03539980487134531,172.0
2.3913778280738043e-07,6.740037459200546e-07,0.036199795999617604,176.0
2.3442336454026618e-07,6.607242194808247e-07,0.03699978710896617,180.0
2.299037920597418e-07,6.475056378618888e-07,0.03779977820656106,184.0
2.255679574118716e-07,6.344142492747281e-07,0.0385997692985625,188.0
2.2140569325746839e-07,6.215062693977148e-07,0.03939976039017522,192.0
2.1740769766346582e-07,6.088289052215853e-07,0.040199751485737095,196.0
2.1356546781080693e-07,5.964209020555397e-07,0.04099974258877557,200.0
2.0987122729474964e-07,5.84313495424672e-07,0.04179973370209117,204.0
2.0631786262357984e-07,5.725311937128843e-07,0.04259972482782891,208.0
2.0289887529748808e-07,5.610923715472877e-07,0.043399715967528625,212.0
1.9960829595675276e-07,5.500102439669599e-07,0.04419970712221675,216.0
1.9644064187711715e-07,5.39293479311321e-07,0.044999698292457264,220.0
1.933909154148017e-07,5.289465323491151e-07,0.04579968947836932,224.0
1.9045440451792584e-07,5.189713745137807e-07,0.04659968067980983,228.0
1.8762690500368125e-07,5.093658160662699e-07,0.04739967189618418,232.0
1.849044010006768e-07,5.001265748982998e-07,0.04819966312675213,236.0
1.8228318991188125e-07,4.912481528225443e-07,0.0489996543705125,240.0
1.797599324435626e-07,4.827223332151512e-07,0.04979964562615421,244.0
1.7733137330875576e-07,4.7454139247218427e-07,0.050599636892351495,248.0
1.7499454612261388e-07,4.6669647448313265e-07,0.05139962816760505,252.0
1.727465969348216e-07,4.5917886835066675e-07,0.052199619450365435,256.0
1.705848703243577e-07,4.5197906217987686e-07,0.052999610738946754,260.0
1.6850693504533783e-07,4.450859845960732e-07,0.05379960203146264,264.0
1.6651039074451553e-07,4.384905272118755e-07,0.05459959332612921,268.0
1.6459309319331168e-07,4.3218112627880603e-07,0.05539958462089592,272.0
1.6275294096596299e-07,4.2614763194159917e-07,0.05619957591376504,276.0
1.609879367456986e-07,4.20380379334594e-07,0.05699956720272211,280.0
1.5929613541717875e-07,4.1487126531789707e-07,0.057799558485828434,284.0
1.576756836638944e-07,4.0961213484283234e-07,0.05859954976108083,288.0
1.5612493689668595e-07,4.0459299384275554e-07,0.05939954102623936,292.0
1.54642303965451e-07,3.9980480240646106e-07,0.060199532279087094,296.0
1.5322622691959055e-07,3.95239959375597e-07,0.060999523517479726,300.0
1.5187526705885703e-07,3.9089039549984513e-07,0.06179951473916424,304.0
1.505879896536928e-07,3.867498698943619e-07,0.0625995059419926,308.0
1.493630565372524e-07,3.828119827482467e-07,0.06339949712373977,312.0
1.4819924686013743e-07,3.7906961653021595e-07,0.06419948828205105,316.0
