Time,ATP,NADH,NAD,PEP,G6P,ADP,Pint,F6P,FBP,G3P,BPG,PYR,AcetCoA,Acetoin,Mannitol,Mannitol1Phosphate,CoA,Pext,Lactate,Ethanol,Acetate,Butanediol,Glucose,Acetoin_Ext,Mannitol_Ext,Formate,compartment_1,compartment_2,re12,re13,re14,re15,re16,re17,re18,re20,re21,re22,re23,re24,re25,re26,re27,re28,re29,re30,re31,re32,re33
0.0,4.88632508879394,2.03337939283534e-06,4.67,2.4790177588998,0.0,20.3856905308319,38.26,0.0,15.3,0.0,1.26348531244692,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.047,1.0,0.23398654627578327,0.09088384229546849,1.8849581096544122e-05,0.0,0.0,2.5873042607901096,-0.0001289415000009112,1.2847844493121623,7.20845013531783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.799566607263354e-05
7.8,3.4029255492476613,0.5615927020239573,4.108409331355437,5.717135761706626,0.7006214027314026,21.86909007037821,10.34673754254227,0.240546057360241,25.14857469539653,1.1632613382278782,0.04449192011570977,0.0009747644801508248,2.2359470687111985e-08,2.721990730465499e-07,0.0006771287261431706,1.4504833169402775,0.9999999776405305,49.999081657698845,1.8151804246703944,1.9492458486550043e-09,2.8175572707517465e-06,5.193146027785056e-07,78.44184003520354,2.922711078898613e-05,0.00040718394987058234,2.8205574117227143e-06,0.047,1.0,0.15534100500991527,0.050258724703136096,0.0005811252367164098,0.15720981627777159,0.1552315370903923,0.10192277429406324,0.20258891958298483,0.20263091599022212,0.0037814743094934365,0.20685990097445592,1.0583183645982149e-07,4.195800581130485e-11,1.0604822449883466e-07,2.2839314219834924e-07,4.004154811231263e-09,0.002768656009001178,0.047752655164410344,0.047727190526742805,2.302165332337692e-07,0.04775172082224781,0.00024742060442817167
15.6,5.729178211853316,0.021708299222977154,4.648293734156416,5.10984545418113,0.5606968691239365,19.54283740777258,2.2556688747699516,0.1976299907109199,28.641255785242,1.2358977411506546,0.07671406544161102,0.0031302656004027463,7.44243386657052e-08,2.7902734272707715e-06,0.0006662214752226552,1.4185051977426795,0.9999999255756635,49.59717265190243,3.7016808793181357,1.986095215193409e-09,5.719066099547519e-06,5.355524833037792e-07,77.35622981788907,6.308169284163228e-05,0.00042920607386138783,5.724550138680023e-06,0.047,1.0,0.13306971500487041,0.10774581989380869,0.07064761512217835,0.13332331436730602,0.13526123018274971,0.12429122730494677,0.2483570603600751,0.2483190578599919,0.06895698790457032,0.24904562247316517,3.256077215590187e-07,1.396410736126676e-13,3.2594592900679313e-07,2.3357968016267763e-06,1.4659774669225004e-09,-0.0007923272771857894,0.04700344803346667,0.04700950125838943,2.359902000268995e-06,0.04700371885112701,0.0010649054824046712
23.4,5.94303447945928,0.03417944844189011,4.635822584937502,4.99802104243745,0.5226178238190197,19.328981140166604,2.4108912919406587,0.1855458380892451,30.25516890515559,1.2718722383733492,0.0771681944162936,0.002028215717355424,4.7606089284095123e-08,1.168165481223266e-06,0.0006226820568441131,1.295020501620428,0.9999999523939133,49.08493000158087,5.592117135680635,1.9875194204448653e-09,7.693562556357503e-06,5.445420581207681e-07,76.34514831104144,7.455702559597011e-05,0.00038746990784387986,7.697787561974331e-06,0.047,1.0,0.1263234443214575,0.11125825762389864,0.06199164255044254,0.12652757139172247,0.12836494004420312,0.11798161217173056,0.23575883876259027,0.23577158740074936,0.06606189975220307,0.23640890911987894,2.0675650022665243e-07,2.1850297391144476e-13,2.0684546402121157e-07,9.848125477156551e-07,9.518588256681786e-10,-0.0007121549198338766,0.0440167648282047,0.04402205785405945,9.879870216561777e-07,0.044017019967716904,0.00106028908945581
31.2,5.938623119546225,0.04400449855286524,4.625997534826528,4.898177908181025,0.49228015470268655,19.33339250007966,2.483816163403059,0.17585334574631983,31.726667459480364,1.3037390582327508,0.07462035989093928,0.0015877556286164086,3.6605807559587246e-08,7.160494248958908e-07,0.0005815416531085641,1.1834828744926937,0.9999999633941953,48.6217702092246,7.396330270313298,1.98946462384635e-09,9.102504752589896e-06,5.510689714484164e-07,75.38270515807638,8.056771413775193e-05,0.00035021129803047574,9.106214690169067e-06,0.047,1.0,0.12063164493904097,0.111188701050761,0.05700813717825507,0.12079567160072711,0.12256886405916143,0.11304486787773514,0.22590899066445305,0.2259253556837105,0.06467242245703499,0.2264933969187741,1.5902633878092035e-07,2.7954337373463926e-13,1.5907600254323028e-07,6.045459341676117e-07,7.420227281852181e-10,-0.000641850926668762,0.0411838998817844,0.04118865735493511,6.056052127017739e-07,0.04118414001659074,0.0010786808408817883
39.0,5.901141283899402,0.0534147199985213,4.616587313380872,4.809860077226734,0.46748188143620756,19.370874335726484,2.5404014198697817,0.16785718458246535,33.07067701632442,1.3322077702724497,0.07193841529697695,0.0013193207465908875,2.990494587353211e-08,4.944760013627005e-07,0.0005431946278960883,1.0837388090964946,0.9999999700950568,48.19306580044839,9.128967893136712,1.9918758788687484e-09,1.0222420815390055e-05,5.563255987947918e-07,74.46095349361569,8.44870921536089e-05,0.00031704116711107417,1.0225818223725005e-05,0.047,1.0,0.11584256775396144,0.11059285843148513,0.05303820170012728,0.11597900157861918,0.11768936359883729,0.10880828123388807,0.21745337893992733,0.21746909127861913,0.06358476509645446,0.21796601591930362,1.3010588022502333e-07,3.386296895937523e-13,1.3013819394488535e-07,4.1784065451333323e-07,6.149059099431895e-10,-0.0005685138297746519,0.038533962912550915,0.038538167906118984,4.182073223004402e-07,0.038534184198881494,0.0010976597114472964
46.8,5.8539161813539735,0.06261160485654468,4.607390428522849,4.733572664162507,0.44658589164052714,19.418099438271923,2.589147927752115,0.16106304109729175,34.318125446834195,1.3581168227616955,0.06945277847137576,0.0011364113091170333,2.5357038650154547e-08,3.6688897363216727e-07,0.0005083256717743707,0.9963751726510356,0.999999974642964,47.79277471095828,10.799301393139201,1.9947463288069818e-09,1.115655332876185e-05,5.607670988921405e-07,73.57383807894662,8.729339734929213e-05,0.0002881262188567365,1.1159739855907236e-05,0.047,1.0,0.11171935923389532,0.10982968232515347,0.04968885121023739,0.11183568581330865,0.11348092514212543,0.10509803686309187,0.21004654383876065,0.21006069491755805,0.06264386494066082,0.21048350841632363,1.1051840664025045e-07,3.9732303810899007e-13,1.1054094567879024e-07,3.10231405939391e-07,5.290680890871573e-10,-0.0004916895899688879,0.03611645964176502,0.03612008542800946,3.102993959489498e-07,0.036116657911788204,0.001115578205512247
54.6,5.80533174873704,0.07154782695676083,4.598454206422634,4.66963239217687,0.42862953252482466,19.466683870888854,2.6327610733726345,0.15518133110288437,35.48678670935383,1.3819541250848848,0.0672621999459142,0.0010048955316559044,2.2100049916393906e-08,2.868690170773142e-07,0.00047757785990445306,0.9218372998487335,0.9999999778999529,47.41669419038651,12.414835449210232,1.998072607617957e-09,1.1961197289699471e-05,5.646428346308673e-07,72.71678806849262,8.943065814479588e-05,0.00026359309645247736,1.1964234064653179e-05,0.047,1.0,0.10811482865264824,0.10902987373342143,0.04681280208946695,0.1082154672896942,0.10979399422653184,0.10183760031315764,0.20353721294251623,0.20354941744670796,0.06180119489991566,0.20389755648930075,9.649994548327209e-08,4.554210872902019e-13,9.651622309802828e-08,2.4270314016047715e-07,4.680144258028864e-10,-0.00041318552540659507,0.03397840509467221,0.033981440243945345,2.426217899713711e-07,0.03397857700526595,0.0011322627782219738
62.4,5.760213240478836,0.08010255190665537,4.589899481472738,4.6179297964325725,0.4130336350904038,19.511802379147056,2.6726320896496834,0.15003902526761376,36.584558437410394,1.403970833929561,0.06540740757609706,0.000907605380008054,1.9697809172367655e-08,2.3398328270430589e-07,0.00045141227464663724,0.8601710401182726,0.9999999803021938,47.06148716987105,13.982222549868672,2.00184750740536e-09,1.2671677696763463e-05,5.681108172415742e-07,71.8861350924117,9.113708841024397e-05,0.00024341685613177608,1.2674605341301991e-05,0.047,1.0,0.10493937893422724,0.10827363090281757,0.04432573674009558,0.10502706018898092,0.1065396410699142,0.09898476671464944,0.1978420694849284,0.19785220585882454,0.061031692785051835,0.19812764221960036,8.615673093823883e-08,5.122162844050316e-13,8.616866642420642e-08,1.980566809990082e-07,4.235293630292921e-10,-0.00033593338079671806,0.032154332828982085,0.03215679036542683,1.9789321029498555e-07,0.03215447617112548,0.0011476473429469268
70.2,5.721306540831859,0.08813545482453691,4.581866578554857,4.577837300575,0.3994278391825348,19.550709078794032,2.709491019869883,0.14552665345940063,37.61343162455192,1.4242830480763833,0.06389409070146324,0.0008345990593777823,1.789734433029383e-08,1.9782657657470374e-07,0.00043001199588496727,0.8108957344441359,0.9999999821026587,46.7243504544017,15.507605003768218,2.0060574675151243e-09,1.3312082350396336e-05,5.712804279898935e-07,71.07877173316857,9.255402481109e-05,0.00022738506279617172,1.3314929583047397e-05,0.047,1.0,0.10213514358692458,0.10761095163930957,0.04217140407487665,0.10221169506120782,0.10366213281808721,0.09650950584740746,0.19290163696788978,0.1929097275003573,0.060322033516221424,0.19311874383383773,7.839599663530054e-08,5.668273916233657e-13,7.840485643088604e-08,1.6752225380126066e-07,3.9089162506652086e-10,-0.0002632918960335146,0.03065928058183228,0.03066119968879156,1.6731335995515434e-07,0.030659396208575093,0.0011616939752132906
78.0,5.689820126431474,0.09552444771955415,4.57447758565984,4.548230760924716,0.38755274243861776,19.58219549319442,2.7436696877253204,0.14156811236712852,38.572497251450585,1.4429416958131502,0.06270278845968773,0.0007794622539611291,1.6535991851032257e-08,1.725196224513364e-07,0.00041324497510519,0.7729959914827963,0.9999999834640111,46.40286077233924,16.99670109969338,2.01068208701458e-09,1.3899649322044743e-05,5.742313037514534e-07,70.29197118754423,9.3770702332233e-05,0.00021510979255038773,1.3902437195748778e-05,0.047,1.0,0.09966077376514658,0.10706743268853165,0.04030723767457363,0.09972754379141045,0.10112251106739918,0.09438282822630503,0.18865814032572714,0.18866441729188435,0.05966595406485107,0.18881380806885384,7.251848739593199e-08,6.184099103875269e-13,7.252497039261853e-08,1.461498967830008e-07,3.670170778424232e-10,-0.0001982598322850838,0.02948591318511937,0.029487354872358405,1.4590978419914922e-07,0.029486000522237064,0.0011743999535290144
85.8,5.665843694323567,0.10218945201410776,4.5678125813652874,4.527622490243333,0.3772049268733878,19.606171925302327,2.7752775830722447,0.13810341769123108,39.46014175889952,1.4599791594654583,0.06179748462441318,0.0007377550200224405,1.550207555277961e-08,1.5452505522452837e-07,0.00040070072588118863,0.7450378391758972,0.9999999844979273,46.094898065020615,18.454771461586525,2.0156951305373477e-09,1.4447098275302166e-05,5.77023095807733e-07,69.52329437452347,9.484611248761907e-05,0.00020607840252610774,1.4449842567983711e-05,0.047,1.0,0.09748282336472248,0.10664918213226898,0.03869729598849081,0.09754094549222136,0.0988890687402951,0.09257232137543624,0.18504686937857806,0.18505146471491876,0.05906110913690264,0.18515176295465374,6.804544797845296e-08,6.663399593880836e-13,6.805020207953745e-08,1.309489304100315e-07,3.4979125980162985e-10,-0.00014283454817088658,0.028606904839302782,0.028607942698941603,1.306907232762794e-07,0.02860696936084139,0.0011858021608954583
93.6,5.648740652596609,0.10810008457646349,4.561901948802932,4.514355400215397,0.3682088357616976,19.623274967029285,2.8043238956872543,0.13507988950491984,40.275415887374166,1.4754358259597404,0.06113378888014091,0.0007062313740726834,1.4714834683462348e-08,1.415775548378957e-07,0.0003917813517300163,0.7253615437807165,0.9999999852851681,45.79860719355146,19.88655026552836,2.0210665221026908e-09,1.4963968365432784e-05,5.797011079428247e-07,68.77054721967671,9.582046213664544e-05,0.00019972221157471852,1.4966681029185038e-05,0.047,1.0,0.09557144277234195,0.10634851088837831,0.03730930768062897,0.09562190522731465,0.09693261508989309,0.09104215219710221,0.18199582006293893,0.18199918809399604,0.058506901512394745,0.18206020715182292,6.463150474856818e-08,7.102571356921421e-13,6.463492244678241e-08,1.2001180547689309e-07,3.3761766183483103e-10,-9.774802098428739e-05,0.027981303492486752,0.027982015571782155,1.19740262088123e-07,0.02798134750287261,0.0011959727778549892
101.39999999999999,5.637499460691818,0.11326973978831877,4.556732293591076,4.506793177671945,0.3604048419175604,19.63451615893408,2.8307983856508323,0.13244852596779286,41.01868715326379,1.489371303369841,0.06066579402520649,0.0006824740643863747,1.4114833442461228e-08,1.3219188361533282e-07,0.00038581061870070357,0.7122830143455658,0.9999999858851694,45.51237365114716,21.29619666323912,2.026764447159522e-09,1.545748313489048e-05,5.822999113061432e-07,68.03176058024287,9.672181883341128e-05,0.00019548102404861798,1.546017329650947e-05,0.047,1.0,0.09389866071840335,0.10614983365994808,0.03611379432636391,0.09394239516187979,0.09522477940984113,0.08975508819767931,0.17943064265389486,0.17943296309893628,0.058003056022530794,0.1794642599721221,6.202254168957229e-08,7.500692403598567e-13,6.20249395289303e-08,1.1208350457017366e-07,3.293068048127946e-10,-6.260786913085353e-05,0.027562241371028324,0.027562700521432164,1.1180224763489857e-07,0.027562269679487078,0.0012050085997876944
109.2,5.631002753416284,0.1177432919149743,4.552258741464421,4.503460791596908,0.35364590028306164,19.64101286620961,2.854716752675953,0.13016324173208246,41.691761854875104,1.5018653657524783,0.060350946036949495,0.0006646617878144056,1.3657764078726316e-08,1.2536395342413147e-07,0.0003821266017105833,0.7042503539799218,0.9999999863422386,45.23480224726654,22.687287156247145,2.0327572149051497e-09,1.593314775640968e-05,5.848459186819633e-07,67.30517767104287,9.757015087118329e-05,0.00019284928748931389,1.5935822428536317e-05,0.047,1.0,0.09243802470090551,0.10603462722419169,0.035084045184785376,0.09247588007527927,0.09373798472854915,0.08867516442626247,0.17727921475763456,0.17728073432708397,0.057548830010270606,0.17729051314089775,6.002908648142697e-08,7.858898296415686e-13,6.003069746345714e-08,1.0631643109141979e-07,3.239486337707876e-10,-3.6271901451044336e-05,0.027303566011425792,0.027303836293240503,1.0602746361213505e-07,0.02730358219078847,0.001213018827399907
117.0,5.628196005128983,0.12158362132220178,4.5484184120571935,4.503117301489958,0.3477977306140631,19.643819614496913,2.8761382462481015,0.1281812293071291,42.297685528711696,1.513013510788725,0.06015258446563785,0.0006514212516304665,1.331051081670205e-08,1.2040387227213873e-07,0.00038014076473367184,0.6999320979719196,0.9999999866894917,44.964694041877465,24.06284932874279,2.039014596890518e-09,1.639518974954234e-05,5.873593662513606e-07,66.589240712044,9.837993459191867e-05,0.00019139947203769553,1.6397854358147643e-05,0.047,1.0,0.09116479370703555,0.10598476800345427,0.03419626167165898,0.09119753872894713,0.09244601890245552,0.08776950556568476,0.17547566158636851,0.17547657007687667,0.0571427156846245,0.1754715566524375,5.85093943784841e-08,8.179682810673487e-13,5.8510390997014594e-08,1.0212799106911288e-07,3.208521036226894e-10,-1.7254456085054764e-05,0.027164096312754907,0.027164229565494222,1.0183242794317436e-07,0.02716410449356518,0.001220114832124972
124.8,5.62817320157228,0.12486067640779719,4.545141356971598,4.504775850591772,0.342739470596233,19.643842418053616,2.8951659155942844,0.12646344214413477,42.840426007750416,1.5229210448796062,0.06004081086621749,0.0006417175322426891,1.3048281148351174e-08,1.1683048441431521e-07,0.00037936560875949957,0.6982488205221967,0.9999999869517214,44.70102533862583,25.4254124654729,2.0455086317434244e-09,1.6846868411042465e-05,5.898557482093928e-07,65.88257861877979,9.916179920501314e-05,0.0001907882788431425,1.6849527188888214e-05,0.047,1.0,0.09005619215922281,0.10598436270474161,0.03342960849771603,0.09008451623803003,0.09132458855218958,0.08700926043166822,0.17396226815247487,0.17396273830479728,0.05678244884960008,0.17394816297226226,5.7357198666836176e-08,8.466260095484745e-13,5.735771185032864e-08,9.911168476041001e-08,3.194947850978883e-10,-4.040516738193172e-06,0.027109652589389768,0.027109690483626454,9.881019907995543e-08,0.02710965501823557,0.0012264035057689127
