Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36,reaction_37,reaction_38,reaction_39,reaction_40,reaction_41,reaction_42,reaction_43,reaction_44,reaction_45,reaction_46,reaction_47,reaction_48,reaction_49,reaction_50,reaction_51,reaction_52,reaction_53,reaction_54,reaction_55,reaction_56,reaction_57,reaction_58,reaction_59
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,1.54e-06,0.0,0.0,1.78e-07,0.0,1.27e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,1.0,1.0,1.0,1.0,9.999994999660016e-07,1.0,1.0,1.0,0.9999999999949998,1.0,5.000244593414576e-12,1.0,7.154340606859334e-17,0.0999999999988098,1.1901856029698913e-12,1.0,1.0,1.0,0.9999999995456402,4.5414325626018233e-10,2.1650109604164372e-13,1.0,0.0,9.990011264129773e-06,1.0,1.0,1.0,4.9931967072024e-09,3.141181064472755e-13,7.483210051496997e-17,0.09991004052136594,1.7681462403878376e-31,3.630574331295955e-14,8.649080672324932e-18,5.3169432354734146e-33,2.590353595924641e-14,6.170973288681268e-18,5.547551020248719e-33,8.99594786339534e-05,4.494603904732646e-19,1.1686397391833277e-25,2.5974287748569606e-20,6.75381069851565e-27,1.8532216539709753e-20,4.818730105120717e-27,1.5400615224564945e-08,1.7799975078326912e-09,1.2699982218806275e-09,6.755232407855639e-29,2.082043279354539e-30,2.228246422739909e-30,9.999994999660016e-07,1.0,1.0,9.999990000005e-05,9.999944997164081e-10,1.5000018346183043e-14,3.577170303408379e-18,1.1901856029698913e-13,9.999990000005e-05,9.090904544769966e-08,4.5414325626018233e-11,4.539267551641407e-11,9.374544917446607e-28,0.001,9.990011264129774e-07,9.985018067422571e-07,2.4965983535863427e-10,1.569173895577076e-14,1.6474646221688428e-29,1.8136498182377134e-15,4.941032375153995e-31,1.29400857818084e-15,5.141125413007292e-31,3.607018330391189e-33,3.987707426605061e-35,6.10230612227359e-35,1.6837222615868244e-21,1.94604315127311e-22,1.3884689899532853e-22,0.008991896450164644,2.0216552764807045e-23,1.1683133149694532e-24,8.335718595568562e-25,1.54e-06,1.3352967863552988e-10,4.312172262878184e-12,1.78e-07,4.983993021931535e-13,1.27e-07,3.5559950212657567e-13,8.4117396379234e-27,6.283451011622497e-11,3.549534602854213e-17,9.423534204210455e-17,2.5925979440149033e-28,7.262389831957381e-12,4.102548994364429e-18,5.445858899515157e-18,2.7746624065113176e-28,5.18159274527296e-12,2.9270995633948444e-18,3.885528540665307e-18,3.374489310688487e-30,1.6127228400729923e-27,1.0400585573215708e-31,3.511981563228138e-29,1.1130932141825638e-31,2.5057396546627725e-29,2.749379589997245e-31,3.1230649190318086e-33,4.9021421300278e-33,8.092707796092719e-12
0.02,1.0,1.0,1.0,1.0,1.999997999958141e-06,1.0,1.0,1.0,0.9999999999799998,1.0,1.999979309326736e-11,1.0,4.691188603363038e-16,0.09999999999220215,7.797851820569577e-12,1.0,1.0,1.0,0.9999999981832,1.815381353347121e-09,1.4187694721554922e-12,1.0,0.0,1.9960077438579446e-05,1.0,1.0,1.0,1.9953604206326602e-08,1.256287680343204e-12,4.903954087706799e-16,0.0998201620333811,4.822437933636523e-30,1.4519385919714104e-13,5.667777268667361e-17,1.449591746432223e-31,1.0359337144964551e-13,4.0438635568581675e-17,1.5118821956085805e-31,0.0001798379666183179,2.9470450827386004e-18,1.7000533198612906e-24,1.7030345489723895e-19,9.824795367641026e-26,1.215086447862322e-19,7.009825908373089e-26,3.080408723934965e-08,3.5599900318054017e-09,2.539992887861157e-09,1.3868502592032272e-27,4.2742786686125707e-29,4.574420433125024e-29,1.999997999958141e-06,1.0,1.0,9.999980000020001e-05,1.9999780001250475e-09,5.999468809119873e-14,2.3455943015900663e-17,7.797851820569577e-13,9.999980000020001e-05,1.8181799996616492e-07,1.815381353347121e-10,1.8139625838749657e-10,4.025813630240748e-26,0.001,1.9960077438579447e-06,1.994012383437312e-06,9.976802102774313e-10,6.270117470849517e-14,7.0738540477589e-28,7.246608936768926e-15,2.121406022211349e-29,5.170333342526141e-15,2.207314957990277e-29,9.837773384618507e-32,1.0871938098241673e-33,1.6630704151694383e-33,1.1033896697340297e-20,1.2752498854501564e-21,9.098693002930877e-22,0.008983800195966968,2.6499444757945125e-22,1.5313464394420096e-23,1.0925898753322196e-23,1.54e-06,5.336379549172853e-10,8.6251444270179e-12,1.78e-07,9.967972089055125e-13,1.27e-07,7.111980086011239e-13,2.2041603288195215e-25,1.2568067593654656e-10,1.4196050787878204e-16,3.7688571469394463e-16,6.793126395778994e-27,1.452475932976604e-11,1.6406906089276937e-17,2.1779061849225664e-17,7.270171789060449e-27,1.0363170982473521e-11,1.1706050973809942e-17,1.5538993566582347e-17,6.921539757588453e-29,2.346073581408581e-26,2.1332234667963343e-30,5.108893591173333e-28,2.2830213501069655e-30,3.645109472354006e-28,5.6444805549571344e-30,6.411418002918856e-32,1.0063724952875054e-31,3.2341694237411224e-11
0.03,1.0,1.0,1.0,1.0,2.9999954999595206e-06,1.0,1.0,1.0,0.9999999999550001,1.0,4.499844654388892e-11,1.0,1.468659529551757e-15,0.0999999999756078,2.4392204279010966e-11,1.0,1.0,1.0,0.9999999959134972,4.082063932832787e-09,4.4389653880461005e-12,1.0,0.0,2.9910244143732076e-05,1.0,1.0,1.0,4.4853924212894784e-08,2.826396181615298e-12,1.5342925286721645e-15,0.09973036447040405,4.356661182850496e-29,3.266320469763461e-13,1.7731804014368532e-16,1.3094908181938948e-30,2.330464604831231e-13,1.265134331362244e-16,1.3656557302510431e-30,0.0002696355295941067,9.225973488129968e-18,9.135972894275071e-24,5.33122926003177e-19,5.279736473403054e-25,3.803742224854127e-19,3.767002989450493e-25,4.62128644255736e-08,5.339977571842171e-09,3.809983997887391e-09,1.0234816072964577e-26,3.1542611599448434e-28,3.3757522801877586e-28,2.9999954999595206e-06,1.0,1.0,9.999970000045001e-05,2.999950501377977e-09,1.3498065303637126e-13,7.343297646863189e-17,2.439220427901097e-12,9.999970000045001e-05,2.727268635313656e-07,4.0820639328327876e-10,4.0776249674447417e-10,3.9408827432542536e-25,0.001,2.991024414373208e-06,2.9865390219519186e-06,2.2426962103712176e-09,1.4093799351886167e-13,6.923039122231513e-27,1.6287477887312497e-14,2.076062455529228e-28,1.1620840964543173e-14,2.160135154593167e-28,8.887588813015013e-31,9.821181136454212e-33,1.5022213032761472e-32,3.4521581895123705e-20,3.9896559032329196e-21,2.8465522455650488e-21,0.008975711231493997,1.2438205557601087e-21,7.187417725898952e-23,5.128101411175094e-23,1.54e-06,1.1996047605216575e-09,1.2939602039160607e-11,1.78e-07,1.4951937201158078e-12,1.27e-07,1.0667955194084694e-12,1.5511829497758898e-24,1.885484868563403e-10,3.1938276852252867e-16,8.479170092898917e-16,4.780310168780825e-26,2.178710849311606e-11,3.690942130832711e-17,4.899475373415931e-17,5.1160061078794126e-26,1.5544734711380556e-11,2.633425003459291e-17,3.4956931035046216e-17,5.1033918531623906e-28,1.26076425940996e-25,1.5728126010397838e-29,2.745462966169588e-27,1.6832567435381008e-29,1.9588415545142563e-27,4.1655701416965824e-29,4.731391739917265e-31,7.42665501641307e-31,7.270331881949439e-11
0.04,1.0,1.0,1.0,1.0,3.999991999965339e-06,1.0,1.0,1.0,0.9999999999200008,1.0,7.999584068146751e-11,1.0,3.3793493595810664e-15,0.09999999994392447,5.6075529647264357e-11,1.0,1.0,1.0,0.9999999927374601,7.252332815164792e-09,1.0207164095716436e-11,1.0,0.0,3.984056262580943e-05,1.0,1.0,1.0,7.966349661109478e-08,5.0244085602127745e-12,3.5279885103295705e-15,0.0996406477577884,2.842714574916364e-28,5.805831921897225e-13,4.077015430231342e-16,8.542061990687293e-30,4.1423632251738557e-13,2.9088817957268274e-16,8.906210935295963e-30,0.00035935224220735764,2.1228369946677538e-17,3.491075294246943e-23,1.2265982575990969e-18,2.017438614865999e-24,8.751571837926131e-19,1.4394084499324813e-24,6.16296836795548e-08,7.119960127928318e-09,5.079971551948857e-09,5.155258298302123e-26,1.5886594752246082e-27,1.700213318040584e-27,3.999991999965339e-06,1.0,1.0,9.999960000080001e-05,3.9999120038046606e-09,2.3995372855080675e-13,1.6896746793167862e-16,5.607552964726436e-12,9.999960000080001e-05,3.636356361204019e-07,7.252332815164792e-10,7.242125651069076e-10,2.0837239775376545e-24,0.001,3.984056262580943e-06,3.9760899129198335e-06,3.983174829437946e-09,2.5031589777543375e-13,3.659570410342722e-26,2.8924638822762735e-14,1.0973648896169173e-27,2.0637242306128438e-14,1.1418040257675345e-27,5.7991377328293836e-30,6.406546493015469e-32,9.796832028825559e-32,7.937974148241535e-20,9.173284718020521e-21,6.544984040385362e-21,0.008967629550021578,3.814213713996458e-21,2.2038940835862933e-22,1.572441284356511e-22,1.54e-06,2.130711560661015e-09,1.7256311430275344e-11,1.78e-07,1.993588835819929e-12,1.27e-07,1.42239203454568e-12,6.339228910780327e-24,2.5144910941258364e-10,5.677581673040435e-16,1.5073183223898428e-15,1.9533627988394734e-25,2.904943732194754e-11,6.560590071743864e-17,8.708735616863259e-17,2.0905371528537017e-25,2.072628393195134e-11,4.6808704444464566e-17,6.213536086188945e-17,2.5682242452789415e-27,4.817683906060781e-25,7.914325855796873e-29,1.0490680797303195e-26,8.470072506252361e-29,7.484923939648902e-27,2.098190127408964e-28,2.3829892128369122e-30,3.740469299689285e-30,1.2913403397945546e-10
0.05,1.0,1.0,1.0,1.0,4.99998749997558e-06,1.0,1.0,1.0,0.999999999875002,1.0,1.2499160847478432e-10,1.0,6.476565625821023e-15,0.09999999989262516,1.0737483309623086e-10,1.0,1.0,1.0,0.9999999886559177,1.1324532996870222e-08,1.954939937451055e-11,1.0,0.0,4.975107848263673e-05,1.0,1.0,1.0,1.243550396110299e-07,7.85039007047918e-12,6.757062856196493e-15,0.0995510118287548,1.2290793728496103e-27,9.070140319635274e-13,7.80797227075565e-16,3.6925213480867864e-29,6.471392250526269e-13,5.57085662014576e-16,3.849345470845072e-29,0.00044898817123710326,4.068429501362011e-17,1.0044081531541954e-22,2.350594310849058e-18,5.804001837593137e-24,1.6771094240327515e-18,4.141057490867008e-24,7.705697628338156e-08,8.899937700072001e-09,6.3499555500513726e-09,1.8194008579899743e-25,5.606103858229536e-27,5.999753497989574e-27,4.99998749997558e-06,1.0,1.0,9.999950000125e-05,4.999862507742117e-09,3.7491005976809476e-13,3.238282811171961e-16,1.0737483309623088e-11,9.999950000125e-05,4.545443177108357e-07,1.1324532996870223e-09,1.1304983597495712e-09,7.643580318082271e-24,0.001,4.975107848263673e-06,4.962672344302571e-06,6.217751977213344e-09,3.9075375885187796e-13,1.3420925834273467e-25,4.514669191381031e-14,4.0241580339598645e-27,3.221140378120163e-14,4.187121234992547e-27,2.507321920613205e-29,2.7693910110650895e-31,4.234280017929578e-31,1.520339142644211e-19,1.7567937609200215e-20,1.253442739532796e-20,0.008959555145534233,9.133333387710389e-21,5.2769161847331e-22,3.764990761017429e-22,1.54e-06,3.3262412355288332e-09,2.1575953359346834e-11,1.78e-07,2.4919825560201602e-12,1.27e-07,1.7779875540143842e-12,1.8965794854947976e-23,3.143924632361968e-10,8.870940779641474e-16,2.355108884284751e-15,5.84333071106387e-25,3.6311745816293766e-11,1.0249258561187859e-16,1.3605186973509801e-16,6.253676969518285e-25,2.5907818644209603e-11,7.312673243094684e-17,9.707071604695163e-17,9.055545277063903e-27,1.3860832513527896e-24,2.790281931451778e-28,3.0180809555484315e-26,2.986215189966323e-28,2.153349895250844e-26,7.404961492019195e-28,8.409155787344303e-30,1.3199457695577065e-29,2.0159037791083835e-10
0.06,1.0,1.0,1.0,1.0,5.999981999990848e-06,1.0,1.0,1.0,0.9999999998200036,1.0,1.7998536020150262e-10,1.0,1.1048036316244035e-14,0.09999999981699527,1.8300471979620785e-10,1.0,1.0,1.0,0.9999999836697352,1.62969381195518e-08,3.332666992483729e-11,1.0,0.0,5.9641839282000296e-05,1.0,1.0,1.0,1.7890010242700227e-07,1.1304496519079845e-11,1.1519272581762141e-14,0.0994614566135231,4.0577620632577655e-27,1.3058898596541109e-12,1.3309594776699626e-15,1.2189096503422228e-28,9.317304054835454e-13,9.496171554161687e-16,1.2705682924889113e-28,0.0005385433864630926,6.940190668774756e-17,2.394947606193726e-22,4.0094225593746686e-18,1.38384364641102e-23,2.8606554215762997e-18,9.873491185067369e-24,9.249727676941125e-08,1.0679910288284836e-08,7.619935992203226e-09,5.117336327718332e-25,1.576611076998725e-26,1.6873163125164652e-26,5.999981999990848e-06,1.0,1.0,9.999940000180001e-05,5.9998020135506715e-09,5.398456002413453e-13,5.524018153067411e-16,1.8300471979620785e-11,9.999940000180001e-05,5.454529082803143e-07,1.62969381195518e-09,1.6263611449626962e-09,2.2213338565581086e-23,0.001,5.96418392820003e-06,5.946293917957329e-06,8.945005113165221e-09,5.621750853988005e-13,3.8994430942429057e-25,6.494218832927473e-14,1.1691236271823925e-26,4.633515684167326e-14,1.2164687151391368e-26,8.277834609045842e-29,9.14182237756667e-31,1.3976251217378022e-30,2.591836330896482e-19,2.994658824757416e-20,2.1366385996863796e-20,0.00895148801174616,1.8687849179927254e-20,1.079617082225345e-21,7.702885923742606e-22,1.54e-06,4.785478155201742e-09,2.5899237495435147e-11,1.78e-07,2.990374880719754e-12,1.27e-07,2.1335820778169033e-12,4.654682523596585e-23,3.7738888921919795e-10,1.2774081066560225e-15,3.3913350753426158e-15,1.4338764564104108e-24,4.3574033976202137e-11,1.475655541409145e-16,1.9588307800586066e-16,1.5345700279946409e-24,3.1089338848189163e-11,1.0528553581964063e-16,1.3975927475698963e-16,2.5446857375776495e-26,3.3050276965473414e-24,7.839992256740259e-28,7.195986961337303e-26,8.390511626386065e-28,5.134215416235032e-26,2.082755885381361e-27,2.3649166154980876e-29,3.7120958875362237e-29,2.900289791031359e-10
0.07,1.0,1.0,1.0,1.0,6.9999755000120655e-06,1.0,1.0,1.0,0.999999999755006,1.0,2.449766755502846e-10,1.0,1.7402034801548957e-14,0.09999999971200126,2.87998727832632e-10,1.0,1.0,1.0,0.9999999777798387,2.2167702249664405e-08,5.24590635938293e-11,1.0,0.0,6.951289592886661e-05,1.0,1.0,1.0,2.4326826982404506e-07,1.538699563903227e-11,1.813297687370748e-14,0.09937198203735968,1.1259254787014925e-26,1.7771735745451975e-12,2.0948916597448162e-15,3.381813275613696e-28,1.267983393074369e-12,1.4946698920650102e-15,3.5249638931479303e-28,0.0006280179626185921,1.0931929468815054e-16,5.023204537154263e-22,6.314805762607365e-18,2.902311514117285e-23,4.505507482309725e-18,2.0707503499600786e-23,1.0795329421279213e-07,1.245987789258065e-08,8.889912878414286e-09,1.2392940169287695e-24,3.8176548296334185e-26,4.085716527809356e-26,6.9999755000120655e-06,1.0,1.0,9.999930000245001e-05,6.999730521621563e-09,7.347560063028383e-13,8.701017388245067e-16,2.87998727832632e-11,9.999930000245001e-05,6.363614078065465e-07,2.2167702249664405e-09,2.2115243186070577e-09,5.503906706282853e-23,0.001,6.951289592886662e-06,6.926962765904257e-06,1.2163413473687013e-08,7.645090606369864e-13,9.65979999532726e-25,8.829958281765796e-14,2.895906256445427e-26,6.300026414518226e-14,3.013179505243092e-26,2.2968879765510448e-28,2.536359956710272e-30,3.877460282462723e-30,4.0799197965841827e-19,4.713506234425837e-20,3.363007257146273e-20,0.008943428141925362,3.432698920225003e-20,1.9828912131248403e-21,1.414759461049738e-21,1.54e-06,6.507708262631521e-09,3.022692237958179e-11,1.78e-07,3.4887658099225814e-12,1.27e-07,2.4891756059559997e-12,9.970574218964871e-23,4.4044944038819193e-10,1.7387305072106465e-15,4.6160768278507426e-15,3.0708755626812097e-24,5.083630180172905e-11,2.0082061392360732e-16,2.665754047012034e-16,3.286526937025665e-24,3.627084454393029e-11,1.432821234174037e-16,1.9019705841040712e-16,6.1569921767233e-26,6.932022261272884e-24,1.896670545112077e-27,1.509201987340988e-25,2.029852498861417e-27,1.0767901819792409e-25,5.043926648900092e-27,5.726482244450128e-29,8.988576361180584e-29,3.944065613716073e-10
0.08,1.0,1.0,1.0,1.0,7.999968000040245e-06,1.0,1.0,1.0,0.9999999996800091,1.0,3.199651307750744e-10,1.0,2.5848713964019647e-14,0.0999999995725989,4.274010784246162e-10,1.0,1.0,1.0,0.999999970987158,2.8934972578918933e-08,7.786957719858034e-11,1.0,0.0,7.936429945685995e-05,1.0,1.0,1.0,3.1742901914729505e-07,2.009827072474588e-11,2.6917811464779513e-14,0.09928258802512652,2.767574750053665e-26,2.3208279572615047e-12,3.109407164145028e-15,8.31174478633814e-28,1.6558716324281231e-12,2.2185096058784825e-15,8.663246362539972e-28,0.0007174119748412387,1.6238757954539677e-16,9.619334766180343e-22,9.379105573037033e-18,5.557435771162324e-23,6.691833751548839e-18,3.9651367580764707e-23,1.2342774721517932e-07,1.4239840512973776e-08,1.0159886208694775e-08,2.6959933854978412e-24,8.30371767329474e-26,8.88676662008367e-26,7.999968000040245e-06,1.0,1.0,9.99992000032e-05,7.999648032349552e-09,9.59636905185583e-13,1.29243569543904e-15,4.274010784246163e-11,9.99992000032e-05,7.272698162672801e-07,2.8934972578918936e-09,2.8857103001720354e-09,1.2127342106171325e-22,0.001,7.936429945685996e-06,7.904687043771266e-06,1.5871450923447378e-08,9.976907072854708e-13,2.1280238581985368e-24,1.1520734827541287e-13,6.378881625506941e-26,8.21985012976246e-14,6.637202179523493e-26,5.645852490109477e-28,6.233808589753604e-30,9.529570998793968e-30,6.056507579575391e-19,6.996166119326313e-20,4.9916466132265857e-20,0.008935375529303399,5.824891609893761e-20,3.364313538519627e-21,2.4003810078201632e-21,1.54e-06,8.4922190371525e-09,3.4559769220250206e-11,1.78e-07,3.987155343632657e-12,1.27e-07,2.8447681384345367e-12,1.9327213810835947e-22,5.035852086379316e-10,2.2711045918962845e-15,6.029448739907854e-15,5.951400915570115e-24,5.809854929293301e-11,2.6225355917055e-16,3.4812325567866836e-16,6.3693363744767335e-24,4.1452335731474685e-11,1.871134944643779e-16,2.483800756808433e-16,1.3381876243167387e-25,1.3274681977328875e-23,4.121657316934102e-27,2.8898666010044083e-25,4.411072783767938e-27,2.0618711141997646e-25,1.0972693078976213e-26,1.245557650994211e-28,1.9550886564184074e-28,5.146799416456061e-10
0.09,1.0,1.0,1.0,1.0,8.999959500076403e-06,1.0,1.0,1.0,0.9999999995950131,1.0,4.049503147285256e-10,1.0,3.668875248245561e-14,0.09999999939394043,6.060595632541231e-10,1.0,1.0,1.0,0.9999999632925904,3.6596962309574834e-08,1.1044729310998554e-10,1.0,0.0,8.919609910108559e-05,1.0,1.0,1.0,4.013529268685781e-07,2.543893458035997e-11,3.8182453560718e-14,0.0991932745041019,6.758189480201546e-26,2.936817165395553e-12,4.409952568121324e-15,2.029319063918514e-27,2.0953695505911477e-12,3.146426832310614e-15,2.1151332922966506e-27,0.0008067254958523531,2.3050222497075657e-16,1.742568099278826e-21,1.3311161740672464e-17,1.0066108540048411e-22,9.497289556547071e-18,7.181998789809751e-23,1.389232564194184e-07,1.601979814947828e-08,1.142985598305473e-08,5.627274943658867e-24,1.7327042160484333e-25,1.854363916266481e-25,8.999959500076403e-06,1.0,1.0,9.999910000404999e-05,8.99955454611681e-09,1.2144840566607521e-12,1.8344376185638877e-15,6.060595632541231e-11,9.999910000404999e-05,8.181781336402911e-07,3.6596962309574835e-09,3.648651501646485e-09,2.439720911064612e-22,0.001,8.91960991010856e-06,8.879474617421701e-06,2.006764628261796e-08,1.261666519233988e-12,4.280210835176198e-24,1.4565405065143569e-13,1.2828575720717455e-25,1.0392171029624602e-13,1.3348084354282423e-25,1.3786706539611155e-27,1.5219892979388855e-29,2.3266466215263154e-29,8.59105205116155e-19,9.92239327827298e-20,7.079460372698882e-20,0.008927330167329503,9.297513958325249e-20,5.369176447264733e-21,3.830816903385456e-21,1.54e-06,1.0738299423360713e-08,3.889851179743715e-11,1.78e-07,4.4855434818539175e-12,1.27e-07,3.200359675255324e-12,3.468869314883418e-22,5.668068861912272e-10,2.8745996075806767e-15,7.631634273662996e-15,1.0679013548463235e-23,6.536077644987138e-11,3.318603396896975e-16,4.4052124369315885e-16,1.1428944278499986e-23,4.66338124108633e-11,2.367767592167997e-16,3.1430448285971646e-16,2.790601231508033e-25,2.4047439770047795e-23,8.592615587313387e-27,5.234376440825173e-25,9.195963882189975e-27,3.73463937070107e-25,2.290300902069159e-26,2.59905632407265e-28,4.079600615786259e-28,6.50806025658225e-10
