species_1,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_2,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_3,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_4,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_5,species_50,species_51,species_52,species_53,species_6,species_7,species_8,species_9,Time
1.0,1.0,4.999318168502651e-10,1.0,5.022244127783066e-14,0.09999999917118958,8.28810410445951e-10,1.0,1.0,1.0,0.9999999546970325,1.0,4.515188813901809e-08,1.510794291158831e-10,1.0,0.0,9.900834399616234e-05,1.0,1.0,1.0,4.950106284412034e-07,3.140962948545931e-11,1.0,5.223506034381713e-14,0.09910404140167403,1.4718162056021946e-25,3.62510543417469e-12,6.0318977695572326e-15,4.4189551545831524e-27,2.5864516300009242e-12,4.3036573973792675e-15,4.605869072051668e-27,0.0008959585982633971,1.0,3.1555694655272606e-16,2.9768487296398325e-21,1.821966233838883e-17,1.719354709795135e-22,1.2999422005479374e-17,1.2267306075504404e-22,1.5444243717419976e-07,1.7799750802108176e-08,1.269982220150415e-08,1.0854235905984917e-23,9.999950000121548e-06,3.3412156591581024e-25,3.5758098276889873e-25,9.999950000121548e-06,1.0,1.0,1.0,1.0,0.999999999500018,0.1
1.0,1.0,6.049092147777705e-10,1.0,6.675882799699305e-14,0.0999999988993291,1.1006708823887738e-09,1.0,1.0,1.0,0.9999999452014098,1.0,5.4597905852963015e-08,2.00684479807933e-10,1.0,0.0,0.00010880108495637908,1.0,1.0,1.0,5.983717452895366e-07,3.801078854064936e-11,1.0,6.939385480301577e-14,0.09901488864299782,2.727556653101648e-25,4.385655726888846e-12,8.011874077532682e-15,8.188637924209715e-27,3.129091445589027e-12,5.716337122731298e-15,8.535046985685059e-27,0.0009851113569190528,1.0,4.1949659752318046e-16,4.74720214723139e-21,2.4216549679091298e-17,2.7415671023793433e-22,1.7278100051935373e-17,1.9560619213604992e-22,1.6998799526757854e-07,1.9579698470877808e-08,1.3969784864053268e-08,1.8778909272551467e-23,1.0999939500176702e-05,5.779628834614568e-25,6.185423827051447e-25,1.0999939500176702e-05,1.0,1.0,1.0,1.0,0.9999999993950242,0.11
1.0,1.0,7.198821127229278e-10,1.0,8.658731457400658e-14,0.0999999985738238,1.4261761867236699e-09,1.0,1.0,1.0,0.9999999348065747,1.0,6.493332484694646e-08,2.60100508741394e-10,1.0,0.0,0.00011857436850882336,1.0,1.0,1.0,7.11408473684613e-07,4.5243746524158654e-11,1.0,8.995285393762273e-14,0.09892581615846259,5.182126540360671e-25,5.21843429973897e-12,1.0383244674075862e-14,1.555538127121299e-26,3.723264921723518e-12,7.408270076442266e-15,1.621340233873753e-26,0.001074183841429669,1.0,5.441617505706413e-16,7.390464090237342e-21,3.140630242638973e-17,4.267460551334382e-22,2.2407867461524202e-17,3.044761179884553e-22,1.855624065363417e-07,2.1359641155800718e-08,1.523974397071175e-08,3.2251152900237695e-23,1.1999928000242843e-05,9.922804175577322e-25,1.0619482017298624e-24,1.1999928000242843e-05,1.0,1.0,1.0,1.0,0.9999999992800315,0.12
1.0,1.0,8.448500900597074e-10,1.0,1.1001565515152314e-13,0.09999999818968276,1.8103172265960088e-09,1.0,1.0,1.0,0.9999999235134487,1.0,7.615630981824262e-08,3.302414421573013e-10,1.0,0.0,0.0001283282452224379,1.0,1.0,1.0,8.340905833207877e-07,5.3108965257438454e-11,1.0,1.1422880014466474e-13,0.09883682387355196,8.909922618963653e-25,6.1234043016222155e-12,1.318245676368844e-14,2.674252605048898e-26,4.368945765763598e-12,9.405460724645314e-15,2.78737156899026e-26,0.0011631761263112316,1.0,6.914896399145669e-16,1.0995623418140505e-20,3.9900383017407074e-17,6.34840900086041e-22,2.846825080455267e-17,4.52948282645642e-22,2.0116836354696238e-07,2.313957885689121e-08,1.6509699521489797e-08,5.172512892300919e-23,1.299991550032099e-05,1.5910483881036465e-24,1.702753787221983e-24,1.299991550032099e-05,1.0,1.0,1.0,1.0,0.99999999915504,0.13
1.0,1.0,9.798127386588116e-10,1.0,1.3734235512809747e-13,0.09999999774219046,2.2578095390346373e-09,1.0,1.0,1.0,0.9999999113229145,1.0,8.826510860295249e-08,4.119767876231985e-10,1.0,0.0,0.00013806276334405235,1.0,1.0,1.0,9.663892475453006e-07,6.16076068411511e-11,1.0,1.4252641398782438e-13,0.09874791171635709,1.4881732046178116e-24,7.1005307138232465e-12,1.6444137030266022e-14,4.465751741740872e-26,5.066108992446042e-12,1.1732614622703209e-14,4.654646968943232e-26,0.0012520882834722057,1.0,8.633778203987927e-16,1.5883390087577223e-20,4.9806635557816875e-17,9.16894137431754e-22,3.5536195032821324e-17,6.541885137855437e-22,2.1680843315537877e-07,2.4919511574163203e-08,1.7779651516397338e-08,8.031028001190858e-23,1.3999902000412143e-05,2.4694913989748146e-24,2.642867950411895e-24,1.3999902000412143e-05,1.0,1.0,1.0,1.0,0.9999999990200501,0.14
1.0,1.0,1.124769664237517e-09,1.0,1.6885565128760541e-13,0.0999999972269998,2.7730001880699776e-09,1.0,1.0,1.0,0.9999998982358064,1.0,1.0125807536628115e-07,5.061182443924716e-10,1.0,0.0,0.0001477779681509102,1.0,1.0,1.0,1.1082774462279787e-06,7.074196819171112e-11,1.0,1.7513628734660063e-13,0.09865907961804993,2.5834102052754834e-24,8.149780917749508e-12,2.0200525394434288e-14,7.749277443724083e-26,5.814731328954726e-12,1.441273441061021e-14,8.077085974728226e-26,0.0013409203817403253,1.0,1.061692190849801e-15,2.2778349730900093e-20,6.12287512210216e-17,1.3145379028435177e-21,4.368568205094825e-17,9.379006385455746e-22,2.324850200156892e-07,2.6699439307630178e-08,1.9049599955444e-08,1.260513953803191e-22,1.4999887500517269e-05,3.8737119000307695e-24,4.1456673052330326e-24,1.4999887500517269e-05,1.0,1.0,1.0,1.0,0.9999999988750616,0.15
1.0,1.0,1.279720448144536e-09,1.0,2.0486184234889148e-13,0.099999996639145,3.360854995291402e-09,1.0,1.0,1.0,0.9999998842530409,1.0,1.1513338380954355e-07,6.135752189279509e-10,1.0,0.0,0.00015747390996039543,1.0,1.0,1.0,1.2597250977810528e-06,8.05125173883547e-11,1.0,2.1237349805197078e-13,0.09857032750447041,4.1758348187762295e-24,9.27111824427777e-12,2.4487888894973684e-14,1.2522354037276036e-25,6.614786612488244e-12,1.7471696009293963e-14,1.3052104955161237e-25,0.0014296724952752578,1.0,1.2883601346023954e-15,3.176331001772276e-20,7.427766249345527e-17,1.8325627915339865e-21,5.299586031835544e-17,1.3075026658695952e-21,2.4820080349466334e-07,2.8479362057306384e-08,2.0319544838639945e-08,1.892423992077061e-22,1.599987200063739e-05,5.812822071638721e-24,6.220903994756676e-24,1.599987200063739e-05,1.0,1.0,1.0,1.0,0.9999999987200748,0.16
1.0,1.0,1.4446646778442743e-09,1.0,2.4566269092880043e-13,0.0999999959738251,4.026174894292683e-09,1.0,1.0,1.0,0.9999998693755136,1.0,1.2988925507750066e-07,7.352312946626845e-10,1.0,0.0,0.00016715063776488644,1.0,1.0,1.0,1.4207029270092046e-06,9.092023586589344e-11,1.0,2.545468563089739e-13,0.09848165530282567,6.3451800820046214e-24,1.0464507096864636e-11,2.934142789853063e-14,1.9023744127290477e-25,7.466249445512795e-12,2.0934614287091293e-14,1.9828571481940226e-25,0.0015183446968695087,1.0,1.545295469510237e-15,4.3104435313412854e-20,8.906246275164129e-17,2.486281990775237e-21,6.354456612053976e-17,1.7739202967888e-21,2.639583905437432e-07,3.025927982320588e-08,2.1589486165995202e-08,2.7242443469133313e-22,1.6999855500773515e-05,8.364630685770321e-24,8.95184848735823e-24,1.6999855500773515e-05,1.0,1.0,1.0,1.0,0.9999999985550898,0.17
1.0,1.0,1.6196019392932309e-09,1.0,2.915610747661834e-13,0.09999999522620859,4.773791404337691e-09,1.0,1.0,1.0,0.999999853604124,1.0,1.4552390087535011e-07,8.719750566437168e-10,1.0,0.0,0.00017680820082042415,1.0,1.0,1.0,1.5911814998194792e-06,1.0196603552028218e-10,1.0,3.0196658923429707e-13,0.09839306294001618,9.163582991343501e-24,1.1729911673277893e-11,3.4796547037441e-14,2.7469455442253783e-25,8.369094283739077e-12,2.4826749852465846e-14,2.8631635483850287e-25,0.0016069370596222344,1.0,1.8344173143905237e-15,5.704606212625643e-20,1.056926759824003e-16,3.2897531807653935e-21,7.540994297618766e-17,2.3471834491973527e-21,2.797604023280637e-07,3.2039192605342745e-08,2.285942393751982e-08,3.779013320846967e-22,1.7999838000926645e-05,1.1599678946387914e-23,1.2413993546907247e-23,1.7999838000926645e-05,1.0,1.0,1.0,1.0,0.9999999983801067,0.18
1.0,1.0,1.8045318182863248e-09,1.0,3.4285998468942325e-13,0.09999999439147578,5.6085242246100225e-09,1.0,1.0,1.0,0.9999998369397711,1.0,1.6203553528876853e-07,1.024693576020284e-09,1.0,0.0,0.00018644664831289428,1.0,1.0,1.0,1.7711314250532856e-06,1.1365090615386116e-10,1.0,3.549429829968609e-13,0.09830455034295568,1.2738834956180218e-23,1.3067296237206156e-11,4.0888584908631863e-14,3.818185410348958e-25,9.323295629911183e-12,2.917331619872968e-14,3.979728316306762e-25,0.0016954496566193215,1.0,2.1576489074373034e-15,7.387442006850977e-20,1.2427783716714568e-16,4.259426263943579e-21,8.867014224844221e-17,3.0390288512400117e-21,2.956094560784572e-07,3.381910040373111e-08,2.4129358153223885e-08,5.087037380527265e-22,1.8999819501097793e-05,1.5610574502368435e-23,1.6706447012272103e-23,1.8999819501097793e-05,1.0,1.0,1.0,1.0,0.9999999981951255,0.19
1.0,1.0,1.999453938263864e-09,1.0,3.998343859705327e-13,0.09999999346600959,6.53399041413107e-09,1.0,1.0,1.0,0.9999998193832038,1.0,1.7942270670926793e-07,1.194089444237683e-09,1.0,0.0,0.000196066019983907,1.0,1.0,1.0,1.9605290222459785e-06,1.259800559693647e-10,1.0,4.137482519925121e-13,0.09821611744755504,1.8428922471533116e-23,1.4476632745483954e-11,4.7645223594189004e-14,5.521536803774336e-25,1.0328833475702852e-11,3.3994064024885756e-14,5.755082232338436e-25,0.001783882551949573,1.0,2.516884425411175e-15,9.570701653614298e-20,1.4491570881376393e-16,5.516577334037143e-21,1.03394915838995e-16,3.935984951811975e-21,3.115076554672379e-07,3.559900321838394e-08,2.539928881311663e-08,6.9566338242818025e-22,1.99998000012879e-05,2.1335736608516327e-23,2.2833490357848342e-23,1.99998000012879e-05,1.0,1.0,1.0,1.0,0.9999999980001465,0.2
1.0,1.0,2.2043678679460648e-09,1.0,4.627999633101866e-13,0.09999999244448633,7.555513661416958e-09,1.0,1.0,1.0,0.9999998009353853,1.0,1.976834869137361e-07,1.381127773281986e-09,1.0,0.0,0.00020566636903253025,1.0,1.0,1.0,2.159342474832343e-06,1.389527960085804e-10,1.0,4.787096955305319e-13,0.09812776417677398,2.5874806141827637e-23,1.595788221416467e-11,5.5105032815784175e-14,7.74986006487465e-25,1.1385680006725285e-11,3.9316512177298887e-14,8.077573747983823e-25,0.0018722358226528936,1.0,2.914070047039254e-15,1.2212102538619276e-19,1.677210689211225e-16,7.037054214860681e-21,1.1966615591557798e-16,5.0208195802641525e-21,3.2745783566132916e-07,3.7378901049315845e-08,2.6669215917208497e-08,9.312684574129586e-22,2.0999779501498007e-05,2.854692015344576e-23,3.055085991614394e-23,2.0999779501498007e-05,1.0,1.0,1.0,1.0,0.9999999977951696,0.21
1.0,1.0,2.419273195167572e-09,1.0,5.32058167917016e-13,0.0999999913222013,8.677798691350586e-09,1.0,1.0,1.0,0.9999997815972018,1.0,2.168161192927798e-07,1.5866788755207265e-09,1.0,0.0,0.00021524774380825078,1.0,1.0,1.0,2.3675428989074795e-06,1.525706262642311e-10,1.0,5.501352308451775e-13,0.09803949045816591,3.5372338558989704e-23,1.7511009613988436e-11,6.330264622866463e-14,1.059150905964471e-24,1.2493810230191872e-11,4.5165371185271795e-14,1.1039282264868226e-24,0.001960509541175492,1.0,3.351139153079757e-15,1.5364783727034052e-19,1.9280269864253117e-16,8.851323250006326e-21,1.3756147599768687e-16,6.315269959271797e-21,3.4346256805976196e-07,3.915879389654088e-08,2.7939139465509506e-08,1.2225378759731677e-21,2.199975800172912e-05,3.7457935662488676e-23,4.008737263921366e-23,2.199975800172912e-05,1.0,1.0,1.0,1.0,0.999999997580195,0.22
1.0,1.0,2.6441695069954563e-09,1.0,6.079110151130073e-13,0.0999999900944425,9.905557495944026e-09,1.0,1.0,1.0,0.9999997613695412,1.0,2.3681884429717702e-07,1.8116144821140642e-09,1.0,0.0,0.00022481019274065426,1.0,1.0,1.0,2.5851013626544504e-06,1.6683505826899566e-10,1.0,6.283334454076679e-13,0.09795129621915354,4.723355931001516e-23,1.9135979859362252e-11,7.227275311762297e-14,1.413966198904456e-24,1.3653199113123257e-11,5.1565391268850055e-14,1.4737314419222416e-24,0.002048703780094306,1.0,3.830029775510536e-15,1.9083205456683181e-19,2.2026957899869311e-16,1.099060112955031e-20,1.57158632206834e-16,7.841608671080275e-21,3.5952442829584045e-07,4.0938681760073125e-08,2.9209059458029704e-08,1.5767834041962744e-21,2.2999735501982247e-05,4.829145660296862e-23,5.1681330381842317e-23,2.2999735501982247e-05,1.0,1.0,1.0,1.0,0.9999999973552228,0.23
1.0,1.0,2.8790563897292134e-09,1.0,6.906610843335036e-13,0.09999998875649066,1.1243509334338537e-08,1.0,1.0,1.0,0.9999997402532927,1.0,2.5768989943787747e-07,2.056807743014786e-09,1.0,0.0,0.00023435376433942554,1.0,1.0,1.0,2.8119888863442846e-06,1.817476150955095e-10,1.0,7.136135969261853e-13,0.0978631813870288,6.178669497696986e-23,2.0832757808360004e-11,8.205009839699723e-14,1.849232138899949e-24,1.4863821582347355e-11,5.85413623388222e-14,1.9273804081882636e-24,0.002136818612117002,1.0,4.3526845975290844e-15,2.342314913804765e-19,2.50230890877705e-16,1.348685489005298e-20,1.785355232665483e-16,9.62264365750508e-21,3.7564599623714216e-07,4.271856463992666e-08,3.0478975894779135e-08,2.0016096612911074e-21,2.399971200225839e-05,6.127901938420086e-23,6.55805199015448e-23,2.399971200225839e-05,1.0,1.0,1.0,1.0,0.9999999971202532,0.24
1.0,1.0,3.1239334529523965e-09,1.0,7.805935983668896e-13,0.09999998730439585,1.2695604134854492e-08,1.0,1.0,1.0,0.9999997182492509,1.0,2.7942773488506927e-07,2.3230141643125576e-09,1.0,0.0,0.000243878501080083,1.0,1.0,1.0,3.0481801260900167e-06,1.9731257103520975e-10,1.0,8.062657234688168e-13,0.09777514589473861,8.123647383065448e-23,2.260131322581555e-11,9.266454284637208e-14,2.430568416327562e-24,1.6125656065582288e-11,6.611458955812877e-14,2.5332531319907362e-24,0.0022248541042963516,1.0,4.9210629346897716e-15,2.8595676151270864e-19,2.8278845557191024e-16,1.6460565044874618e-20,2.0176479695282337e-16,1.1744335734258065e-20,3.9182952462462423e-07,4.44984425361149e-08,3.1748888775767366e-08,2.5360814821824802e-21,2.499968750255852e-05,7.760090627596806e-23,8.304804954977456e-23,2.499968750255852e-05,1.0,1.0,1.0,1.0,0.9999999968752862,0.25
1.0,1.0,3.378800283446621e-09,1.0,8.780107618186886e-13,0.09999998573348944,1.4266510555785543e-08,1.0,1.0,1.0,0.9999996953582998,1.0,3.020306003528488e-07,2.6110997474790146e-09,1.0,0.0,0.0002533844511196918,1.0,1.0,1.0,3.2936463153037673e-06,2.135317020239859e-10,1.0,9.065987550066609e-13,0.09768718966979874,1.0609952543448306e-22,2.44416112734029e-11,1.0415052832946701e-13,3.1733813970572575e-24,1.7438677706269505e-11,7.430964661604763e-14,3.307404686880246e-24,0.0023128103291162267,1.0,5.537117777515674e-15,3.46721231404157e-19,3.180512196741477e-16,1.9952560224758585e-20,2.2692418482347027e-16,1.4235815441251565e-20,4.0807757400238945e-07,4.627831544865192e-08,3.301879810100446e-08,3.1910032727035206e-21,2.599966200288365e-05,9.758520977385824e-23,1.0443503779063216e-22,2.599966200288365e-05,1.0,1.0,1.0,1.0,0.9999999966203219,0.26
1.0,1.0,3.6436564662118552e-09,1.0,9.832160989885006e-13,0.09999998403906273,1.596093726572099e-08,1.0,1.0,1.0,0.9999996715813295,1.0,3.2549673352532857e-07,2.921936932735477e-09,1.0,0.0,0.00026287166295320776,1.0,1.0,1.0,3.5483584841700287e-06,2.3040668002648467e-10,1.0,1.0149231303510165e-12,0.09759931263935025,1.3683023117504813e-22,2.6353616847207448e-11,1.1654276061143933e-13,4.09122674435785e-24,1.8802861458357463e-11,8.315129549108551e-14,4.2639617109073304e-24,0.0024006873594351625,1.0,6.2028062625970415e-15,4.1718656663088967e-19,3.5612864836910717e-16,2.4000719110291407e-20,2.540917884428454e-16,1.7124108578679286e-20,4.2439272311975594e-07,4.805818337755186e-08,3.428870387050048e-08,3.976158203686507e-21,2.699963550323478e-05,1.2152925767690196e-22,1.3005967958873653e-22,2.699963550323478e-05,1.0,1.0,1.0,1.0,0.9999999963553605,0.27
1.0,1.0,3.9185015911757e-09,1.0,1.096509454817275e-12,0.09999998221658368,1.7783416309093282e-08,1.0,1.0,1.0,0.9999996469192084,1.0,3.498244201986782e-07,3.2563713861488388e-09,1.0,0.0,0.0002723401837078838,1.0,1.0,1.0,3.812288487240496e-06,2.4793983727818213e-10,1.0,1.1315452488093192e-12,0.09751151473177352,1.7433966492523036e-22,2.833729596219648e-11,1.2987483139602168e-13,5.211245850850343e-24,2.0218183074097925e-11,9.266350329769436e-14,5.431207374790609e-24,0.002488485266872443,1.0,6.920093014767389e-15,4.983922048343539e-19,3.9712861669719377e-16,2.866445223446972e-20,2.8334457483415733e-16,2.0451603560533102e-20,4.4077747649708855e-07,4.983804632282872e-08,3.555860608426543e-08,4.90900244525953e-21,2.799960800361292e-05,1.499617963980733e-22,1.6048782773306908e-22,2.799960800361292e-05,1.0,1.0,1.0,1.0,0.9999999960804021,0.28
