Time,Clb2_T,Clb5_T,Cln2,Sic1_T,mass,BUD,Hct1,ORI,SBF,Cdc20,Mcm1,SPN,Swi5,Clb2,Cdc20_T,Hct1_T,Clb2_Sic1,Sic1,Clb5,Cln3,MBF,Clb5_Sic1,Bck2,Bck2_0,Cln3_max,ks_n2,ks_n2_,kd_n2,ks_b2,ks_b2_,kd_b2,kd_b2_,kd_b2__,Vd_b2,ks_b5,ks_b5_,kd_b5,kd_b5_,Vd_b5,Jn3,Dn3,ks_c1,ks_c1_,kas_b2,kdi_b2,kas_b5,kdi_b5,Vd2_c1,kd2_c1,epsilonc1_n3,epsilonc1_k2,epsilonc1_b5,epsilonc1_b2,ks_20,ks_20_,ka_20,ki_20,ki_20_,Vi_20,ka_t1,ka_t1_,ki_t1,ki_t1_,Vi_t1,Ji_t1,Ja_t1,epsiloni_t1_n2,epsiloni_t1_b5,epsiloni_t1_b2,mu,ks_ori,kd_ori,epsilonori_b2,ks_bud,kd_bud,epsilonbud_b5,ks_spn,kd_spn,J_spn,ka_sbf,ki_sbf,ki_sbf_,Va_sbf,Ji_sbf,Ja_sbf,epsilonsbf_n3,epsilonsbf_b5,ka_mcm,ki_mcm,Ji_mcm,Ja_mcm,ka_swi,ki_swi,ki_swi_,Ji_swi,Ja_swi,kd1_c1,kd_20,Jd2_c1,END_M,START_S,D,COMpartment
0.0,0.2342,0.0614,0.0078,0.1231,0.6608,0.0,0.9946,0.0,0.0027386225148617192,0.6848,0.5127757249686368,0.0,0.9226507597279862,0.1552,0.8332,1.0,0.079,0.023400000000000004,0.0407,0.0019841460485227,0.0027386225148617192,0.0207,0.0017841600000000003,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.023494,0.006,0.02,0.1,0.25,0.2712,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.030644892291136202,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.11861385347105455,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.3107729536392025,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
0.5,0.08768339160736402,0.05548098808577599,0.007503708414720876,0.16952191422553453,0.6627111487704898,0.005519356843553114,0.9989727632276828,0.056873952816214386,0.008484679349225465,0.6885698008899321,0.08282898943758565,0.010226925130732723,0.9333841908170214,0.0239841472432976,0.8051835619914025,1.0,0.06369924436406642,0.06562038344528398,0.015278701669591853,0.001989313761239023,0.008484679349225465,0.04020228641618414,0.0017893201016803224,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.0323842888675854,0.006,0.02,0.1,0.25,0.27214245022248307,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.020326279013326433,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.026314572962594193,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.2985405989684677,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
1.0,0.032382645404175035,0.050378317029202015,0.007323785577817897,0.21825304978494448,0.6646278249163167,0.007832561217405967,0.9997225266942323,0.0657591772919906,0.013231767083224608,0.6797989615337553,0.00496529095806433,0.011481646321118864,0.9336089663898697,0.0014859258044591858,0.7763094435847809,1.0,0.03089671959971585,0.13956770730630857,0.00258969415028195,0.001994493443224377,0.013231767083224608,0.047788622878920065,0.0017944951272740551,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.0334377761982103,0.006,0.02,0.1,0.25,0.26994974038343883,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.01604756876281028,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.007743393216411158,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.29279277544034127,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
1.5,0.012152955807117772,0.04601163673827123,0.007186328639041292,0.26716204822525985,0.6665500444236139,0.009183267820055114,0.9997777530822626,0.06548468829777696,0.013673975391409526,0.6642017384832829,0.0008376987887030809,0.011259011016656042,0.9311000160794721,0.0002512045520019317,0.748338034375159,1.0,0.01190175125511584,0.21018051818546454,0.0009318579535917623,0.001999685114435358,0.013673975391409526,0.04507977878467947,0.0017996851199437575,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.032767815557867,0.006,0.02,0.1,0.25,0.26605043462082073,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.015518426947863557,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.006338014260655655,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.29260502519427084,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
2.0,0.004824161591609251,0.04228991132747589,0.0070593608326439475,0.3155790498790257,0.668477823324749,0.010373176463496463,0.9997811623472496,0.06437142385888155,0.013779391168011723,0.6452166025118753,0.00042022276421967733,0.010960522880473831,0.9276602341377553,0.00012604036344727922,0.7214510565009877,1.0,0.0046981212281619715,0.26923420803512066,0.0006431907117328689,0.002004888794820829,0.013779391168011723,0.041646720615743024,0.0018048901229768225,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.0318253431966204,0.006,0.02,0.1,0.25,0.26130415062796886,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.015425565717329403,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.006087606621938233,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.2931143750233343,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
2.5,0.0021712084616367744,0.0391286436796514,0.006940698994152497,0.3634530509054544,0.6704111776984578,0.011480960931993764,0.9997797084349214,0.063066136940499,0.013860786391213697,0.6247570815643508,0.00029349271850821415,0.010657051089137318,0.9235404818100661,8.803490243923994e-05,0.6956162705710165,1.0,0.0020831735591975344,0.3227405340860706,0.000499300419465179,0.002010104504321651,0.013860786391213697,0.03862934326018622,0.0018101101797858361,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.030799473863711,0.006,0.02,0.1,0.25,0.25618927039108774,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.015380462459425738,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.0059446327108134255,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.29370645051194666,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
3.0,0.0012113086032009774,0.03644897730944163,0.006829767047806493,0.41077527139874775,0.6723501236699787,0.012522979830432086,0.9997766824704363,0.06167727657660048,0.013938306945798444,0.6038693993835368,0.00023865979873181754,0.010357616508110087,0.9188222855116934,7.158939992224045e-05,0.6707937448209518,1.0,0.001139719203278737,0.37359508981542666,0.00040851492939927847,0.0020153322628704245,0.013938306945798444,0.036040462380042354,0.0018153453339089427,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.029749068085345,0.006,0.02,0.1,0.25,0.2509673498458842,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.015354124317668081,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.00583740555219123,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.2943348442709587,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
3.5,0.0008646246353816194,0.03418096110147272,0.006726176513265638,0.45753549690337786,0.674294677411187,0.01350798003298022,0.999772410229235,0.06025026927318897,0.01401615216696825,0.5831185075338671,0.00020757884248810734,0.010064611653847111,0.9135255571380057,6.226719208308443e-05,0.6469441629495004,1.0,0.000802357443298535,0.4228978328760729,0.0003456545174663067,0.0020205720903912236,0.01401615216696825,0.033835306584006415,0.001820595629010205,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.028703021732871,0.006,0.02,0.1,0.25,0.24577962688346677,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.01533859079953392,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.005748379554862784,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.2949865827271059,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
4.0,0.0007401585205786251,0.03226421009092114,0.006629594264955457,0.5037194743051935,0.67624485514073,0.014441919105660705,0.9997675511781282,0.05880947408471186,0.014095331748639216,0.5628029885806035,0.00018632251659881323,0.009778758456495746,0.9076319280173065,5.589154950795072e-05,0.6240295114156887,1.0,0.0006842669710706744,0.4710706701550166,0.0002996729118149369,0.002025824006799329,0.014095331748639216,0.0319645371791062,0.001825861108879971,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.0276775762735055,0.006,0.02,0.1,0.25,0.24070074714515088,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.015330364279300186,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.005671133617388932,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.29565581439681043,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
4.5,0.0006962781317250762,0.030647302675134346,0.006539712301074742,0.5493083514764235,0.6782006731241623,0.015329340904889983,0.9997624419831987,0.05736960252787249,0.014176072100568685,0.5430742894596851,0.0001701394919825643,0.009500262354023944,0.901095208626021,5.1037506955165e-05,0.6020131933066274,1.0,0.0006452406247699112,0.5182805462871787,0.0002647381106593606,0.002031088032000961,0.014176072100568685,0.030382564564474985,0.0018311418174352383,0.0027,0.02,0.0,0.05,0.1,0.002,0.05,0.01,2.0,0.05,2.0266809740195497,0.006,0.02,0.1,0.25,0.23576857236492127,6.0,1.0,0.02,0.1,50.0,0.05,50.0,0.05,0.015327574259876936,0.3,20.0,2.0,1.0,0.067,0.005,0.06,1.0,0.1,10.0,0.1,0.04,2.0,0.0,0.64,0.005602692413030751,0.05,0.05,1.0,0.5,1.0,0.005776,2.0,0.06,0.4,0.3,0.06,1.0,0.08,0.06,0.2,1.0,0.5,6.0,0.2963393200641194,0.01,0.01,75.0,0.5,1.0,0.15,1.0,1.0,1.0,0.3,0.2,0.1,0.1,0.01,0.08,0.05,2000.0,1000.0,145.63157894736844,1.0
