Time,CML,T_cell_naive,T_cell_effector,Source,Sink,sn,dn,alpha_n,alpha_e,de,gamma_e,Cmax,rc,dc,gamma_c,kn,eta,COMpartment,T_cell_naive_Source,T_cell_naive_Natural_Death,T_cell_naive_Activation,T_cell_effector_Recruitment,T_cell_effector_Natural_Death,T_cell_effector_Death_by_CML,CML_Growth,CML_death_by_T_cell_effector,CML_natural_death,T_cell_effector_Production_from_T_cell_Naive_activation
2.6,9332.455276301142,1126.578430869319,0.5544761282914887,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,56.32892154346595,70.64892084956186,0.29252451894604753,0.06653713539497864,39.84460225173839,6468.427077730437,243.20731244567585,6346.069587884776,39.56339567575465
2.8000000000000003,9309.337124049549,1101.4810807189242,0.5434817475752926,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,55.07405403594621,69.0742528365251,0.28672095682328097,0.06521780970903511,38.957802028884174,6457.714216704583,237.79437602046184,6330.349244353693,38.681581588454065
3.0,9288.24546820885,1076.9432969512397,0.5325920145946255,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,53.84716484756199,67.53477497562345,0.2809730011811085,0.06391104175135505,38.090709317913195,6447.928908156936,232.50173220024934,6316.006918382019,37.81947398634913
3.2,9269.069163590604,1052.952588046428,0.5218149331277775,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,52.6476294023214,66.02969567417921,0.2752848447553972,0.06261779197533329,37.24288803431947,6439.022651780091,227.32671917052144,6302.967031241611,36.976629577540365
3.4000000000000004,9251.702867881902,1029.4967444353122,0.5111577310306875,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,51.47483722176561,64.55824155502864,0.26966027231518963,0.0613389277236825,36.41391173509796,6430.949164209482,222.26673396748103,6291.157950159694,36.15261527081604
3.6,9236.046551097685,1006.5638243494927,0.5006269075159336,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,50.32819121747464,63.11965653909913,0.26410268559986855,0.06007522890191203,35.603363353629135,6423.664209521795,217.3192308598142,6280.511654746426,35.34700766189552
3.8000000000000003,9222.00539928695,984.1421589426396,0.4902282587820846,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,49.20710794713199,61.71320214885204,0.25861511687313865,0.058827391053850146,34.81083490015997,6417.125606677919,212.48171952045695,6270.963671515127,34.559393203357146
4.0,9209.489414621734,962.2203410635294,0.4799669271962793,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,48.111017053176475,60.33815677626432,0.25320025484715286,0.05759603126355352,34.03592758244645,6411.29309018363,207.75176576298477,6262.45280194278,33.78936779470801
4.2,9198.413103599582,940.7872171071316,0.46984743645051585,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,47.039360855356584,58.993815146786595,0.24786046320789698,0.056381692374061904,33.27825128427104,6406.128206477258,203.12698835853755,6254.920910447716,33.036536482200496
4.4,9188.695231640091,919.8318812781948,0.4598737276907228,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,45.991594063909744,57.679487936726844,0.2425977996524389,0.05518484732288673,32.5374243716699,6401.5942366386425,198.60505785305006,6248.312757515262,32.30051324456704
4.6000000000000005,9180.258679108143,899.3436754984834,0.4500491946036379,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,44.96718377492417,56.39450174756911,0.237414034379891,0.054005903352436546,31.813073790849707,6397.656162349774,194.1836971649268,6242.575901793538,31.580920978638698
4.800000000000001,9173.030100035554,879.3121765432021,0.44037671841028125,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,43.96560882716011,55.1381982738782,0.23231066850117035,0.05284520620923375,31.104834478659413,6394.280536106131,189.8606779866224,6237.660468024177,30.877391033371794
5.0,9166.939915520652,859.7272032010819,0.43085869990443165,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,42.9863601600541,53.90993473678448,0.2272889509243225,0.051703043988531795,30.41234976859517,6391.435504333153,185.63382326285364,6233.519142554043,30.189563452599316
5.2,9161.92180571188,840.5787906045074,0.4214970962631808,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,42.02893953022537,52.70908224506682,0.22234989769254077,0.0505796515515817,29.735270467193644,6389.090593356035,181.50100155300015,6230.1068278840785,29.517086057237425
5.4,9157.912669213998,821.8571931792263,0.4122934480002513,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,41.092859658961316,51.53502596472859,0.2174943061746206,0.049475213760030154,29.073254909740765,6387.216710947787,177.46012737114492,6227.380615065519,28.859614540248014
5.6000000000000005,9154.852758130064,803.552901084279,0.40324890365976024,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,40.177645054213954,50.38716613901252,0.2127227680773934,0.04838986843917123,28.425969401695102,6385.786227724921,173.5091638804766,6225.299875528444,28.216813037847015
5.800000000000001,9152.685100894138,785.6566063462724,0.3943642589626915,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,39.282830317313625,49.264915935561866,0.20803568999991842,0.04732371107552298,27.793087455463976,6384.772723486622,169.64611823465023,6223.825868608014,27.588352923914645
6.0,9151.355477023057,768.1592059458832,0.3856399768919284,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,38.40796029729416,48.16770162627871,0.20343330399389523,0.04627679722703141,27.174289563105255,6384.150989546977,165.86904019038272,6222.921724375679,26.97391291071608
6.2,9150.81244313635,751.0518094748356,0.37707621239508504,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,37.55259047374178,47.094963055172435,0.1989156805624192,0.0452491454874102,26.569263462246656,6383.897053380593,162.17602373059648,6222.552461332719,26.373179310896568
6.4,9151.00699748212,734.3257194952142,0.36867284130662087,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,36.716285974760716,46.04615238605343,0.19448274384566933,0.044240740956794505,25.97770367945447,6383.98803268888,158.56520427718962,6222.684758287842,25.785845336189922
6.6000000000000005,9151.89254799684,717.9724333888894,0.36042948278955667,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,35.89862166944447,45.02073420602577,0.1901342834201496,0.0432515379347468,25.399311611674765,6384.4021300171,155.03475918814465,6223.286932637851,25.21161115537444
6.800000000000001,9153.424782882628,701.9836381920843,0.35234551466600816,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,35.09918190960422,44.018185187228895,0.18586996233631287,0.04228146175992098,24.83379487882658,6385.118580563374,151.58290380582457,6224.328852360188,24.65018370484818
7.0,9155.561586030442,686.3512081006679,0.34442010233214654,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,34.3175604050334,43.03799391767748,0.18168933232709158,0.041330412279857585,24.28086782944034,6386.117619859992,148.20789454333712,6225.781878500701,24.10127659389939
7.2,9158.26290506167,671.0671978691953,0.3366522139726847,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,33.55335989345976,42.079660474118384,0.17759184178527684,0.04039826567672216,23.7402510201235,6387.380428321641,144.90802570724736,6227.618775441936,23.5646098655063
7.4,9161.490663280143,656.1238397863647,0.3290406396890513,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,32.806191989318236,41.14269622074001,0.17357684581067917,0.03948487676268615,23.211671162302462,6388.889095458064,141.68162917249555,6229.813651030498,23.039909883614406
7.6000000000000005,9165.208670007523,641.5135395431176,0.3215840085273882,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,32.07567697715589,40.2266235389525,0.16964361515027976,0.038590081023286586,22.694860981800637,6390.626582557608,138.52707352527662,6232.341895605116,22.526909181813405
7.800000000000001,9169.382533814745,627.2288724577894,0.3142808049748474,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,31.36144362288947,39.33097558016242,0.16579134485938876,0.037713696596981684,22.189559113641952,6392.5766860393405,135.44276342093139,6235.180122994027,22.025346324890958
8.0,9173.979574728965,613.2625794176074,0.3071293837127557,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,30.663128970880372,38.455296001277596,0.16201916204455388,0.03685552604553068,21.69550993594535,6394.723999721907,132.42713857005603,6238.306110815696,21.534965760715455
8.200000000000001,9178.96874567713,599.6075631319625,0.3001279842013302,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,29.980378156598125,37.5991387204723,0.1583261335198713,0.03601535810415962,21.212463477490587,6397.053880875413,129.4786731742932,6241.698747060449,21.05551768346449
8.4,9184.32056442233,586.2568848016757,0.29327474312465324,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,29.312844240083788,36.76206769973457,0.15471127233686277,0.035192969174958386,20.740175258151805,6399.552420702107,126.59587495235517,6245.337983807185,20.586757911851368
8.6,9190.00704950861,573.2037609135211,0.2865677077814271,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,28.66018804567606,35.94365673580517,0.15117354481505454,0.03438812493377125,20.278406260980855,6402.206416270046,123.7772849696234,6249.204793665855,20.1284477720509
8.8,9196.001641896071,560.4415592659474,0.2800048456170296,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,28.02207796329737,35.14348920309766,0.14771187553739298,0.03360058147404355,19.826922654254563,6405.003335403613,121.02147594155383,6253.281116489329,19.68035395373469
9.0,9202.279137275022,547.9637954034779,0.2735840570880396,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,27.398189770173897,34.361157822900694,0.14432515410610042,0.03283008685056475,19.385495828408907,6407.931286248311,118.3270524591193,6257.5498133470155,19.24224838082439
9.200000000000001,9208.81562775874,535.7641294310512,0.26730318464934844,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,26.78820647155256,33.59626445699317,0.14101223985532482,0.03207638215792181,18.95390222994422,6410.978990937434,115.6926499749842,6261.994626875944,18.813908095916176
9.4,9215.588446061045,523.8363628943679,0.26116002150155637,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,26.191818144718397,32.84841990583295,0.13777196643898346,0.03133920258018676,18.531923230765535,6414.135760177316,113.11693400597146,6266.6001433215115,18.395115147266452
9.600000000000001,9222.576110193564,512.1744356360219,0.2551523201705146,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,25.608721781801098,32.117243705610015,0.13460314633154752,0.03061827842046175,18.119345031980867,6417.391467868233,110.59859954585723,6271.351754931624,17.985656475141607
9.8,9229.758269662801,500.77242267491226,0.24927780040771533,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,25.038621133745615,31.40236392714335,0.13150457497208853,0.029913336048925838,17.715958566124772,6420.736526248714,108.1363704685538,6276.235623370705,17.58532379920028
10.0,9237.115654195988,489.62453116101744,0.243534156345445,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,24.481226558050874,30.70341697988587,0.12847503451674977,0.0292240987614534,17.32155939290641,6424.161862069273,105.72899889176638,6281.2386448532725,17.193913508736088
10.200000000000001,9244.630025128423,478.725097416952,0.23791906305107144,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,23.936254870847602,30.020047421735192,0.12551329727575264,0.02855028756612857,16.935947596509155,6427.658893880064,103.3752645501208,6286.348417087328,16.81122655617171
10.4,9252.284129097681,468.0685840545788,0.23243018254985445,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,23.403429202728944,29.351907773889767,0.12261812887145894,0.027891621905982534,16.558927686295572,6431.219510287258,101.07397418907686,6291.553207786424,16.437068353378272
10.600000000000001,9260.061653722461,457.6495771554839,0.22706516934635798,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,22.882478857774196,28.698658340024807,0.11978829113327463,0.027247820321562956,16.19030850021359,6434.83604904606,98.8239609753297,6296.841924531274,16.071248670413894
10.8,9267.947185123974,447.4627835117999,0.22182167547041906,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,22.373139175589998,28.059967029548186,0.11702254474301754,0.026618601056450288,15.829903110371765,6438.501276940134,96.62408392045103,6302.204085884303,15.713581536546984
11.0,9275.926167240528,437.5030279278766,0.21669735507438465,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,21.875151396393832,27.435509184950032,0.11431965164477735,0.026003682608926156,15.477528730558484,6442.208370438534,94.47322731639593,6307.6297937235595,15.36388514357202
11.200000000000001,9283.984862883828,427.7652505830515,0.21168986860899872,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,21.388262529152577,26.824967413244966,0.11167837723364744,0.025402784233079845,15.133006625596941,6445.950897118438,92.3703001822151,6313.1097067610035,15.021981751417183
11.4,9292.110316459577,418.24450445440294,0.2067968866066493,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,20.91222522272015,26.228031421420315,0.1090974923384104,0.024815626392797916,14.796162022560129,6449.722797828374,90.31423572212026,6318.635015192513,14.687697595995377
11.600000000000001,9300.290318266028,408.9359527977318,0.2020160930999214,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,20.44679763988659,25.644397855764357,0.10657577501285405,0.02424193117199057,14.466824023891684,6453.518369561134,88.303990795183,6324.1974164209,14.360862799228041
11.8,9308.513370291505,399.8348666851374,0.19734518870104711,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,19.99174333425687,25.073770144957,0.10411201214915669,0.023681422644125653,14.144825522415257,6457.332249007689,86.33854539656066,6329.789091798223,14.04131128117592
12.0,9316.768653442448,390.93662259784594,0.19278189336571877,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,19.546831129892297,24.515858346824476,0.10170500092566101,0.02313382720388625,13.830003118169802,6461.159396767339,84.41690214986762,6335.402684340866,13.728880674221706
12.200000000000001,9325.04599883785,382.23670027718435,0.1883239488348879,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,19.111835013859217,23.97037901150014,0.09935355008574519,0.022598873860186545,13.522197038874488,6464.995083441111,82.53808582170142,6341.031279209738,13.42341224644008
12.4,9333.335852608157,373.7306800458964,0.18396912068767088,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,18.68653400229482,23.43705501144864,0.0970564810119286,0.022076294482520506,13.221251042130175,6468.834872718482,80.70114272469068,6346.668379773548,13.124750806411239
12.600000000000001,9341.629246814822,365.4142405349116,0.17971520104161773,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,18.27071202674558,22.91561539714042,0.09481262914251125,0.021565824124994127,12.927012391736382,6472.674607312629,78.90514057293635,6352.307887834079,12.832744622398636
12.8,9349.917774986505,357.2831567169926,0.17556000940519018,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,17.864157835849632,22.405795272158308,0.09262084441422402,0.02106720112862282,12.639331724360769,6476.510397044858,77.14916766817612,6357.944086990824,12.547245352408655
13.0,9358.193567041968,349.33329786500485,0.17150139423866045,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,17.466664893250243,21.907335663692198,0.09047999207915597,0.020580167308639253,12.358062981132798,6480.3386066575185,75.43233248223915,6363.571625588539,12.26810797166763
13.200000000000001,9366.4492627214,341.5606253681646,0.16753723434657455,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,17.078031268408232,21.4199833842272,0.08838895343329604,0.020104468121588944,12.08306333945369,6484.155842954213,73.75376324082123,6369.185498650552,11.995190695167233
13.4,9374.677985932774,333.961190581638,0.16366544041068773,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,16.6980595290819,20.943490895443276,0.08634662661974352,0.019639852849282526,11.814193169825712,6487.9589423849,72.11260765997513,6374.7810304342875,11.728354901448235
13.600000000000001,9382.873321420077,326.5311328162416,0.15988395566371777,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,16.326556640812083,20.477616181026644,0.08435192697921003,0.019186074679646132,11.5513159463256,6491.744959727257,70.50803239964976,6380.353858565652,11.467465061374922
13.8,9391.02929306342,319.26667742177904,0.15619075663508733,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,15.963333871088953,20.022122625462202,0.08240378743900004,0.018742890796210478,11.294298175667006,6495.511157544932,68.93922263069472,6385.899919283126,11.212388670258834
14.0,9399.140342739252,312.1641338882847,0.15258385370323477,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,15.608206694414235,19.576778894039318,0.08050115880035914,0.01831006244438817,11.043009323443775,6499.254995927871,67.40538158465681,6391.4154330626925,10.962996180662017
14.200000000000001,9407.201309596669,305.21989395518784,0.14906129180215466,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,15.260994697759394,19.14135881343705,0.07864301010757636,0.017887355016258558,10.797321761775784,6502.974122449266,65.90573023421582,6396.896890525735,10.71916093552475
14.4,9415.207410185323,298.4304297611112,0.14562115076595616,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,14.92152148805556,18.715641254938674,0.07682832882648474,0.017474538091914738,10.557110700839354,6506.666362540741,64.4395068752532,6402.34103892602,10.48075910276566
14.600000000000001,9423.154219655718,291.7922920518805,0.14226154565736665,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,14.589614602594025,18.299410021373674,0.07505612101484428,0.017071385478883996,10.322254128770886,6510.329710387531,63.00596676003008,6407.744869365889,10.24766961196926
14.8,9431.037653862655,285.3021084365014,0.1389806268678876,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,14.26510542182507,17.892453737137494,0.07332541137256991,0.01667767522414651,10.092632743643323,6513.962320265098,61.60438168197873,6413.105604626606,10.019774092796997
15.0,9438.85395215746,278.95658167691863,0.13577658029389808,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,13.947829083845932,17.494565740392137,0.07163524333231443,0.01629318963526777,9.868129898684632,6517.562498217999,60.23403964132178,6418.420687467074,9.796956814619596
15.200000000000001,9446.599660828893,272.7524880098262,0.13264762731841676,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,13.637624400491312,17.105543977334086,0.0699846790477802,0.01591771527821001,9.648631540516531,6521.128694062069,58.89424446808792,6423.687769363648,9.579104627307089
15.4,9454.271617256072,266.68667550601964,0.12959202481778967,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,13.334333775300983,16.72519089886997,0.06837279939542511,0.01555104297813476,9.434026155843314,6524.6594937386435,57.58431549670595,6428.904699734129,9.366106903367182
15.600000000000001,9461.866934787311,260.75606246953885,0.1266080649837745,1.0,1.0,0.071,0.05,0.56,0.53,0.12,0.0077,190000.0,0.23,0.68,0.047,0.063,43.0,1.0,0.071,13.037803123476943,16.353313359836914,0.06679870387899527,0.01519296779805294,9.22420471085482,6528.153612026451,56.30358719612682,6434.069515655372,9.157855481508673
