CML_1_task1,_1_task1
10000.0,0.0
9818.174770507014,0.2
9759.353695674914,0.4
9704.51589185142,0.6000000000000001
9653.440517468447,0.8
9605.919828594631,1.0
9561.758294296249,1.2000000000000002
9520.771797672838,1.4000000000000001
9482.78676349757,1.6
9447.63930573534,1.8
9415.17469878366,2.0
9385.24675331667,2.2
9357.717213300715,2.4000000000000004
9332.455276301142,2.6
9309.337124049549,2.8000000000000003
9288.24546820885,3.0
9269.069163590604,3.2
9251.702867881902,3.4000000000000004
9236.046551097685,3.6
9222.00539928695,3.8000000000000003
9209.489414621734,4.0
9198.413103599582,4.2
9188.695231640091,4.4
9180.258679108143,4.6000000000000005
9173.030100035554,4.800000000000001
9166.939915520652,5.0
9161.92180571188,5.2
9157.912669213998,5.4
9154.852758130064,5.6000000000000005
9152.685100894138,5.800000000000001
9151.355477023057,6.0
9150.81244313635,6.2
9151.00699748212,6.4
9151.89254799684,6.6000000000000005
9153.424782882628,6.800000000000001
9155.561586030442,7.0
9158.26290506167,7.2
9161.490663280143,7.4
9165.208670007523,7.6000000000000005
9169.382533814745,7.800000000000001
9173.979574728965,8.0
9178.96874567713,8.200000000000001
9184.32056442233,8.4
9190.00704950861,8.6
9196.001641896071,8.8
9202.279137275022,9.0
9208.81562775874,9.200000000000001
9215.588446061045,9.4
9222.576110193564,9.600000000000001
9229.758269662801,9.8
9237.115654195988,10.0
9244.630025128423,10.200000000000001
9252.284129097681,10.4
9260.061653722461,10.600000000000001
9267.947185123974,10.8
9275.926167240528,11.0
9283.984862883828,11.200000000000001
9292.110316459577,11.4
9300.290318266028,11.600000000000001
9308.513370291505,11.8
9316.768653442448,12.0
9325.04599883785,12.200000000000001
9333.335852608157,12.4
9341.629246814822,12.600000000000001
9349.917774986505,12.8
9358.193567041968,13.0
9366.4492627214,13.200000000000001
9374.677985932774,13.4
9382.873321420077,13.600000000000001
9391.02929306342,13.8
9399.140342739252,14.0
9407.201309596669,14.200000000000001
9415.207410185323,14.4
9423.154219655718,14.600000000000001
9431.037653862655,14.8
9438.85395215746,15.0
9446.599660828893,15.200000000000001
9454.271617256072,15.4
9461.866934787311,15.600000000000001
9469.38298829185,15.8
9476.81740032466,16.0
9484.168027881162,16.2
9491.432949735601,16.400000000000002
9498.610454347543,16.6
9505.699028307843,16.8
9512.697345298353,17.0
9519.604255546117,17.2
9526.41877575516,17.400000000000002
9533.140079498036,17.6
9539.767488048063,17.8
9546.300461633859,18.0
9552.738591099504,18.2
9559.081589954589,18.400000000000002
9565.329286798655,18.6
9571.481618104654,18.8
9577.538621346685,19.0
9583.50042845798,19.200000000000003
9589.367259605655,19.400000000000002
9595.139417269136,19.6
9600.817280609625,19.8
9606.401300118363,20.0
9611.891992532,20.200000000000003
9617.28993600376,20.400000000000002
9622.595765519512,20.6
9627.81016854824,20.8
9632.933880916808,21.0
9637.96768289927,21.200000000000003
9642.912395511377,21.400000000000002
9647.768877001237,21.6
9652.538019527483,21.8
9657.220746016577,22.0
9661.81800719124,22.200000000000003
9666.330778762278,22.400000000000002
9670.760058776412,22.6
9675.106865112964,22.8
9679.372233122574,23.0
9683.557213401366,23.200000000000003
9687.662869694248,23.400000000000002
