Time,r5,R5,r7,R7,endosome,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9
0.0,1.0,0.001,1.0,0.001,1.0,1.0,0.0,1.0,0.483,2.099999979e-09,0.0009987933336590691,8.979689035217223e-05,0.483,6e-05,0.00015
0.01,1.000001423873452,0.0009985689010866441,0.9999915389349177,0.001008481526140367,1.0,1.0,1.3151845007488203e-05,1.000001423873452,0.483,2.1538698482772037e-09,0.0009987807986796063,8.967000280518679e-05,0.48299591330556524,5.991413406519864e-05,0.00015127222892105506
0.02,1.0000027007534957,0.0009972713027280808,0.9999831314288493,0.001016950220090421,1.0,1.0,2.6301045842378936e-05,1.0000027007534957,0.483,2.208569386988922e-09,0.0009987686982626364,8.95550965493004e-05,0.4829918524801342,5.983627816368484e-05,0.00015254253301356314
0.03,1.000003832255564,0.0009961070149961991,0.9999747772190226,0.001025406101905106,1.0,1.0,3.9447604945594944e-05,1.000003832255564,0.483,2.2641022079260032e-09,0.0009987570315894655,8.945215519091243e-05,0.4829878173967879,5.976642089977195e-05,0.0001538109152857659
0.04,1.0000048200727587,0.000995075808898147,0.9999664760213569,0.0010338491954505402,1.0,1.0,5.259152482927832e-05,1.0000048200727587,0.483,2.3204718952280076e-09,0.0009987457977092009,8.936115882580696e-05,0.48298380791831536,5.970454853388882e-05,0.00015507737931758103
0.05,1.0000056658684378,0.0009941774577959459,0.9999582275555192,0.001042279524340957,1.0,1.0,6.573280807500723e-05,1.0000056658684378,0.483,2.377681979141941e-09,0.0009987349956819796,8.928208775775873e-05,0.48297982390931576,5.965064746775675e-05,0.00015634192865114356
0.06,1.0000063712819471,0.00099341173637099,0.9999500315437664,0.0010506971120457103,1.0,1.0,7.887145733235139e-05,1.0000063712819471,0.483,2.4357359370619118e-09,0.0009987246245748511,8.921492240558952e-05,0.4829758652356391,5.96047041822594e-05,0.00015760456680685654
0.07,1.000006937932822,0.000992778419993,0.9999418877101951,0.0010591019819548586,1.0,1.0,9.200747531767766e-05,1.000006937932822,0.483,2.4946371943433807e-09,0.0009987146834592247,8.915964324652929e-05,0.4829719317640242,5.956670519958e-05,0.00015886529729322878
0.08,1.0000073674240806,0.0009922772843586503,0.9999337957802554,0.0010674941574171936,1.0,1.0,0.00010514086481316224,1.0000073674240806,0.483,2.554389124960373e-09,0.0009987051714093486,8.911623078378568e-05,0.48296802336186334,5.953663706151902e-05,0.00016012412361257904
0.09,1.000007661342978,0.0009919081054426016,0.9999257554806682,0.0010758736617455724,1.0,1.0,0.00011827162866577507,1.000007661342978,0.483,2.6149950519478394e-09,0.0009986960875020827,8.9084665542161e-05,0.48296413989716275,5.951448632655609e-05,0.00016138104926183584
0.1,1.0000078212609762,0.0009916706595321531,0.9999177665394575,0.0010842405182134428,1.0,1.0,0.00013139976978623137,1.0000078212609762,0.483,2.6764582477800167e-09,0.0009986874308170275,8.906492807117717e-05,0.48296028123855794,5.9500239571929185e-05,0.00016263607773201643
0.11,1.0000078487346837,0.0009915647232363407,0.9999098286858975,0.0010925947500544295,1.0,1.0,0.00014452529114808053,1.0000078487346837,0.483,2.7387819347665688e-09,0.0009986792004364933,8.905699894590654e-05,0.48295644725528847,5.949388339418044e-05,0.00016388921250816443
0.12,1.000007745304589,0.0009915900735266425,0.9999019416506321,0.0011009363804576307,1.0,1.0,0.00015764819578653039,1.000007745304589,0.483,2.8019692854135022e-09,0.0009986713954457304,8.906085877064065e-05,0.4829526378172553,5.949540441159855e-05,0.0001651404570686446
0.13,1.0000075124941,0.0009917464877648395,0.9998941051657657,0.0011092654325643566,1.0,1.0,0.0001707684867972256,1.0000075124941,0.483,2.8660234227893117e-09,0.0009986640149330986,8.9076488181406e-05,0.48294885279506483,5.950478926589037e-05,0.00016638981488465348
0.14,1.00000715181102,0.0009920337436752427,0.999886318964747,0.001117581929471691,1.0,1.0,0.00018388616733538878,1.00000715181102,0.483,2.9309474209392807e-09,0.0009986570579898655,8.910386784348435e-05,0.48294509205997277,5.952202462051456e-05,0.00016763728942075366
0.15,1.0000066647480783,0.0009924516193352403,0.9998785827823291,0.001125885894233733,1.0,1.0,0.00019700124061489398,1.0000066647480783,0.483,2.9967443052812557e-09,0.000998650523710137,8.914297845057774e-05,0.48294135548386496,5.954709716011442e-05,0.00016888288413505992
0.16,1.0000060527831753,0.0009929998931722745,0.999870896354555,0.001134177349862049,1.0,1.0,0.00021011370990732392,1.0000060527831753,0.483,3.0634170529933363e-09,0.0009986444111908302,8.919380072455083e-05,0.48293764293925,5.9579993590336465e-05,0.00017012660247930735
0.17,1.000005317379299,0.0009936783439686197,0.9998632594187695,0.0011424563193251755,1.0,1.0,0.0002232235785409756,1.000005317379299,0.483,3.130968593391528e-09,0.000998638719531697,8.925631541587361e-05,0.48293395429926567,5.962070063811718e-05,0.0001713684478987763
0.18,1.0000044599845244,0.0009944867508648164,0.9998556717136265,0.0011507228255482967,1.0,1.0,0.00023633084989988057,1.0000044599845244,0.483,3.1994018083059125e-09,0.0009986334478353368,8.933050330394355e-05,0.4829302894376816,5.966920505188898e-05,0.00017260842383224449
0.19,1.0000034820321049,0.0009954248933611452,0.9998481329790866,0.0011589768914131665,1.0,1.0,0.0002494355274228482,1.0000034820321049,0.483,3.2687195324560403e-09,0.0009986285952071927,8.941634519723158e-05,0.4829266482288988,5.972549360166871e-05,0.00017384653371197497
0.2,1.0000023849406416,0.0009964925513173215,0.9998406429564096,0.0011672185397582457,1.0,1.0,0.0002625376146025362,1.0000023849406416,0.483,3.338924553825527e-09,0.0009986241607555417,8.95138219332684e-05,0.48292303054794583,5.9789553079039286e-05,0.00017508278096373686
0.21,1.000001170114257,0.000997689504951903,0.9998332013881454,0.0011754477933788713,1.0,1.0,0.0002756371149845378,1.000001170114257,0.483,3.4100196140344604e-09,0.0009986201435914818,8.962291437860471e-05,0.4829194362704742,5.9861370297114174e-05,0.0001763171690068307
0.22,0.9999998389427542,0.0009990155348419516,0.9998258080181267,0.001183664675027393,1.0,1.0,0.0002887340321664779,0.9999998389427542,0.483,3.482007408709111e-09,0.0009986165428289158,8.97436034287946e-05,0.4829158652727552,5.994093209051709e-05,0.00017754970125410894
0.23,0.9999983928017586,0.0010004704219230263,0.9998184625914628,0.0011918692074132657,1.0,1.0,0.0003018283697971179,0.9999983928017586,0.483,3.55489058784883e-09,0.0009986133575845472,8.987587000840815e-05,0.4829123174316765,6.0028225315381575e-05,0.00017878038111198986
