Time,GP,pGP,mRNA,PEPCK,IRS,p1IRS,p2IRS,p1p2IRS,Akt,pAkt,mTOR,pmTOR,Foxo,pFoxo,PYRout,GLCex,F16P,PYRin,LAC,OAA,GLY,G1P,G6P,V1,K1,V2_G6P,K2_G6P,V2_F16P,K2_F16P,V3,K3,V6,K6,V7,K7,V4_PYR,K4_PYR,V4_LAC,K4_LAC,V8_G6P,K8_G6P,V8_G1P,K8_G1P,V5,K5,V9_G1P,K9_G1P,V9_GLY,K9_GLY,k3,k4,s1,s2,s3,s4,k1_PEPCK,k2_PEPCK,k3_PEPCK,k4_PEPCK,k5_PEPCK,k6_PEPCK,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,param16,proIRS,insulin,default,Vex,Vin,v1,v2,v3,v4,v5,v6,v7,v8,v9,metabolicENZ,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7,reaction8,reaction9,reaction10,reaction11,reaction12,reaction13,reaction14,reaction15,reactionPEP1,reactionPEP2,mw7c079c91_51e3_4732_8dca_23fb3cd716a7,mwfc720c89_b1b3_416a_8958_e9d0aff9f4a6
0.0,0.4726,0.1723,2.905,0.7686,888.77,0.0,0.0,0.0,1.1182,0.0,880.25,0.0,1.069e-05,0.0,34375.0,28725.0,362537.8787878788,37393.93939393939,37916666.666666664,83.33333333333333,182757.57575757575,200871.2121212121,19651.515151515152,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,1.6824089738451375,-0.08362720640281887,0.002289981555731045,5.155132270370333e-06,-4.711232196205809e-05,0.002469934212481608,0.0009483510930291693,-0.004134178891812525,8.544740617450859e-05,6585.007346666667,0.0,213029.2813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0081940073,-0.0011106512199999998,0.0,53.290376
0.01,0.6430627033989368,0.0018372966010635396,2.9049180618138775,0.7685888935461516,94.99733891168401,824.1241673021395,9.7167526871849e-06,1.702343065398315e-08,1.1179245939581675,0.00027540604183153646,880.2499999705561,2.9444449170309692e-08,1.0689998607139075e-05,1.392860920749119e-12,34375.000117779164,28720.97270283175,362505.6954713783,37393.851432028074,37916666.668619275,83.90957947032659,182757.62222120346,200869.6226405333,20294.929943457108,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,1.541979845882161,-0.08361812252620114,0.002289981554093573,5.155117320844348e-06,-4.7111005089765926e-05,0.0024699342123268597,0.0009489364380231653,-0.004015724030682362,0.0001227672011674213,72.51732472749552,4421.472476794138,22752.65994842324,0.010004867391047974,6.675544180607119e-06,1.2343519332896645e-10,0.0021205710495280482,8.91589793070712e-06,4.012241519592389e-07,1.2662545252070806e-07,4.989737758989001e-10,0.040820423467760145,9.69732213893023e-05,7.608545292538058e-06,2.82472378670449e-10,3.5991502738726506e-10,-0.008193630234088567,-0.0011106395496674405,6.405070944064824e-15,72.51175043526412
0.02,0.6431147314462324,0.0017852685537680507,2.904836127386903,0.7685777872090073,26.695551100058683,939.2522513267159,3.61462708078752e-05,2.3758444882996828e-07,1.1174835302195603,0.0007164697804379604,880.2499998347594,1.6524118007807617e-07,1.0689992183199346e-05,7.816800646429045e-12,34375.00023555504,28717.27825849002,362473.5157028855,37393.763470620695,37916666.670571975,84.48560534250271,182757.66872595024,200868.0750326294,20887.867247325263,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,1.4157755652674526,-0.08360964799156202,0.0022899815524559906,5.155102371403997e-06,-4.710968822183691e-05,0.002469934212172111,0.0009495141160840962,-0.0039123823788613935,0.00012277760392504213,72.5224721229962,4801.927095262453,6378.994336543793,0.011402522331106332,4.269638667509951e-05,1.722701080021217e-09,0.0033442222544130705,3.3167095167890125e-05,1.4925518141987828e-06,4.710125849540543e-07,6.9638377796552e-09,0.04650457941841175,0.00025227617439001025,1.9793657169259032e-05,1.585224736961016e-09,9.363196390784976e-10,-0.008193255632020184,-0.0011106278791399296,3.5945557772603964e-14,72.51761711787718
0.03,0.6431602201191154,0.0017397798808854218,2.904754196691406,0.7685666809885693,20.821787967557235,993.3697594073583,8.382268099060224e-05,1.0086621555653826e-06,1.1170080113251706,0.0011919886748280682,880.2499995717332,4.28267540710517e-07,1.0689979740325966e-05,2.025967402970567e-11,34375.00035332762,28713.883574581967,362441.3392464391,37393.675509717235,37916666.67252467,85.06141382569675,182757.71523436214,200866.56412436088,21435.346505704703,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,1.3018827744392503,-0.08360177424178747,0.002289981550818286,5.15508742204929e-06,-4.710837135827107e-05,0.002469934212017363,0.0009500842760120659,-0.0038215490344071473,0.00012278659764551495,72.52700747147345,4834.6451306631125,4969.9791554003605,0.01205950887920533,0.00011703524936872427,7.3137084237890335e-09,0.006760380387465799,7.69140156233568e-05,3.4612061434639483e-06,1.0921835155356602e-06,2.9564896441776933e-08,0.049163134904207886,0.00041971113229371105,3.293064943745961e-05,4.108541825052274e-09,1.557750427418578e-09,-0.008192883974041339,-0.0011106162084205038,9.316411102560153e-14,72.52274642063146
0.04,0.6432002772795056,0.001699722720495189,2.9046722696970444,0.7685555748848396,20.320081323669523,1042.2369250822653,0.0001780479459967274,2.7526931442538715e-06,1.1165094227390846,0.001690577260914055,880.2499991741246,8.258760512862644e-07,1.0689960930427317e-05,3.9069572680196956e-11,34375.00047109689,28710.759909794488,362409.1658818411,37393.587549317686,37916666.67447735,85.63700774011828,182757.76174595265,200865.08557933266,21941.727017270678,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,1.1987204314582938,-0.08359444685744752,0.002289981549180448,5.155072472780225e-06,-4.7107054499068495e-05,0.0024699342118626147,0.0009506470627315411,-0.0037411870536588265,0.00012279442220218222,72.53102804932988,4837.439737010895,4848.702104680676,0.012652756270498701,0.00023679466780433104,1.9959502719670398e-08,0.012722670166482278,0.00016337323428767712,7.351955786096868e-06,2.319792315145655e-06,8.068418875122523e-08,0.051558609169269534,0.0005952691593404479,4.670497990174662e-05,7.922959310409649e-09,2.2093270452401494e-09,-0.008192515429282149,-0.0011106045375124918,1.796614299698857e-13,72.52726326603705
0.05,0.6432357727991784,0.0016642272008222329,2.904590346371971,0.7685444688978197,20.28065095935055,1090.6520068065004,0.0003421926286633499,5.967663823819476e-06,1.1159888432742626,0.0022111567257361987,880.2499986357727,1.3642279090081596e-06,1.0689935461763846e-05,6.45382361512651e-11,34375.00058886288,28707.88213549063,362376.99540935596,37393.49958942204,37916666.67643004,86.21238985179508,182757.80826031594,200863.63574895434,22410.81999722165,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,1.1049693202208735,-0.08358761407829658,0.0022899815475424666,5.155057523596798e-06,-4.710573764422876e-05,0.0024699342117078674,0.0009512026174179112,-0.0036696808752683598,0.00012280126578831894,72.53461483220191,4837.659372026225,4838.237519336246,0.013240515362630914,0.000409320714133496,4.327093362013264e-08,0.020975232070718327,0.00031398911220891656,1.4129818022767045e-05,4.458308545286603e-06,1.7491819433997266e-07,0.0539285074753402,0.0007785703946989729,6.108684457054874e-05,1.3087584022278878e-08,2.8896382493372242e-09,-0.008192150139462898,-0.001110592866419386,2.967790789415926e-13,72.53126574083537
0.06,0.6432673999094006,0.0016326000905999602,2.904508426682942,0.7685333630275117,20.28099074065098,1139.0278937795017,0.000598202464180095,1.1228655187667702e-05,1.115446466082007,0.0027535339179920984,880.249997950647,2.049353707028118e-06,1.068990304877457e-05,9.695122542812929e-11,34375.000706625586,28705.228150516654,362344.8276477873,37393.4116300303,37916666.67838271,86.7875628739703,182757.8547771098,200862.211533701,22845.977383566085,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,1.0195189977563526,-0.08358123003563028,0.0022899815459043326,5.155042574499018e-06,-4.710442079375191e-05,0.0024699342115531192,0.0009517510776190911,-0.003605732090801397,0.0001228072782631717,72.537820862516,4837.657479376426,4837.306260698254,0.013827798630483152,0.0006421579621481517,8.141785590025974e-08,0.03150968360669625,0.0005488986170823716,2.4700976150924484e-05,7.793618611398966e-06,3.29123112205728e-07,0.056293135175085524,0.0009695468278641977,7.607090731263981e-05,1.9660269853003545e-08,3.598430048887658e-09,-0.008191788243292933,-0.001110581195144833,4.4583021013125255e-13,72.53483201378401
0.07,0.6432957175302552,0.001604282469745492,2.904426510595333,0.7685222572739174,20.28474461303194,1187.400094072492,0.0009682434677507252,1.919018642627067e-05,1.1148824090160738,0.003317590983925389,880.2499971127562,2.8872444306825727e-06,1.0689863407774542e-05,1.3659222545954813e-10,34375.000824385,28702.77841210171,362312.6624323348,37393.323671142476,37916666.68033537,87.36252946845406,182757.9012960432,200860.81027790706,23250.16302028593,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,0.9414273043590468,-0.08357525416639067,0.002289981544266037,5.155027625486878e-06,-4.7103103947638406e-05,0.002469934211398372,0.0009522925773723807,-0.0035482847220183853,0.0001228125803544474,72.54070734617947,4837.636569556489,4837.193402728311,0.014415037142040054,0.000943129266296621,1.39146122758246e-07,0.044400826103049865,0.0008884408411387104,3.998070927036295e-05,1.2614464355933608e-05,5.624835543404195e-07,0.058654115126744975,0.0011681569613499687,9.165391221446884e-05,2.7698490721310194e-08,4.335546672860521e-09,-0.008191429878562941,-0.0011105695236926308,6.281193487757321e-13,72.53802510871158
0.08,0.6433211820578557,0.0015788179421448395,2.904344598073143,0.7685111516370385,20.288790567498683,1235.771635730875,0.0014751115336822183,3.05891824680721e-05,1.1142967843263165,0.0039032156736822005,880.2499961161417,3.883859044387167e-06,1.0689816256597894e-05,1.8374340210812e-10,34375.000942141116,28700.51555592972,362280.49961272976,37393.23571275856,37916666.68228803,87.93729224693179,182757.94781686622,200859.42968879704,23626.010305045,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,0.86988906906175,-0.08356965045353873,0.002289981542627573,5.155012676560383e-06,-4.7101787105887976e-05,0.0024699342112436246,0.0009528272473168061,-0.0034964707502888066,0.00012281727056770987,72.54331341461395,4837.614032780918,4837.150567701369,0.015002267657772824,0.0013203597384478058,2.21799103157744e-07,0.059738948337234095,0.0013535328410761297,6.091030544880616e-05,1.92177803839128e-05,8.965995273216613e-07,0.061011463856165765,0.0013743612708602396,0.00010783275817849153,3.725941335642385e-08,5.1008394846977375e-09,-0.008191075182318572,-0.001110557852066727,8.449440345941898e-13,72.54089648884381
0.09,0.6433441697418348,0.0015558302581658706,2.904262689079004,0.7685000461168767,20.29284705894249,1284.1427700709767,0.0021422939205051426,4.6248074411551893e-05,1.1136897046462306,0.0045102953537679395,880.2499949548759,5.045124907758086e-06,1.0689761314580161e-05,2.386854198408601e-10,34375.00105989393,28698.42408539892,362248.3390516379,37393.14775487853,37916666.684240684,88.51185377223113,182757.994339363,200858.0677732905,23975.86933587457,8.97,0.0451,7.71,925.0,0.0839,0.597,0.00229,2.92,0.00247,0.996,2.84e-05,8.43,23.6,56.4,1.2e-06,0.0154,2.02e-05,0.791,0.04,69.8,0.00112,0.228,0.488,2.69,1.02e-06,0.000623,112.76,1.9448,1.722,214.7,46.54,1.19,0.12225,0.0045985,486.28,0.0046101,0.00010958,0.0018592,5.5702,2.3969,0.020934,1.214e-05,0.2751,0.0072509,758.12,0.91758,0.041292,0.00013032,0.000192,0.029311,4.4307e-05,0.35211,3.1385e-05,0.0095934,888.77,100.0,1.0,0.004,2.64e-05,0.8042116387683751,-0.08356438677925622,0.0022899815409889324,5.154997727719526e-06,-4.710047026850085e-05,0.0024699342110888773,0.0009533552148011447,-0.003449569760647376,0.00012282143004661175,72.54567441675195,4837.591437312279,4837.11026680926,0.015589493228661657,0.0017822795515281414,3.3534016275072164e-07,0.07761628628874587,0.0019657260555771086,8.845960056549835e-05,2.7909494741736003e-05,1.3555773090769976e-06,0.06336506155302675,0.0015881200970152291,0.00012460433350739979,4.8399901290086426e-08,5.894159151582287e-09,-0.008190724290869075,-0.00111054618027122,1.0975949031381952e-12,72.5434885800893
