value_component_environment_variable_time,value_component_membrane_variable_V,value_component_membrane_variable_V_T,value_component_membrane_variable_V_S,value_component_membrane_variable_C_m,value_component_membrane_variable_F,value_component_membrane_variable_R,value_component_membrane_variable_T,value_component_stimulus_protocol_variable_I_app,value_component_stimulus_protocol_variable_i_stimStart,value_component_stimulus_protocol_variable_i_stimEnd,value_component_stimulus_protocol_variable_i_stimAmplitude,value_component_stimulus_protocol_variable_tau,value_component_stimulus_protocol_variable_period,value_component_I_leak_variable_I_leak,value_component_I_leak_variable_g_leak,value_component_I_leak_variable_E_leak,value_component_I_Na_variable_I_Na,value_component_I_Na_variable_g_Na,value_component_I_Na_variable_E_Na,value_component_Na_m_gate_variable_m,value_component_Na_m_gate_variable_alpha,value_component_Na_m_gate_variable_beta,value_component_Na_m_gate_variable_tau_m,value_component_Na_m_gate_variable_m_inf,value_component_Na_h_gate_variable_h,value_component_Na_h_gate_variable_alpha_h,value_component_Na_h_gate_variable_beta_h,value_component_Na_h_gate_variable_h_inf,value_component_Na_h_gate_variable_tau_h,value_component_I_KD_variable_I_KD,value_component_I_KD_variable_g_KD,value_component_I_KD_variable_E_K,value_component_KD_n_gate_variable_n,value_component_KD_n_gate_variable_alpha_n,value_component_KD_n_gate_variable_beta_n,value_component_KD_n_gate_variable_tau_n,value_component_KD_n_gate_variable_n_inf,value_component_I_KM_variable_I_KM,value_component_I_KM_variable_g_KM,value_component_KM_p_gate_variable_p,value_component_KM_p_gate_variable_p_inf,value_component_KM_p_gate_variable_tau_p,value_component_KM_p_gate_variable_tau_max,value_component_I_CaL_variable_I_CaL,value_component_I_CaL_variable_P_Ca,value_component_CaL_q_gate_variable_q,value_component_CaL_q_gate_variable_alpha_q,value_component_CaL_q_gate_variable_beta_q,value_component_CaL_q_gate_variable_tau_q,value_component_CaL_q_gate_variable_q_inf,value_component_G_nonlin_variable_G,value_component_G_nonlin_variable_Z,value_component_G_nonlin_variable_Ca_o,value_component_dCa_i_dt_variable_Ca_i,value_component_dCa_i_dt_variable_Ca_inf,value_component_dCa_i_dt_variable_tau_r,value_component_dCa_i_dt_variable_d,value_component_dCa_i_dt_variable_drive_channel,value_component_dCa_i_dt_variable_k,value_component_I_h_variable_I_h,value_component_I_h_variable_m,value_component_I_h_variable_E_h,value_component_I_h_variable_g_hbar,value_component_I_h_variable_cac,value_component_I_h_variable_V_S,value_component_I_h_variable_g_inc,value_component_kinetic_variable_p_0,value_component_kinetic_variable_p_1,value_component_kinetic_variable_c_1,value_component_kinetic_variable_o_1,value_component_kinetic_variable_o_2,value_component_rate_constants_variable_h_inf,value_component_rate_constants_variable_tau_s,value_component_rate_constants_variable_alpha,value_component_rate_constants_variable_beta,value_component_rate_constants_variable_k_1Ca,value_component_rate_constants_variable_k_3p,value_component_rate_constants_variable_k_2,value_component_rate_constants_variable_P_c,value_component_rate_constants_variable_k_4,value_component_rate_constants_variable_n_Ca,value_component_rate_constants_variable_n_exp,value_component_rate_constants_variable_p_C,value_component_rate_constants_variable_Ca_c,value_component_rate_constants_variable_tau_m
0.0,-70.0,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.0,9.0,0.0,1.0,-70.0,-0.0,70.0,50.0,0.0,0.008177919708866735,0.00025721048802239426,118.55181563988181,0.969507229643325,0.0,0.7573367796050342,6.680568739238072e-05,0.9999117964468486,1.3203000611806044,0.0,7.0,-95.0,0.0,-0.9623855151905708,14.396842153999645,0.07443546299529738,-0.07163561140317794,0.0,0.004,0.0,0.02931223075135632,0.6321055888619408,4.0,1.4798909525718567e-08,0.000276,0.00247262,0.028428668724470377,1.4262023783841122,0.6874595465205644,0.0024726231566347743,0.008770126901261626,2.0,2.0,0.0001,0.0001,0.017,0.0001,7.668702922467102e-11,0.1,-2287.18748093258,2.28718748093258,-20.0,0.02,0.006,0.0,2.0,0.9999999228399247,7.716048787409502e-08,0.7128125190674202,0.28718526499706415,2.215935515742473e-06,0.2871859013825026,763.543763212434,0.00037612238514559305,0.0009335602397150056,7.71604938271605e-09,7.716048787409502e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
0.1,-67.88034928792565,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.1,9.0,2119.6507120743463,1.0,-70.0,-0.0011264004509584378,70.0,50.0,0.001279471969015092,0.012849024978909974,0.0003778632452670649,75.60357228785902,0.9714321888215265,0.06517199785354572,0.6732048514250172,0.00010207517405581193,0.9998483972613034,1.4852067615746651,1.037098409266209,7.0,-95.0,-0.048345878814837005,-0.8955630518924383,14.822285197763746,0.07180440519497679,-0.06430537225573467,0.52751333435,0.004,0.004862833042638875,0.035983950324253854,0.6880549153286294,4.0,1.8047196097410416e-08,0.000276,0.002548851359937525,0.03309093681049698,1.383810412823362,0.7057654368516267,0.003054637835338636,0.010064950327448264,2.0,2.0,0.00010000000157055771,0.0001,0.017,0.0001,9.351944831747875e-11,0.1,-2121.1918476110927,2.2150964635360437,-20.0,0.02,0.006,0.0,2.0,0.9999999228395061,7.716049392194586e-08,0.7849035364639564,0.21509480385391305,1.6596821305411994e-06,0.21509516084350772,686.4516018712604,0.00031334351942243323,0.0011434234212825045,7.716049867456093e-09,7.716049392194585e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
0.2,-67.88214696169692,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.2,9.0,2117.853038303082,1.0,-70.0,-0.017480590024525552,70.0,50.0,0.0025615654285639318,0.012844134838228605,0.0003777402521405658,75.63223772461754,0.9714306594519478,0.1260357211053573,0.6732720882660195,0.00010203848201581167,0.9998484668805012,1.4850585436499586,2.5170861956804615,7.0,-95.0,-0.06034429061697972,-0.895619572164628,14.821920549227153,0.07180657675337203,-0.06431137555046157,0.9840786629880168,0.004,0.00907223980451216,0.035977714874863974,0.6880066361333277,4.0,1.9003040134687554e-08,0.000276,0.002615630788376689,0.03308667680666567,1.383846365238595,0.7057496510608278,0.0030540904373855928,0.01006377971530882,2.0,2.0,0.00010000000166025588,0.0001,0.017,0.0001,9.847257270096877e-11,0.1,-2121.3243376388605,2.2151516507142035,-20.0,0.02,0.006,0.0,2.0,0.9999999228395061,7.716049392194586e-08,0.7848483492857965,0.2151499906062492,1.66010795424802e-06,0.21515034777904965,686.5170202225529,0.0003133940476949907,0.00114323407738168,7.716049895140713e-09,7.716049392194585e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
0.30000000000000004,-67.88295705985439,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.30000000000000004,9.0,2117.042940145609,1.0,-70.0,-0.08558556501205243,70.0,50.0,0.003841619118715872,0.012841931749755517,0.0003776848398416102,75.64515908781551,0.9714299702051251,0.1829399467625637,0.6733023898633375,0.00010202195153938702,0.9998484982430328,1.484991756001305,3.052753918296724,7.0,-95.0,-0.06332684580189164,-0.8956450423788969,14.821756227266519,0.07180755537017275,-0.06431408097264335,1.378824001473575,0.004,0.012711784287440554,0.035974905291204604,0.6879848801436234,4.0,1.9852722660066468e-08,0.000276,0.0026735377307892465,0.033084757270006954,1.3838625667240894,0.7057425375427481,0.003053843791627957,0.010063252236078455,2.0,2.0,0.00010000000173665817,0.0001,0.017,0.0001,1.0287557472906998e-10,0.1,-2121.384047049843,2.2151765234528877,-20.0,0.02,0.006,0.0,2.0,0.9999999228395061,7.716049392194586e-08,0.7848234765471124,0.21517486315301554,1.6602998720473785e-06,0.21517522040840653,686.5465004262677,0.0003134168192173539,0.001143148758466187,7.716049918721672e-09,7.716049392194585e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
0.4,-67.88325011113587,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.4,9.0,2116.749888864135,1.0,-70.0,-0.261510254572862,70.0,50.0,0.0051198408607461676,0.012841134877378216,0.0003776647965410165,75.64983392349956,0.9714297208629199,0.2361398027543467,0.6733133517374685,0.00010201597233438467,0.9998485095867632,1.4849675964492293,3.1983771280820243,7.0,-95.0,-0.06406908164228019,-0.8956542561888908,14.821696784473511,0.07180790938767712,-0.06431505967109921,1.720153577690958,0.004,0.015858773495541243,0.03597388898233059,0.687977010021615,4.0,2.0605410991329688e-08,0.000276,0.002723773797816849,0.033084062908997916,1.3838684275769444,0.7057399642644695,0.003053754572942115,0.010063061427953435,2.0,2.0,0.000100000001804372,0.0001,0.017,0.0001,1.067759588726678e-10,0.1,-2121.405647492769,2.215185521627122,-20.0,0.02,0.006,0.0,2.0,0.9999999228395061,7.716049392194586e-08,0.7848144783728782,0.21518386125781988,1.660369301868485e-06,0.21518421854309064,686.557164869888,0.00031342505701454737,0.0011431178955151429,7.716049939621005e-09,7.716049392194585e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
0.5,-67.88323090962808,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.5,9.0,2116.7690903719176,1.0,-70.0,-0.6173358085324464,70.0,50.0,0.0063963385745999714,0.012841187089131895,0.0003776661097997436,75.649527606587,0.9714297372006319,0.28587558514018035,0.6733126334805426,0.0001020163640972424,0.9998485088435175,1.4849691794360356,3.235490059148261,7.0,-95.0,-0.06425412616676682,-0.8956536524750579,14.821700679319806,0.07180788619141781,-0.06431499554385664,2.015322092996124,0.004,0.0185800351645846,0.03597395557277399,0.6879775256921761,4.0,2.1270309170848468e-08,0.000276,0.0027673687254527787,0.033084108404954106,1.3838680435581092,0.7057401328722268,0.003053760418710705,0.010063073930044384,2.0,2.0,0.00010000000186421437,0.0001,0.017,0.0001,1.1022141990718355e-10,0.1,-2121.4042206223708,2.215184919983972,-20.0,0.02,0.006,0.0,2.0,0.9999999228395061,7.716049392194586e-08,0.7848150800160282,0.21518325961931223,1.6603646595960438e-06,0.21518362895275495,686.556466106177,0.00031342451724790323,0.001143119917722648,7.71604995809087e-09,7.716049392194585e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
0.6000000000000001,-67.8829021870107,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.6000000000000001,9.0,2117.0978129893,1.0,-70.0,-1.238121745936698,70.0,50.0,0.0076711962906138844,0.012842080966690587,0.0003776885929976024,75.6442837740045,0.971430016893085,0.33237259302977623,0.6733003373099774,0.00010202307116389323,0.9998484961188641,1.4849962798378173,3.244709689549041,7.0,-95.0,-0.06429965600541672,-0.8956433171255354,14.821767357744143,0.07180748908190678,-0.06431389771577464,2.270609862833722,0.004,0.020933378255416427,0.035975095594615175,0.6879863538004741,4.0,2.185651026473921e-08,0.000276,0.002805213494424247,0.03308488728832702,1.3838614692995679,0.7057430193815307,0.0030538604978086114,0.010063287964422381,2.0,2.0,0.0001000000019169895,0.0001,0.017,0.0001,1.1325907753598446e-10,0.1,-2121.380002482054,2.2151748386060914,-20.0,0.02,0.006,0.0,2.0,0.9999999228395061,7.716049392194586e-08,0.7848251613939083,0.21517317831921984,1.6602868717865933e-06,0.21517353556901803,686.5445035484349,0.00031341527673280366,0.001143154537505686,7.716049974379487e-09,7.716049392194585e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
0.7000000000000001,-67.88219980293015,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.7000000000000001,9.0,2117.8001970698547,1.0,-70.0,-2.219318245740473,70.0,50.0,0.008944507435875762,0.012843991123601003,0.0003777366374516828,75.6330804923775,0.9714306144946968,0.3758408863713812,0.6732740647426673,0.00010203740368117306,0.9998484689264202,1.4850541871215153,3.2467728456995055,7.0,-95.0,-0.06430945841022738,-0.895621233538732,14.821909830763413,0.07180664058615634,-0.06431155201804571,2.491438345732562,0.004,0.02296866198241412,0.035977531604379026,0.6880052170220508,4.0,2.2372687315781358e-08,0.000276,0.0028380805464858637,0.03308655159539429,1.383847422032101,0.7057491870562593,0.0030540743485248266,0.01006374530769572,2.0,2.0,0.00010000000196346854,0.0001,0.017,0.0001,1.1593387492761536e-10,0.1,-2121.328232289925,2.2151532730542076,-20.0,0.02,0.006,0.0,2.0,0.9999999228395061,7.716049392194586e-08,0.7848467269457924,0.2151516129337354,1.6601204722070336e-06,0.2151519701119156,686.5189431574648,0.00031339553300944653,0.0011432285120617075,7.716049988724874e-09,7.716049392194585e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
0.8,-67.88103653432312,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.8,9.0,2118.9634656768844,1.0,-70.0,-3.6645806195012933,70.0,50.0,0.010216385570077945,0.012847155276834603,0.00037781622061165465,75.61452969430596,0.9714316041675696,0.41647646974613817,0.6732305551161961,0.00010206114521881629,0.9998484238803319,1.485150096474399,3.2468945288877493,7.0,-95.0,-0.06430937129587021,-0.8955846594240453,14.82214579272803,0.0718052353648597,-0.0643076672591013,2.682497172025147,0.004,0.024728979551709725,0.035981566403987975,0.6880364581636775,4.0,2.2826980004753407e-08,0.000276,0.0028666424377843704,0.033089308156770324,1.3838241573459635,0.7057594019301602,0.0030544285548580728,0.010064502789689126,2.0,2.0,0.00010000000200437662,0.0001,0.017,0.0001,1.182879914018873e-10,0.1,-2121.242496602294,2.2151175602492432,-20.0,0.02,0.006,0.0,2.0,0.9999999228395061,7.716049392194586e-08,0.7848824397507566,0.21511590040433082,1.6598449125662276e-06,0.21511625746395707,686.4766110498205,0.0003133628356761964,0.0011433510332358296,7.716050001350828e-09,7.716049392194585e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
0.9,-67.87931491847768,-55.0,0.0,0.001,96489.0,8.314,296.65,0.0,5.0,9.0,-0.3,0.9,9.0,2120.6850815223247,1.0,-70.0,-5.683951927416955,70.0,50.0,0.011486968774394483,0.012851839550628056,0.00037793403264072423,75.58708346034463,0.9714330687322809,0.45446289583239347,0.6731661668403908,0.00010209629238945671,0.9998483571883897,1.485292051858952,3.246333462423967,7.0,-95.0,-0.0643055723688721,-0.8955305306358092,14.822495017042955,0.0718031557397888,-0.06430191816097872,2.8478595180190753,0.004,0.02625172916409253,0.035987538631582015,0.6880826954056922,4.0,2.322697033246266e-08,0.000276,0.0028914879784435778,0.03309338823545087,1.3837897260445773,0.7057745200867452,0.0030549528487852713,0.010065623947326801,2.0,2.0,0.00010000000204039035,0.0001,0.017,0.0001,1.2036071641566737e-10,0.1,-2121.1156199955617,2.21506471386141,-20.0,0.02,0.006,0.0,2.0,0.9999999228395013,7.716049865988139e-08,0.78493528613859,0.2150630544241578,1.6594372522685228e-06,0.2150634113083895,686.4139609788228,0.00031331444803615324,0.001143532377418861,7.716050012466178e-09,7.71604986598814e-06,0.1,0.01,1.0,4.0,1.0,0.01,0.006,0.02
