data_set_value_component_environment_variable_time,data_set_value_component_Cdc13T_variable_Cdc13T,data_set_value_component_Cdc13T_variable_k1,data_set_value_component_preMPF_variable_preMPF,data_set_value_component_preMPF_variable_kwee,data_set_value_component_preMPF_variable_kwee_,data_set_value_component_preMPF_variable_kwee__,data_set_value_component_preMPF_variable_Vawee,data_set_value_component_preMPF_variable_Viwee,data_set_value_component_preMPF_variable_Jawee,data_set_value_component_preMPF_variable_Jiwee,data_set_value_component_preMPF_variable_k25,data_set_value_component_preMPF_variable_k25_,data_set_value_component_preMPF_variable_k25__,data_set_value_component_preMPF_variable_Va25,data_set_value_component_preMPF_variable_Vi25,data_set_value_component_preMPF_variable_Ja25,data_set_value_component_preMPF_variable_Ji25,data_set_value_component_Ste9_variable_Ste9,data_set_value_component_Ste9_variable_k3_,data_set_value_component_Ste9_variable_k3__,data_set_value_component_Ste9_variable_k4,data_set_value_component_Ste9_variable_k4_,data_set_value_component_Ste9_variable_J3,data_set_value_component_Ste9_variable_J4,data_set_value_component_Slp1T_variable_Slp1T,data_set_value_component_Slp1T_variable_k5_,data_set_value_component_Slp1T_variable_k5__,data_set_value_component_Slp1T_variable_J5,data_set_value_component_Slp1_variable_Slp1,data_set_value_component_Slp1_variable_k7,data_set_value_component_Slp1_variable_k8,data_set_value_component_Slp1_variable_J7,data_set_value_component_Slp1_variable_J8,data_set_value_component_IEP_variable_IEP,data_set_value_component_IEP_variable_k9,data_set_value_component_IEP_variable_k10,data_set_value_component_IEP_variable_J9,data_set_value_component_IEP_variable_J10,data_set_value_component_Rum1T_variable_Rum1T,data_set_value_component_Rum1T_variable_k11,data_set_value_component_Rum1T_variable_k12,data_set_value_component_Rum1T_variable_k12_,data_set_value_component_Rum1T_variable_k12__,data_set_value_component_SK_variable_SK,data_set_value_component_SK_variable_k13,data_set_value_component_SK_variable_k14,data_set_value_component_M_variable_M,data_set_value_component_M_variable_mu,data_set_value_component_Trimer_variable_Trimer,data_set_value_component_Trimer_variable_sum,data_set_value_component_Trimer_variable_Kdiss,data_set_value_component_MPF_variable_MPF,data_set_value_component_TF_variable_TF,data_set_value_component_TF_variable_k15,data_set_value_component_TF_variable_k16_,data_set_value_component_TF_variable_k16__,data_set_value_component_TF_variable_J15,data_set_value_component_TF_variable_J16,data_set_value_component_kinetic_parameters_variable_k2_,data_set_value_component_kinetic_parameters_variable_k2__,data_set_value_component_kinetic_parameters_variable_k2___,data_set_value_component_kinetic_parameters_variable_k6
0.0,0.2,0.03,0.0,1.2562727804297182,0.15,1.3,0.25,1.0,0.01,0.01,0.23821716249816743,0.05,5.0,1.0,0.25,0.01,0.01,1.0,1.0,10.0,35.0,2.0,0.01,0.01,0.0,0.005,0.3,0.3,2.2,1.0,0.25,0.001,0.001,0.0,0.1,0.04,0.01,0.01,0.0,0.1,0.01,1.0,3.0,0.0,0.1,0.1,1.0,0.005,0.0,0.201,0.001,0.20000000000000004,0.880380814267137,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
0.1,0.17942575643683328,0.03,0.02113235629898442,1.2832474305015367,0.15,1.3,0.25,1.0,0.01,0.01,0.12210888610207532,0.05,5.0,1.0,0.25,0.01,0.01,0.9969867500417713,1.0,10.0,35.0,2.0,0.01,0.01,0.0035982097500298006,0.005,0.3,0.3,2.1533251742719814,1.0,0.25,0.001,0.001,0.0014305737894898586,0.1,0.04,0.01,0.01,0.009748246017906208,0.1,0.01,1.0,3.0,0.009130094517244058,0.1,0.1,1.0005001250208372,0.005,0.00969115011785362,0.1901740024547395,0.001,0.1497436515740666,0.9401779002091388,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
0.2,0.16131720001729802,0.03,0.035472510894439535,1.2909797144022797,0.15,1.3,0.25,1.0,0.01,0.01,0.08882644670322985,0.05,5.0,1.0,0.25,0.01,0.01,0.9978603641558436,1.0,10.0,35.0,2.0,0.01,0.01,0.005100794722196592,0.005,0.3,0.3,2.1072160428611677,1.0,0.25,0.001,0.001,0.0020999801608506197,0.1,0.04,0.01,0.01,0.01915971045854985,0.1,0.01,1.0,3.0,0.018499204904355537,0.1,0.1,1.00100050016671,0.005,0.01902599875615696,0.18147691047584788,0.001,0.11100237287596279,0.9585984958204689,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
0.30000000000000004,0.14537812668924227,0.03,0.04471928178287635,1.2945533491841585,0.15,1.3,0.25,1.0,0.01,0.01,0.07344427959863932,0.05,5.0,1.0,0.25,0.01,0.01,0.9984672947209973,1.0,10.0,35.0,2.0,0.01,0.01,0.005864031929246537,0.005,0.3,0.3,2.0616080431206782,1.0,0.25,0.001,0.001,0.002313885780940341,0.1,0.04,0.01,0.01,0.028405732844160567,0.1,0.01,1.0,3.0,0.02790125190547287,0.1,0.1,1.001501125562712,0.005,0.02816543940783473,0.17478385953340284,0.001,0.08115728258995815,0.9673018007011001,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
0.4,0.131346761142544,0.03,0.050229389909873155,1.2965593494012138,0.15,1.3,0.25,1.0,0.01,0.01,0.0648097569252167,0.05,5.0,1.0,0.25,0.01,0.01,0.998902808219742,1.0,10.0,35.0,2.0,0.01,0.01,0.006391740018598396,0.005,0.3,0.3,2.016460423942431,1.0,0.25,0.001,0.001,0.002250665042699095,0.1,0.04,0.01,0.01,0.03758512544022649,0.1,0.01,1.0,3.0,0.03727512545134076,0.1,0.1,1.002002001334001,0.005,0.0371901437095372,0.1699318865827705,0.001,0.0581494147544067,0.9722426484547562,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
0.5,0.11899239697713805,0.03,0.05303961944197143,1.2978101331829413,0.15,1.3,0.25,1.0,0.01,0.01,0.05942594847342943,0.05,5.0,1.0,0.25,0.01,0.01,0.9992224304808468,1.0,10.0,35.0,2.0,0.01,0.01,0.006847996824936368,0.005,0.3,0.3,1.9717472432248682,1.0,0.25,0.001,0.001,0.002027336263660088,0.1,0.04,0.01,0.01,0.046750977027764345,0.1,0.01,1.0,3.0,0.046594779285494055,0.1,0.1,1.0025031276057956,0.005,0.04611813178851364,0.1667433740049024,0.001,0.04039132181653176,0.9753465316226541,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
0.6000000000000001,0.10811210194654003,0.03,0.05393272584968231,1.2986419562822415,0.15,1.3,0.25,1.0,0.01,0.01,0.055845492524257266,0.05,5.0,1.0,0.25,0.01,0.01,0.9994610591412707,1.0,10.0,35.0,2.0,0.01,0.01,0.007282350514821645,0.005,0.3,0.3,1.927452456432449,1.0,0.25,0.001,0.001,0.0017237206978178087,0.1,0.04,0.01,0.01,0.0559272404048409,0.1,0.01,1.0,3.0,0.05584699963345441,0.1,0.1,1.0030045045033775,0.005,0.05489568495524668,0.16503934235138093,0.001,0.02666891327415141,0.9774233878322528,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
0.7000000000000001,0.09852776188107705,0.03,0.05349358639747702,1.2992171970891362,0.15,1.3,0.25,1.0,0.01,0.01,0.05336945600762508,0.05,5.0,1.0,0.25,0.01,0.01,0.9996407174214359,1.0,10.0,35.0,2.0,0.01,0.01,0.007708334035295288,0.005,0.3,0.3,1.8835668048370962,1.0,0.25,0.001,0.001,0.0013938083482529198,0.1,0.04,0.01,0.01,0.0651187082789139,0.1,0.01,1.0,3.0,0.06502444389258319,0.1,0.1,1.003506132152091,0.005,0.06332022345741187,0.16464647015999095,0.001,0.016092342233762272,0.9788682499563583,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
0.8,0.0900830448348202,0.03,0.05215671455033267,1.2996153946585705,0.15,1.3,0.25,1.0,0.01,0.01,0.05165547516527451,0.05,5.0,1.0,0.25,0.01,0.01,0.9997727746232491,1.0,10.0,35.0,2.0,0.01,0.01,0.00812924724285179,0.005,0.3,0.3,1.840085527768892,1.0,0.25,0.001,0.001,0.0010734186023663038,0.1,0.04,0.01,0.01,0.07431576610461596,0.1,0.01,1.0,3.0,0.07412267823293768,0.1,0.1,1.0040080106773426,0.005,0.07067438259619702,0.16539881093943615,0.001,0.008171341630290412,0.9798759463983746,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
0.9,0.08264082884200268,0.03,0.05024203564676313,1.2998514477281113,0.15,1.3,0.25,1.0,0.01,0.01,0.05063942064857712,0.05,5.0,1.0,0.25,0.01,0.01,0.9998520050318099,1.0,10.0,35.0,2.0,0.01,0.01,0.008545879060328372,0.005,0.3,0.3,1.7970068726526431,1.0,0.25,0.001,0.001,0.0007879554910644808,0.1,0.04,0.01,0.01,0.08348862555337484,0.1,0.01,1.0,3.0,0.08313844912038981,0.1,0.1,1.0045101402046017,0.005,0.07442719924896858,0.16712945439537752,0.001,0.003220099438690024,0.9804837177177829,1.5,1.0,2.0,0.01,0.01,0.03,1.0,0.1,0.1
