Time,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L,kon_FADD,koff_FADD,kDISC,kD216,kD216trans_p55,kD216trans_p43,kD374,kD374trans_p55,kD374trans_p43,kdiss_p18,kBid,kD374probe,KDR,KDL,CD95act,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19
0.54,116.0,90.79137043716315,154.96647329596183,235.99999993417006,972.999999199788,5177.999999994146,2.175102865667328,0.033483953825107715,3.877589413558369e-05,3.967450264528767e-06,6.82107597469939e-09,4.761431034059994e-11,6.582996513947186e-08,8.00212038751555e-07,8.00212038751555e-07,5.856063315718875e-09,5.856063315718875e-09,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.042523725286905,0.002846230815230908,0.12301832470760853,0.00021422227946877326,2.5058819955366266e-07,7.039598042149333e-12,2.538279212143209e-08,2.9691721109156325e-11,8.341086378383128e-16,2.1584180005944485e-05,6.100852789236604e-07,5.493578120013253e-10,2.4995431641239075e-08,7.065056388736016e-10,6.361805559756276e-13,4.4141673385340643e-10,4.889799195081804e-07,5.9439134953645735e-06,5.428965207247281e-08
0.55,116.0,90.75098291043085,154.96523204569834,235.99999992914184,972.9999991386663,5177.999999993582,2.214249142661836,0.03472279359743696,4.0959963611025295e-05,4.19334626022739e-06,7.342170732896235e-09,5.219552908548478e-11,7.085818455904154e-08,8.613337741698006e-07,8.613337741698006e-07,6.419505416240312e-09,6.419505416240312e-09,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.040725453774593,0.0028974556752786873,0.12523133618192123,0.0002221480782352842,2.694795585429346e-07,7.715694440443133e-12,2.6828020345499846e-08,3.2544072119449355e-11,9.317965254177505e-16,2.2382751787047214e-05,6.560784264012568e-07,6.021191821597919e-10,2.6403310440428904e-08,7.739281805182237e-10,7.102763699458171e-13,4.751386784622287e-10,5.168374564344495e-07,6.282542512528892e-06,5.8437099370257726e-08
0.56,116.0,90.7106138742797,154.9639686770727,235.9999999238298,972.9999990740946,5177.999999992976,2.2533548107428114,0.03598366304519055,4.3224174970223475e-05,4.427757315268186e-06,7.892708449922753e-09,5.7123435026539765e-11,7.617021855099975e-08,9.259054861582813e-07,9.259054861582813e-07,7.025586424203524e-09,7.025586424203524e-09,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.038928005563137,0.0029486273965334043,0.12744199729772776,0.00023021481756425107,2.89412055160513e-07,8.442845011703957e-12,2.8327725870295584e-08,3.561189261789274e-11,1.0388844714141513e-15,2.3195524175471143e-05,7.046063410446438e-07,6.58864729907202e-10,2.786284971120021e-08,8.463848644923682e-10,7.914392798602065e-13,5.107659844494879e-10,5.457462779062144e-07,6.633950672816015e-06,6.281888623510892e-08
0.5700000000000001,116.0,90.6702633199475,154.96268321358372,235.99999991822332,972.9999990059439,5177.999999992325,2.2924199021724343,0.03726653708258762,4.5569946839237444e-05,4.670850639145448e-06,8.473795006803016e-09,6.24174384147874e-11,8.177668342755427e-08,9.940562238633015e-07,9.940562238633015e-07,7.676693597937951e-09,7.676693597937951e-09,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.0371313802623945,0.002999746021211733,0.12965030900844862,0.00023842233696288423,3.104225907129107e-07,9.223901465366856e-12,2.9882978461928865e-08,3.8907225348664136e-11,1.1560898711743648e-15,2.4022481000604738e-05,7.557588632529975e-07,7.198169976169016e-10,2.937496391784783e-08,9.241505628869734e-10,8.802004394099741e-13,5.48370217414436e-10,5.757270928360824e-07,6.998389708409345e-06,6.744381448894587e-08
0.58,116.0,90.6299312386763,154.96137567872069,235.9999999123116,972.9999989340826,5177.999999991626,2.331444449199038,0.03857139063388012,4.7998696599605015e-05,4.92279417677641e-06,9.086558348705687e-09,6.809767230558199e-11,8.768840305582785e-08,1.0659175594150073e-06,1.0659175594150073e-06,8.37530309316336e-09,8.37530309316336e-09,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.035335577482417,0.00305081159151223,0.13185627226995714,0.00024677047600258153,3.325486622277584e-07,1.0061821567765537e-11,3.149485259156826e-08,4.244256146864549e-11,1.2841713977004396e-15,2.486360609830376e-05,8.09627283775848e-07,7.852068041555039e-10,3.094056672243238e-08,1.0075098075044432e-09,9.771206726339946e-13,5.88024370807691e-10,6.068007033351068e-07,7.376112484388118e-06,7.232086156450634e-08
0.59,116.0,90.58961762171253,154.9600460959633,235.9999999060836,972.9999988583766,5177.999999990878,2.3704284840570877,0.03989819863335613,5.0511840394831136e-05,5.183756623048787e-06,9.732148612238435e-09,7.418500685929585e-11,9.391640979809179e-08,1.1416235993566184e-06,1.1416235993566184e-06,9.123981721825033e-09,9.123981721825033e-09,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.033540596833448,0.003101824149615304,0.13405988804057148,0.0002552590743189495,3.558283600836193e-07,1.095967126420614e-11,3.3164427528513035e-08,4.6230849547928416e-11,1.4239306647485892e-15,2.571888331089337e-05,8.663043379425986e-07,8.552734104857804e-10,3.256057098896283e-08,1.09675694518506e-09,1.0827915917056691e-12,6.298028741689213e-10,6.389880065183242e-07,7.767373020675038e-06,7.745918151849573e-08
0.6,116.0,90.54932246030693,154.95869448878165,235.99999989952806,972.9999987786891,5177.9999999900765,2.4093720389671587,0.041246936025343024,5.31107931368611e-05,5.453907437334043e-06,1.0411738255244723e-08,8.070106373739307e-11,1.0047194546976185e-07,1.221310996289576e-06,1.221310996289576e-06,9.9253887226606e-09,9.9253887226606e-09,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.0317464379259205,0.0031527837376831877,0.13626115728104668,0.00026388797161182385,3.80300365643863e-07,1.1920626815651386e-11,3.4892787433045503e-08,5.028550463315708e-11,1.5762139327783933e-15,2.658829648717019e-05,9.258841999019222e-07,9.302646864097259e-10,3.423588878756923e-08,1.1921962925795333e-09,1.1978367385174285e-12,6.737816015264712e-10,6.723099963063825e-07,8.17242651393638e-06,8.286810606465322e-08
0.61,116.0,90.5090457457145,154.95732088063622,235.99999989263355,972.9999986948811,5177.99999998922,2.448275146135912,0.042617577764210844,5.579696851253433e-05,5.733416857955737e-06,1.1126522189269562e-08,8.766823059661904e-11,1.0736646231638834e-07,1.3051189607495754e-06,1.3051189607495754e-06,1.0782277543834125e-08,1.0782277543834125e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.029953100370462,0.0032036903978599077,0.1384600809545665,0.00027265700764529064,4.0600394889459717e-07,1.2947976950297416e-11,3.668102144899606e-08,5.462041737491005e-11,1.7419138585018116e-15,2.747182948240447e-05,9.8846247687104e-07,1.0104372784738166e-09,3.596743139866289e-08,1.294142290369946e-09,1.3229127502933862e-12,7.200378799697028e-10,7.067877652219708e-07,8.5915293594189e-06,8.855714562806046e-08
0.62,116.0,90.46878746919464,154.95592529497787,235.9999998853884,972.9999986068108,5177.999999988305,2.4871378377560744,0.044010098814375544,5.85717789900103e-05,6.022455916594754e-06,1.1877717914629298e-08,9.510967566948669e-11,1.1461162400917627e-07,1.3931892733078495e-06,1.3931892733078495e-06,1.1697497636183742e-08,1.1697497636183742e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.028160583777893,0.0032545441722712553,0.14065666002673566,0.0002815660222477074,4.3297896608665397e-07,1.4045125030299226e-11,3.853022379590437e-08,5.924996322021204e-11,1.921971288789955e-15,2.8369466158342188e-05,1.0541362033948714e-06,1.0960567790564414e-09,3.775610931707862e-08,1.4029196569412204e-09,1.4587105494620402e-12,7.686504983898559e-10,7.424425061788056e-07,9.024939172696268e-06,9.453599042017604e-08
0.63,116.0,90.428547622011,154.9545077552478,235.9999998777807,972.9999985143338,5177.999999987328,2.525960146006417,0.04542447415030225,6.14366358251657e-05,6.321196452629262e-06,1.2666565657956688e-08,1.0304936242618509e-10,1.2221930665809877e-07,1.4856662968863066e-06,1.4856662968863066e-06,1.2673996256483438e-08,1.2673996256483438e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.026368887759223,0.0033053451030247614,0.14285089546557195,0.0002906148553117237,4.6126585738162763e-07,1.5215591233925993e-11,4.0441493860762954e-08,6.418901167137316e-11,2.1173770997172875e-15,2.928119038320714e-05,1.1230038356150456e-06,1.1873978966594536e-09,3.9602832256198416e-08,1.5188635415053392e-09,1.605956558027633e-12,8.196997163810912e-10,7.792955142628871e-07,9.47291481132153e-06,1.0081451153357102e-07
0.64,116.0,90.38832619543156,154.95306828487745,235.99999986979842,972.9999984173031,5177.999999986288,2.564742103051732,0.04686067875650856,6.43929490679666e-05,6.629811127417716e-06,1.349432851218812e-08,1.115120643235047e-10,1.3020159984236213e-07,1.5826969892835935e-06,1.5826969892835935e-06,1.3714820281406933e-08,1.3714820281406933e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.024578011925658,0.0033560932322096635,0.1450427882414979,0.0002998033467943026,4.909056445019633e-07,1.6463014753449186e-11,4.241593628939643e-08,6.94529356124455e-11,2.329174081544857e-15,3.0206986031703077e-05,1.1951652455487785e-06,1.2847446274274824e-09,4.150850915205905e-08,1.6423196766806787e-09,1.7654139366854837e-12,8.73267273299575e-10,8.173681885070518e-07,9.935716396398085e-06,1.0740276205610175e-07
0.65,116.0,90.3481231807286,154.9516069072886,235.99999986142922,972.9999983155692,5177.999999985179,2.603483741042811,0.048318687627567795,6.744212756881757e-05,6.948473438529592e-06,1.4362292579033682e-08,1.2052337964733907e-10,1.3857080765852496e-07,1.684430915915755e-06,1.684430915915755e-06,1.482311803300052e-08,1.482311803300052e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.02278795588859,0.00340678860189688,0.14723233932733332,0.00030913133671674116,5.219399283850929e-07,1.7791156009058974e-11,4.4454661077506305e-08,7.505762070455494e-11,2.5584588704588776e-15,3.11468369850158e-05,1.2707217153776006e-06,1.3883904279180626e-09,4.347404816744477e-08,1.7736445305287504e-09,1.937883848930367e-12,9.294363974832377e-10,8.566820336593982e-07,1.041360533407619e-05,1.1431097820484393e-07
0.66,116.0,90.30793856917873,154.95012364589329,235.99999985266058,972.9999982089798,5177.999999984,2.642185092116424,0.04979847576811229,7.058557898488697e-05,7.277357733921767e-06,1.5271767113953905e-08,1.3010974645047814e-10,1.4733944978645432e-07,1.791020262773716e-06,1.791020262773716e-06,1.600214111587576e-08,1.600214111587576e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.020998719259605,0.0034574312541389807,0.149419549698287,0.0003185986651646915,5.544108868416165e-07,1.920389887908672e-11,4.655878366136805e-08,8.101947485129231e-11,2.806383927892477e-15,3.210072713081525e-05,1.3497759317459358e-06,1.4986383891442628e-09,4.5500356695964705e-08,1.9132054580505833e-09,2.124206750409462e-12,9.882918156337478e-10,8.972586619453328e-07,1.0906844336971894e-05,1.215495804799776e-07
0.67,116.0,90.26777235206283,154.94861852409377,235.99999984347977,972.9999980973803,5177.999999982747,2.680846188395297,0.05130001819283665,7.382470978640684e-05,7.616639226057442e-06,1.6224084673622523e-08,1.4029845758487765e-10,1.5652026257297557e-07,1.902619849595843e-06,1.902619849595843e-06,1.725524626602176e-08,1.725524626602176e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.019210301650484,0.0035080212309701584,0.151604420331949,0.00032820517228818196,5.883612722175269e-07,2.0705252946804453e-11,4.872942500816059e-08,8.735543773531904e-11,3.074159568272697e-15,3.3068640363257676e-05,1.4324319800695224e-06,1.6158014119109545e-09,4.758834136611377e-08,2.061380852144941e-09,2.3252637037748523e-12,1.0499197623593658e-09,9.391197948228533e-07,1.14156974455038e-05,1.291291748384585e-07
0.68,116.0,90.22762452066611,154.9470915652825,235.99999983387383,972.999997980613,5177.999999981416,2.7194670619880923,0.05282328992650104,7.716092526294753e-05,7.966494005967465e-06,1.7220601265844193e-08,1.5111767582894189e-10,1.6612620013299285e-07,2.0193871432528734e-06,2.0193871432528734e-06,1.858589721130308e-08,1.858589721130308e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.017422702673197,0.0035585585744062013,0.15378695220828278,0.0003379506983016376,6.238344090604749e-07,2.2299355764075817e-11,5.096771170592723e-08,9.408299042735755e-11,3.3630560360520365e-15,3.4050560582987685e-05,1.5187953388536722e-06,1.7402023834661383e-09,4.973890804531747e-08,2.2185602940305902e-09,2.541977719295155e-12,1.1144079898766678e-09,9.822872647310473e-07,1.194043004914731e-05,1.3706055388722885e-07
0.6900000000000001,116.0,90.18749506627806,154.9455427928422,235.9999998238296,972.9999978585179,5177.999999980005,2.758047744989385,0.054368266003934414,8.059562952966762e-05,8.32709905725568e-06,1.8262696501913967e-08,1.6259644911218024e-10,1.7617043546798704e-07,2.1414822713440808e-06,2.1414822713440808e-06,1.9997666543933653e-08,1.9997666543933653e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.015635921939902,0.0036090433264444667,0.15596714630961725,0.00034783508348390144,6.608741917900729e-07,2.399047513213508e-11,5.327477605317854e-08,1.0122016506874586e-10,3.674405632901024e-15,3.504647169714037e-05,1.6089728740213622e-06,1.8721743554889115e-09,5.195296184396064e-08,2.385144703134842e-09,2.7753151214903437e-12,1.1818457778702823e-09,1.0267830168320035e-06,1.2481308907608826e-05,1.4535469809586206e-07
0.7000000000000001,116.0,90.14738398019249,154.94397223014562,235.99999981333366,972.9999977309321,5177.999999978509,2.7965882694796425,0.05593492147003785,8.413022553353965e-05,8.698632270049188e-06,1.93517737514182e-08,1.7476472583967603e-10,1.86666361601893e-07,2.2690680360047007e-06,2.2690680360047007e-06,2.1494237605226504e-08,2.1494237605226504e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.013849959062955,0.003659475529063848,0.1581450036206388,0.00035785816817825535,6.995250823722345e-07,2.578301139976679e-11,5.565175614814277e-08,1.087855546287195e-10,4.0096048959538435e-15,3.605635761934342e-05,1.7030728332511515e-06,2.012060723435357e-09,5.423140711940058e-08,2.5615464864505655e-09,3.026286942057612e-12,1.2523239435106228e-09,1.0726291107462469e-06,1.3038602171921223e-05,1.5402277702863942e-07
0.71,116.0,90.10729125370747,154.94237990055578,235.99999980237243,972.9999975976903,5177.999999976923,2.8350886675252025,0.05752323137978773,8.776611505955132e-05,9.081272454893189e-06,2.0489260299472978e-08,1.87653370317917e-10,1.97627592734333e-07,2.402309927924327e-06,2.402309927924327e-06,2.3079406382809944e-08,2.3079406382809944e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.012064813654898,0.0037098552242247522,0.16032052512838357,0.0003680197927924408,7.398321079975477e-07,2.7681499779152707e-11,5.809979597766164e-08,1.1679832273755836e-10,4.370116828013965e-15,3.708020226971923e-05,1.8012048403249176e-06,2.1602154072631504e-09,5.6575147479964515e-08,2.748189687363854e-09,3.2959503393596172e-12,1.3259348516293604e-09,1.1198477222816522e-06,1.3612579405460032e-05,1.6307615059602684e-07
0.72,116.0,90.0672168781254,154.94076582742576,235.99999979093207,972.9999974586241,5177.999999975245,2.8735489711782547,0.05913317079823913,9.150469873688237e-05,9.475199356589952e-06,2.1676607506388255e-08,2.012941782831195e-10,2.090679654111251e-07,2.5413761405753045e-06,2.5413761405753045e-06,2.4757083420449425e-08,2.4757083420449425e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.010280485328466,0.0037601824538690707,0.1624937118222297,0.00037831979779867994,7.818408587636807e-07,2.969061267964954e-11,6.062004550572886e-08,1.2527821359672399e-10,4.757473180642532e-15,3.8117989574886994e-05,1.9034798894854126e-06,2.3170030335554587e-09,5.898508578893122e-08,2.9455101339545194e-09,3.5854100447501837e-12,1.4027724250518736e-09,1.168461145155786e-06,1.420351160487976e-05,1.7252637032545858e-07
0.73,116.0,90.02716084475293,154.93913003409875,235.9999997789985,972.9999973135626,5177.999999973471,2.9119692124768153,0.06076471480052897,9.534737604505637e-05,9.880593667982002e-06,2.291529096974427e-08,2.157198925334395e-10,2.2100153971197162e-07,2.6864375846499553e-06,2.6864375846499553e-06,2.653129574064633e-08,2.653129574064633e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.008496973696585,0.0038104572599201494,0.16466456469388924,0.00038875802373369644,8.255974853618142e-07,3.1815162059759145e-11,6.32136607616715e-08,1.342455619671039e-10,5.173276791068571e-15,3.9169703467964846e-05,2.0100103398036205e-06,2.4827991190645447e-09,6.146212416849657e-08,3.1539555867715357e-09,3.895819836016429e-12,1.482932155085805e-09,1.2184917927116787e-06,1.4811671220970328e-05,1.8238518065132005e-07
0.74,116.0,89.98712314490103,154.937472543908,235.99999976655744,972.9999971623323,5177.9999999715965,2.9503494234447087,0.06241783847187931,9.929554532006866e-05,1.0297637043679941e-05,2.4206810688870543e-08,2.3096421866678046e-10,2.3344260045526042e-07,2.8376679027058226e-06,2.8376679027058226e-06,2.840618878022416e-08,2.840618878022416e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.006714278372372,0.003860679684282763,0.16683308473740052,0.0003993343111987362,8.711486967671019e-07,3.4060101797551756e-11,6.588180392797743e-08,1.437213032364771e-10,5.619203973876708e-15,4.0235327888571895e-05,2.1209099095559244e-06,2.6579902556954126e-09,6.400716400372369e-08,3.373985886085623e-09,4.228384038220257e-12,1.5665111121650966e-09,1.2699621996270808e-06,1.5437332179434304e-05,1.9266452022405328e-07
0.75,116.0,89.94710376988496,154.9357933801768,235.99999975359438,972.9999970047568,5177.9999999696165,2.9886896360915465,0.06409251690760066,0.00010335060376048959,1.0726512113735118e-05,2.55526912317196e-08,2.470618409258973e-10,2.464056584199251e-07,2.995243484018278e-06,2.995243484018278e-06,3.0386028339110945e-08,3.0386028339110945e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.004932398969135,0.003910849768843088,0.16899927294912018,0.0004100485008595886,9.185417579331559e-07,3.6430530079799373e-11,6.862564342776967e-08,1.5372698356729878e-10,6.097006968444053e-15,4.13148467828304e-05,2.2362936706110663e-06,2.8429742969495666e-09,6.662110594647716e-08,3.6060730986210753e-09,4.584359052225751e-12,1.6536079566489998e-09,1.3228950236172284e-06,1.6080769901585273e-05,2.0337652323832225e-07
0.76,116.0,89.90710271102425,154.93409256621845,235.99999974009458,972.9999968406568,5177.999999967527,3.026989882412706,0.0657887252130952,0.00010751394743354367,1.1167402497257193e-05,2.6954481904127142e-08,2.6404843815233066e-10,2.5990545158430664e-07,3.1593434796397973e-06,3.1593434796397973e-06,3.247520254250669e-08,3.247520254250669e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.003151335100373,0.0039609675554686755,0.1711631303277156,0.000420900433446607,9.678244874905522e-07,3.8931691810073233e-11,7.144635401192832e-08,1.642847701258895e-10,6.608516443114168e-15,4.240824410336784e-05,2.356278042826905e-06,3.038160545848684e-09,6.930484991934176e-08,3.8507016637689665e-09,4.965054911202678e-12,1.7443229497755172e-09,1.3773130471311242e-06,1.6742261324967305e-05,2.1453352078017212e-07
0.77,116.0,89.86711995964272,154.93237012533635,235.9999997260431,972.9999966698505,5177.999999965325,3.0652501943893093,0.06750643850386005,0.00011178697128116435,1.1620492815976601e-05,2.8413756921448855e-08,2.819606998506333e-10,2.7395694638194874e-07,3.3301498176650702e-06,3.3301498176650702e-06,3.46782238166156e-08,3.46782238166156e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.001371086379775,0.0040110330860084215,0.1733246578741569,0.00043188994975472986,1.0190452554493574e-06,4.156898103605657e-11,7.434511684585993e-08,1.7541746139410359e-10,7.155644057112297e-15,4.3515503809319024e-05,2.4809807884569516e-06,3.2439699443578237e-09,7.20592951195254e-08,4.1083685392838374e-09,5.371836865399924e-12,1.8387579647686482e-09,1.4332391790413268e-06,1.7422084923895593e-05,2.2614804219310442e-07
0.78,116.0,89.82715550706845,154.93062608082374,235.9999997114247,972.9999964921531,5177.999999963003,3.1034706039882036,0.06924563190549055,0.00011617106912602453,1.2085968707752043e-05,2.9932115582563936e-08,3.008363423643961e-10,2.885753389742565e-07,3.5078472187011045e-06,3.5078472187011045e-06,3.699973087812846e-08,3.699973087812846e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,3.999591652421221,0.0040610464022925435,0.17548385659170934,0.0004430168906435015,1.0722529809056705e-06,4.4347943396321466e-11,7.732311959591523e-08,1.8714849756454074e-10,7.740385081222736e-15,4.463660986632819e-05,2.6105210065666905e-06,3.4608352643275767e-09,7.488534002274648e-08,4.379583346465957e-09,5.80612699548639e-12,1.9370164980987933e-09,1.490696456327273e-06,1.8120520729918423e-05,2.3823281646298912e-07
0.79,116.0,89.78720934463384,154.92886045596393,235.99999969622397,972.999996307377,5177.999999960558,3.141651143161939,0.07100628055368347,0.00012066763367754295,1.2564016840023156e-05,3.15111824462361e-08,3.207141251656312e-10,3.037760565399539e-07,3.692623211541527e-06,3.692623211541527e-06,3.9444490737646785e-08,3.9444490737646785e-08,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,3.9978130328387813,0.0041110075461325505,0.1776407274859253,0.00045428109703709305,1.1274971297521808e-06,4.727427858681624e-11,8.038155651545597e-08,1.9950197102035525e-10,8.364821078265784e-15,4.5771546246551104e-05,2.745019127459674e-06,3.6892012999743864e-09,7.778388238710569e-08,4.664868514831251e-09,6.269405854760426e-12,2.0392036808957167e-09,1.5497080457521403e-06,1.8837850352200648e-05,2.508007736217404e-07
