Time,RC,alpha,beta,RCT0,BN1,BN2,BN3,BN4,BTX,BM,RCT1,BN5,BN6,k0,k1,k2,k3,k4,q,epsilon,cell
0.0,76.0,11.0,13.0,76.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.03,76.0,11.0,12.999999999999995,76.0,12.86846001458192,0.13087223833423553,0.0006654853449904071,2.2559913635644515e-06,2.0071600090598667e-14,4.607309992971387e-17,2.1287611340852472e-19,5.735759988650228e-09,1.1705033071990412e-11,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.06,75.99999999999999,11.000000000000027,13.000000000000032,75.99999999999999,12.738251011293757,0.2590960255592036,0.0026350065871176124,1.7865345772722496e-05,1.2589962137326983e-12,5.699189259765308e-15,5.1353027201135666e-17,9.084289382063905e-08,3.700202455802983e-10,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.09,75.99999999999957,11.00000000000044,13.000000000000082,75.99999999999957,12.609359522651134,0.3847115590307583,0.005868774830047006,5.9685451106475385e-05,1.4130253449543049e-11,9.539746193064715e-14,1.274376266611563e-15,4.552435545291486e-07,2.7792540450000947e-09,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.12,75.99999999999672,11.000000000003283,13.000000000000126,75.9999999999967,12.481772217432308,0.5077584938157711,0.010327807729621611,0.00014004511507499174,7.84721506461647e-11,7.063145470400398e-13,1.2558254417104468e-14,1.4242365065537083e-06,1.1591664540747562e-08,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.15,75.99999999998454,11.00000000001545,13.000000000000343,75.99999999998447,12.355475899314047,0.6282759494916337,0.01597391598019613,0.0002707579187423584,2.9573082737543145e-10,3.323951363691329e-12,7.3626614063268e-14,3.441987768558526e-06,3.500889979482445e-08,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.18,75.99999999994522,11.000000000054765,13.000000000000217,75.9999999999449,12.230457505491119,0.746302516999057,0.022769689753157553,0.0004631355367893925,8.731118314181106e-10,1.1783028258650621e-11,3.130536913111373e-13,7.065108659890692e-06,8.62265399395207e-08,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.21,75.99999999984044,11.00000000015956,13.00000000000002,75.99999999983937,12.106704105335965,0.8618762652827442,0.030678485603236806,0.0007280005278204513,2.177543810990073e-09,3.433087077888337e-11,1.0653495557627172e-12,1.2956558485482132e-05,1.8447989288925275e-07,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.24,75.99999999959762,11.000000000402377,12.999999999999835,75.99999999959455,11.984202899062604,0.9750347478970379,0.039664413475415376,0.0010756989647881345,4.798864622480348e-09,8.657538645373803e-11,3.0728667424773587e-12,2.187968510904345e-05,3.560294394897148e-07,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.27,75.99999999909137,11.000000000908626,12.99999999999983,75.99999999908356,11.862941216397687,1.0858150095633041,0.04969232385037595,0.0015161128637227461,9.62201394801145e-09,1.955003310963989e-10,7.809155525638606e-12,3.4692426327783114e-05,6.350808997649901e-07,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.3,75.99999999811881,11.0000000018812,12.999999999999849,75.99999999810083,11.742906515268837,1.1942535926269222,0.06072779512846837,0.00205867231076381,1.7907668778779112e-08,4.0475949429732613e-10,1.7974982402217882e-11,5.234172210669405e-05,1.064630324917765e-06,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.32999999999999996,75.9999999963695,11.000000003630511,12.999999999999835,75.99999999633131,11.624086380511775,1.3003865434109372,0.07273712125200124,0.0027123673030271713,3.137851448699185e-08,7.81142726816557e-10,3.8186600784055695e-11,7.58581146279679e-05,1.6972478104304698e-06,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.36,75.99999999338854,11.00000000661147,12.999999999999835,75.99999999331261,11.506468522585257,1.4042494185171615,0.08568729946967608,0.003485759387017574,5.2312526780939795e-08,1.4225275001376897e-09,7.592794333723368e-11,0.00010635050577452777,2.5957998941296414e-06,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.39,75.99999998853282,11.000000011467169,12.999999999999842,75.99999998839003,11.390040776298475,1.505877291053347,0.09954601828153244,0.004386993064359271,8.364171147769007e-08,2.467282562096686e-09,1.4279731514364112e-10,0.00014500107911294503,3.8341140181645074e-06,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.42,75.9999999809198,11.000000019080208,12.999999999999837,75.99999998066367,11.274791099553916,1.6053047567716738,0.11428164559540564,0.00542380693293392,1.2905577927202305e-07,4.105308588475558e-09,2.5612568875519157e-10,0.00019306040262232128,5.497582199483684e-06,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.44999999999999996,75.99999996936869,11.000000030631325,12.99999999999984,75.9999999689277,11.16070757210158,1.7025659401396254,0.1298632170490795,0.006603544614687147,1.9310980398913767e-07,6.590652823103854e-09,4.4099388268015965e-10,0.00025184268113708413,7.683713272729785e-06,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.48,75.99999995233347,11.00000004766654,12.999999999999845,75.99999995160071,11.047778394306393,1.7976945003332192,0.14626042452137367,0.007933165441996954,2.8133584737398535e-07,1.0255958796833575e-08,7.327568310858164e-10,0.0003227211765685291,1.0502628485226364e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.51,75.99999992782782,11.000000072172192,12.999999999999847,75.99999992664773,10.935991885927915,1.890723637158448,0.1634436048158233,0.009419254926785118,4.0035739760347106e-07,1.5528608746435566e-08,1.1800878798385706e-09,0.0004071237762665423,1.4077508602957965e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.54,75.99999989334269,11.000000106657314,12.999999999999853,75.99999989149414,10.825336484910814,1.9816860969098522,0.1813837284960703,0.011068035038065582,5.580059917512378e-07,2.2948446911536218e-08,1.8485473590873071e-09,0.0005065286920931103,1.8544998519738516e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.57,75.99999984575459,11.000000154245416,12.999999999999861,75.99999984292972,10.715800746188881,2.0706141781498526,0.2000523889120067,0.012885374239439829,7.63440210231977e-07,3.318752928622065e-08,2.8248627532089456e-09,0.0006224603224122969,2.4055559528583062e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.6,75.99999978122399,11.000000218776023,12.999999999999865,75.99999977700197,10.607373340502749,2.1575397374082774,0.21942179141744658,0.014876797286645312,1.0272664858547763e-06,4.707197144427517e-08,4.22200962153293e-09,0.0007564852756636836,3.077377062875673e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.63,75.9999996950855,11.000000304914474,12.999999999999877,75.99999968890044,10.5000430532287,2.242494194817418,0.23946474274191215,0.0170474948332648,1.3616606440135904e-06,6.560556984807974e-08,6.185058190472523e-09,0.0009102085215860208,3.887859078325385e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.6599999999999999,75.99999958173028,11.000000418269678,12.999999999999902,75.99999957283245,10.393798783218058,2.3255085396857322,0.260154640508632,0.019402332855273614,1.7804897109997412e-06,8.999514208560974e-08,8.897825795384695e-09,0.001085269661988396,4.856358536526567e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.69,75.9999994344792,11.000000565520722,12.99999999999994,75.99999942188875,10.288629541648291,2.4066133360034683,0.28146546291465674,0.021945861874975398,2.299433940566282e-06,1.2167776541357417e-07,1.2590449392651182e-08,0.0012833393336277278,6.0037113215851605e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.72,75.99999924544709,11.00000075455277,13.000000000000005,75.99999922789911,10.184524450886506,2.485838727876816,0.30337175858088566,0.024682325975193292,2.9361088245352287e-06,1.6235001753710029e-07,1.754797763143826e-08,0.0015061157485935861,7.35224731679051e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.75,75.99999900539774,11.000000994602013,13.000000000000108,75.9999989812777,10.081472743364738,2.56321444489369,0.3258486365641387,0.027615671614418,3.7101865814353427e-06,2.139991651386795e-07,2.412003850960245e-08,0.0017553213639797992,8.92580133961341e-05,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.78,75.99999870359035,11.000001296409259,13.000000000000272,75.99999867085872,9.979463760466416,2.6387698074251658,0.3488717565211874,0.030749556256367844,4.643516630563304e-06,2.78936212233401e-07,3.2731627697637956e-08,0.0020326996708087395,0.00010749720748154603,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.8099999999999999,75.99999832761729,11.000001672382064,13.000000000000522,75.9999982837222,9.878486951423833,2.712533731863624,0.37241731902183284,0.03408735681828047,5.760244736349757e-06,3.5983078086546453e-07,4.3895078931313733e-08,0.0023400120985268957,0.00012850869890723918,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.84,75.99999786323357,11.000002136765396,13.000000000000904,75.99999780501028,9.778531872226752,2.7845347357968704,0.3964620560125241,0.037632177936656235,7.086930603039754e-06,4.5974783587868784e-07,5.822329019546088e-08,0.0026790350352601795,0.00015257631440027366,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
0.87,75.99999729417753,11.000002705820867,13.00000000000148,75.99999721773325,9.679588184542206,2.8548009431181396,0.42098322143035444,0.041386860051275204,8.652663669338855e-06,5.821862477549347e-07,7.6444276247314e-08,0.0030515569625655767,0.00017999904702007598,0.0154,0.0318,0.0282,0.0565,0.52,2.0,0.0,1.0
