RC_1_task1,_1_task1,alpha_2_task1,beta_3_task1
75.99633335463638,2.6399999999999997,11.003665728109993,13.0000009172535
75.99606873125501,2.67,11.003930227434372,13.000001041310487
75.9957887255245,2.6999999999999997,11.004210094260607,13.000001180214754
75.99549266498084,2.73,11.004505999513151,13.000001335505868
75.99517985833228,2.76,11.004818632798662,13.000001508868936
75.9948495950007,2.79,11.005148702873445,13.000001702125724
75.99450114529022,2.82,11.005496937442231,13.000001917267411
75.9941337599535,2.85,11.005864083599732,13.00000215644663
75.99374666992232,2.88,11.006250908096929,13.000002421980623
75.99333908638435,2.9099999999999997,11.006658197237053,13.00000271637846
75.99291020143139,2.94,11.00708675615969,13.00000304240879
75.99245918592564,2.9699999999999998,11.00753741110264,13.000003402971581
75.99198519071126,3.0,11.008011008083145,13.00000380120547
75.99148734718074,3.03,11.008508412267085,13.000004240552041
75.9909647662228,3.06,11.009030509075156,13.000004724701908
75.9904165373013,3.09,11.00957820514828,13.000005257550296
75.9898417295621,3.12,11.01015242713761,13.000005843300162
75.98923939323203,3.15,11.010754120174285,13.000006486593566
75.98860855576136,3.1799999999999997,11.011384251998749,13.000007192239766
75.98794822433531,3.21,11.012043810234323,13.000007965430237
75.98725738580985,3.2399999999999998,11.012733802428759,13.00000881176126
75.98653500647826,3.27,11.013455256283327,13.0000097372383
75.98578003072754,3.3,11.01420922108417,13.000010748188169
75.98499138222701,3.33,11.014996766391429,13.000011851381444
75.98416796485341,3.36,11.015818981001582,13.000013054144889
75.98330866022306,3.3899999999999997,11.016676975617345,13.000014364159476
75.98241232915967,3.42,11.017571881220729,13.000015789619486
75.98147781182254,3.4499999999999997,11.018504848906556,13.000017339270784
75.98050392797192,3.48,11.019477049566706,13.000019022461252
75.97948947529756,3.51,11.020489675698025,13.000020849004313
75.97843323079059,3.54,11.02154393987345,13.000022829335856
75.9773339516737,3.57,11.022641073693867,13.000024974632323
75.97619037338475,3.5999999999999996,11.023782329979747,13.000027296635382
75.9750012104302,3.63,11.024968981808355,13.000029807761326
75.9737651569065,3.6599999999999997,11.026202321914226,13.000032521179154
75.97248088721005,3.69,11.027483661880154,13.00003545090968
75.97114705376374,3.7199999999999998,11.02881433462208,13.000038611614055
75.96976228884031,3.75,11.030195692351665,13.000042018807907
75.96832520518622,3.78,11.031629105855913,13.00004568895775
75.96683439483502,3.81,11.033115965790527,13.000049639374327
75.96528842919565,3.84,11.034657682557407,13.000053888246816
75.9636858600537,3.8699999999999997,11.036255685165715,13.000058454780463
75.96202522134752,3.9,11.037911419221079,13.000063359431287
75.96030502422543,3.9299999999999997,11.03962635242646,13.00006862334798
75.95852376091513,3.96,11.041401970233219,13.000074268851538
75.95667990380733,3.9899999999999998,11.04323977684122,13.000080319351328
75.95477190551107,4.02,11.045141295113263,13.00008679937554
75.95279820551036,4.05,11.047108059093572,13.000093735395936
75.95075721914893,4.08,11.04914162632458,13.00010115452635
75.9486473410631,4.109999999999999,11.051243573977224,13.000109084959547
75.94646694842353,4.14,11.053415495195265,13.000117556381074
75.94421439939282,4.17,11.055659000799556,13.000126599807498
75.94188803685628,4.2,11.057975715077303,13.000136248066276
75.9394861929182,4.2299999999999995,11.060367270712558,13.000146536369105
75.93700716723372,4.26,11.062835333079844,13.000157499686276
75.93444924737938,4.29,11.065381577359442,13.000169175261023
75.9318107031655,4.32,11.0680076948966,13.000181601937738
75.92908978678079,4.35,11.070715393015668,13.000194820203353
75.92628474519316,4.38,11.073506381005464,13.000208873801194
75.92339379588627,4.41,11.076382397472889,13.000223806640637
75.92041514168689,4.4399999999999995,11.079345193590564,13.00023966472233
75.91734697053892,4.47,11.082396533328874,13.000256496131978
75.91418745430758,4.5,11.085538194782425,13.000274350909738
75.91093475256127,4.53,11.088771965845043,13.000293281593422
75.90758701194508,4.56,11.092099644901879,13.000313343152763
75.90414235655857,4.59,11.095523051760326,13.00033459168082
75.90059889909685,4.62,11.099044014948882,13.000357085953953
75.89695473775056,4.6499999999999995,11.102664375224787,13.000380887024312
75.89320795645165,4.68,11.106385985273445,13.000406058274558
75.88935663256684,4.71,11.110210700843417,13.000432666589365
75.88539882070278,4.74,11.114140399351882,13.00046077994494
75.8813325654977,4.77,11.118176965156955,13.000490469344939
75.87715589879704,4.8,11.122322292787663,13.00052180841488
75.87286683983778,4.83,11.126578286714151,13.000554873447628
75.86846339906803,4.859999999999999,11.130946856930583,13.000589744000925
75.86394357482475,4.89,11.135429922764715,13.00062650241008
75.85930535009302,4.92,11.140029416593405,13.000665233313075
75.85454669875462,4.95,11.14474727662788,13.000706024617005
75.84966558387174,4.9799999999999995,11.149585448872983,13.000748967254756
75.84465995861842,5.01,11.154545886038187,13.000794155342852
75.83952777271602,5.04,11.159630540116325,13.000841687167116
75.8342669570032,5.069999999999999,11.164841380116314,13.000891662879923
75.82887543659987,5.1,11.170180376901806,13.000944186497751
75.82335112775658,5.13,11.175649506797674,13.000999365445145
75.81769193819338,5.16,11.181250751182532,13.001057310623478
75.81189577178989,5.1899999999999995,11.186986091065751,13.001118137143731
75.80596052235383,5.22,11.192857514252946,13.001181963392582
75.7998840744645,5.25,11.198867014356617,13.001248911178227
75.79366430737024,5.279999999999999,11.205016586286956,13.001319106342127
75.78729909387647,5.31,11.211308227516422,13.001392678606411
75.78078630173516,5.34,11.217743936455717,13.001469761808398
75.77412379664736,5.37,11.22432570896209,13.001550494389807
75.76730943340274,5.3999999999999995,11.231055548583813,13.001635018012676
75.7603410643873,5.43,11.237935456693954,13.001723478917949
75.75321653768715,5.46,11.24496743467092,13.001816027641127
75.74593369747946,5.49,11.252153483430602,13.001912819089124
75.7384903878408,5.52,11.259495598990165,13.00201401316819
75.7308844468131,5.55,11.266995779345297,13.002119773840732
75.72311370980826,5.58,11.274656020502704,13.002230269688162
75.71517601074305,5.609999999999999,11.28247831514836,13.002345674107701
75.7070691818325,5.64,11.29046465287373,13.002466165292855
75.69879105510405,5.67,11.29861701840694,13.002591926488082
75.69033946324845,5.7,11.306937390612088,13.002723146138514
75.68171223543324,5.7299999999999995,11.315427747323572,13.00286001724223
75.67290720230973,5.76,11.324090059531434,13.003002738157852
75.66392219508081,5.79,11.332926292446194,13.003151512471996
75.65475504592592,5.819999999999999,11.341938404991538,13.003306549081518
75.64540359130567,5.85,11.351128345984055,13.003468062709251
75.63586566633744,5.88,11.360498060585769,13.003636273075744
75.62613910937887,5.91,11.370049485012634,13.003811405607443
75.61622176180947,5.9399999999999995,11.379784546767288,13.00399369142217
75.60611146828802,5.97,11.389705164324756,13.004183367386126
75.59580607811871,6.0,11.399813245555219,13.004380676324956
75.58530344508287,6.029999999999999,11.41011068789085,13.004585867025154
75.57460142620153,6.06,11.420599379707939,13.004799194089395
75.56369788432762,6.09,11.431281197356158,13.005020918315068
75.55259068790653,6.12,11.442158005406325,13.00525130668597
75.54127771146143,6.1499999999999995,11.453231656075916,13.005490632461461
75.52975683722775,6.18,11.464503987394814,13.005739175376236
75.51802595282315,6.21,11.475976825717149,13.005997221458486
75.50608295389752,6.24,11.48765198277382,13.006265063327428
75.49392574399617,6.27,11.49953125577999,13.006543000222575
75.48155223501226,6.3,11.511616426896758,13.006831338089718
75.46896034782608,6.33,11.52390926254244,13.007130389630186
75.4561480125192,6.359999999999999,11.536411513045858,13.007440474433642
75.44311316874953,6.39,11.549124912169924,13.007761919079222
75.42985376643418,6.42,11.562051176388202,13.00809505717629
75.41636776611894,6.45,11.575192004413063,13.00844022946665
75.40265313937194,6.4799999999999995,11.588549076749315,13.00879778387738
75.38870786893405,6.51,11.602124055623943,13.009168075440634
75.37452995004735,6.54,11.615918583093604,13.00955146685766
75.36011739017091,6.569999999999999,11.629934281646719,13.009948328180954
75.34546820963601,6.6,11.644172753352489,13.01035903701008
75.33058044209783,6.63,11.65863557932443,13.010783978576313
75.3154521341194,6.66,11.67332432037043,13.011223545508727
75.3000813470864,6.6899999999999995,11.688240514456375,13.011678138455755
75.28446615721613,6.72,11.703385676775099,13.012148166007293
75.26860465556747,6.75,11.718761299813856,13.012634044617187
75.25249494871136,6.779999999999999,11.734368852519014,13.013136198768127
75.23613515816099,6.81,11.750209781118766,13.01365506071874
75.21952341981874,6.84,11.766285509923447,13.014191070256286
75.20265789062084,6.87,11.782597432551814,13.014744676825803
75.18553674297475,6.8999999999999995,11.799146919394945,13.01531633762874
75.16815816698718,6.93,11.815935314717372,13.015906518293859
75.15052037091452,6.96,11.832963936122667,13.016515692961214
75.1326215816132,6.989999999999999,11.850234074019028,13.017144344366136
75.11446004499024,7.02,11.867746991084864,13.01779296392323
75.09603402582597,7.05,11.885503922563576,13.01846205160873
75.07734179280695,7.08,11.90350609609959,13.019152111091705
75.058381659765,7.109999999999999,11.92175467731209,13.019863662921122
75.0391519510729,7.14,11.940250815576576,13.020597233348713
75.0196510121417,7.17,11.958995630215988,13.02135335764048
74.99987720986022,7.199999999999999,11.977990209980764,13.022132580157159
74.97982893303455,7.2299999999999995,11.997235612528879,13.022935454434679
74.95950459282754,7.26,12.016732863905897,13.023762543264654
74.93890262319825,7.29,12.036482958025022,13.02461441877483
74.91802145608368,7.319999999999999,12.056486890445221,13.025491653469153
74.89685957670342,7.35,12.07674558334871,13.0263948399459
74.87541549095684,7.38,12.09725992988965,13.027324579151486
74.85368772389114,7.41,12.118030796351503,13.028281479755266
74.83167482500917,7.4399999999999995,12.139059015016148,13.02926615997251
74.80937536868174,7.47,12.16034538368081,13.030279247635185
74.78678795455998,7.5,12.181890665174976,13.031321380262664
74.76391120798765,7.529999999999999,12.20369558687732,13.032393205132513
74.74074375967339,7.56,12.225760867870019,13.033495372453935
74.71728427661857,7.59,12.248087177791922,13.034628545586708
74.69353147173692,7.62,12.270675124086253,13.035793404173909
74.66948407181728,7.6499999999999995,12.29352529475835,13.036990633421297
74.64514083073378,7.68,12.316638240838925,13.038220928424067
74.62050052982292,7.71,12.340014475947795,13.039484994225893
74.59556197826082,7.739999999999999,12.363654475857611,13.04078354587802
74.5703240134404,7.77,12.387558678057605,13.042117308498305
74.54478548962936,7.8,12.411727497573164,13.04348701279362
74.51894527456665,7.83,12.436161331774052,13.04489339365527
74.49280230750782,7.859999999999999,12.460860479945595,13.046337212542419
74.46635553683241,7.89,12.485825229921344,13.047819233241917
74.43960394031717,7.92,12.511055830048946,13.049340229629403
74.4125465254756,7.949999999999999,12.536552488805947,13.050900985713838
74.38518232989766,7.9799999999999995,12.562315374415583,13.052502295682032
74.35751042158938,8.01,12.588344614462583,13.054144963943202
74.32952989674946,8.04,12.614640299183128,13.055829804062489
74.30123984189527,8.07,12.641202535857923,13.057557622241807
74.27263944007251,8.1,12.668031296668634,13.059329263253765
74.24372787851516,8.129999999999999,12.695126551165549,13.061145570314128
74.214504375831,8.16,12.722488227401062,13.06300739676271
74.18496818230139,8.19,12.750116211602677,13.064915606090645
74.15511858018105,8.219999999999999,12.778010347846028,13.066871071967597
74.12495488399776,8.25,12.806170437727873,13.068874678269014
74.09447644085213,8.28,12.834596240039108,13.070927319103351
74.06368258944585,8.31,12.863287530913363,13.073029879635381
74.03257275195564,8.34,12.892243969315349,13.075183278723586
74.00114637560438,8.37,12.921465182769708,13.077388441620485
73.96940293368732,8.4,12.95095076596926,13.07964630033798
73.93734193271557,8.43,12.980700270420034,13.081957796858953
73.90496291267144,8.459999999999999,13.010713204179229,13.084323883143895
73.87226544726387,8.49,13.040989031593147,13.086745521137525
73.83924914418401,8.52,13.07152717303513,13.0892236827754
73.8059136148895,8.549999999999999,13.102327050331157,13.091759334773856
73.77225852246868,8.58,13.1333880151143,13.094353462411545
73.73828358849302,8.61,13.164709338670919,13.09700707283057
73.7039885514698,8.64,13.196290274357288,13.099721174167419
73.66937318422558,8.67,13.228130031655825,13.102496784113102
73.63443729411237,8.7,13.260227775986966,13.10533492989515
73.59918072321383,8.73,13.292582628521016,13.108236648259622
73.56360334855138,8.76,13.32519366598999,13.111202985453087
73.52770506444088,8.79,13.358059948043431,13.114234987510137
73.49148578192911,8.82,13.391180518247971,13.117333699817324
73.45494550438673,8.85,13.424554287567874,13.120500208039784
73.4180842426502,8.879999999999999,13.45818016544159,13.123735591902594
73.38090204252757,8.91,13.492057017466841,13.127040939999922
73.34339898495182,8.94,13.526183665294177,13.130417349748313
73.30557518613384,8.969999999999999,13.560558886520568,13.133865927339878
73.26743079771575,9.0,13.59518141458297,13.137387787695562
73.22896600219262,9.03,13.630049946169434,13.140984051632195
73.19018096473195,9.06,13.665163217909162,13.144655817353117
73.15107597336788,9.09,13.700519783758162,13.148404242868178
73.11165131496301,9.12,13.736118212217423,13.152230472813756
73.07190731155848,9.15,13.771957028714326,13.156135659721379
73.03184432047217,9.18,13.808034715583318,13.160120963938684
72.99146273439719,9.209999999999999,13.844349712046622,13.16418755355036
72.95076298150015,9.24,13.880900414194905,13.16833660429911
72.90974552551961,9.27,13.917685174967962,13.172569299506595
72.86841081245943,9.299999999999999,13.954702391032763,13.176886796501975
72.82675939144518,9.33,13.991950306273848,13.181290302275151
72.7847918331752,9.36,14.029427144625622,13.185781022193368
72.74250873575255,9.389999999999999,14.067131100723783,13.190360163517882
72.69991073227108,9.42,14.10506032770228,13.19502894002087
72.65699849085844,9.45,14.143212937264275,13.199788571871549
72.6137727147188,9.48,14.181586999753124,13.204640285522341
72.57023414217595,9.51,14.220180544223332,13.209585313595033
72.52638351087151,9.54,14.258991617842016,13.214624871280813
72.48222161682982,9.57,14.298018188265646,13.21976019489893
72.4377493147267,9.6,14.337258143336745,13.22499254193098
72.39296747514153,9.629999999999999,14.376709361983528,13.2303231628694
72.34787700292848,9.66,14.41636968395317,13.235753313112841
72.30247883720396,9.69,14.456236909974589,13.241284252815989
72.25677395133394,9.719999999999999,14.496308801921256,13.246917246739379
72.21076335292146,9.75,14.53658308297397,13.252653564099191
72.164448063945,9.78,14.577057471015559,13.258494465034081
72.11782912472854,9.81,14.617729672125948,13.264441203140196
72.07090766568773,9.84,14.658597260603193,13.270495073703804
72.02368482294763,9.87,14.69965782038162,13.276657356665524
71.97616176577435,9.9,14.740908899246266,13.2829293349742
71.9283396965077,9.93,14.782348009087416,13.289312294399744
71.8802198504937,9.959999999999999,14.823972626155177,13.295807523346015
71.83180349601727,9.99,14.865780191314007,13.302416312663652
71.78309192845276,10.02,14.907768120022453,13.309139951519743
71.73408642736088,10.049999999999999,14.949933874636617,13.315979697997522
71.68478838707429,10.08,14.992274744908617,13.322936868012135
71.63519919913509,10.11,15.034788045866035,13.33001275499396
71.58532028669688,10.139999999999999,15.07747106008913,13.33720865320911
71.53515310440426,10.17,15.120321038054902,13.344525857536004
71.48469913827213,10.2,15.163335198481175,13.351965663241893
71.4339599055651,10.23,15.206510728670697,13.359529365759439
71.38293695467684,10.26,15.2498447848552,13.367218260463254
71.33163181471778,10.29,15.29333457660057,13.375033608676986
71.28004611113144,10.32,15.33697717369984,13.382976715164084
71.22818148364077,10.35,15.380769643466099,13.391048872888534
71.17603959580535,10.379999999999999,15.424709034900253,13.39925136928986
71.1236221407311,10.41,15.468792369289815,13.407585489974585
71.07093084089917,10.44,15.513016640637565,13.41605251845882
71.01796744799455,10.469999999999999,15.557378816090207,13.424653735910843
70.96473374273494,10.5,15.60187583636703,13.433390420893678
70.91123150298452,10.53,15.646504668020608,13.442263828990548
70.85746255828003,10.559999999999999,15.691262214473225,13.45127522724248
70.80342878367922,10.59,15.736145326219017,13.460425890097564
70.7491320669651,10.62,15.781150854571278,13.469717078459464
70.6945743231985,10.65,15.826275628028043,13.479150048769364
70.63975749449966,10.68,15.871516452777563,13.488726052718738
70.5846835498301,10.709999999999999,15.916870113203828,13.498446336962079
70.52935448477432,10.74,15.962333372392068,13.508312142829686
70.4737723047658,10.77,16.007902998497645,13.518324696732682
70.41793903174144,10.799999999999999,16.05357575451514,13.528485213739602
70.36185675491596,10.83,16.099348319122797,13.538794925957484
70.3055275676954,10.86,16.145217385401107,13.549255046899795
70.24895358821135,10.889999999999999,16.191179628918707,13.559866782866308
70.19213695905997,10.92,16.237231708304627,13.570631332631848
70.13507984704097,10.95,16.283370265820512,13.58154988713501
70.07778444289674,10.98,16.32959192793289,13.592623629166914
70.02025295608458,11.01,16.37589331305606,13.603853730855965
69.96248758699716,11.04,16.422271071854126,13.61524134114538
69.90449061579163,11.07,16.46872175918994,13.626787625015162
69.84626432079094,11.1,16.51524195212818,13.638493727077666
69.78781100225069,11.129999999999999,16.561828215817606,13.650360781928548
69.72913298206028,11.16,16.608477104117934,13.662389913818684
69.67023260344409,11.19,16.655185160226736,13.674582236326126
69.61111223066267,11.219999999999999,16.70194891730634,13.686938852028012
69.55177424871381,11.25,16.748764899110732,13.699460852172535
69.49222102971567,11.28,16.795629662503696,13.712149307777773
69.43245501055276,11.309999999999999,16.84253970008486,13.725005289359581
69.37247863512378,11.34,16.889491513053233,13.738029851820244
69.31229436314516,11.37,16.936481600389634,13.75122403646252
69.25190467294688,11.4,16.98350645559259,13.7645888714579
69.1913120611412,11.43,17.030562567346063,13.778125371510159
69.13051904229137,11.459999999999999,17.0776464201872,13.791834537518925
69.06952814858019,11.49,17.12475449517406,13.8057173562433
69.0083419107326,11.52,17.171883288543487,13.819774800721513
68.946962891375,11.549999999999999,17.219029280047035,13.834007828575615
68.88539367777302,11.58,17.266188940270087,13.848417381954604
68.82363686509409,11.61,17.313358747043935,13.86300438785975
68.76169506395846,11.639999999999999,17.360535178549164,13.877769757490217
68.6995709000812,11.67,17.40771471400895,13.892714385907741
68.63726701391428,11.7,17.454893834382393,13.90783915170126
68.57478606028856,11.73,17.50206902305785,13.923144916651589
68.51213069960193,11.76,17.549236770562054,13.938632529834077
68.4493036025785,11.79,17.59639357282267,13.954302824596935
68.38630747193702,11.82,17.643535921398513,13.970156606662634
68.32314501332812,11.85,17.690660317808348,13.986194668861746
68.25981894460486,11.879999999999999,17.737763269650472,14.002417785742901
68.19633199544433,11.91,17.784841291305746,14.018826713248203
68.13268690696907,11.94,17.831890904640623,14.035422188388592
68.06888643136882,11.969999999999999,17.878908639710215,14.052204928919272
68.00493332930247,12.0,17.92589103423857,14.069175636457263
67.94083036018041,12.03,17.97283462917626,14.086335010641637
67.8765803142194,12.059999999999999,18.019735987272313,14.10368369850662
67.81218598196321,12.09,18.06659167719347,14.121222340841651
67.7476501628619,12.12,18.113398279162308,14.13895155797412
67.68297566487884,12.15,18.160152385652356,14.156871949467138
67.61816530409791,12.18,18.206850602083193,14.174984093817226
67.55322190433067,12.209999999999999,18.253489547515567,14.193288548152092
67.48814829672347,12.24,18.300065855346496,14.211785847928368
67.42294731110047,12.27,18.346576149973387,14.230476538924464
67.35762179520326,12.299999999999999,18.39301710457755,14.249361100217499
67.29217459929943,12.33,18.43938539820555,14.268440002493318
67.22660857868185,12.36,18.485677724874247,14.28771369644219
67.16092659386234,12.389999999999999,18.531890795971474,14.30718261016445
67.09513151017107,12.42,18.578021340928437,14.326847148898755
67.02922619735583,12.45,18.62406610789207,14.346707694750362
66.9632135291814,12.48,18.67002186439746,14.366764606419402
66.89709638179251,12.51,18.715885370299866,14.387018247905873
66.8308776356188,12.54,18.761653430177706,14.407468934201738
66.76456017430827,12.57,18.807322879064255,14.428116946625714
66.69814688342149,12.6,18.85289056281237,14.448962553764375
66.63164065050036,12.629999999999999,18.89835334929888,14.470006000199
66.56504436466572,12.66,18.943708129059086,14.491247506273428
66.49836091621509,12.69,18.988951815921233,14.51268726786191
66.43159319622023,12.719999999999999,19.034081347641024,14.534325456136978
66.36474409794096,12.75,19.07909366364991,14.556162238407374
66.29781651501507,12.78,19.123985723428618,14.578197761554556
66.23081333709379,12.809999999999999,19.168754557073644,14.60043210583081
66.16373745495413,12.84,19.213397196435654,14.62286534860846
66.09659175821389,12.87,19.257910699479236,14.64549754230513
66.0293791349334,12.9,19.302292150865274,14.668328714199596
65.96210247121734,12.93,19.34653866253329,14.691358866247633
65.89476465081654,12.959999999999999,19.39064737428385,14.714587974897873
65.82736855645608,12.99,19.434615443009363,14.738016000532827
65.75991707497778,13.02,19.47844000684352,14.76164291817698
65.69241307601408,13.049999999999999,19.52211832335515,14.785468600629052
65.62485943136299,13.08,19.56564764011232,14.809492928522975
65.55725900865957,13.11,19.609025234259327,14.833715757079396
65.48961467098744,13.139999999999999,19.652248413034975,14.858136915975884
65.42192927649033,13.17,19.695314514290853,14.882756209217098
65.35420567798367,13.2,19.738220907009616,14.907573415005
65.28644672256601,13.229999999999999,19.780964991823257,14.932588285609018
65.21865526758017,13.26,19.823544121499037,14.957800610919081
65.15083414082125,13.29,19.865955794341275,14.983210064835774
65.0829861712292,13.32,19.908197502565223,15.008816326203883
65.01511418158404,13.35,19.950266766671263,15.034619051742988
64.94722098729807,13.379999999999999,19.992161139974286,15.060617872725945
64.87930939604222,13.41,20.03387820904855,15.086812394907524
64.81138220737279,13.44,20.07541559417254,15.113202198452957
64.74344221235782,13.469999999999999,20.11677094977386,15.139786837866613
64.67549220819855,13.5,20.157941903791414,15.16656588800833
64.60753496894604,13.53,20.198926175886825,15.193538855165418
64.53957325556976,13.559999999999999,20.239721535353002,15.220705209075518
64.47160982455611,13.59,20.280325765010698,15.248064410431471
64.40364742241384,13.62,20.3207366825147,15.275615895069741
64.33568878532027,13.65,20.360952140718464,15.303359073959545
64.26773663876756,13.68,20.40097002803871,15.331293333192008
64.19979369720888,13.709999999999999,20.440788268820075,15.35941803396933
64.13186267476335,13.74,20.4804047843296,15.387732540905319
64.06394627460402,13.77,20.519817529642157,15.416236195752091
63.99604716868627,13.799999999999999,20.55902456491392,15.444928266398087
63.92816802740952,13.83,20.59802394888925,15.473808023699506
63.860311508815556,13.86,20.636813776460862,15.502874714721852
63.79248025825852,13.889999999999999,20.675392178949817,15.53212756278993
63.7246769080749,13.92,20.71375732438552,15.56156576753785
63.65690407725354,13.95,20.751907417785702,15.591188504959026
63.58916437656016,13.979999999999999,20.789840684115422,15.620994939322689
63.52146042148005,14.01,20.82755532641896,15.65098425209926
63.45379477632547,14.04,20.86504970254123,15.681155521131558
63.38617000743936,14.07,20.902322155409312,15.711507837149604
63.31858866667562,14.1,20.939371064723336,15.742040268599318
63.251053291096405,14.129999999999999,20.97619484715012,15.772751861751749
63.18356640266927,14.16,21.012791956516747,15.80364164081226
63.11613050796441,14.19,21.049160884004152,15.834708608029718
63.048748097851835,14.219999999999999,21.085300158340743,15.865951743805699
62.981421680901704,14.25,21.12120824992764,15.897370069168932
62.914153700748386,14.28,21.156883805717197,15.928962493532696
62.846946602624904,14.309999999999999,21.19232545889164,15.96072793848173
62.779802816456,14.34,21.227531876385648,15.992665307156631
62.71272475553613,14.37,21.26250176198516,16.024773482476984
