data_generator_AUXP_A7,data_generator_T
9.0853635e-12,622.0
7.8747816e-12,623.0
6.8398863e-12,624.0
5.940754e-12,625.0
5.1573953e-12,626.0
4.4749092e-12,627.0
3.8806423e-12,628.0
3.3635308e-12,629.0
2.913851e-12,630.0
2.5230566e-12,631.0
0.048444852,632.0
0.057918582,633.0
0.054218534,634.0
0.047753774,635.0
0.015506092,636.0
0.0038531688,637.0
0.00080468215,638.0
0.00015506211,639.0
2.8921762e-05,640.0
5.3238241e-06,641.0
9.7445252e-07,642.0
1.7786799e-07,643.0
3.2413791e-08,644.0
5.9001501e-09,645.0
1.0730457e-09,646.0
1.9507335e-10,647.0
3.5512707e-11,648.0
6.527826e-12,649.0
1.2577554e-12,650.0
2.9252458e-13,651.0
1.0914654e-13,652.0
6.8532182e-14,653.0
5.4721862e-14,654.0
4.6595855e-14,655.0
4.022777e-14,656.0
3.4815924e-14,657.0
3.0134847e-14,658.0
2.607294e-14,659.0
2.2547797e-14,660.0
1.948992e-14,661.0
1.683889e-14,662.0
1.4541902e-14,663.0
1.2552788e-14,664.0
1.0831203e-14,665.0
9.3419382e-15,666.0
8.0542813e-15,667.0
6.941474e-15,668.0
5.9802165e-15,669.0
5.1502394e-15,670.0
4.433921e-15,671.0
3.8159529e-15,672.0
3.2830455e-15,673.0
2.8236688e-15,674.0
2.4278253e-15,675.0
2.0868522e-15,676.0
1.7932471e-15,677.0
1.5405158e-15,678.0
1.3230402e-15,679.0
1.1359622e-15,680.0
9.7508347e-16,681.0
8.367766500000001e-16,682.0
7.179099700000001e-16,683.0
6.157802500000001e-16,684.0
5.2805527e-16,685.0
4.527238600000001e-16,686.0
3.8805213000000003e-16,687.0
3.3254604e-16,688.0
2.8491851000000002e-16,689.0
2.4406129000000003e-16,690.0
2.090203e-16,691.0
1.7897458000000002e-16,692.0
1.5321788000000001e-16,693.0
1.3114287000000002e-16,694.0
1.1222735e-16,695.0
9.602256000000001e-17,696.0
8.2142913e-17,697.0
7.0257181e-17,698.0
6.008094000000001e-17,699.0
5.1370007e-17,700.0
