L,Time
0.0,0.0
3.0202742372104803,0.01
6.126917540415747,0.02
9.322399885569837,0.03
12.609261612299923,0.04
15.990115907571045,0.05
19.467650634186022,0.06
23.044630502432714,0.07
26.72389935425903,0.08
30.508382054729893,0.09
34.40108760106206,0.1
38.40511060975702,0.11
42.52363448492714,0.12
46.759933601394096,0.13
51.117375598279786,0.14
55.599425190760186,0.15
60.20964494867986,0.16
64.95170105182933,0.17
69.82936275655065,0.18
74.84650876579343,0.19
80.00712684683117,0.2
85.31532076537134,0.21
90.77531029984563,0.22
96.39143535345552,0.23
102.1681621618976,0.24
108.11008222383894,0.25
114.2219204010302,0.26
120.50853541637622,0.27
126.97492452419097,0.28
133.62622773897647,0.29
140.46773431525835,0.3
147.5048851707865,0.31
154.74327495420485,0.32
162.18865716844775,0.33
169.84695038985248,0.34
177.724243336148,0.35000000000000003
185.82679900408655,0.36
194.16105914273052,0.37
202.7336494958623,0.38
211.55138536552766,0.39
220.62127709204663,0.4
229.95053550510028,0.41000000000000003
239.54657757401472,0.42
249.41703233056495,0.43
259.5697469863752,0.44
270.0127931806108,0.45
280.7544733749291,0.46
291.8033274402964,0.47000000000000003
303.16813945159674,0.48
314.85794468025244,0.49
326.88203677869154,0.5
339.2499751649951,0.51
351.97159262054043,0.52
365.0570031083041,0.53
378.5166098152634,0.54
392.3611134233123,0.55
406.6015206158156,0.56
421.24915282778136,0.5700000000000001
436.31565524684765,0.58
451.8130060717361,0.59
467.753526035197,0.6
484.1498881991325,0.61
501.0151280298945,0.62
518.362653761804,0.63
536.2062570570374,0.64
554.5601239703007,0.65
573.4388462270294,0.66
592.8574328241199,0.67
612.8313219624163,0.68
633.3763933204264,0.6900000000000001
654.5089806790131,0.7000000000000001
676.2458849071025,0.71
698.6043873187417,0.72
721.6022634121206,0.73
745.2577970014844,0.74
769.5897947531653,0.75
794.6176011372922,0.76
820.3611138070677,0.77
846.8407994178369,0.78
874.0777098985268,0.79
902.0934991883893,0.8
930.9104404523565,0.81
960.5514437886939,0.8200000000000001
991.0400744430287,0.8300000000000001
1022.4005715432361,0.84
1054.6578673700756,0.85
1087.8376071788987,0.86
1121.9661695881882,0.87
1157.070687551136,0.88
1193.179069926934,0.89
1230.3200236689286,0.9
1268.523076647274,0.91
1307.8186011242362,0.92
1348.2378379008048,0.93
1389.8129211538128,0.9400000000000001
1432.5769039833096,0.9500000000000001
1476.5637846904979,0.96
1521.8085338071276,0.97
1568.347121897831,0.98
1616.2165481575094,0.99
1665.4548698265019,1.0
1657.8743873681767,1.01
1650.328375124441,1.02
1642.8167151615119,1.03
1635.3392492841585,1.04
1627.8958185445792,1.05
1620.4862675460934,1.06
1613.1104417680656,1.07
1605.7681877509592,1.08
1598.4593527745863,1.09
1591.1837847747172,1.1
1583.9413323468734,1.11
1576.7318447622215,1.12
1569.5551719752962,1.1300000000000001
1562.4111646243261,1.1400000000000001
1555.2996740283409,1.1500000000000001
1548.2205521403603,1.16
1541.173651599729,1.17
1534.1588257756673,1.18
1527.1759287077589,1.19
1520.224815087612,1.2
1513.305340252065,1.21
1506.417360190219,1.22
1499.5607315467037,1.23
1492.73531162101,1.24
1485.9409583638362,1.25
1479.1775303724514,1.26
1472.4448868871937,1.27
1465.7428877887817,1.28
1459.0713935957076,1.29
1452.4302654614262,1.3
1445.819365171419,1.31
1439.2385551402622,1.32
1432.6876984087503,1.33
1426.166658641054,1.34
1419.6753001218935,1.35
1413.2134877537155,1.36
1406.7810870538797,1.37
1400.3779641518586,1.3800000000000001
1394.003985786451,1.3900000000000001
1387.6590193030088,1.4000000000000001
1381.3429326508028,1.41
1375.055594380149,1.42
1368.7968736394719,1.43
1362.5666401727094,1.44
1356.3647643167335,1.45
1350.191116998692,1.46
1344.04556973325,1.47
1337.927994619855,1.48
1331.8382643400832,1.49
1325.77625215502,1.5
1319.7418319026326,1.51
1313.734877995133,1.52
1307.7552654163533,1.53
1301.8028697191464,1.54
1295.8775670228022,1.55
1289.97923401047,1.56
1284.1077479265903,1.57
1278.2629865743381,1.58
1272.4448283130805,1.59
1266.6531520558456,1.6
1260.8878372668032,1.61
1255.148763958756,1.62
1249.4358126906411,1.6300000000000001
1243.7488645650453,1.6400000000000001
1238.0878012257301,1.6500000000000001
1232.4525048551695,1.6600000000000001
1226.842858172097,1.67
1221.2587444290646,1.68
1215.700047410014,1.69
1210.166651427857,1.7
1204.6584413220685,1.71
1199.1753024562897,1.72
1193.7171207159417,1.73
1188.2837825058514,1.74
1182.8751747478866,1.75
1177.491184878603,1.76
1172.1317008469016,1.77
1166.7966111116968,1.78
1161.485804639595,1.79
1156.1991709025829,1.8
1150.9365998757282,1.81
1145.6979820348902,1.82
1140.4832083544388,1.83
1135.292170304987,1.84
1130.1247598511306,1.85
1124.9808694492021,1.86
1119.8603920450303,1.87
1114.7632210717131,1.8800000000000001
1109.6892504474001,1.8900000000000001
1104.6383745730839,1.9000000000000001
1099.610488330403,1.9100000000000001
1094.6054870794549,1.92
1089.6232666566161,1.93
1084.6637233723764,1.94
1079.7267540091796,1.95
1074.8122558192763,1.96
1069.9201265225852,1.97
1065.0502643045638,1.98
1060.2025678140903,1.99
1055.3769361613538,2.0
1050.5732689157549,2.0100000000000002
1045.7914661038158,2.02
1041.0314282070983,2.0300000000000002
1036.2930561601347,2.04
1031.576251348364,2.05
1026.8809156060806,2.06
1022.2069512143923,2.07
1017.5542608991842,2.08
1012.9227478290961,2.09
1008.3123156135065,2.1
1003.722868300527,2.11
999.1543103750043,2.12
994.6065467565342,2.13
990.0794827974805,2.14
985.5730242810075,2.15
981.0870774191172,2.16
976.6215488506989,2.17
972.1763456395848,2.18
967.7513752726177,2.19
963.346545657723,2.2
958.961765121995,2.21
954.5969424097864,2.22
950.2519866808112,2.23
945.9268075082525,2.24
941.621314876882,2.25
937.335419181185,2.2600000000000002
933.0690312234973,2.27
928.8220622121471,2.2800000000000002
924.5944237596087,2.29
920.3860278806615,2.3000000000000003
916.1967869905602,2.31
912.0266139032109,2.32
907.8754218293569,2.33
903.7431243747734,2.34
899.6296355384676,2.35
895.534869710891,2.36
891.4587416721557,2.37
887.4011665902625,2.38
883.3620600193339,2.39
879.341337897858,2.4
875.3389165469378,2.41
871.3547126685506,2.42
867.388643343814,2.43
863.4406260312602,2.44
859.5105785651181,2.45
855.5984191536038,2.46
851.7040663772171,2.47
847.827439187049,2.48
843.9684569030927,2.49
840.1270392125664,2.5
836.30310616824,2.5100000000000002
832.4965781867733,2.52
828.7073760470579,2.5300000000000002
824.9354208885698,2.54
821.1806342097268,2.5500000000000003
817.4429378662566,2.56
813.7222540695683,2.57
810.018505385135,2.58
806.331614730882,2.59
802.6615053755821,2.6
799.0081009372591,2.61
795.3713253815977,2.62
791.7511030203618,2.63
788.1473585098183,2.64
784.5600168491703,2.65
780.9890033789948,2.66
777.43424377969,2.67
773.8956640699279,2.68
770.3731906051154,2.69
766.8667500758603,2.7
763.376269506447,2.71
759.9016762533167,2.72
756.4428980035565,2.73
752.999862773393,2.74
749.572498906696,2.75
746.1607350734855,2.7600000000000002
742.7645002684487,2.77
739.3837238094607,2.7800000000000002
736.018335336115,2.79
732.6682648082578,2.8000000000000003
729.3334425045317,2.81
726.0137990209232,2.82
722.7092652693192,2.83
719.4197724760694,2.84
716.1452521805538,2.85
712.8856362337592,2.86
709.64085679686,2.87
706.4108463398071,2.88
703.1955376399214,2.89
699.9948637804961,2.9
696.8087581494027,2.91
693.6371544377059,2.92
690.4799866382824,2.93
687.3371890444485,2.94
684.2086962485911,2.95
681.094443140808,2.96
677.9943649075515,2.97
674.9083970302802,2.98
671.8364752841162,2.99
668.7785357365086,3.0
664.6686085609455,3.0100000000000002
660.5839226331507,3.02
656.5243447784619,3.0300000000000002
652.4897176169477,3.04
648.4798858864351,3.0500000000000003
644.4946961832127,3.06
640.5339972015272,3.0700000000000003
636.5976383910316,3.08
632.685470371576,3.09
628.7973444192443,3.1
624.9331125826081,3.11
621.0926279844725,3.12
617.2757447642213,3.13
613.4823179466929,3.14
609.7122033981115,3.15
605.9652578442624,3.16
602.2413388917925,3.17
598.5403050303468,3.18
594.862015623789,3.19
591.2063309000197,3.2
587.5731119434423,3.21
583.9622206909785,3.22
580.3735199285186,3.23
576.806873286104,3.24
573.2621452320993,3.25
569.7392010674696,3.2600000000000002
566.237906920647,3.27
562.7581297427239,3.2800000000000002
559.2997373025772,3.29
555.8625981818025,3.3000000000000003
552.4465817695959,3.31
549.051558257752,3.3200000000000003
545.6773986357781,3.33
542.3239746860298,3.34
538.991158978833,3.35
535.6788248676197,3.36
532.3868464841084,3.37
529.1150987335317,3.38
525.8634572898869,3.39
522.6317985912128,3.4
519.4199998348877,3.41
516.2279389729641,3.42
513.0554947075312,3.43
509.90254648610784,3.44
506.7689744970598,3.45
503.65465966504775,3.46
500.55948364650095,3.47
497.48332882512165,3.48
494.4260783074148,3.49
491.38761591824715,3.5
488.3678261964314,3.5100000000000002
485.36659439033974,3.52
482.3838064535422,3.5300000000000002
479.4193490404741,3.54
476.47310950212795,3.5500000000000003
473.54497588177355,3.56
470.63483691070275,3.5700000000000003
467.7425820040025,3.58
464.8681012563514,3.59
462.0112854378439,3.6
459.17202598983994,3.61
456.35021502083885,3.62
453.5457453023803,3.63
450.7585102649689,3.64
447.9884039940255,3.65
445.23532122586136,3.66
442.49915734367914,3.67
439.77980837359667,3.68
437.07717098069674,3.69
434.3911424650994,3.7
431.72162075806057,3.71
429.0685044180922,3.72
426.4316926271086,3.73
423.81108518659454,3.74
421.2065825137984,3.75
418.61808563794733,3.7600000000000002
416.0454961964871,3.77
413.4887164313436,3.7800000000000002
410.9476491852089,3.79
408.42219789784826,3.8000000000000003
405.9122666024319,3.81
403.4177599218873,3.8200000000000003
400.93858306527585,3.83
398.47464182419,3.84
396.02584256917356,3.85
393.5920922461644,3.86
391.1732983729573,3.87
388.76936903569066,3.88
386.38021288535316,3.89
384.005739134313,3.9
381.64585755286714,3.91
379.3004784658138,3.92
376.96951274904364,3.93
374.65287182615396,3.94
372.3504676650821,3.95
370.0622127747608,3.96
367.7880202017931,3.97
365.5278035271484,3.98
363.28147686287855,3.99
361.048954848854,4.0
358.83015264952013,4.01
356.62498595067336,4.0200000000000005
354.433370956258,4.03
352.2552243851807,4.04
350.09046346814694,4.05
347.93900594451503,4.0600000000000005
345.80077005917116,4.07
343.67567455942145,4.08
341.56363869190534,4.09
339.46458219952655,4.1
337.37842531840323,4.11
335.3050887748377,4.12
333.244493782303,4.13
331.19656203844954,4.14
329.1612157221296,4.15
327.13837749044046,4.16
325.12797047578465,4.17
323.1299182829494,4.18
321.14414498620357,4.19
319.17057512641304,4.2
317.20913370817215,4.21
315.25974619695467,4.22
313.3223385162812,4.23
311.3968370449049,4.24
309.48316861401275,4.25
307.5812605044461,4.26
305.69104044393686,4.2700000000000005
303.81243660436166,4.28
301.94537759901175,4.29
300.0897924798806,4.3
298.2456107349679,4.3100000000000005
296.41276228560054,4.32
294.5911774837688,4.33
292.7807871094801,4.34
290.9815223681288,4.3500000000000005
289.19331488788225,4.36
287.41609671708187,4.37
285.64980032166153,4.38
283.8943585825813,4.39
282.1497047932765,4.4
280.41577265712397,4.41
278.6924962849212,4.42
276.9798101923837,4.43
275.2776492976561,4.44
273.5859489188397,4.45
271.9046447715334,4.46
270.23367296639213,4.47
268.57297000669803,4.48
266.9224727859486,4.49
265.2821185854579,4.5
263.65184507197336,4.51
262.03159029530724,4.5200000000000005
260.42129268598285,4.53
258.82089105289424,4.54
257.2303245809815,4.55
255.64953282891946,4.5600000000000005
254.07845572682137,4.57
252.51703357395564,4.58
250.96520703647764,4.59
249.42291714517475,4.6000000000000005
247.89010529322616,4.61
246.3667132339749,4.62
244.85268307871513,4.63
243.3479572944921,4.64
241.8524787019159,4.65
240.36619047298916,4.66
238.8890361289467,4.67
237.42095953811003,4.68
235.9619049137539,4.69
234.51181681198713,4.7
233.07064012964486,4.71
231.63832010219514,4.72
230.21480230165767,4.73
228.80003263453602,4.74
227.3939573397614,4.75
225.99652298665018,4.76
224.60767647287327,4.7700000000000005
223.22736502243876,4.78
221.85553618368576,4.79
220.4921378272916,4.8
219.1371181442908,4.8100000000000005
217.79042564410676,4.82
216.45200915259443,4.83
215.1218178100961,4.84
213.79980106950865,4.8500000000000005
212.48590869436313,4.86
211.18009075691506,4.87
209.88229763624776,4.88
208.59248001638647,4.89
207.31058888442445,4.9
206.03657552866076,4.91
204.7703915367487,4.92
203.51198879385637,4.93
202.26131948083844,4.94
201.01833607241912,4.95
199.7829913353858,4.96
198.5552383267944,4.97
197.3350303921856,4.98
196.12232116381213,4.99
194.91706455887638,5.0
195.65089740856902,5.01
196.38749042246008,5.0200000000000005
197.12685651852246,5.03
197.86900565842933,5.04
198.6139487725957,5.05
199.3616967159395,5.0600000000000005
200.11225984188783,5.07
200.8656486975178,5.08
201.6218739078967,5.09
202.38094616365646,5.1000000000000005
203.14287619364177,5.11
203.90767476115548,5.12
204.67535266661787,5.13
205.4459207500229,5.14
206.2193898921014,5.15
206.99577101207416,5.16
207.77507507109053,5.17
208.5573130752125,5.18
209.34249607213553,5.19
210.13063515041148,5.2
210.92174143935858,5.21
211.71582610981852,5.22
212.5129003746899,5.23
213.3129754892284,5.24
214.11606275115275,5.25
214.92217350073142,5.26
215.73131912089804,5.2700000000000005
216.54351103742573,5.28
217.3587607191019,5.29
218.1770796778944,5.3
218.99847946910586,5.3100000000000005
219.8229716915422,5.32
220.65056798768802,5.33
221.48128004386388,5.34
222.31511959038392,5.3500000000000005
223.15209840171957,5.36
223.99222829666957,5.37
224.83552113852963,5.38
225.6819888352604,5.39
226.53164333965418,5.4
227.38449664950272,5.41
228.24056080776708,5.42
229.09984790274802,5.43
229.96237006825706,5.44
230.82813948378737,5.45
231.697168374686,5.46
232.5694690123262,5.47
233.44505371428096,5.48
234.32393484449656,5.49
235.20612481346785,5.5
236.09163607841293,5.51
236.98048114344923,5.5200000000000005
237.87267255976988,5.53
238.76822292582142,5.54
239.66714488748124,5.55
240.56945113823647,5.5600000000000005
241.47515441936278,5.57
242.38426752010483,5.58
243.29680327785658,5.59
244.21277457834267,5.6000000000000005
245.13219435580004,5.61
246.05507559316112,5.62
246.98143132223683,5.63
247.9112746239006,5.64
248.84461862827322,5.65
249.78147651490795,5.66
250.72186151297709,5.67
251.6657869014584,5.68
252.61326600932287,5.69
253.56431221572257,5.7
254.51893895018,5.71
255.47715969277752,5.72
256.4389879743478,5.73
257.40443737666453,5.74
258.37352153263475,5.75
259.346254126491,5.76
260.32264889398465,5.7700000000000005
261.30271962257973,5.78
262.28648015164794,5.79
263.2739443726637,5.8
264.2651262294007,5.8100000000000005
265.2600397181283,5.82
266.25869888780966,5.83
267.26111784029973,5.84
268.2673107305448,5.8500000000000005
269.2772917667819,5.86
270.29107521073973,5.87
271.30867537784013,5.88
272.3301066373999,5.89
